,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,additives,nova_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,labels,ingredients_origins,allergens,generic_name,packaging,manufacturing,markets,brand_owner,link,palm_ingredients
0,Authentique palette à la diable,0298218028675,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Palette à la Diable rotie d'Alsace,0298218031293,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Authentique Palette à la Diable Rôtie d’Alsace - Moritz,0298218031354,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source"", 'Sauce moutarde ', '1 0 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],"['FR 67.144.001 CE', 'Fouday (Bas-Rhin, France)']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Palette a la diable - Moritz,0298218032085,['France'],"[""Palette de porc sans os traitée,en salaison avec de l'eau de source"", 'Sauce moutarde ', '10 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"3,6","1,1","1,1","0,5",14,"1,7","0,68",['Moritz'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,L’authentique palette à la diable rôtie d’Alsace - Moritz,0298218032801,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source Sauce moutarde "", '1 0 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Palette à la diable,0298218032863,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Palette à la diable - Moritz,0298218033914,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source"", 'Sauce moutarde ', '1 0 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"3,6","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Palette à la diable - Moritz,0298218034188,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source"", 'Sauce moutarde ', '10 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,L’authentique palette a la diable rotie d’alsace - Moritz,0298218035093,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source Sauce moutarde "", '10 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],"['FR 67.144.001 CE', 'Fouday (Bas-Rhin, France)']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Palette à la diable - Moritz,0298218036212,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source Sauce moutarde "", '1 0 % env', ' eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Palette à la diable,0298218036274,['France'],[],[],?,136,569 kj(136 kcal),"8,43","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,L'authentique Palette à la Diable Rôtie d'Alsace,0298218039169,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,['Produits à la viande'],8.4 g,en quantité modérée,3.6 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-29%,-28%,-23%,-6%,-86%,-65%,+26%,+43%,+43%,11,+59%,D,+59%,,,,,,,,,,,,,,,,,,,
12,Palette a la diable - Moritz,0298218039237,['France'],"[""Palette de porc sans os traitée en salaison avec de l'eau de source"", 'Sauce moutarde ', '10 % env', ' : eau', 'graines de moutarde brunes', ""vinaigre d'alcool"", 'sel', 'acide citrique', 'disulfite de potassium', ' Crépines de porc', 'sel', 'Antioxydant : ascorbate de sodium', 'dextrose de blé', ' Conservateur : nitrite de sodium', ' Traces éventuelles de lait', 'gluten et céleri']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,['Produits à la viande'],8.4 g,en quantité modérée,3.6 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,,-29%,-28%,-23%,-6%,-86%,-65%,+26%,+43%,+43%,11,+59%,D,+59%,,,,,,,,,,,,,,,,,,,
13,Authentique Palette à la diable rôtie d'Alsace - Moritz,0298218047621,['France'],"['Valori Nutrizionali Medi', 'Gemiddelde Voedin swaarden', 'Pour', 'for', 'für', 'Protéines - Protein - Eiweiss - Eiwitten FR Li ides - Fat - Fett - Li idi - Li iden - 144-001 CE Acides ras saturés Glucides - Carboh drate - Kohlenh drate - Glucidi - Koolh drate Sucres Sel - salt - Salz - Sale - Zout Kcalories Koules']",[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",['Moritz'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Palette à la diable,0298218048741,['France'],[],[],?,136,569 kj(136 kcal),"8,4","3,6","1,1","0,5",14,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Filet de coche seche,0298676044804,['France'],[],[],?,188,787 kj(188 kcal),"2,7","0,8","0,5","0,5",41,"5,7","2,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Saucisson sec artisanal,0298682034707,['France'],[],[],?,341,1427 kj(341 kcal),23,"8,9","1,6",1,32,"5,2","2,08",,,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",23 g,en quantité élevée,8.9 g,en quantité élevée,1 g,en faible quantité,5.2 g,en quantité élevée,,-15%,-16%,-27%,-28%,-28%,-27%,+16%,+11%,+11%,22,-8%,E,-8%,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,
17,Rosette - Linard salaison,0298685026044,['France'],[],[],?,?,,?,,?,,?,,,['Linard salaison'],,,,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']",,,,,,,,,,,,,,,,,,,,,,,D,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,,,,,,,,
18,Chorizo,0298694023164,['France'],[],[],?,384,1607 kj(384 kcal),30,11,"1,7","0,9",26,"5,1","2,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Comté,0298955015617,['France'],[],[],?,410,1715 kj(410 kcal),34,22,0,0,26,"0,8","0,32",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,,+3%,+4%,+4%,+1%,-100%,-100%,+3%,-18%,-18%,13,-3%,D,-3%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
20,Comté,0298955016010,['France'],[],[],?,410,1715 kj(410 kcal),34,22,0,0,26,"0,8","0,32",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,,+3%,+4%,+4%,+1%,-100%,-100%,+3%,-18%,-18%,13,-3%,D,-3%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
21,Comté,0298955016928,['France'],[],[],?,410,1715 kj(410 kcal),34,22,0,0,26,"0,8","0,32",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,,+3%,+4%,+4%,+1%,-100%,-100%,+3%,-18%,-18%,13,-3%,D,-3%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
22,Olives dénoyautées persil ail,0299001019153,['France'],[],[],?,171,715 kj(171 kcal),"16,7","2,25","1,68","0,04","1,12","4,02","1,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Andouillettes Aaaaa,0299001076682,['France'],[],[],?,246,1029 kj(246 kcal),"21,88","12,15","2,67","2,04","10,04","2,95","1,18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Petites saucisses,0299007003200,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Galette de blé épinards et emmental,0299009009125,['France'],[],[],?,172,720 kj(172 kcal),"8,3","2,7","3,2","0,6",19,"0,76","0,304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BETHMALE LAIT CRU,0299100027882,['France'],[],[],?,384,1607 kj(384 kcal),32,23,0,0,24,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,"Fromage bethmale - ets schoepfer - 0,260kg",0299100028933,['France'],[],[],?,?,,?,,?,,?,,,['ets schoepfer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,260kg",,,,,,,,,,
28,Fromage Bethmale au lait cru,0299101025719,['France'],[],[],?,380,1590 kj(380 kcal),31,22,"2,1",0,24,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Emmental grand Label Rouge -,0299102018963,['France'],[],[],?,396,1657 kj(396 kcal),32,21,0,0,27,"0,6","0,24",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France']",32 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,,+5%,+6%,+10%,+7%,-100%,-100%,-2%,-8%,-8%,11,-4%,D,-4%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['IGP', 'Label Rouge']",,,,,,,,,
30,Emmental français - Grand Cru,0299102019618,['France'],[],[],?,396,1657 kj(396 kcal),32,21,0,0,27,"0,6","0,24",['Grand Cru'],"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages de France', 'Emmentals français']",32 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0.6 g,en quantité modérée,,+4%,+5%,+8%,+6%,-100%,-100%,-3%,+2%,+2%,11,-2%,D,-2%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
31,Gouda de chèvre,0299118015352,['France'],[],[],?,406,1699 kj(406 kcal),35,24,0,0,23,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Gouda de chèvre - Ets Schoepfer - 166g,0299118017974,['France'],"['LAIT de chèvre', 'sel', 'ferments LACTIQUES', 'coagulant microbien', 'lysozyme ', 'OEUF', 'Croûte non consommable']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,406,1699 kj(406 kcal),35,24,0,0,23,"1,7","0,68",['Ets Schoepfer'],,['E1105 - Lysozyme'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166 g,,['Pays-Bas'],"['Œufs', 'Lait']",,,,,,,
33,Gouda de chèvre,0299118022046,['France'],[],[],?,406,1699 kj(406 kcal),35,24,0,0,23,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Gouda de chèvre,0299118023296,['France'],[],[],?,406,1699 kj(406 kcal),35,24,0,0,23,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,BETHMALE VACHE & CHEVRE,0299130024479,['France'],[],[],?,356,1490 kj(356 kcal),27,13,4,0,25,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Emmental,0299134013325,['France'],[],[],?,399,1669 kj(399 kcal),31,19,1,0,29,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Emmental suisse aoc lait cru,0299134025786,['France'],[],[],?,399,1669 kj(399 kcal),31,19,1,0,29,"0,5","0,2",,"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Emmental suisse AOP (31 % MG)  - Notre Sélection - 324g,0299134031756,['France'],['lait - sel - ferments - présure'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,,31,,?,,?,,,"['Notre Sélection', 'Ets Schoepfer']","['FR 84.007.011 CE', 'Avignon (Vaucluse, France)', 'EMB 84007AV', 'Avignon (Vaucluse, France)', 'EMB 84007', 'Avignon (Vaucluse, France)']",,3,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Frais', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages au lait cru', 'Fromages de Suisse', 'Emmentals suisses', 'en:aoc-cheeses', 'en:labeled-cheeses', 'Emmental AOC', 'Produits AOC', 'Produits labellisés']",31 g,en quantité élevée,,,,,,,,,,+6%,,,,,,,,,,,B,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,324 g,"['Point Vert', 'Fabriqué en Suisse', 'AOP', 'en:Eco-Emballages']",['Suisse'],['Lait'],"Fromage de suisse AOP, à pâte pressée cuite, au lait cru de vache","['Frais', 'Film plastique soudé']","['Ets Schoepfer - 7 Avenue Fontcouverte - Zone Industrielle - 84000 Avignon', 'Vaucluse', ""Provence-Alpes-Côte d'Azur"", 'France']",['Simply'],,,
39,Gorgonzola,0299137034181,['France'],[],[],?,306,1280 kj(306 kcal),25,18,"1,7",0,19,"1,7","0,68",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte persillée', 'Fromages italiens', 'Gorgonzolas']",25 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-7%,-7%,-10%,-6%,+193%,-100%,+5%,+13%,+13%,15,+3%,D,+3%,C,84.7%,5.9%,3.1%,4.1%,1.8%,0.5%,54,,"['Bio', 'Bio européen', 'IT-BIO-006']",,,,,,,,,
40,Le Gruyère Switzerland AOC - Le Gruyère Switzeland AOC - 251g,0299148037133,['France'],"['Au LAIT de vache ', 'Suisse', 'présure', 'ferments LACTIQUES', 'sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,400,1674 kj(400 kcal),32,19,1,0,27,"1,5","0,6",['Le Gruyère Switzeland AOC'],"['FR 84.007.011 CE', 'Avignon (Vaucluse, France)']",,3,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Fromages de Suisse', 'Gruyères suisses']",32 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,,0%,+0%,-2%,+5%,+128%,-100%,+0%,+3%,+3%,15,+5%,D,+5%,C,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,251 g,,,['Lait'],,,,,,,
41,Comté,0299165038113,['France'],[],[],?,402,1682 kj(402 kcal),32,19,"0,5",0,28,"0,3","0,12",,"['FR 39.558.001 CE', 'Vevy (Jura, France)']",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",32 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.3 g,en quantité modérée,,+1%,+2%,-2%,-12%,+8%,-100%,+11%,-69%,-69%,11,-18%,D,-18%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
42,Ossau iraty aop,0299174020406,['France'],[],[],?,450,1883 kj(450 kcal),38,25,0,0,25,"2,2","0,88",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",38 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,+7%,+7%,+6%,+1%,-100%,-100%,+6%,+24%,+24%,19,+8%,E,+8%,E,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,
43,Ossau iraty AOP,0299174023551,['France'],[],[],?,450,1883 kj(450 kcal),38,25,0,0,25,"2,2","0,88",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Fromages de brebis', 'Ossau-Iraty']",38 g,en quantité élevée,25 g,en quantité élevée,0 g,en faible quantité,2.2 g,en quantité élevée,,+7%,+7%,+6%,+1%,-100%,-100%,+6%,+24%,+24%,19,+8%,E,+8%,E,89.1%,5.2%,2.2%,2.3%,1.0%,0.3%,34,,,,,,,,,,,
44,Cantal entre deux,0299178025452,['France'],[],[],?,376,1573 kj(376 kcal),30,22,"1,5","0,5",25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Beaufort,0299187055822,['France'],[],[],?,404,1690 kj(404 kcal),32,22,2,0,27,1,"0,4",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Beaufort']",32 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,,+0%,+1%,-0%,+7%,+118%,-100%,+2%,-12%,-12%,14,+1%,D,+1%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
46,Comté - Lis d'Or,0299188042517,['France'],"['Silsctionni par DISFRBIS COMTE au lait cru Fromaoj au Lait cru: Oriaina Franca Ingridiunts:LBIT de vache', 'sel', ""fermant' prisurt"", ' Valeurs inargétiques et nutritionnella', ' Enar', 'it: 1784kJi']",[],?,438,1833 kj(438 kcal),35,23,"1,2","0,5",27,"0,9","0,36","[""Lis d'Or""]","['FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté', 'en:aoc-cheeses', 'en:labeled-cheeses']",35 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.9 g,en quantité modérée,,+10%,+11%,+7%,+6%,+160%,+80%,+7%,-8%,-8%,13,-3%,D,-3%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,['Lait'],,,,,,,
47,Cantal jeune bio,0299194024408,['France'],[],[],?,364,1523 kj(364 kcal),29,20,"1,7",0,24,"1,7","0,68",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",29 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-1%,-2%,-3%,+13%,-100%,0%,-9%,-9%,16,-4%,D,-4%,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,['Bio'],,,,,,,,,
48,Cantal jeune - Ets Schoepfer,0299194026044,['France'],[],[],?,364,1523 kj(364 kcal),29,20,"1,7",0,24,"1,7","0,68",['Ets Schoepfer'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",29 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-1%,-2%,-3%,+13%,-100%,0%,-9%,-9%,16,-4%,D,-4%,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,
49,Cantal Jeune Bio,0299194027164,['France'],[],[],?,364,1523 kj(364 kcal),29,20,"1,7",0,24,"1,7","0,68",,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",29 g,en quantité élevée,20 g,en quantité élevée,0 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-1%,-2%,-3%,+13%,-100%,0%,-9%,-9%,16,-4%,D,-4%,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,,
50,Cantal jeune - Ets schoepfer - Variable,0299194028147,['France'],[],[],?,?,,?,,?,,?,,,['Ets schoepfer'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",,,,,,,,,,,,,,,,,,,,,,,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,Variable,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,
51,Cantal Jeune Aop Bio Lait Pasrzurusé - Ets Schoepfer,0299194028734,['France'],[],[],?,364,1523 kj(364 kcal),?,20,?,"1,7",24,"1,7","0,68",['Ets Schoepfer'],,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Cantal', 'Cantal jeune']",,,20 g,en quantité élevée,1.7 g,en faible quantité,1.7 g,en quantité élevée,,-1%,-1%,,-3%,,+418%,0%,-9%,-9%,,,,,C,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,,,
