,name,bar_code,eco_score,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,quantity,packaging,additives,nova_score,ingredients_origins,markets,generic_name,manufacturing,allergens,link,palm_ingredients,origin_detail
98,Serviette de toilette,4050069094638,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Smart protein,8718774000295,,,,['France'],[],[],,,,,,,,,?,,320,,1339 kj(320 kcal),,"1,2",,"0,8",,"7,2",,"4,1",,"64,9",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
100,Charal Bio  biftecks tendres et savoureux,0242742038839,,,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,0,,0,,23,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,
101,Windows,34916168834,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Latte - Lindt & Sprüngli,8003340049427,,,,['France'],[],[],,,,,,,,,?,,623,,2607 kj(623 kcal),,47,,35,,44,,43,,"4,9",,"0,23",,"0,092",,,,,,,,,,,,,"['Lindt & Sprüngli', 'Lindt']",,,,,,,,,,,,,
103,Lime,8001160006682,,,,['France'],[],[],,,,,,,,,?,,4.7,,20 kj(4 kcal),,0,,0,,"0,1",,0,,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Far breton,3760296000166,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Collagen,0039442047816,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Flan bande 4/6 personnes,0230796015098,,,,['France'],[],[],,,,,,,,,?,,205,,858 kj(205 kcal),,8,,"4,9",,30,,19,,"3,3",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
107,Bonneval,3760290130012,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Craquant au caramel salé,3663350132066,,,,['France'],[],[],,,,,,,,,?,,460,,1925 kj(460 kcal),,16,,"1,3",,68,,61,,10,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
109,Chocolate Hazelnut Oreo,0044000068547,,,,['France'],[],[],,,,,,,,,?,,482.75862068966,,2020 kj(482 kcal),,"20,69",,"6,897",,"72,414",,"44,828",,"3,448",,"0,776",,"0,31",,,,,,,,,,,,,,,,,,,,,,,,,,
110,Mix-in,8719327019429,,,,['France'],[],[],,,,,,,,,?,,171,,715 kj(171 kcal),,9,,"5,5",,21,,"4,4",,"21,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
111,Schokoladen,29029624,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Lomo tranche,2382254015817,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Muesli aux fruits,2229784116716,,,,['France'],[],[],,,,,,,,,?,,359,,1502 kj(359 kcal),,"6,1",,"2,4",,60,,10,,11,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
114,3770020051128,3770020051128,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Ô Maté Detox,3770020051098,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,"0,1",,"0,1",,"0,1",,"0,1",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Cookies tout chocolat sans gluten,3760154262514,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
117,Miel de romarin,3283081600018,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Crêpes sucrés,3700462030009,,,,['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,16,,"9,4",,59,,31,,"6,6",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
119,Air up Pêche,4260633610106,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Champagne Mathieu-Princet - 750ml,3516940323002,B,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins effervescents', 'Champagnes', 'Champagnes bruts']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['Mathieu-Princet'],['en:aoc'],750ml,['Verre'],,,['France'],,,,,,,
121,Vegan Bowl chocolat-orange,4251347603010,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"4,7",,"3,1",,12,,"1,7",,25,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
122,Croissant pur beurre,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Comté,0298955017840,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],34 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,?,,410,-2%,1715 kj(410 kcal),-2%,34,-2%,22,-3%,0,-100%,0,-100%,26,-3%,"0,8",-5%,"0,32",-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
124,Delice de poulet,2007312006230,,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"5,3",,"1,7",,"8,9",,"0,3",,"11,1",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Gelea Reial Fresca,8412614790024,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Purée de noisette - Pepite,3761159017147,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Pepite'],,,,,,,,,,,,,
127,Café,0656272713416,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Brioche nanterre,3522870034741,,,,['France'],[],[],,,,,,,,,?,,376,,1573 kj(376 kcal),,"14,5",,"9,1",,"52,1",,"11,8",,"9,2",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
129,Dulce de leche,7751271022811,,,,['France'],[],[],,,,,,,,,?,,125,,523 kj(125 kcal),,8,,"0,3",,"55,5",,45,,"6,8",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Beaufort AOP,0219751028731,,,,['France'],[],[],,,,,,,,,?,,393,,1644 kj(393 kcal),,30,,20,,0,,0,,27,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,
131,6 Fleurs De the Noir Abloom,4260123155001,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,0,,0,,"0,2",,0,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Polline,8017139105256,,,,['France'],[],[],,,,,,,,,?,,341,,1427 kj(341 kcal),,"2,1",,"1,4",,"55,6",,"36,2",,"21,4",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Curcuma bio,3700946301359,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Strawberry & Apple Jam,5098732000561,,,,['France'],[],[],,,,,,,,,?,,254,,1063 kj(254 kcal),,"0,4",,"0,2",,"61,9",,"61,9",,"0,4",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
135,Pesto M. Basil. m / Hvidløg Anfosso 180 G.,8008378004349,,,,['France'],[],[],,,,,,,,,?,,732,,3063 kj(732 kcal),,78,,10,,"1,2",,"1,2",,"3,9",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
136,Böklunder Pfeffer-Braten,4047247060615,,,,['France'],[],[],,,,,,,,,?,,653,,2732 kj(653 kcal),,7,,"2,7",,1,,1,,22,,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
137,Salatsauce,0600411280567,,,,['France'],[],[],,,,,,,,,?,,267,,1117 kj(267 kcal),,"26,91",,"2,53",,"6,09",,"2,21",,"1,05",,"1,99",,"0,796",,,,,,,,,,,,,,,,,,,,,,,,,,
138,Pechuga de pollo entera,00329206100521002737,,,,['France'],[],[],,,,,,,,,?,,111,,464 kj(111 kcal),,"2,1",,0,,0,,0,,23,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,
139,Briochette raisin,2030503735060,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Surimi Sticks,3261083102419,,,['MSC-C-51046'],['France'],[],[],,,,,,,,,?,,114,,477 kj(114 kcal),,"3,3",,"0,3",,15,,"2,3",,"6,1",,"1,98",,"0,792",,,,,,,,,,,,,,,,,,,,,,,,,,
141,Miel de Fleurs Sauvages de Montagne,3210000000000,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,0 g,en faible quantité,0 g,en faible quantité,,,?,,?,,,,?,,0,-100%,?,,0,-100%,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
142,Latte fresco alta qualità,8001101001837,,,,['France'],[],[],,,,,,,,,?,,67,,280 kj(67 kcal),,"3,7",,"2,5",,"4,9",,"4,9",,"3,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
143,épaule curada bodega avec patte - tampo tierra - 4kg,08228499,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,['tampo tierra'],,4kg,['sous vide'],,,,,,,,,,
144,Pizza La Végétarienne,0206562038707,,,,['France'],[],[],,,,,,,,,?,,101,,423 kj(101 kcal),,"6,7",,"3,7",,"2,8",,"1,2",,"6,3",,"0,86",,"0,344",,,,,,,,,,,,,,,,,,,,,,,,,,
145,Filet de poulet,2007312007947,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['EMB 29247', 'Saint-Évarzec (Finistère, France)']",['France'],[],[],1.6 g,en faible quantité,0.6 g,en faible quantité,1.3 g,en faible quantité,1.7 g,en quantité élevée,?,,112,-15%,469 kj(112 kcal),-14%,"1,6",-44%,"0,6",-20%,"1,3",+171%,"1,3",+435%,23,+1%,"1,7",+127%,"0,68",+127%,3,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,"['Nutriscore', 'Nutriscore C']",,,,,,,,,,,,
146,Fromage frais ail et fines herbes,8356012450091,,,"['FR 77.452.001 CE', 'Sigy (Seine-et-Marne, France)']",['France'],[],[],,,,,,,,,?,,200,,837 kj(200 kcal),,12,,1,,1,,0,,12,,"0,74",,"0,296",,,,,,,,,,,,,,,,,,,,,,,,,,
147,Saucisses de toulouse,3336460002047,,,,['France'],[],[],,,,,,,,,?,,247,,1033 kj(247 kcal),,21,,11,,"0,5",,"0,5",,14,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
148,0121211788768,0121211788768,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Nestle - 42g,7613038679488,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['France'],"['Gaufrette fourrée nappage caramélisé', ' céréales croustillantes', 'enrobage chocolat au lait']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Nestle'],,42g,['Polska'],,3,['en:Polska'],,,['Polska'],,,,
150,Abondance,2489518024148,,,,['France'],[],[],,,,,,,,,?,,401,,1678 kj(401 kcal),,33,,23,,1,,0,,25,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
151,Snack aux fruits sec et chocolat,8052462270202,,,,['France'],[],[],,,,,,,,,?,,532,,2226 kj(532 kcal),,37,,"8,4",,36,,26,,"0,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
152,Lackmann's Russian,4250370500570,,,,['France'],[],[],,,,,,,,,?,,227,,950 kj(227 kcal),,25,,11,,"0,7",,"0,5",,12,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
153,Quinoa avec épinards et fêta,81693306,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,"4,9",,"1,4",,"16,19",,"2,11",,"4,92",,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,
154,Mini crêpes moelleuse,83260247,,,,['France'],[],[],,,,,,,,,?,,264,,1105 kj(264 kcal),,"10,3",,"1,3",,"33,4",,"20,1",,"9,3",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,,
155,Risotto con Asparagi,8056446690321,,,,['France'],[],[],,,,,,,,,?,,333,,1393 kj(333 kcal),,"1,3",,"0,3",,"73,6",,"0,4",,"6,6",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,
156,Huile d’olive olivière,3700888912514,,,,['France'],[],[],,,,,,,,,?,,900,,3766 kj(900 kcal),,100,,15,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Ananas,2600133012277,,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,0,,0,,0,,0,,5,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,
158,Yaourt chevre vanille,3760284321365,,,"['FR 35.210.002 CE', 'Pacé (Ille-et-Vilaine, France)']",['France'],[],[],,,,,,,,,?,,81,,339 kj(81 kcal),,3,,"1,9",,"9,2",,"9,2",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Tomates Sechées,8015460310165,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Schupfnudeln Kartoffel Nudeln,4006986019100,,,,['France'],[],[],,,,,,,,,?,,144,,602 kj(144 kcal),,"0,8",,"0,1",,30,,"0,1",,"3,9",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
161,Oeuf chocolat,7616500663930,,,,['France'],[],[],,,,,,,,,?,,577,,2414 kj(577 kcal),,39,,22,,48,,46,,"6,4",,"0,12",,"0,048",,,,,,,,,,,,,,,,,,,,,,,,,,
162,Chocolate seashells,5411333997397,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Beef jerky peppered,4779027971162,,,,['France'],[],[],,,,,,,,,?,,96,,402 kj(96 kcal),,"2,6",,"0,52",,"1,59",,"1,33",,21,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,
164,Pleurotes au naturel,3431280001901,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Vegetable bibimpap,8801052059242,,,,['France'],[],[],,,,,,,,,?,,115,,481 kj(115 kcal),,"2,6",,"0,6",,20,,"1,8",,"2,8",,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
166,Filets de poulet - Loué,0217230071704,C,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']","['FR 72.264.002 CE', 'Sablé-sur-Sarthe (Sarthe, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Loué'],"['Viande Française', 'Volaille Française', 'IGP', 'Label Rouge']",,"['Frais', 'Sous vide']",,,['France'],,,['France'],,,,
167,Beyond Bone Broth - Beef,0790011210542,,,,['France'],[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,1,,1,,3,,1,,11,,"0,525",,"0,21",,,,,,,,,,,,,,,,,,,,,,,,,,
168,PADTHAI aux crevettes,5288126883904,,,,['France'],[],[],,,,,,,,,?,,192,,803 kj(192 kcal),,"8,9",,"1,1",,19,,"2,8",,"7,1",,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,
169,Trianon Carrefour,0202253022635,,,"['EMB 25563A', 'Thurey-le-Mont (Doubs, France)']",['France'],[],[],,,,,,,,,?,,407,,1703 kj(407 kcal),,26,,12,,36,,31,,"5,6",,"0,11",,"0,044",,,,,,,,,,,,,,,,,,,,,,,,,,
170,6 tomates farcies,2689752042445,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"11,1",,"4,2",,"4,3",,"2,7",,"5,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
171,Comté AOP Doux,2481131031169,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.81 g,en quantité modérée,?,,428,+2%,1791 kj(428 kcal),+2%,35,+1%,23,+1%,"1,2",+160%,0,-100%,27,+0%,"0,81",-3%,"0,324",-3%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
172,Palette à la diable rôtie d'alsace,0298218041520,,,"['FR 67.144.001 CE', 'Fouday (Bas-Rhin, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Saucisse de Frankfort,2274732019359,,,,['France'],[],[],,,,,,,,,?,,241,,1008 kj(241 kcal),,"19,7",,"7,4",,"2,1",,"1,5",,14,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
174,Bang Energy,8720211190087,,,,['France'],[],[],,,,,,,,,?,,3,,13 kj(3 kcal),,0,,0,,0,,0,,"0,5",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
175,CHISTORRA,2474757028149,,,,['France'],[],[],,,,,,,,,?,,407,,1703 kj(407 kcal),,37,,13,,"2,7",,"2,1",,15,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
176,Mousse de canard,29037148,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']","['FR 87.085.003 CE', 'Limoges (Haute-Vienne, France)']",['France'],[],[],30 g,en quantité élevée,11 g,en quantité élevée,4.8 g,en faible quantité,1.3 g,en quantité modérée,?,,328,-18%,1372 kj(328 kcal),-18%,30,-22%,11,-22%,"4,8",+51%,"4,8",+149%,"9,6",+4%,"1,3",-12%,"0,52",-12%,20,-2%,E,-2%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,,,['Film en plastique'],,,,,,,,,,
177,Osso buco de veau,2424271047959,,,,['France'],[],[],,,,,,,,,?,,127,,531 kj(127 kcal),,"2,8",,"0,9",,9,,"3,6",,16,,1,,"0,4",,,,,,,,,,,,,,,,['Etui en carton'],,,,,,,,,,
178,Noix de pécan,4104420223288,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de pécan']",,['France'],[],[],71 g,en quantité élevée,6.8 g,en quantité élevée,3.6 g,en faible quantité,,,?,,720,+0%,3012 kj(720 kcal),+1%,71,+1%,"6,8",+4%,"4,6",-35%,"3,6",-4%,12,+19%,,,,,,,,,93.0%,1.3%,2.5%,1.5%,1.7%,0.0%,37,,,,,,,,,,,,,,
179,Roquefort aop,2481093021253,,,,['France'],[],[],,,,,,,,,?,,364,,1523 kj(364 kcal),,32,,23,,0,,0,,19,,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,,,
180,Fusillo,,,,,['France'],[],[],,,,,,,,,?,,353,,1477 kj(353 kcal),,"1,5",,"0,3",,70,,"3,1",,14,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Croq fromage,3230890050145,,,,['France'],[],[],,,,,,,,,?,,255,,1067 kj(255 kcal),,14,,3,,15,,"2,2",,16,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,
182,Verte des alpes,3760106191756,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Palmier X4,0209330020997,,,,['France'],[],[],,,,,,,,,?,,424,,1774 kj(424 kcal),,27,,15,,40,,14,,"4,1",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
184,Poivre long,3144550010847,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Chinois aux raisins,2030000024414,,,,['France'],[],[],,,,,,,,,?,,309,,1293 kj(309 kcal),,"11,1",,"6,7",,44,,"18,6",,"7,2",,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
186,sauce pili-pili,3760199929908,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Eau de source Beaupré,3760000950923,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Terrine de jambon au sel de gérande,3770011551033,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Tendrefines,2276703026441,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Boulettes au veau,3384480001762,,,"['EMB 35068B', 'Châteaubourg (Ille-et-Vilaine, France)', 'FR 35.068.002 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",['France'],[],[],,,,,,,,,?,,202,,845 kj(202 kcal),,14,,0,,"3,3",,0,,15,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,,
191,Kefir Grec,3770015864221,,,,['France'],[],[],,,,,,,,,?,,64,,268 kj(64 kcal),,4,,"2,7",,"3,7",,"3,7",,"3,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Moutarde,3302950002132,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,"13,3",,1,,"6,8",,2,,"8,3",,"5,1",,"2,04",,,,,,,,,,,,,,,,,,,,,,,,,,
193,Mini cubes de sucres,5425030750810,,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,0,,0,,100,,100,,0,,0,,0,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",,,,,,,,,,,,
194,Turron de nata nuez,8437019744144,,,,['France'],[],[],,,,,,,,,?,,518,,2167 kj(518 kcal),,27,,"7,4",,56,,"50,8",,"9,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Parce que la gourmandise n’a pas de frontieres,3474341101066,,,,['France'],[],[],,,,,,,,,?,,528,,2209 kj(528 kcal),,31,,18,,56,,53,,"6,2",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,
196,Yaourt Noisette,3770004410170,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Confirure de pêche,3608580034438,,,,['France'],[],[],,,,,,,,,?,,164,,686 kj(164 kcal),,"0,2",,0,,39,,39,,"0,7",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Tarama aux oeufs de cabillaud,3664866007770,,,,['France'],[],[],,,,,,,,,?,,469,,1962 kj(469 kcal),,46,,"3,6",,"5,7",,"0,6",,"8,3",,"2,6",,"1,04",,,,,,,,,,,,,,,,,,,,,,,,,,
199,Relax paste,4002064421698,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,11901877,11901877,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Smoothie,7862118146901,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
202,Pura spremuta di melagrana,8009980894779,,,,['France'],[],[],,,,,,,,,?,,63,,264 kj(63 kcal),,0,,0,,15,,14,,"0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,Croc tout choc,3572420001044,,,,['France'],[],[],,,,,,,,,?,,1137,,4757 kj(1137 kcal),,"4,8",,"1,5",,20,,"9,6",,"2,3",,"0,15",,"0,06",,,,,,,,,,,,,,,,,,,,,,,,,,
204,2 pavés marinés 2 poivres,0210734020148,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,Vivi bene mascarpone senza lattosio - Selex,8003100912565,,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,36,,25,,3,,3,,"5,8",,,,,,,,,,,,,,,,,['Selex'],,,,,,,,,,,,,
206,Poutrine fumée,0209993025780,,,,['France'],[],[],,,,,,,,,?,,286,,1197 kj(286 kcal),,"24,2",,"9,7",,"1,2",,"0,5",,"15,9",,"1,86",,"0,744",,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
