,name,bar_code,eco_score,categories,traceability_code,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,quantity,packaging,additives,nova_score,ingredients_origins,markets,generic_name,manufacturing,allergens,link,palm_ingredients,origin_detail
0,Chipolatas oignons,2660291018177,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']","['FR 14.167.318 CE', 'Colombelles (Calvados, France)']",['France'],[],[],23.5 g,en quantité élevée,8.2 g,en quantité élevée,1 g,en faible quantité,1.6 g,en quantité élevée,?,,272,+14%,1138 kj(272 kcal),+14%,"23,5",+24%,"8,2",+14%,1,-15%,1,+58%,"13,9",-10%,"1,6",-11%,"0,64",-11%,18,+8%,D,+8%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,,,
1,Konbu royal bio,3444730420207,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Cuisse de dinde,2209220003145,,,,['France'],[],[],,,,,,,,,?,,164,,686 kj(164 kcal),,"9,4",,"2,7",,"0,5",,"0,5",,20,,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,,,
3,"Chocolat au lait avec brownie, fudge, guimauve et biscuit - Hema",8718537848003,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",,['France'],[],[],29.6 g,en quantité élevée,17.9 g,en quantité élevée,53.7 g,en quantité élevée,0.2 g,en faible quantité,?,,527,-5%,2205 kj(527 kcal),-5%,"29,6",-14%,"17,9",-9%,"58,2",+12%,"53,7",+10%,"6,1",-15%,"0,2",-14%,"0,08",-14%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,['Hema'],,,,,,,,,,,,,
4,Tomates farcies,2689752042056,,,"['FR 35.152.002 CE', 'Liffré (Ille-et-Vilaine, France)']",['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"11,1",,"4,2",,"4,3",,"2,7",,"5,6",,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,,,,,,
5,Pasta snack pot mushrooms ciuperci - Knorr,8584057005390,,,,['France'],[],[],,,,,,,,,?,,96,,402 kj(96 kcal),,"2,5",,"1,5",,15,,"0,8",,"2,8",,"0,75",,"0,3",,,,,,,,,,,,,['Knorr'],,,,,,,,,,,,,
6,Qb fruit pesca morbido snack di frutta a cubetti,8057737400018,,,,['France'],[],[],,,,,,,,,?,,354,,1481 kj(354 kcal),,"1,2",,"0,7",,80,,63,,"1,8",,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,,,
7,Noix de pécan vrac,0290358030242,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Booster+,080006243862001,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9,HAPPY Nuts,3595930890250,,,,['France'],[],[],,,,,,,,,?,,610,,2552 kj(610 kcal),,48,,"9,1",,25,,"8,8",,18,,"0,9",,"0,36",,,,,,,,,,,,,,,,,,,,,,,,,,
10,Steamed Bun aux legumes,8801068380965,,,,['France'],[],[],,,,,,,,,?,,180,,753 kj(180 kcal),,4,,"1,5",,30,,6,,6,,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,
11,Morceau de calamars à l'huile végétale,8429874250168,,,,['France'],[],[],,,,,,,,,?,,176,,736 kj(176 kcal),,10,,"1,6",,"1,5",,0,,20,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
12,Le Tradi Choco,2005875000009,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,Popcorn caramel beurre salé,3502793006995,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Limbo,5412121915845,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Barre aux cacahuètes,,,,,['France'],[],[],,,,,,,,,?,,509,,2130 kj(509 kcal),,30,,"5,1",,42,,28,,15,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0249835036345,0249835036345,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
17,Ketchup,5060323906279,,,,['France'],[],[],,,,,,,,,?,,82,,343 kj(82 kcal),,"0,5",,"0,1",,"16,6",,"13,1",,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Vegetal - null - 4 × 100g,3560071400194,C,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts végétaliens', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la fraise']",,['France'],"['Lait de coco allégé 39% ', 'eau', 'extrait de noix de coco 6,4%', 'eau', 'fraise 13%', 'sucre 7,8%', 'amidon modifié de tapioca', 'amidon de maïs', 'jus de citron concentré', 'arôme naturel', 'jus concentré de carotte pourpre', 'sel', 'épaississant: pectines', 'protéines de pois', 'ferments', ' Peut contenir des traces de soja et de fruits à coque']","['Végétalien', 'Végétarien']",2.1 g,en faible quantité,1.7 g,en quantité modérée,8.1 g,en quantité modérée,0.14 g,en faible quantité,?,,79,-19%,331 kj(79 kcal),-19%,"2,1",-30%,"1,7",-11%,15,+14%,"8,1",-35%,"0,5",-86%,"0,14",+31%,"0,056",+31%,2,-26%,B,-26%,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,['Null'],"['Végétarien', 'Végétalien', 'Union Végétarienne Européenne', 'Nutriscore', 'Nutriscore B']",4 × 100 g,['Plastique'],"['E14XX - Amidons modifiés', 'E440 - Pectines']",4,,,,,,,,
19,Pave de saumon,0208373025327,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Pain Cretois à l’huile d’olive,5203123000956,,,,['France'],[],[],,,,,,,,,?,,480,,2008 kj(480 kcal),,20,,"2,8",,9,,9,,9,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
21,croissants et pain au chocolat,0260543025582,,,,['France'],[],[],,,,,,,,,?,,435,,1820 kj(435 kcal),,"25,5",,"17,9",,"42,1",,"12,1",,"7,9",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,,,
22,Huile d’olive vierge Kalamata,5206866000368,,,,['France'],[],[],,,,,,,,,?,,824,,3448 kj(824 kcal),,"91,6",,"12,8",,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Maxi sandwich crudités,3256227755477,,,,['France'],[],[],,,,,,,,,?,,216,,904 kj(216 kcal),,10,,"1,6",,21,,"3,2",,"7,9",,"0,89",,"0,356",,,,,,,,,,,,,,,,"['Barquette', 'Opercule en plastique']",,,,,,,,,,
24,Coulommiers,0239965034441,,,,['France'],[],[],,,,,,,,,?,,284,,1188 kj(284 kcal),,22,,15,,"0,5",,"0,5",,21,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,,,,
25,Saint Nesctaire fermier,2737331016278,,,,['France'],[],[],,,,,,,,,?,,349,,1460 kj(349 kcal),,29,,"20,6",,0,,0,,22,,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
26,Bontà d'italia pizza margherita,8008698024379,B,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas margherita']",,['France'],[],[],8.8 g,en quantité modérée,4.4 g,en quantité modérée,1.9 g,en faible quantité,1.1 g,en quantité modérée,?,,236,+4%,987 kj(236 kcal),+4%,"8,8",+18%,"4,4",+25%,31,+7%,"1,9",-29%,"6,7",-29%,"1,1",-13%,"0,44",-13%,6,-16%,C,-16%,52.9%,15.6%,6.3%,7.9%,3.6%,13.7%,84,,,,,,,,,,,,,,
27,Maxi sandwich Légumes,3256227755484,,,,['France'],[],[],,,,,,,,,?,,191,,799 kj(191 kcal),,7,,"1,6",,22,,"3,3",,"7,5",,"0,94",,"0,376",,,,,,,,,,,,,,,,,,,,,,,,,,
28,Tapenade,2601006014176,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Pop corn,3760185400572,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,La dijonneige,3770009881104,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Mélange peps,2600697049207,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Avocado ranch,0030223041702,,,,['France'],[],[],,,,,,,,,?,,140,,586 kj(140 kcal),,11,,2,,8,,3,,3,,"2,2",,"0,88",,,,,,,,,,,,,,,,,,,,,,,,,,
33,Glaci’ale,3770010418047,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Gouda fermier a la truffe,2488957029196,,,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,30,,20,,0,,0,,23,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,,
35,Rillette de truite au safran,3760186360745,,,,['France'],[],[],,,,,,,,,?,,203,,849 kj(203 kcal),,14,,"8,1",,"4,9",,"1,6",,14,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,
36,Cuisses de poulet,0243240086261,,,"['FR 45.030.003 CE', 'Beaune-la-Rolande (Loiret, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Gaufre,5450028235024,,,,['France'],[],[],,,,,,,,,?,,495,,2071 kj(495 kcal),,30,,"8,7",,45,,45,,25,,"7,2",,"2,88",,,,,,,,,,,,,,,,,,,,,,,,,,
38,Pain complet,0218537006567,,,,['France'],[],[],,,,,,,,,?,,256,,1071 kj(256 kcal),,"3,7",,"0,7",,41,,"2,9",,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
39,Filet de Canard a la Fleur de sel,4056489361015,,,,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,12,,"4,1",,"0,8",,"0,6",,17,,"0,87",,"0,348",,,,,,,,,,,,,,,,,,,,,,,,,,
40,Escalope extra fine,0212700011358,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,['Film en plastique'],,,,,,,,,,
41,Foie de veau,2666271018045,,,,['France'],[],[],,,,,,,,,?,,117,,490 kj(117 kcal),,"3,4",,"1,3",,"5,6",,"0,5",,16,,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,,,,
42,Moelleux au chocolat,1456360050954,D,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Moelleux au chocolat']",,['France'],[],[],26 g,en quantité élevée,4.9 g,en quantité modérée,33 g,en quantité élevée,0.34 g,en quantité modérée,?,,427,0%,1787 kj(427 kcal),+1%,26,+6%,"4,9",-50%,41,-5%,33,+5%,"5,8",-5%,"0,34",-6%,"0,136",-6%,17,-12%,D,-12%,83.9%,9.8%,1.9%,2.9%,1.1%,0.3%,36,,,,,,,,,,,,,,
43,Tomate culture PBI,3760308503050,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Jambon sec sup aveyron,2693024038449,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,['France'],[],[],6 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,5.7 g,en quantité élevée,?,,159,-32%,665 kj(159 kcal),-32%,6,-53%,"2,2",-55%,"0,5",-15%,"0,5",+33%,26,-10%,"5,7",+14%,"2,28",+14%,13,-22%,D,-22%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
45,Chocolat Noir Pâtissier - Nestlé Dessert,0411111640410,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Nestlé Dessert'],,,,,,,,,,,,,
46,Lök premium chocolate,7709089888969,,,,['France'],[],[],,,,,,,,,?,,105.8824,,443 kj(105 kcal),,"8,235",,"5,294",,"4,706",,0,,"2,353",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Lapinou chocolat au lait,3367270098029,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Saucisson Mamie chazel,2869701039881,,,"['FR 07.259.002 CE', ""Saint-Just-d'Ardèche (Ardèche, France)""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,6,,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,
49,Acqua di cocco + ananas,8052440660070,,,,['France'],[],[],,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,7",,3,,"0,1",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Pizza chorizo crue,0209961036084,,,,['France'],[],[],,,,,,,,,?,,217,,908 kj(217 kcal),,10,,0,,21,,2,,11,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
51,Fromage frais à la noix de coco Malo -,3278692500598,,,,['France'],[],[],,,,,,,,,?,,138,,577 kj(138 kcal),,"7,7",,"5,5",,12,,12,,"5,1",,"0,08",,"0,032",,,,,,,,,,,,,,,,,,,,,,,,,,
52,Flan nature,3456580061332,,,"['EMB 14258C', 'Falaise (Calvados, France)']",['France'],[],[],,,,,,,,,?,,203,,849 kj(203 kcal),,7,,5,,30,,18,,3,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
53,Miel d Acacia,3562510102546,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,['France'],[],[],,,0 g,en faible quantité,0 g,en faible quantité,,,?,,?,,,,?,,0,-100%,?,,0,-100%,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,
54,Light & Free,3033491633577,,,,['France'],[],[],,,,,,,,,?,,56,,234 kj(56 kcal),,"0,1",,"0,1",,"3,4",,"3,4",,"10,3",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
55,Kasler cuit sans os,2531415003228,,,,['France'],[],[],,,,,,,,,?,,188,,787 kj(188 kcal),,"6,8",,"2,8",,"0,5",,"0,5",,"31,3",,"2,3",,"0,92",,,,,,,,,,,,,,,,,,,,,,,,,,
56,Premium kebab,5425038428100,,,,['France'],[],[],,,,,,,,,?,,294,,1230 kj(294 kcal),,22,,"7,52",,5,,2,,"18,9",,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,,,,,,
57,Comté,2404973026049,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,['France'],[],[],34 g,en quantité élevée,22 g,en quantité élevée,0.5 g,en faible quantité,0 g,en faible quantité,?,,410,-2%,1715 kj(410 kcal),-2%,34,-2%,22,-3%,"0,5",+8%,"0,5",+87%,26,-3%,0,-100%,0,-100%,10,-23%,C,-23%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,
58,Big hot beancurd sheets,6971258741288,,,,['France'],[],[],,,,,,,,,?,,357,,1494 kj(357 kcal),,"15,2",,0,,"39,7",,1,,"15,1",,"2,9",,"1,16",,,,,,,,,,,,,,,,,,,,,,,,,,
59,Beef jerki,5060079653908,,,,['France'],[],[],,,,,,,,,?,,288,,1205 kj(288 kcal),,"3,8",,"1,5",,"35,8",,"28,1",,"27,4",,"3,6",,"1,44",,,,,,,,,,,,,,,,,,,,,,,,,,
60,Mousline,7613287373946,,,,['France'],[],[],,,,,,,,,?,,348,,1456 kj(348 kcal),,"0,8",,"0,6",,74,,"3,5",,"7,4",,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,
61,Rose des sables,3700981801456,,,,['France'],[],[],,,,,,,,,?,,533,,2230 kj(533 kcal),,31,,18,,55,,31,,8,,"0,95",,"0,38",,,,,,,,,,,,,,,,,,,,,,,,,,
62,Mondeuse,3217690036319,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Emincé de poulet gout miel et agrumes,2296054077213,,,"['FR 61.181.001 CE', 'Gacé (Orne, France)']",['France'],[],[],,,,,,,,,?,,168.3,,704 kj(168 kcal),,"8,8",,"1,2",,"1,5",,"1,2",,"20,72",,"2,5",,1,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Kampot poivre noir du cambodge,3770016719278,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Paté de campagne,2408488020608,,,,['France'],[],[],,,,,,,,,?,,213,,891 kj(213 kcal),,"15,6",,"6,17",,"3,3",,"2,4",,"15,6",,"1,52",,"0,608",,,,,,,,,,,,,,,,,,,,,,,,,,
66,Sweet Chili Noodle,6952395705692,,,,['France'],[],[],,,,,,,,,?,,138.5,,579 kj(138 kcal),,10,,"1,35",,"11,2",,"0,77",,"1,5",,"0,625",,"0,25",,,,,,,,,,,,,,,,,,,,,,,,,,
67,Compote de pomme - Paquito - 4x 100g,3250392946005,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme']",,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,11.3 g,en quantité modérée,,,?,,53,-18%,222 kj(53 kcal),-19%,"0,5",+52%,"0,1",+15%,"11,9",-17%,"11,3",-13%,"0,5",+33%,,,,,,,,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,['Paquito'],"['Bio', 'Bio européen', 'Sans sucre ajouté', 'Nutriscore', 'Nutriscore A', 'AB Agriculture Biologique']",4 x 100 g,,,,,,,,,,,
68,Jus de pomme sanguine,7427129323521,,,,['France'],[],[],,,,,,,,,?,,51,,213 kj(51 kcal),,0,,0,,10,,10,,10,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,
69,Saucisses Espagnole,8412540450009,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Viennoise,3021990092933,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Avocats HASS - Nosibe - 3,17572897,,,,['France'],"['Distribué par Nosibe 2', 'Rue Odette Jasse 13015 Marseille AVOCAT HASS ORIG:MEXIQUE CAL:24 ', '151g/175g', ' FILET 3 FRUITS 20210330 CAT 1 3 276550 251200""']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Nosibe'],,3,['Filet'],,,['Mexique'],['Carrefour'],,,,,,
72,Pain campagne fruits secs,0210028010503,,,,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,"7,5",,"0,4",,39,,"3,8",,"7,3",,"1,5",,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,
73,Miel de houx,3263628031567,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Citrons,3661030179844,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
75,Dukkah,3683080367972,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Etal volailler,2209671007211,,,,['France'],[],[],,,,,,,,,?,,160,,669 kj(160 kcal),,"8,6",,"2,8",,"0,5",,"0,5",,21,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,
77,beignets,0208710039369,,,,['France'],[],[],,,,,,,,,?,,385,,1611 kj(385 kcal),,18,,2,,47,,19,,"6,5",,"0,71",,"0,284",,,,,,,,,,,,,,,,,,,,,,,,,,
78,L'oeuf gaulois,3336420200018,D,"[""Produits d'élevages"", 'Œufs']",,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,,,,,,,,,,,,
79,Grey Fine Atlantic Salt KG 1 Sale Fino Grigio Dell'atlantic,3445850070655,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Les Canailles,3760060461629,,,,['France'],[],[],,,,,,,,,?,,237,,992 kj(237 kcal),,"0,5",,"0,1",,57,,53,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Cidre fermier,99026611,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Cerneaux de noix extra 1/4 blancs,3700056713424,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix', 'Cerneaux de noix']",,['France'],[],[],65.2 g,en quantité élevée,6.1 g,en quantité élevée,2.1 g,en faible quantité,0 g,en faible quantité,?,,654,-5%,2736 kj(654 kcal),-5%,"65,2",+2%,"6,1",+3%,20,+105%,"2,1",-34%,"15,2",+1%,0,-100%,0,-100%,4,+55%,C,+55%,87.8%,0.0%,4.7%,2.4%,3.2%,2.0%,36,,,,['Cerneaux de noix'],,,,,,,,,,
83,Bonbon halal,3700952002028,,,,['France'],[],[],,,,,,,,,?,,371.3,,1554 kj(371 kcal),,"0,76",,"0,76",,"86,25",,"48,12",,"3,89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Gainer hit masse musculaire,0637913194719,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,0,,?,,0,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Emmental français,3560071235499,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,['France'],[],[],29 g,en quantité élevée,19 g,en quantité élevée,0 g,en faible quantité,0.5 g,en quantité modérée,?,,369,-2%,1544 kj(369 kcal),-2%,29,-1%,19,-4%,0,-100%,0,-100%,27,-2%,"0,5",-23%,"0,2",-23%,11,-4%,D,-4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,"['Nutriscore', 'Nutriscore D']",,,,,,,,,,,,
86,Gateau breton à la crème de pruneaux,3276320002087,,,,['France'],[],[],,,,,,,,,?,,443,,1854 kj(443 kcal),,21,,13,,58,,35,,"4,9",,"0,56",,"0,224",,,,,,,,,,,,,,,,,,,,,,,,,,
87,Candy’up BIO,3533630097272,,,,['France'],[],[],,,,,,,,,?,,55,,230 kj(55 kcal),,"0,6",,"0,4",,"9,4",,3,,3,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,
88,17553575,17553575,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Guimauves,3760118054971,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Pâte brisée pur beurre,3531151150018,,,,['France'],[],[],,,,,,,,,?,,356,,1490 kj(356 kcal),,"18,9",,"12,1",,"40,3",,"1,6",,"5,6",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,
91,Croissance Bio,3760269313101,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Apple sweet -  - 30g,4820162520231,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Pommes séchées']",,"['République tchèque', 'France', 'Slovaquie']",['Jablka'],[],1.4 g,en faible quantité,0.2 g,en faible quantité,38.4 g,en quantité élevée,0 g,en faible quantité,790,,186,-43%,790 kj(186 kcal),-42%,"1,4",+194%,"0,2",+71%,"42,3",-42%,"38,4",-40%,"1,1",-44%,0,-100%,0,-100%,2,-60%,B,-60%,34.2%,54.5%,4.5%,3.5%,3.2%,0.1%,54,,"['Sans gluten', 'Sans sucre ajouté', 'Sans colorants', 'Sans conservateurs']",30 g,"['Plastic', 'Paper']",,,,['Globus'],Zpracované sušené ovoce,,,,,
93,Boule de campagne,0241107008203,,,,['France'],[],[],,,,,,,,,?,,234,,979 kj(234 kcal),,"0,6",,0,,48,,"1,3",,"9,2",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Barbe à papa goût pomme - Patrelle,3215470519717,,,"['EMB 50236D', 'Haye-du-Puits (Manche, France)']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,['Patrelle'],,,,,,,,,,,,,
95,Bonbon,3663350111825,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Boeuf fumé et séché en tuyé du Haut-Doubs,2485853034118,,,,['France'],[],[],,,,,,,,,?,,201,,841 kj(201 kcal),,"5,47",,0,,"0,62",,"0,3",,"37,4",,4,,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,
97,Fourme d'Ambert affinage 40 jours,2230100001906,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
