,name,bar_code,quantity,packaging,brand,traceability_code,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,manufacturing,allergens,ingredients_origins,brand_owner,palm_ingredients,link,producer_info
1807,Haricot blancs - Lunor,3227290000344,,,['Lunor'],,,['France'],[],,[],,?,303,1268 kj(303 kcal),"1,9","0,3",39,"2,4",23,"0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,+109%,+84%,+125%,+154%,,,,,,,,1.9 g,en faible quantité,0.3 g,en faible quantité,2.4 g,en faible quantité,0.01 g,en faible quantité,+114%,+24%,+102%,-98%,-98%,-2,,A,,,,,,,,,
1808,Cookies -  - 320g,3770012380007,320 g,,,,,['France'],"['INTENSAINEMENT GOURMANDS Farines ', 'arachide* ', '31%', 'orge mondé*', 'sucre de fleur de coco*', ' pépites de chocolat** ', '17 %', ' ', 'masse de cacao*', 'sucre de fleur de coco*', 'beurre de cacao*', ' poudre de psyllium*', 'bicarbonate de sodium', "" ISsu de l'agriculture biologique *Chocolat bio issu du commerce équitable Fabriqué dans un atelier qui utilise du lupin e des fruits à Coque""]",['E500ii - Carbonate acide de sodium'],[],3,?,397,1661 kj(397 kcal),"10,1","4,9","52,3","30,9","19,7","0,2","0,08","['Bio', 'Bio européen', 'AB Agriculture Biologique']",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,-16%,-51%,-18%,+203%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,10.1 g,en quantité modérée,4.9 g,en quantité modérée,30.9 g,en quantité élevée,0.2 g,en faible quantité,-17%,-51%,+5%,-66%,-66%,14,-29%,D,-29%,,,['Arachides'],,,,,
1809,Etna Saintes Vierges Guimauve 24X225G - Etna chocolade - 225,5411446001103,225,,['Etna chocolade'],,,"['Belgique', 'France']",[],,[],,?,346,1448 kj(346 kcal),"0,5","0,1","82,64","78,5","3,96","0,025","0,01",,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Guimauve officinale']",,+4843%,+1031%,+11037%,+2125%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,0.5 g,en faible quantité,0.1 g,en faible quantité,78.5 g,en quantité élevée,0.025 g,en faible quantité,+5933%,+594%,+17422%,+340%,+340%,,,,,,,,,,,,
1810,Fond de poulet  ';Prince de Dombes'; - Mieral - 150ml,3760190010599,150ml,['sachet hermétique'],['Mieral'],"['FR 89.096.003 CE', 'Chemilly-sur-Yonne (Yonne, France)']",,['France'],"['Carcasses et viande de poulet', 'eau', 'carottes', 'oignons', 'Poireaux', 'VIN BLANC ', 'SULFITES', 'Inym', 'laurier', 'clous de girofle', 'poivre en grain']",,[],1,?,20,84 kj(20 kcal),"0,1","0,01","0,3","0,2","4,7","0,2","0,08","['Sans additifs', 'Sans colorants', 'Sans conservateurs']",,"['Epicerie', 'Produits déshydratés', 'Produits à la viande', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces à la viande', 'Sauces déshydratées', 'Es']",,-92%,-98%,-99%,-39%,,,,,,,,,,,,,,,,-92%,-99%,-98%,-98%,-98%,,,,,,,['Anhydride sulfureux et sulfites'],,,,,
1811,Biscottes à l'épeautre non sucrées - Naturata - 150g,4024297006503,150g,,['Naturata'],,,"['France', 'Allemagne']",[],,[],,?,427,1787 kj(427 kcal),"10,1","2,3","68,7","0,9",13,"1,4","0,56","['Bio', 'Bio-dynamie', 'Demeter']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Pains', 'Biscottes', 'Pains spéciaux', 'Tartines craquantes', ""Biscottes d'épeautre"", 'Biscottes sans sucres']",,+12%,+121%,-3%,+31%,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,10.1 g,en quantité modérée,2.3 g,en quantité modérée,0.9 g,en faible quantité,1.4 g,en quantité modérée,+12%,+123%,-84%,+58%,+58%,13,+326%,D,+326%,,,,,,,,
1812,Jus d'ananas -,3411060046896,,,,"['EMB 84007', 'Avignon (Vaucluse, France)']",,['France'],[],,[],,?,?,,?,,?,,?,,,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'ananas""]",,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,,,,,,,,,,,
1813,La laguna - Café Royal,7617014180234,,,['Café Royal'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes', 'Cafés en dosettes compatible Nespresso']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Beurre BIO - Beillevaire,3483130007724,,,['Beillevaire'],,,['France'],['Beurre pasteurisé'],,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,?,744,3113 kj(744 kcal),82,59,"0,8",0,"0,7",0,0,"['Bio', 'Bio européen', 'FR-BIO-10', 'en:Lait-francais-french-milk', 'Agriculture France']",C,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de crème douce']",,+2%,+1%,+13%,+1%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,82 g,en quantité élevée,59 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+2%,+7%,-100%,-100%,-100%,19,+1%,E,+1%,,,,['France'],,,,
1815,La Maison du chocolate - La Maison Du Chocolat,3700840126898,,,['La Maison Du Chocolat'],,,['France'],[],,[],,?,600,2510 kj(600 kcal),49,17,"32,5",24,10,"0,1","0,04",['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1816,Gatosport,2001000976836,,,,,,['France'],[],,['Sans huile de palme'],,?,403,1686 kj(403 kcal),"8,3","1,4",71,38,"9,5","1,1","0,44","['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Cookie,5996071687828,,,,,,['France'],[],,[],,?,2,8 kj(2 kcal),"3,25",0,"2,9",0,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Starmix - Haribo,8426617006716,,,['Haribo'],,,['France'],[],,[],,?,339,1418 kj(339 kcal),"0,5","0,1",78,53,"5,9","0,01","0,004",,,"['Snacks', 'Snacks sucrés', 'Confiseries']",,-19%,-97%,+17%,+40%,,,,,,,,0.5 g,en faible quantité,0.1 g,en faible quantité,53 g,en quantité élevée,0.01 g,en faible quantité,-19%,-98%,+7%,-93%,-93%,14,-23%,D,-23%,,,,,,,,
1819,Foie gras de canard entier du Gers - Larnaudie - 125g,3113010144958,125 g,,['Larnaudie'],,,['France'],"['Foie gras de canard', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,530,2218 kj(530 kcal),"54,4","22,2","1,6","1,6","8,4","1,45","0,58",['Sans nitrite de sodium'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,+0%,+0%,-34%,+11%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,54.4 g,en quantité élevée,22.2 g,en quantité élevée,1.6 g,en faible quantité,1.45 g,en quantité modérée,+0%,-4%,+19%,+21%,+21%,22,+6%,E,+6%,,,,,,,,
1820,Panettone,8001130409369,,,,,,['France'],[],,[],,?,379,1586 kj(379 kcal),19,"10,3","48,8","24,9","6,3","0,53","0,212",,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,+1%,+27%,-5%,-8%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,19 g,en quantité modérée,10.3 g,en quantité élevée,24.9 g,en quantité élevée,0.53 g,en quantité modérée,+2%,+15%,-4%,+20%,+20%,21,+13%,E,+13%,,,,,,,,
1821,Beignets framboise,2030000024087,,,,,,['France'],[],,[],,?,315,1318 kj(315 kcal),9,2,46,16,5,0,0,,,"['Snacks', 'Snacks sucrés', 'Beignets sucrés']",,-11%,-43%,+2%,-21%,,,,,,,,9 g,en quantité modérée,2 g,en quantité modérée,16 g,en quantité élevée,0 g,en faible quantité,-12%,-42%,-2%,-100%,-100%,4,-67%,C,-67%,,,,,,,,
1822,Brocoli - 500g,8435177020452,500 g,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,"['Bio', 'Bio européen', 'ES-ECO-024-MU']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,BCAA Ice Tea Flavour - MyProtein,5056185787293,,,['MyProtein'],,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Purée fine de Panais,3700428466408,,,,,,['France'],[],,[],,?,106,444 kj(106 kcal),"7,3","4,8","8,2","1,6","1,2","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Crevettes&sauce cocktail - Cora,3257986122371,,,['Cora'],,['Cora'],['France'],[],,[],,?,132,552 kj(132 kcal),"6,4","0,7","2,6","1,5","15,8","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Chocolat au lait 30% - Leonidas - 100g,5420006320608,100 g,,['Leonidas'],,,['France'],[],,[],,?,541,2264 kj(541 kcal),31,19,54,53,8,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,"Lidl Bio-Naturjoghurt 3,6% - 400g",20985653,400 g,,,,['Lidl'],"['Autriche', 'France']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,Petits pois très fins à l'etuvée - Sélection des comptoirs,3760239181419,,,['Sélection des comptoirs'],,,['France'],[],,[],,?,86,360 kj(86 kcal),"0,7","0,2","12,4","4,6","5,3","0,53","0,212",['Bio'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve']",,+26%,+6%,+46%,+28%,,,,,,,,0.7 g,en faible quantité,0.2 g,en faible quantité,4.6 g,en faible quantité,0.53 g,en quantité modérée,+28%,+49%,+189%,-18%,-18%,1,,B,,,,,,,,,
1829,Galette des rois à la frangipane - Auchan,2030500267922,,,['Auchan'],,['Auchan'],['France'],[],,[],,?,368,1540 kj(368 kcal),"22,7","13,8","34,9",10,"5,2",0,0,,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,-13%,-14%,-10%,-18%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,22.7 g,en quantité élevée,13.8 g,en quantité élevée,10 g,en quantité modérée,0 g,en faible quantité,-12%,-7%,-22%,-100%,-100%,16,-17%,D,-17%,,,,,,,,
1830,Schlagobers,20751883,,,,,,"['Autriche', 'France']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Toastschinken,20027810,,,,,,"['Autriche', 'France']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Ungarische Salami,20149680,,,,,,"['Autriche', 'France']",[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Pain de maïs,3478920000573,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Beurre d'Isigny AOP doux,20058296,,,,,,['France'],[],,[],,?,743,3109 kj(743 kcal),82,52,"0,5","0,5","0,7","0,04","0,016",,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",,+2%,+1%,-33%,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,82 g,en quantité élevée,52 g,en quantité élevée,0.5 g,en faible quantité,0.04 g,en faible quantité,+2%,-6%,-26%,-35%,-35%,18,-4%,D,-4%,,,,,,,,
1835,Foie gras de canard entier du sud-ouest mi-cuit - Maison Occitane,3443705054928,,,['Maison Occitane'],,,['France'],"['foie gras de canard', 'sel', 'poivre', 'sucre', 'conservateur : nitrite de sodium', 'antioxydant : acide ascorbique']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,550,2301 kj(550 kcal),57,24,"2,4","1,9","7,1","1,2","0,48",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers', 'Foies gras mi-cuits']",,+5%,+5%,+3%,+3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,57 g,en quantité élevée,24 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,+5%,+3%,+19%,+3%,+3%,21,+2%,E,+2%,,,,,,,,
1836,Velvet edition - Dark Chocolate - Orange & Almond - GREEN & BLACK'S - 90g,7622210762818,90g,['Carton'],"[""GREEN & BLACK'S""]",,,['France'],"['Nutrition Information Per 100 g Per %/Pen row ', '18 g', ' row ', '18 g', ' 2548 kJ 459 k']",,[],,?,615,2573 kj(615 kcal),48,28,33,27,"6,8","0,01","0,004",['Cocoa Life'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,+11%,+32%,-28%,-6%,,,,,,,,48 g,en quantité élevée,28 g,en quantité élevée,27 g,en quantité élevée,0.01 g,en faible quantité,+12%,+33%,-34%,-93%,-93%,22,-6%,E,-6%,,['UK'],,['Sicile Madagascar'],,,,
1837,Green Giant - 1,0190569123446,1,['Bag'],['Green Giant'],,,['France'],"['Brocoli', 'eau', 'huile de soya', 'amidon de ble modifié', 'cheddar', 'amidon de maïs', 'gluten de blé', 'amidon de blé', 'farine de riz', 'fécule de pomme de terre modifiée', 'matières grasses du lait', 'sel', 'farine de mais jaune', 'dextrine', 'méthylcellulose', 'alginate de sodium', 'phosphate de sodium', 'hexamétaphosphate de sodium', 'colorant artificiel', 'sucre', 'acide citrique', 'épices', ""poudre d'ail"", 'bicarbonate de soude', ""poudre d'oignon"", 'dextrose', 'gomme de xanthane', 'lactosérum', 'ceufs déshydratés', 'farine de soya', 'pyrophosphate acide de sodium', "" Contient de l'euf"", 'du lait', 'du soya', 'du blé']","['E1400 - Dextrines', 'E461 - Méthylcellulose', 'E401 - Alginate de sodium', 'E452i - Polyphosphate de sodium', 'E330 - Acide citrique', 'E500ii - Carbonate acide de sodium', 'E415 - Gomme xanthane', 'E450i - Pyrophosphate de sodium acide']",['Non végétalien'],4,?,153,640 kj(153 kcal),"7,06","2,35","16,5","1,18","4,71","1,31","0,526",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,
1838,Belgian chocolates - Guylian,5410976402015,,,['Guylian'],,,['France'],"['Sucre', 'noisettes', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'graisse végétale ', 'tournesol', 'karité', 'lait écrémé en poudre', 'caramel ', 'sirop de glucose', 'sucre', 'lait concentré sucré', 'graisse végétale ', 'tournesol', 'karité', 'sirop de glucose en poudre', 'eau', 'émulsifiant: lécithine de tournesol', 'sel', 'arômes naturels', 'purée de fruits ', 'jus concentrés de poire', 'pomme et date', 'sucre', ""régulateur d'acidité: acide citrique"", 'huile butyrique ', 'du lait', 'cacao maigre en poudre', 'émulsifiant: lécithine de tournesol', 'biscuit ', 'farine de blé', 'Sucre', 'huile de tournesol', 'sel eau', 'extrait de chicorée', 'café', 'arôme naturel de vanille', 'arômes naturels', ' Teneur en cacao: chocolat 48% minimum chocolat au lait 31% minimum', 'chocolat blanc 25% minimum', ' Matière sèche du lait:chocolat au lait 23% minimum', 'chocolat blanc 29% minimum', "" Peut contenir d'autres fruits à coque et du soja""]","['E322i - Lécithine', 'E330 - Acide citrique']",['Non végétalien'],4,?,563,2356 kj(563 kcal),38,16,47,45,"7,4","0,16","0,064",,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",,+6%,+19%,-10%,+26%,,,,,,,,38 g,en quantité élevée,16 g,en quantité élevée,45 g,en quantité élevée,0.16 g,en faible quantité,+7%,-8%,-5%,+5%,+5%,26,+7%,E,+7%,,,"['Gluten', 'Lait', 'Fruits à coque']",,,,,
1839,Bloc de foie gras de canard - Leader Price,3263858870912,,,['Leader Price'],,['Leader Price'],['France'],"['Fole gras de canard - eau - morceaux de figues séchées 8% ', 'figues: 6,4%', 'dextrose', ' - sel - Armagnac épices - sucre - antioxydant: ascarbate de sodium - conservateur: nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",[],4,?,504,2109 kj(504 kcal),51,22,6,4,"5,7",1,"0,4",,B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,+3%,+1%,+183%,-7%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,51 g,en quantité élevée,22 g,en quantité élevée,4 g,en faible quantité,1 g,en quantité modérée,+3%,+2%,+201%,-18%,-18%,20,-2%,E,-2%,,,,,,,,
1840,Cup a soup tomate - Knorr,8710908977954,,['Sachet'],['Knorr'],,,"['France', 'Allemagne']",[],,[],,?,39,163 kj(39 kcal),"0,6","0,3",7,"3,6",0,"0,83","0,332",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Mélange japonais,2600153017122,,,,,,['France'],[],,[],,?,399,1669 kj(399 kcal),7,"1,5",73,3,10,"0,85","0,34",,,['Mélanges de biscuits soufflés'],,-0%,-8%,+2%,-1%,,,,,,,,7 g,en quantité modérée,1.5 g,en quantité modérée,3 g,en faible quantité,0.85 g,en quantité modérée,-1%,-4%,-48%,-6%,-6%,3,-48%,C,-48%,,,,,,,,
1842,Galette des rois - Leader Price,3263859084813,,,['Leader Price'],,['Leader Price'],['France'],"['Farine de blé 41% ', ' origine : France', ' beurre concentré 24% - sucre - eau amandes en poudre 5% - oeufs frais lactose et protéines de lait - sel - rhum - poudres à lever: diphosphates', 'carbonates de sodium arômes - lait en poudre écrémé - agent de traitement de la farine : L-cystéine ', 'contient blé', ' Traces de soja', ""d'arachides et d'autres fruits à coque""]","['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E920 - L-Cystéine et ses chlorhydrates']",['Non végétalien'],4,?,448,1874 kj(448 kcal),25,15,48,15,"6,9","0,97","0,388",,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Galettes des rois']",,+6%,-5%,+24%,+9%,88.4%,6.6%,2.2%,1.6%,1.2%,0.0%,36,25 g,en quantité élevée,15 g,en quantité élevée,15 g,en quantité élevée,0.97 g,en quantité modérée,+6%,+1%,+16%,+39%,+39%,22,+15%,E,+15%,,,"['Gluten', 'Lait']",,,,,
1843,8690612502973,8690612502973,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Sauce algerienne - Lesieur,3265470006052,,,['Lesieur'],,,['France'],[],,[],,?,526,2201 kj(526 kcal),51,"3,9","13,9","10,4","1,2","2,2","0,88",,,"['Epicerie', 'Sauces', 'Sauces algériennes']",,+10%,+13%,-10%,-23%,,,,,,,,51 g,en quantité élevée,3.9 g,en quantité modérée,10.4 g,en quantité modérée,2.2 g,en quantité élevée,+11%,+9%,-8%,+20%,+20%,20,+9%,E,+9%,,,,,,,,
1845,Vinaigre a la pulpe de mangue,3760129020965,,,,,,['France'],[],,[],,?,115,481 kj(115 kcal),"0,16","0,03","25,36","25,11","0,37","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Fois gras de canard entier du Quercy - Nos Régions ont du Talent,3564709179506,,,"['Nos Régions ont du Talent', 'Leclerc', 'Larnaudie']",,,['France'],"['Foie gras de canard du Quercy', 'sel', 'poivre', 'bouillon de cuisson ', 'eau', 'carottes', 'poireaux', 'oignons', 'sel', 'extrait de volaille et graisse de volaille', 'épices']",,"['Non végétalien', 'Non végétarien']",3,?,521,2180 kj(521 kcal),52,22,"5,7","2,5","7,5","1,3","0,52",['IGP'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,-2%,-4%,+139%,-0%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,52 g,en quantité élevée,22 g,en quantité élevée,2.5 g,en faible quantité,1.3 g,en quantité modérée,-1%,-5%,+89%,+8%,+8%,21,+1%,E,+1%,,,,,,,,
1847,P'tit cendre Salé  fromage de chèvre,3760108520882,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Petit pois bio - Valfrutta - 400g,8001440131110,400g,,['Valfrutta'],,,['France'],[],,[],,?,80,335 kj(80 kcal),"0,4","0,1","10,9","0,7","5,3","0,6","0,24",['Bio'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois', 'Petits pois en conserve']",,+5%,-42%,+8%,+10%,37.9%,30.3%,14.5%,7.3%,4.0%,5.9%,85,0.4 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.6 g,en quantité modérée,+4%,-34%,-79%,+8%,+8%,-6,,A,,,,,,,,,
1849,Foie gras de canard entier - Larnaudie - 270g,3113010145252,270 g,,['Larnaudie'],,,['France'],"['foie gras de canard', 'sel', 'poivre']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,530,2218 kj(530 kcal),"54,4","22,2","1,6","1,6","8,4","1,45","0,58",['Sans nitrite de sodium'],B,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers']",,+0%,+0%,-34%,+11%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,54.4 g,en quantité élevée,22.2 g,en quantité élevée,1.6 g,en faible quantité,1.45 g,en quantité modérée,+0%,-4%,+19%,+21%,+21%,22,+6%,E,+6%,,,,,,,,
1850,Pain épeautre - Carrefour,2206120016336,,,['Carrefour'],,['Carrefour'],['France'],[],,[],,?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', ""Pain à l'épeautre""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Ananas en tranches au sirop,5400247058959,,,,,,['France'],[],,[],,?,84,351 kj(84 kcal),"0,5",0,20,20,"0,5","0,01","0,004",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,-13%,+252%,+2%,+21%,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,0.5 g,en faible quantité,0 g,en faible quantité,20 g,en quantité élevée,0.01 g,en faible quantité,-10%,-100%,+16%,-87%,-87%,0,,B,,,,,,,,,
1852,Foie gras de canard,3435030006017,,,,,,['France'],[],,[],,?,485,2029 kj(485 kcal),"50,1","22,9","1,6",0,"6,9","1,02","0,408","['Sans additifs', 'Sans colorants']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Vin chaud traditionnel,3662051009011,,,,,,['France'],[],,[],,?,260,1088 kj(260 kcal),"4,5","1,5",45,14,6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Ananas en tranche au sirop léger,8853731000748,,,,,,['France'],[],,[],,?,277,1159 kj(277 kcal),"0,1","0,1","15,7","14,7","0,4","0,1","0,04",,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",,+186%,-30%,-20%,-3%,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,0.1 g,en faible quantité,0.1 g,en faible quantité,14.7 g,en quantité élevée,0.1 g,en faible quantité,+197%,+312%,-15%,+28%,+28%,1,,B,,,,,,,,,
1855,Tome des pyrenees noir IGP,2488000013325,,,,,,['France'],[],,[],,?,346,1448 kj(346 kcal),28,20,"1,5","0,5",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Acide Hyaluronique Vegetal 150 MG - 30 Comprimés - Vitall+,3700195661457,,,,,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Stewart's,5060095013878,,,,,,['France'],[],,[],,?,512,2142 kj(512 kcal),26,11,65,16,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Mélange Grillades 70g Cook,3417960031987,,,['Cook'],,,['France'],[],,[],,?,?,,?,,?,,?,,,"['Bio', 'Point Vert']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,céréales cacao avec quinoa - babybio - 220g,2288903500119,220 g,['Pot'],['Babybio'],,['Biocoop'],['France'],"['farine de riz 88%', 'farine de quinoa rouge 8,5%', 'arome naturel de cacao', 'cacao maigre en poudre 0,9%', 'extrait de vanille bourbon', 'thiamine ', 'vitamine B1']",,[],4,?,?,,?,,?,,?,,,['Bio'],,"['Aliments pour bébé', 'Dès 8 mois', 'Céréales pour bébé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['France'],,,,,,
