,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,ingredients_origins,link,markets,sales_countries,ingredients_list,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,manufacturing,additives,palm_ingredients,origin_detail,producer_info,brand_owner
1441,Mini flûte de pavot et lin - U Saveurs - 100g,3368954726580,B,,100 g,"['Carton', 'boîte', 'Plastique', 'Sachet']","['U Saveurs', 'U']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",['Transformé en France'],,,"['Super U', 'Magasins U']",['France'],"['Farine de BLE', 'graines de lin 18 %', 'BEURRE 14 %', 'graines de pavot 9 %', 'LAIT ÉCRÉMÉ en poudre', 'sel', 'levure', 'sucre', ""farine de MALT D'ORGE"", 'agent de traitement de la farine : acide ascorbique', ' Traces éventuelles de graines de sésame']","['Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,24 g,en quantité élevée,11 g,en quantité élevée,3 g,en faible quantité,1.3 g,en quantité modérée,1989,-1%,476,+3%,1989 kj(476 kcal),+1%,24,+21%,11,+103%,48,-19%,3,-23%,13,+31%,"1,3",-35%,"0,52",-35%,15,-3%,D,-3%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,['France'],['E300 - Acide ascorbique'],,,,
1442,Gros sel De Guerande Saveurs - U Saveurs - 1kg,3368958404156,B,sel marin gris de cuisine de Guérande,1 kg,"['Sachet', 'Plastique', 'sac']","['U Saveurs', 'U']","['Epicerie', 'Condiments', 'Sels', 'Sels français', 'Sels marins', 'Gros sels', 'Sels de Guérande', 'Assaisonnements', 'Sels gris']","['IGP', 'Transformé en France']","['France', 'Guérande']",,"['Super U', 'Magasins U']",['France'],['100 % sel de Guérande'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",2,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,100,+93%,40,+93%,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,,['France'],,,,,
1443,Terrine de canard au poivre vert - U Saveurs - 180g,3368959420407,D,Terrine de canard au poivre vert,180 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'Conserve', 'Verrine']","['U Saveurs', 'U']","['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à la viande', 'Charcuteries diverses', 'Terrines', 'Terrines de volailles', 'Terrines de canard']","['Point Vert', 'Transformé en France', 'Eco-Emballages']","['France', 'Union européenne']",,"['U Express', 'Magasins U']",['France'],"['Gorge de porc ', 'France', 'canard ', 'Union Européenne', ' 28% ', 'foie maigre', 'viande', 'peau', 'graisse', 'foie de volaille ', 'Union Européenne', 'lait', 'oeufs', 'poivre vert 2%', 'sel', 'Armagnac', 'épices', 'arômes naturels']","['Œufs', 'Lait']","['Non végétalien', 'Non végétarien']",4,26.9 g,en quantité élevée,9.8 g,en quantité élevée,0.72 g,en faible quantité,1.6 g,en quantité élevée,?,,297,-3%,1243 kj(297 kcal),-3%,"26,9",+2%,"9,8",+3%,"0,98",-43%,"0,72",+16%,"13,7",-4%,"1,6",+5%,"0,64",+5%,19,+6%,E,+6%,77.8%,15.8%,3.0%,2.2%,1.0%,0.3%,33,"['FR 87.001.001 CE', 'Aixe-sur-Vienne (Haute-Vienne, France)']","['Conserverie des Tuilières Arnaud - Les Tuilières - 87700 Aixe-sur-Vienne', 'Haute-Vienne', 'Limousin', 'France']",,,,,
1444,Café Chaulet 100% Arabica - 250g,3369680002214,,Café 100% Arabica,250 g,['Sachet'],['Café Chaulet'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Cafés moulus', 'Arabica']",,"['Guadeloupe', 'Côte sous le vent']",,,['France'],['Café moulu pur arabica'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,4,+33%,17 kj(4 kcal),+21%,"0,17",-28%,"0,02",-82%,"0,57",+51%,0,-100%,"0,28",-31%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,
1445,Confiture de muroise LA MARIE DU CLERAY - Muroise Et Compagnie,3372330308048,,,,,['Muroise Et Compagnie'],,,,,['Magasins U'],['France'],"['Purée de fruits rouges', 'sucre de canne roux', 'jus de citron', 'pectine de fruits']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,,,,,,,,,?,,223,,933 kj(223 kcal),,"0,5",,"0,1",,53,,53,,"0,8",,"0,08",,"0,032",,,,,,,,,,,,,,,['E440 - Pectines'],,,,
1446,Galettes au ble noir LES GALETTES DE BELLE ILE - Les mousquetaires,3373030000904,B,,,,['Les mousquetaires'],"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",,,,,['France'],"['farine de blé noir', 'farine de froment', 'beurre concentré 28%', 'sucre', 'oeufs', 'sel', 'poudre à lever ', 'sodium et bicarbonate de soude', 'amidon de blé']","['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",3,25.6 g,en quantité élevée,22.9 g,en quantité élevée,24 g,en quantité élevée,1.48 g,en quantité modérée,?,,468,+164%,1958 kj(468 kcal),+164%,"25,6",+558%,"22,9",+1340%,58,+112%,24,+3247%,5,-27%,"1,475",+12%,"0,59",+12%,26,+405%,E,+405%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,,,,
1447,Mini galettes de maïs bio - Primeal - 150g,3380380060793,B,"Galette de maïs très fines et croutillantes, au bon goût de pop corn !",150 g,"['Sachet', 'Plastique']",['Primeal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de maïs soufflé']","['Bio', 'Bio européen', 'FR-BIO-01', 'IT-BIO-014']",,,,['France'],"['Maïs 99%', 'huile de germe de maïs', 'sel marin']",,[],3,1.5 g,en faible quantité,0.7 g,en faible quantité,0.3 g,en faible quantité,0.5 g,en quantité modérée,1658,-1%,391,-1%,1658 kj(391 kcal),-0%,"1,5",-63%,"0,7",-13%,"85,5",+8%,"0,3",-83%,"7,7",-0%,"0,5",+17%,"0,2",+17%,0,-100%,B,-100%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,['Italie'],,,,,
1448,Tartinable Legumes du Soleil Basilic,3382564229613,,,,,,"['Produits à tartiner', 'Produits à tartiner salés']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",,,,['France'],[],,[],,4.6 g,en quantité modérée,0.7 g,en faible quantité,3.4 g,en faible quantité,0.7 g,en quantité modérée,?,,64,-78%,268 kj(64 kcal),-78%,"4,6",-82%,"0,7",-91%,"3,4",-3%,"3,4",+168%,"0,9",-90%,"0,7",-47%,"0,28",-47%,3,-76%,C,-76%,,,,,,,,,,,,,,
1449,Truite fumee bio - Ovive,3392780003768,D,,,,['Ovive'],"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']","['Bio', 'Bio européen', 'FR-BIO-01']",,,,['France'],[],,[],,8.4 g,en quantité modérée,2.2 g,en quantité modérée,0.5 g,en faible quantité,3.2 g,en quantité élevée,?,,171,+4%,715 kj(171 kcal),+5%,"8,4",+7%,"2,2",+36%,"0,6",+44%,"0,5",+70%,23,+2%,"3,2",+16%,"1,28",+16%,14,+19%,D,+19%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,,,,,,,
1450,Valrhona Praliné pate à tartiner - 300g,3395328147382,C,,300 g,"['Bocal', 'Verre', 'métal']",['Valrhona'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Produits à tartiner', 'Snacks sucrés', 'Petit-déjeuners', 'Confiseries', 'Fruits à coques et dérivés', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Confiseries de fruits à coques', 'Pâtes à tartiner aux amandes', 'Pralines', 'Pâtes à tartiner au praliné']","['Point Vert', 'Fabriqué en France']","['Italie', 'Espagne']",,,['France'],"['Sucre', 'noisettes 25 %', 'amandes 25 %', 'lécithine de soja', 'extrait naturel de vanille', 'lait']","['Lait', 'Fruits à coque', 'Soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,28 g,en quantité élevée,2.1 g,en quantité modérée,51 g,en quantité élevée,0.01 g,en faible quantité,?,,514,-5%,2151 kj(514 kcal),-2%,28,-24%,"2,1",-68%,53,+42%,51,+64%,"9,1",-13%,"0,01",-95%,"0,004",-95%,17,+17%,D,+17%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,['France'],['E322i - Lécithine'],,,,
1451,Barbe à papa. - Fizzy - 40g,3395501932576,E,Barbe à Papa,40 g,"['Pot', 'Plastique']",['Fizzy'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Barbes à papa']","['Point Vert', 'Fabriqué en France']",,,['Auchan'],['France'],"['Sucre', 'arôme vanille', 'acidifiant : acide citrique', 'colorant ', ' carmin']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.5 g,en faible quantité,98 g,en quantité élevée,10 g,en quantité élevée,1693,,403,+9%,1693 kj(403 kcal),+7%,"0,5",+376%,"0,5",+385%,99,+5%,98,+4%,"0,5",+417%,10,+64416%,4,+64416%,25,+79%,E,+79%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,"['France', '59230']","['E330 - Acide citrique', 'E120 - Acide carminique']",,,,
1452,Gruyere Suisse Aoc Au Lait Cru - Bonneterre - 200g,3396410218157,B,,200 g,['Film en plastique'],['Bonneterre'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de Suisse']","['Bio', 'Bio européen', 'CH-BIO-006']",,,,['France'],"['LAIT cru de vache*', 'sel', 'ferments lactiques ', 'LAIT', "",présure *Ingrédient issu de l'agriculture biologique""]",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,35 g,en quantité élevée,22 g,en quantité élevée,0 g,en faible quantité,1.77 g,en quantité élevée,?,,427,+6%,1787 kj(427 kcal),+6%,35,+7%,22,+14%,1,+96%,0,-100%,27,+3%,"1,775",+12%,"0,71",+12%,17,+10%,D,+10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
1453,Chicorée-café soluble - Evernat - 100g,3396411219481,D,Mélange soluble de chicorée et de café,100 g,['Pot'],['Evernat'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Cafés', 'Boissons instantanées', 'Cafés solubles', 'Chicorée soluble', 'Chicorée-café lyophilisé']","['Bio', 'Bio européen', 'FR-BIO-01']",,,"['Biocoop', 'Marcel & Fils']",['France'],"['Evernat lange soluble de chicorie dde café grédients: Chicorée soluble* 60% ', 'café soluble* 40%', "" ngrédients issus de l'Agriculture Biologique"", ' Distribution certifiée par FR-0 oploskoffe de van oploscichorei en gredienten: oploscichorei* 60%', 'oploskoffie* 40 %', ' ngrediënten uit de biologische landbouw', ' Distributie gecertificeerd door Ecocert F4 ', 'soit 2 g ou 1 cuil café de prot Per kop van 250 ml van het product ALEURS']",,[],,,,,,,,,,?,,304,+43%,1272 kj(304 kcal),+34%,"0,5",-64%,"0,5",-34%,48,+17%,"6,4",-57%,11,+98%,"0,51",+21%,"0,204",+21%,,,,,78.8%,9.8%,6.8%,3.1%,1.4%,0.0%,25,,['F-94538 Rungis'],,,,,
1454,Bâtonnets Chocolat Lait - Evernat - 160g,3396411222955,C,Biscuits enrobés de chocolat au lait,160g,['Boite'],['Evernat'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait', 'Biscuits bâtonnets au chocolat']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,http://www.evernat.fr/decouvrez-nos-produits/biscuits/les-biscuits-enfants/batonnets-chocolat-lait.html,['Naturalia'],['France'],"['Céréales* 49% [farine de blé*', 'céréales complètes* 20% ', 'farine complète de blé*', ""flocons complète d'avoine*"", ']', 'chocolat au lait* 28% ', 'sucre*', 'poudre de lait entier*', 'beurre de cacao*', 'pâte de cacao*', 'arôme naturel de vanille*', 'sucre roux de canne*', 'beurre*', 'huile de colza*', 'poudre à lever: carbonates de sodium', 'sel marin', '\r *ingrédients issus de l’Agriculture Biologique']","['Gluten', 'Lait', 'Avoine']",['Non végétalien'],4,25 g,en quantité élevée,16 g,en quantité élevée,33 g,en quantité élevée,0.7 g,en quantité modérée,2108,-0%,505,+1%,2108 kj(505 kcal),+0%,25,+5%,16,+16%,59,-7%,33,-6%,"9,5",+40%,"0,7",+42%,"0,28",+42%,23,+0%,E,+0%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,['E500 - Carbonates de sodium'],,,,
1455,Alvityl Forme Equilibre Vitalité Solution Multivitaminée 150 ML - Tour des terroirs bourgogne,3401562754429,,,,,['Tour des terroirs bourgogne'],,,,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,1,,"0,1",,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1456,Préparation pour Flan Pâtissier aux Oeufs - Netto - 360g,3410280002552,,,360 g,['Carton'],['Netto'],"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour flans', 'Préparations pour pâtisseries']",,,,['Netto'],['France'],"['Sucre', 'amidon de maïs', ""poudre d'oeufs entiers "", '1,6%', 'arôme vanille', 'colorants naturels : rocou', 'riboflavine']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,?,,390,+18%,1632 kj(390 kcal),+19%,"0,5",-86%,"0,2",-86%,95,+51%,53,+64%,1,-77%,"< 0,01",-97%,"0,004",-97%,,,,,,,,,,,,,"['Bordeaux', 'France']","['E160b - Rocou', 'E101i - Riboflavine']",,,,
1457,Tartelettes à l'abricot - Top budget - 12,3410280020570,D,,12,,['Top budget'],"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', ""Tartelettes à l'abricot"", 'Biscuit sec nappé aux fruits']",,,,['Intermarché'],"['Cameroun', 'France']","['Farine de Llé', ""nappage à ľ'abricot 30% "", 'sirop de glucose-fructose', ""jus à base de concentré et purée d'abricots 2 3%*"", 'sucre', 'flocons de pommes', 'arôme abricot', 'gélifiant : pectines', ""correcteur d'acidité : acide citrique"", 'colorant : extrait de paprika', 'graisse végétale ', 'palme', 'sirop de glucose', 'sucre', 'sel', ""poudres à lever : carbonates de sodium - carbono es d'ammonium - phosphates de calcium"", 'noix de coco râpée', 'œufs en poudre', "" soit 8,5% d'abricot sur l'ensemble du produit"", "" Troces éventuelles d'autres céréales contenant du gluten"", 'soja', 'fruits à coques et lait', ' INFORMATIONS :']","['Lait', 'Fruits à coque', 'Soja']","['Huile de palme', 'Non végétalien']",4,13 g,en quantité modérée,5.9 g,en quantité élevée,32.8 g,en quantité élevée,0.47 g,en quantité modérée,?,,432,+12%,1807 kj(432 kcal),+10%,13,-3%,"5,9",-11%,"72,7",+17%,"32,8",+16%,"5,4",+34%,"0,47",+33%,"0,188",+33%,19,+15%,E,+15%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E160c - Extrait de paprika', 'E500 - Carbonates de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition']",['Huile de palme'],,,
1458,Cassoulet - Top Budget - 840g,3410280020624,A,Plat préparé en conserve,840 g,"['Boîte', 'Conserve', 'Métal']","['Top Budget', 'Les Mousquetaires']","['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Plats préparés en conserve', 'Cassoulets']",,,,,['France'],"['Sauce : eau', 'concentré de tomates', 'sel', 'amidon modifié de maïs', '\rHaricots blancs réhydratés 33 %', '\rGarniture 19', '7 % : saucisses et saucisson fumés ', 'gras et couenne de porc', 'eau', 'viande séparée mécaniquement de porc et de dinde', 'maigre de tête de porc', 'viande de porc', 'plasma de porc', 'sel', 'amidon de pois', 'stabilisant : triphophates', 'gélifiants : carraghénanes', 'gomme guar', 'gomme xanthane', 'sirop de glucose', 'arômes', 'protéines de lait', 'conservateur : nitrite de sodium', 'viande de porc traitée en salaison ', 'viande de porc', 'eau', 'sel', 'stabilisant : triphosphates', 'gélifiant : E407a', 'conservateur : nitrite de sodium']",['Lait'],"['Non végétalien', 'Non végétarien']",4,3.6 g,en quantité modérée,1.4 g,en faible quantité,0.7 g,en faible quantité,0.66 g,en quantité modérée,?,,102,-28%,427 kj(102 kcal),-27%,"3,6",-48%,"1,4",-44%,"8,1",+0%,"0,7",-10%,"7,3",-23%,"0,66",-25%,"0,264",-25%,0,-100%,B,-100%,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,"['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition']",,,,
1459,Sardines à l'huile végétale - Top Budget - 3x 125g,3410280023762,D,,3 x 125 g,"['Plastique', 'Conserve']",['Top Budget'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile de tournesol""]",,,,['Intermarché'],['France'],"['Sardines"" ', 'Sardina pilchardus', 'huile de tournesol', 'sel', ' * poissons']",['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,15 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,0.6 g,en quantité modérée,892,-2%,239,+10%,892 kj(239 kcal),-2%,15,+8%,"2,6",-21%,"0,5",-18%,"0,5",+93%,23,+7%,"0,6",-34%,"0,24",-34%,1,-73%,B,-73%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,['Maroc'],,,,,
1460,pain de mie top budget - 1,3410280116815,B,,1,"['Sachet', 'Plastique', '750 g']","['Top Budget', 'fourni du bal de loir']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,,,['France'],"['Farine de blé', 'eau', 'levure', 'sucre', 'sel', 'matière grasse végétale [', 'palme', 'colza', 'eau', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteurs d'acidité : acide lactique et acide citrique"", 'conservateur : sorbate de potassium', 'colorant : caroténoïdes', 'arômes]', 'conservateur : propionate de calcium', 'arôme', ""émulsifiants : mono - et diglycérides d'acides gras et stéaroyl-2-lactylate de sodium"", 'farine de fèves', 'épaississant : gomme guar', 'antioxydant : acide ascorbique']",['Gluten'],"['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,1.7 g,en faible quantité,0.6 g,en faible quantité,2.3 g,en faible quantité,1.4 g,en quantité modérée,?,,250,-6%,1046 kj(250 kcal),-7%,"1,7",-62%,"0,6",-7%,"49,1",+7%,"2,3",-56%,"7,9",-6%,"1,4",+23%,"0,56",+23%,5,+245%,C,+245%,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,"['EMB 37122F', 'Joué-lès-Tours (Indre-et-Loire, France)']",,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E270 - Acide lactique', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E282 - Propionate de calcium', 'E412 - Gomme de guar', 'E300 - Acide ascorbique']",,,,
1461,Poissons Panés - Top budget - 450gr,3410280119830,E,,450 gr,['Carton'],['Top budget'],"['Produits de la mer', 'Poissons', 'Préparations de poisson', 'Produits panés', 'Poissons panés']",,,,,['France'],"['Bâtonnets de Crair de Poisson', 'Panés', 'Préfrits', 'Burgelés Conditions de conseruation Chair hachée de Colin lieu* ', ' Pollachius virens ', ' 65%', 'farine de blé', 'eau', 'huile de colza', 'sel', 'levure', 'épices', ' Poisson pêché en Océan Atlantique Nord-Est ', 'FAO 27', '* Poisson', ' Compartiment à glace du réfrigérateur : 3 jours', ' Congélateur *** ', '-18°C', ' :']",['Gluten'],"['Non végétalien', 'Non végétarien']",,8.8 g,en quantité modérée,1.11 g,en faible quantité,1 g,en faible quantité,0.76 g,en quantité modérée,?,,189,+1%,791 kj(189 kcal),+2%,"8,8",+8%,"1,11",+16%,"13,8",-12%,1,-24%,"12,1",+1%,"0,76",-10%,"0,304",-10%,0,-100%,B,-100%,88.5%,2.2%,1.2%,5.1%,0.6%,2.3%,21,,,,,,,
1462,Terrine Végétale Champignons - Senfas - 125g,3412940100028,,Terrine forestière,125g,"['boîte métallique', 'couvercle en plastique']",['Senfas'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', 'Terrines', 'Pâtés végétaux']","['Bio', 'Sans gluten']",['Bio'],,"['Biocoop', 'Biocoop Caluire']",['France'],"['bouillon de légumes* ', 'eau', 'carottes*', 'oignons*', 'huile de tournesol*', 'crème de riz*', 'graines de soja*', 'champignons de Paris* ', '3,7%', 'fécule de pomme de terre*', 'sel marin', 'poudre de champignon* ', '0,8%', 'ail*', 'herbes de Provence*', 'poivre noire*']",['Soja'],[],3,10.8 g,en quantité modérée,1.4 g,en faible quantité,1.1 g,en faible quantité,1.2 g,en quantité modérée,619,-37%,150,-40%,619 kj(150 kcal),-39%,"10,8",+88%,"1,4",+37%,"10,9",-75%,"1,1",-97%,"2,1",+65%,"1,2",+700%,"0,48",+700%,5,-47%,C,-47%,,,,,,,,,['France'],,,,,
1463,Amarante - Artisans Du Monde - 500g,3413880081293,B,graines d'amarante bio,500 g,"['Sachet', 'Plastique', 'Sec']","['Artisans Du Monde', 'SolidarMonde']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Amarante']","['Bio', 'Bio européen', 'Commerce équitable', 'Sans gluten', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'Fairtrade International', 'Riche en protéines', 'IT-BIO-009', 'Riche en protéines végétales']",['Pérou'],http://solidarmonde.fr,['Biocoop'],['France'],['Amarante bio'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,7.2 g,en quantité modérée,1.5 g,en quantité modérée,1.2 g,en faible quantité,0.01 g,en faible quantité,?,,372,-1%,1556 kj(372 kcal),+4%,"7,2",+17%,"1,5",+11%,"63,7",+1%,"1,2",-27%,"13,1",-1%,"0,01",-91%,"0,004",-91%,0,,B,,68.4%,0.0%,15.2%,7.8%,8.6%,0.0%,95,['LCB7508'],['Perou'],,,,,
1464,Brioche tressée - OUEST BOULANGÈRE - 600g,3413910090820,C,,600 g,,['OUEST BOULANGÈRE'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées']",,,,,['France'],"['Farine de blé 47%', 'eau', 'sucre', 'œufs frais', 'huile de colza', 'levain ', 'farine de blé', 'de blé malté et de seigle', 'eau', 'levure', 'spiritueux ', 'alcool', 'kirsch', 'arôme naturel', ""émulsifiants : mono - et diglycérides d'acides gras - esters polyglycériques d'acides gras - stéaroyl-2 lactylate de sodium"", 'sel', 'levure', 'arômes naturels', 'épaississant : gomme tara', 'farine de seigle', 'poudre de lactosérum', 'germe de blé', 'colorant : caroténoïdes', 'conservateur : acide sorbique']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,9.7 g,en quantité modérée,1.4 g,en faible quantité,12.7 g,en quantité élevée,0.97 g,en quantité modérée,1399,-5%,332,-7%,1399 kj(332 kcal),-6%,"9,7",-24%,"1,4",-78%,"53,3",+3%,"12,7",-12%,"6,8",-16%,"0,97",-3%,"0,388",-3%,11,-31%,D,-31%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E475 - Esters polyglycériques d'acides gras"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E417 - Gomme tara', 'E160 - Caroténoïdes', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition']",,,,
