,name,bar_code,quantity,packaging,brand,categories,ingredients_origins,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,allergens,palm_ingredients,link,markets,origin_detail,brand_owner
1154,Crème de châtaigne au miel - Les jardins de Saint Hildegarde - 360g,3700195115059,360 g,"['Verre', 'Bocal']",['Les jardins de Saint Hildegarde'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']","['France', 'Cévennes']",['France'],"['Châtaignes', 'miel de châtaignier 20%']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,?,,265,+6%,"0,2",-73%,65,+8%,"0,1",-91%,1109 kj(265 kcal),0,55,0,0,,['Bio'],A,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,0.2 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0 g,en faible quantité,+6%,-100%,+10%,-100%,-100%,10,-13%,C,-13%,,,,https://www.lesjardinsdesaintehildegarde.com/13368-produits-alimentaires-creme-de-chataigne-au-miel-bio-360g-.html,,,
1155,Croissant,5941047835024,,,,,,['France'],[],[],,?,,413,,20,,51,,"6,5",,1728 kj(413 kcal),12,"0,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,Eau de source de montagne - Auchan,0520570787762,,,['Auchan'],"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,
1157,Proteifine,8411114400006,,,,,,['France'],[],[],,?,,292,,12,,12,,34,,1222 kj(292 kcal),"6,4",11,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,Callos a la asturiana,8412159111124,,,,,,['France'],[],[],,?,,138,,"7,2",,"2,7",,16,,577 kj(138 kcal),"2,7",1,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,Vinaigre de Figue de barbarie,6191553700395,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Crousty Mix,2600239047296,,,,,,['France'],[],[],,?,,505,,26,,61,,"6,2",,2113 kj(505 kcal),15,47,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,Penne Carbo,3512690005335,,,,,,['France'],[],[],,?,,167,,"6,4",,"20,9",,"6,1",,699 kj(167 kcal),"3,4","2,8","0,77","0,308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,Canicaf,3275970031515,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Mountains of the moon,3700809378160,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,Pain de noix,0288127009841,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains aux noix']",,['France'],[],[],,?,,309,+12%,"7,2",-14%,48,+12%,12,+34%,1293 kj(309 kcal),"0,5","1,4","1,3","0,52",,,,,,,,,,,,,7.2 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en faible quantité,1.3 g,en quantité modérée,+11%,-46%,-30%,+19%,+19%,3,-7%,C,-7%,,,,,,,
1165,Morbier AOP FQC,2430670022374,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,['France'],[],[],,?,,357,+1%,29,+1%,1,+29%,23,+2%,1494 kj(357 kcal),20,1,"1,3","0,52","['FR 63.113.081 CE', 'Clermont-Ferrand (Puy-de-Dôme, France)']",['AOP'],D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,+1%,+3%,+141%,-9%,-9%,14,-6%,D,-6%,,,,,,,
1166,Beurre de cacahuète ontueux - Vico,29200887,,"['Pot', 'Verre']","['Vico', 'Curly']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,['Sans huile de palme'],C,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,Pain complet,0288123006561,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",,['France'],[],[],,?,,207.19999694824,-17%,"1,2",-65%,40,-6%,"8,4",-4%,867 kj(207 kcal),"0,3","1,3",1,"0,4",,,,,,,,,,,,,1.2 g,en faible quantité,0.3 g,en faible quantité,1.3 g,en faible quantité,1 g,en quantité modérée,-17%,-44%,-64%,-15%,-15%,1,+51%,B,+51%,,,,,,,
1168,Escalope,0202548042119,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,toffenut flavor syrup,5057624414329,,,,,,['France'],[],[],,?,,170,,0,,42,,0,,711 kj(170 kcal),0,40,"0,91","0,364",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,Andouillettes moutarde a l’ancienne,3278911141212,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']",,['France'],[],[],,?,,220,-5%,16,-8%,"0,5",-19%,19,+5%,920 kj(220 kcal),7,"0,5",2,"0,8","['EMB 38445', 'Saint-Pierre-de-Mésage (Isère, France)']",,E,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,16 g,en quantité modérée,7 g,en quantité élevée,0.5 g,en faible quantité,2 g,en quantité élevée,-4%,-9%,+37%,+16%,+16%,16,-4%,D,-4%,,,,,,,
1171,Aiguillettes de poulet marinés thym citron - Maître Coq,0215680023816,,"['Barquette', 'Plastique']",['Maître Coq'],"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",['France'],['France'],"['Aiguillettes de poulet 93%', 'eau', 'sel amidon de pomme de terre', ""poudres d'ail et d'oignon"", 'plantes aromatiques ', 'dont thym', 'farine de riz', 'huil essentielle de citron', ""extrait d'épices"", 'arôme naturel de poivre', 'arômes naturels']","['Non végétalien', 'Non végétarien']",4,?,,103,-18%,"1,3",-30%,"0,8",-12%,22,-3%,431 kj(103 kcal),"0,4",0,"0,79","0,316","['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']","['Viande Française', 'Volaille Française', 'Nutriscore', 'Nutriscore A']",C,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.79 g,en quantité modérée,-18%,-16%,-100%,+81%,+81%,-1,,A,,,,,,,,
1172,Pancake ET gaufre Mix,5600872800811,,,,,,['France'],[],[],,?,,373,,"6,9",,62,,11,,1561 kj(373 kcal),"1,1","6,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,COUNTRY FILETS AUS SOJA,4260430656659,,,,,,['France'],[],[],,?,,354,,"1,2",,19,,62,,1481 kj(354 kcal),"0,3","4,4","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,Corn Snacks salt,5706779066395,,,,,,['France'],[],[],,?,,428,,14,,69,,"4,8",,1791 kj(428 kcal),"1,5","0,7",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,Curry madras,5704974080260,,,,,,['France'],[],[],,?,,356,,12,,49,,13,,1490 kj(356 kcal),1,0,"4,4","1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,Tadim - graine de tournesol,8690787241066,,,,,,['France'],[],[],,?,,512,,"31,2",,"23,7",,"27,8",,2142 kj(512 kcal),"2,6",0,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,spirales complètes Montebello - Biocoop - 5kg,0259382009518,5 kg,['Vrac'],['Biocoop'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,['France'],['blé complet'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,,?,,?,,?,,?,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,['caba biocoop'],,
1178,Vinaigre de cidre,3574315340054,,,,"['Vinaigres', 'Vinaigres de cidre']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,B,35.5%,6.3%,42.6%,12.0%,3.6%,0.0%,96,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,Tomate torino allogée,2818957039107,,,,,,['France'],[],[],,?,,75.199996948242,,"0,22",,"15,8",,2,,315 kj(75 kcal),"0,03","0,51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,Funky Cooked Beeph Mince,5021821000098,,,,,,['France'],[],[],,?,,194,,"7,7",,"4,4",,"24,6",,812 kj(194 kcal),"4,9","0,9","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,Steak haché Label Rouge - Cora - 2x 125g,3257987488148,2 x 125 g,"['Barquette', 'Film en plastique']",['Cora'],"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,['France'],['100% viande bovine - Origine France'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,?,,?,,15,+47%,?,,?,,,,,,,"['FR 87.085.006 CE', 'Limoges (Haute-Vienne, France)']","['Viande Française', 'Viande Bovine Française', 'Label Rouge']",E,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,15 g,en quantité modérée,,,,,,,,,,,,,,,,,,,,,,
1182,Osvego gelato,8711327357532,,,,,,['France'],[],[],,?,,300,,"9,1",,47,,"6,4",,1255 kj(300 kcal),"4,6",23,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,Coppa di zibello,8028257014368,,,,,,['France'],[],[],,?,,383,,31,,0,,26,,1602 kj(383 kcal),12,0,"4,2","1,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,Chipolatas herbes,2666748097610,,,,,,['France'],[],[],,?,,389,,28,,"1,2",,"9,7",,1628 kj(389 kcal),"9,7","0,5","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,Agava Karin Lang Flüssige Reissüße,4260096393158,,,,,,['France'],[],[],,?,,317,,"0,5",,79,,"0,1",,1326 kj(317 kcal),"0,1",53,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,Macabeo Cosecha 2019,8410479014101,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,STREAKY STYLE RASHERS,5021821143610,,,,,,['France'],[],[],,?,,189,,"7,7",,5,,"24,8",,791 kj(189 kcal),"4,9","0,5","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,Pain black brod 300g,0201051007547,,,,,,['France'],[],[],,?,,296,,5,,50,,11,,1238 kj(296 kcal),"0,2","1,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,Pain muesli 300g,0201055018372,,,,,,['France'],[],[],,?,,260,,"0,6",,55,,1,,1088 kj(260 kcal),0,16,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,Barre de cake aux pruneaux,3449610516001,,,,,,['France'],[],[],,?,,353.5,,"12,3",,"52,6",,"6,1",,1479 kj(353 kcal),"7,8",21,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,Délice de noix de coco bio,3324498900428,,,,,,['France'],[],[],,?,,320,,18,,35,,"1,9",,1339 kj(320 kcal),"16,1",35,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,Emmental français râpé,3222477722446,,,,,,['France'],[],[],,?,,369,,29,,0,,27,,1544 kj(369 kcal),19,0,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,Tomate cerise,3760308503258,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,Oceanbomb,4712966542390,,,,,,['France'],[],[],,?,,40,,0,,10,,0,,167 kj(40 kcal),0,"9,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,Thon Germon,4056489362470,,"['Barquette en plastique', 'Barquette', 'Film en plastique']",,,,['France'],[],[],,?,,158,,"5,8",,"0,5",,26,,661 kj(158 kcal),"0,8","0,5","0,22","0,088","['MSC-C-57634', 'FR 85.047.012 CE', 'Challans (Vendée, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,Pop la ! Piquant,4850025370031,,,,,,['France'],[],[],,?,,411,,9,,68,,"14,5",,1720 kj(411 kcal),0,0,"1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,Mozzarella  di buffala,8023074000105,,,,,,['France'],[],[],,?,,247,,21,,"0,5",,14,,1033 kj(247 kcal),14,"0,5",14,"5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,2264890006988,2264890006988,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,Chipirones,8410042865505,,,,,,['France'],[],[],,?,,170,,"9,8",,"9,6",,11,,711 kj(170 kcal),"1,8","0,5",1,"0,4",,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,Nonnettes au caramel,3540860050717,,,,,,['France'],[],[],,?,,348,,"4,1",,74,,"4,2",,1456 kj(348 kcal),"1,8",46,"0,78","0,312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,Passata bio rustica,3329489901552,,,,,,['France'],[],[],,?,,31,,"0,5",,"4,5",,"1,4",,130 kj(31 kcal),"0,3","3,3",,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,Raspberry coated with milk chocolate,4550002772420,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,Bonbon,5711070607390,,,,,,['France'],[],[],,?,,350,,"0,5",,"0,18",,50,,1464 kj(350 kcal),"0,18",0,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,Bière ambrée,3760209800111,,,,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières ambrées']",,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,C,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,,,
1205,Melange tokyo,2600803022568,,,,,,['France'],[],[],,?,,467,,1,,7,,0,,1954 kj(467 kcal),0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,Donuts fraise *4,0240171021323,,,,,,['France'],[],[],,?,,344,,16,,46,,"4,2",,1439 kj(344 kcal),9,18,"0,84","0,336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,Pop corn caramel,3498752002507,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,6 crêpes au froment - Nature & Galettes - 300g,3760080261216,300 g,['emballage plastique'],['Nature & Galettes'],"['Crêpes et galettes', 'Crêpes', 'Crêpes de froment']",,['France'],"['Farine de froment* ', '30%', ' ', 'gluten', 'lait*', 'eau', 'sucre de canne* équitable', 'oeufs""', 'huile de tournesol*', ""blancs d'œufs*"", 'beurre* ', 'lactose', 'amidon de maïs*', 'sel de Guérande', 'arôme naturel vanille bourbon*', 'bicarbonate de sodium']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,?,,281,-3%,"8,7",+13%,"43,6",-7%,"7,3",-5%,1176 kj(281 kcal),"2,5","20,9","0,8","0,32",,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,67.6%,15.0%,9.2%,4.1%,4.2%,0.0%,86,,['E500ii - Carbonate acide de sodium'],8.7 g,en quantité modérée,2.5 g,en quantité modérée,20.9 g,en quantité élevée,0.8 g,en quantité modérée,-4%,-14%,+2%,+2%,+2%,11,+5%,D,+5%,,"['Œufs', 'Gluten', 'Lait']",,,,,
1209,Confetti al cioccolato,8005085701455,,,,,,['France'],[],[],,?,,444.70001220703,,"11,1",,81,,"5,6",,1861 kj(444 kcal),"6,9","71,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,Pate forestier,3429490021284,,,,,,['France'],[],[],,?,,246,,"17,8",,"2,5",,19,,1029 kj(246 kcal),"7,4","1,22","0,534","0,214",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,Martine MAGNETTO - Bioreal,4260028361125,,,['Bioreal'],,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,Criquets,3701302100166,,,,,,['France'],[],[],,?,,576.79998779297,,"26,1",,"2,2",,"42,3",,2413 kj(576 kcal),"8,7","1,2","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,Glace vanilla - 120ml,8711327491847,120 ml,,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']",,['France'],[],[],,?,,729,+213%,13,+11%,22,-21%,"5,6",+77%,3050 kj(729 kcal),7,21,,,,['Point Vert'],B,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,,13 g,en quantité modérée,7 g,en quantité élevée,21 g,en quantité élevée,,,+214%,-8%,-10%,,,,,,,,,,,,,
1214,Bifidus muesli -,3222477628199,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus']",,['France'],[],[],,?,,98.699996948242,+20%,"3,2",+12%,13,+25%,"3,6",-3%,413 kj(98 kcal),"1,7",12,"0,13","0,052",,,,,,,,,,,,,3.2 g,en quantité modérée,1.7 g,en quantité modérée,12 g,en quantité modérée,0.13 g,en faible quantité,+19%,-8%,+19%,+6%,+6%,2,+31%,B,+31%,,,,,,,
1215,Steaks hachés Façon bouchère 15% MG -  - 1kg,3253880002542,1 kg,"['Carton', 'surgelé']",,"['Viandes', 'Bœuf', 'Steaks', 'Steaks de bœuf', 'Steaks hachés', 'Steaks de bœuf hachés']",,['France'],[],[],,?,,206,+10%,15,+21%,"0,5",+144%,19,-1%,862 kj(206 kcal),"7,3","0,5","0,2","0,08",,,E,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,,,15 g,en quantité modérée,7.3 g,en quantité élevée,0.5 g,en faible quantité,0.2 g,en faible quantité,+10%,+40%,+262%,-9%,-9%,4,+46%,C,+46%,,,,,,,
1216,Truite fumee 5 tranches,3355200794233,,,,,,['France'],[],[],,?,,169,,"8,2",,"0,6",,23,,707 kj(169 kcal),"1,2","0,5","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,Encornet,2887665015819,,,,,,['France'],[],[],,?,,91,,"0,78",,21,,"0,1",,381 kj(91 kcal),"0,14","0,1","1,51","0,604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,Gâteau breton,3760026940014,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Gâteaux bretons']",,['France'],[],[],,?,,472,+20%,24,+28%,57,+12%,6,+13%,1975 kj(472 kcal),15,28,"1,11","0,444",,,,,,,,,,,,,24 g,en quantité élevée,15 g,en quantité élevée,28 g,en quantité élevée,1.11 g,en quantité modérée,+19%,+29%,+4%,+60%,+60%,25,+28%,E,+28%,,,,,,,
1219,Le Mix Croustiche,3770008409545,,,,,,['France'],[],[],,?,,401.5,,"16,5",,37,,19,,1680 kj(401 kcal),"1,8","2,4","2,4","0,96",,"['Bio', 'Bio européen', 'Sans gluten', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,chia twist,0201328011819,,,,,,['France'],[],[],,?,,411,,10,,66,,14,,1720 kj(411 kcal),"1,7","9,1","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,Ciboulette,3250391295289,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Ciboulette']",,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,Pâté au piment d'Espelette,3760195332047,,,,,,['France'],[],[],,?,,364,,"33,1",,"1,5",,"15,1",,1523 kj(364 kcal),13,"0,3","1,79","0,716",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,Haddock sauvage - Charles Delgove - 200g,3501599002002,200 g,,['Charles Delgove'],"['Produits de la mer', 'Poissons', 'Églefin', 'Poissons fumés', 'Haddocks fumés']",,['France'],"['Eglefin', 'E160', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,?,,81.4,-5%,"0,6",+12%,0,-100%,19,-5%,341 kj(81 kcal),"0,1",0,3,"1,2",,['Fabriqué en France'],E,93.1%,0.0%,1.1%,5.2%,0.5%,0.1%,14,,['E160 - Caroténoïdes'],0.6 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,3 g,en quantité élevée,-3%,-22%,-100%,-19%,-19%,11,+20%,D,+20%,,,,,,,
1224,Chilli spice powder - 125g,6949122266472,125 g,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,['France'],[],[],,?,,443,+238%,20,+492%,"48,3",+149%,"17,2",+353%,1854 kj(443 kcal),0,0,"4,2","1,68",,,,,,,,,,,,,20 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,4.2 g,en quantité élevée,+220%,-100%,-100%,-11%,-11%,,,,,,,,,,,
1225,Rillettes de maquereau - La grande épicerie paris,3346041403453,,,['La grande épicerie paris'],,,['France'],[],[],,?,,240,,20,,"3,1",,13,,1004 kj(240 kcal),"7,6",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,Meyve aromali lokum,8680518473088,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,La Chanterelle grise,3555660551883,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Gin tonic,8718734821021,,,,"['Boissons', 'Boissons gazeuses', 'Sodas']",,['France'],[],[],,?,,36,+33%,0,-100%,9,+33%,0,-100%,151 kj(36 kcal),0,9,0,0,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,9 g,en quantité élevée,0 g,en faible quantité,+30%,-100%,+36%,-100%,-100%,12,+30%,E,+30%,,,,,,,
1229,Velouté,3033491724107,,,,,,['France'],[],[],,?,,395,,"2,8",,"13,6",,"3,5",,1653 kj(395 kcal),"1,9","13,2","0,14","0,056",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,Saveur exotique,9248214093345,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,Riz au lait Sarrasin Tonka - Eclats de Riz,3760293865263,,,['Eclats de Riz'],"['Desserts', 'Puddings', 'Riz au lait']",,['France'],[],[],,?,,18,-88%,"3,36",-10%,"18,5",-18%,"3,36",-2%,75 kj(18 kcal),"2,14","8,64",,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",B,63.9%,15.4%,7.4%,8.1%,4.1%,1.1%,87,,,3.36 g,en quantité modérée,2.14 g,en quantité modérée,8.64 g,en quantité modérée,,,-87%,-6%,-36%,,,,,,,,,,,,,
1232,Jus Framboise,3760295450740,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",,['France'],[],[],,?,,65,+41%,"0,5",+196%,13,+23%,"0,8",+105%,272 kj(65 kcal),"0,1",12,,,,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,0.5 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,,,+42%,+256%,+24%,,,,,,,,,,,,,
1233,Miel,3760090458064,,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,['France'],[],[],,?,,2,-99%,0,-100%,"0,5",-99%,0,-100%,8 kj(2 kcal),0,0,0,0,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-99%,-100%,-100%,-100%,-100%,,,,,,,,,,,
1234,Cotes du rhone,3245415310697,,,,,,['France'],[],[],,?,,?,,?,,?,,?,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,Bio Primo Rote Betesaft,2200072147148,,,,,,['France'],[],[],,?,,41,,"0,5",,"9,4",,"0,7",,172 kj(41 kcal),"0,1","9,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
