,name,bar_code,eco_score,quantity,brand,categories,labels,traceability_code,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,manufacturing,generic_name,markets,ingredients_origins,link,palm_ingredients,brand_owner,origin_detail,producer_info
1470,Nectarine blanche - Sans marque - 1kg,3527841103044,,1 kg,"['Sans marque', 'Beart Vallée']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Pêches', 'Pêches fraîches', 'Nectarines', 'Nectarines fraîches']","['Catégorie I', 'Fruits & Légumes de France']",,['France'],"['Nectarines blanches', 'calibre B', 'variété Snow Ball']",,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Barquette', 'Sachet', 'Plastique']",,,,['Cora'],['France'],,,,,
1471,Confiture de chataigne - Vertfeuille - 100g,3527860000034,C,100g,['Vertfeuille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,"['EMB 30130A', 'Génolhac (Gard, France)']",['France'],"['Châtaignes', 'sucre de canne', ' Préparée avec 50g de fruits pour 100g', ' Teneur totale en sucre 60%']",,[],3,0.8 g,en faible quantité,0.8 g,en faible quantité,52.3 g,en quantité élevée,0.03 g,en faible quantité,?,,251,0%,1050 kj(251 kcal),0%,"0,8",+7%,"0,8",+452%,60,-0%,"52,3",+5%,"0,01",-99%,"0,03",+60%,"0,012",+60%,13,+13%,D,+13%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,['Pot en verre'],,,,,,,,,,
1472,Confiture de châtaignes - Verfeuille - 432g,3527860000119,C,432 g,['Verfeuille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,,['France'],"['Châtaignes origine cévennes,sucre de canne', ' Préparée avec 50g de fruits pour 100g', ' Teneur totale en sucres: 60g pour 100g']",,[],,0.8 g,en faible quantité,0.2 g,en faible quantité,52.3 g,en quantité élevée,0.03 g,en faible quantité,?,,251,0%,1050 kj(251 kcal),0%,"0,8",+7%,"0,2",+38%,"59,9",-0%,"52,3",+5%,1,-9%,"0,03",+60%,"0,012",+60%,12,+4%,D,+4%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,
1473,Confiture de mures sauvage des Cevennes VERFEUILLE,3527860000126,D,,['Verfeuille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",,"['EMB 30130A', 'Génolhac (Gard, France)']",['France'],[],,[],,0.5 g,en faible quantité,0.2 g,en faible quantité,57.6 g,en quantité élevée,0.09 g,en faible quantité,?,,243,+5%,1017 kj(243 kcal),+5%,"0,5",+77%,"0,2",+220%,60,+8%,"57,6",+9%,"0,6",+1%,"0,09",+165%,"0,036",+165%,12,+21%,D,+21%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
1474,Confiture de gratte cul VERFEUILLE - 360g,3527860000287,D,360 g,['Verfeuille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'églantines""]",,,['France'],[],,[],,0.4 g,en faible quantité,0.2 g,en faible quantité,53.8 g,en quantité élevée,0.12 g,en faible quantité,?,,237,+2%,992 kj(237 kcal),+2%,"0,4",+37%,"0,2",+140%,"57,9",+3%,"53,8",+3%,"0,46",-32%,"0,12",+273%,"0,048",+273%,11,+12%,D,+12%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
1475,Miel de châtaignier des Cevennes VERFEUILLE,3527860000454,A,,['Verfeuille'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels français', 'Miels de châtaignier']",,,['France'],"[""'«MIEL de CHATAIGNIEN miel récolté en France Chestnut tree honey""]",,[],,0.07 g,en faible quantité,0 g,en faible quantité,79.1 g,en quantité élevée,0 g,en faible quantité,?,,327,+21%,1368 kj(327 kcal),+21%,"0,07",-45%,0,-100%,"81,1",+17%,"79,1",+28%,"0,4",+23%,0,-100%,0,-100%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Pot en verre'],,,,,['France'],,,,,
1476,Gourmandise de miel et d'amandes - Verfeuille,3527860000522,,,['Verfeuille'],,,,['France'],[],,[],,,,,,,,,,?,,475,,1987 kj(475 kcal),,23,,2,,"55,9",,"52,2",,"11,2",,"0,06",,"0,024",,,,,,,,,,,,,,,,,,,,,,,
1477,Confiture de châtaigne au zeste d'orange - Verfeuille,3527860001147,C,,['Verfeuille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', 'Crèmes de marrons']",,"['EMB 30130A', 'Génolhac (Gard, France)']",['France'],"['Châtaigne', ""zeste d'orange"", 'sucre de canne', 'Préparée avec 50g de fruits pour 100 g', ' Teneur totale en sucres :60 g pour 100 g']",,[],,0.9 g,en faible quantité,0.2 g,en faible quantité,50 g,en quantité élevée,0.01 g,en faible quantité,?,,252,+0%,1054 kj(252 kcal),+0%,"0,9",+20%,"0,2",+38%,60,-0%,50,+0%,"1,1",0%,"0,01",-47%,"0,004",-47%,12,+4%,D,+4%,66.1%,22.5%,5.7%,3.0%,2.6%,0.0%,66,,,,,,,,,,,
1478,Miel de Garrigue des Cevennes VERFEUILLE - Vertfeuille - 250g,3527860006586,B,250g,['Vertfeuille'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs', 'Miels français', 'Miels de garrigue']",,,['France'],[],,[],,0.07 g,en faible quantité,0 g,en faible quantité,79.1 g,en quantité élevée,10.4 g,en quantité élevée,?,,316,+36%,1322 kj(316 kcal),+28%,"0,07",-14%,0,-100%,"81,1",+14%,"79,1",+32%,"0,4",+103%,"10,357",+105908%,"4,143",+105908%,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Pot en verre'],,,,,,,,,,
1479,Chataigne farine - Verfeuille,3527860007125,D,,['Verfeuille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Farines de châtaignes']","['Bio', 'Sans gluten']",,['France'],"['* Châtaignes', "" ? Issus de l'Agriculture Biologique"", ' Sans gluten']",,[],1,1 g,en faible quantité,0 g,en faible quantité,33 g,en quantité élevée,0 g,en faible quantité,?,,364,+3%,1523 kj(364 kcal),+2%,1,-72%,0,-100%,82,+17%,33,+42%,6,+1%,0,-100%,0,-100%,10,+282%,C,+282%,86.7%,0.8%,3.5%,3.6%,5.5%,0.0%,48,,,,,,,,,,,
1480,"Truffes entières - Truffières de Rabasse - 12,5g",3527901120905,B,"12,5 g",['Truffières de Rabasse'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Champignons et produits dérivés', 'Champignons', 'Champignons en conserve', 'Truffes', 'Truffes en conserve']","['Point Vert', 'Fabriqué en France', 'Bleu Blanc Truffe']",,['France'],"['Truffes ', 'Tuber Mélanosporum 50% ', ' Tuber Brumale 50 %', 'eau', 'sel']",,[],3,0.499 g,en faible quantité,0.13 g,en faible quantité,0 g,en faible quantité,0.0153 g,en faible quantité,"102,9",,24.5,-88%,"102,9 kj(24 kcal)",-88%,"0,499",-97%,"0,13",-98%,~ 0,-100%,~ 0,-100%,"5,41",+14%,"0,015",-98%,"0,006",-98%,-13,-1092%,A,-1092%,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,"['Plastique', 'métal', 'Verre']",,"['France', 'Avignon']",,,,,,,,
1481,Mini cônes  vanille et chocolat,3528161505334,,,,,,,['France'],[],,[],,,,,,,,,,?,,301,,1259 kj(301 kcal),,14,,10,,39,,27,,"3,9",,"0,16",,"0,064",,,,,,,,,,,,,,,,,,,,,,,
1482,Glace Vanille La balade Gourmande - 478g / 1L,3528161505358,B,478 g / 1 L,"['La Balade Gourmande', 'Maximo']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']",,"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",['France'],"['Eau', 'crème fraîche ', 'lait', 'sucre', 'lait écrémé en poudre', 'lactose ', 'lait', ' et protéines de lait', 'sirop de glucose', 'émulsifiant : E471', 'stabilisants : farine de graines de caroube - gomme guar et carraghénanes', 'arôme naturel de vanille', 'gousses de vanille épuisées broyées', 'colorant : E160a']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,10.4 g,en quantité modérée,7.2 g,en quantité élevée,21.1 g,en quantité élevée,0.16 g,en faible quantité,?,,201,-3%,841 kj(201 kcal),-4%,"10,4",+2%,"7,2",+7%,"24,6",-4%,"21,1",-1%,"2,2",-30%,"0,16",+19%,"0,064",+19%,13,+9%,D,+9%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Bac', 'Plastique', 'surgelés']",['Lait'],,,,,,,,,
1483,Sorbet Fraise avec morceaux de fraise,3528161505389,,,,,,,['France'],[],,[],,,,,,,,,,?,,106,,444 kj(106 kcal),,"0,3",,"0,2",,"26,2",,"17,5",,"0,3",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
1484,Citron vert avec morceaux de citron -  - 258g,3528161505426,C,258 g,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron vert']",,,['France'],"['Eau', 'sucre', 'jus de citron vert à base de concentré ', '15,3%', 'jus de citron jaune à base de concentré ', '11,5%', 'sirop de glucose', 'morceaux de citron ', '3,6%', 'sirop de glucose - fructose', 'stabilisants:gomme xanthane - méthylcellulose et gomme guar', 'amidon transformé', 'colorant: E141', ""correcteur d'acidité : E330"", 'conservateur:E202']","['E415 - Gomme xanthane', 'E461 - Méthylcellulose', 'E412 - Gomme de guar', 'E14XX - Amidons modifiés', 'E141 - Complexe cuivrique des chlorophylles et des chlorophyllines', 'E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.3 g,en faible quantité,0.2 g,en faible quantité,25.1 g,en quantité élevée,0.03 g,en faible quantité,?,,118,-3%,494 kj(118 kcal),-2%,"0,3",+16%,"0,2",+153%,"29,5",+1%,"25,1",+5%,"0,3",-1%,"0,03",-20%,"0,012",-20%,6,+8%,C,+8%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,,,,,,,,,,,
1485,6 cônes fruits rouges - Toupargel - 395g (660ml),3528161506058,B,395 g (660 ml),['Toupargel'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés']",,"['EMB 35360C', 'Vitré (Ille-et-Vilaine, France)']",['France'],"['Sorbet fraises et framboises ', '35,6 %', ' : purée de fraises ', '25 %', 'eau', 'sucre', 'jus de fraises à base de concentré ', '13,8 %', 'sirop de glucose de blé', 'purée de framboises ', '9 %', 'jus de framboises à base de concentré ', '6,4 %', 'stabilisants : gomme xanthane - gomme guar', 'protéines de pois hydrolysées', 'jus concentré de carottes pourpres', 'arôme naturel', 'colorant : caroténoïdes', '\r Sorbet cassis ', '35,6 %', ' : eau', 'purée de cassis ', '22,5 %', 'sucre', 'jus de cassis à base de concentré ', '18,6 %', 'sirop de glucose de blé', 'arôme naturel de cassis', 'stabilisants : gomme xanthane - gomme guar', 'protéines de pois hydrolysées', 'acidifiant : acide citrique', '\r Cornet biscuit ', '16,7 %', ' : farine de blé', 'sucre', 'matière grasse végétale de noix de coco non hydrogénée', 'émulsifiant : lécithine de soja', 'colorant : caramel ordinaire', 'poudre à lever : carbonates de magnésium', '\r Enrobage au cacao maigre ', '7,6 %', ' : matière grasse végétale de noix de coco non hydrogénée', 'sucre', 'cacao maigre en poudre ', '11 %', 'huile végétale de colza non hydrogénée', 'émulsifiant : lécithine de soja', '\r Sauce aux fruits rouges ', '4,5 %', ' : sirop de glucose-fructose de blé et/ou maïs', 'purée de fruits rouges ', '30 %', ' ', 'fraises', 'framboises', 'groseilles', 'sucre', 'eau', 'amidon transformé de maïs', 'colorant : anthocyanes ', 'contient sulfites', 'acidifiant : acide citrique', 'arôme naturel', 'arôme naturel de framboises']","['E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E160 - Caroténoïdes', 'E330 - Acide citrique', 'E322i - Lécithine', 'E150a - Caramel E150a', 'E504 - Carbonates de magnésium', 'E14XX - Amidons modifiés', 'E163 - Anthocyanes']",[],4,4.9 g,en quantité modérée,3.7 g,en quantité modérée,26.7 g,en quantité élevée,0.01 g,en faible quantité,?,,207,-23%,866 kj(207 kcal),-23%,"4,9",-58%,"3,7",-58%,"38,7",+5%,"26,7",+1%,"1,4",-52%,"0,01",-93%,"0,004",-93%,4,-75%,C,-75%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Carton', 'surgelé']","['Gluten', 'Soja', 'Anhydride sulfureux et sulfites']",['France'],,['Toupargel'],,,,,,
1486,Sorbet mangue - Toupargel,3528161506096,,,['Toupargel'],,,,['France'],[],,[],,,,,,,,,,?,,128,,536 kj(128 kcal),,"0,5",,"0,1",,30,,26,,"0,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1487,4 coupes glacées Pêche Melba,3528161506140,,,,,,,['France'],[],,[],,,,,,,,,,?,,163,,682 kj(163 kcal),,5,,4,,"27,7",,"21,1",,"1,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
1488,Feuilleté glacé,3528161506263,,,,,,,['France'],[],,[],,,,,,,,,,?,,255,,1067 kj(255 kcal),,15,,11,,29,,26,,"1,4",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,
1489,Mini jésus de Lyon - Môssieur Polette - 400g,3528291001119,C,400 g,['Môssieur Polette'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",,"['FR 69.238.002', 'Saint-Symphorien-sur-Coise (Rhône, France)', 'EMB 69238I', 'Saint-Symphorien-sur-Coise (Rhône, France)']",['France'],"['Viande de porc', 'sel', 'lactose', 'dextrose de blé', 'saccharose', 'poivre', 'ail', 'E252', 'E250', 'ferments', 'boyau naturel de porc', ' 146 g de viande de porc utilisée pour 100 g de produit fini']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,30 g,en quantité élevée,12 g,en quantité élevée,1 g,en faible quantité,4.29 g,en quantité élevée,1602,-7%,?,,1602 kj(383 kcal),-5%,30,-5%,12,-2%,1,-55%,1,-27%,28,+1%,"4,293",-8%,"1,717",-8%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Plastique'],['Lait'],['France'],Saucisson sec supérieur,['Intermarché'],['France'],,,,,
