,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,packaging,ingredients_origins,manufacturing,link,markets,allergens,brand_owner,additives,nova_score,generic_name,producer_info,origin_detail
79,Traditional dry roast peanuts,5030796004277,,['France'],[],[],?,593,2481 kj(593 kcal),46,"6,2",15,"8,4",27,"0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Terrine courgette - 200g,3700625400892,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,132,552 kj(132 kcal),"5,4","0,8","16,1","6,8","3,2","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
81,Tranches de rossette,2403703013458,,['France'],[],[],?,318,1331 kj(318 kcal),22,"7,2",2,"0,5",28,"4,1","1,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,L'extra saucisson sec superieur,2688492030170,,['France'],[],[],?,353,1477 kj(353 kcal),30,10,"1,6",0,29,"6,2","2,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Pain nordique,2020018167159,,['France'],[],[],?,303,1268 kj(303 kcal),12,"1,2",37,1,"9,8","0,39","0,156",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Prunes bio,3366217569530,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Huile d'olive vierge extra clermontaise,3760053000187,,['France'],[],[],?,823,3443 kj(823 kcal),92,12,0,0,0,0,0,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",92 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-3%,-3%,-3%,-12%,,,,,,6,-1%,C,-1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
86,"Trio chou, jambon supérieur, comté",2283992018835,,['France'],[],[],?,177,741 kj(177 kcal),16,"3,5","2,2","2,1","5,2","1,4","0,56",,,"['Plats préparés', 'Salades', 'Salades composées', 'Trio chou jambon comté']",16 g,en quantité modérée,3.5 g,en quantité modérée,2.1 g,en faible quantité,1.4 g,en quantité modérée,,-4%,-4%,-4%,-3%,-13%,+14%,-2%,+7%,+7%,11,+9%,D,+9%,,,,,,,,,,,,,,,,,,,,,
87,Barra de pan sin gluten,8436018830674,['en:gluten-free'],['France'],[],[],?,376,1573 kj(376 kcal),"10,32","8,05","66,02","8,16","1,31","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,Fromage liebkost,4002468200790,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Achards de citron - Bahadourian - 90g,3500680005083,['Sans colorants'],['France'],[],[],?,122,510 kj(122 kcal),12,12,13,"8,1",1,"10,3","4,12",['Bahadourian'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,,,,,,
90,Tres Montes,8437010596711,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,artichaut en tranches,8015312775500,"['Végétarien', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,92,385 kj(92 kcal),"6,8",1,"3,1","2,6","2,3","0,59","0,236",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Olives vertes cassées à la tunisienne,0204036014561,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Cotes de Millau,3760057730042,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Samosa chevre,0201856037398,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,100% Jus de Pomme Bio,,"['Bio', 'Bio européen', 'FR-BIO-10', 'FR-BIO-16', 'AB Agriculture Biologique']",['France'],[],[],?,51,213 kj(51 kcal),"0,5","0,1","10,9","10,9","1,4","0,04","0,016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,coca cola cherry,8449662444500,,['France'],[],[],?,43,180 kj(43 kcal),0,0,"10,7","10,7",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2 BAVETTES D'ALOYAU***,0290121047569,,['France'],[],[],?,?,,?,,?,,?,,,,,"['Viandes', 'Bœuf', ""Bavette d'aloyau de boeuf""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Ribs - La Hacienda del Iberico,2301564002980,,['France'],[],[],?,320,1339 kj(320 kcal),29,11,0,0,15,13,"5,2",['La Hacienda del Iberico'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Asadillo,8436559210041,,['France'],[],[],?,95,397 kj(95 kcal),"6,57","0,91","8,47","6,23","1,58","1,31","0,524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,Tarama - Auchan - 200g,3596710468072,,['France'],[],[],?,571,2389 kj(571 kcal),59,"4,2","4,7","0,5","5,2","1,1","0,44",['Auchan'],B,"['Produits de la mer', 'Produits à tartiner', 'Produits à tartiner salés', 'Taramas']",59 g,en quantité élevée,4.2 g,en quantité modérée,0.5 g,en faible quantité,1.1 g,en quantité modérée,,+12%,+12%,+16%,-0%,+8%,-8%,-28%,-34%,-34%,15,-8%,D,-8%,66.5%,16.2%,6.9%,6.0%,3.5%,0.9%,82,200 g,,,,,,['Auchan'],,,,,,,
101,Steinhauer Eingelegte Tomaten Ohne Essig,4030011500608,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Poulet fermier du sud ouest,2237054051896,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Fromage - Leerdammer,0285385024203,,['France'],[],[],?,356,1490 kj(356 kcal),"27,5","18,5","0,5","0,5",27,"1,5","0,6",['Leerdammer'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,Fior di capra,2416324050849,,['France'],[],[],?,364,1523 kj(364 kcal),31,19,"2,3","0,5",19,"2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Erawan Rice Stick (L 5MM) 375GM,0055104001156,,['France'],[],[],?,358,1498 kj(358 kcal),"1,1","0,6",79,0,"7,5",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Daddy cassonade pure canne,3165433651704,,['France'],[],[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,['Daddy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Skinny Protein - 15g,8718868809148,,['France'],[],[],?,354,1481 kj(354 kcal),"5,9","0,9","9,7","1,5","61,6","0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15 g,,,,,,,,,,,,,
108,Vietnamcacao darkchocolate,8938501634443,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Howe Nürnberger Rostbratwurst,50810,,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['HoWe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['packung(en)'],,,,,,,,,,,
110,"Carpaccio de truite, marinade huile d'olive citron et basilic",3254563220598,,['France'],[],[],?,228,954 kj(228 kcal),17,"2,5","0,6","0,5",18,"0,63","0,252",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Verde maki boeuf,3760278207262,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Café royal lungo forte,7617014184621,,['France'],[],[],?,?,,?,,?,,?,,,['Café Royal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Saucisson hache gros vpf,3330181901368,['IGP'],['France'],[],[],?,405,1695 kj(405 kcal),"33,3",13,"1,1","0,7","25,3","4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,2 saucisses de porc,2867100019688,"['Sans colorants', 'Sans conservateurs']",['France'],[],[],?,199,833 kj(199 kcal),14,"5,7","0,3","0,3",17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Café del trópico molido natural de cultivo sostenible - Bonka,7613036081474,,['France'],[],[],?,?,,?,,?,,?,,,['Bonka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Haut cuisse de poulet,0215543022246,,['France'],[],[],?,180,753 kj(180 kcal),12,"3,2",0,0,18,"0,21","0,084",,D,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",12 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,0.21 g,en faible quantité,,-6%,-6%,-3%,-4%,-100%,-100%,-2%,-72%,-72%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
117,Eclair panache,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Le Jardais,8359130505131,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Vin monterio 2018,8412048952074,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Sweet belette,3760274740091,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Biscuits à l'epautre,0858860001558,,['France'],[],[],?,500,2092 kj(500 kcal),15,0,70,20,10,"0,375","0,15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Carmen - 200g,8437001301751,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,,,,
123,Vina palihnić rose placac,3859892911232,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Terrine d escargots à la persillade - Conserverie des Saveurs,3389090013785,,['France'],[],[],?,193,808 kj(193 kcal),14,"5,7","2,6","0,5",14,"1,7","0,68",['Conserverie des Saveurs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Moelleux saumon chèvre - Sapresti,3287390076137,,['France'],[],[],?,237,992 kj(237 kcal),14,9,14,"2,4",13,"1,8","0,72",['Sapresti'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Jamon serrano  chiffonnade,8425545254206,,['France'],[],[],?,1060,4435 kj(1060 kcal),16,"5,7","0,5","0,5",27,"3,2","1,28",,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",16 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,3.2 g,en quantité élevée,,+344%,+344%,+27%,+22%,-30%,+12%,-11%,-32%,-32%,25,+52%,E,+52%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,,,,
127,8480013124382,8480013124382,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,La Moutarde d'Orléans,3165356395822,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,7426891693894,7426891693894,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Tripoux d'auvergne,3216130000033,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Bande de flan,0202500027888,,['France'],[],[],?,205,858 kj(205 kcal),8,"4,9",30,19,"3,3","0,22","0,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Hilcona,7610227885514,,['France'],[],[],?,?,,?,,?,,?,,,['Hilcona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Apéro chic,3760023341807,,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Melange griallades viandes,3770011354856,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Tome de savoie,0209398021455,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de Savoie']",,,,,,,,,,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,
136,0637913226496,0637913226496,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Excelent barre proteine amande pistache,8594073176561,,['France'],[],[],?,426,1782 kj(426 kcal),17,"9,9","43,7","28,6","23,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Terine Auvergnate au jambon de pays - Le Père Jean - 90g,3357149634519,,['France'],[],[],?,189,791 kj(189 kcal),"15,9","6,1","1,9","0,3","11,7","2,2","0,88",['Le Père Jean'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90 g,,,,,,,,,,,,,
139,Deanston 12yr Old Malt Fudge,5060327070372,['en:gluten-free'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Huile d'olive vierge extra - L'Oulibo,3548670002940,,['France'],[],[],?,899,3761 kj(899 kcal),100,14,0,0,0,0,0,"[""L'Oulibo""]",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
141,Paté de canard vallegrain,3467980280001,,['France'],[],[],?,378,1582 kj(378 kcal),36,14,"0,8","0,6",12,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Soupe mixte déshydratée,6927555711547,,['France'],[],[],?,111,464 kj(111 kcal),"0,9",0,"16,7",0,"8,9","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Tropicana essentiels,53559494,['Sans sucre ajouté'],['France'],[],[],?,46,192 kj(46 kcal),0,0,11,"9,7","0,4",0,0,['Tropicana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Lait d'amande sans sucre ajoutee,13016639,['Sans sucre ajouté'],['France'],[],[],?,25,105 kj(25 kcal),"1,7","0,2","1,6","0,1","0,7","0,05","0,02",,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",1.7 g,en quantité modérée,0.2 g,en faible quantité,0.1 g,en faible quantité,0.05 g,en faible quantité,,-34%,-34%,-20%,-19%,-57%,-96%,-19%,-43%,-43%,0,-100%,B,-100%,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,,,,,,,,
145,Huile d'olive extra vierge -,8412594065853,"['Bio', 'Bio européen', 'ES-ECO-020-CV']",['France'],[],[],3700,900,3700 kj(900 kcal),100,13,0,0,0,0,0,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra"", 'en:Huile d’Olive vierge Extra']",100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+4%,+6%,+4%,+5%,-5%,,,,,,6,-1%,C,-1%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,,,,,,,
146,Chocolatine pur beurre,3218300000027,,['France'],[],[],?,500,2092 kj(500 kcal),29,19,51,15,"8,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Graines de courge,2218437031490,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Moutarde aux noix,3760150529536,,['France'],[],[],?,?,,?,,?,,?,,,,B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes au noix']",,,,,,,,,,,,,,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,,,,,,,
149,La Beenouze,3760137850325,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Velouté - Danone - 1kg,44244613,,['France'],[],[],?,300,1255 kj(300 kcal),3,2,6,6,4,0,0,['Danone'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,
151,Alubia extra cocida al natural ecológica - El Corte Ingles,8433329079686,['Bio'],['France'],[],[],?,100,418 kj(100 kcal),"0,5","0,1","16,7","1,1","7,1","1,1","0,44",['El Corte Ingles'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Bière paysane,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Bio yogur de cabra desnatado - El Corte Ingles,8433329096966,['Bio'],"['France', 'Espagne']",[],[],?,37,155 kj(37 kcal),"0,5",0,5,3,4,"0,1","0,04",['El Corte Ingles'],,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",0.5 g,en faible quantité,0 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,,-60%,-60%,-85%,-100%,-55%,-70%,+6%,-13%,-13%,-2,-165%,A,-165%,,,,,,,,,,,,,,,,,,,,,
154,Terrine de Campagne au Maroilles - 180g,3525162195182,,['France'],[],[],?,321,1343 kj(321 kcal),27,11,"1,9","0,8",17,"1,8","0,72",,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",27 g,en quantité élevée,11 g,en quantité élevée,0.8 g,en faible quantité,1.8 g,en quantité élevée,,-1%,-1%,-5%,+2%,-17%,-8%,+21%,+12%,+12%,21,+8%,E,+8%,,,,,,,,180 g,,,,,,,,,,,,,
155,sunsilk,6192000752950,,['France'],['NOUVEAU2 am 1sunsilkCO-CREA7 ONSSOLUTIONANTI-PELLICULAIREcoFana35NUTRI DPIO'],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Pâte de campagne au piment vert -,8437002430177,['Sans colorants'],"['France', 'Espagne']",[],[],?,279,1167 kj(279 kcal),"23,3","9,5","1,08","1,08","11,3","1,55","0,62",,D,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Pâté', 'Pâtés de porc', 'Pâtés de foie de porc']",23.3 g,en quantité élevée,9.5 g,en quantité élevée,1.08 g,en faible quantité,1.55 g,en quantité élevée,,-10%,-10%,-16%,-10%,-49%,+55%,0%,+6%,+6%,18,-3%,D,-3%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,
157,Cacao soluble - Aliada,8433329088442,,"['France', 'Espagne']",[],[],?,371,1552 kj(371 kcal),"2,8","1,7",76,67,"6,4","0,04","0,016",['Aliada'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",2.8 g,en faible quantité,1.7 g,en quantité modérée,67 g,en quantité élevée,0.04 g,en faible quantité,,-29%,-29%,-91%,-90%,+42%,+42%,+4%,-80%,-80%,15,-38%,D,-38%,,,,,,,,,,,,,,,,,,,,,
158,Pasteque,2868555011418,['Sans conservateurs'],['France'],[],[],?,30,126 kj(30 kcal),"0,2",0,8,6,"0,6","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Galettes Charentaises - DV SAS,3663350071952,,['France'],[],[],?,382,1598 kj(382 kcal),13,"8,6",57,21,"7,9","0,99","0,396",['DV SAS'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Natilla Vainilla - celgan - 2x 130g,84145499,,"['France', 'Espagne']",[],[],?,109,456 kj(109 kcal),"3,3","2,2","16,5",15,"3,3","0,2","0,08",['Celgan'],,['es:Natillas'],3.3 g,en quantité modérée,2.2 g,en quantité modérée,15 g,en quantité élevée,0.2 g,en faible quantité,,,,,,,,,,,4,,C,,,,,,,,,2 x 130 g,,,,,,,,,,,,,
161,Cookies - Monbana,3474340025974,,['France'],[],[],?,486,2033 kj(486 kcal),28,"12,8",51,31,6,"0,8","0,32",['Monbana'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Galletas Canela 180G Biogredos - 180g,8437003535178,,['France'],[],[],?,467,1954 kj(467 kcal),"20,1","2,9","59,8","18,7","8,9","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,,,,,,
163,Poulet à griller à la portugaise,0217466052805,,['France'],[],[],?,188,787 kj(188 kcal),12,"3,2","0,01","0,01",20,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,thé vert - Lipton,7775838583997,,['France'],[],[],?,4,17 kj(4 kcal),0,0,"0,5","0,5","0,5",0,0,['Lipton'],B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,-67%,-65%,-100%,-100%,-78%,-59%,+138%,-100%,-100%,2,-52%,C,-52%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,
165,Masalchi,3760022904164,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,['Masalchi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Lapin chocolaté décoré à la main - Jacquot,00739788,,['France'],[],[],?,552,2310 kj(552 kcal),33,20,56,55,"6,5","0,15","0,06",['Jacquot'],,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Moulages en chocolat', 'Aliments de Pâques', 'Lapins en chocolat']",33 g,en quantité élevée,20 g,en quantité élevée,55 g,en quantité élevée,0.15 g,en faible quantité,,-0%,0%,-4%,-4%,+4%,+5%,-0%,-23%,-23%,26,-1%,E,-1%,,,,,,,,,,,,,,,,,,,,,
167,Echalion Fines Saveurs filet de 500g calibre 30/50 France,3521230087113,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Confiture d'orange - Domaine Orsini,3330790003385,,['France'],[],[],?,?,,?,,?,,?,,,['Domaine Orsini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Abricots brund n°1Etik &bio,9990000016938,['Bio'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Chewing gum sans sucre black fresh,7622210165091,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Mini beignet choc hyper U,,,['France'],[],[],?,438,1833 kj(438 kcal),23,"2,8",51,19,"5,8","0,96","0,384",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Krounchy Nature V,3421557108617,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Aiguillette de poulet marinées tomates origan - Maître Coq,0215711016077,,['France'],[],[],?,107,448 kj(107 kcal),"1,5","0,5","1,1","0,6",22,"0,63","0,252",['Maître Coq'],D,"['Viandes', 'Volailles', 'Poulets', 'Aiguillettes de poulet']",1.5 g,en faible quantité,0.5 g,en faible quantité,0.6 g,en faible quantité,0.63 g,en quantité modérée,,-15%,-15%,-19%,+5%,+22%,+101%,-3%,+44%,+44%,-2,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
174,Reglisse,3360101820103,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
