,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,traceability_code,packaging,ingredients_origins,manufacturing,link,markets,allergens,brand_owner,additives,nova_score,generic_name,producer_info,origin_detail
0,sirop de merisier,18724800091,['en:gluten-free'],['France'],[],[],?,333,1393 kj(333 kcal),0,0,50,40,0,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Saucisson de cheval,2265141025451,,['France'],[],[],?,265,1109 kj(265 kcal),20,"7,5",8,"1,3",13,"2,3","0,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,En-cas d'apero - Valette,3598960035776,"['Fabriqué en France', 'Triman']",['France'],[],[],?,288,1205 kj(288 kcal),25,"8,3","3,3","0,5","12,3","1,7","0,68",['Valette'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Filet de poulet,2487391033196,,['France'],[],[],?,108,452 kj(108 kcal),"1,8","0,5","0,5","0,5",23,"0,13","0,052",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",1.8 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en faible quantité,0.13 g,en faible quantité,,-18%,-17%,-38%,-33%,+4%,+106%,+1%,-83%,-83%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
4,10341072190001800,10341072190001800,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Monin Carrot,3052911315640,,['France'],[],[],?,315,1318 kj(315 kcal),"0,1",0,76,"64,4","0,6","0,1","0,04",['Monin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Graines de courges premium bio,2205930012408,['Bio'],['France'],[],[],?,557,2330 kj(557 kcal),"43,9","8,7","13,9",1,"24,5","0,04","0,016",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines', 'Produits de la plante de courge', 'Graines de courge et dérivés', 'Graines de courge']",43.9 g,en quantité élevée,8.7 g,en quantité élevée,1 g,en faible quantité,0.04 g,en faible quantité,,-2%,-2%,-1%,+15%,+71%,-15%,-18%,-92%,-92%,14,+32%,D,+32%,,,,,,,,,,,,,,,,,,,,,
7,Brochette de dinde,2651736086134,['Halal'],['France'],[],[],?,120,502 kj(120 kcal),"4,8","1,7","0,5","0,5",19,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Viande kebab boeuf,9120054460801,,['France'],[],[],?,302,1264 kj(302 kcal),24,9,"8,5","0,3","12,8","1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Chicken nuggets,7894904218929,,['France'],[],[],?,255,1067 kj(255 kcal),12,"3,4",16,"0,7",13,"0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,ÉTOILES FOUREES FRUITS - Louis Le Goff,3281130002295,,['France'],[],[],?,413,1728 kj(413 kcal),16,10,60,39,"5,5","1,5","0,6",['Louis Le Goff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Tourteau de noix - 500g,3700496320305,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,,,,
12,Magret de Canard du Sud-Ouest,0219007042245,['IGP'],['France'],[],[],?,?,,?,,?,,?,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,,,,,,,,,,,,,,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,
13,Banderillas dulces enteras,8425758012389,,['France'],[],[],?,139,582 kj(139 kcal),"2,6","0,49","2,8","0,24","1,1","3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Filet mignon fumé au piment d'espelette,2243746023355,,['France'],[],[],?,93,389 kj(93 kcal),"1,5","0,5","1,1","0,7",19,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Mélange de raisins,2600708018833,,['France'],[],[],?,307,1284 kj(307 kcal),"0,5","0,1",77,52,"0,02","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Baguette épautre - 250g,3289669132209,,['France'],[],[],?,295,1234 kj(295 kcal),"1,5","0,3",59,"2,2",10,"2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
17,Saucisse sèche,3279559000329,['en:gluten-free'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Cervelas choix,2703348865741,,['France'],[],[],?,261,1092 kj(261 kcal),23,"8,1","1,5",1,12,"2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 44180', 'Saint-Mars-la-Jaille (Loire-Atlantique, France)']",,,,,,,,,,,,
19,Sirop de fraise Bio - Gilbert,3439495406047,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,,?,,?,,?,,,['Gilbert'],B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de fraise']",,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,,,
20,Moutarde bio saveur framboise & hibiscus,3700238375167,['Bio'],['France'],[],[],?,186,778 kj(186 kcal),"12,8",1,"12,7","7,3","6,9",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Grand Barrail Larose,3439495507690,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Merguez,2241068061796,,['France'],[],[],?,299,1251 kj(299 kcal),26,13,"3,3","1,9",12,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['EMB 45147', 'Fleury-les-Aubrais (Loiret, France)']",,,,,,,,,,,,
23,Floc de gascogne de castelfort,3241850004078,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Escalope a la milanaise,2431641016606,,['France'],[],[],?,121,506 kj(121 kcal),"0,8",0,"5,8","1,9",22,"0,7","0,28",,D,"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",0.8 g,en faible quantité,0 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,,-8%,-8%,-49%,-100%,-15%,+3%,+3%,-22%,-22%,-1,-246%,A,-246%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,,,,,,,
25,Cacahuete frito con miel - superSol,8430803035503,,['France'],[],[],?,592,2477 kj(592 kcal),44,"6,1",25,21,23,"0,7","0,28",['superSol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Thé de sarrasin grillé - Wang Korea - 300g,0087703176799,,['France'],[],[],?,10,42 kj(10 kcal),0,0,3,0,0,0,0,['Wang Korea'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300 g,,,,,,,,,,,,,
27,Salombo chocolat,0202056020333,,['France'],[],[],?,249,1042 kj(249 kcal),12,"2,2",32,22,"3,3","0,36","0,144",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Cucumber relish,5391508820135,,['France'],[],[],?,85,356 kj(85 kcal),"0,1","0,1","20,1",18,"0,6","0,25","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Aux vrais macarons de Commercy,3760225400012,,['France'],[],[],?,?,,?,,?,,?,,,,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,,,,,,,,,,,,,,,,,,,,,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,,,,,,,,,,,,
30,Taboulé Parfumé Tipiak,2600964305159,['Fabriqué en France'],['France'],[],[],?,372,1556 kj(372 kcal),"4,4","0,7",67,"5,7",13,"2,6","1,04",['Tipiak'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Paese Lonzo Ile de Beauté,0266132074658,,['France'],[],[],?,222,929 kj(222 kcal),"9,4","3,8","0,8","0,4",34,6,"2,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FR 2B.332.001 CE'],,,,,,,,,,,,
32,Galettes de blé noir - 270g,3448040101108,"['Bio', 'Sans conservateurs']",['France'],[],[],?,168,703 kj(168 kcal),"1,3","0,2","32,2","0,7","5,3","1,2","0,48",,B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",1.3 g,en faible quantité,0.2 g,en faible quantité,0.7 g,en faible quantité,1.2 g,en quantité modérée,,-5%,-5%,-67%,-87%,+18%,-2%,-22%,-9%,-9%,4,-22%,C,-22%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,270 g,,,,,,,,,,,,,
33,Glaces Artisanales Corses Speculoos,3770011774043,,['France'],[],[],?,220,920 kj(220 kcal),"8,79","5,99","31,5","26,7","2,96","0,145","0,058",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Charbon alimentaire - Carbo Grill,4056489024071,,['France'],[],[],?,580,2427 kj(580 kcal),40,10,8,7,3,10,4,['Carbo Grill'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['FSC-C111735'],,,,,,,,,,,,
35,Sirop de mure,3352681215486,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Ensaladas conchitas con tomate y espinacas - Gallo,8410069015853,,['France'],[],[],?,344,1439 kj(344 kcal),2,"0,5",67,4,12,"0,05","0,02",['Gallo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Confit de canard,3532820000986,,['France'],[],[],?,910,3807 kj(910 kcal),"10,5","4,8",0,0,"30,7","2,36","0,944",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Ace,3900167230845,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Gaspacho,3760280470784,,['France'],[],[],?,49,205 kj(49 kcal),4,"0,6",2,2,"0,7","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Pêche blanche plate cat 1,8431453110879,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Batido fórmula 1 chicolat alimento equilibrado - Herbalife - 550gr,16856832,"['Bio', 'Bio européen', 'NL-BIO-01', 'it:Herbalife']","['France', 'Italie', 'Mexique', 'Espagne', 'États-Unis', 'en:Argentina - Español', 'en:Armenia - Pyсский', 'en:Aruba - Español', 'en:Asia Pacific', 'en:Australia - English', 'en:Austria - Deutsch', 'en:Azerbaijan - Русский', 'en:Belarus - Pyсский', 'en:Belgium - Français', 'en:Belgium - Nederlands', 'en:Bolivia - Español', 'en:Bosnia i Hercegovina - Bosnian', 'en:Botswana - English', 'en:Brazil - Português', 'en:Bulgaria - български', 'en:Cambodia - English', 'en:Cambodia - ភាសាខ្មែរ', 'en:Canada - English', 'en:Canada - Français', 'en:Chile - Español', 'en:China - 中文', 'en:Colombia - Español', 'en:Costa Rica - Español', 'en:Croatia - Hrvatski', 'en:Cyprus - Ελληνικά', 'en:Czech Republic - Čeština', 'en:Denmark - Dansk', 'en:Ecuador - Español', 'en:El Salvador - Español', 'en:Estonia - Eesti', 'en:Europe', 'en:Finland - Suomi', 'en:France - Français', 'en:Georgia - ქართული', 'en:Germany - Deutsch', 'en:Ghana - English', 'en:Greece - Ελληνικά', 'en:Guatemala - Español', 'en:Honduras - Español', 'en:Hong Kong - 粵語', 'en:Hungary - Magyar', 'en:Iceland - Íslenska', 'en:India - English', 'en:Indonesia - Bahasa Indonesia', 'en:Ireland - English', 'en:Israel - עברית', 'en:Italy - Italiano', 'en:Jamaica - English', 'en:Japan - 日本語', 'en:Kazakhstan - Pyсский', 'en:Korea - 한국어', 'en:Kyrgyzstan - Русский', 'en:Latvia - Latviešu', 'en:Lebanon - English', 'en:Lesotho - English', 'en:Lithuania - lietuvių', 'en:Macau - 中文', 'en:Malaysia - Bahasa Melayu', 'en:Malaysia - English', 'en:Malaysia - 中文', 'en:Mexico - Español', 'en:Middle East & Africa', 'en:Moldova - Român', 'en:Mongolia - Монгол хэл', 'en:Namibia - English', 'en:Netherlands - Nederlands', 'en:New Zealand - English', 'en:Nicaragua - Español', 'en:North Macedonia - македонски јазик', 'en:Norway - Norsk', 'en:Panamá - Español', 'en:Paraguay - Español', 'en:Perú - Español', 'en:Philippines - English', 'en:Poland - Polski', 'en:Portugal - Português', 'en:Puerto Rico - Español', 'en:República Dominicana - Español', 'en:Romania - Română', 'en:Russia - Русский', 'en:Serbia - Srpski', 'en:Singapore - English', 'en:Slovak Republic - Slovenčina', 'en:Slovenia - Slovene', 'en:South Africa -English', 'en:Spain - Español', 'en:Swaziland - English', 'en:Sweden - Svenska', 'en:Switzerland - Deutsch', 'en:Switzerland - Français', 'en:Taiwan - 中文', 'en:Thailand - ไทย', 'en:Trinidad & Tobago - English', 'en:Turkey - Türkçe', 'en:Ukraine - Yкраї́нська', 'en:United Kingdom - English', 'en:United States - English', 'en:United States - Español', 'en:Uruguay - Español', 'en:Venezuela - Español', 'en:Vietnam - Tiếng Việt', 'en:Zambia - English']",[],[],1583,376,1583 kj(376 kcal),"9,6","2,7",33,30,35,"1,3","0,52",['Herbalife'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550 gr,['CE'],['Barattolo'],['es:mondo'],"['Italia', 'Argentina - Español', 'Aruba - Español', 'Bolivia - Español', 'Brazil - Português', 'Canada - English', 'Canada - Français', 'Chile - Español', 'Colombia - Español', 'Costa Rica - Español', 'Ecuador - Español', 'El Salvador - Español', 'Guatemala - Español', 'Honduras - Español', 'Jamaica - English', 'Mexico - Español', 'Nicaragua - Español', 'Panamá - Español', 'Paraguay - Español', 'Perú - Español', 'Puerto Rico - Español', 'República Dominicana - Español', 'Trinidad & Tobago - English', 'United States - English', 'United States - Español', 'Uruguay - Español', 'Venezuela - Español', 'Europe', 'Armenia - Pyсский', 'Austria - Deutsch', 'Azerbaijan - Русский', 'Belarus - Pyсский', 'Belgium - Français', 'Belgium - Nederlands', 'Bosnia i Hercegovina - Bosnian', 'Bulgaria - български', 'Croatia - Hrvatski', 'Cyprus - Ελληνικά', 'Czech Republic - Čeština', 'Denmark - Dansk', 'Estonia - Eesti', 'Finland - Suomi', 'France - Français', 'Georgia - ქართული', 'Germany - Deutsch', 'Greece - Ελληνικά', 'Hungary - Magyar', 'Iceland - Íslenska', 'Ireland - English', 'Italy - Italiano', 'Kazakhstan - Pyсский', 'Kyrgyzstan - Русский', 'Latvia - Latviešu', 'Lithuania - lietuvių', 'Moldova - Român', 'Mongolia - Монгол хэл', 'Netherlands - Nederlands', 'North Macedonia - македонски јазик', 'Norway - Norsk', 'Poland - Polski', 'Portugal - Português', 'Romania - Română', 'Russia - Русский', 'Serbia - Srpski', 'Slovak Republic - Slovenčina', 'Slovenia - Slovene', 'Spain - Español', 'Sweden - Svenska', 'Switzerland - Deutsch', 'Switzerland - Français', 'Ukraine - Yкраї́нська', 'United Kingdom - English', 'Middle East & Africa', 'Botswana - English', 'Ghana - English', 'Israel - עברית', 'Lebanon - English', 'Lesotho - English', 'Namibia - English', 'South Africa -English', 'Swaziland - English', 'Turkey - Türkçe', 'Zambia - English', 'Asia Pacific', 'Australia - English', 'Cambodia - English', 'Cambodia - ភាសាខ្មែរ', 'China - 中文', 'Hong Kong - 粵語', 'India - English', 'Indonesia - Bahasa Indonesia', 'Japan - 日本語', 'Korea - 한국어', 'Macau - 中文', 'Malaysia - Bahasa Melayu', 'Malaysia - English', 'Malaysia - 中文', 'New Zealand - English', 'Philippines - English', 'Singapore - English', 'Taiwan - 中文', 'Thailand - ไทย', 'Vietnam - Tiếng Việt']",https://supplements-online.ecwid.com/United-States-English-Instructions-for-discounts-on-herbalife-products-p210923881,['https://stefania.goherbalife.com/Catalog/Home/Index/es-US/'],"['Lait', 'Soja']",,,,,,
42,Nouille au thé vert - 640g,0087703221420,,['France'],[],[],?,270,1130 kj(270 kcal),2,0,53,0,11,"0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640 g,,,,,,,,,,,,,
43,Baies de goji sechees naturelles,0204020003427,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Cóctel de aperitivos fritos bolsa 100 g - El Corte Inglés,8433329068307,,['France'],[],[],?,466,1950 kj(466 kcal),23,"2,5",56,"2,5","3,6","2,2","0,88",['El Corte Inglés'],,"['Snacks', 'Snacks salés', 'Apéritif']",23 g,en quantité élevée,2.5 g,en quantité modérée,2.5 g,en faible quantité,2.2 g,en quantité élevée,,-0%,-1%,-5%,-39%,+9%,-20%,-53%,+41%,+41%,16,+26%,D,+26%,,,,,,,,,,,,,,,,,,,,,
45,125 G-postre Lácteo,4014500504643,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Coco des campagnes - 100g,3760104371921,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,
47,Pain nordique,2760000023161,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Briochette aux pépites de chocolat,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Confiture Artisanale d'Aubel - Mûres,5414271150725,,['France'],[],[],?,242,1013 kj(242 kcal),"0,2","0,01","59,7",50,"0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Berlingots nantais - La Trinitaine - 250g,3260260212453,['Fabriqué en France'],['France'],[],[],?,396,1657 kj(396 kcal),0,0,97,65,0,0,0,['La Trinitaine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
51,Pain au chocolat,0203436010821,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Saucisson sec,3760090674969,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,499,2088 kj(499 kcal),40,17,"1,6","1,6",33,"4,9","1,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Cocktail de produits de la mer,3265221395190,,['France'],[],[],?,74,310 kj(74 kcal),"2,8","0,84","0,1",0,"12,3","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Banderillas picantes - Coaliment - 330g,8413176911940,,['France'],[],[],?,29,121 kj(29 kcal),"1,5","0,4","1,7",1,"1,5","3,1","1,24",['Coaliment'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330 g,,['Bocal'],,,,,,,,,,,
55,Confiture châtaigne et amande - Domaine Orsini - 250g,3330790007345,['Point Vert'],['France'],[],[],?,277,1159 kj(277 kcal),"2,9","0,1",61,39,2,"0,01","0,004",['Domaine Orsini'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,
56,Confiture extra de fraises,3574311174141,['Fabriqué en France'],['France'],[],[],?,237,992 kj(237 kcal),"0,1","0,1",58,52,"0,1","0,02","0,008",,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",0.1 g,en faible quantité,0.1 g,en faible quantité,52 g,en quantité élevée,0.02 g,en faible quantité,,+9%,+9%,-59%,+122%,+9%,+3%,-77%,-12%,-12%,7,-20%,C,-20%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
57,VeganBar,8054956341498,"['Végétarien', 'Végétalien', 'en:palm-oil-free']",['France'],[],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,352,1473 kj(352 kcal),"7,7","3,1",48,19,30,"0,94","0,376",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Jus Carotte Orange Pomme,5202178003417,,['France'],[],[],?,53,222 kj(53 kcal),"0,1",0,"12,8","12,5","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Foutain the vert,8004990148522,,['France'],[],[],?,333,1393 kj(333 kcal),"0,01","0,01",83,"75,6","0,3","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Jus de pomme - Helior,00005333,,['France'],[],[],?,43,180 kj(43 kcal),"0,5",0,10,"9,7","0,5","0,03","0,012",['Helior'],C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pomme']",0.5 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0.03 g,en faible quantité,,-7%,-6%,+205%,-100%,-8%,-6%,+135%,+175%,+175%,3,-27%,C,-27%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,,,,,,,,,,,,
61,Froosh,7350020720505,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Miel de bruyère Erica,3572250011152,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pâte à tartiner chocolat - Malakoff,3760273080808,,['France'],[],[],?,?,,?,,?,,?,,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Fruits déshydratés,2601012013712,,['France'],[],[],?,356,1490 kj(356 kcal),0,0,"88,3","68,3","0,7","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Morceaux de poulet rôtis,3266980000387,,['France'],[],[],?,113,473 kj(113 kcal),2,"0,5","0,8","0,8",23,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Crêpe au Rhum Vanille - Le Comptoir de Mathilde,3700961305509,,['France'],[],[],?,249,1042 kj(249 kcal),"3,4",1,51,40,"3,5","0,3","0,12",['Le Comptoir de Mathilde'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Bernadette de lovernette Ananas Vanille Romarin - François Pralus,3760085322110,,['France'],[],[],?,202,845 kj(202 kcal),0,0,49,42,"0,6","0,02","0,008",['François Pralus'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Ice Tea,3608330300998,,['France'],[],[],?,23,96 kj(23 kcal),0,0,"5,7","5,5","0,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Jus de raisin,2250396414334,,['France'],[],[],?,66,276 kj(66 kcal),"0,3","0,1","16,1","14,8","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Galettes de blé noir,3700754712590,,['France'],[],[],?,445,1862 kj(445 kcal),"21,3","16,9","57,5","24,8","5,4","1,1","0,44",,B,"['Crêpes et galettes', 'Galettes', 'Galettes de blé noir']",21.3 g,en quantité élevée,16.9 g,en quantité élevée,24.8 g,en quantité élevée,1.1 g,en quantité modérée,,+151%,+151%,+448%,+963%,+111%,+3359%,-21%,-17%,-17%,24,+366%,E,+366%,31.3%,30.2%,19.0%,10.8%,8.7%,0.0%,96,,,,,,,,,,,,,,
71,banania -,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Pain au chocolat,0203063010829,,['France'],[],[],?,437,1828 kj(437 kcal),26,18,40,12,"8,5","0,008","0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Funko aux crevettes,3700003900419,['en:palm-oil-free'],['France'],[],['Sans huile de palme'],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Raviolis à la sauce italienne halal,3760113310287,['Halal'],['France'],[],[],?,81,339 kj(81 kcal),"1,5","0,2",14,"2,2","2,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Émincé de volaille crème champignon,0211098041923,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Haricots rouges aux poivrons rouges,3022820421022,,['France'],[],[],?,69,289 kj(69 kcal),"0,4","0,1","9,5","1,1","4,6","0,72","0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Strawberry & Vanilla - Whittard,5022032133544,,['France'],[],[],?,?,,?,,?,,?,,,['Whittard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Amandes,3664037004027,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien']",['France'],[],"['Végétalien', 'Végétarien']",?,634,2653 kj(634 kcal),"53,4",4,"1,5","1,1","25,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
