,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,labels,ingredients_origins,manufacturing,traceability_code,link,producer_info,palm_ingredients,origin_detail,brand_owner
1019,Asperges blanches grosses - Notre Jardin - 320g,3564700008775,C,,320 g,"['Bocal', 'Verre']","['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Légumes tiges', 'Asperges', 'Aliments à base de plantes frais', 'Légumes frais', 'Asperges blanches']",['Leclerc'],['France'],"['Asperges blanches', 'eau', 'sel', 'acidifiant : acide citrique']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0.5 g,en faible quantité,0.1 g,en faible quantité,2 g,en faible quantité,0.9 g,en quantité modérée,65,-2%,?,,65 kj(16 kcal),-16%,"0,5",+101%,"0,1",+199%,2,+3%,2,+71%,"1,3",-12%,"0,9",+14%,"0,36",+14%,-3,,A,,63.9%,17.1%,7.8%,4.4%,4.6%,2.3%,58,['E330 - Acide citrique'],,,['Pérou'],,,,,,,
1020,Gelée extra mûre - Mamie Douceur - 370g,3564700011195,C,,370 g,"['Bocal', 'Verre', 'Couvercle', 'Métal', 'bocal verre']","['Mamie Douceur', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Gelées de fruits', 'Gelées de mûres']",['Leclerc'],['France'],"['Sucre', 'jus de mûres à base de concentré', 'gélifiant : pectines', 'acidifiant : acide citrique', '\rPréparée avec 50g de fruits pour 100g de produit fini']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,1054,,?,,1054 kj(252 kcal),+3%,"0,5",+47%,"0,1",+32%,62,+5%,59,+3%,"0,5",+12%,0,-100%,0,-100%,12,+3%,D,+3%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,"['E440 - Pectines', 'E330 - Acide citrique']",,,,,,,,,,
1021,Gâteaux de riz - Marque Repère - 4x 100g,3564700031131,,Spécialité laitière à base de riz sur lit de caramel,4 x 100 g,['Frais'],"['Marque Repère', 'Délisse']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Gâteaux de riz']",['Leclerc'],['France'],"['Lait entier ', 'origine : France', ' 61% ', ' sucre ', ' riz 9,7% ', ' oeufs entiers frais 7% ', ' caramel aromatique 6', '4% ', 'eau', 'sucre', 'sirop de glucose-fructose', ' ', ' arôme ', ' épaississants : pectines', 'gomme xanthane ', ' amidon modifié de maïs ', ' colorants : rocou', 'curcumine ', ' sel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,3 g,en quantité modérée,1.6 g,en quantité modérée,17 g,en quantité élevée,0.1 g,en faible quantité,635,+4%,?,,635 kj(152 kcal),+3%,3,-2%,"1,6",-5%,27,+8%,17,+5%,"3,8",+14%,"0,1",-4%,"0,04",-4%,3,-20%,C,-20%,,,,,,,,"['E440 - Pectines', 'E415 - Gomme xanthane', 'E14XX - Amidons modifiés', 'E160b - Rocou', 'E100 - Curcumine']","['Œufs', 'Lait']",,,,,,,,,
1022,Café soluble aggloméré - Plantation - 200g,3564700087657,,,200 g,,"['Plantation', 'Marque Repère']","['Boissons', 'Boissons sans alcool']",['Leclerc'],['France'],['café soluble aggloméré'],[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.4 g,en quantité modérée,1193,+563%,?,,1193 kj(285 kcal),+614%,0,-100%,0,-100%,34,+293%,0,-100%,23,+9988%,"0,4",+1823%,"0,16",+1823%,6,-15%,D,-15%,,,,,,,,,,,,,,,,,,
1023,Mêlée Gourmande - Notre Jardin - 200g,3564700179390,B,Salade - Mêlée Gourmande,200 g,"['Sachet', 'Plastique', 'Frais']","['Notre Jardin', 'Marque Repère']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Salades', 'Aliments à base de plantes frais', 'Légumes-feuilles', 'Légumes frais', 'Salades vertes']",['Leclerc'],['France'],"['Frisée 45 % minimum', 'mâche 10 % minimum', 'chicorée rouge 10 % minimum']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.5 g,en faible quantité,0.1 g,en faible quantité,0.7 g,en faible quantité,0.1 g,en faible quantité,77,-65%,?,,77 kj(18 kcal),-66%,"0,5",-81%,"0,1",-76%,"1,9",-46%,"0,7",-42%,"1,6",-29%,"0,1",-70%,"0,04",-70%,-7,,A,,59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,['Point Vert'],,,"['EMB 29259D', 'Saint-Pol-de-Léon (Finistère, France)', 'EMB 13018D', 'Cabannes (Bouches-du-Rhône, France)']",,,,,
1024,Purée au lait - Pom lisse - 3x 125g,3564700282472,,,3 x 125 g,['Sachet'],"['Pom lisse', 'Marque Repère']",,['Leclerc'],"['France', 'États-Unis']","['Pommes de terre déshydratées 86,5 % ', ' lait entier en poudre 12,5% ', ' émulsifiant : E471 ', ' stabilisant : E450i ', ' extrait de curcuma ', ' extrait de romarin ', ' antioxydant : acide ascorbique ', ' acidifiant : acide citrique', ' Traces de sulfites']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,,,,,,,,,1537,,?,,1537 kj(367 kcal),,"3,7",,"2,7",,69,,"4,7",,"9,9",,"0,1",,"0,04",,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E100 - Curcumine', 'E392 - Extrait de romarin', 'E300 - Acide ascorbique', 'E330 - Acide citrique']",,,,,,,,,,
1025,Crèmes dessert tri-parfums - Délisse - 12x 125g,3564700285268,C,,12 x 125 g,['Produkt'],"['Délisse', 'Marque Repère']","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au chocolat', 'Crèmes dessert rayon frais', 'Crèmes dessert caramel', 'Crèmes dessert chocolat', 'Crèmes dessert vanille']",['Leclerc'],"['France', 'Suisse']","['Crème dessert au chocolat:lait entier 66 % ', 'origine : france', 'lactose et minéraux du lait', 'sucre', 'chocolat en poudre 3 % ', 'cacao en poudre', 'sucre', 'amidon modifié de maïs', 'chocolat noir 2 % ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'soja et tournesol', 'creme ', 'origine : france', 'cacao maigre en poudre', 'épaississant : carraghénanes', 'extrait naturel de cacao', 'arôme naturel', 'protéines de lait', ' crème dessert au caramel et aromatisée :lait entier 73 % ', 'origine : france', 'caramel 7,8 % ', 'sucre', 'eau', 'lactose et minéraux du lait', 'confiture de lait ', 'lait concentré sucré', 'sirop de glucose', 'sucre', 'eau', ""correcteur d'acidité : e331"", 'sel', 'épaississant : pectines', 'sucre', 'amidon modifié de maïs', 'arômes', 'épaississant : carraghénanes', 'creme ', 'origine : france', 'sel', 'protéines de lait', ' crème dessert saveur vanille :lait entier 83 % ', 'origine : france', 'sucre', 'amidon modifié de maïs', 'creme ', 'origine : france', 'fructose', 'arôme naturel', 'épaississant : carraghénanes', 'colorant : rocou', 'protéines de lait', 'lactose et minéraux du lait']",['Non végétalien'],4,3.5 g,en quantité modérée,2.3 g,en quantité modérée,15.7 g,en quantité élevée,0.2 g,en faible quantité,540,-2%,?,,540 kj(129 kcal),-4%,"3,5",-25%,"2,3",-20%,"18,7",-3%,"15,7",-2%,"2,6",-19%,"0,2",+7%,"0,08",+7%,5,-6%,C,-6%,75.1%,12.7%,4.2%,4.9%,2.4%,0.6%,65,"['E14XX - Amidons modifiés', 'E322i - Lécithine', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E440 - Pectines', 'E160b - Rocou']","['Lait', 'Soja']",,['Europe'],,,,,,,
1026,Sardines hui olive/piment 1/5 - Pêche Océan - 135g,3564700305010,D,Sardines à l'huile d'olive vierge extra (24 %) et aux aromates,135 g,"['Boîte', 'Conserve', 'Couvercle', 'Ouverture facile', 'Métal']","['Pêche Océan', 'Marque Repère']","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au piment""]",['Leclerc'],['France'],"['Sardines précuites', ""huile d'olive vierge extra 24 %"", 'piment de Cayenne 5 %', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,13.9 g,en quantité modérée,3.2 g,en quantité modérée,0.1 g,en faible quantité,1.3 g,en quantité modérée,?,,214,-10%,895 kj(214 kcal),-10%,"13,9",-17%,"3,2",-9%,"0,2",-52%,"0,1",-60%,22,+3%,"1,3",+32%,"0,52",+32%,5,-5%,C,-5%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,"['Riche en Oméga-3', 'Omega-3']",['Maroc'],,"['EMB 13078', 'Port-Saint-Louis-du-Rhône (Bouches-du-Rhône, France)']",,,,,
1027,Fromages frais aux fruits Petits Delis - Délisse - 12x 50g,3564700353752,B,"Fromages frais sucrés aux fruits (fraise, abricot, framboise, banane, pêche)",12 x 50 g,"['Carton', 'Plastique', 'Pots']","['Délisse', 'Marque Repère']","['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Quark', 'Fromages blancs', 'Fromages à la crème']",['Leclerc'],['France'],"['Lait écrémé pasteurisé 79 % ', 'origine : France', ' ', ' sucre 9% ', ' crème pasteurisée ', 'origine : France', ' ', ' protéines de lait ', ' amidon de maïs ', ' denrées alimentaires colorantes : jus concentré de carotte pourpre', 'jus concentré de carotte', 'concentré de carotte ', ' arômes naturels ', ' phosphates de calcium ', ' épaississants : gomme guar', 'gomme xanthane ', ' ferments lactiques ', ' vitamine D']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,2.3 g,en faible quantité,1.5 g,en quantité modérée,12 g,en quantité modérée,0.1 g,en faible quantité,381,-9%,?,,381 kj(91 kcal),-12%,"2,3",-27%,"1,5",-24%,12,+5%,12,+15%,"5,4",-17%,"0,1",-14%,"0,04",-14%,1,-7%,B,-7%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['E412 - Gomme de guar', 'E415 - Gomme xanthane']",['Lait'],,,['France'],"['FR 72.329.001 CE', ""Savigné-l'Évêque (Sarthe, France)""]",http://www.marquerepere.com,,,,
1028,Creme uht 30% bouteille - Délisse - 2x 25cl,3564700358276,B,,2 x 25 cl,"['Bouteille', 'pot']","['Délisse', 'Marque Repère']","['Produits laitiers', 'Crèmes', 'Crèmes entières']",['Leclerc'],['France'],"['Crème de LAIT ', 'origine : France', ' ', ' stabilisant : carraghénanes', ' émulsifiant : E472b']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,30 g,en quantité élevée,20 g,en quantité élevée,3.2 g,en faible quantité,0.1 g,en faible quantité,1202,-3%,?,,1202 kj(287 kcal),-5%,30,-4%,20,-5%,"3,2",+1%,"3,2",+5%,"2,2",-4%,"0,1",+18%,"0,04",+18%,13,-2%,D,-2%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', ""E472b - Ester diacétyl-lactique de mono- et diglycérides d'acides gras""]",['Lait'],,,,,,,,,
1029,Crème légère UHT 12% - Marque Repère - 2x 25cl,3564700358283,B,Crème liquide,2 x 25 cl,"['Bouteille plastique', 'bouteille']","['Marque Repère', 'Délisse']","['Produits laitiers', 'Crèmes', 'Crème de lait semi-épaisse', 'Crèmes UHT', 'Crèmes légères', 'Crèmes liquides']",['Leclerc'],['France'],"['Crème légère ', 'origine : france', ' amidon modifié de maïs ', ' poudre de lait écrémé ', 'origine: france', ' ', ' émulsifiant : e471 ', ' stabilisants : carraghénanes', 'pectines', 'cellulose', 'e466 ']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,12 g,en quantité modérée,7.7 g,en quantité élevée,4.3 g,en faible quantité,0.1 g,en faible quantité,585,-29%,?,,585 kj(140 kcal),-38%,12,-46%,"7,7",-48%,"5,4",+23%,"4,3",+18%,"2,9",+16%,"0,1",+1%,"0,04",+1%,7,-37%,C,-37%,68.3%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['E14XX - Amidons modifiés', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E440 - Pectines', 'E460 - Cellulose', 'E466 - Carboxyméthylcellulose']",['Lait'],,,,,,,,,
1030,Café soluble lyophilisé x 25 sticks - Marque Repère - 50g,3564700359150,E,,50 g,,"['Marque Repère', 'Plantation']","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",['Leclerc'],['France'],[],[],,,,,,,,,,?,,2,-98%,8 kj(2 kcal),-99%,0,-100%,0,-100%,"10,3",-55%,0,-100%,"14,6",+216%,0,-100%,0,-100%,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,,,,,,,,,,
1031,Infusion douce soirée (tilleul / verveine / lavande et camomille) x 25 sachets - Tiséa - 38g,3564700403860,,,38 g,,"['Tiséa', 'Marque Repère']",['Boissons'],['Leclerc'],['France'],"['Verveine 42 %', 'tilleul 15 %', 'lavande 10 %', 'camomille 10 %', ""feuilles d'oranger"", 'citronnelle', 'arôme naturel de jasmin avec autres arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,9,-97%,?,,9 kj(2 kcal),-96%,0,-100%,0,-100%,"0,5",-96%,"0,5",-95%,0,-100%,0,-100%,0,-100%,2,-74%,C,-74%,,,,,,,,,,,,,,,,,,
1032,Fond de veau - Rustica - 110g,3564700414347,,Préparation culinaire déshydratée et aromatisée pour fond.,110 g,"['Métal', 'Plastique']","['Rustica', 'Marque Repère']","['Epicerie', 'Viandes', 'Bœuf', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Préparations de viande', 'Sauces', 'Préparations de viande bovine', 'Sauces déshydratées', 'Fond de veau', 'Fonds de viandes']",['Leclerc'],['France'],"['INGREDIENTS DE LA PRÉPARATION DÉSHYDRATÉE : Maltodextrine', 'amidon de maïs', 'sel', 'arôme naturel', 'extrait de vin blanc', 'légumes ', 'tomate', 'oignon', 'viande de veau 2,1 %', 'arôme naturel de poivre', 'épaississant : gomme guar', 'colorant : E150c', 'arôme naturel de laurier', 'ail', 'Traces de gluten', 'céleri', 'crustacés', 'fruits à coque', 'lait', 'œufs', 'poissons et soja']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,1347,,?,,1347 kj(322 kcal),+26%,"1,7",-47%,"0,8",-15%,68,+40%,"2,5",-69%,"6,1",-3%,"21,4",+53%,"8,56",+53%,,,,,,,,,,,,"['E412 - Gomme de guar', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",,['Point Vert'],,,,,,,,
1033,Quenelles de volaille sauce champignon - Côté Table - 400g,3564700415122,D,,400 g,['Conserve'],"['Côté Table', 'Marque Repère']","['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Quenelles', 'Plats préparés en conserve', 'Quenelle de volaille', 'Quenelles de poulet']",['Leclerc'],['France'],"['Eau', 'quenelle de volaille 36 % [farine de blé', 'graisse de bœuf', 'eau', 'viande de dinde ', 'origine : France', ' 4,7 %', ""blanc d'œufs"", 'sel', 'gluten de blé', 'lactose et protéines de lait', 'extrait naturel de poivre', 'curcuma]', 'champignon de Paris 3,5 % ', 'champignon de Paris', 'eau', 'sel', 'acidifiant : acide citrique', 'antioxydant : acide ascorbique', 'crème fraîche', 'farine de blé', 'amidon modifié de maïs', 'amidon de riz', 'arômes ', 'dont gluten', 'lait', 'œuf', 'huile de tournesol oléique', 'huile de tournesol', 'vin blanc', 'sirop de glucose', 'exhausteur de goût : glutamate monosodique', 'épaississant : gomme xanthane', 'protéines de lait', 'muscade', 'colorant : E150d', ' Pourcentages exprimés sur le produit total']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,9.6 g,en quantité modérée,5.2 g,en quantité élevée,0.7 g,en faible quantité,0.9 g,en quantité modérée,593,-17%,?,,593 kj(142 kcal),-22%,"9,6",-19%,"5,2",-9%,"9,9",-16%,"0,7",+12%,"3,6",-43%,"0,9",-15%,"0,36",-15%,6,-38%,C,-38%,84.3%,9.6%,2.5%,2.3%,1.1%,0.3%,37,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', ""E150d - Caramel au sulfite d'ammonium""]","['Œufs', 'Gluten', 'Lait']",,,['France'],"['FR 21.200.001 CE', ""Couchey (Côte-d'Or, France)""]",,,,,
1034,Jus multifruits à base de concentré - Jafaden - 6x 20cl,3564700419083,D,,6 x 20 cl,,"['Jafaden', 'Marque Repère']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus multifruits', 'Jus multifruits à base de jus concentré', 'Jus multifruit à base de concentré']",['Leclerc'],['France'],"['Jus de fruits à base de concentrés ', 'pomme 78 %', 'orange 12 %', 'poire 1,3 %', 'mandarine 1,2 %', 'pamplemousse 1 %', 'ananas 0,9 %', 'raisin 0,9 %', 'citron 0,6 %', 'fruits de la passion 0,5 %', ' ', ' purées de fruits à base de concentrés ', 'pêche 1,2 %', 'abricot 1 %', 'mangue 0,4 %', ' ', ' purée de banane 1 % ', ' bêta-carotène ', 'provitamine A']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,170,-14%,?,,170 kj(41 kcal),-13%,"0,5",+227%,"0,1",+376%,10,-9%,10,-4%,"0,5",+42%,0,-100%,0,-100%,3,-31%,C,-31%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['E160ai - Bêta-carotène'],,,,,,,,,,
1035,Galettes bretonnes x 2 - P'tit Déli - 125g,3564700432761,C,Biscuits sablés au beurre et aux oeufs frais,125 g,"['Plastique', 'Carton', 'Blister', 'Etui', 'Boite', 'PCB']","[""P'tit Déli"", 'Marque Repère']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Galettes-bretonnes']","['Leclerc', 'E.Leclerc']",['France'],"['Farine de blé 60 g** ', ' sucre 22 g** ', ' beurre concentré 18 g** ', 'soit 22 g** en beurre reconstitué', ' ', ' amidon de blé ', "" jaunes d'œufs frais 2,3 g** "", ' poudre de lait écrémé ', ' sel ', ' œufs frais 0,7 g** ', ' poudres à lever : E450', 'E500', 'E503 ', ' arôme ', ' colorants : caroténoïdes', 'E150c', '** Poids mis en oeuvre pour faire 100 g de produit fini']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,20.2 g,en quantité élevée,13.1 g,en quantité élevée,23.4 g,en quantité élevée,1 g,en quantité modérée,2034,-2%,?,,2034 kj(486 kcal),-1%,"20,2",-6%,"13,1",-7%,69,+3%,"23,4",-11%,"5,9",-5%,1,+13%,"0,4",+13%,24,+0%,E,+0%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium"", 'E160 - Caroténoïdes', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Œufs', 'Gluten', 'Lait']","['Labels de distributeurs', 'Point Vert', 'Pur beurre', 'Triman']",,,,,,,,
1036,Colin d'Alaska sauce citron riz safrané barquette - Côté Table - 300g,3564700505205,,,300 g,['Barquette'],"['Côté Table', 'Marque Repère']",['Plats préparés'],['Leclerc'],['France'],"['Riz cuisiné 30 % ', 'eau', 'riz long', 'sel', 'colorant : curcumine', 'épices ', 'dont safran', 'extrait naturel de curcuma', 'lactose', 'arômes', ' ', "" portion de filet de colin d'Alaska 26 % "", ' eau ', ' carottes 6,6 % ', ' crème fraîche 6,2 % ', ' champignons de Paris 3,5 % ', 'champignons de Paris ', ' eau ', ' sel ', ' acidifiants : E575', 'acide lactique', ' ', ' courgettes 3 % ', ' amidon de maïs ', ' farine de blé ', ' beurre ', ' arômes ', 'dont poisson', ' ', ' sel ', ' sucre ', ' jus de citron concentré 0,19 % ', ' échalotes ', ' minéraux de mer ', 'chlorure de potassium', 'sulfate de magnésium', 'sulfate de calcium', ""Traces d'œufs"", 'moutarde', 'céleri', 'crustacés et mollusques']","['Non végétalien', 'Non végétarien']",4,1.6 g,en faible quantité,1 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en quantité modérée,383,-41%,?,,383 kj(92 kcal),-43%,"1,6",-78%,1,-56%,13,-3%,"0,5",-76%,"5,7",-18%,"0,8",-15%,"0,32",-15%,1,-75%,B,-75%,,,,,,,,"['E100 - Curcumine', 'E575 - Glucono-delta-lactone', 'E270 - Acide lactique']","['Gluten', 'Lait']",,,,,,,,,
1037,Couscous tunisien - Côté Table - 300g,3564700505243,,,300 g,,"['Côté Table', 'Marque Repère']","['Plats préparés', 'Plats à base de semoule', 'Couscous préparés']",['Leclerc'],['France'],"['Semoule réhydratée assaisonnée 35 % ', 'semoule de blé dur précuite', 'eau', 'huile de tournesol', 'sel', ' ', ' eau ', ' boulettes kefta précuites 16 % [viande de bœuf ', 'Origine : UE', ' ', ' protéines de blé ', "" blanc d'œufs "", ' chapelure ', 'farine de blé', 'sel', ' ', ' oignons ', ' sel ', ' épices ', ' amidon de pomme de terre ', ' fibre de pois ', ' coriandre ', ' stabilisants : E450', 'E451', 'E452] ', ' merguez de dinde et mouton 6,6 % [viande de dinde ', 'Origine : UE', 'viande et gras de mouton ', 'Origine : UE ou non-UE', 'eau', 'épices', 'ail', 'sel', 'dextrose', 'sirop de glucose', 'arômes naturels] ', ' carottes 4,9 % ', ' navets 3,3 % ', ' courgettes 2,9 % ', ' poivrons rouges et verts 1,6 % ', ' oignons 1,6 % ', ' concentré de tomates 1,6 % ', ' pois chiches 1 % ', ' amidon de maïs ', ' huile de tournesol ', ' arôme ', ' sucre ', ' sel ', ' cumin ', ' piment de Cayenne ', ' colorant : extrait de paprika', ' Traces de céleri', 'crustacés', 'lait', 'mollusques', 'moutarde', 'poissons']","['Non végétalien', 'Non végétarien']",4,4.1 g,en quantité modérée,1.3 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en quantité modérée,549,-5%,?,,549 kj(131 kcal),-14%,"4,1",-5%,"1,3",+10%,16,-9%,"0,7",-67%,"6,3",-15%,"0,8",+5%,"0,32",+5%,0,-100%,B,-100%,,,,,,,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E160c - Extrait de paprika']","['Œufs', 'Gluten']",,,,,,,,,
1038,Boeuf bourguignon barquette - Marque Repère - 300g,3564700505281,E,Bœuf Bourguignon et ses Pommes de Terre,300 g,,"['Marque Repère', 'Côté Table']","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",['Leclerc'],['France'],"['Pommes de terre ', 'dont sulfites', ' 28 % ', ' viande de bœuf traitée en salaison et précuite 25 % ', 'viande de bœuf ', 'Origine : UE', ' ', ' vin rouge ', 'dont sulfites', ' ', ' eau ', ' plantes aromatiques ', ' amidon modifié de maïs ', ' sel ', ' stabilisants : E451', 'E407a', 'farine de graines de caroube ', ' dextrose', ' ', ' eau ', ' carottes 11 % ', ' vin rouge ', 'dont sulfites', ' 6 % ', ' oignons ', ' épaississant : amidon modifié de maïs ', ' concentré de tomates ', ' farine de blé ', ' huile de colza ', ' arômes naturels ', 'dont céleri', 'gluten et lait', ' ', ' sucre ', ' plantes aromatiques ', ' colorant : E150c ', ' sel ', ' poivre', 'Traces de crustacés', 'moutarde', 'poissons et soja']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,1.1 g,en faible quantité,1.2 g,en faible quantité,0.7 g,en quantité modérée,328,-10%,?,,328 kj(78 kcal),-17%,"2,1",-28%,"1,1",+10%,"7,7",+33%,"1,2",-19%,"6,4",-37%,"0,7",-13%,"0,28",-13%,0,,B,,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,"['E14XX - Amidons modifiés', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Gluten', 'Lait']",,['Union européenne'],,,,,,,
