,name,bar_code,quantity,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,packaging,categories,labels,manufacturing,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,allergens,ingredients_origins,traceability_code,link,markets,brand_owner
1944,Original Hot Pepper Sauce 285 ml - Encona,5012389670366,,['Encona'],['France'],[],[],?,21,88 kj(21 kcal),"0,9","0,2","1,1","0,7","0,9","7,8","3,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,Indian Sweet Mango Chilli Sauce - Grace,5012389900173,,['Grace'],['France'],"['WATER', 'MANGO PUREE ', '23%', 'SUGAR SYRUP', 'CHILLI MASH ', '8%', ' ', 'CHILLIES ', '73%', 'WATER', 'SALT', 'ACID: ACETIC ACID', 'YELLOW PEPPER PUREE ', '3%', 'ACID: ACETIC ACID', 'PASSION FRUIT JUICE CONCENTRATE', 'MODIFIED MAIZE STARCH', 'SALT', 'STABILISER: XANTHAN GUM', 'PRESERVATIVE: POTASSIUM SORBATE', 'ANTIOXIDANT: ASCORBIC ACID', 'FLAVOURING']",[],?,109,456 kj(109 kcal),"0,5","0,2",25,25,"0,5","1,675","0,67",,,,,,"['E260 - Acide acétique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1946,Baxters Vegetarian Carrot and Coriander Soup,5012427141605,,['Baxters'],['France'],"['Water', 'Carrots ', '21%', 'Onions', 'Parsnips', 'Wheatflour ', 'With calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', 'Modified Cornflour', 'Rapeseed Oil', 'Whey Powder ', 'Milk', 'Butter ', 'Milk', 'Tomato Paste', 'Skimmed Milk Powder', 'Salt', 'Stabiliser ', 'Polyphosphates', 'Coriander', 'Concentrated lemon Juice', 'Honey', 'Sugar', 'Yeast Extract', 'Onion Powder', 'Potato Starch', 'Mixed Spices ', 'White Pepper', 'Nutmeg', 'Turmeric', 'Lovage Extract']","['Sans huile de palme', 'Non végétalien']",?,42,176 kj(42 kcal),"1,4","0,4","5,9","3,3","0,7","0,8","0,32",,,,,,"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,,,,
1947,Crumble - KTC - 400g (240g drained),5013635312108,400 g (240 g drained),['KTC'],"['France', 'Royaume-Uni']","['Tomatoes ', '60%', 'Tomato Juice', ' Acidity Regulator : Citric Acid']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,16,67 kj(16 kcal),"0,1",0,3,"2,8",1,"0,09","0,036",,"['Can', 'steel-tin']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Tomates et dérivés', 'Tomates', 'Tomates en conserve']",['Végétarien'],['Italy'],['E330 - Acide citrique'],1,0.1 g,en faible quantité,0 g,en faible quantité,2.8 g,en faible quantité,0.09 g,en faible quantité,-5,A,A,,-48%,-46%,-67%,-100%,-31%,-24%,-25%,-64%,-64%,,,67.0%,0.0%,0.0%,15.7%,13.1%,4.3%,97,,,['Italie'],,,,
1948,Sel rose,5013635378272,,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1949,Lemon Dressing,5013635410606,,,['France'],[],[],?,14,59 kj(14 kcal),0,0,"3,4","2,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1950,Kallo Natures Rice Cake - Kallø - 130g,5013665100058,130 g,['Kallø'],['France'],[],"['Végétalien', 'Végétarien']",?,387,1619 kj(387 kcal),"2,8","1,1","79,5","0,5","8,2",0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé']","['Bio', 'Végétarien', 'Bio européen', 'en:gluten-free', 'Végétalien', 'AB Agriculture Biologique', 'CZ-BIO-001']",,,,2.8 g,en faible quantité,1.1 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,-3,A,B,,-10%,-11%,-76%,-83%,+12%,-96%,+11%,-100%,-100%,-136%,-136%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,
1951,Kallo Organic Thin Slice Lightly Salted Corn Cakes 130G,5013665103752,,,['France'],[],[],?,381,1594 kj(381 kcal),"0,7",0,0,0,"8,4","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1952,Smooth Peanut Butter - Whole earth,5013665111931,,['Whole earth'],['France'],"['roasted peanuts ', '96%', 'sustainable palm oil', 'sea salt']",['Huile de palme'],?,645,2699 kj(645 kcal),"54,5","7,2","9,2","4,2","26,3",1,"0,4",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes']","['Huile de palme durable', 'Sans sucre ajouté']",,,,54.5 g,en quantité élevée,7.2 g,en quantité élevée,4.2 g,en faible quantité,1 g,en quantité modérée,19,E,D,,+8%,+8%,+13%,-13%,-36%,-34%,+7%,+88%,+88%,+73%,+73%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
1953,Kallo Mini Milk Chocolate Rice Cakes,5013665111993,,['Kallo'],['France'],"['Belgian organic milk ', '50%', ' ', 'organic cane sugar', 'organic Cocoa butter', 'whole milk powder', 'organic Cocoa mass', 'organic rice ', '50%']",[],?,484,2025 kj(484 kcal),"21,5","13,3","63,8","24,1","7,5",0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Galettes de riz au chocolat au lait']","['Bio', 'Pur beurre de cacao']",,,,21.5 g,en quantité élevée,13.3 g,en quantité élevée,24.1 g,en quantité élevée,0 g,en faible quantité,19,E,B,,-1%,-1%,-4%,0%,+1%,-11%,+7%,-100%,-100%,-3%,-3%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,,,,,,,
1954,"Whole Earth Cashew, Peanut & Hazelnut Butter",5013665112457,,['Whole Earth'],['France'],[],[],?,646,2703 kj(646 kcal),"55,5","8,8",12,"3,2",20,"0,5","0,2",,,,"['en:gluten-free', 'Sans sucre ajouté']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1955,Crunchy Peanut Butter - Whole Earth - 1kg,5013665113133,1kg,['Whole Earth'],"['France', 'Royaume-Uni']","['roasted pea_nuts_ ', '97%', 'sustainable palm oil', 'sea salt']",['Huile de palme'],?,643,2690 kj(643 kcal),"54,3","7,9","7,4","3,8","27,7","1,1","0,44",,"['pp-tub', 'pp-lid']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Beurres de cacahuetes croustillants']",['Huile de palme durable'],,,3,54.3 g,en quantité élevée,7.9 g,en quantité élevée,3.8 g,en faible quantité,1.1 g,en quantité modérée,19,E,C,,+14%,+14%,+20%,+0%,-44%,-36%,+20%,+101%,+101%,+40%,+40%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,['Fruits à coque'],,,,,
1956,Super granola - eat natural - 400g,5013803000103,400g,['eat natural'],['France'],"['ingredienten Gemengde zaden 27 % ', ' zonnebloemzaden 18% pompoenpitten 8%', 'lijnzaad 1%', 'glutenvrije HAVER 21%', 'honing 14%', 'raapzaadolie', 'boekweit 8%', 'geschaafde kokosnoot', 'erwt proteine', 'geroosterde kikkererwten', ' allergiewijzer Voor allergenen', 'zie VETGEDRUKTE HOOFDLETTERS bij ingrediënten', ' Kan sporen van noten', ""pinda's"", 'soja', 'sesamzaad en koemelk bevatten', ' per portie 50g per voedingswaarde 100g']","['Végétalien', 'Végétarien']",?,498,2084 kj(498 kcal),"29,6","7,9","38,1","11,3",17,"0,01","0,004",,['Karton'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Produits sans gluten']","['Végétarien', 'en:gluten-free', 'Végétalien', 'Union Végétarienne Européenne', 'Union Végétarienne Européenne - Vegan']",,,,29.6 g,en quantité élevée,7.9 g,en quantité élevée,11.3 g,en quantité modérée,0.01 g,en faible quantité,10,C,C,,+65%,+67%,+478%,+612%,-24%,+299%,+114%,-98%,-98%,+687%,+687%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Soja'],,,,,
1957,Meridian Smooth Almond Butter,5014213000905,,['Meridian'],"['France', 'Royaume-Uni']","['Roasted Almonds 99,5%', 'Sea Salt']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,650,2720 kj(650 kcal),"55,5","4,4","6,5",4,"25,3","0,5","0,2",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Fruits à coques', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Amandes', 'Beurres de fruits à coques', ""Purées d'amande""]",,,,3,55.5 g,en quantité élevée,4.4 g,en quantité modérée,4 g,en faible quantité,0.5 g,en quantité modérée,-1,A,E,,+3%,+3%,+3%,-2%,-23%,-19%,+16%,+2912%,+2912%,-126%,-126%,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,
1958,Melasse,5014213008048,,,['France'],[],[],?,286,1197 kj(286 kcal),"0,1",0,"68,5","56,8","2,4","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1959,Feuille D'algues Sushi Yutaka - YUTAKA - mpreis - 11g,5014276130038,11g,"['YUTAKA - mpreis', 'Yutaka']","['France', 'Allemagne', 'Royaume-Uni']","['algues', "" *ce kit contient un sachet absorbant l'humidité"", ' ne pas manger et garder hors de portée des enfants', ' conserver dans un endroit frais et sec', ' une fois ouvert', ""bien refermer l'emballage pour une meilleure conservation"", ' produit en corée du sud', ' récolté dans une zone ou des crevettes sont aussi présentes', ' it alghe marine tostate', ' ingredienti: alga', ' *questa confezione continno u']",[],?,242,1013 kj(242 kcal),3,"1,3","0,6",0,53,"1,77","0,708",,['mixed plastic-bag'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1960,Collection Délicate Thé vert étuvé sans amertume - Tetley - 35g,5014328044061,35 g,['Tetley'],"['France', 'Suisse']",['Thé vert étuvé [Chine]'],[],?,?,,?,,?,,?,,,,"['Sachets', 'Carton']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés verts étuvés']",,['Angleterre'],,,,,,,,,,,,,A,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Chine'],,,['Cora'],
1961,Thé vert étuvé - Tetley - 30g,5014328062676,30 g,['Tetley'],['France'],"['Thé vert étuvé [Chine] ', '91%', 'arôme naturel de citron vert ', '9%']",[],?,30,126 kj(30 kcal),0,0,7,0,0,,,,"['Carton', 'Sachets']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions', 'Thés aromatisés', 'Thés au citron', 'Boissons sans sucre ajouté', 'Thés verts étuvés']",,['Angleterre'],,4,,,,,,,,,,,A,,-6%,-22%,-100%,-100%,-22%,-100%,-100%,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,['Chine'],,,['Cora'],
1962,Orkney thick oatcakes - Stockan's - 200g,5015168000026,200 g,"[""Stockan's""]","['France', 'Royaume-Uni']","['Wholegrain Oats ', '78%', 'Vegetable Oil ', 'Palm', 'Rapeseed', 'Fortified Wheat Flour ', 'Wheat', 'Calcium Carbonate', 'Iron', 'Niacin', 'Thiamin', ' Sugar', 'Salt', 'Raising agents ', 'Potassium Bicarbonate']",['Huile de palme'],2057,489,2057 kj(489 kcal),"18,2","6,7",68,"2,1","9,8","1,23","0,492",,['Plastic film'],['en:Oatcakes'],,"['The Granery', 'Stromness', 'KW6 3LN', 'Orkney', 'Scotland', 'United Kingdom']",['E501ii - Carbonate acide de potassium'],3,18.2 g,en quantité modérée,6.7 g,en quantité élevée,2.1 g,en faible quantité,1.23 g,en quantité modérée,12,D,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,
1963,Garam Masala páte de curry indienne - Patak's - 250ml,5015821151591,250 ml,"[""Patak's""]",['France'],"['Eau', 'huile végétale', 'Cannelle ', '7%', 'Gingembre moulu ', '6%', 'Poivre noir', 'Purée de tomates concentrée 5%', 'sucre', 'sel', 'amidon de maïs', 'acidifiant : acide acétique', 'Cardamone', 'Cumin', ""Poudre d'ail"", 'épices ', 'contient : moutarde']","[""Pourrait contenir de l'huile de palme"", 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,0,0,,['Bocal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Sauces', 'Pâtes de curry']",,,['E260 - Acide acétique'],3,,,,,,,0 g,en faible quantité,,,,,,,,,,,,-100%,-100%,,,,,,,,,,,['Moutarde'],,,,,
1964,Pickle de citron vert fort - Rajah,5015821155308,,['Rajah'],['France'],"['Citrons Verts ', '68%', 'Huile de Tournesol', 'Sel', 'Piment en Poudre ', '2', '5%', 'Acidifiant ', 'AcideCitrique', 'MOUTARDE', 'Fenugrec', 'Curcuma', 'Asa-foetida']",[],?,244,1021 kj(244 kcal),22,"1,8",4,"2,2","2,5",11,"4,4",,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Moutarde'],,,,,
1965,Huile de Coco Tournesol et Colza - Carrefour,5016599009534,,['Carrefour'],['France'],"['Huile de tournesol et de colza en proportion variable', 'huile de coco ', '35%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,828,3464 kj(828 kcal),86,21,0,0,0,0,0,,,['Matières grasses'],,,,2,86 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,13,D,,,+3%,+3%,-3%,-8%,-100%,-100%,-100%,-100%,-100%,+15%,+15%,,,,,,,,,,,,,['Carrefour'],
1966,Riz basmati suprême,5016805001727,,,['France'],[],[],?,349,1460 kj(349 kcal),"0,7","0,3","76,3","0,1","8,4","0,01","0,004",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",,,,,0.7 g,en faible quantité,0.3 g,en faible quantité,0.1 g,en faible quantité,0.01 g,en faible quantité,-1,A,C,,+6%,+5%,-33%,+25%,+7%,-59%,+11%,-72%,-72%,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,
1967,Rice & easy - VeeTee - 300g,5016805003684,300 g,['VeeTee'],['France'],"['Riz vapeur thaï au jasmin ', '97 %', 'huile de tournesol', ""régulateur d'acidité: glucono-delta-lactone"", 'sel']","['Végétalien', 'Végétarien']",?,140,586 kj(140 kcal),2,"0,3","31,3","0,4",3,"0,15","0,06",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Riz précuits natures']","['Végétarien', 'Végétalien']",,['E575 - Glucono-delta-lactone'],3,2 g,en faible quantité,0.3 g,en faible quantité,0.4 g,en faible quantité,0.15 g,en faible quantité,-1,A,,,-26%,-26%,-13%,-18%,-13%,-63%,-30%,-54%,-54%,-749%,-749%,,,,,,,,,,,,,,
1968,Rice & Healthy wholegrain et quinoa - Veetee - 280g e,5016805007378,280 g e,['Veetee'],['France'],"['Riz complet cuit à la vapeur ', '84%', 'Quinoa rouge cuit à la vapeur ', '13%', 'Huile de Tournesol', ""Régulateur d'acidité: Glucono Delta Lactone"", 'Jus de citron vert', 'Sel', 'Sucre']","['Végétalien', 'Végétarien']",?,164,686 kj(164 kcal),"2,3","0,4","33,4","0,4","3,6","0,16","0,064",Riz Brun à Grains Entiers et Quinoa,"['Barquette', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Céréales préparées', 'Plats préparés à réchauffer au micro-ondes']","['Végétarien', 'Sans arômes artificiels', 'Végétalien', 'en:gluten-free', 'Sans colorants artificiels', 'Sans conservateur artificiel']",['Angleterre'],['E575 - Glucono-delta-lactone'],3,2.3 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.16 g,en faible quantité,-2,A,,,-14%,-14%,-41%,-40%,+10%,-74%,-38%,-80%,-80%,-283%,-283%,,,,,,,,,,['Angleterre'],['WQ5 199 (L1)'],,['Monoprix'],
1969,Semillas de cáñamo - Linwoods,5016887003152,,['Linwoods'],"['Belgique', 'France', 'Espagne']",['100% Graines de chanvre sans coquille'],[],?,617,2582 kj(617 kcal),"52,3","5,5","1,1","1,1","34,5","0,1","0,04",,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Graines']",,,,,52.3 g,en quantité élevée,5.5 g,en quantité élevée,1.1 g,en faible quantité,0.1 g,en faible quantité,10,C,,,+103%,+105%,+678%,+532%,-97%,-15%,+188%,-59%,-59%,,,,,,,,,,,,,,,,
1970,Fairtrade Chocolate Smooth Dark with Raspberries - Divine - 90g,5017397001935,90 g,['Divine'],"['France', 'Royaume-Uni']",[],"['Végétalien', 'Végétarien']",?,578,2418 kj(578 kcal),45,"28,3","32,2","27,1","6,7","0,01","0,004",,"['Paper', 'Wrapper', 'Foil']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['Végétarien', 'Commerce équitable', 'Végétalien', 'Fairtrade International', 'Sans OGM', 'en:Non GMO project']",['Germany'],,,45 g,en quantité élevée,28.3 g,en quantité élevée,27.1 g,en quantité élevée,0.01 g,en faible quantité,23,E,D,,+4%,+4%,+14%,+23%,-17%,-15%,-13%,-79%,-79%,+8%,+8%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,['Ghana'],,,['Oxfam'],
1971,Cardamome Verte - TRS,5017689008284,,['TRS'],"['France', 'Espagne']",[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Cardamome', 'Cardamome verte']",,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,B,,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,,,68.8%,0.0%,19.6%,5.2%,6.4%,0.0%,82,,,['Guatemala'],,,,
1972,Metcalfe's Ricecakes Milk Chocolate - 2,5017764000738,2,"[""Metcalfe's""]","['France', 'Royaume-Uni']","['Milk Chocolate 60% ', 'Sugar', 'Cocoa Butter', 'Whole Milk Powder', 'Cocoa Mass', 'Emulsifier ', 'Soya Lecithin', 'Natural Vanilla Flavouring', 'Rice Cake 40% ', 'Wholegrain Brown Rice', 'Rice']",['Non végétalien'],?,476,1992 kj(476 kcal),"19,3","11,1","66,9","31,4",6,"0,11","0,044",,,,,,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Lait', 'Soja']",,,,,
1973,Mature Cheddar & Red Onion - Kettle Chips - 150g,5017764112219,150 g,['Kettle Chips'],['France'],"['Pommes de terre sélectionnées', 'huile de tournesol', 'assaisonnement fromage cheddar et oignon rouge ', 'babeurre en poudre', 'fromage de cheddar en poudre', 'sel marin', 'oignon rouge séché', 'oignon séché', 'levure séchée', 'extrait de levure séchée', 'ciboulette séchée', 'extrait de paprika']",['Non végétalien'],?,503,2105 kj(503 kcal),"28,9","3,3","51,1","2,5","7,1","1,1","0,44",Chips au fromage et oignons rouge,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', ""Chips de pommes de terre à l'huile de tournesol""]",,,['E160c - Extrait de paprika'],4,28.9 g,en quantité élevée,3.3 g,en quantité modérée,2.5 g,en faible quantité,1.1 g,en quantité modérée,8,C,B,,-6%,-6%,-13%,+11%,+1%,+94%,+21%,-17%,-17%,-27%,-27%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,,,,,
1974,Kettle Chips Sea Salt & Crushed Black Pepper,5017764112363,,['Kettle Chips'],"['Belgique', 'France']","['Pommes de terre', 'huile de tournesol', 'maltodextrine de pomme de terre', 'fécule de pomme de terre', 'sel marin', 'poivre noir concassé', 'extrait de levure', 'sucre', 'acidifiant: acide citrique', 'extrait de poivre noir']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,502,2100 kj(502 kcal),"28,6","3,3","52,4","0,8","5,7","1,5","0,6",,,,,,['E330 - Acide citrique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Delhaize'],
1975,Patates Fregides Amb Pebre Negre I Sal Marina Kettle Chips,5017764114008,,,['France'],[],[],?,505,2113 kj(505 kcal),"27,3","2,6","57,4","0,5","5,3","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,Kettle Chips BVinSlt150g,5017764119010,,['Kettle'],['France'],"['potato cooked chips hand kette sea salt ', 'balsamic vinegar absolutely nothing artificial 150ge']",[],?,513,2146 kj(513 kcal),"28,9","2,4","56,8","1,3","4,3","1,6","0,64",,['mixed plastic-packet'],,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977,Kettle Chips BVinSSlt40g,5017764119027,,['Kettle chips'],['France'],"['Pomme de terre', 'huile de tournesol', 'sel marin et vinaigre balsamique', 'sel marin', 'pomme de terre', 'maltodextrine', ' Sucre ', 'acide citrique', 'extrait de vin rouge', ' Arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,509,2130 kj(509 kcal),"28,1","2,8","55,8","1,5","5,7","1,4","0,56",,,,['en:gluten-free'],,['E330 - Acide citrique'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978,Kettle Veg Chips Lightly Salted 40G,5017764600167,,['Kettle'],['France'],"['Select vegetable in variable proportions ', 'Parsnips', 'Sweet Potatoes', 'Beetroot', ' Sunflower Oil', 'Sea Salt', ' Gluten Free']",[],?,514,2151 kj(514 kcal),"32,9","2,4","44,1","21,3","5,3","1,01","0,404",,,,['Sans gluten'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1979,Chips vegetales con miel y pimienta negra bolsa 100 g - Kettle,5017764900434,,['Kettle'],['France'],[],[],?,522,2184 kj(522 kcal),"36,4","2,6","37,3","22,5","5,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980,Chips vegetales con sal marina y vinagre bolsa 100 g - Kettle,5017764900458,,['Kettle'],['France'],"['Légumes en proportion variable ', '60%', ' ', 'panas patate douce', 'betterave', 'huile de tournesol', 'sel de mer', 'vinaigre balsamique déshydraté', 'maltodextrine de pomme de terre', ""vinaigre de malt d'orge déshydraté"", 'acidifiant ', "" acide citrique' Fabriqué aux Pays-Bas"", ' Conditionné sous atmosphère prote']",[],?,517,2163 kj(517 kcal),35,"2,4","39,1","20,1","5,9","1,8","0,72",,['Sachet'],"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']",,,['E330 - Acide citrique'],3,35 g,en quantité élevée,2.4 g,en quantité modérée,20.1 g,en quantité élevée,1.8 g,en quantité élevée,13,D,,,+1%,+1%,+19%,-22%,-28%,+755%,+3%,+35%,+35%,+11%,+11%,,,,,,,,,,,,,['Géant Casino'],
1981,Red Onion & Chive Bagel,5018297008055,,,"['France', 'Royaume-Uni']","['wheat flour ', 'wheat flour', 'calcium carbonate', 'iron', 'niacin', 'thiamin', 'water', 'sugar', 'toasted dehydrated onions', 'dehydrated red onion ', '1', '5%', 'yeast', 'maize', 'salt', 'wheat gluten', 'rapeseed oil', 'spirit vinegar', 'dehydrated chives', 'malted barley flour', 'preservative ', 'calcium pionate', 'flour treatment agent ', 'ascorbic acid', ' for allergens', 'including c cereal containing gluten', 'see ingredients in bold', ' may contain traces of sesame']",[],?,259,1084 kj(259 kcal),"1,1","0,2","50,1","7,4","10,6","0,78","0,312",,['ldpe-bag'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains spéciaux', 'Pains Bagel']",,,['E300 - Acide ascorbique'],4,1.1 g,en faible quantité,0.2 g,en faible quantité,7.4 g,en quantité modérée,0.78 g,en quantité modérée,-1,A,A,,-5%,-6%,-69%,-72%,+4%,+36%,+8%,-11%,-11%,-148%,-148%,54.4%,24.1%,13.6%,6.9%,1.0%,0.0%,94,,['Gluten'],,,,,
