,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,traceability_code,brand,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,generic_name,allergens,brand_owner,additives,nova_score,markets,ingredients_origins,link,manufacturing,palm_ingredients
1783,Pastilles fraise gingembre - Aromandise,3560468791300,['France'],[],[],?,194,812 kj(194 kcal),"0,4","0,1","60,3","28,9",1,"0,01","0,004",,"['EMB 34255B', 'Saint-Gély-du-Fesc (Hérault, France)']",['Aromandise'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Beurre cru de baratte 82% M.G. - Coopérative fromagère de Nantey - 250g,3760163990118,['France'],"['crème crue', 'ferment lactique']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,743,3109 kj(743 kcal),82,55,"0,6","0,6","0,7","0,04","0,016",['Frais'],,['Coopérative fromagère de Nantey'],,E,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres doux']",82 g,en quantité élevée,55 g,en quantité élevée,0.6 g,en faible quantité,0.04 g,en faible quantité,,+2%,+2%,+1%,-0%,-19%,-12%,+2%,-35%,-35%,19,+2%,E,+2%,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,250g,,['Lait'],,,2,,,,,
1785,Crunchy,9589339631631,['France'],[],[],?,201,841 kj(201 kcal),17,11,63,21,"7,4","0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,0043480517101,0043480517101,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Choucroute,3760278610673,['France'],[],[],?,19,79 kj(19 kcal),"0,5","0,1","1,3","0,5","1,1","2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Interigo bianco,8005840000540,['France'],[],[],?,256,1071 kj(256 kcal),17,11,23,22,22,"3,3","1,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Pave de bœuf,2409430045595,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,chouchou cacahuète sucrées,34856253,['France'],[],[],?,526,2201 kj(526 kcal),29,"5,4",49,42,15,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Green ice tea - Lipton,8714100911624,"['Belgique', 'France']",[],[],?,20,84 kj(20 kcal),"0,5","0,1","4,7","4,5","0,5","0,03","0,012",,,['Lipton'],,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Thés glacés']",0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,0.03 g,en faible quantité,,-9%,-9%,+257%,+279%,-11%,-11%,+240%,+7%,+7%,6,-18%,D,-18%,,,,,,,,,,,,,,['Delhaize'],,,,
1792,Confiture fraise basilic combava - L'épicurien,3441260004303,['France'],[],[],?,227,950 kj(227 kcal),"0,5","0,1",55,55,"0,6","0,03","0,012",,,"[""L'épicurien""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Jus de grenade presser,2991151000002,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,mallow stixx - Haribo,8426617018627,['France'],[],[],?,364,1523 kj(364 kcal),"1,1","0,8",80,51,"3,4","0,5","0,2",,,['Haribo'],,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",1.1 g,en faible quantité,0.8 g,en faible quantité,51 g,en quantité élevée,0.5 g,en quantité modérée,,+2%,+2%,-41%,-25%,-4%,-12%,+60%,+313%,+313%,16,+11%,D,+11%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,,,
1795,Confiture de figue,3760163630076,['France'],[],[],?,224,937 kj(224 kcal),"0,2","0,2","54,1","53,5","0,8","0,002","0,001",,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de figues']",0.2 g,en faible quantité,0.2 g,en faible quantité,53.5 g,en quantité élevée,0.002 g,en faible quantité,,-3%,-4%,-56%,+200%,-2%,+1%,+9%,-89%,-89%,7,-26%,C,-26%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
1796,Filet mignon de porc,2277680010522,['France'],[],[],?,123,515 kj(123 kcal),"4,2","1,7","0,5","0,5",21,"0,1","0,04",,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,Croissant tournesol,,['France'],[],[],?,389,1628 kj(389 kcal),23,10,38,"5,8","7,4","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Donuts style snacks - Peanut Caramel - 80g,8595606205710,"['Autriche', 'France']",[],[],?,481,2013 kj(481 kcal),21,"2,9",61,16,11,"1,6","0,64",['Stück'],,,,B,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",21 g,en quantité élevée,2.9 g,en quantité modérée,16 g,en quantité élevée,1.6 g,en quantité élevée,,+18%,+18%,-8%,-73%,+36%,-5%,+86%,+68%,+68%,18,-8%,D,-8%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,80 g,,,,,,,,,,
1799,10 pains chocolats 10 croissants,0269770039294,['France'],[],[],?,355,1485 kj(355 kcal),20,13,37,"8,7","6,2","0,81","0,324",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Confiture de Mûres -,3479391000413,['France'],[],[],966,?,966 kj(231 kcal),"0,2","0,01",55,50,"0,4",0,0,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de mûres']",0.2 g,en faible quantité,0.01 g,en faible quantité,50 g,en quantité élevée,0 g,en faible quantité,+1%,,-0%,-29%,-84%,-1%,-5%,-33%,-100%,-100%,11,+11%,D,+11%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,
1801,Ananas,3279060110333,['France'],[],[],?,36,151 kj(36 kcal),0,0,"9,1","9,1",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Latte macchiato,8719743330702,['France'],[],[],?,435,1820 kj(435 kcal),13,13,66,34,12,"0,5","0,2",,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Briochettes aux pralines,0202018015742,['France'],[],[],?,350,1464 kj(350 kcal),16,"9,2",45,18,"6,4","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Roti de veau farci,20291525,['France'],[],[],?,228,954 kj(228 kcal),18,"7,7","1,4","1,4",15,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Panela Redonda -,0075669126200,['France'],[],[],?,360,1506 kj(360 kcal),1,0,89,78,1,"0,24","0,096",,,,,B,"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne', 'Panela', 'en:Panela blocks']",1 g,en faible quantité,0 g,en faible quantité,78 g,en quantité élevée,0.24 g,en faible quantité,,+10%,+8%,+388%,,+9%,+7%,+91%,+279%,+279%,15,+17%,D,+17%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,,
1806,Saucisse d'herbe,2250209031680,['France'],[],[],?,249,1042 kj(249 kcal),21,"9,8","0,5","0,3","14,5","2,4","0,96",,,,['Sans colorants'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Miel de tournesol biologique,20200541,['France'],[],[],?,?,,?,,?,,?,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Boule Bio - Leclerc - 400G,2748144007872,['France'],[],[],?,?,,?,,?,,?,,,,,['Leclerc'],['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400G,,,,,,,,,,
1809,Assortiment de sucres pour barbes à papa,3196203800008,['France'],[],[],?,409,1711 kj(409 kcal),"0,8","0,1","98,5","90,5","0,5",0,0,,,,,B,"['Édulcorants', 'Sucres', 'Sucres pour barbes à papa']",0.8 g,en faible quantité,0.1 g,en faible quantité,90.5 g,en quantité élevée,0 g,en faible quantité,,+2%,+2%,+133%,+79%,-1%,-7%,+169%,-100%,-100%,15,+5%,D,+5%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,,,
1810,Café de paris - Migros,7610121400189,['France'],[],[],?,213,891 kj(213 kcal),17,9,6,6,0,"1,3","0,52",,,['Migros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Whipquick,4065400001619,['France'],[],[],?,259,1084 kj(259 kcal),28,28,"2,2","0,1","0,6","0,18","0,072",,,,"['en:gluten-free', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1812,Jambon le tradition Torchon VPF,0214400022313,['France'],[],[],?,469,1962 kj(469 kcal),46,17,"4,1",1,"9,6","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Poulet fermier,2443555098395,['France'],[],[],?,?,,?,,?,,?,,,,,,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Fuet extra,8436018297422,['France'],[],[],?,426,1782 kj(426 kcal),"31,3","11,18","5,18","2,1","27,6","5,6","2,24",,,,,,['ca:Fuet'],31.3 g,en quantité élevée,11.2 g,en quantité élevée,2.1 g,en faible quantité,5.6 g,en quantité élevée,,-4%,-5%,-12%,-15%,+24%,-9%,+3%,+41%,+41%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,,
1815,Filets de poulet,2227365039553,['France'],[],[],?,?,,?,,?,,?,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,
1816,Pavé bio la campagniere,0260966013050,['France'],[],[],?,278,1163 kj(278 kcal),"1,1","0,2","56,7","2,3",9,"1,8","0,72",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1817,FLUFA Les véritables flûtes feuilletées,7610979010103,['France'],[],[],?,470,1966 kj(470 kcal),21,12,56,"4,5",13,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Porc Pointe sans os à mijoter,2299311019551,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Pate a sucre noir,3700995709021,['France'],[],[],?,382,1598 kj(382 kcal),"2,4","1,3",90,84,"0,5","0,1","0,04",,,,"[""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Choucroute gourmande,3350520000200,['France'],[],[],?,141,590 kj(141 kcal),12,"4,4","2,3","0,8","6,4","2,3","0,92",,"['FR 60.341.011 CE', 'Lagny-le-Sec (Oise, France)']",,,C,"['Plats préparés', 'Choucroutes']",12 g,en quantité modérée,4.4 g,en quantité modérée,0.8 g,en faible quantité,2.3 g,en quantité élevée,,+50%,+51%,+78%,+76%,+0%,+15%,+47%,+77%,+77%,15,+218%,D,+218%,59.3%,25.1%,6.2%,5.0%,2.6%,1.9%,70,,,,,,,,,,,
1821,Cotechino Di Modena Levoni 500 GR.,8004767002606,['France'],[],[],?,346,1448 kj(346 kcal),30,12,0,0,19,"2,2","0,88",,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Gesiers congits,3323206060003,['France'],[],[],?,185,774 kj(185 kcal),8,"2,3","0,1","0,1","28,3","4,46","1,784",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Creme citron - Fresenius Kabi,40860183,['France'],[],[],?,150,628 kj(150 kcal),"4,7","0,6","19,3","17,4","7,5",0,0,,,"['Fresenius Kabi', 'Fresubin']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Confetteria Raffaello - Ferrero,5413548040660,['France'],[],[],?,?,,?,,?,,?,,,,,['Ferrero'],['Fabriqué en Belgique'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Petits pois très fins et jeunes carottes,3760239181372,['France'],[],[],?,30,126 kj(30 kcal),"0,6","0,3","3,4","2,1","1,7","0,62","0,248",,,,['Bio'],B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",0.6 g,en faible quantité,0.3 g,en faible quantité,2.1 g,en faible quantité,0.62 g,en quantité modérée,,-48%,-48%,+21%,+138%,-58%,-38%,-45%,+5%,+5%,-4,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,,,,,,,,,
1826,agneau  rouge - Baron Philippe de Rothschild - 1,3262151990754,['France'],[],[],?,?,,?,,?,,?,,,,,['Baron Philippe de Rothschild'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
1827,Pasta,8057737831041,['France'],[],[],?,356,1490 kj(356 kcal),"1,5","0,3","73,2","2,9","13,5","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,"Jurassic Blended Scotch Whisky Vin Jaune 40% Vol. 0,7 L Merken",3335760107520,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Black rice - Gallo,8001420009613,['France'],[],[],?,356,1490 kj(356 kcal),"2,9","0,8",0,0,"8,9","1,7","0,68",,,['Gallo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Vin,8024526000063,['France'],[],[],?,?,,?,,?,,?,,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Boule magique - Zed Candy,57193953,['France'],[],[],?,360,1506 kj(360 kcal),"0,3","0,3",89,79,0,"0,02","0,008",,,['Zed Candy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,Foie gras de canard,3442780500702,['France'],[],[],?,485,2029 kj(485 kcal),"50,1","22,9","1,6",0,"6,9","1,02","0,408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Trate aux noix 6 Personnes 650G,0204695054120,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Tomme artisanale de brebis,2251668042835,['France'],[],[],?,412,1724 kj(412 kcal),36,23,0,0,23,"1,8","0,72",,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de brebis', 'Tomme de brebis']",36 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,,+5%,+5%,+8%,+6%,-100%,-100%,+3%,+5%,+5%,22,+33%,E,+33%,,,,,,,,,,,,,,,,,,
1835,Pain au chocolat,0202567023298,['France'],[],[],?,?,,?,,?,,?,,,,,,,D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",,,,,,,,,,,,,,,,,,,,,,,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,,,,,,,,,,,
1836,Purée Mangues Rhubarbe - Planet Bio,3301597002451,['France'],[],[],?,53,222 kj(53 kcal),"0,6",0,"9,8","8,4",1,"0,02","0,008",,,['Planet Bio'],"['Bio', 'Sans sucre ajouté']",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes']",0.6 g,en faible quantité,0 g,en faible quantité,8.4 g,en quantité modérée,0.02 g,en faible quantité,,-21%,-20%,+83%,-100%,-33%,-37%,+139%,+101%,+101%,-4,,A,,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,,,,,,,,,,
1837,Expresso intense - Auchan,3596710422722,['France'],[],[],?,?,,?,,?,,?,,,,,['Auchan'],,,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,
1838,Filetti di peperoni - COOP,8001120024084,['France'],[],[],?,31,130 kj(31 kcal),"0,9","0,3","3,4","3,4","0,8","1,9","0,76",,,['COOP'],['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Rochers coco -,3280320934002,['France'],[],[],?,355,1485 kj(355 kcal),"20,1","17,8","43,4","34,1","4,5","0,7","0,28",,,,,C,"['Biscuits et gâteaux', 'Pâtisseries', 'Rochers à la noix de coco']",20.1 g,en quantité élevée,17.8 g,en quantité élevée,34.1 g,en quantité élevée,0.7 g,en quantité modérée,,-21%,-21%,-14%,-14%,-16%,-21%,+5%,+373%,+373%,24,+7%,E,+7%,73.2%,12.2%,5.9%,5.6%,3.1%,0.0%,74,,,,,,,,,,,
1840,Sirop de Violette - Terre de l'Alpe,3760165988533,['France'],[],[],?,?,,?,,?,,?,,,,,"[""Terre de l'Alpe""]",,B,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de violette']",,,,,,,,,,,,,,,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,
1841,Premix masse Fruits rouges,3273120029528,['France'],[],[],?,499,2088 kj(499 kcal),"31,1","3,6",24,"10,9","24,5","0,6","0,24",,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Macs Mono Sensitive Pute - 200g,4027245008314,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1843,Catz Finefood Geflügel - 200g,4260101760890,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1844,Chocolatine Beurre 3 Meuniers ×6,3601644059330,['France'],[],[],?,324,1356 kj(324 kcal),19,12,33,"9,9","5,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Poulet jaune,2860481056549,['France'],[],[],?,?,,?,,?,,?,,,,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Dinde rôti de filet - Volandry,2860122046243,['France'],[],[],?,?,,?,,?,,?,,,,,['Volandry'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Crevettes silver star - 800g,7610356458122,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800 g,,,,,,,,,,
1848,Utena peach jelly mask,4901234303515,"['France', 'Hong Kong']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Catz Finefood Känguru,4260101769435,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Dorade Royal - 522g,2818387005888,"['France', 'Suisse']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,522 g,,,,,,,,,,
1851,GranataPet Symphonie 6 Kalb & Geflügel - 200g,4260165185318,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1852,Pizza trattoria Rustica -,7613312120699,['France'],"['farine de blé', 'purée de tomate', 'lard cuit 9% ', 'viande de porc', 'eau', 'sel de cuisine', 'antioxydants: acide ascorbique et E392', 'stabilisant: E450', 'protéine de maïs hydrolysée', 'arôme de fumée', 'conservateur: E250', 'fumée', 'pommes de terre frites 7% ', 'pommes de terre', 'huile de colza', 'sel de cuisine', 'dextrose', 'eau', 'Emmental ', 'fromage', ' 6%', 'mozzarella ', 'fromage', ' 6%', 'oignons 6%', 'huile de colza', 'levure', 'sel de cuisine', 'sucre', 'herbes aromatiques', 'épices', 'fécule de pommes de terre', 'amidon de blé', 'ail', ' Peut contenir: céleri']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,236,987 kj(236 kcal),11,"3,5",24,4,9,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",,"['E300 - Acide ascorbique', 'E392 - Extrait de romarin', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",4,,,,,
1853,Baguette l'excellente x 3+1 off -,,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,GranataPet Symphonie 2 Garnelen & Truthahn - 200g,4260165185370,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1855,Sucre fleur de coco - Daddy,3165437010194,['France'],[],[],?,408,1707 kj(408 kcal),"1,5",0,"96,6","95,8","1,8","0,17","0,068",,,['Daddy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,"Animonda Carny Huhn, Pute + Kaninchen - 200g",4017721837392,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1857,Poulet & Purée de courgettes - Fleury Michon,3399740975103,['France'],"['Courgettes 40%', 'tomates 15%', 'poulet traité en salaison rôti ', 'poulet 14%', 'fécule de manioc', 'dextrose', 'sel', 'flocons de pommes de terre 8%', 'crème fraîche', 'eau', 'beurre', 'crème de riz', 'oignons 1,5%', 'poudre de lait écrémé', 'amidon de riz', 'huile de colza', 'sel', 'concentré de tomates', 'gélatine de bœuf', 'ail 0,1%', ""piment d'Espelette"", 'thym 0,01%', 'poivre', "" Malgré tout le soin que nous avons apporté à l'élaboration de ce plat"", ""vous pouvez trouver exceptionnellement quelques morceaux d'os"", ' Poulet origine France']","['Non végétalien', 'Non végétarien']",?,339,1418 kj(339 kcal),19,9,25,"8,1",17,"2,3","0,92","['sous vide', 'Frais']","['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",['Fleury Michon'],"['Viande Française', 'Volaille Française', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore B', 'Poulet Français']",C,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']",19 g,en quantité modérée,9 g,en quantité élevée,8.1 g,en quantité modérée,2.3 g,en quantité élevée,,+128%,+131%,+221%,+436%,+82%,+315%,+112%,+173%,+173%,22,+1438%,E,+1438%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,['Lait'],,['E428 - Gélatine'],4,,['France'],,['France'],
1858,Chouquettes pepites de chocolat,0260169019682,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Amandes decortiquees,2600112040802,['France'],[],[],?,645,2699 kj(645 kcal),"49,8","3,8","21,5","4,2","21,1","0,01","0,004",,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Fruits à coques décortiqués', 'Amandes', 'Amandes décortiquées']",49.8 g,en quantité élevée,3.8 g,en quantité modérée,4.2 g,en faible quantité,0.01 g,en faible quantité,,+3%,+3%,-4%,-5%,+64%,+7%,-6%,-57%,-57%,1,,B,,96.4%,0.5%,1.0%,1.5%,0.7%,0.0%,11,,,,,,,,,,,
1860,Animonda Carny Rind + Reh mit Preiselbeeren - 200g,4017721837002,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,['Dose'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200 g,,,,,,,,,,
1861,Reblochonde sacoie,2480750039693,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Jamon serrano - Coren,8411769181459,['France'],[],[],?,231,967 kj(231 kcal),12,"4,6","0,5","0,5",29,4,"1,6",,,['Coren'],,E,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",12 g,en quantité modérée,4.6 g,en quantité modérée,0.5 g,en faible quantité,4 g,en quantité élevée,,-3%,-3%,-5%,-1%,-30%,+12%,-5%,-15%,-15%,16,-2%,D,-2%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,,,,
