,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,allergens,generic_name,packaging,categories,manufacturing,link,markets,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,ingredients_origins,traceability_code,palm_ingredients,brand_owner
1577,Grissini - 7.00oz,8028947103617,,['France'],[],[],?,427,1787 kj(427 kcal),10,"1,5",70,"0,7",12,"2,2","0,88",7.00 oz,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Gressins']",,,,,10 g,en quantité modérée,1.5 g,en quantité modérée,0.7 g,en faible quantité,2.2 g,en quantité élevée,,+1%,+2%,-7%,-34%,+5%,-72%,+5%,+16%,+16%,15,+17%,D,+17%,B,58.5%,23.6%,10.3%,6.6%,0.9%,0.0%,93,,,,,
1578,Scented sea salt - Tuscany Road,8029054067748,['Tuscany Road'],['France'],"['preparato per condimento a base di sale e piante aromatiche disidratate', 'INGREDŒNTI', 'IT', ': sale marino 88%', 'rosmarino', 'salvia', 'alloro', 'ag io', 'timo', 'origano INGREDIENTS ', 'ENG', ': Sea salt ', '88%', 'rosemary', 'sage', 'bay leaves', 'garlic', 'thyme', 'oregano INGRÈDŒNTS ŒR', ': Sel ', '88%', 'romarin', 'sauge', 'laurier', 'ail', 'thim', 'origan fr4GREDIENSER ', 'SE', ': Havssalt ', '88%', 'rosmarin', 'sage', 'lagerblad,vitlôk', 'timjan', 'oregano ZUTATEN', 'DE', ': Meersalz ', '88%', 'Rosmarin', 'Salbei', 'Lorbeerblatt', 'Knoblauch', 'Thymian ', 'Oregano', ' Ideale per insaporire carne', 'pesce e verdure', "" Modo d'uso: macinare durante la cottura o direttamente sui piatti al momento di servir\\i"", ' Ideal for seasoning all meats', 'fish and vegetables', ' Chers suggestion: Ground directly during cooking or over food when serving', ' Idéal pour les viandes', 'poissons et les légumes', "" Mode d'emploi: l'utilisé moulus à la cuisson ou sur les aliments à servir"", "" Conservare in luogofresco e asciiltto al hparo dafonti di luce e di calore Store in a C 001 dry Place awayfrom direct sunlight • sec rver le produit dans un endroit frais et s de ,al'n""]","['Non végétalien', 'Non végétarien']",?,1,4 kj(1 kcal),"0,001","0,001","0,001","0,001","0,001",88,"35,2",,['Bio'],['Poisson'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,Epicerie / Apéritifs Bio / Tartinables - 180g,8029065001915,,['France'],[],"['Végétalien', 'Végétarien']",?,642,2686 kj(642 kcal),"62,7","9,7","12,2",1,"6,3","2,38","0,952",180 g,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Pesto alla rucola,8029065001939,,['France'],[],[],?,561,2347 kj(561 kcal),"53,2","9,6","11,7","0,5","8,2","2,69","1,076",,"['Bio', 'en:gluten-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Sauce tomate aux olives,8029342000167,,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,2,"0,8",,,,,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Sauces tomates aux olives']",,,,,1 g,en faible quantité,1 g,en faible quantité,1 g,en faible quantité,2 g,en quantité élevée,,-99%,-99%,-81%,+20%,-82%,-76%,-35%,+61%,+61%,8,+153%,C,+153%,B,49.1%,19.5%,11.6%,11.3%,5.0%,3.5%,91,,,,,
1582,Tortellini mignon à la viande,8029342040033,,['France'],[],[],?,258,1079 kj(258 kcal),"12,2","6,2","28,2","1,9","8,5","1,24","0,496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1583,"Fagotins au jambon cru - Pasta fresca artigianale - 0,250kg",8029342040309,['Pasta fresca artigianale'],['France'],[],[],?,288,1205 kj(288 kcal),"8,9","4,1","39,4","2,4","12,4","1,24","0,496","0,250 kg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1584,Ciù ciù - Piceno - 75cl,8029439000162,['Piceno'],['France'],[],[],?,?,,?,,?,,?,,,75cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1585,Tarallini,8029454001052,,['France'],[],[],?,472,1975 kj(472 kcal),"20,57","3,03","63,45","1,81","8,47","2,4","0,96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Olives farcies aux poivrons à l'huile - Bio Gustiamo,8029689002695,['Bio Gustiamo'],['France'],"['Olives vertes* 59,61%', 'huile de tournesol* 25,26%', ""huile d'olive vierge extra* 7,24%"", 'poivrons* 6,31%', 'sel', 'persil*', 'basilic*', 'origan*', 'thym*', 'romarin*', ""\r* Issus de l'agriculture biologique\rCe produit peut contenir des noyaux ou débris de noyaux d'olives""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,191,799 kj(191 kcal),"19,64","2,53","2,7","1,8","0,9","7,75","3,1",,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,Olives noires naturelles - BIO GUSTIAMO,8029689004101,['BIO GUSTIAMO'],"['Belgique', 'France']","[""Olives Noires en Saumure Ingredienti: Olives noires'"", 'eau', 'vinaigre de vin*', 'sel', ""correcteur d'acidité: acide citrique"", "" *Issues de l'agriculture biologique""]","['Végétalien', 'Végétarien']",?,225,941 kj(225 kcal),23,"2,6","1,3",0,"0,9","1,8","0,72",,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'IT-BIO-006']",,,['Bocal'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires', 'Olives entières', 'Olives noires entières']",,,,3,23 g,en quantité élevée,2.6 g,en quantité modérée,0 g,en faible quantité,1.8 g,en quantité élevée,,-20%,-21%,-18%,-34%,-68%,-100%,-43%,-64%,-64%,11,-20%,D,-20%,A,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,['E330 - Acide citrique'],,,,
1588,Artichauts grillés - Biorganica Nuova - 190g,8029689005221,['Biorganica Nuova'],['France'],[],"['Végétalien', 'Végétarien']",?,170,711 kj(170 kcal),"15,1","1,7","3,9","0,7","2,37","1,3","0,52",190 g,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1589,Olives Vertes Bio Dénoyautées à L'huile - Biorganica nuova,8029689006747,['Biorganica nuova'],['France'],[],"['Végétalien', 'Végétarien']",?,126,527 kj(126 kcal),"10,7","1,9",3,"0,1",3,"1,31","0,524",,"['Bio', 'Végétarien', 'Végétalien']",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives vertes', 'Olives dénoyautées', 'Olives vertes dénoyautées']",,,,,10.7 g,en quantité modérée,1.9 g,en quantité modérée,0.1 g,en faible quantité,1.31 g,en quantité modérée,,-22%,-21%,-32%,-24%,+117%,-47%,+178%,-61%,-61%,6,-48%,C,-48%,B,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,
1590,Artichaut grillé aux herbes bio - biorganica - 150g,8029689009090,['Biorganica'],['France'],[],"['Végétalien', 'Végétarien']",?,170,711 kj(170 kcal),"15,1","1,7","3,9","0,7","2,37","1,3","0,52",150 g,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'IT-BIO-006', 'Fabriqué en Italie']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591,Olives a la provencale - Biorganica Nuova,8029689021306,['Biorganica Nuova'],['France'],[],"['Végétalien', 'Végétarien']",?,348,1456 kj(348 kcal),38,1,"0,8",0,"1,6","1,1","0,44",,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1592,Doppio concentrato di pomodoro - De Rica,80201168,['De Rica'],['France'],[],[],?,?,,?,,?,,?,,,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Mental blanc,80215943,,['France'],[],[],?,379,1586 kj(379 kcal),"0,04","0,01","93,86","84,73","0,82","0,048","0,019",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,I Peperoni - Ponti - 350g,80227779,['Ponti'],"['France', 'Italie']","['peperoni', 'aceto d vino', 'zucchero', 'olio di semi di girasole', 'sale']",[],?,45,188 kj(45 kcal),"0,9","0,3","7,4",7,1,"1,3","0,52",350g,,,,['Vasetto'],['it:Contorno'],['Italia'],,,3,0.9 g,en faible quantité,0.3 g,en faible quantité,7 g,en quantité modérée,1.3 g,en quantité modérée,,,,,,,,,,,5,,C,,,,,,,,,,,,,,
1595,Pest Alla Genovese,80236603,,"['France', 'Slovénie']",[],[],?,315,1318 kj(315 kcal),32,5,1,"0,4",5,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,Italian Caper Berries - D'Amico,80245148,"[""D'Amico""]",['France'],"['Ingledients: caperbérrieê', 'water', 'wine vinegar', 'salt', 'spices', 'antioxidant Once opened keep refrigerate', 'in their own liquid', 'consume within 15 Best before end: see cap', ' VEGANOK n', ' 0373 peso netto peso sgocciolato 1']",[],?,81,339 kj(81 kcal),"0,2",0,3,"0,1","0,4","2,2","0,88",,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Pickles d'origine végétale"", 'Caprons au vinaigre']",,,,,0.2 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,2.2 g,en quantité élevée,,+179%,+176%,-58%,-100%,-17%,-63%,-75%,-52%,-52%,10,+12%,C,+12%,,,,,,,,,,,,,
1597,Chia Break - Fiorentini,80275671,['Fiorentini'],['France'],[],[],?,503,2105 kj(503 kcal),"25,8","4,2","51,9","36,9","12,9","0,15","0,06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1598,Pesto alla Ligure - SARF - 190g,80280835,['SARF'],['France'],"['Basilic', ""huile d'olive vierge extra"", 'huile de tournesol', 'flocons de pomme de terre', 'mix de fromages', 'grana padano ', 'lait', 'sel', 'présure de vache', ""lysosyme provenant d'oeufs"", 'fromage de brebis', 'sucre', 'ail', 'pignes de pin', ""correcteur d'acidité E575""]",['Non végétalien'],?,336,1406 kj(336 kcal),32,"4,3","6,4","2,2",4,"3,2","1,28",190 g,['Point Vert'],['Lait'],,"['Bocal', 'Verre', 'Couvercle', 'Métal']","['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto']",['Italie'],,['G20'],3,32 g,en quantité élevée,4.3 g,en quantité modérée,2.2 g,en faible quantité,3.2 g,en quantité élevée,,+147%,+151%,+247%,+150%,-3%,-53%,+19%,+152%,+152%,17,+237%,D,+237%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,"['E1105 - Lysozyme', 'E575 - Glucono-delta-lactone']",,,,
1599,Pesto Rosso - SARF - 190g,80280842,['SARF'],['France'],"['tomates séchées', ""huile d'olive extra vierge"", 'huile de tournesol', 'basilic', 'tomates hachées', 'mélange de fromage', 'grana padano ', 'lait de vache', 'présure de vache', ""contient des lysosymes provenant d'oeufs"", 'vinaigre', 'ail', 'sel', ""correcteur d'acidité : E330""]",['Non végétalien'],?,426,1782 kj(426 kcal),"41,4","4,8","12,1","12,1","3,7",3,"1,2",190 g,,['Lait'],,"['Bocal', 'Verre']","['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces Pesto', 'Sauces chaudes', 'Sauces Pesto Rosso']",['Italie'],,['G20'],3,41.4 g,en quantité élevée,4.8 g,en quantité modérée,12.1 g,en quantité modérée,3 g,en quantité élevée,,,+258%,+357%,+97%,+76%,+165%,+109%,+186%,+186%,21,+382%,E,+382%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,['E330 - Acide citrique'],,,,
1600,Yogurteria Merano - Meran,80281580,['Meran'],['France'],"['de lait demi-écrémé* avec des bactéries ', '45%', ' lait frais entier* ', '29%', 'sirop de glucose', 'dextrose', 'émulsifiant: mono et diglycérides d’acides gras', 'esters du propylène glycol d’acides gras', ' stabilisateurs : farine de graines de caroube', 'gomme guar', 'arômes *Sarb lactose ', 'QI 0%', 'Lit ', 'sans lactose', ' Peut contenir des traces de soja et de noix']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,147,615 kj(147 kcal),"2,4","1,6",28,28,"3,7","0,07","0,028",,['Sans lactose'],,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E477 - Esters du propylène-glycol d'acide gras"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar']",,,,
1601,"Zeugg Fruchtaufstrich, Brombeere - Zuegg",80298427,['Zuegg'],['France'],"['oMBEEQ', ""vnUCHTAUFSTQlCH ufstricb ist 'Teil unserer Gescbicb/e"", "" l'iner GC und ibre'i "", 'bstg/lrten', 'von cr/ese\'/""// Itezc', 'ler Tradition', 'Der Gescbichte von E//mi/ieZ/', 'Zutatont Brornbooron', 'Zuckor', 'litrono Geliorrnittol: Poutitl', "" cnoog J'202kcôl Horgostollt aus 50 g r-rGchtonjo 100/ VEGAN Hergestcll"", ' von: Zuogp', 'Deutschland GmbH', '47 g Zibrbig Doutschland', 'Kühlschrank ôufbowahron', ' vqrzehren', 'Mindestons haltbar bist 8029 84']","['Végétalien', 'Végétarien']",?,202,845 kj(202 kcal),0,0,47,46,"0,7","0,05","0,02",,"['Végétarien', 'Végétalien', 'Entrepreneurs + Engagés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,LE MENESTRE - Casa Schioppi - 350g,8030015600119,['Casa Schioppi'],['France'],[],[],1216,?,1216 kj(291 kcal),"0,8",0,49,0,"21,8",0,0,350g,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses']",,,,,0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+61%,,+49%,-52%,-100%,+93%,-100%,+68%,-100%,-100%,-7,,A,,,,,,,,,,,,,,
1603,Sushi Reis 1KG. Oishii Yamato - 1kg,8030467000192,,['France'],[],[],?,348,1456 kj(348 kcal),"0,9","0,3",78,"0,5","6,1","0,01","0,004",1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1604,Burrata di bufala - Campana - 1,8030514000069,['Campana'],['France'],[],[],?,273,1142 kj(273 kcal),"22,5","15,7","1,3","1,3","16,2","0,9","0,36",1,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Burrata']",,,,,22.5 g,en quantité élevée,15.7 g,en quantité élevée,1.3 g,en faible quantité,0.9 g,en quantité modérée,,+11%,+11%,+7%,+17%,-8%,+3%,+34%,+62%,+62%,11,+15%,D,+15%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1605,Mozzarella di bufala campana,8030514000144,,['France'],[],[],?,278,1163 kj(278 kcal),23,"17,8","0,8","0,7","17,4","0,5","0,2",,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",,,,,23 g,en quantité élevée,17.8 g,en quantité élevée,0.7 g,en faible quantité,0.5 g,en quantité modérée,,+4%,+4%,-0%,+13%,+8%,+14%,+21%,-18%,-18%,10,-2%,C,-2%,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,
1606,Grillo paté d'olive,8030517000103,,['France'],[],[],?,360,1506 kj(360 kcal),"37,41","6,11",0,0,"2,11","1,865","0,746",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1607,Panettone Tradizionale (handwrapped) - Fiasconaro,8030525000263,['Fiasconaro'],['France'],"['Fartne de blé tendre', 'raisin zeste dorange frais confites ', '10%', ' ', ""zeste dort jaune de l'œuf frais"", 'levure naturelle ', 'contient miel de Sicile', 'sucre inverti', 'purée dorange dacides gras', '""Terre Siciliane Zibibbo !iquoros écrémé en poudre', 'sel', 'arômes naturels: ba traces de fruiÉ secs à coque']",['Non végétalien'],?,395,1653 kj(395 kcal),20,10,46,43,"8,3","0,2","0,08",,,,,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,4,20 g,en quantité modérée,10 g,en quantité élevée,43 g,en quantité élevée,0.2 g,en faible quantité,,+6%,+6%,+33%,+11%,-11%,+66%,+22%,-55%,-55%,21,+13%,E,+13%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,
1608,Panettone Traditionnel Artisanal De Sicile - Fiasconaro,8030525001178,['Fiasconaro'],['France'],"['Ins±dLents', ' Farine de blé tendre', 'raisin secs ', '14%', ' beurre', 'sucre', ' œufs frais zeste dtorange frais confites ', '10%', ' ', 'zeste dlorange', ' sucre', ' jus de citron concentré', "" Jaune de l'œuf frais"", 'levure naturelle ', 'contient du blé', '""vino Marsala AOP"" ', '1', '8%', 'mel de Sicile', 'sucre inverti', ' purée dlorange', ""émulsifiant: mono et diglycérides d'acides gras"", '""Terre Siciliane Zibibbo liquoroso IGP\'', ' ', '0,4%', 'beurre de cacao', 'lait écrémé en poudre', 'sel', 'arômes naturels: baies de vanille', ' Peut contenir des traces de fruits secs à coque']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,395,1653 kj(395 kcal),20,10,46,43,"8,3","0,2","0,08",,,"['Gluten', 'Lait']",,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,,,4,20 g,en quantité modérée,10 g,en quantité élevée,43 g,en quantité élevée,0.2 g,en faible quantité,,+6%,+6%,+33%,+11%,-11%,+66%,+22%,-55%,-55%,21,+13%,E,+13%,C,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,,,
1609,Creme artichaut et ail - La Macina Ligure,8030776000296,['La Macina Ligure'],['France'],"['ITI Ingredenü: 61 % - Di orrvat - Sale - Agiiot - 180 bio!ogico', ' Prodotto In ', 'EN', ' Organic Artichokes And Gariic Cream • 61140 - Anti-Oidant L•Ascorbic Acid ', 'Organic ingrdent', "" Made D'oWe Extat - Sel - - Coffecteur D'acidité'"", ' Acide Cftfique• biouque', ' ProduftEn ttde', ' Antioxidant: L•Ascorbinsâure', ' ', ""'biologische Zutat"", ' Heigestellt ln Italier', 'ITALY - 0183', '495366 - -']",[],?,403,1686 kj(403 kcal),44,"8,7","0,5","0,2","1,3","1,7","0,68",,"['Bio', 'en:gluten-free', 'Fabriqué en Italie']",,,,"['Produits à tartiner', 'Produits à tartiner salés', ""Crèmes d'artichaut""]",,,,,44 g,en quantité élevée,8.7 g,en quantité élevée,0.2 g,en faible quantité,1.7 g,en quantité élevée,,+61%,+62%,+94%,+183%,-89%,-86%,-32%,+27%,+27%,20,+135%,E,+135%,,,,,,,,,,,,,
1610,Pesto in salsa,8030776000364,,['France'],[],[],?,589,2464 kj(589 kcal),55,10,17,"3,1","6,5","1,7","0,68",,"['Bio', 'en:gluten-free']",,,,"['Epicerie', 'Sauces', 'Sauces Pesto']",,,,,55 g,en quantité élevée,10 g,en quantité élevée,3.1 g,en faible quantité,1.7 g,en quantité élevée,,+39%,+40%,+34%,+66%,+156%,+0%,+46%,-27%,-27%,23,+26%,E,+26%,C,77.0%,10.9%,4.6%,4.2%,2.0%,1.4%,56,,,,,
1611,Primo Olivenöl - 250ml,8030853001048,,"['France', 'Suisse']","[""Huile d'olive vierge extra""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,824,3448 kj(824 kcal),"91,6",14,0,0,0,,,250 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Cedro - Fattoria Lavacchio - 750ml,8030944011154,['Fattoria Lavacchio'],['France'],[],[],?,?,,?,,?,,?,,,750 ml,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins italiens']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Pates a la viande - Alfieri,8031175014709,['Alfieri'],['France'],"['CRUDo /NGRED/ENTI: PASTA ', '72%', ': semola di grano duro,uoya R/P/EB,O ', '28%', ': mortadella sui ripieno', ' ', 'carne di suino', 'grasso suino', 'sale', 'spezle', 'aromi', 'pangrattato ', 'farina di grano tenero tipo ""0 ', 'sale', 'olio di palma', 'prosciutto crudo ', '3,1 % sul ripieno', ' di suino', 'sale', 'sale', 'aromi', 'formaggio fuso bolvere ', 'latte', 'siero d Cuocere a fuoco i latte', 'sale', 'enzimi', 'spezie', ' Salata ', ' aimeno 1 litro di acqua per 100 g di escolare delicatamente di tanto in tanto']","['Non végétalien', 'Non végétarien']",?,393,1644 kj(393 kcal),"10,1","4,8","60,8","1,5","13,5","2,7","1,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Sauce tomate au câpres et olives - nonna bruna - 280g,8031183000343,['nonna bruna'],['France'],"['purée de tomate ', '82%', ""huile extra vierge d'olive "", '14%', 'olives ', '2%', 'capres ', '1%', 'sel', 'sucre', 'ail']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,206,862 kj(206 kcal),20,"2,9","4,4","4,3","1,6","1,7","0,68",280g,,,,,"['Epicerie', 'Sauces', 'Sauces tomate']",,,,3,20 g,en quantité modérée,2.9 g,en quantité modérée,4.3 g,en faible quantité,1.7 g,en quantité élevée,,+134%,+141%,+826%,+729%,-63%,-56%,+3%,+32%,+32%,6,+17%,C,+17%,B,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,
1615,Sauce tomate aux poivrons - Nonna Bruna,8031183000527,['Nonna Bruna'],['France'],"['purée de tomates ', '81%', ""huile extra vierge d'olive"", 'poivrons ', '5%', 'sel', 'sucre', 'basilic', 'ail']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,205,858 kj(205 kcal),"20,2","2,9","4,7","4,5","1,6","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616,Citron - Polenghi - 250ml,8031301884312,['Polenghi'],['France'],"['Eau', 'jus de citron ', '40%', 'acidifiant : acide citrique', 'conservateur : disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",75,?,75 kj(18 kcal),0,0,"0,8","0,8","0,16",0,0,250 ml,,['Anhydride sulfureux et sulfites'],Condiment à base de jus de citron,"['Bouteille', 'Verre']","['Epicerie', 'Condiments']",,,,3,0 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,-90%,,-87%,-100%,-100%,-94%,-88%,-96%,-100%,-100%,0,-100%,B,-100%,,,,,,,,,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,
1617,Jus de citron vert à base de concentré - Polenghi - 1,8031301884978,['Polenghi'],['France'],"['jus de citron vert à base de concentré', 'disulfite de potassium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,28,117 kj(28 kcal),"0,5",0,1,"0,8","0,4","0,01","0,004",1,,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron', 'Jus de citron vert']",,,,1,0.5 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.01 g,en faible quantité,,0%,0%,+136%,-100%,-73%,-41%,-9%,+225%,+225%,-5,,B,,D,81.5%,0.0%,0.0%,8.9%,6.8%,2.8%,50,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,
1618,Jus de citron - Lemoon - 200ml,8031301885197,['Lemoon'],['France'],"['Jus de citron à base de jus de citron concentré ', '99,93 %', 'conservateur : disulfite de potassium']",[],?,27,113 kj(27 kcal),"0,03",0,2,2,"0,4","0,01","0,004",200 ml,,"['Lait', 'Anhydride sulfureux et sulfites']",,['Plastique'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,,,3,0.03 g,en faible quantité,0 g,en faible quantité,2 g,en faible quantité,0.01 g,en faible quantité,,0%,+1%,-79%,-100%,-44%,+20%,+19%,+11%,+11%,-4,,B,,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,,
1619,Leemoon citron vert,8031301885432,,['France'],[],[],?,28,117 kj(28 kcal),"0,5",0,1,"0,8","0,4","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Farine De Pois Chiche -  - 500g,8031776004406,,['France'],[],[],?,357,1494 kj(357 kcal),7,"2,2",47,5,21,"0,1","0,04",500 g,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Farines', 'Farines de légumineuses', 'Farines de pois chiche']",,,,,7 g,en quantité modérée,2.2 g,en quantité modérée,5 g,en quantité modérée,0.1 g,en faible quantité,,+4%,+4%,+23%,+177%,-3%,+13%,+4%,+15%,+15%,2,,B,,B,54.5%,2.0%,12.2%,26.4%,4.9%,0.0%,94,,,,,
