,name,bar_code,quantity,brand,markets,sales_countries,ingredients_list,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,packaging,categories,additives,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,labels,palm_ingredients,manufacturing,traceability_code,ingredients_origins,link,brand_owner
1836,Qualitalia Prodotto Arligianale,8000781009768,,['Qualitalia Prodotto Arligianale'],,['France'],"['farine de blè', ""huile d'olive 7010"", 'poudre de tomate 2,5%', 'levure', 'sel marin', 'origan 0,2%', ' Contient gluten', ' Peut contenir des traces de sésame', ' Conserver dans un endroit frais et sec,']",[],,?,419,1753 kj(419 kcal),"7,5","1,2","0,1","0,1",11,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,,,,
1837,Acqua Panna -  - 75cl,8000815003809,75cl,,,['France'],[],[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Acqua panna - 500ml,8000815004233,500ml,['acqua panna'],,"['Estonie', 'France']",[],[],,?,?,,?,,?,,?,,,,bottled still water,"['plastic bottle', 'PET', '♳']",['en:Bottled still water'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Tuscany', 'Italy']",,"['Italie', 'en:Tuscany']",,
1839,Tartufo Risotto - Knorr,8000840020406,,['Knorr'],,['France'],"['un rtsotto ancora più gustoso e mantecato una noce di burro ed una spolverata dl parmigiano', ' Mescola bene e servi', ' %tra preparata disidratata to 85 IATTEscremato in polvere', 'formaggio fuso in polyere del LATTE', 'sale', 'sa!e', 'farina di GRANO tenero', 'estratto dilievito', 'I atomi ', 'contengono LATTE', 'funghi pratajo!i coltivati ', 'Agaricus bisporus', ' t ', 'I aestivum', ' 0,09 o!io dtoliva', 'estratto di vino bianco', ' sui dati di vend,ta a vo:ume a totale Italia esdusi']",[],,?,118,494 kj(118 kcal),"0,5","0,3",25,"1,4","2,8","0,85","0,34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Polenta - Molino Riva - 500g,8000846003014,500 g,['Molino Riva'],['Franprix'],"['France', 'Italie']",['farine de maïs précuite'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,?,385,1611 kj(385 kcal),"1,3","0,16",85,"0,6",9,"0,09","0,036",B,polenta,['sachet plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Semoules de céréales', 'Semoules de maïs', 'Semoules de maïs pour polenta']",,1.3 g,en faible quantité,0.16 g,en faible quantité,0.6 g,en faible quantité,0.09 g,en faible quantité,,+14%,+13%,-11%,-31%,+19%,-7%,+27%,-37%,-37%,-4,,A,,70.7%,16.5%,7.5%,3.4%,2.0%,0.0%,81,,['en:gluten-free'],,['Italie'],,['Italie'],http://www.molinoriva.it/riva_polenta_classica_istantanea.htm,
1841,Olio Extra Vergine D'oliva Robusto 1 L. - Bertolli,8000850500981,,['Bertolli'],,['France'],[],[],,?,822,3439 kj(822 kcal),91,14,0,0,0,0,0,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,-4%,-4%,-5%,0%,,,,-100%,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
1842,Carrefour P. piani Fly X100,8000864052407,,,['Carrefour'],['France'],[],[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,"Tortelloni à la ricotta et aux épinards, surgelés - Picard - 250g",8000881200744,250 g,['Picard'],['Picard'],['France'],"['Tortelloni à la ricotta et épinards cuits 55% [semoule de blé dur ', 'gluten', 'eau', 'ricotta 13% [lactosérum ', 'lait', 'lait', 'crème ', 'lait', 'sel', 'présure', ""correcteurs d'acidité : acide lactique]"", 'œuf entier liquide pasteurisé', 'épinard 2', '5%', 'flocon de pommes de terre ', 'pommes de terre', ""émulsifiant : mono - et diglycérides d'acides gras d'origine végétale"", 'fromage Parmigiano Reggiano AOP* ', 'contient lait', 'lait entier en poudre', 'sel', 'fibre végétale', 'farine de blé ', 'gluten', 'beurre ', 'lait', 'huile de tournesol', 'levure]', 'sauce 43% [eau', 'lait écrémé réhydraté', 'beurre à la sauge ', 'lait', 'huile de tournesol', 'farine de blé ', 'gluten', 'sel]', 'fromage Grana Padano AOP* 2% ', 'lait', 'sel', 'présure', 'conservateur : lysozyme d’œuf', ""\r*AOP=Appellation d'Origine Protégée""]",[],,?,227,950 kj(227 kcal),15,"6,8",16,"1,5","5,2","1,4","0,56",,"Tortelloni à la ricotta et aux épinards, surgelés",,"['Surgelés', 'Plats préparés', 'Plats préparés surgelés']",,15 g,en quantité modérée,6.8 g,en quantité élevée,1.5 g,en faible quantité,1.4 g,en quantité modérée,,+52%,+52%,+114%,+162%,+22%,-28%,-23%,+83%,+83%,13,+437%,D,+437%,,,,,,,,,['Point Vert'],,['Italie'],['IT 995 L/P CE'],,,
1844,Fagottini del Casaro con crema alle zucchine - Picard - 300g e,8000881200799,300 g e,['Picard'],['Picard'],"['France', 'Italie']",[],[],,?,169,707 kj(169 kcal),"9,2","5,5",14,"1,8","6,9","0,775","0,31",,,"['Carton', 'surgelé', 'Plastique']","['Surgelés', 'Plats préparés', 'Plats à base de pâtes', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",,9.2 g,en quantité modérée,5.5 g,en quantité élevée,1.8 g,en faible quantité,0.775 g,en quantité modérée,,+13%,+13%,+31%,+112%,+7%,-14%,+2%,+2%,+2%,6,+148%,C,+148%,,,,,,,,,"['Point Vert', 'Fabriqué en Italie']",,['Italie'],['IT 774 L CE'],,,
1845,"Spaghetti cacio e pepe, Surgelé - Picard - 300g (1part)",8000881201758,300 g (1 part),['Picard'],['Picard'],['France'],"['Pâte à la semoule de blé dur précuite 53,5 % : semoule de blé dur ', 'gluten', 'eau', 'sel', ' \rSauce au Fromage et au poivre 45 % : lait écrémé réhydraté', 'Pecorino Romano ', 'lait', ' 29 %', 'crème fraîche ', 'lait', 'farine de blé ', 'gluten', 'beurre ', 'lait', 'sel', 'poivre 0', '03 %', ' \rPecorino Romano ', 'lait', ' 1 %', 'Fromage râpé ', 'lait']","['Sans huile de palme', 'Non végétalien']",4,764,?,764 kj(183 kcal),"7,3","4,4","20,8","1,7","7,9","0,8","0,32",,"Pâtes de semoule de blé dur nappées de sauce au fromage et au poivre, précuites, surgelées","['Surgelé', 'Barquette']","['Surgelés', 'Plats préparés', 'Plats préparés surgelés', 'Plats préparés à réchauffer au micro-ondes']",,7.3 g,en quantité modérée,4.4 g,en quantité modérée,1.7 g,en faible quantité,0.8 g,en quantité modérée,+25%,,+22%,+4%,+69%,+59%,-19%,+17%,+5%,+5%,5,+107%,C,+107%,,,,,,,,"['Gluten', 'Lait']","['Point Vert', 'Eco-Emballages', 'Produit élaboré en Italie']",,['Italie'],,,,
1846,"Beignets de légumes (courgette, chou-fleur, épinard, artichaut) préfrits, surgelés - Picard - 450g",8000881601886,450g,['Picard'],['Picard'],['France'],"['Légumes en proportion variable 54% ', 'courgette', 'chou-fleur', 'épinard', 'artichaut', 'farine de maïs', 'eau', 'huile de tournesol', 'farine de blé', 'sel', 'arômes naturels']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,476,?,476 kj(114 kcal),"5,5","0,5","13,3","3,8","2,7",0,0,,"Beignets de légumes (courgette, chou-fleu, épinard, artichaut) préfrits, surgéles",['Surgelé'],"['Snacks', 'Snacks salés', 'Surgelés', 'Plats préparés', 'Plats préparés surgelés', 'Beignets salés']",,5.5 g,en quantité modérée,0.5 g,en faible quantité,3.8 g,en faible quantité,0 g,en faible quantité,-45%,,-50%,-41%,-60%,-47%,+9%,-60%,-100%,-100%,-4,-158%,A,-158%,,,,,,,,['Gluten'],,,,,['Italie'],,
1847,Profiteroles - Picard - 130g (2 * 65g),8000881802993,130 g (2 * 65 g),['Picard'],['Picard'],['France'],"['Lait écrémé réhydraté', 'eau', 'matière grasse végétale ', 'huile de coco', ""huile d'olive"", 'beurre de cacao', 'sirop de glucose de blé', 'sucre', 'cacao maigre en poudre', 'copeaux de chocolat noir 3,8 % ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'beurre anhydre ', 'lait', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', 'chocolat fondant 2,5 % ', 'pâte de cacao', 'sucre', 'émulsifiant : lécithine de soja', 'arômes naturels', ""brisure d'amaretti "", 'sucre', ""amande douce de noyau d'abricot"", ""amande amère de noyau d'abricot"", ""blanc d'œuf liquide pasteurisé"", 'amande douce', ""jaune d'œuf liquide pasteurisé"", 'farine de blé ', 'gluten', 'protéines de lait', 'œuf entier pasteurisé', 'cacao en poudre', ""blanc d'œuf liquide pasteurisé"", 'amidon de riz', 'amidon de blé ', 'gluten', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', 'gélifiant : alginate de sodium', 'sel', 'épaississant: carraghénanes']",['Non végétalien'],4,?,314,1314 kj(314 kcal),20,16,28,22,"4,15","0,4","0,16",C,,"['Carton', 'boîte', 'surgelé', 'Plastique']","['Desserts', 'Surgelés', 'Biscuits et gâteaux', 'Desserts glacés', 'Pâtisseries', 'Profiteroles']","['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E401 - Alginate de sodium', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",20 g,en quantité modérée,16 g,en quantité élevée,22 g,en quantité élevée,0.4 g,en quantité modérée,,+9%,+10%,+39%,+79%,-8%,+14%,-19%,+44%,+44%,18,+24%,D,+24%,74.4%,15.8%,4.8%,2.5%,2.6%,0.0%,65,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Fabriqué en Italie'],,['Italie'],,,,
1848,Panforte Morbido - Sapori,8000895001917,,['Sapori'],,['France'],"[""zeste d'orange et de cèdre confits 20% "", ""zeste d'orange/ cèdre"", 'sirop de glucose-fructose/ sucre', ""correcteur d'acidité'"", ' acide citrique', 'Conservateur: anhydride sulfureux', ' graines dlabricots', 'amandes 14%/ sucre', 'noisettes', 'farine de blé/ sirop de glucose-fructose', 'maltodextrine', 'sucre glace 2/9% ', 'sucret amidon de maïs', '/ pétales dlamidon ', 'fécules dé pommes de terre', 'eau', '/ mélange dlépices 013%', ' Peu contenir dtautres fruits à coques']",[],4,?,359,1502 kj(359 kcal),15,2,50,21,"5,5","0,03","0,012",,,,,"['E330 - Acide citrique', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Fruits à coque'],,,,,,,
1849,"Sach.soft Almond Amaretti,",8000895003379,,,,"['France', 'Pays-Bas']",[],[],,?,479,2004 kj(479 kcal),25,"2,1",48,45,12,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Viennetta Vanille - Miko - 1000ml e / 500g,8000920200223,1000 ml e / 500 g,"['Miko', 'Unilever']",['Delhaize'],"['Belgique', 'France']","['LAIT écrémé réhydraté', 'huile de coco', 'sirop de glucose-fructose', 'sucre', 'eau', 'sirop de glucose', 'LACTOSE et protéines de LAIT', 'cacao maigre en poudre', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""phosphatides d'ammonium"", 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'arôme']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,240,1004 kj(240 kcal),14,12,27,21,"2,5","0,1","0,04",,,"['Carton', 'boîte', 'surgelé']","['Desserts', 'Surgelés', 'Desserts glacés']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",14 g,en quantité modérée,12 g,en quantité élevée,21 g,en quantité élevée,0.1 g,en faible quantité,,+19%,+18%,+65%,+119%,-4%,-11%,+3%,-17%,-17%,16,+42%,D,+42%,,,,,,,,['Lait'],"['Sans arômes artificiels', 'Point Vert', 'Sans colorants']",,,,,https://www.eskimo.at/produkte/viennetta-vanille-1000ml/8000920200223,
1851,Original helado de chocolate cacao ecuatoriano tarrina - Carte d'Or,8000920320709,,"[""Carte d'Or""]",,['France'],"['Helado de chocolate elaborado con 2% de dlocolate y trodtos de d', 'ocolate TB de sôlidos de cacao de EARdor', ' Inoredientes: LECHE desnatada rehidratada', 'azüar', 'en Hz', 'zZ3 ', '8%', ' arasa de coco', 'jarabe de glucosa-fructosa', 'pasta de cacao', 'suero de LECHE en poFvo', 'ernulgertz de icidos grasos fosfâtidos de amonio', 'estabiltzantes ', 'harina de qarrofin', 'goma guar', 'arragenarrJ', 'temperaturainferioro-180C Sin colorantes ni aromas artificiales']",[],,?,120,502 kj(120 kcal),6,5,13,11,"2,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans colorants'],,,,,,
1852,"Sorbet, Plein fruit-Vol fruit, Mangue Mango - CARTE d'OR - 650g ou 1000ml",8000920325506,650 g ou 1 000 ml,"[""CARTE d'OR"", 'Unilever']",['Super U'],['France'],"['Eau', 'mangue ', '21%', ' ', 'purée et morceaux', 'sirop de glucose-fructose', 'sucré', ""sirop d'oligofructose"", 'fructose', 'stabilisants ', 'farine de graines de caroube', 'pectines', 'carraghénanes', 'protéines de LAIT et LACTOSE', 'jus de citron concentré', 'colorant ', 'caroténoides', 'arôme naturel']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,?,120,502 kj(120 kcal),"< 0,5","< 0,5",28,24,"0,6","0,05","0,02",B,Sorbet Mangue mango,"['Surgelé', 'Barquette et couvercle plastique', 'Etiquette papier']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mangue']","['E410 - Gomme de caroube', 'E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",0.5 g,en faible quantité,0.5 g,en faible quantité,24 g,en quantité élevée,0.05 g,en faible quantité,,-2%,-3%,+94%,+476%,-4%,-6%,+53%,+52%,+52%,6,+11%,C,+11%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Lait'],['Point Vert'],,['France'],"['EMB 52448', 'Saint-Dizier (Haute-Marne, France)']",['France'],,
1853,Algida Cornetto Classico x - Unilever - 6x 125ml (75g),8000920577905,6 x 125 ml (75 g),['Unilever'],,"['Belgique', 'France']","['LAIT écrémé réhydraté', 'sucre', 'huiles végétales ', 'coco', 'tournesol', 'farine de BLÉ', 'sirop de glucose-fructose', 'BEURRE concentré', 'morceaux de NOISETTES', 'sirop de glucose', 'CRÈME ', '2,5%', 'poudre de cacao maigrel', 'LAIT écrémé en poudre ou concentré', 'émulsifiants ', 'lécithine de toumesol', ""mono- et diglycérides d'acides gras"", ""phosphatides d'ammonium"", 'amidon de pomme de terre', 'stabilisant ', 'alginate de sodium', 'sel', 'LAIT écrémé en poudre', 'sirop de sucre caramélisé', 'arômes', 'amidon de BLE', 'protéine de LAIT', ""blanc D'OEUF"", ' Peut contenir soja', 'autres fruits à coque et arachides ICertifié Rainforest AllianceTM cacao']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,297,1243 kj(297 kcal),18,12,29,21,"3,5","0,21","0,084",B,,['Surgelé'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", 'E401 - Alginate de sodium']",18 g,en quantité modérée,12 g,en quantité élevée,21 g,en quantité élevée,0.21 g,en faible quantité,,+43%,+42%,+76%,+79%,+14%,-2%,+11%,+56%,+56%,17,+43%,D,+43%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",['Rainforest Alliance'],,,,,,
1854,Viennetta chocolat - Miko - 320g,8000920702345,320 g,"['Miko', 'Viennetta']",,['France'],"['Lait écrémé réhydraté', 'matière grasse végétale', 'sucre', 'eau', 'cacao maigre en poudre', 'sirop de glucose-fructose', 'lactose et protéines de lait', 'sirop de glucose', 'pâte de cacao', 'beurre de cacao', 'lait en poudre entier', 'émulsifiants ', ""mono - et diglycérides d'acides gras"", ""phosphatides d'ammonium"", 'stabilisants ', 'farine de graines de caroube', 'gomme guar', 'carraghénanes', 'lait en poudre écrémé', 'arômes', 'beurre concentré']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,1100,260,1100 kj(260 kcal),17,15,23,20,4,"0,178","0,071",B,"Glace chocolat, glace chocolat blanc et feuilletage au cacao maigre (13 %)","['Carton', 'Surgelé']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E442 - Phosphatides d'ammonium"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",17 g,en quantité modérée,15 g,en quantité élevée,20 g,en quantité élevée,0.178 g,en faible quantité,+13%,+12%,+13%,+45%,+97%,-18%,-15%,+27%,+19%,+19%,15,+12%,D,+12%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Lait'],"['Sans arômes artificiels', 'Sans colorants']",,,,,,
1855,Vanille Bourbon Light - Cremissimo - 1L - 500g,8000920703311,1 L - 500 g,"['Cremissimo', 'Miko', 'Unilever']",['Destock Malin'],['France'],"['Lait écrémé', 'sirop de glucose', 'eau', 'sirop de glucose-fructose', 'sucre', 'huile de noix de coco', 'lactosérum en poudre', 'inuline', 'gousses de vanille en poudre', ' arômes', 'émulsifiant ', ""mono- et diglycérides d'acides gras"", 'stabilisants ', 'gomme de caroube', 'gomme guar', 'carraghénane', 'colorants ', 'carotènes']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,?,166,695 kj(166 kcal),"4,4",4,28,27,"2,5","0,11","0,044",B,,"['Surgelé', 'Bac', 'Plastique']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces à la vanille']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes']",4.4 g,en quantité modérée,4 g,en quantité modérée,27 g,en quantité élevée,0.11 g,en faible quantité,,-20%,-20%,-57%,-40%,+10%,+26%,-21%,-19%,-19%,9,-24%,C,-24%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Lait'],"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse']",,,,,http://www.cremissimo.at/produkte/laktosefrei-bourbon-vanille/8714100383636,
1856,Chocolate Fudge Brownie Ice Cream - Ben & Jerry's - 150ml e / 110g e,8000920704974,150 ml e / 110 g e,"[""Ben & Jerry's""]",,['France'],"['glacée au chocolat avec des morceaux de gâteau fondant av cacao Eau', 'CRÉME ', '25%', 'sucre', 'LAIT concentré écrémé', 'cacao en poudre,farinede maigre en poudre', 'huile de soja', ""jaune d'ŒUF1"", 'sucre inverti', 'ŒUE blancdŒ{ sel', 'stabilisants ', 'gomme guar', 'carraghénanes', 'extrait de vanille', 'carbonate acide de sodium', ' Ingrédients conformes aux standardsducortmrü cacao et vanille ', '280/òdu poids total', ' lœufs de poules élevées enpleipv ', ' avantfin:']",['Non végétalien'],4,?,271,1134 kj(271 kcal),14,"8,5",32,30,"4,6","0,2","0,08",B,Chocolate Fudge Brownie Ice Cream,"['Carton', 'Pot', 'surgelé', 'Plastique']","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Crèmes glacées en pot', 'Glaces au chocolat']","['E412 - Gomme de guar', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E500ii - Carbonate acide de sodium']",14 g,en quantité modérée,8.5 g,en quantité élevée,30 g,en quantité élevée,0.2 g,en faible quantité,,+18%,+17%,+18%,+10%,+20%,+32%,+26%,+44%,+44%,17,+31%,D,+31%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['Lait'],"['Commerce équitable', 'Kascher', 'Fairtrade International', 'Point Vert']",,,,,,
1857,Moro Filetti Tonno All'olio d'oliva,8000935170290,,,,['France'],[],[],,?,202,845 kj(202 kcal),"10,4","1,5","2,1",0,"24,9","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Biscotti mandorlino,8000972000222,,,,['France'],[],[],,?,481,2013 kj(481 kcal),19,"4,6",65,30,11,"0,32","0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Couscous perlé,8000976007500,,,,['France'],[],[],,?,368,1540 kj(368 kcal),"1,3","0,4",75,"1,7",13,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,"Lipton The'ice Tea Pesca Pet LT 1, 5",8000990117209,,['Lipton'],,['France'],"['acqua', 'zucchero', 'acidificante: acido citrico', 'estratto di tè nero ', '0', '14%', 'succo di pesca da concentrato ', '0,1%', 'aromi', 'correttore di acidità: citrati di sodio', 'antiossidante: acido asorbico', 'edulcoranti: glicosidi steviolici']",[],4,?,19,79 kj(19 kcal),"0,5","0,5","4,7","4,5","0,4","0,05","0,02",,Bibita analcolica di tè freddo alla pesca con zucchero ed edulcoranti.,,['Boissons'],"['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",0.5 g,en faible quantité,0.5 g,en faible quantité,4.5 g,en quantité modérée,0.05 g,en faible quantité,,-66%,-67%,+44%,+324%,-58%,-52%,-19%,+20%,+20%,6,-22%,D,-22%,,,,,,,,,,,,,,,
1861,Vinaigre balsamique de Modène - Ponti - 2l,8001010006213,2 l,['Ponti'],,['France'],"['Vinaigre de vin', 'moût de raisin concentré', 'colorant : caramel E 150d', '\rContient sulfites']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,76,318 kj(76 kcal),0,0,14,14,"0,2","0,05","0,02",B,,['Bidon plastique opaque'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']","[""E150d - Caramel au sulfite d'ammonium""]",0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0.05 g,en faible quantité,,-48%,-48%,-100%,-100%,-56%,-52%,-70%,-29%,-29%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,['Anhydride sulfureux et sulfites'],['IGP'],,,,,http://www.ponti.com,
1862,Creme Balsamique - Ponti - 500g,8001010079576,500 g,['Ponti'],,['France'],"['moût de raisin cuit', 'Aceto Balsamico di Modena IGP 38% ', 'vinaigre de vin', 'moût de raisin concentré', 'moût de raisin cuit', 'colorant: caramel E 150d', 'vinaigre de vin', 'colorant: caramel E 150d', 'amidon de mais modifié', 'épaississant: gomme xanthan', ' Contient des sulfites']",[],4,?,189,791 kj(189 kcal),0,0,44,43,"0,5","0,05","0,02",,,,"['Epicerie', 'Condiments', 'Crèmes de vinaigre']","[""E150d - Caramel au sulfite d'ammonium""]",0 g,en faible quantité,0 g,en faible quantité,43 g,en quantité élevée,0.05 g,en faible quantité,,-11%,-11%,-100%,-100%,-12%,+2%,-25%,-61%,-61%,11,+1%,D,+1%,,,,,,,,['Anhydride sulfureux et sulfites'],,,,,,,
1863,TortelTortelloni Ai Funghi Porcini - Bertagni,8001020110030,,['Bertagni'],['Delhaize'],"['Belgique', 'France', 'Italie']","['FARCE ', '50%', ' : CÉPES SAUTÉS 30% ', 'CÉPES ', 'BOLETUS EDULIS ET ESPÉCES VOISINES', ' 62%', 'OIGNON', 'HUILE DE TORUNESOL', 'PERSIL', 'SEL', 'SECHES ', 'BOLETUS EDULIS ET ESPÉCES VOISINES', 'AIL', 'POIVRE', 'CHAPELURE ', 'FARINE DE BLÉ', 'SEL', 'LEVURE', 'EAU', 'FROMAGE RÂPÉ ', 'LAIT', 'LAIT DEMI ÉCRÉMÉ', 'POUDRE DE LACTOSÉRUM', 'LACTOSE', 'FLOCONS DE POMMES DE TERRE', 'HUILE DE TOURNESOL', 'BEURRE ', 'LAIT', 'SEL', 'CÉPES SECHES 2% ', 'BOLETUS EDULIS ET ESPÉCES VOISINES', 'FIBRE DE BLÉ', ' ', '50%', ' : FARINE DE BLÉ TENDRE', 'ŒUFS 28,5% SEMOULE DE BLÉ DUR']",['Non végétalien'],4,?,241,1008 kj(241 kcal),"6,7","2,3",36,"5,2","9,2","1,6","0,64",,,['Nudeln'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten', 'Lait']",,,,,,,
