,name,bar_code,brand,labels,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,manufacturing,markets,traceability_code,palm_ingredients,generic_name,ingredients_origins,link,brand_owner
988,Cidre Brut Pop d'Adam - Dia - 75cL,8480017028655,['Dia'],['IGP'],['France'],['Cidre'],,,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,?,?,,?,,?,,?,,,C,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres demi-secs']",,,,,,,,,,,,,,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,75 cL,"['Bouteille', 'Verre']","['Normandie', 'France']",['Dia'],,,Cidre brut,,,
989,"Eau de source de montagne - DIA - 1,5l",8480017028730,"['DIA', 'Roche des Ecrins']","[""Convient à l'alimentation des nourrissons"", 'Produit de montagne']",['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Produits de montagne', 'Eaux de montagne', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,,,,,,,0,,A,,,,,,,,,"1,5 l",['Bouteille plastique'],,['DIA'],['COD 21120'],,Eau,"['France', 'Chorges']",,
990,Dia,8480017029461,['Dia'],['Fabriqué en France'],['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dia'],,,,,,
991,Corn Flakes Dia - 1kg,8480017031273,['Dia'],,['France'],"['mais ', '91%', 'sucre', 'sel', ""extrait de malt d'orge"", 'vitamines ', 'niacine ', 'vitamine B3', 'vitamine E', 'acide pantothénique ', 'vitamine B5', 'vitamine B6', 'riboflavine ', 'vitamine B2', 'thiamine ', 'vitamine B1', 'vitamine B12', 'acide folique ', 'vitamine B9', 'fer']",,['Gluten'],['Sans huile de palme'],3,1625,?,1625 kj(388 kcal),"1,1","0,5","83,6","8,6",8,"1,422","0,569",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Céréales extrudées', 'Flocons extrudés', 'Corn-flakes']",1.1 g,en faible quantité,0.5 g,en faible quantité,8.6 g,en quantité modérée,1.42 g,en quantité modérée,+1%,,+3%,+1%,+75%,+1%,-20%,+11%,+18%,+18%,8,+7%,C,+7%,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,1 kg,"['Carton', 'Plastique']",,['Dia'],,,Pétales de maïs grillés,,,
992,Gaufrettes au chocolat Dia - 110g,8480017031310,['Dia'],['Fabriqué en France'],['France'],"['Farine de blé - sucre · matières grasses végétales hydrogénées de coprah et de palmiste - chocolat 7% ', 'poudre de cacao', 'masse de cacao', 'sucre', "" - poudre de cacao — noisettes — jaunes d'œufs · poudre de lactosérum - émulsifiant : lécithine de soja - colorants : E160c"", 'E161b', 'E150a ', 'lait et blé', ' - poudre à lever : E500ii - arômes ', 'blé']","['E322i - Lécithine', 'E160c - Extrait de paprika', 'E161b - Lutéine', 'E150a - Caramel E150a', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Lait']",['Non végétalien'],4,?,481,2013 kj(481 kcal),19,14,70,32,"7,4","0,254","0,102",B,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']",19 g,en quantité modérée,14 g,en quantité élevée,32 g,en quantité élevée,0.254 g,en faible quantité,,-4%,-4%,-23%,-6%,+13%,-9%,+42%,-21%,-21%,21,-5%,E,-5%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,110 g,['Emballage en plastique'],,['Dia'],,,Gaufrettes fourées au chocolat,['France'],,
993,Thé vert de Chine bio - dia,8480017031846,['Dia'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],,,[],,?,?,,?,,?,,?,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts', 'Infusions']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Plastique'],,['Dia'],,,,,,
994,Coulis de Framboise - Dia - 165g,8480017032195,['Dia'],,['France'],"['Brisure de framboise ', '50%', 'sucre', 'eau', 'pectine']",['E440 - Pectines'],,[],4,614,?,614 kj(147 kcal),"0,1",0,"34,8","32,3","0,4","0,03","0,012",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Sauces', 'Sauces dessert', 'Coulis de fruits', 'Coulis de framboise']",0.1 g,en faible quantité,0 g,en faible quantité,32.3 g,en quantité élevée,0.03 g,en faible quantité,+17%,,+11%,-64%,-100%,+24%,+23%,-55%,+85%,+85%,7,+175%,C,+175%,,,,,,,,165 g,"['Bocal', 'Verre']",['Union Européenne'],['Dia'],,,,,,
995,Eau de source de montagne - Dia,8480017032249,['Dia'],,['France'],[],,,[],,?,?,,?,,?,,?,,,,"['Boissons', 'Eaux', 'Eaux de sources', 'Eaux minérales']",,,,,,,,,,,,,,,,,,,0,-100%,A,-100%,,,,,,,,,,,['Dia'],,,,,,
996,Truite fumée au bois de hêtre tranchée - Dia - 150g,8480017032324,['Dia'],,['France'],"['truite fumée 97% ', 'Oncorhynchus mykiss', 'sel 3%']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,689,?,689 kj(165 kcal),"6,5",2,"2,2","< 0,5","23,8","2,997","1,199",E,"['Produits de la mer', 'Poissons', 'Poissons fumés', 'Truites', 'Truites fumées']",6.5 g,en quantité modérée,2 g,en quantité modérée,0.5 g,en faible quantité,3 g,en quantité élevée,+3%,,+1%,-17%,+23%,+429%,+70%,+5%,+9%,+9%,13,+10%,D,+10%,92.4%,0.0%,1.3%,5.5%,0.7%,0.2%,23,150 g,['Blister en plastique'],,['Dia'],['ES 12.18789/S C CE'],,Truite fumée salée,['Espagne (poisson origine Danemark)'],,
997,Nappage Caramel 185g - Dia,8480017032461,['Dia'],,['France'],"['sirop de glucose', ' fructose de blé', 'sucre', 'eau', 'sucre caramélisé']",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,?,345,1443 kj(345 kcal),0,0,"86,2","73,4",0,0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramel liquide']",0 g,en faible quantité,0 g,en faible quantité,73.4 g,en quantité élevée,0 g,en faible quantité,,-3%,-2%,-100%,-100%,+21%,+22%,-100%,-100%,-100%,14,-22%,D,-22%,,,,,,,,,,,['Dia'],,,,,,
998,Speck italien fumé - Dia - 80g,8480017032829,['Dia'],['Fabriqué en Italie'],['France'],"['Viande de porc', 'sel', 'épices et plantes aromatiques', 'antioxydant : ascorbate de sodium', 'conservateur: nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,986,?,986 kj(236 kcal),14,"5,6","0,5","0,5",27,"4,318","1,727",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs', 'Jambons crus fumés', 'Specks', 'en:raw-cured-ham']",14 g,en quantité modérée,5.6 g,en quantité élevée,0.5 g,en faible quantité,4.32 g,en quantité élevée,,,-18%,-25%,-21%,-26%,+52%,-6%,-1%,-1%,17,-13%,D,-13%,81.5%,16.7%,0.3%,0.9%,0.5%,0.1%,13,80 g,['Plastique'],"['Italie', 'France']",['Dia'],"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,Jambon cru fumé,['Union européenne'],,
999,Viande séchée dans les Alpes - Dia - 70g,8480017032836,['Dia'],['Fabriqué en Italie'],['France'],"['Viande de bœuf', 'sel', 'dextrose de maïs', 'arômes naturels', 'conservateurs: nitrite de sodium et nitrate de potassium', 'arôme']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,778,?,778 kj(186 kcal),"5,5","2,5","0,8","0,8",33,"3,886","1,554",,"['Viandes', 'Charcuteries']",5.5 g,en quantité modérée,2.5 g,en quantité modérée,0.8 g,en faible quantité,3.89 g,en quantité élevée,-20%,,-28%,-72%,-66%,-46%,+1%,+76%,+63%,+63%,14,-12%,D,-12%,,,,,,,,70 g,"['Blister', 'Plastique']",,['Dia'],"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,Viande de boeuf séchée,['Italie'],,
1000,Rosette des Monts du Lyonnais Dia - 100g,8480017032850,['Dia'],['Fabriqué en France'],['France'],"['viande de porc', 'sel', 'sirop de glucose', 'lactose', 'épices', 'antioxydant : érythorbate de sodium', 'conservateur : nitrite de sodium', 'ferments']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,1574,?,1574 kj(376 kcal),30,"11,3","3,3","2,8","23,9","5,842","2,337",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Rosettes']",30 g,en quantité élevée,11.3 g,en quantité élevée,2.8 g,en faible quantité,5.84 g,en quantité élevée,+1%,,+3%,+5%,-1%,+70%,+93%,-6%,+30%,+30%,24,+2%,E,+2%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,100 g,"['Blister', 'Plastique']",['France'],['Dia'],"['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)', 'EMB 57032A', 'Ars-sur-Moselle (Moselle, France)']",,Rosette des Monts du Lyonnais,['Union européenne'],,
1001,Vinaigre de vin vieilli en fut de chene - Dia,8480017032966,['Dia'],,['France'],[],,,[],,?,19,79 kj(19 kcal),0,0,"0,1","0,1",0,,,B,"['Vinaigres', 'Vinaigres de vin']",0 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,,,,+6%,+7%,-100%,-100%,-91%,-86%,-100%,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,['Dia'],,,,,,
1002,Vinaigre d'alcool incolore - Dia - 1l,8480017032997,['Dia'],"[""Informations incorrectes sur l'emballage"", ""Informations nutritionnelles incorrectes sur l'emballage""]",['France'],"[""Vinaigre d'alcool incolore 8% d'acidité""]",,,[],,109,?,109 kj(26 kcal),"0,6",0,"0,1","0,1","0,5","0,051","0,02",B,"['Vinaigres', ""Vinaigres d'alcools""]",0.6 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0.0508 g,en faible quantité,-13%,,+106%,+287%,-100%,-93%,-92%,+242%,-50%,-50%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,1 l,"['Bouteille', 'Plastique']",,['Dia'],,,Vinaigre d'alcool incolore 8% d'acidité,['France'],,
1003,Haché tradition Pur Boeuf - Dia - 350g,8480017034311,['Dia'],"['Viande-francaise', 'Pur bœuf', 'Viande-bovine-francaise']",['France'],['100 % viande pur bœuf hâchée'],,,[],,?,?,,?,,?,,?,,,,"['Viandes', 'Bœuf', 'Frais', 'Viandes fraîches', 'Viandes de boeuf hachées']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350 g,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique']","['Socopa Viandes (Filiale Groupe Bigard) - Lieu dit Les Bordes - D323 - 72400 Cherré', 'Sarthe', 'Pays de la Loire', 'France']",['Dia'],"['FR 72.080.002 CE', 'Cherré (Sarthe, France)']",,Viande de boeuf hâchée,"['France', 'Viande Bovine']",,
1004,2 steaks hachés pur bœuf Bio (15 % MG) - Dia - 200g,8480017034496,['Dia'],"['Bio', 'Bio européen', '100% muscle', 'FR-BIO-10', 'Point Vert', 'Fabriqué en France', 'Pur bœuf', 'AB Agriculture Biologique', '15\xa0% MG', 'Agriculture France', 'Eco-Emballages', 'Elaboré en France']",['France'],['Steak haché pur bœuf'],,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1,?,?,,?,,?,,?,,,D,"['Viandes', 'Bœuf', 'Frais', 'Steaks', 'Steaks de bœuf', 'Viandes fraîches', 'Steaks hachés', 'Steaks de bœuf hachés', 'Steaks hachés frais', 'Steaks hachés de bœuf frais']",,,,,,,,,,,,,,,,,,,,,,,98.0%,0.5%,0.6%,0.6%,0.3%,0.1%,3,200 g,"['Frais', 'Barquette', 'Plastique', 'Sous-vide']","['Socopa Viandes (Filiale Groupe Bigard) - Lieu dit Les Bordes - D323 - 72400 Cherré', 'Sarthe', 'Pays de la Loire', 'France']",['Dia'],"['FR 72.080.002 CE', 'Cherré (Sarthe, France)', 'EMB 84054K', 'Isle-sur-la-Sorgue (Vaucluse, France)']",,Steaks hachés pur bœuf issus de l'agriculture biologique,"['France', 'Agriculture France']",,
1005,Colin sauce Citron - Dia - 300g,8480017034816,['Dia'],,['France'],"['RIZ CUISINÉ 46', '7 % : riz blanc cuit ', 'eau', 'riz', 'carottes', 'huile végétale de colza', 'petits pois', 'oignons', 'sel', '\rSAUCE CITRON 30 % : eau', 'oignons', 'crème liquide ', 'dont lait', 'lait demi-écrémé en poudre', 'huile végétale de colza', 'amidon de maïs', 'concentré de citron 2,5 %', 'gélatine bovine', 'arôme jus de citron', 'sel', 'sucre', 'arôme naturel poivre', 'curcuma', ""\rCOLIN D'ALASKA 23,3 % "", 'Pêché en Océan Pacifique']",['E428 - Gélatine'],"['Poisson', 'Lait', 'CITRON']","['Non végétalien', 'Non végétarien']",4,554,?,554 kj(132 kcal),"3,9",1,"16,9","1,3","7,2","0,7","0,28",,"['Plats préparés', 'Frais', 'Plats préparés au poisson', 'Plats préparés frais', 'Plats préparés à réchauffer au micro-ondes', 'Plats à base de colin']",3.9 g,en quantité modérée,1 g,en faible quantité,1.3 g,en faible quantité,0.7 g,en quantité modérée,,,+22%,-7%,-41%,+66%,-13%,+9%,+3%,+3%,-1,-550%,A,-550%,,,,,,,,300 g,"['Frais', 'Barquette', 'Plastique', 'Etui', 'Carton', 'Opercule', '1 Personne']","['Claudine et Bernard Barral - Avenue Henri Barbusse - ZI de Marché Gare - 47300 Villeneuve-sur-Lot', 'Lot-et-Garonne', 'Aquitaine', 'France']","['Ed', 'Dia']","['FR 47.323.329 CE', 'Villeneuve-sur-Lot (Lot-et-Garonne, France)']",,,"['Colin Alaska', 'Océan Pacifique']",,
1006,Saumon atlantique élevé en écosse 4-6 tranches - Dia - 150g,8480017035073,['Dia'],['Élevé en Ecosse'],['France'],"['saumon atlantique ', 'Salmo solar', ' élevé en écosse 97%', 'sel 3%']",,,"['Non végétalien', 'Non végétarien']",3,892,?,892 kj(213 kcal),"12,9","3,3","0,7","0,4","23,7","3,048","1,219",E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12.9 g,en quantité modérée,3.3 g,en quantité modérée,0.4 g,en faible quantité,3.05 g,en quantité élevée,+15%,,+15%,+23%,+60%,+42%,+20%,+7%,+8%,+8%,15,+15%,D,+15%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,150 g,"['Carton', 'film plastique']",,['Dia'],"['FR 29.232.500 CE', 'Quimper (Finistère, France)']",,Saumon atlantique fumé,,,
1007,Boisson au Thé saveur Pêche - Dia - 33cl,8480017035257,['Dia'],,['France'],"['eau', 'sucre', 'jus de pêche à base de concentré ', '0,5%', 'acidifiant ', 'acide citrique', 'extraits de thé ', '1,2 g/l', ""correcteur d'acidité "", 'citrates de sodium', 'antioxydant ', 'acide ascorbique', 'arôme', 'édulcorant ', 'sucralose']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique', 'E955 - Sucralose']",,[],4,54,?,54 kj(13 kcal),"< 0,1",0,"2,8","2,6","< 0,1","< 0,03","0,012",B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons édulcorées', 'Boissons au thé', 'Thés glacés']",0.1 g,en faible quantité,0 g,en faible quantité,2.6 g,en quantité modérée,0.03 g,en faible quantité,-41%,,-36%,-1%,-100%,-41%,-42%,-14%,+19%,+19%,4,-40%,C,-40%,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,33 cl,"['Canette', 'Aluminium']",,['Dia'],,,,,,
1008,Jambon cuit supérieur avec couenne - Dia - 240g,8480017035394,['Dia'],"['Qualité supérieure', 'Viande-francaise', 'Viande-porcine-francaise']",['France'],[],,,[],,?,?,,?,,?,,?,,,C,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,,,,,,,,,,,,,,,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,240g,"['Barquette', 'Plastique']",['France'],['Dia'],"['FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",,Jambon cuit supérieur avec couenne,['France'],,
1009,Mostarda - Dia,8480017035622,['Dia'],,['France'],[],,,[],,?,96,402 kj(96 kcal),1,"0,1","18,4","9,2","1,6",5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Dia'],,,,,,
1010,Confiture extra de Fraises - Dia - 340g,8480017036162,['Dia'],"['Bio', 'Bio européen', 'BE-BIO-01', 'AB Agriculture Biologique']",['France'],[],,,[],,?,?,,?,,?,,?,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,,,,,,,,,,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,340 g,"['Bocal', 'Verre']",,['Dia'],,,,,,
1011,Oignons frits croustillants - Dia,8480017036445,['Dia'],,['France'],[],,,[],,?,589,2464 kj(589 kcal),44,20,40,15,6,1,"0,4",E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Oignons et dérivés', 'Oignons frits']",44 g,en quantité élevée,20 g,en quantité élevée,15 g,en quantité élevée,1 g,en quantité modérée,,+4%,+4%,+4%,+10%,-0%,+42%,+2%,-9%,-9%,16,+19%,D,+19%,35.2%,59.0%,2.2%,1.7%,1.6%,0.3%,26,,,,['Dia'],,,,,,
1012,Petits pains grillés multicéréales - Dia,8480017036582,['Dia'],,['France'],[],,,[],,?,405,1695 kj(405 kcal),9,1,66,"3,5",12,"1,14","0,456",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés']",9 g,en quantité modérée,1 g,en faible quantité,3.5 g,en faible quantité,1.14 g,en quantité modérée,,+4%,+3%,+22%,-36%,+1%,-36%,+9%,-7%,-7%,5,-10%,C,-10%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,,,['Dia'],,,,,,
1013,Mini pains au chocolat pur beurre - dia - 230g,8480017036599,['Dia'],,['France'],"['farine de blé', 'beurre concentré reconstitué 21', '5%', 'chocolat 12% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'lécithine de soja', 'sucre', 'levure', 'sel', 'émulsifiants ', 'E471', 'E472e', 'protéines de lait', 'arôme naturel', 'gluten de blé', 'colorant ', 'E160a', 'levure désactivée', 'conservateur ', 'E282', 'épaississant ', 'E466', ' arôme', 'antioxydant ', 'E300']","['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E160a - Carotènes mélangés', 'E282 - Propionate de calcium', 'E466 - Carboxyméthylcellulose', 'E300 - Acide ascorbique']","['Gluten', 'Lait', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",4,1836,?,1836 kj(439 kcal),"23,6","15,6","48,6","12,8","6,5","1,1","0,44",D,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains au chocolat']",23.6 g,en quantité élevée,15.6 g,en quantité élevée,12.8 g,en quantité élevée,1.1 g,en quantité modérée,+9%,,+11%,+8%,+17%,+15%,+7%,-9%,+22%,+22%,21,+7%,E,+7%,81.1%,12.4%,3.5%,2.7%,0.3%,0.0%,50,230 g,['Sac plastique'],,['Dia'],,,Mini pains au chocolat pur beurre,,,
1014,Pâté de foie de porc qualité supérieure - Dia - 200g,8480017037244,['Dia'],"['Viande-francaise', 'Point Vert', 'Fabriqué en France', 'Viande-porcine-francaise', 'Eco-Emballages']",['France'],"['Gras de porc', 'foie de porc ', '34 %', 'lait', 'sel,blanc d’œuf', 'plantes aromatiques', 'dextrose', 'farine de blé', 'épices', 'conservateurs : érythorbate et nitrite de sodium', ' Gelée de nappage : eau', 'gélatine de porc', 'sel', 'arôme naturel']",['E428 - Gélatine'],"['Œufs', 'Gluten', 'Lait']","['Non végétalien', 'Non végétarien']",4,1385,?,1385 kj(331 kcal),31,12,3,2,11,"1,7","0,68",,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Frais', 'Charcuteries diverses', 'Pâté', 'Pâtés de foie']",31 g,en quantité élevée,12 g,en quantité élevée,2 g,en faible quantité,1.7 g,en quantité élevée,+6%,,-6%,-5%,-2%,+47%,+147%,-4%,+4%,+4%,21,+4%,E,+4%,,,,,,,,200 g,"['Frais', 'Barquette', 'Plastique', 'Opercule', 'Film plastique', 'Sous atmosphère protectrice']","['Cooperl Arc Atlantique - 7 Rue de la Jeannaie Maroué - Zone Industrielle - 22400 Lamballe', ""Côtes-d'Armor"", 'Bretagne', 'France']",['Dia'],"['FR 22.093.001 CE', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22093C', ""Lamballe (Côtes-d'Armor, France)"", 'EMB 22095C', ""Landebaëron (Côtes-d'Armor, France)""]",,Pâté de foie de qualité supérieure,"['France', 'Viande Porcine']",,
1015,Pavé au poivre Dia - 100g,8480017037633,['Dia'],['Fabriqué en France'],['France'],"['Viande de porc', 'sel', 'lactose', 'épices ', 'dont: poivres 0,46%', 'dextrose', 'saccarose', 'aromate', 'conservateur: E252', 'ferments']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",['Lait'],"['Non végétalien', 'Non végétarien']",4,1587,?,1587 kj(379 kcal),32,"12,8","0,7","0,6",23,"4,318","1,727",,"['Viandes', 'Charcuteries']",32 g,en quantité élevée,12.8 g,en quantité élevée,0.6 g,en faible quantité,4.32 g,en quantité élevée,+64%,,+47%,+66%,+76%,-52%,-25%,+23%,+81%,+81%,23,+44%,E,+44%,,,,,,,,100 g,['Blister en plastique'],,['Dia'],"['FR 38.012.001 CE', 'Aoste (Isère, France)', 'EMB 38012', 'Aoste (Isère, France)']",,Pavé au poivre Dia,['France'],,
1016,Jambon Cuit Supérieur avec couenne Dia 4 tranches - 200g,8480017037831,['Dia'],['Qualité supérieure'],['France'],"['Jambon frais de porc', 'eau', 'sel', 'dextrose', 'arômes', 'sirop de glucose', 'antioxygène ', 'ascorbate de sodium', 'érythorbate de sodium', 'conservateurs: nitrite de sodium']","['E301 - Ascorbate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,460,?,460 kj(110 kcal),6,,1,,"19,5",,,D,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",6 g,en quantité modérée,,,,,,,-9%,,-16%,+25%,,+49%,,-8%,,,,,,,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,200 g,"['Plastique', 'Blister']",,['Dia'],['DE TH-EV 3045 EG'],,Jambon cuit qualité supérieur avec couenne,['Allemagne'],,
1017,Pocket Sticks Nature - Dia - 100g,8480017037855,['Dia'],,['France'],"['Viande de porc', 'sel', 'lactose', 'épices', 'dextrose', 'ail', 'conservateurs : nitrate de potassium et nitrite de sodium', 'ferments', 'enveloppe: collagène', 'cellulose', '\r201 g de viande utilisés pour 100 g produit fini']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose']",['Lait'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2194,?,2194 kj(524 kcal),45,18,4,2,27,4,"1,6",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",45 g,en quantité élevée,18 g,en quantité élevée,2 g,en faible quantité,4 g,en quantité élevée,+29%,,+28%,+38%,+41%,+72%,+31%,-1%,-14%,-14%,25,+3%,E,+3%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,100 g,['Sous atmosphère protectrice'],"['Aoste SNC - A SNC (Filiale Campofrio Food Group) - ZI Les Jacquards - 42520 Maclas', 'Loire', 'Rhône-Alpes', 'France']",['Dia'],"['FR 42.129.001 CE', 'Maclas (Loire, France)']",,Saucisson sec pur porc,,,
