,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,traceability_code,brand,labels,packaging,additives,nova_score,generic_name,markets,allergens,manufacturing,ingredients_origins,palm_ingredients,link,brand_owner,producer_info
1573,Moulin long au Gros sel et baies roses - A'ROM - 250g,3700389705165,A,250 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Sels']","['Danemark', 'France', 'Allemagne', 'Pays-Bas', 'Royaume-Uni']","['Sel gros de mer ', '88%', 'antiagglomérant ', 'E535', 'baies roses déshydratées ', '12%']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,1100,,45,,,,"1,23",,,,"9,2",,,,"2,62",,,,,,,,,,50.9%,0.0%,27.5%,11.1%,10.5%,0.0%,98,"['EMB 13119B', 'Carnoux-en-Provence (Bouches-du-Rhône, France)']","[""A'ROM""]",,"['MOULIN', 'VERRE', 'BOUTEILLE']",['E535 - Ferrocyanure de sodium'],2,Moulin long au Gros sel et baies roses,"['OTHERWINE', 'CABESTO', 'TJX', 'PINE APPLE', 'DU BRUIT DANS LA CUISINE']",['NON RENSEIGNE'],['FRANCE'],"['France', 'Brésil']",,,,
1574,Snacks oignon - Feurich,26087429,,,,['France'],[],[],,,,,,,,,?,,525,,2197 kj(525 kcal),,29,,"2,9",,59,,"3,4",,"6,2",,2,,"0,8",,,,,,,,,,,,,,['Feurich'],['Fabriqué en Allemagne'],,,,,,,,,,,,
1575,Vin - cellier des dauphins - 75cl,3179077542410,,75cl,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['cellier des dauphins'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1576,Cidre Rubis - loic raison - 75cl,3256550081915,D,75cl,"['Boissons', 'Boissons alcoolisées', 'Cidres', 'Cidres aromatisés']",['France'],"['Cidre', 'concentré de pomme', 'arômes naturels', 'denrée alimentaire colorante ', 'concentré de carotte', 'cassis', ' CONTIENT DES SULFITES']",['Sans huile de palme'],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,31.6%,5.6%,37.9%,16.7%,6.5%,1.8%,53,,['loic raison'],,,,4,,,['Anhydride sulfureux et sulfites'],,,,,,
1577,Ananas tranche,3334320008895,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Ananas']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,37.7%,0.0%,0.0%,33.4%,15.9%,13.1%,95,,,,,,,,,,,,,,,
1578,Minuten Milchreis - Müller's Mühle - 500g,4000286226596,C,500 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,"[""Müller's Mühle""]",,['Karton'],,,,,,,,,,,
1579,Préparation pour purée,3770002635124,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
1580,wafer - Conad,8003170029866,,,,"['France', 'Italie']",[],[],,,,,,,,,?,,521,,2180 kj(521 kcal),,29,,20,,54,,26,,"9,2",,"0,31",,"0,124",,,,,,,,,,,,,,['Conad'],,,,,,['Conad'],,,,,,,
1581,Fromage Fondu - cheese - 120g,3228021030012,,120 g,,"['France', 'Libye']",[],[],,,,,,,,,?,,260,,1088 kj(260 kcal),,22,,15,,"6,5",,"6,5",,9,,"1,9",,"0,76",,,,,,,,,,,,,,['Cheese'],,['8'],,,,,,['France'],['en:milk'],,,,
1582,Ragoût de Cerf à la Sauce aux Cèpes - Les Légendaires,26038513,,,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats préparés en conserve', 'Plats préparés à réchauffer au micro-ondes', 'Ragoûts', 'Plats à base de cerf']",['France'],[],[],4 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en faible quantité,1.1 g,en quantité modérée,?,,106,+23%,444 kj(106 kcal),+16%,4,+45%,"0,5",-47%,"3,7",-64%,"1,8",-27%,14,+108%,"1,1",+4%,"0,44",+4%,0,-100%,B,-100%,,,,,,,,,"['Les Légendaires', 'Aldi']",['Point Vert'],"['Conserve', 'métal']",,,Plat en conserve - Ragoût de Cerf à la Sauce aux Cèpes,['Aldi'],"['Céleri', 'Gluten', 'Lait']",,,,,,
1583,6 Oeufs frais -,3770008630017,C,,"[""Produits d'élevages"", 'Œufs', 'Œufs frais']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,91.5%,0.0%,3.5%,2.5%,1.7%,0.8%,51,,,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']",,,,,,,,,,,,
1584,Weizenmehl 405 -,23880559,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé', 'Farines de blé type T45']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,,,,,,,,,,,,,,
1585,Kaffeefilter 1x4,4311501407004,,,,"['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,"['stück', 'stück']",,,,,,,,,,,
1586,Croque' Emmental - President,03327876,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],[],[],17 g,en quantité modérée,12 g,en quantité élevée,4.5 g,en faible quantité,2.5 g,en quantité élevée,?,,235,-29%,983 kj(235 kcal),-28%,17,-36%,12,-33%,7,+479%,"4,5",+506%,"13,5",-34%,"2,5",+92%,1,+92%,17,+24%,D,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['President'],,,,,,,,,,,,,
1587,Pépite  de tournesol sans sel,8690123213023,,,,['France'],[],[],,,,,,,,,?,,582,,2435 kj(582 kcal),,50,,3,,24,,1,,19,,"0,008",,"0,003",,,,,,,,,,,,,,,,,,,,,,,,,,,
1588,Escaloppe de dinde,2689119034113,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['FR 79.179.002 CE', 'Moncoutant (Deux-Sèvres, France)']",,['Fabriqué en France'],,,,,,,,,,,,
1589,Coriandre feuilles - Cook - 35g,3417960038122,,35 g,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Cook'],"['Bio', 'Bio européen', 'en:gluten-free', 'FR-BIO-01']",['Flacon'],,,,,,,,,,,
1590,Véritable andouille de Guemené,0261280046649,E,,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],20 g,en quantité modérée,9.8 g,en quantité élevée,0.3 g,en faible quantité,2.7 g,en quantité élevée,?,,255,+2%,1067 kj(255 kcal),+3%,20,-1%,"9,8",-3%,"1,7",+352%,"0,3",+7%,"16,2",-1%,"2,7",+13%,"1,08",+13%,22,+2%,E,+2%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,,,,,,,,,,,,,
1591,Epices Appel De L Oasis bio,4021269100498,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,"9,8",,"1,4",,"30,5",,"21,7",,"7,2",,"39,9",,"15,96",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1592,Extra mature cheddar - Tesco,5057545952870,,,,['France'],[],[],,,,,,,,,?,,416,,1741 kj(416 kcal),,"34,9",,"21,7",,"0,1",,"0,1",,"25,4",,"1,8",,"0,72",,,,,,,,,,,,,,['Tesco'],,,,,,,,,,,,,
1593,Originale natives Olivenöl extra Spray - Bertolli - 200ml,8002470017702,D,200 ml,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]","['France', 'Allemagne']",[],[],91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,823,-4%,3443 kj(823 kcal),-4%,91,-5%,14,0%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,['Bertolli'],,['Dose'],,,,,,,,,,,
1594,Schweppes Canada Dry Ginger Ale,5449000133465,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,8",,0,,0,,"0,02",,"0,008",,,,,,,,,,,,,,['Schweppes'],,['pet-bottle'],,,,,,,,,,,
1595,Potée au chou braisé - Les Garibotes - 800g,3340950208086,,800 g,['Plats préparés'],['France'],"['Jambonneau de porc traité en salaison précuit ', '30% jambonneau de porc origine France', 'graisse de canard', 'sel', 'poivre', 'chou ', '20%', 'haricots lingots précuits ', 'haricots lingots', 'eau', 'pommes de terre', 'eau', 'carottes', 'navets', 'sel', 'poivre', 'extraits de : pieds de boeuf', 'jarrets porc', 'poireaux', 'céleri', 'oignons', 'plantes aromatiques']","['Non végétalien', 'Non végétarien']",2.1 g,en faible quantité,0.8 g,en faible quantité,0.3 g,en faible quantité,1 g,en quantité modérée,?,,72,-55%,301 kj(72 kcal),-55%,"2,1",-71%,"0,8",-65%,"3,8",-72%,"0,3",-86%,8,+14%,1,+6%,"0,4",+6%,0,-100%,B,-100%,,,,,,,,"['FR 12.056.001 CE', 'Baraqueville (Aveyron, France)']",['Les Garibotes'],"['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs']",['Bocal verre'],,3,,,['Céleri'],"['Baraqueville', 'Aveyron']",,,,,
1596,Steak de soja purée,0660989030483,,,,['France'],[],[],,,,,,,,,?,,97,,406 kj(97 kcal),,5,,"1,4",,"5,7",,"1,6",,6,,"0,7",,"0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,
1597,Wholemeal - Asda,5054781496717,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",['France'],"['wholemeal wheat flour', 'water', 'wheat protein', 'yeast', 'vegetable oils [rapeseed oil', 'palm oil]', 'salt', 'spirit vinegar', 'soya flour', 'caramelised sugar', 'emulsifier ', 'mono - and diacetyl tartaric acid esters of mono - and diglycerides of fatty acids', 'preservative ', 'calcium propionate', 'flour treatment agent ', 'ascorbic acid']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",2.9 g,en faible quantité,0.6 g,en faible quantité,3 g,en faible quantité,0.88 g,en quantité modérée,?,,234,-29%,979 kj(234 kcal),-29%,"2,9",-53%,"0,6",-49%,37,-32%,3,-23%,12,+26%,"0,88",-31%,"0,352",-31%,0,-100%,B,-100%,,,,,,,,,['Asda'],,,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique']",4,,,['Soja'],,,,,,
1598,3262090001023,3262090001023,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1599,Mélange 4 poivres & baies - Le Comptoir de Mathilde,3760170097930,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Le Comptoir de Mathilde'],,,,,,,,,,,,,
1600,Activ minceur capteur,3525801667698,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1601,Liégeois au yaourt lit de myrtilles - La Laitière - 4x100g,2023264393228,B,4x100g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Desserts lactés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts à la myrtille', 'Liégeois aux fruits']",['France'],"['Yaourt sucré ', '52,7%', ' [lait écrémé', 'crème ', 'lait', 'sucre ', '4%', 'poudre de lait écrémé', 'protéines de lait', 'ferments lactiques]', 'myrtilles ', '15,1%', 'lait écrémé', 'crème ', 'lait', ' ', '8,5%', 'eau', 'sucre ', '6,5%', 'poudre de lait écrémé', 'gélatine bovine', 'épaississant ', 'pectine', 'arôme naturel', 'fibres d’agrumes', 'jus concentré de citron', 'jus concentré de carottes', 'concentré de minéraux du lait', ' \r Lait origine France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",5.9 g,en quantité modérée,3.8 g,en quantité modérée,14.4 g,en quantité élevée,0.13 g,en faible quantité,536,+33%,128,+28%,536 kj(128 kcal),+28%,"5,9",+81%,"3,8",+80%,"14,5",+8%,"14,4",+17%,"3,3",-10%,"0,13",+21%,"0,052",+21%,5,+82%,C,+82%,84.8%,0.0%,5.9%,5.2%,3.3%,0.9%,80,,['La Laitière'],"['Sans arômes artificiels', 'Lait Français', 'Fabriqué en France', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans conservateur artificiel']",['Frais'],"['E428 - Gélatine', 'E440 - Pectines']",4,Specialité à base de yaourt à la myrtille et mousse fouettée à la crème,['Auchan'],['Lait'],"['France', 'Cuincy']",['Lait de France'],,https://www.lalaitiere.fr/yaourts/yaourts-aux-fruits/#,,
1602,Sauce vinaigrette aux tomates sechees,3560780928002,D,,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",['France'],[],[],51 g,en quantité élevée,5.6 g,en quantité élevée,2.9 g,en faible quantité,2.7 g,en quantité élevée,?,,474,+31%,1983 kj(474 kcal),+32%,51,+39%,"5,6",+49%,"3,2",-33%,"2,9",-12%,"0,8",+37%,"2,7",+41%,"1,08",+41%,20,+34%,E,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,['Fabriqué en France'],,,,,,,,,,,,
1603,Vinaigre de vin,5602308404419,B,,"['Vinaigres', 'Vinaigres de vin']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,
1604,Gros sel aux epices,3760199505720,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1605,Chiberta,3222110030853,,,,['France'],[],[],,,,,,,,,?,,437,,1828 kj(437 kcal),,37,,27,,"0,5",,"0,5",,26,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,Gâche tranchée - La Boulangère,3284230007788,,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,"13,5",,"8,8",,"51,1",,"14,4",,8,,"1,07",,"0,428",,,,,,,,,,,,,,['La Boulangère'],,,,,,,,,,,,,
1607,Thé blanc pêche et abricot,4198197323432,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1608,Baguette farine label rouge -,3222475471049,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",['France'],"['Farine Label Rouge 47% ', 'farine de blé CRC®', 'gluten de blé', 'farine de blé malté', 'antioxydant : acide ascorbique', 'eau', 'levain de blé 19% [farine Label Rouge 11,7% ', 'farine de blé CRC®', 'gluten de blé', 'farine de blé malté', 'antioxydant : acide ascorbique', 'eau]', 'sel', 'levain de blé dévitalisé déshydraté 0,7% ', 'à base de Farine Label Rouge', 'levure', ' Cuite dans un atelier pouvant utiliser : céréales', 'œufs', 'lait', 'arachide', 'fruits à coque', 'sésame', 'soja et produits à base de ces ingrédients', 'sulfites']",['Non végétalien'],1.1 g,en faible quantité,0.3 g,en faible quantité,1.9 g,en faible quantité,1.2 g,en quantité modérée,?,,277,+7%,1159 kj(277 kcal),+7%,"1,1",-53%,"0,3",-33%,57,+17%,"1,9",-16%,"8,8",+6%,"1,2",-2%,"0,48",-2%,3,-2%,C,-2%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,['Label Rouge'],,['E300 - Acide ascorbique'],4,,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",,,,,,
1609,Teschi -,8007228005390,C,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', ""Aliments et boissons d'Halloween""]",['France'],"['Pâte 75 %: farine de BLÉ', 'sucre', 'BEURRE', 'ŒUFS', 'agents E500il', 'amidon de maïs', ' Farce à la crème de NOISETTES 26 % : sucre', 'huile de tournesol', 'LACTOSE', 'LAIT écrémé en poudre', 'cacao maigre', 'NOISETTES ', '2 % correspondant à 0,5 % du total', 'beurre de cacao', 'émulsifiant ', 'lécithine de tournesol', 'arômes', ' Décoration: sucre', 'levure: E450i', 'colorant: dioxyde de titane']",['Non végétalien'],27 g,en quantité élevée,10 g,en quantité élevée,38 g,en quantité élevée,0.4 g,en quantité modérée,?,,513,+27%,2146 kj(513 kcal),+28%,27,+176%,10,+105%,65,-10%,38,-31%,2,-47%,"0,4",+65%,"0,16",+65%,24,+37%,E,+37%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,['Plastique'],"['E322i - Lécithine', 'E450i - Pyrophosphate de sodium acide', 'E171 - Oxyde de titane']",4,Biscuits fourrés à la crème de noisette - Teschi,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",,,,,,
1610,Bouillon de légumes - Santiveri,8412170024335,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Bouillons', 'Bouillons de légumes']",['France'],[],[],5.2 g,en quantité modérée,0.7 g,en faible quantité,21 g,en quantité élevée,51.6 g,en quantité élevée,?,,200,+54%,837 kj(200 kcal),+51%,"5,2",-5%,"0,7",-71%,34,+115%,21,+314%,"2,7",-22%,"51,6",+162%,"20,64",+162%,16,+157%,D,+157%,,,,,,,,,['Santiveri'],"['Bio', 'Bio européen', 'IT-BIO-008', 'IT-BIO-009']",,,,,,,,,,,,
1611,Chocolat au lait au café,7707184110190,,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,1,,1,,1,,1,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1612,Sablés à le fleur de sel de l'île de ré - 150g,3380033501826,,150 g,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Proti soja - Salutem - 400g,5601557005071,,400 g,,['France'],[],[],,,,,,,,,?,,370,,1548 kj(370 kcal),,8,,2,,13,,10,,54,,"0,01",,"0,004",,,,,,,,,,,,,,['Salutem'],,,,,,,,,,,,,
1614,750ml,5600314551028,,750 ml,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1615,Ketchup - Ducros Squeeze 340 G,3275920080495,B,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,19.5 g,en quantité élevée,2.6 g,en quantité élevée,?,,112,+6%,469 kj(112 kcal),+7%,"0,5",+105%,"0,1",+57%,"24,8",+9%,"19,5",-1%,"1,1",-15%,"2,6",+31%,"1,04",+31%,15,+24%,D,+24%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,['Ducros'],['Fabriqué en France'],,,,,,,,,,,,
1616,Bcaa - 250g,3662072016517,,250 g,"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Acides aminés ramifiés']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,,B,,,,,,,,,,,,,,,,,,,,,,,
1617,Tropi,3760096360071,,,,['France'],[],[],,,,,,,,,?,,46,,192 kj(46 kcal),,"0,8",,0,,"11,5",,"11,5",,"0,8",,"0,003",,"0,001",,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Dessert - Truffes cœur fondant Noir absolu - Nestlé - 250g,8000300380101,,250 g,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",['France'],"['pâte de cacao', 'sirop de sucre inverti', 'humectant ', 'sorbitol', 'lait concentre sucré ', 'lait', 'sucre', 'beurre de cacao', 'beurre pâtissier', 'lait entier en poudre', 'cacao', 'émulsifiant ', 'lécithines', 'petit-lait en poudre', 'stabilisant ', 'invertase', 'arôme naturel de vanille']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",32 g,en quantité élevée,20 g,en quantité élevée,30 g,en quantité élevée,0.1 g,en faible quantité,?,,486,-17%,2033 kj(486 kcal),-17%,32,-26%,20,-39%,33,-18%,30,-18%,"6,1",+29%,"0,1",-24%,"0,04",-24%,17,-29%,D,-29%,,,,,,,,,['Nestlé'],,,"['E420 - Sorbitol', 'E322 - Lécithines', 'E1103 - Invertase']",4,,,['Lait'],,,,,,
1619,Tartare saumon avocat,3760232050637,,,,['France'],[],[],,,,,,,,,?,,170,,711 kj(170 kcal),,"5,4",,"1,1",,"19,1",,"3,6",,"10,6",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Infusion relaxante - Klostergarten - 1.4g x 20,7613312011805,B,1.4 g x 20,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions en sachets']","['France', 'Suisse']","['Fleurs de lavande 75 %', 'Fleurs de tilleul argenté 15%', 'Feuilles de verveine 10%']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,['Klostergarten'],,,,1,,['Migros'],,,,,,,
1621,Hibiscus bien être vasculaire,3515450040591,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Greek yogourt,0056800552430,,,,['France'],[],[],,,,,,,,,?,,100,,418 kj(100 kcal),,"1,5",,1,,10,,9,,8,,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,972 apero,3683080031972,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Belice - Kalise,8413200421018,B,,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces']","['France', 'Espagne']",[],[],6.7 g,en quantité modérée,5.4 g,en quantité élevée,13 g,en quantité élevée,0.1 g,en faible quantité,?,,124,-47%,519 kj(124 kcal),-47%,"6,7",-43%,"5,4",-29%,14,-50%,13,-44%,17,+438%,"0,1",-33%,"0,04",-33%,3,-78%,C,-78%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,['Kalise'],,,,,,,,,,,,,
1625,Huile vierge de noix de coco - Franprix,3263851861214,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",['France'],['huile vierge de noix de coco'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",92 g,en quantité élevée,84 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,3404,-5%,828,-4%,3404 kj(828 kcal),-5%,92,-5%,84,-1%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+3%,E,+3%,,,,,,,,,['Franprix'],"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']","['Verre', 'Pot']",,2,Huile vierge de noix de coco,['Franprix'],,,,,,,
1626,Kefir,3770003933076,,,"['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Kéfir']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Sweet&Crunchy,9400597000796,,,,['France'],[],[],,,,,,,,,?,,1,,4 kj(1 kcal),,34,,"4,8",,"26,8",,19,,"19,1",,"0,021",,"0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Boisson D'avoine (1 L),8018699014125,,,,['France'],[],[],,,,,,,,,?,,48,,201 kj(48 kcal),,"1,2",,"0,2",,"8,5",,7,,"0,5",,"0,2",,"0,08",,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,,,,,,
1629,Girolles,3434410071645,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Champignons et produits dérivés', 'Aliments à base de plantes frais', 'Champignons', 'Girolles']",['France'],[],[],0.5 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,?,,20,,84 kj(20 kcal),-71%,"0,5",-80%,0,-100%,"0,2",-96%,"0,1",-75%,"1,6",-81%,0,-100%,0,-100%,-5,,A,,56.0%,0.0%,0.0%,16.0%,22.9%,5.1%,98,,,,,,,,,,,,,,,
1630,Nut bat,9403110062882,,,,['France'],[],[],,,,,,,,,?,,516,,2159 kj(516 kcal),,"31,6",,"6,7",,"40,2",,"23,8",,"14,2",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Green Tea,6901049112164,B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",['France'],[],[],,,,,,,,,?,,6,-50%,25 kj(6 kcal),-48%,"0,046",-53%,"0,001",-97%,"0,694",-69%,"0,006",-100%,"0,684",+226%,0,-100%,0,-100%,1,-76%,B,-76%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,,,,
