,name,bar_code,eco_score,packaging,brand,categories,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,quantity,manufacturing,traceability_code,markets,allergens,ingredients_origins,labels,link,palm_ingredients,brand_owner
330,Miel Noisette - Jean Hervé - 360g,3390390000177,C,"['Bocal', 'Verre', 'métal']",['Jean Hervé'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",['France'],"['Miel de fleurs 70 %', 'noisettes 30 %']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,19.9 g,en quantité modérée,1.7 g,en quantité modérée,51.7 g,en quantité élevée,0.075 g,en faible quantité,?,,447,-19%,1870 kj(447 kcal),-19%,"19,9",-42%,"1,7",-78%,"59,2",+17%,"51,7",+11%,"5,4",-22%,"0,075",-28%,"0,03",-28%,12,-41%,D,-41%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,360 g,,,,['Fruits à coque'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,
331,Purée d'amande au sucre de canne - Ti! Bio,3390390001655,,,['Ti! Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['France'],"[""SUC Œ 6 Amandes* 70 Suc de canne Intégral* 30 % *'Issu de l'agriculture biolcgiqü? ""]",,[],,40.3 g,en quantité élevée,3.7 g,en quantité modérée,27.2 g,en quantité élevée,0.04 g,en faible quantité,?,,582,-8%,2435 kj(582 kcal),-8%,"40,3",-25%,"3,7",-17%,"31,5",+271%,"27,2",+452%,"18,7",-15%,"0,04",+141%,"0,016",+141%,11,+186%,D,+186%,,,,,,,,,,,,,,,['Bio'],,,
332,Pâte d'amande nature Bio - Jean herve - 250g,3390390001877,D,,['Jean herve'],"['Massepain', ""Pâtes d'amande""]",['France'],"['de canne roux*', 'Amandes 41%', 'jus de raisin rectifié concentré*', 'sel de mer']",,[],3,21.4 g,en quantité élevée,1.8 g,en quantité modérée,49.8 g,en quantité élevée,0.05 g,en faible quantité,?,,445,+1%,1862 kj(445 kcal),+1%,"21,4",+28%,"1,8",+1%,"50,8",-22%,"49,8",-18%,"10,9",+74%,"0,05",+30%,"0,02",+30%,13,-16%,D,-16%,92.2%,3.6%,1.7%,1.8%,0.8%,0.0%,25,,250 g,,,,['Fruits à coque'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,
333,Purée miel à la noisette - Ti! Bio - 360g,3390390002225,,['Verre'],['Ti! Bio'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']",['France'],"['Miel de fleurs* 70%', 'Noisettes* 30%']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,19.9 g,en quantité modérée,1.7 g,en quantité modérée,51.7 g,en quantité élevée,0.07 g,en faible quantité,?,,447,-15%,1870 kj(447 kcal),-14%,"19,9",-38%,"1,7",-79%,"59,2",+18%,"51,7",+18%,"5,4",-13%,"0,07",-62%,"0,028",-62%,12,-41%,D,-41%,,,,,,,,,360 g,,,,['Fruits à coque'],,['Bio'],,,
334,Poudre d'Amande - TI! BIO - 150g,3390390002379,,"['Verre', 'Bocal']",['TI! BIO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",['France'],"[""Amandes blanches*\r*Issu de l'agriculture biologique""]",,[],,51.4 g,en quantité élevée,4.4 g,en quantité modérée,4.6 g,en faible quantité,0.03 g,en faible quantité,2514,-3%,607,-3%,2514 kj(607 kcal),-3%,"51,4",-4%,"4,4",+4%,7,-19%,"4,6",+9%,"26,3",+13%,"0,03",+16%,"0,012",+16%,7,+26%,C,+26%,,,,,,,,,150 g,,,,['Fruits à coque'],,"['Bio', 'Ecocert', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'AB Agriculture Biologique', 'Nature & Progrès']",,,
335,Pâte à tartiner amande-cacao écorces d'orange - TI! BIO - 350g,3390390002423,,['Verre'],['TI! BIO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux""]",['France'],"[""Sirop d'agave"", 'Amandes complètes 33%', 'cacao non dégraissé 7%', ""Écorces d'orange 11%"", 'Amande blanche 11%', 'Huile de tournesol', 'Beurre de cacao', 'Sel de mer non raffiné']",,[],3,37.2 g,en quantité élevée,6.32 g,en quantité élevée,35 g,en quantité élevée,0.06 g,en faible quantité,?,,554,-9%,2318 kj(554 kcal),-9%,"37,2",-26%,"6,32",-17%,39,+200%,35,+548%,"12,7",-45%,"0,06",-83%,"0,024",-83%,13,+29%,D,+29%,,,,,,,,,350g,,,,,,"['Bio', 'Bio européen']",,,
336,Noisette-noix de coco - Ti! Bio - 340g,3390390002430,D,,['Ti! Bio'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes']",['France'],"['Noisettes* 38% Suc de canne intégral Amande blanche* Noix de coco* 13% Beurre de cacao', 'Extrait de vanille*', 'Sel de mer non raffiné']",,['Sans huile de palme'],3,41 g,en quantité élevée,8.8 g,en quantité élevée,26.4 g,en quantité élevée,0.11 g,en faible quantité,?,,582,+6%,2435 kj(582 kcal),+6%,41,+20%,"8,8",+16%,"39,1",-23%,"26,4",-43%,11,+59%,"0,11",+6%,"0,044",+6%,15,-27%,D,-27%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,340g,,,,['Fruits à coque'],,"['Bio', 'en:palm-oil-free']",,,
337,Arachides au shoyou - Ti! Bio - 180g,3390390002676,D,"['Sachet', 'Plastique', 'Bocal']",['Ti! Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Snacks', 'Légumineuses', 'Snacks salés', 'Fruits à coques et dérivés', 'Fruits à coques', 'Cacahuètes']",['France'],"['Cacahuètes 95%', 'Shoyou ', 'soja jaune', 'blé', 'Sel', ' Aspergillus oryzae', "" 5% - issus de l'agriculture biologique""]",,[],3,48.5 g,en quantité élevée,9.6 g,en quantité élevée,4.6 g,en faible quantité,1.08 g,en quantité modérée,?,,604,+2%,2527 kj(604 kcal),+2%,"48,5",+5%,"9,6",+32%,"10,1",-36%,"4,6",-20%,"26,9",+11%,"1,08",+13%,"0,432",+13%,6,0%,C,0%,91.0%,1.7%,3.2%,2.0%,2.2%,0.0%,45,,180 g,,,,"['Gluten', 'Arachides']",,['Bio'],,,
338,Poudre de noisette  - Jean Hervé - 150g,3390390002867,C,"['Pot', 'Plastique']",['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noisettes', 'Noisettes en poudre']",['France'],['Noisettes'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,61.6 g,en quantité élevée,4.5 g,en quantité modérée,7.4 g,en quantité modérée,0.005 g,en faible quantité,2662,-4%,?,,2662 kj(636 kcal),-4%,"61,6",+1%,"4,5",-5%,"10,5",+7%,"7,4",+54%,12,-25%,"0,005",-52%,"0,002",-52%,-3,-613%,A,-613%,92.4%,1.7%,0.0%,3.6%,2.2%,0.0%,45,,150 g,,,['Bio14'],['Fruits à coque'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Fabriqué en France']",,,
339,Sesame Toaste - Jean Hervé  - 200g,3390390002911,E,,['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Sésame', 'Sésame toasté']",['France'],[],,[],,52.6 g,en quantité élevée,7.1 g,en quantité élevée,0.2 g,en faible quantité,0.12 g,en faible quantité,?,,589,-1%,2464 kj(589 kcal),-1%,"52,6",+2%,"7,1",-3%,"10,6",+13%,"0,2",-56%,"18,5",-4%,"0,12",+77%,"0,048",+77%,14,+14%,D,+14%,87.1%,0.0%,3.8%,5.0%,2.6%,1.6%,30,,200g,,,,,,['Fabriqué en France'],,,
340,Noix de coco rapé,3390390003116,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Noix de coco râpée']",['France'],[],,[],,63.3 g,en quantité élevée,54.8 g,en quantité élevée,6.4 g,en quantité modérée,0.082 g,en faible quantité,?,,610,-9%,2552 kj(610 kcal),-9%,"63,3",-2%,"54,8",-4%,"6,4",-40%,"6,4",-5%,"6,2",-16%,"0,082",+23%,"0,033",+23%,10,+36%,C,+36%,,,,,,,,,,,,,,,['Bio'],,,
341,Epicerie / Fruits Secs Et Purées / Fruits Secs à Coques Bio - Jean Hervé,3390390003222,,,['Jean Hervé'],,['France'],[],,[],,,,,,,,,,?,,622,,2602 kj(622 kcal),,"53,2",,"6,7",,"7,8",,"4,7",,"21,6",,"1,34",,"0,536",,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en France']",,,
342,Epicerie / Fruits Secs Et Purées / Fruits Secs Bio - Jean herve,3390390003239,,,['Jean herve'],,['France'],"['Ingréclicnt$', ': I I t uS• 20%', ""AMANDES10 A' "", "" 20 'h"", 'Graines de toumesol•']",,[],,,,,,,,,,?,,485,,2029 kj(485 kcal),,30,,"3,8",,"28,7",,"25,2",,"17,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,,,['Bio'],,,
343,Purée de pistaches - Jean Hervé - 700g,3390390003475,B,"['Bocal', 'Verre', 'Glass']",['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Fruits et produits dérivés', 'Fruits à coques et dérivés', 'Produits déshydratés', 'Pâtes à tartiner végétales', 'Aliments à base de plantes séchées', ""Purées d'oléagineux"", 'Beurres de fruits à coques', 'Beurres de pistaches', 'Purée de pistache']",['France'],"[""pistaches* - * issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,51.6 g,en quantité élevée,,,,,,,?,,?,,,,"51,6",+4%,,,"11,5",-16%,,,"17,7",-23%,,,,,,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,Purée de pistaches,700 g,,,,['Fruits à coque'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",http://www.jeanherve.fr/fr/puree-pistache-bio/219-puree-de-pistache-bio-3390390003291.html,,
344,Pâte à tartiner noisette cacao - Selection des mousquetaires - 750g,3390390003543,D,"['Verre', 'Bocal']","['Selection des mousquetaires', 'Ti! Bio']","['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner aux noisettes', 'Pâtes à tartiner au chocolat', 'Pâtes à tartiner aux noisettes et au cacao']",['France'],"['Noisettes 28 %', 'Sucre de canne roux', 'Lait entier en poudre', 'Huile de palme non hydrogénée', 'Poudre de cacao non dégraissée issu du commerce équitable  7,8 %', 'Huile de tournesol', ""Sirop d'agave"", 'Huile de noix', 'Extrait de vanille', 'Sel de mer']",,"['Huile de palme', 'Non végétalien']",3,41.3 g,en quantité élevée,12 g,en quantité élevée,34.9 g,en quantité élevée,0.21 g,en faible quantité,?,,583,+6%,2439 kj(583 kcal),+6%,"41,3",+21%,12,+56%,"39,8",-23%,"34,9",-27%,"11,1",+63%,"0,21",+104%,"0,084",+104%,20,-3%,E,-3%,82.7%,11.5%,2.8%,2.4%,0.6%,0.0%,40,,750 g,,,,"['Lait', 'Fruits à coque']",,['Bio'],,['Huile de palme'],
345,Suc de canne integral,3390390003628,,,,,['France'],[],,[],,,,,,,,,,?,,395,,1653 kj(395 kcal),,0,,0,,96,,96,,0,,"0,009",,"0,004",,,,,,,,,,,,,,,,,,,,['Bio'],,,
346,Sucre glace bio - Ti!bio,3390390003642,B,,['Ti!bio'],"['Édulcorants', 'Sucres', 'Sucres glaces']",['France'],[],,[],,0 g,en faible quantité,0 g,en faible quantité,99.3 g,en quantité élevée,0.001 g,en faible quantité,?,,398,+5%,1665 kj(398 kcal),+5%,0,-100%,0,-100%,"99,3",0%,"99,3",+5%,0,-100%,"0,001",-82%,0,-82%,14,-1%,D,-1%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,['Bio'],,,
347,Mélange apéritif aux herbes,3390390003673,,,,,['France'],[],,[],,,,,,,,,,?,,621,,2598 kj(621 kcal),,"53,2",,"6,7",,"7,8",,"4,8",,"21,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,
348,Mélange de Fruits Secs Apéritifs - Ti! Bio - 400g,3390390003697,,['Plastique'],"['Ti! Bio', 'Jean Hervé']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks salés', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mélanges de fruits secs']",['France'],"['Raisins secs 35 %', 'Amandes 20 % Noisettes 20 %', 'Cacahuètes 20 %', 'Graines de tournesol 4 %', 'Sel de mer 1 %']",,[],3,39.7 g,en quantité élevée,3.9 g,en quantité modérée,24.6 g,en quantité élevée,1 g,en quantité modérée,2233,+25%,539,+22%,2233 kj(539 kcal),+21%,"39,7",+90%,"3,9",-24%,"22,9",-54%,"24,6",-38%,"16,1",+76%,1,+713%,"0,4",+713%,3,-61%,C,-61%,,,,,,,,,400 g,,,,"['Fruits à coque', 'Arachides']",,"['Bio', 'Bio européen', 'FR-BIO-01']",,,
349,Pate d'amande - Ti! Bio - 250g,3390390003789,D,"['Sachet', 'Plastique', 'Sous-vide']",['Ti! Bio'],"['Massepain', ""Pâtes d'amande""]",['France'],"['Amandes 45%', 'sucre de canne roux', ""sirop d'agave"", 'sel de mer non raffiné']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,20.3 g,en quantité élevée,1.8 g,en quantité modérée,56 g,en quantité élevée,0.1 g,en faible quantité,1894,+3%,?,,1894 kj(453 kcal),+2%,"20,3",+22%,"1,8",+1%,"57,9",-11%,56,-8%,"7,7",+23%,"0,1",+160%,"0,04",+160%,12,-23%,D,-23%,92.2%,3.6%,1.7%,1.8%,0.8%,0.0%,25,Pate d'amande nature,250 g,,,['Auchan'],['Fruits à coque'],,"['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,
350,pistaches séchées - Jean Hervé - 380g,3390390005578,C,"['Bocal', 'Plastique']",['Jean Hervé'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Pistaches', 'Pistaches grillées']",['France'],"[""Pistaches* - *issu de l'agriculture biologique""]",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,80.2%,0.0%,5.4%,8.3%,3.7%,2.3%,40,pistaches,380g,,,,['Fruits à coque'],,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,
351,Sirop d'agave TI ! BIO,3390390005950,,,['Ti!bio'],"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",['France'],"[""SIROP D'AGAVE PREMIUM INGREOIENTS: Jus d'agave concentré* *'Issu de l'agriculture biologique Valeur éner étique""]",,[],,0.9 g,en faible quantité,0 g,en faible quantité,75 g,en quantité élevée,0 g,en faible quantité,?,,312,+1%,1305 kj(312 kcal),+0%,"0,9",+285%,0,-100%,75,-2%,75,+3%,"0,1",+34%,0,-100%,0,-100%,13,+1%,D,+1%,,,,,,,,,,,,,,,['Bio'],,,
352,Pâte d'amande bio au café moulu - Jean Hervé - 50g,3390390006605,D,['Plastique'],['Jean Hervé'],"['Massepain', ""Pâtes d'amande""]",['France'],"['Amandes blanches 40%', 'sucre de canne roux', ""sirop d'agave"", 'café moulu 3%', 'sel de mer']",,[],3,19.8 g,en quantité modérée,1.8 g,en quantité modérée,54.3 g,en quantité élevée,0.05 g,en faible quantité,1887,+3%,?,,1887 kj(451 kcal),+2%,"19,8",+19%,"1,8",+1%,57,-13%,"54,3",-11%,9,+44%,"0,05",+30%,"0,02",+30%,12,-23%,D,-23%,92.2%,3.6%,1.7%,1.8%,0.8%,0.0%,25,Pâte d'amande,50 g,,,"[""La ruche d'Alésia""]",,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,
353,Massepain + Abricots (50 GR) - Jean herve,3390390006629,,,['Jean herve'],,"['France', 'Suisse']","['INGREDIEMS: canne roux* ', 'amandes bli 36%', 'abricots secs* 10%', ""j raisin rectifié concentré* *Issu de l'agriculture biolozieue""]",,[],,,,,,,,,,?,,422,,1766 kj(422 kcal),,"18,7",,"1,6",,"51,4",,"50,1",,"9,9",,"0,05",,"0,02",,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,
354,"Munster Blamont, Val Weiss Aop Lait Cru - Val De Weiss",3390951402068,,,['Val De Weiss'],,['France'],"['crut sel', ""ferments Iodiques et d'affinage"", 'présure', "" A consommer jusqu'au : voir face ayant"", ' A conserver entre +20C et +60', ' A ccnsommer rapidement après ouverture', ' Fabriqué en lorraine', 'affiné en Alsace Hergeste!fr in']",,[],,,,,,,,,,?,,332,,1389 kj(332 kcal),,28,,19,,"0,5",,"0,5",,20,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,
355,Munster Gerome Aoc (450g Stück),3390951403010,,,,,['France'],[],,[],,,,,,,,,,?,,327,,1368 kj(327 kcal),,27,,"18,4",,"0,5",,"0,5",,"20,5",,"1,85",,"0,74",,,,,,,,,,,,,,,,,,,,,,,
356,Petit Munster Géromé,3390959010142,,,['Geromé'],,['France'],[],,[],,,,,,,,,,?,,327,,1368 kj(327 kcal),,27,,"18,4",,"0,5",,"0,5",,"20,5",,"1,85",,"0,74",,,,,,,,,,,,,,,,,,,,,,,
357,Petite Bûche - Chapoutier - 75cl,3391180002661,B,"['Bouteille', 'Verre']",['Chapoutier'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Crozes-Hermitage']",['France'],"['Vin rouge', ' Contient des sulfites']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Vin Rouge,75 cl,['France'],,,['Anhydride sulfureux et sulfites'],['France'],"['Contient des sulfites', 'Produit en braille', 'Fabriqué en France', 'Déconseillé à certaines catégories de personnes', 'AOC', 'Déconseillé aux femmes enceintes']",,,
358,Marius by Michel Chapoutier - 75cl,3391181601436,,,['Michel Chapoutier'],,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,75cl,,,,,,,,,
359,Cornas appelation Cornas contrôlée 2012 - M. Chapoutier - 750ml,3391183050058,B,"['bouteille de verre', 'Verre']",['M. Chapoutier'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Cornas']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,vin rouge,750 ml,['26600'],,,,['France'],"['Produit en braille', 'Déconseillé aux femmes enceintes']",,,
360,Vin de Pays du Comté Tolosan - Moelleux -  - 750mL,3391220020051,B,['Bouteille en Verre'],,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Vins blancs', 'Comté Tolosan']",['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,Vin Blanc,750 mL,,,,,['France'],['Déconseillé aux femmes enceintes'],,,
361,Sablé  Nature - 230g,3391230010011,,,,,['France'],[],,[],,,,,,,,,,?,,497,,2079 kj(497 kcal),,21,,"14,5",,70,,27,,"6,5",,"0,875",,"0,35",,,,,,,,,,,,,,230 g,,,,,,"['Sans arômes artificiels', 'Sans colorants', 'Sans conservateurs']",,,
362,Sablé bio,3391230017010,,,,,['France'],[],,[],,,,,,,,,,?,,480,,2008 kj(480 kcal),,"26,7",,"16,2",,"52,8",,"21,4",,"7,2",,"0,7",,"0,28",,,,,,,,,,,,,,,,,['Magasins U'],,,"['Bio', 'Agriculture UE/Non UE']",,,
363,Soufflé aux amandes - La Sablesienne,3391230017201,,,['La Sablesienne'],,['France'],"['20%', 'farine de blé', ""blancs d'oeufs"", ' Fabriqué dans atdier qui utilise également du sésame,d sojas des fruits coque et des céréales contenant du gluten', "" A conserver à l'abri de ia jumière"", ""de la chaleur et de l'humidité""]",,['Non végétalien'],,,,,,,,,,?,,412,,1724 kj(412 kcal),,"11,4",,"0,9",,"69,1",,"58,4",,"6,8",,0,,0,,,,,,,,,,,,,,,,,,"['Œufs', 'Gluten']",,,,,
364,Énergie,3391623971622,,,,,['France'],[],,[],,,,,,,,,,?,,1,,4 kj(1 kcal),,2,,1,,1,,1,,1,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
365,"Spiruline - PurVitae - 111,3g",3391623971639,E,,['PurVitae'],"['Compléments alimentaires', 'Spiruline']",['France'],"['Spiruline ', 'spirulina platensis', ' bio', 'Fénugrec ', 'Trigonella  foenum-graecum', 'graine bio', 'Acérola ', 'Malpighia glabra L', ' bio', 'Gomme Acacia bio', 'Carbonate de magnesium']","[""E414 - Gomme d'acacia""]",[],4,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,70,+41%,0,-100%,0,-100%,-5,-202%,A,-202%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,,"111,3 g",,,,,,['Bio'],,,
366,24 Fines Crêpes Dentelle Enrobées De Chocolat Au Lait - Maxim's - 120g,3391860002080,,,"[""Maxim's""]",,['France'],"['Chccojêt au lait ', 'sucre', 'beurre de lait entier en poudre', 'pâte de caceo', 'lactose', 'émulsifiant : lécithines ', 'soja', ' eràme nèturei de vanille', 'farine de beurre pâtissier 596', 'lactose et orctéines de lait', 'sel', ""extrait d'orge"", 'poudre ê lever']",['E322i - Lécithine'],['Non végétalien'],4,,,,,,,,,?,,484,,2025 kj(484 kcal),,20,,13,,69,,50,,"6,1",,"0,7",,"0,28",,,,,,,,,,,,,,120 g,,,,"['Gluten', 'Lait', 'Soja']",,,,,
367,14 Fines Crêpes Dentelle Enrobées De Chocolat Au Lait - Maxim's,3391860002219,,,"[""Maxim's""]",,['France'],"['Chocolat au lait 43% ', 'sucre', 'beurre de cacao', 'lait entier en poudre pâte de cacao', 'lactose ', ' : lécithines ', 'soja', 'arôme naturel émulsifiant vanille', 'farine de blé', 'sucre beurre pâtissier ', 'lait 5%', 'lactose et protéines de ', 'ait', 'sel', ""extrait de mal d'orge"", 'poudre à lever : carbonates de sodium', 'lécithines ', 'soja']","['E322i - Lécithine', 'E500 - Carbonates de sodium']",['Non végétalien'],4,,,,,,,,,?,,488,,2042 kj(488 kcal),,21,,13,,69,,50,,"5,9",,"0,68",,"0,272",,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Soja']",,,,,
368,Cinnamon Biscuits With Dark And Milk Chocolate - Maxim - 100g,3391860003438,D,['Box'],['Maxim'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Biscuits au chocolat au lait']",['France'],"['Milchschoko Chocolat au lait 59% ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'pâte de cacao', 'émulsifiant : lécithines ', 'soja', 'farine de blé', 'sucre roux', 'beurre', 'oeufs de poules élevées au sol', 'chocolat blanc ', 'sucre', 'beurre de cacao', 'poudre de lait entier', 'émulsifiant : lécithines ', 'soja', 'sirop de sucre candi', 'poudre à lever : carbonates de sodium', 'sel de mer', 'cannelle', ' Contient du gluten', ' Peut contenir des traces de fruits à coque']","['E322i - Lécithine', 'E500 - Carbonates de sodium']",['Non végétalien'],4,24 g,en quantité élevée,15 g,en quantité élevée,47 g,en quantité élevée,0.57 g,en quantité modérée,?,,488,-3%,2042 kj(488 kcal),-3%,24,-1%,15,+10%,60,-5%,47,+34%,"5,8",-14%,"0,57",+2%,"0,228",+2%,28,+19%,E,+19%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,100g,,,,"['Gluten', 'Lait', 'Soja']",,,,,
369,15 Carrés De Chocolat Au Lait éclats De Praliné - Maxims - 75g,3391860004022,,,['Maxims'],,['France'],[],,[],,,,,,,,,,?,,568,,2377 kj(568 kcal),,37,,22,,52,,51,,"5,8",,"0,01",,"0,004",,,,,,,,,,,,,,75g,,,,,,,,,
370,Assortiment De,3391860004114,,,,,['France'],[],,[],,,,,,,,,,?,,552,,2310 kj(552 kcal),,36,,"17,6",,"48,3",,"45,4",,"6,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,
371,Assortiment De 24 Mini Rochers,3391860004121,,,,,['France'],[],,[],,,,,,,,,,?,,541,,2264 kj(541 kcal),,35,,19,,49,,44,,"6,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,
372,Tuiles Chocolat Au Lait Et éclats De Noisettes - Maxim's,3391860004268,,,"[""Maxim's""]",,['France'],"['sucre', 'beurre de cacao', 'poudre de lait entier', 'noisettes 10%', 'pâte de cacao', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille', ' Chocolat au lait 90% ', 'cacao : 33% minimum']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,?,,584,,2443 kj(584 kcal),,40,,22,,48,,46,,"7,4",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,"['Lait', 'Fruits à coque', 'Soja']",,,,,
373,Assortiment Exclusif De 12 Chocolats Noirs - 120g,3391860004954,,,,,['France'],[],,[],,,,,,,,,,?,,514,,2151 kj(514 kcal),,32,,19,,50,,45,,"4,6",,"0,06",,"0,024",,,,,,,,,,,,,,120 g,,,,,,,,,
