,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,brand,traceability_code,packaging,additives,allergens,nova_score,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,markets,ingredients_origins,manufacturing,brand_owner,generic_name,link
480,Macarons au amandes - Huilerie Richard,3021885014309,['France'],[],[],?,469,1962 kj(469 kcal),24,2,49,48,"1,2","0,1","0,04",,['Huilerie Richard'],,,,,,D,"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",24 g,en quantité élevée,2 g,en quantité modérée,48 g,en quantité élevée,0.1 g,en faible quantité,,+10%,+10%,+35%,-56%,-12%,-5%,-86%,-30%,-30%,16,-9%,D,-9%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,['en:gluten-free'],,,,,,
481,Coconut oil,5055956015757,['France'],[],[],?,899,3761 kj(899 kcal),"99,9","93,2",0,0,0,0,0,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de coco']",99.9 g,en quantité élevée,93.2 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+3%,+10%,-100%,-100%,-100%,-100%,-100%,20,+3%,E,+3%,,,,,,,,,,,,,,
482,Suprême Crème aux noisettes - Frey,7616500667556,['France'],[],[],?,582,2435 kj(582 kcal),40,16,47,45,7,"0,13","0,052",,['Frey'],,,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",40 g,en quantité élevée,16 g,en quantité élevée,45 g,en quantité élevée,0.13 g,en faible quantité,,+10%,+10%,+25%,-8%,-10%,-5%,+19%,-15%,-15%,23,-6%,E,-6%,,,,,,,,,,,,,,
483,Sauce bolognaise,3760121200136,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,E,"['Epicerie', 'Produits à la viande', 'Sauces', 'Sauces à la viande', 'Sauces pour pâtes', 'Sauce tomate à la viande', 'Sauces bolognaises']",,,,,,,,,,,,,,,,,,,,,,,91.7%,4.0%,1.7%,1.5%,0.7%,0.5%,24,,,,,,,
484,"Orange,Carotte,Citron - Zuegg - 330ml",15077998,['France'],[],[],?,28,117 kj(28 kcal),0,0,"6,7",5,0,0,0,330 ml,['Zuegg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fabriqué en Italie', 'Sans sucre ajouté']",,,,,,
485,Véritable axoa d'Espelette,3557052154504,['France'],[],[],?,121,506 kj(121 kcal),"4,6","1,4","1,4","0,6","18,6","1,03","0,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,Miel d'acacia ruchers de badon,9999990004529,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
487,Bífidus natural desnatado con fibra sin gluten - Señorio de Sarria,8414345010419,['France'],[],[],?,42,176 kj(42 kcal),"0,5","0,34","4,6","4,6","3,2","0,125","0,05",,['Señorio de Sarria'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Surffizz goûts fruits xs,60616289,['France'],[],[],?,355,1485 kj(355 kcal),0,0,85,55,3,"0,2","0,08",,,,,,,,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",0 g,en faible quantité,0 g,en faible quantité,55 g,en quantité élevée,0.2 g,en faible quantité,,-0%,-1%,-100%,-100%,+2%,-5%,+42%,+65%,+65%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,
489,Potiron tranche,2803074009645,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490,Pain de campagne - 2kg,3760130790536,['France'],[],[],?,334,1397 kj(334 kcal),"0,9","0,2","66,4","1,7","12,6","1,9","0,76",2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,Confit de canard 2 magrets,3559680064200,['France'],[],[],?,273,1142 kj(273 kcal),"18,8",0,"0,14",0,"25,7","1,44","0,576",,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",18.8 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,1.44 g,en quantité modérée,,-20%,-20%,-36%,-100%,-89%,-100%,+44%,-13%,-13%,4,-78%,C,-78%,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,
492,Bananes,0205411015357,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits tropicaux', 'Bananes']",,,,,,,,,,,,,,,,,,,,,,,63.7%,0.0%,0.0%,23.1%,9.9%,3.2%,95,"['Commerce équitable', 'Max Havelaar']",,,,,,
493,VEGAN macchiato drink - 230ml,7610900235087,['France'],[],"['Végétalien', 'Végétarien']",?,80,335 kj(80 kcal),4,"1,7",10,"4,6",1,"0,01","0,004",230 ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'CH-BIO-006']",,,,,,
494,Coquillettes Choco ×8 Auchan,2030500025355,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495,Quiche Lorraine,0209606026241,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,D,"['Plats préparés', 'Pizzas tartes salées et quiches', 'Quiches', 'Quiches lorraines']",,,,,,,,,,,,,,,,,,,,,,,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,,,,,,,
496,Bleu descausses AOP,2480663015487,['France'],[],[],?,350,1464 kj(350 kcal),30,"21,3",0,0,20,"3,4","1,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
497,Chips de banane,2600128038442,['France'],[],[],?,509,2130 kj(509 kcal),29,25,58,15,"0,01","0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,Filets  de poulet  rotis,0211791026838,['France'],[],[],?,141,590 kj(141 kcal),"5,5","1,4","0,6","0,6","22,3","1,26","0,504",,,,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet', 'Filets de poulet rotis']",5.5 g,en quantité modérée,1.4 g,en faible quantité,0.6 g,en faible quantité,1.26 g,en quantité modérée,,-3%,-3%,+2%,+3%,+4%,+39%,-6%,-6%,-6%,2,-22%,B,-22%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,
499,Volailles licques,0248243039030,['France'],[],[],?,?,,?,,?,,?,,,,,"['FR 62.506.001 CE', 'Licques (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500,Paupiette de veau,3346236318005,['France'],[],[],?,242,1013 kj(242 kcal),21,"8,2","2,3","0,6",12,"1,3","0,52",,,"['FR 24.053.001 CE', 'Boulazac (Dordogne, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
501,Gianduia - Caffarel,8013108612213,['France'],[],[],?,560,2343 kj(560 kcal),34,11,56,47,8,"0,12","0,048",,['Caffarel'],,,,,,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",34 g,en quantité élevée,11 g,en quantité élevée,47 g,en quantité élevée,0.12 g,en faible quantité,,+6%,+6%,+6%,-37%,+7%,-1%,+36%,-22%,-22%,26,+7%,E,+7%,,,,,,,,,,,,,,
502,Basilikum getrocknet -,4002674191011,"['France', 'Allemagne']",['Basilikum'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,,?,,?,,?,,,,,,['Dose'],,,1,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Basilic']",,,,,,,,,,,,,,,,,,,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,,,,,,,
503,Bella Italia - Gefro Bio - 100g,4027900147051,"['France', 'Allemagne']",[],[],?,?,,?,,?,,?,,,100 g,"['Gefro Bio', 'Gefro']",,['dose(n)'],,,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', ""Mélanges d'épices""]",,,,,,,,,,,,,,,,,,,,,,,57.6%,0.0%,22.5%,15.7%,4.2%,0.0%,86,"['Bio', 'Bio européen', 'en:gluten-free']",,,,,Würzmischung,
504,Feel good bio - rooibos,3665206102735,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
505,Noix de cajou grillée et salée,5410781045056,['France'],[],[],?,619,2590 kj(619 kcal),49,8,23,5,17,"1,15","0,46",,,,,,,,E,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",49 g,en quantité élevée,8 g,en quantité élevée,5 g,en quantité modérée,1.15 g,en quantité modérée,,+3%,+4%,+6%,-6%,-10%,-23%,-9%,+83%,+83%,10,+32%,C,+32%,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,
506,Morcilla Patatera Casera,8436045831125,['France'],[],[],?,398,1665 kj(398 kcal),35,12,"0,24","0,2",6,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507,Chips de bananes - Trader Joe's,84509765,['France'],[],[],?,521,2180 kj(521 kcal),29,27,60,18,2,"0,02","0,008",,"[""Trader Joe's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
508,Faux filet - Charal,0292452039824,['France'],[],[],?,148,619 kj(148 kcal),"6,7","1,7",0,0,22,"0,16","0,064",,['Charal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande-bovine-francaise']",,,,,,
509,Vitasap,8711521924738,['France'],[],[],?,?,,?,,?,,?,,,,['Vitasap'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,Praliné,3700105283342,['France'],[],[],?,559,2339 kj(559 kcal),35,"2,8",46,43,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
511,Z'ikalia Droles Cereales Lait (45 GR),3370077586576,['France'],[],[],?,552,2310 kj(552 kcal),"33,9","21,7","54,4","41,1","6,9","0,73","0,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
512,Diots fumés,2271994041852,['France'],[],[],?,281,1176 kj(281 kcal),22,"9,8","0,7","0,5",20,2,"0,8",,,"['FR 74.224.006 CE', 'Roche-sur-Foron (Haute-Savoie, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
513,Cumin moulu,4001639184112,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,
514,Chocolat madagascar - 85g,0659436909540,['France'],[],[],?,641,2682 kj(641 kcal),58,35,19,11,13,"0,15","0,06",85 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,calendrier de l'avant gourmand,3178530418767,['France'],[],[],?,475,1987 kj(475 kcal),24,"8,3",59,31,"7,2","0,73","0,292",,,,,,,,,"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",24 g,en quantité élevée,8.3 g,en quantité élevée,31 g,en quantité élevée,0.73 g,en quantité modérée,,-6%,-8%,-18%,-53%,+5%,-40%,+21%,+280%,+280%,22,-12%,E,-12%,,,,,,,,,,,,,,
516,Petits pavés de campagne,3602826460456,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,Riz Basmati complet LAVANDINE,3506070034336,['France'],[],[],?,352,1473 kj(352 kcal),"0,8",0,77,0,9,0,0,,['Lavandine'],,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz Basmati']",0.8 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+7%,+6%,-23%,-100%,+8%,-100%,+19%,-100%,-100%,-1,,A,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,"['Bio', 'Bio européen', 'FR-BIO-09']",,,,,,
518,Saucisses confites a la graisse de canard,3410844380126,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Bellevillois,3700048848424,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,Pain complet,0209040007547,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,Parmentier cabillaud,3508100190098,['France'],[],[],?,129,540 kj(129 kcal),"8,3","4,5","7,8","1,3","6,2","0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,Vermicelles chinois,4523536336017,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,Gratin aux gambas & noix de Saint-Jacques - Deluxe,05325344,['France'],[],[],?,146,611 kj(146 kcal),"8,7","5,9",10,"1,2",7,"1,05","0,42",,['Deluxe'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,Hydro iso whey - 1kg,6333256693271,['France'],[],[],?,378,1582 kj(378 kcal),1,0,2,"0,05",92,"0,3","0,12",1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Stick Lembke KamoMint - 1.700000047683716g,4260284480165,"['Autriche', 'France']",[],[],?,?,,?,,?,,?,,,1.700000047683716 g,,,['Stück'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Ravioli Gorgonzola AOP & Poire Williams,3760244760319,['France'],[],[],?,248,1038 kj(248 kcal),9,"5,6",29,"5,8",11,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Reblochon de Savoie - 450g,2890665048282,['France'],[],[],?,334,1397 kj(334 kcal),28,20,"0,5","0,5",20,"1,4","0,56",450 g,,"['FR 74.145.050 CE', 'Juvigny (Haute-Savoie, France)']",,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,,+3%,+3%,+4%,+6%,+36%,+121%,0%,+4%,+4%,15,+5%,D,+5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
528,Saucisson a cuire classique,2203783040937,['France'],[],[],?,310,1297 kj(310 kcal),"27,1","10,1","0,1","0,1","16,5","2,42","0,968",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Boom,3045050500176,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Edam jeune,2860010013777,['France'],[],[],?,316,1322 kj(316 kcal),24,17,"0,5","0,5",25,"2,6","1,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Nutriscore'],,,,,,
531,Piment d'espelette,3770004334186,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,"Balancy Il Ghiacciolo , Sensofreddo",8002267004144,['France'],[],[],?,34,142 kj(34 kcal),0,0,"20,5","17,3",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,Le pavé Caylusien,3496960000964,['France'],[],[],?,335,1402 kj(335 kcal),"30,8","11,9","1,2","0,1","13,2","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,Pithiviers boeuf carottes - Bofrost,69162558,['France'],[],[],?,208,870 kj(208 kcal),11,"6,5",18,"1,2","8,3","0,94","0,376",,['Bofrost'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Honsei Instant Ginger Honey Drink,8888522011573,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,Axoa de canard,3760105355845,['France'],[],[],?,147,615 kj(147 kcal),"9,9","3,5","8,1","2,1","6,2",1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,Olives noires entiere a la grecque,2609831006236,['France'],[],[],?,346,1448 kj(346 kcal),"35,2","3,7","1,1","0,6","1,9",8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Risotto mediterranéen,8009736000607,['France'],[],[],?,344,1439 kj(344 kcal),"0,9","0,1",76,"1,7",7,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Velouté de Legumes - Parole Gourmande,3574314380273,['France'],[],[],?,30,126 kj(30 kcal),"1,1","0,7","4,1","0,9","0,5","0,53","0,212",,['Parole Gourmande'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Miel de Guérande,0641243443867,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Galantine de volaille,2629744022963,['France'],[],[],?,207,866 kj(207 kcal),15,"5,5",1,1,17,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,Queso de cabra de Extremadura - Queval,8437014934052,['France'],[],[],?,412,1724 kj(412 kcal),36,"28,6",1,"0,1","21,4","1,44","0,576",,['Queval'],,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",36 g,en quantité élevée,28.6 g,en quantité élevée,0.1 g,en faible quantité,1.44 g,en quantité modérée,,+25%,+26%,+35%,+61%,-17%,-87%,+5%,+11%,+11%,16,+17%,D,+17%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,
543,Fibres&graines - graine de courge,7073848023824,['France'],[],[],?,488,2042 kj(488 kcal),"27,2","3,4","35,8","1,9",18,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans additifs'],,,,,,
544,Pâté Béarnais au piment d'Espelette - Le Vieux Chêne,3563480002812,['France'],[],[],?,335,1402 kj(335 kcal),"29,9",12,"1,2","0,5","15,2","1,33","0,532",,['Le Vieux Chêne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,Herbes de provence,3417960039044,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,
546,Pain complet,0255063007026,['France'],[],[],?,247,1033 kj(247 kcal),"0,9","0,3",47,"1,3","9,2","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Melange Baila,2600712013589,['France'],[],[],?,490,2050 kj(490 kcal),32,"4,9",28,16,18,"0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Boudin blanc nature x2,2238080021716,['France'],[],[],?,266,1113 kj(266 kcal),23,9,"1,8","1,5",13,"1,4","0,56",,,,,,,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",23 g,en quantité élevée,9 g,en quantité élevée,1.5 g,en faible quantité,1.4 g,en quantité modérée,,+9%,+9%,+14%,+15%,-58%,-24%,+26%,-6%,-6%,17,+6%,D,+6%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Sans colorants'],,,,,,
549,Poudre de piment d'espelette,3770000435092,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,Purée de pomme de terre,3701078922214,['France'],[],[],?,351,1469 kj(351 kcal),3,"2,1",18,"6,6",62,"3,8","1,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,Chocolat,8009973503107,['France'],[],[],?,0,0 kj(0 kcal),"40,07","13,62","13,62",0,"10,25","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Jus Ananas - Zuegg,8000340242971,['France'],[],[],?,40,167 kj(40 kcal),0,0,"9,4","9,4","0,14","0,002","0,001",,['Zuegg'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,La galette nature,3760115212534,['France'],[],[],?,445,1862 kj(445 kcal),"23,5","18,8","51,6",23,"6,7","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,
554,P'tit basque,2240328034969,['France'],[],[],?,413,1728 kj(413 kcal),"35,9","25,5","0,2","0,2","22,3","1,8","0,72",,,"['EMB 15162A', 'Riom-ès-Montagnes (Cantal, France)', 'FR 15.162.001 CE', 'Riom-ès-Montagnes (Cantal, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,MIEL DE ROMERO,8437014473360,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,
556,Comté 12 mois,0205013019616,['France'],[],[],?,413,1728 kj(413 kcal),35,23,0,0,27,"0,8","0,32",,,,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",35 g,en quantité élevée,23 g,en quantité élevée,0 g,en faible quantité,0.8 g,en quantité modérée,,-1%,-1%,+1%,+1%,-100%,-100%,+0%,-5%,-5%,13,0%,D,0%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,
557,Tranches de jambon cuit déclassées -,2910833008686,"['France', 'Espagne']","['Jambon et couenne de porc ', 'Origine : UE', ' – sel – sirop de glucose – dextrose – arômes – sucre – bouillons ', 'eau - os', ""couenne et viande de porc - épices - plantes aromatiques – extraits d'épices"", 'de plantes aromatiques et de légumes ', ' - antioxydant : érythorbate de sodium - conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,156,653 kj(156 kcal),"7,5","2,7",1,1,21,2,"0,8",,,"['FR 38.012.001 CE', 'Aoste (Isère, France)']",,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",7.5 g,en quantité modérée,2.7 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,,+18%,+19%,+56%,+47%,+49%,+68%,-0%,+7%,+7%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,,
558,Maakarel,5415087009207,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Pêche durable', 'Pêche durable MSC']",,,,,,
559,Kievits bonen,8715017090068,"['France', 'Pays-Bas']",[],[],?,?,,?,,?,,?,,,,,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Phõ,8934561261186,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Chana Jor Garam - Haldiram's,8904063200501,['France'],[],[],?,510,2134 kj(510 kcal),31,10,40,0,20,"2,1","0,84",,"[""Haldiram's""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Boudin blanc bio,2701319002706,['France'],[],[],?,220,920 kj(220 kcal),"17,7","7,78","4,9","4,7","17,7","1,05","0,42",,,,,,,,D,"['Viandes', 'Charcuteries', 'Poissons et viandes et oeufs', 'Abats', 'Boudins', 'Produits tripiers', 'Boudins blancs', 'Boudins noirs', 'Boudin noir sauté']",17.7 g,en quantité modérée,7.78 g,en quantité élevée,4.7 g,en faible quantité,1.05 g,en quantité modérée,,-9%,-10%,-12%,-1%,+14%,+139%,+72%,-30%,-30%,14,-12%,D,-12%,87.1%,4.2%,2.1%,1.8%,1.0%,3.9%,35,['Bio'],,,,,,
563,Saucisses et piperade au jambon de Bayonne PIERRE LAGUILHON,3272931002096,['France'],[],[],?,182,761 kj(182 kcal),14,"4,6","2,2","1,9",12,"1,9","0,76",,['Pierre laguilhon'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
