,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,packaging,labels,manufacturing,traceability_code,markets,allergens,nova_score,origin_detail,producer_info,additives,ingredients_origins,link,palm_ingredients,brand_owner
1108,Biscotti cereali e mirtilli rossi - Lidl - 250g,20623067,,250g,['Lidl'],['Biscuits et gâteaux'],['France'],[],['Sans huile de palme'],18 g,en quantité modérée,2.2 g,en quantité modérée,19 g,en quantité élevée,0.37 g,en quantité modérée,?,,460,+7%,1925 kj(460 kcal),+7%,18,-6%,"2,2",-74%,63,+10%,19,-35%,"8,1",+37%,"0,37",-34%,"0,148",-34%,12,-35%,D,-35%,,,,,,,,,,['en:palm-oil-free'],,,,,,,,,,,,
1109,cacao - Nesquik - 800g,7613034453600,,800 g,['Nesquik'],['Aliments pour bébé'],"['Argentine', 'France', 'Espagne']","['Azúcar', 'Cacao en polvo', 'Carbonato de Calcio', 'Suero de leche', 'Sal', 'Pirofosfato de hierro', 'Premezcla de vitaminas ', 'Vitaminas D', 'B1 y C', 'Canela en polvo', 'Sulfato de zinc', 'Emulsionante ', 'Lecitina de soja', 'Aromatizante ', 'Vainillina', ' CONTIENE DERIVADO DE LECHE Y DE SOJA', ' PUEDE CONTENER LECHE']",['Non végétalien'],,,,,,,,,?,,?,,,,0,-100%,,,"78,6",+342%,"71,4",+843%,"5,36",+82%,"36,3",+31742%,"14,5",+31742%,,,,,,,,,,,,,['plástico'],,['Argentina'],['00238 RUC'],,"['Lait', 'Soja']",4,,,,,,,
1110,Pan de centeno,8437009488492,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains complets']","['France', 'Espagne']",[],[],4.91 g,en quantité modérée,1.42 g,en faible quantité,3.38 g,en faible quantité,1.18 g,en quantité modérée,?,,254,+1%,1063 kj(254 kcal),+1%,"4,91",+43%,"1,42",+164%,"36,7",-14%,"3,38",-7%,"9,88",+13%,"1,18",+1%,"0,472",+1%,4,+502%,C,+502%,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",,,,,,,,,,,,
1111,Kiwis - Bio Village - 6fruits,3564707117821,B,6 fruits,['Bio Village'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Kiwis', 'Kiwis frais']",['France'],['Kiwis biologiques origine France'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.1%,0.0%,0.0%,11.4%,10.2%,3.4%,96,,"['barquette carton', 'sachet plastique']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'FR-BIO-10']",,['EMB BMN243XIV'],['Leclerc'],,1,,,,['France'],,,
1112,Digestive creams - McVitie's,5000396043624,D,,"[""McVitie's"", 'McVities']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']","['France', 'Maroc']","['Chocolate cream flavoured Filling ', '28%', ' [Sugar', 'Non Hydrogenated Vegetable Oil ', 'Palm Kernel', 'Fat Reduced Cocoa Powder', 'Lactose ', 'Cow Milk', 'Dried Skimmed Milk ', 'Cow Milk', 'Natural Flavouring ', 'Chocolate', 'Emulsifier ', 'Soya Lecithin', ']', 'Wheat Flour ', '27%', 'Non Hydrogenated Vegetable Oil ', 'Palm', 'Wholemeal Wheat Flour ', '13%', 'Sugar', 'Oat Flour', 'Dried Whey powder ', 'Cow Milk', 'Raising Agents ', 'Ammonium Bicarbonates', 'Sodium Bicarbonates', 'Partially Inverted Sugar Syrup', 'Salt', ' Allergen statement: Contains Gluten', 'Milk', 'Soya', ' May contain Nuts', 'Egg']","['Huile de palme', 'Non végétalien']",26 g,en quantité élevée,13.5 g,en quantité élevée,27.6 g,en quantité élevée,0.3 g,en quantité modérée,?,,511,+9%,2138 kj(511 kcal),+9%,26,+35%,"13,5",+59%,"60,9",-9%,"27,6",-16%,"6,3",+8%,"0,3",-46%,"0,12",-46%,23,+16%,E,+16%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,"['Gluten', 'Lait', 'Soja']",4,,,"['E322i - Lécithine', ""E503ii - Carbonate acide d'ammonium"", 'E500ii - Carbonate acide de sodium']",,,,
1113,Bio Black Beans - Karma,7613356789975,,,['Karma'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots']","['France', 'Suisse']",[],"['Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.54 g,en quantité modérée,?,,123,-17%,515 kj(123 kcal),-17%,0,-100%,0,-100%,17,-10%,0,-100%,"9,7",-1%,"0,54",+0%,"0,216",+0%,-2,,A,,,,,,,,,,['Sachet'],"['Bio', 'Bio européen', 'Végétarien', 'Végétalien', 'CH-BIO-006']",,,,,,,,,,,,
1114,Crème fouettée - Valflora,7613269780328,C,,['Valflora'],"['Produits laitiers', 'Crèmes', 'Crème de lait semi-épaisse', 'Crèmes UHT', 'Crèmes sous pression', 'Crèmes sous pression UHT']","['France', 'Suisse']","['Crème avec 35% de matière grasse', 'sucre 8', '3%', 'émulsifiant E471 épaississant E407', 'gaz propulseur E942']",[],33 g,en quantité élevée,19.6 g,en quantité élevée,11 g,en quantité modérée,0.1 g,en faible quantité,?,,349,+26%,1460 kj(349 kcal),+25%,33,+35%,"19,6",+13%,11,-7%,11,+5%,2,-4%,"0,1",+18%,"0,04",+18%,16,+10%,D,+10%,68.2%,19.4%,4.7%,4.3%,2.6%,0.7%,71,,['Produkt'],,,,['Migros'],,4,,,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E942 - Protoxyde d'azote""]",,,,
1115,Galletas Saladas - Spar,8480013086512,,,['Spar'],"['Snacks', 'Snacks salés', 'Apéritif']","['France', 'Espagne']",[],[],20 g,en quantité modérée,2 g,en quantité modérée,9 g,en quantité modérée,2.5 g,en quantité élevée,?,,465,-0%,1946 kj(465 kcal),-1%,20,-17%,2,-51%,64,+24%,9,+189%,6,-21%,"2,5",+60%,1,+60%,17,+34%,D,+34%,,,,,,,,,,,,,['Spar'],,,,,,,,,
1116,Yaourt Fermier Abricot - La Ferme de Viltain - 180g,3760074380701,,180g,['La Ferme de Viltain'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",['France'],"['Lait entier', 'sucre', 'fruits: abricot 9%', 'lait écrémé en poudre', 'ferments lactiques', 'épaississant du fruit: pectine', 'carraghénane', 'conservateur du fruit: sorbate de potassium', 'arôme']",['Non végétalien'],2.4 g,en faible quantité,1.4 g,en faible quantité,19 g,en quantité élevée,0.035 g,en faible quantité,?,,119,+29%,498 kj(119 kcal),+30%,"2,4",-27%,"1,4",-32%,"20,7",+88%,19,+88%,"3,6",-5%,"0,035",-70%,"0,014",-70%,4,+31%,C,+31%,,,,,,,,,['Plastique'],['Bleu Blanc Cœur'],['Île-de-France'],"['FR 78.322.001 CE', 'Jouy-en-Josas (Yvelines, France)']","['""La ferme de viltain""']",['Lait'],4,,,"['E440 - Pectines', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,http://www.viltain.fr/,,
1117,Taquitos de Chorizo - Revilla - 200g,8410320014212,,200 g,['Revilla'],"['Viandes', 'Charcuteries']","['France', 'Espagne']","['Carne y grasa de cerdo', 'sal', 'jarabe de glucosa', 'lactosa', 'pimentón', 'maltodextrina', 'proteína de soja', 'proteína de leche', 'azúcar', 'ajo', 'estabilizante ', 'E-451i', 'dextrosa', 'antioxidantes ', 'E-301', 'E-331', 'E-392', 'conservadores ', 'E-250', 'E-252', 'Colorante ', 'E-120', 'fermentos', ' Tratamiento de superficie: Conservador ', 'E-202']","['Non végétalien', 'Non végétarien']",26 g,en quantité élevée,9.9 g,en quantité élevée,1.5 g,en faible quantité,3.8 g,en quantité élevée,?,,332,+27%,1389 kj(332 kcal),+29%,26,+35%,"9,9",+36%,"2,5",+70%,"1,5",+89%,22,+18%,"3,8",+60%,"1,52",+60%,23,+44%,E,+44%,,,,,,,,,['Atmósfera protectora'],['en:gluten-free'],,['ES 10.00092/TO CE'],,['Lait'],4,,,"['E451i - TPP', 'E301 - Ascorbate de sodium', 'E331 - Citrates de sodium', 'E392 - Extrait de romarin', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
1118,Foie de morue au citron,3200073240007,E,,,"['Produits de la mer', 'Poissons', 'Morues', 'Foies de poissons', 'Foies de morue', 'Foie de morue au citron']",['France'],[],[],40 g,en quantité élevée,7.1 g,en quantité élevée,0 g,en faible quantité,1 g,en quantité modérée,?,,390,-12%,1632 kj(390 kcal),-12%,40,-18%,"7,1",-15%,"2,4",+1%,0,-100%,"8,2",+36%,1,+16%,"0,4",+16%,15,-7%,D,-7%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,,,,,,,,,,,,,,
1119,Créatine caps,3608419212129,,,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,Fromage fines herbes - miree - 150g,4019300166312,D,150 g,['Miree'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à la crème']","['Belgique', 'France', 'Allemagne']","['Fromage frais', 'sel', 'herbes', 'poivre', 'ail', 'oignons', 'épaississants: gomme guar', 'farine de graines de`caroube', ""Fouetté avec de l'azote,""]",['Non végétalien'],23 g,en quantité élevée,16.1 g,en quantité élevée,3 g,en faible quantité,1.3 g,en quantité modérée,?,,243,+64%,1017 kj(243 kcal),+62%,23,+117%,"16,1",+132%,3,-45%,3,-37%,"5,5",-18%,"1,3",+289%,"0,52",+289%,15,+266%,D,+266%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,"['Fabriqué en Allemagne', 'Entrepreneurs + Engagés']",,['DE BY-77706 EG'],,['Lait'],4,,,"['E412 - Gomme de guar', 'E410 - Gomme de caroube']",,,,
1121,Dentifrice - Aquafresh - 75ml,3094900059715,,75 ml,['Aquafresh'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Tube'],,,,['Leclerc'],,,,,,,,,
1122,Chia & raspberry porridge - Weight Watchers - 100g,5051882199646,C,100 g,['Weight Watchers'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Porridge']",['France'],"[""Flocons d'avoine "", '68%', 'graines de chia ', 'salvia hispanica', ' ', '9,9%', 'yaourt déshydraté ', '8%', 'lait écrémé déshydraté', 'sucre', 'sucre de canne', 'graines de lin', 'framboises lyophilisées ', '1,4%', 'sel de mer', 'arôme naturel', "" Peut contenir des traces d'oeufs"", 'noix', 'soja et sésame']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",7.2 g,en quantité modérée,1.1 g,en faible quantité,10.8 g,en quantité modérée,0.7 g,en quantité modérée,?,,370,-1%,1548 kj(370 kcal),-1%,"7,2",-12%,"1,1",-45%,"53,7",-7%,"10,8",+18%,16,+33%,"0,7",+1177%,"0,28",+1177%,0,,B,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,['Doos'],,,,,,4,,,,,,,
1123,Star Mint saveur menthe intense - Haribo - 100g,3103220044049,E,100 g,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],"['Sucre', ' sirop de glucose', ' amidon', ' arôme naturel de menthe avec autres arômes naturels', "" agent d'enrobage : cire de carnauba""]","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0.5 g,en faible quantité,0.1 g,en faible quantité,83 g,en quantité élevée,0.01 g,en faible quantité,?,,381,+7%,1594 kj(381 kcal),+6%,"0,5",-73%,"0,1",-91%,95,+14%,83,+43%,"0,5",-76%,"0,01",-92%,"0,004",-92%,14,-3%,D,-3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,['Carrefour'],,4,,,['E903 - Cire de carnauba'],,,,
1124,75CL Coteaux Du Layon Blanc - La Cave d'Augustin Florent - 75cL,3245415192699,C,75 cL,"[""La Cave d'Augustin Florent""]","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Coteaux du Layon Val de Loire']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,['AOC'],,,,,,,,,['France'],,,
1125,Carottes - la rosée - 3kg,20253424,,3 kg,['la rosée'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Poche'],,,,,,,,,,,,,
1126,Fit Shake Iced Coffee - nu3 - 450g,4260593950045,,450g,['Nu3'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Boisson protéinée']",['France'],[],[],1.1 g,en faible quantité,0.8 g,en faible quantité,1.6 g,en faible quantité,0.24 g,en faible quantité,?,,352,+73%,1473 kj(352 kcal),+87%,"1,1",-59%,"0,8",-6%,"4,9",-27%,"1,6",-55%,"75,7",+178%,"0,24",-30%,"0,096",-30%,-5,-1886%,A,-1886%,,,,,,,,,['Dose'],"['Riche en protéines', 'de:low suger']",['Berlin'],,,,,,,,,,,
1127,3760099591434,3760099591434,,,,"['Non alimentaire', 'Open Beauty Facts']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,Confiture de Mirabelle - Leader Price,3263851928412,B,,['Leader Price'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de prunes', 'Confitures de mirabelles']",['France'],"['sucre - mirabelles - gélifiant: pectines - acidifiant : acide citrique - antioxydant: acide ascorbique', ' Prépraée avec 50 g de fruits pour 100g de produit fini']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0 g,en faible quantité,0 g,en faible quantité,60 g,en quantité élevée,0 g,en faible quantité,?,,246,+10%,1029 kj(246 kcal),+10%,0,-100%,0,-100%,61,+13%,60,+16%,"0,5",+29%,0,-100%,0,-100%,12,+24%,D,+24%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,,"['Capsule en métal', 'Bocal en verre']",,,,['Leader Price'],,4,,,"['E440 - Pectines', 'E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,
1129,Pain azyme 5 graines - Paul Heumann,3226980000763,,,['Paul Heumann'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains azymes']",['France'],[],[],3 g,en quantité modérée,0.4 g,en faible quantité,1.7 g,en faible quantité,0.006 g,en faible quantité,?,,373,+1%,1561 kj(373 kcal),+0%,3,+69%,"0,4",+8%,"73,4",-2%,"1,7",-45%,"10,4",-3%,"0,006",-90%,"0,002",-90%,-1,,A,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,,,,,,,,
1130,"0% Chocolate Negro 70%, Stevia - valor",8410109100808,E,,['Valor'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['France', 'Espagne']",[],[],36 g,en quantité élevée,23 g,en quantité élevée,0.5 g,en faible quantité,0.1 g,en faible quantité,?,,481,-13%,2013 kj(481 kcal),-13%,36,-9%,23,-0%,"0,5",-99%,"0,5",-98%,11,+44%,"0,1",+114%,"0,04",+114%,16,-25%,D,-25%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,,,,
1131,Brazil Nut - Taste of nature - 40g,0059527601559,,40g,['Taste of nature'],"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales', 'Barres de céréales aux fruits à coques']","['France', 'Suisse']",[],[],27 g,en quantité élevée,4.2 g,en quantité modérée,28 g,en quantité élevée,0 g,en faible quantité,2015,+8%,?,,2015 kj(482 kcal),+11%,27,+51%,"4,2",+3%,49,-13%,28,+24%,14,+71%,0,-100%,0,-100%,11,+13%,D,+13%,,,,,,,,,,"['Bio', 'Sans gluten']",,,,"['Fruits à coque', 'Graines de sésame', 'Soja']",,,,,,,,
1132,"Émincés en gelée (au boeuf, au poulet, au saumon, au thon) - Felix - 1200g",3222270010597,,1200 g,"['Felix', 'Purina']","['Non alimentaire', 'Open Pet Food Facts', 'Nourriture pour animaux', 'Nourriture pour chats']","['France', 'Suisse']","['Aliment complet pour chat adulte', ' Sachets au Вoeuf', 'Composition: Viandes et sous-produits animaux ', 'dont bceuf4%', 'poissons et sous-produits de poissons', 'substances minérales', 'sucres', ' Sachets au Poulet', 'Composition: Viandes et sous-produits animaux ', 'dont poulet 4 %', 'poissons et Sous-produits de poissons', 'substances minérales', 'sucres', ' Sachets au Saumon', 'Composition: Viandes et sous-produits animaux', 'poissons et Sous-produits de poissons ', 'saumon 4%', 'substances minérales', 'sucres', ' Sachets au Thon', 'Composition: Viandes et sous-produits animaux', 'poissons et Sous-produits de poissons ', 'thon 4 %', 'substances minérales', 'sucres', '  Additifs: Additifs nutritionnels: UI/kg:Vit A: 570', 'Vit D3:85', 'Vit E: 13', ' mg/kg: Sulfate ferreux monohydraté: 20', ' lodate de calcium anhydre:0,25', ' Sulfate cuivrique pentahydraté: 2,3', ' Sulfate manganeux monohydraté: 4,0', ' Sulfate de zinc monohydraté: 33', ' Additifs technologiques: mg/kg: Gomme de cassia: 2200', ' Constituants analytiques: Humidité: 83 %', 'Protéine: 8,5%', 'Teneur en matières grasses: 3,0%', 'Cendres brutes: 2,5%', 'Cellulose brute: 0,05%', 'Acide linoléique ', 'acide gras Oméga 6', ':0,6%']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Sachets'],,,,,['Poisson'],,,,"['E427 - Gomme de casse', 'E460 - Cellulose', 'E570 - Acide stéarique']",,http://www.purina.fr,,
1133,Pain Nordique,3523680419100,,,,,['France'],[],[],,,,,,,,,?,,257,,1075 kj(257 kcal),,"5,1",,"0,7",,38,,"1,2",,12,,"0,472",,"0,189",,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1134,17g,9771234567003,,17 g,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Confiture de lait - Lucien Georgelin,3330720238078,B,,['Lucien Georgelin'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Confitures de lait']",['France'],[],[],20 g,en quantité modérée,10 g,en quantité élevée,36 g,en quantité élevée,0.2 g,en faible quantité,?,,360,+21%,1506 kj(360 kcal),+21%,20,+261%,10,+209%,37,-33%,36,-29%,"6,9",+6%,"0,2",-41%,"0,08",-41%,20,+20%,E,+20%,46.2%,16.3%,23.6%,9.1%,3.8%,1.0%,85,,,['Fabriqué en France'],,,,,,,,,,,,
1136,Actimel nature sucré,3033491426094,E,,"['Actimel', 'Danone']","['Boissons', 'Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Boissons lactées', 'Boissons fermentées', 'Boissons lactées fermentées', 'Yaourts', 'Yaourts à boire']",['France'],[],[],1.6 g,en quantité modérée,1 g,en quantité modérée,10.8 g,en quantité élevée,0.1 g,en faible quantité,?,,73,+1%,305 kj(73 kcal),+0%,"1,6",+6%,1,+6%,"10,8",-4%,"10,8",+1%,3,+3%,"0,1",-6%,"0,04",-6%,18,+12%,E,+12%,67.5%,13.2%,8.7%,6.1%,3.6%,1.0%,32,"Spécialité laitière fermentée à boire au L casei ,nature, avec sucres et enrichie en vitamines B6 et D",,,,,,,,,,,,,,
1137,thé des vignes - caudalie - 30ml,3522930031864,,30 ml,['Caudalie'],,['France'],"['Aqua', 'alcool', 'vits fera', 'speed oil', 'stearate', 'sulfate persae', 'parfum', 'coco-caprylate', 'potassium sorbate', 'sodium hydroxyde', 'fruit oil', 'carboxymethyl', 'beta-glucan', 'tocopherol', 'limonène', 'linalool']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Tube'],,,,,,,,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,
1138,Fleur d'oranger - Vahiné,3179142057221,,,['Vahiné'],,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
1139,Toastbrötchen - Mühlengold - 220g,4061458037808,B,220g,['Mühlengold'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés', 'en:Aliments-d-origine-vegetale', 'en:Aliments-et-boissons-a-base-de-vegetaux', 'en:Cereales-et-pommes-de-terre', 'en:Pains', 'en:Pains-grilles', 'en:Petits-pains-grilles']","['France', 'Allemagne']",[],[],2.3 g,en faible quantité,0.9 g,en faible quantité,2.2 g,en faible quantité,1 g,en quantité modérée,?,,236,-14%,987 kj(236 kcal),-14%,"2,3",-33%,"0,9",+62%,41,-17%,"2,2",-52%,"9,4",+6%,1,-12%,"0,4",-12%,1,-69%,B,-69%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,['Kunststoff'],,,,,,,,,,,,,
1140,Quart de jambon sec traditionnel - 250g,4056489013402,E,250 g,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",['France'],[],[],12 g,en quantité modérée,4.8 g,en quantité modérée,1 g,en faible quantité,6 g,en quantité élevée,?,,220,-6%,920 kj(220 kcal),-6%,12,-6%,"4,8",-1%,1,+70%,1,+167%,27,-7%,6,+20%,"2,4",+20%,16,-4%,D,-4%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,"['Film en plastique', 'Barquette']",,,,,,,,,,,,,
1141,Huile vierge noix de coco - Émile Noël - 500ml,3291960015754,,500 ml,['Émile Noël'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Sauces', 'Huiles de fruits et graines de fruits', 'Huiles de coco', 'Huiles vierges de coco']",['France'],[],[],100 g,en quantité élevée,93 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+4%,3766 kj(900 kcal),+4%,100,+2%,93,+9%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,20,+2%,E,+2%,,,,,,,,,,"['Bio', 'Biopartenaire']",,,,,,,,,,,,
1142,Shokolade,7613379001108,,,,,['France'],[],[],,,,,,,,,?,,450,,1883 kj(450 kcal),,26,,3,,50,,26,,4,,"0,2",,"0,08",,,,,,,,,,,,,,,"['Commerce équitable', 'Max Havelaar']",,,,,,,,,,,,
1143,Amandes au wasabi - Mr. Min - 200g,8809419302475,,200 g,['Mr. Min'],,"['France', 'Espagne']","['Amande', ""sirop d'amidon"", 'sucre', '*assaisonnement en poudre saveur wasabi* ', 'sel traité', 'sucre', 'arôme artificiel ', 'goût wasabi', 'dextrine', '*assaisonnement pour sauce soja en poudre*', 'glutamate de sodium ', 'Exhausteurs: E621', 'poudre de wasabi', 'miel', 'huile de mais', 'matières grasses ', '*huile de soja*', '*lécithine* ', 'Emulsifiants: E322', '*lécithine* ', '*soja*', ' ', 'Emulsifiants: E322', ""extrait d'herbes "", 'Huile de son de riz', 'extrait de romarin']",['Non végétalien'],,,,,,,,,?,,489,,2046 kj(489 kcal),,22,,"1,1",,48,,"12,7",,25,,"0,207",,"0,083",,,,,,,,,,,,,,,,,,,"['Fruits à coque', 'Soja']",4,,,"['E1400 - Dextrines', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E322 - Lécithines', 'E392 - Extrait de romarin']",,,,
1144,Moo-phoria salted caramel brownie - Ben & Jerry's,8711327318953,,,"[""Ben & Jerry's""]","['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets']","['Belgique', 'France', 'Espagne']",[],[],5.6 g,en quantité modérée,3.3 g,en quantité modérée,26 g,en quantité élevée,0.41 g,en quantité modérée,?,,199,-1%,833 kj(199 kcal),-2%,"5,6",-35%,"3,3",-41%,34,+21%,26,+10%,"3,5",+43%,"0,41",+239%,"0,164",+239%,11,-4%,D,-4%,,,,,,,,,,,,,['Delhaize'],,,,,,,,,
