,name,bar_code,eco_score,generic_name,brand,categories,labels,origin_detail,producer_info,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nova_score,palm_ingredients,allergens,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,quantity,additives,manufacturing,ingredients_origins,brand_owner,link
31,Gouda Holland IGP Portion - Carrefour,3560070954421,D,Gouda Holland IGP jeune - Fromage à pâte pressée non cuite.,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas']",['IGP'],,"Fabriqué puis conditionné aux Pays-Bas par FrieslandCampina Cheese, Handelstraat 11, 4143 HT Leerdam, Pays-Bas pour Interdis.",['NL Z 0356 EG'],['Carrefour'],['France'],"['Lait pasteurisé de vache', 'sel', 'ferments lactiques', 'présure', 'conservateur : nitrate de sodium', 'colorant : caroténoïdes', ' Croûte : conservateur : natamycine', ' Croûte non comestible']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1543,+5%,372,+2%,31,+5%,?,,23,-6%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,4,,['Lait'],1543 kj(372 kcal),21,,"1,8","0,72",,31 g,en quantité élevée,21 g,en quantité élevée,,,1.8 g,en quantité élevée,+2%,+6%,,-2%,-2%,,,,,,"['E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E160 - Caroténoïdes', 'E235 - Natamycine']",,,,
32,Edam Holland IGP - Carrefour,3560070954452,D,Edam Holland IGP - Fromage à pâte pressée non cuite.,['Carrefour'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas']",['IGP'],,"Fabriqué puis conditionné aux Pays-Bas par FrieslandCampina Cheese, Handelstraat 11, 4143 HT Leerdam, Pays-Bas pour Interdis.",['NL Z 0356 EG'],['Carrefour'],['France'],"['Lait de vache pasteurisé', 'sel', 'ferments lactiques', 'présure', 'colorant : caroténoïdes', 'conservateur ', 'croûte', ' : natamycine', ' Croûte non comestible']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1351,-8%,325,-11%,24,-18%,?,,26,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,4,,['Lait'],1351 kj(325 kcal),17,,"2,5",1,,24 g,en quantité élevée,17 g,en quantité élevée,,,2.5 g,en quantité élevée,-11%,-14%,,+37%,+37%,,,,,,"['E160 - Caroténoïdes', 'E235 - Natamycine']",,,,
33,Poularde fermière d'Auvergne - Carrefour,3560070991464,,Poularde fermière d'Auvergne. Origine France.Produit frais - Classe A. Éviscérée sans abats - Prête à cuire.,['Carrefour'],,['Label Rouge'],Logo IGP,Abattue et conditionnée par ARRIVE AUVERGNE - 03260 Saint-Germain-des-Fossés.,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)', 'EMB 03236', 'Saint-Germain-des-Fossés (Allier, France)']",['Carrefour'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Thé Noir Vanille & Pétales de rose - Carrefour - 100g,3560071000233,B,Thé noir aromatisé à la rose et à la vanille avec des pétales de rose et des gousses de vanille.,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés aromatisés']",,Thé pur Ceylan emballé au Sri Lanka. TC/E/PR/238/109,Fabriqué au Sri Lanka et importé par SAS S.A. Dennenlaan 10 B-2340 Beerse Belgique pour Interdis.,,['Carrefour'],['France'],"['Thé noir 92%', 'pétales de rose 3%', 'morceaux de gousse de vanille 2%', 'arôme naturel', 'arôme naturel de rose', 'I']",[],?,,?,,?,,?,,?,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,4,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,
35,Sumatra - Carrefour - 52g10capsules,3560071001483,,Capsules de café moulu pur Arabica.,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",['Fabriqué en France'],,Fabriqué en France par EMB59368F pour Interdis,"['EMB 59368F', 'Madeleine (Nord, France)']",['Carrefour'],['France'],['100 % café moulu Arabica du Sumatra'],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52 g10 capsules,,,,,
36,Pur arabica corse aromatique - Carrefour,3560071002947,,,['Carrefour'],,['Fabriqué en France'],,,"['EMB 59350F', 'Lille (Nord, France)']",['Carrefour'],['France'],[],[],?,,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Carrefour,3560071007225,,,['Carrefour'],"['Viandes', 'Charcuteries', 'Saucisses']",,,,"['EMB 85182G', 'Pouzauges (Vendée, France)']",['Carrefour'],['France'],[],[],1891,+77%,457,+79%,42,+102%,"0,9",-37%,18,+19%,,,,,,,,,,,1891 kj(457 kcal),15,"0,6","3,6","1,44",,42 g,en quantité élevée,15 g,en quantité élevée,0.6 g,en faible quantité,3.6 g,en quantité élevée,+77%,+89%,-20%,+84%,+84%,25,+43%,E,+43%,,,,,,
38,Sirop saveur noisette - Saxo - 70cl,3560071007737,,Sirop saveur noisette,"['Saxo', 'Carrefour']","['Sirops', 'Sirops de noisette']",['Fabriqué en France'],,Fabriqué en France par EMB 73179E pour Interdis,"['EMB 73179E', 'Motte-Servolex (Savoie, France)']",['Carrefour'],['France'],"['Sucre', 'eau', 'arôme ', 'contient noisette', 'colorant: caramel ordinaire']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1360,+17%,320,+25%,~ 0,-100%,80,+23%,~ 0,-100%,,,,,,,,4,,['Fruits à coque'],1360 kj(320 kcal),~ 0,80,~ 0,0,"['Bouteille', 'Verre']",0 g,en faible quantité,0 g,en faible quantité,80 g,en quantité élevée,0 g,en faible quantité,+24%,-100%,+30%,-100%,-100%,14,+14%,D,+14%,70 cl,['E150a - Caramel E150a'],['France'],,,
39,No Gluten !* Vanille - Carrefour - 414g,3560071008444,,"Glace à la vanille (70,7%), gaufrette sans gluten (16,3%), chemisage et enrobage au cacao maigre (11,6%) et copeaux de chocolat noir (1,4%) en décor.",['Carrefour'],,"['Sans gluten', 'Fabriqué en France']",,Fabriqué en France par EMB 33539 pour Interdis.,"['EMB 33539', 'Vayres (Gironde, France)']",['Carrefour'],"['France', 'Espagne']","['Eau', 'sucre', 'graisse et huile végétale de coprah', 'farine de riz', 'sirop de glucose-fructose', 'lait écrémé réhydraté', 'lactosérum en poudre', 'sirop de glucose', 'copeaux de chocolat noir 1,4% ', 'pâte de cacao', 'sucre', 'beurre de cacao', 'matière grasse laitière anhydre', 'émulsifiant : lécithines de soja', 'arôme naturel de vanille', 'farine de pois chiche', 'cacao maigre en poudre 1%', ""émulsifiants : mono - et diglycérides d'acides gras - lécithines de colza - lécithines de soja"", 'gélifiants : farine de graines de caroube et gomme guar', 'arôme naturel de vanille', 'sel', 'caramel aromatique ', 'sucre', 'eau', 'colorant : caroténoïdes', ""Peut contenir des traces d'œufs"", ""d'arachides et de fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",1156,,276,,13,,38,,2,,,,,,,,,4,,"['Lait', 'Soja']",1156 kj(276 kcal),11,27,"0,26","0,104",,,,,,,,,,,,,,,,,,,414 g,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160 - Caroténoïdes']",,,,
40,"Tarte pommes rhubarbe - Carrefour - 1,2kg",3560071015671,,Tarte aux pommes et a la rhubarbe,['Carrefour'],"['Tartes', 'Tartes sucrées']","['Fabriqué en France', 'Pur beurre']",,Fabriqué en France par EMB 14258C pour Interdis.,"['EMB 14258C', 'Falaise (Calvados, France)']",['Carrefour'],['France'],"['Pommes 24,8%', 'rhubarbe 24,8%', 'farine de blé', 'beurre 10%', 'sucre', 'œufs entiers frais', 'eau', 'amidon de maïs', 'amidon modifié de maïs', 'gélifiant : carraghénanes', 'sel', 'arômes', 'Peut contenir des traces de soja', 'de lupin et de fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1007,-15%,241,-19%,13,+10%,26,-37%,"3,4",-12%,,,,,,,,4,,"['Œufs', 'Gluten', 'Lait']",1007 kj(241 kcal),"8,6",14,"0,3","0,12",,13 g,en quantité modérée,8.6 g,en quantité élevée,14 g,en quantité élevée,0.3 g,en quantité modérée,-19%,+32%,-41%,-4%,-4%,13,-8%,D,-8%,"1,2 kg","['E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,
41,Brocolis En fleurettes - Carrefour - 1kg,3560071019570,,Brocolis en fleurettes surgelés.,['Carrefour'],,,"Ces brocolis sont cultivés, surgelés et conditionnés en Bretagne.",Fabriqué en France par EMB 56140E pour Interdis.,"['EMB 56140E', 'Moréac (Morbihan, France)']",['Carrefour'],['France'],['Brocolis en fleurettes 100%'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",103,,25,,"0,5",,"1,9",,"2,4",,,,,,,,,,,,103 kj(25 kcal),"0,1","1,2","0,03","0,012",,,,,,,,,,,,,,,,,,,1 kg,,,,,
42,Chocolat de couverture noir 64% de cacao palets - Carrefour - 5kg,3560071027865,,Chocolat de couverture noir,['Carrefour'],,['Fabriqué en France'],,Fabriqué en France par EMB 61486A pour Interdis.,"['EMB 61486A', 'Tinchebray (Orne, France)']",['Carrefour'],['France'],"['pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant : lécithines ', 'tournesol', 'arôme naturel de vanille', 'Cacao : 64% minimumPeut contenir des traces de fruits à coque et de lait']","['Sans huile de palme', 'Végétalien', 'Végétarien']",2376,,572,,40,,40,,"7,2",,,,,,,,,4,,['Fruits à coque'],2376 kj(572 kcal),25,37,"0,02","0,008",,,,,,,,,,,,,,,,,,,5 kg,['E322i - Lécithine'],,,,
43,12 Mini Choux aux fromages - Carrefour - 120g,3560071067021,,"Assortiment de 12 mini choux aux fromages - Congelé. 3 choux au Comté, 3 choux au fromage de chèvre, 3 choux au fromage à l'ail et fines herbes, 3 choux au Roquefort.",['Carrefour'],,['Fabriqué en France'],Ces mini choux sont fabriqués en France à partir de fromages d'origine France. La spécialité fromagère est fabriquée à partir de lait d'origine Union Européenne.,Fabriqué en France par EMB 44223C pour Interdis.,"['EMB 44223C', 'Geneston (Loire-Atlantique, France)']",['Carrefour'],['France'],"['Spécialité fromagère pasteurisée ', 'lait', 'crème', 'protéine de lait', 'sel', 'œuf', 'fromage au lait pasteurisé ail et fines herbes 17% ', 'fromage frais', 'eau', 'crème', 'sel', 'ail et plantes aromatiques 0,9%', ""arôme naturel d'ail"", 'poivre blanc', 'Comté 10%', 'fromage de chèvre au lait pasteurisé 10%', 'lait', 'beurre', 'farine de blé', 'Roquefort au lait cru 3,4%', 'noix hachées', 'graines de pavot', 'graines de sésame', 'sel', 'épaississant : carraghénanes', 'muscade', 'poivre', 'gluten de blé', 'agent de traitement de la farine : acide ascorbique', 'Peut contenir des traces de : soja', 'ARACHIDES', 'autres fruits à coque', 'poissons', 'crustacés', 'moutarde']",['Non végétalien'],1532,,370,,31,,"9,2",,12,,,,,,,,,4,,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Graines de sésame']",1532 kj(370 kcal),20,"1,8",1,"0,4",,,,,,,,,,,,,,,,,,,120 g,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E300 - Acide ascorbique']",,,,
44,Muscade moulue - En Cuisine - 500g,3560071076931,B,Muscade déshydratée et moulue.,"['En Cuisine', 'Carrefour']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Produits de le muscadier', 'Noix de muscade', 'Noix de muscade en poudre']","['Kascher', 'en:Orthodox Union Kosher', 'Produits destinés aux professionnels']",,"Conditionné en Allemagne pour EPICES FUCHS SARL, 215 Av. Cugnot, 84170 Monteux - France pour Interdis.",,['Carrefour'],['France'],"['Muscade', ' Peut contenir des traces de céleri et moutarde']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,37.2%,0.0%,30.9%,21.7%,10.2%,0.0%,93,1,,,,,,,,"['Pot', 'Plastique']",,,,,,,,,,,,,,,,,,500 g,,['Allemagne'],,,
45,Salvador - Carrefour - 52g,3560071093402,,Capsules de café moulu pur Arabica.,['Carrefour'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons chaudes', 'Cafés', 'Dosettes', 'Cafés en dosettes']",,Voir F22,Fabriqué en France par EMB59368F pour Interdis,"['EMB 59368F', 'Madeleine (Nord, France)']",['Carrefour'],['France'],['100 % café moulu Arabica de Salvador'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,?,,?,,?,,?,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,52 g,,,,,
46,Le Vacherin Vanille Chocolat - Carrefour - 569g,3560071099510,,"Crème glacée à la vanille 45,4% et crème glacée au chocolat 43,4%, disque de meringue 7,9%, granelles de chocolat noir 2,2% en inclusion et 1,1% en décor. Surgelé.",['Carrefour'],"['Desserts', 'Surgelés', 'Desserts glacés']",['Fabriqué en France'],,Fabriqué en France par EMB 86092A pour Interdis.,"['EMB 86092A', 'Dangé-Saint-Romain (Vienne, France)']",['Carrefour'],"['France', 'Espagne']","['Eau', 'lait écrémé reconstitué', 'crème', 'sirop de glucose-fructose', 'sucre', 'disque de meringue ', 'sucre', ""blanc d'oeuf"", 'lactose et protéines de lait', 'granelles de chocolat noir ', 'pâte de cacao', 'sucre', 'arôme naturel de vanille', 'cacao maigre en poudre 2%', 'sirop de glucose', 'chocolat 1,5% ', 'pâte de cacao', 'sucre', 'cacao maigre en poudre', 'émulsifiant : lécithines de soja', ""émulsifiant : mono - et diglycérides d'acides gras"", 'gélifiants : farine de graines de caroube et gomme guar', 'arôme naturel de vanille', 'colorants : rocou et curcumine', 'Peut contenir des traces de gluten', ""d'arachides et de fruits à coque""]","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",905,+1%,216,+7%,"9,2",+8%,30,+7%,"2,7",+11%,,,,,,,,4,,"['Œufs', 'Lait', 'Soja']",905 kj(216 kcal),6,27,"0,13","0,052","['Carton', 'Surgele']",9.2 g,en quantité modérée,6 g,en quantité élevée,27 g,en quantité élevée,0.13 g,en faible quantité,+7%,+9%,+14%,+8%,+8%,11,-3%,D,-3%,569 g,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E410 - Gomme de caroube', 'E412 - Gomme de guar', 'E160b - Rocou', 'E100 - Curcumine']",,,,
47,Pilons de Poulet - Carrefour,3560071164003,D,"Découpe de poulet. Produit frais. Classe A. Poulet nourri sans OGM (<0,9%)",['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Volailles cuites', 'Poulets cuisinés', 'Manchons de poulet']","['Viande Française', 'Volaille Française', 'Produit certifié']",Poulet origine France.,Conditionné en France par DUC pour Interdis.,,['Carrefour'],['France'],['NON'],[],?,,?,,?,,?,,?,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Paternosti lisci - Divella - 500g,8005121000627,,,['Divella'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']",,,,,,['France'],['Grano duro'],[],?,,355,+1%,"1,7",-4%,72,+3%,13,+5%,,,,,,,,,,,1485 kj(355 kcal),"0,9","3,9",0,0,,1.7 g,en faible quantité,0.9 g,en faible quantité,3.9 g,en faible quantité,0 g,en faible quantité,+0%,+137%,+23%,-100%,-100%,-1,,A,,500g,,,,,
49,Bertolli Olive Oil,8003900011048,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive""]",,,,,,['France'],[],[],?,,822,-4%,91,-5%,0,,0,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,3439 kj(822 kcal),14,0,0,0,,91 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,-4%,0%,,-100%,-100%,6,-2%,C,-2%,,,,,,
50,Éclairs Café Chocolat x4,2030503846308,,,,,,,,,,['France'],[],[],?,,231,,10,,28,,5,,,,,,,,,,,,967 kj(231 kcal),5,18,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,
51,Assortiment Belgian Chocolates,5400265027265,,,,,['Fabriqué en Belgique'],,,,,['France'],[],[],?,,526,,30,,56,,"6,2",,,,,,,,,,,,2201 kj(526 kcal),16,54,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,
52,Burger di salmone - Findus - 170g,8057018220045,E,,['Findus'],"['Produits de la mer', 'Poissons', 'Saumons']",['Sans arômes ajoutés'],,,"['FR 62.160.122 CE', 'Boulogne-sur-Mer (Pas-de-Calais, France)']",,['France'],"['SALMONE Rosa 81% ', 'Oncorhynchus gorbuscha', 'acqua', 'olio vegetale di semi di girasole', 'fibra di piselli', 'succo di limone 1,5%', 'amido di piselli', 'sale', 'aneto']","['Non végétalien', 'Non végétarien']",?,,131,-29%,"6,6",-37%,"0,5",-3%,17,-22%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,3,,,548 kj(131 kcal),"1,1","0,5","0,7","0,28",,6.6 g,en quantité modérée,1.1 g,en faible quantité,0.5 g,en faible quantité,0.7 g,en quantité modérée,-29%,-46%,+57%,-71%,-71%,-1,-109%,A,-109%,170 g,,,,,
53,Bûche de chèvre - Pomona - 1kg,3061432116513,E,,['Pomona'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre', 'Bûche de chèvre']",,,,,,['France'],"['LAIT de chèvre pasteurisé', 'sel', 'ferments lactiques et fongiques', 'coagulant']",['Non végétalien'],?,,287,0%,23,+0%,1,-30%,19,+2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,3,,['Lait'],1201 kj(287 kcal),17,"0,7",1,"0,4",['Frais'],23 g,en quantité élevée,17 g,en quantité élevée,0.7 g,en faible quantité,1 g,en quantité modérée,+0%,+6%,+20%,-30%,-30%,12,-13%,D,-13%,1 kg,,,['Union européenne'],,
54,I classici n(penne n.27) - 500g,8007290130273,,,,,,,,,,"['France', 'Suisse']",[],[],?,,355,,"1,5",,71,,13,,,,,,,,,,,,1485 kj(355 kcal),"0,5",3,0,0,['Produkt'],,,,,,,,,,,,,,,,,,500 g,,,,,
55,OREO,0019320029622,,,,['Aides culinaires'],,,,,,"['France', 'États-Unis']","['Unbleached enriched flour ', 'wheat flour', 'niacin', 'reduced iron', 'thiamine mononitrate vitamin b1', 'riboflavin vitamin b2', 'folic acid', 'sugar', 'palm and/or canola oil', 'cocoa ', 'processed with alkali', 'high fructose corn syrup', 'leavening ', 'baking soda and/or calcium phosphate', 'salt', 'soy lecithin', 'chocolate', 'artificial flavor']",['Huile de palme'],?,,130,-60%,5,-34%,11,-80%,1,-78%,,,,,,,,4,,"['Gluten', 'Soja']",544 kj(130 kcal),"1,5",11,100,40,,5 g,en quantité modérée,1.5 g,en quantité modérée,11 g,en quantité modérée,100 g,en quantité élevée,-61%,-48%,-67%,+18215%,+18215%,11,-11%,D,-11%,,"['E500ii - Carbonate acide de sodium', 'E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine']",,,Mondelez Int. US (0074819091009),
56,"London Dry Gin 37,5° - Carrefour - 70cl",3560070118526,C,,['Carrefour'],"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Gins']",,,,"['EMB 62549', 'Marconne (Pas-de-Calais, France)']",['Carrefour'],['France'],[],[],?,,?,,?,,?,,?,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,['Bouteille'],,,,,,,,,,,,,,,,,,70 cl,,,,,
57,Skovmand - Schulstad - 500.0g,5701205005481,,,['Schulstad'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains']",,,,,,"['Danemark', 'France']",[],[],?,,203,-38%,"1,7",-72%,37,-32%,"5,5",-42%,,,,,,,,,,,849 kj(203 kcal),"0,2",2,"1,2","0,48",['Paquet'],1.7 g,en faible quantité,0.2 g,en faible quantité,2 g,en faible quantité,1.2 g,en quantité modérée,-38%,-83%,-49%,-6%,-6%,-1,-120%,A,-120%,500.0 g,,"['Hvidovre', 'Danmark']",,,http://schulstad.dk
58,Petit beurre breton,3552085010179,,,,,,,,,,['France'],[],[],?,,413,,"16,2",,"58,3",,"8,4",,,,,,,,,,,,1728 kj(413 kcal),"10,3","22,2","0,74","0,296",,,,,,,,,,,,,,,,,,,,,,,,
59,Le Camenvert - Tomm Pousse,3701286600010,,,['Tomm Pousse'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,['France'],"['NOIX DE CAJOU""', 'EAU FILTRÉE', 'SEL DE CAMARGUE NON RAFFINE', 'SAUGE', 'FERMENTS ', 'DONT PENICILIUM CANDIDUM']",[],?,,375,+36%,"29,9",+37%,"13,6",-18%,"13,2",+404%,,,,,,,,1,,['Fruits à coque'],1569 kj(375 kcal),"4,8","2,7","0,8","0,32",,29.9 g,en quantité élevée,4.8 g,en quantité modérée,2.7 g,en faible quantité,0.8 g,en quantité modérée,+36%,-71%,+358%,-54%,-54%,,,,,,,,,,
60,Passato di pomodoro con basilico fresco - Gustato,8019730005423,B,,['Gustato'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Sauces', 'Sauces tomate', 'Purées de tomates']",,,,,,"['France', 'Italie']",[],[],?,,30,-42%,"0,1",-91%,"4,9",-15%,"1,2",-24%,22.8%,37.1%,17.7%,10.6%,8.4%,3.3%,96,,,,126 kj(30 kcal),"0,1","3,9","0,4","0,16",,0.1 g,en faible quantité,0.1 g,en faible quantité,3.9 g,en faible quantité,0.4 g,en quantité modérée,-38%,-28%,-13%,-10%,-10%,-8,,A,,,,,,,
