,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,categories,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,manufacturing,traceability_code,markets,generic_name,ingredients_origins,link
310,POIS CHICHES - U - 380g,3256223685846,['U'],['France'],"['Pois chiches', 'eau', 'sel', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,527,?,527 kj(126 kcal),"2,2","0,3","16,8","0,7","6,7","0,76","0,304",380 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches', 'Légumineuses en conserve', 'Pois chiches en conserve']",,,2.2 g,en faible quantité,0.3 g,en faible quantité,0.7 g,en faible quantité,0.76 g,en quantité modérée,+7%,,+9%,+8%,+12%,+12%,-1%,+4%,+25%,+25%,-5,,A,,A,28.6%,33.2%,14.9%,14.4%,4.2%,4.8%,88,"['Brique', 'Carton']",,,"['EMB 30189', 'Nîmes (Gard, France)']",['HYPER U'],,,
311,Chocolat blanc à patisser - U,3256223686256,['U'],['France'],[],,[],,?,555,2322 kj(555 kcal),"33,6","21,7",55,"54,9","7,3","0,27","0,108",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats blancs']",,,33.6 g,en quantité élevée,21.7 g,en quantité élevée,54.9 g,en quantité élevée,0.27 g,en faible quantité,,-2%,-2%,-7%,+0%,+3%,+8%,+9%,+5%,+5%,27,+1%,E,+1%,E,91.5%,4.7%,1.2%,2.1%,0.4%,0.0%,24,,,,,,,,
312,Bols printanière de légumes 4/6mois - U Tout Petits - 2x 120g,3256223686447,"['U Tout Petits', 'U']",['France'],"['Légumes 48% ', 'carotte 25%', 'petits pois 18%', 'navets ,poireaux 2%', 'pomme', 's de terre 27%', 'eau de cuisson', 'purée de tomates à base de concentré,', 'huile de colza', 'huile de tournesol', ' Sans gluten', ' Sans sel ajouté', ' Sans amidon tr', 'ansformé']",,[],3,208,?,208 kj(50 kcal),"0,8","0,1","7,1",2,2,0,0,2 x 120 g,['Aliments pour bébé'],,,,,,,,,,,-41%,,-60%,-72%,-89%,-60%,-74%,-32%,-100%,-100%,,,,,,,,,,,,,,"['Peu ou pas de sel', 'Sans gluten', 'Cuisiné en France', 'Sans sel ajouté']",,,['Magasins U'],,,
313,"Bols pommes de terre poireau - U Tout Petits - 4-6mois, 2bols de 120g",3256223686454,"['U Tout Petits', 'U']",['France'],"['Pommes de terre 40%', 'eau de cuisson', 'poireaux 27%', 'amidon de maïs']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,170,?,170 kj(41 kcal),"0,5",0,"7,4","0,6","0,9",0,0,"4-6 mois, 2 bols de 120 g",['Aliments pour bébé'],,,,,,,,,,,-51%,,-67%,-82%,-100%,-58%,-92%,-69%,-100%,-100%,,,,,,,,,,,,,['dès'],['Cuisiné en France'],,,['Magasins U'],,,
314,"Assiette de paëlla - U Tout Petits - 18mois, 260g",3256223686461,"['U Tout Petits', 'U']",['France'],"['Eau de cuisson', 'riz cuit 21%', 'pommes de terre', 'carottes 8%', ""COLIN D'AL"", 'ASKA 5%', 'viande de poulet ', 'France', ' 5%', 'petits pois 5%', 'amidon de maïs,', 'oignons', 'poivrons rouges 2,9%', 'purée de tomates à base de concentré,', 'jus de citron à base de concentré', ""huile d'olive vierge extra 0,5%"", 'hu', 'ile de colza', 'huile de tournesol', 'ail', 'sel marin', 'curry ', 'curcuma', 'cori', 'andre', 'gingembre', 'cannelle', 'fenugrec', 'oignon', 'poivre', 'cumin', 'girofle,', 'muscade', 'poivre', 'safran 0,01%', ' Certains ingrédients de ce produit ne', 'proviennent pas de France', 'Traces éventuelles de céréales contenant du', 'gluten Sans amidon transformé']",,"['Non végétalien', 'Non végétarien']",3,337,80,337 kj(80 kcal),"2,3","0,3",11,"0,9","3,1","0,23","0,092","18 mois, 260 g","['Viandes', 'Aliments pour bébé', 'Plats principaux pour bébé', 'Menus Viandes pour bébé']",,['Poisson'],,,,,,,,,+22%,+19%,+20%,+5%,-53%,+36%,-50%,+12%,+14%,+14%,,,,,,,,,,,,,['dès'],"['Viande Française', 'Cuisiné en France', 'Volaille-francaise']",,,['Magasins U'],,,
315,"Assiette petits pois et veau - U Tout Petits - 12mois,  230g",3256223686485,"['U Tout Petits', 'U']",['France'],"['Légumes 32,2% ', 'petits pois 13,7%', 'carottes 11%', 'oignons', 'épinards', 'nav', 'ets 2%', 'eau de cuisson', 'pommes de terre 17,8%', 'viande de veau ', 'France', ' 8,2%', 'flocons de pomme de terre réhydratés 4,2%', 'LAIT écrémé en poud', 're reconstitué', 'amidon de maïs', 'persil', 'CREME liquide', 'huile de colza,', 'huile de tournesol', 'sel marin', ' Certains ingrédients de ce produit ne', 'proviennent pas de France', ' Sans gluten', ' Sans amidon transformé']",,"['Non végétalien', 'Non végétarien']",3,285,?,285 kj(68 kcal),"2,6","0,8","7,4","1,4","2,9","0,25","0,1","12 mois,  230 g",['Aliments pour bébé'],,['Lait'],,,,,,,,,-19%,,-45%,-8%,-9%,-58%,-82%,-2%,+119%,+119%,,,,,,,,,,,,,['dès'],"['Viande Française', 'Sans gluten', 'Cuisiné en France', 'Sans amidons modifiés', 'Viande de veau français']",,,['Magasins U'],,,
316,"Assiette navarin d'agneau aux petits légumes - U Tout Petits - 18mois, 260g",3256223686492,"['U Tout Petits', 'U']",['France'],"['Légumes 29,8% ', 'carottes 12%', 'petits pois 6,8%', 'navets 5%', 'haricots verts 3%', 'oignons', 'eau de cuisson', 'riz cuit', 'purée de tomate à base de concentré', ""viande d'agneau "", 'origine : France', ' 9,1%', 'pommes de terre', 'amidon de maïs', 'ail', 'sel marin', 'thym', 'poivre', ' Sans gluten', 'sans amidon transformé']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,250,?,250 kj(60 kcal),"1,3","0,6","8,6","1,5","2,5","0,23","0,092","18 mois, 260 g",['Aliments pour bébé'],,,,,,,,,,,-29%,,-52%,-54%,-32%,-52%,-80%,-15%,+102%,+102%,,,,,,,,,,,,,"['TT PTS', 'dès']","['Sans gluten', 'Cuisiné en France', 'Sans amidons modifiés']",,,['Magasins U'],,,
317,"Assiette fondue de légumes et colin d'Alaska - U Tout Petits - 18mois, 260g",3256223686508,"['U Tout Petits', 'U']",['France'],"['Légumes 31,5% ', 'carottes 14%', 'petits pois 6,5%', 'courgettes 6%', 'oignons', 'navets', 'eau de cuisson', 'riz cuit 12,6%', ""COLIN D'ALASKA 9,3%"", 'pommes de terre', 'LAIT écrémé', 'amidon de maïs', 'jus de citron à base de concentré', 'huile de colza', 'huile de tournesol', 'sel marin', 'persil 0,2%', 'laurier', 'thym', ' Sans gluten', 'sans amidon transformé']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,252,?,252 kj(60 kcal),"1,8","0,2","7,3","1,2","2,6","0,28","0,112","18 mois, 260 g",['Aliments pour bébé'],,"['Poisson', 'Lait', 'ALASKA']",,,,,,,,,-28%,,-51%,-37%,-77%,-59%,-84%,-12%,+146%,+146%,,,,,,,,,,,,,"['TT PTS', 'dès']","['Sans gluten', 'Cuisiné en France', 'Sans amidons modifiés']",,,['Magasins U'],,,
318,"Assiette de légumes et thon à la provencale - U Tout Petits - 18mois, 260g",3256223686522,"['U Tout Petits', 'U']",['France'],"['Purée de tomates à base de concentré 28,8%', 'légumes 19,2% ', 'carottes', 'o', 'ignons', 'aubergines 3%', 'courgettes 2%', 'pâtes cuites 18,5% ', 'eau', 'semoul', 'e de BLE dur', ""blanc d'OEUF"", 'pommes de terre', 'eau de cuisson', 'thon 8,2', '%', 'THON', 'eau', 'sel', 'amidon de maïs', 'CREME liquide', ""huile d'olive vierge"", 'extra 0,6%', 'basilic', 'ail', 'huile de colza', 'huile de tournesol', 'sel mar', 'in', 'thym', 'laurier', ' Certains ingrédients de ce produit ne proviennent p', 'as de France', ' Sans amidon transformé']",,"['Non végétalien', 'Non végétarien']",3,332,?,332 kj(79 kcal),"2,5","0,6","9,7","1,8","3,7","0,3","0,12","18 mois, 260 g","['Boissons', 'Aliments pour bébé']",,"['Œufs', 'Poisson', 'Gluten', 'Lait']",,,,,,,,,-5%,,-36%,-12%,-32%,-46%,-76%,+25%,+163%,+163%,,,,,,,,,,,,,['dès'],"['Cuisiné en France', 'Sans amidons modifiés']",,,['Magasins U'],,,
319,"Bols mousseline de ratouille - U Tout Petits - 6mois, 2bols de 200g",3256223686546,"['U Tout Petits', 'U']",['France'],"['Purée de tomates à base de concentré 36%', 'légumes 31% ', 'courgettes 12%', 'carottes', 'aubergines 4%', 'poivrons rouges 3,1%', 'pommes de terre', 'eau de cuisson', 'amidon de maïs', ""huile d'olive vierge extra"", 'huile de colza', 'huile de tournesol']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,207,?,207 kj(49 kcal),"0,9","0,1","8,4","2,1","0,9","0,03","0,012","6 mois, 2 bols de 200 g","['Aliments pour bébé', 'Plats principaux pour bébé', 'Petits pots pour bébé']",,,,,,,,,,,-11%,,-10%,-38%,-67%,+14%,-5%,-54%,-71%,-71%,,,,,,,,,,,,,['dès'],['Cuisiné en France'],,,['Magasins U'],,,
320,"Bols soir ratatouille macaroni - U Tout Petits - 12mois, 2bols de 200g",3256223686584,"['U Tout Petits', 'U']",['France'],"['purée de tomates à base concentré 32%', 'légumes 31,5% ', 'courgettes 9%', 'a', 'ubergines 7%', 'poivrons rouges', 'carottes', 'oignons', 'épinards', 'pâtes mac', 'aroni cuites 14% ', 'eau', 'semoule de BLE dur', ""blanc d'OEUF"", 'eau de cuiss', 'on', 'amidon de maïs', 'LAITécrémé en poudre 2%', 'MOZZARELLA', 'huile de colz', 'a', 'huile de tournesol', ""huile d'olive vierge extra"", 'ail', 'selmarin', 'basi', 'lic', ' ', 'Sans amidon transformé']",,['Non végétalien'],3,306,?,306 kj(73 kcal),"2,8","0,5","8,8","3,3","2,2","0,28","0,112","12 mois, 2 bols de 200 g","['Aliments pour bébé', 'Plats principaux pour bébé', 'Petits pots pour bébé']",,"['Œufs', 'Gluten', 'Lait']",,,,,,,,,+32%,,+33%,+94%,+63%,+19%,+49%,+13%,+167%,+167%,,,,,,,,,,,,,['dès'],"['Cuisiné en France', 'Sans additifs', 'Transformé en France', 'Sans amidons modifiés', 'Lait-francais-french-milk']",,,['Magasins U'],,,
321,"Bols pour bébé pomme et framboise - U Tout Petits - 6mois, 2x 120g",3256223686607,"['U Tout Petits', 'U']",['France'],"['Purée de pommes 82% ', 'pommes', 'antioxydant : acide ascorbique', 'purée de', 'framboises 18%', ' Les ingrédients de ce produit ne proviennent pas de F', 'rance', ' Sans gluten']",['E300 - Acide ascorbique'],[],1,232,55,232 kj(55 kcal),"0,5","0,1",11,"9,9","0,5",0,0,"6 mois, 2 x 120 g","['Aliments pour bébé', 'Goûters et desserts pour bébé', 'Desserts au fruit pour bébé']",,,,,,,,,,,-6%,-7%,-6%,+31%,-7%,-11%,-8%,+8%,-100%,-100%,,,,,,,,,,,,,['dès'],"['Sans gluten', 'Transformé en France']",,,['Magasins U'],,,
322,48 Feuilletés - U,3256223690444,['U'],['France'],[],,[],,?,288,1205 kj(288 kcal),"15,4","9,5","30,6","1,9","6,1","0,92","0,368",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,P'tites tranches - U,3256224035664,['U'],['France'],[],,['Sans huile de palme'],,?,274,1146 kj(274 kcal),"3,7","0,5","50,9","5,3","7,9","1,17","0,468",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de mie']",,,3.7 g,en quantité modérée,0.5 g,en faible quantité,5.3 g,en quantité modérée,1.17 g,en quantité modérée,,+3%,+2%,-17%,-23%,+11%,+2%,-6%,+3%,+3%,5,+245%,C,+245%,B,64.5%,20.4%,9.9%,4.5%,0.7%,0.0%,88,,['en:palm-oil-free'],,,,,,
324,U Fourrés Ronds Chocolat - 300g,3256224057901,['U'],['France'],[],,[],,?,?,,?,,?,,?,,,300 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,Sauce citron aneth - U - 200g,3256224058700,['U'],['France'],[],,[],,?,?,,?,,?,,?,,,200 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,Sauce aux champignons - U - 200g,3256224058731,['U'],['France'],[],,[],,?,?,,?,,?,,?,,,200 g,"['Epicerie', 'Sauces', 'Sauces aux champignons']",,,,,,,,,,,,,,,,,,,,,,,,,B,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,,,,,,,,
327,Bonbecs givrés gout menthe/cola,3256224059110,,['France'],[],,[],,?,526,2201 kj(526 kcal),34,"2,8","46,8","1,3","0,3","1,33","0,532",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,Pain brioché - U,3256224060543,['U'],['France'],[],,[],,?,368,1540 kj(368 kcal),"2,1","0,31",76,13,"9,9",1,"0,4",,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Pains briochés']",,,2.1 g,en faible quantité,0.31 g,en faible quantité,13 g,en quantité élevée,1 g,en quantité modérée,,+13%,+12%,-77%,-90%,+50%,+23%,+17%,-2%,-2%,5,-46%,C,-46%,B,71.4%,16.0%,8.3%,3.7%,0.6%,0.0%,82,,,,,,,,
329,"Saucisses de Toulouse aux lentilles U, boîte de 4/4",3256224060703,['U'],['France'],"['Eau', 'lentilles réhydratées 30%', 'saucisses de Toulouse 22% [viande de porc ', 'Union Européenne', 'plasma de porc', 'eau', 'sel', 'gras de porc', 'poivre', 'arômes naturels', 'muscade', 'boyau naturel de porc]', 'carottes 4%', 'graisse de canard 2,1%', 'concentré de tomates', 'oignons grelots 1%', 'amidon de maïs', 'sel', 'oignon en poudre', 'arômes naturels', 'sucre', ' Certains ingrédients de ce produit ne proviennennt pas de France']",,"['Non végétalien', 'Non végétarien']",4,?,143,598 kj(143 kcal),9,"3,2","6,7","0,5","7,6","0,85","0,34",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles', 'Saucisses de Toulouse aux lentilles']",,,9 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.85 g,en quantité modérée,,-13%,-14%,-2%,-8%,-15%,-3%,-14%,-11%,-11%,1,-70%,B,-70%,,,,,,,,,,,,,,,,
330,Saucisse de Toulouse aux lentilles - U - 420g,3256224060758,['U'],['France'],[],,[],,?,143,598 kj(143 kcal),9,"3,2","6,7","0,5","7,6","0,85","0,34",420 g,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de lentilles', 'Saucisses aux lentilles', 'Saucisses de Toulouse aux lentilles']",,,9 g,en quantité modérée,3.2 g,en quantité modérée,0.5 g,en faible quantité,0.85 g,en quantité modérée,,-13%,-14%,-2%,-8%,-15%,-3%,-14%,-11%,-11%,1,-70%,B,-70%,,,,,,,,,,,,,,,,
331,Râpé de lardons fumés cuits VIANDE DE PORC FRANCAISE - U - 120g,3256224061380,['U'],['France'],"['Poitrine de porc ', 'UE', 'sel et sel fumé', 'acidifiant', ': lactate de sodium', 'arôme de fumée', 'dextrose', 'sirop de glucose', 'antio', 'xydant : érythorbate de sodium', 'fumée liquide', 'conservateur : nitrite de sodium']","['E325 - Lactate de sodium', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,898,?,898 kj(215 kcal),15,"5,9","0,9","0,6","19,4","2,3","0,92",120 g,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Allumettes de porc', 'Lardons de porc', 'Lardons de porc fumés']",,,15 g,en quantité modérée,5.9 g,en quantité élevée,0.6 g,en faible quantité,2.3 g,en quantité élevée,-15%,,-18%,-31%,-29%,+10%,-6%,+18%,-13%,-13%,17,-15%,D,-15%,D,85.6%,9.1%,2.1%,1.8%,1.1%,0.3%,36,['Frais'],"['Viande-francaise', 'Viande Porcine Française', 'Fabriqué en France', 'Viande-porcine-francaise']",,,['Magasins U'],,,
332,"Compote allégée en sucre 4 parfums U, 20 gourdes",3256224064473,['U'],['France'],"['Compote de pomme abricot allégée en sucres* : pomme 71 abricot 25%', 'sucre', 'antioxydant : acide ascorbique', ' Compote pomme poire allégée en sucres*: pomme 71%', 'poire 25%', 'sucre', 'antioxydant : acide ascorbique', ' Compote pomme fraise allégée en sucres*: pomme 75%', 'fraise 20%', 'sucre', 'jus concentré de cassis', 'antioxydant : acide ascorbique', ' Compote de pomme banane allégée en sucres* : pomme 76%', 'banane 22%', 'sucre', 'antioxydant : acide ascorbique']",['E300 - Acide ascorbique'],[],,?,74,310 kj(74 kcal),"0,2",0,17,"15,5","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,Gâteau au chocolat - U - 300g,3256224068136,['U'],['France'],"['sucre', 'oeufs frais 21%', 'huile de colza', 'chocolat 16% ', 'sucre', 'pate et beurre de cacao', 'émulsifiant ', 'lécithines de tournesol', 'farine de blé ', 'France', 'stabilisant ', 'glycérol', 'cacao maigre en poudre', 'émulsifiant ', ""mono- et diglycérides d'acides gras"", 'poudres à lever ', 'diphosphates et carbonates de sodium ', 'dont blé', 'sel arômes']","['E322i - Lécithine', 'E422 - Glycérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,1910,?,1910 kj(457 kcal),27,6,"46,7",30,"5,67","0,667","0,267",300 g,"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat']",,"['Œufs', 'Gluten']",27 g,en quantité élevée,6 g,en quantité élevée,30 g,en quantité élevée,0.667 g,en quantité modérée,+5%,,+4%,+14%,-24%,-5%,-3%,-2%,+28%,+28%,15,-19%,D,-19%,D,82.4%,11.4%,2.3%,2.6%,1.2%,0.0%,38,"['Étui carton', 'Sachet plastique', 'Barquette carton']","['Point Vert', 'Triman']",,,['Super U'],,,
334,"Cosmopolitain U, mini bocal, quadrette",3256224068372,['U'],['France'],"['Eau', 'jus de cranberry à base de concentré 230/usucre', 'jus de citron vert à base de concentré 4%', ""jus d'aronia à base de concentré"", 'acidifiant : acide citriaue', 'arômes', ' Certains ingrédients de ce produit ne proviennent pas de France']",,[],4,?,53,222 kj(53 kcal),"0,1",0,"12,8","12,8","0,1","0,03","0,012",,['Boissons'],,,0.1 g,en faible quantité,0 g,en faible quantité,12.8 g,en quantité élevée,0.03 g,en faible quantité,,-5%,-8%,-71%,-100%,+13%,+36%,-80%,-28%,-28%,17,+122%,E,+122%,,,,,,,,,,['Certains ingrédients ne proviennent pas de France'],,,,,,
335,"Pastrami nature fumé au bois de hêtre U, 6 tranches",3256224068389,['U'],['France'],[],,[],,?,133,556 kj(133 kcal),?,"1,7",?,"0,1",23,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,Cola regular - U - 33cl,3256224068938,['U'],['France'],"['Eau gazéifiée', 'sucre', 'colorant : E150d', 'arômes naturels ', 'extraits végétaux', 'acidifiant : acide orthophosphorique', 'caféine', 'édulcorant : glycosides de stéviol ', 'extrait de Stévia rebaudiana']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition']",['Sans huile de palme'],4,124,?,124 kj(30 kcal),0,0,"7,2","7,2","0,1","0,025","0,01",33 cl,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Boissons avec sucre ajouté']",,,0 g,en faible quantité,0 g,en faible quantité,7.2 g,en quantité élevée,0.025 g,en faible quantité,+49%,,+39%,-100%,-100%,+34%,+37%,+227%,+131%,+131%,10,+36%,E,+36%,,,,,,,,,"['boîtes', 'canette', 'canettes']","['Sans arômes artificiels', 'Transformé en France']",,,['Magasins U'],,,
337,Thé glacé pêche - U - 33cl,3256224069225,['U'],['France'],"['Eau de source ', 'France', ' 95,3%', 'sucre', 'jus de pêche à base de concentré 0,5%', 'acidifiant : acide citrique', 'extraits de thé ', '1,2 g/l', ""correcteur d'acidité : citrate de sodium"", 'arômes naturels', 'antioxydant : acide ascorbique']","['E330 - Acide citrique', 'E331 - Citrates de sodium', 'E300 - Acide ascorbique']",[],4,?,26,109 kj(26 kcal),0,0,"6,3","6,1","0,1","0,05","0,02",33 cl,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons au thé', 'Thés glacés', 'Boissons avec sucre ajouté']",,,0 g,en faible quantité,0 g,en faible quantité,6.1 g,en quantité modérée,0.05 g,en faible quantité,,+30%,+28%,-100%,-100%,+34%,+36%,-14%,+98%,+98%,9,+35%,D,+35%,B,45.5%,1.5%,24.0%,16.3%,10.0%,2.7%,68,"['Canette', 'Métal']",,['France'],,['Super U'],Boisson aux extraits de thé aromatisée pêche,,
338,"Saucisses Lentilles Cuisinées U, Boîte De 4 / 4,",3256224070290,['U'],['France'],"['Saucisses aux lentilles Ingrédients sauce : Eau', 'concentré de tomates', 'amidon de maïs', 'oignon en poudre', 'sel', 'arômes naturels', 'sucre', ' Légumes-33% : Lentilles rehydratées 30%', 'carottes 2,5%', 'oignons grelots 0,5%', ' Saucisses pur porc fumée au bois de hêtre 19,3% Viande de porc ', 'Union Européenne', 'maigre de tête de porc', 'eau', 'gras et couenne de porc', 'plasma de porc', 'amidon de pois', 'sel', 'arômes naturels', 'protéines de lait', 'piment', 'coriandre', 'sucre', ' Certains ingrédients de ce produit ne proviennent pas de France', ' Traces éventuelles de céréales contenant du gluten']",,"['Non végétalien', 'Non végétarien']",4,?,101,423 kj(101 kcal),"3,7","1,2","8,8","0,8","6,9",1,"0,4",,,,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Certains ingrédients ne proviennent pas de France'],,,,,,
339,Cassoulet - U,3256224070337,['U'],['France'],[],,[],,?,115,481 kj(115 kcal),"4,5","1,7","8,9","0,6","7,9","0,87","0,348",,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à base de haricots', 'Cassoulets']",,,4.5 g,en quantité modérée,1.7 g,en quantité modérée,0.6 g,en faible quantité,0.87 g,en quantité modérée,,-18%,-18%,-35%,-33%,+10%,-23%,-17%,-1%,-1%,1,+56%,B,+56%,B,14.6%,32.7%,20.0%,15.1%,8.8%,8.8%,95,,,,,,,,
340,Cola Classic - U,3256224071884,['U'],['France'],[],,[],,?,29,121 kj(29 kcal),0,0,"7,2","7,2","0,1","0,025","0,01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,"Thon entier naturel pêche canne U, boîte 1/6",3256224112211,['U'],['France'],[],,[],,?,118,494 kj(118 kcal),?,"0,8",?,"0,01",26,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,Thon entier au naturel Pêché à la canne - U - 265g,3256224112389,['U'],['France'],"['Thon Iistao ', 'Katsuwonus pelamis', ' pêché en Océan Atlantique Centre-Est 70%', 'eau', 'sel']",,"['Non végétalien', 'Non végétarien']",3,498,?,498 kj(119 kcal),"1,5","0,8",~ 0,~ 0,26,"1,2","0,48",265 g,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel']",,,1.5 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,+1%,,+4%,-1%,+71%,-100%,-100%,+4%,+15%,+15%,1,+269%,B,+269%,E,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,"['conserve métal', 'couvercle métal']","['Pêché à la ligne', 'Engagement resources Pêche et aquaculture']",,['ES 12.06648/C CE'],['Super U'],Thon entier au naturel,['Pêché en océan Atlantique Centre-Est'],
343,Thon Entier au Naturel - U,3256224113881,['U'],['France'],[],,[],,?,118,494 kj(118 kcal),"1,5","0,8",0,0,26,"1,2","0,48",,"['Produits de la mer', 'Poissons', 'Thons', 'Thons au naturel']",,,1.5 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,,+3%,+3%,-1%,+71%,-100%,-100%,+4%,+15%,+15%,1,+269%,B,+269%,E,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,,,,,,,,
344,Thon entier au naturel pêché à la canne - U - 240g (168g égoutté),3256224114253,['U'],['France'],"['Thon listao ', 'Katsuwonus pelamis', ' pêché en Océan Atlantique Centre-Est 70 %', 'eau', 'sel']",,"['Non végétalien', 'Non végétarien']",3,498,?,498 kj(119 kcal),"1,5","0,8",~ 0,~ 0,26,"1,2","0,48",240 g (168 g égoutté),"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel', 'Thons entiers', 'Thons entiers au naturel']",,['Poisson'],1.5 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,1.2 g,en quantité modérée,-23%,,-27%,-78%,-20%,-100%,-100%,+3%,+13%,+13%,1,-24%,B,-24%,D,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,"['Conserve', 'Carton']","['Pêché à la ligne', 'Engagement ressources Pêche et Aquaculture']",,['ES 12.06648/C CE'],['U Express'],,"['Océan Atlantique', 'Océan Atlantique Centre-Est']",
