,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,packaging,categories,ingredients_origins,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,link,additives,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,manufacturing,allergens,traceability_code,origin_detail,producer_info,palm_ingredients
0,Cairanne - Pierre Amadieu,3384333101106,['Pierre Amadieu'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Petits feuilletés Emmental - Michel et Augustin,370123900686,['Michel et Augustin'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,arome vanille - vahine - 200ml,05035348,['Vahine'],['France'],[],[],?,?,?,?,?,200ml,['Plastique'],"['Additifs alimentaires', 'Arômes']",['Belgique'],['Leclerc'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Les assortiments - Les Chocolats de Balata,3770001648378,['Les Chocolats de Balata'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Chewgum tredent mixed berries flavor,6621214751928,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,Acacia - MIEL DE TOURAINE,3760264971047,['MIEL DE TOURAINE'],['France'],[],[],?,?,?,?,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Proseco - VALDOBBIADENNE,8011143005243,['VALDOBBIADENNE'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,Brochettes Seiche/Chorrizo - LesMiniBrochettes,2416890033659,['LesMiniBrochettes'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,LADOIX - Bourgogne,463640952752,['Bourgogne'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Cracotte - Lu,0041880087217,['Lu'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Beurre - Auchan,3779538417891,['Auchan'],['France'],[],[],?,?,?,?,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Cafe - Auchan,0141018189018,['Auchan'],['France'],[],[],?,?,?,?,?,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,Chocolat noir spécial dessert ECO+ - ECO+ Leclerc - 200g,345097002409904,['ECO+ Leclerc'],['France'],"['pate de cacao\rsucre\remulsifiant E322 ', 'tournesol', '\rE476 arome\rCacao 50% minimum']",[],2141,513,28,54,"6,9",200 g,"[""papier et feuille d'aluminium""]","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats']",,['Leclerc'],-6%,-7%,-23%,+17%,-5%,,,,,,,,,Chocolat noir,www.ecoplus.leclerc,['E322 - Lécithines'],3,28 g,en quantité élevée,17 g,en quantité élevée,50 g,en quantité élevée,0.023 g,en faible quantité,2141 kj(513 kcal),-7%,17,-19%,50,+22%,"0,023",-83%,"0,009",-83%,21,-11%,E,-11%,,,,,,,
13,purée de poire - gaec du val alpin,3700876984295,['gaec du val alpin'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Noix de cajou toastée curry vrac - Biocoop,0201126018430,['Biocoop'],['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix de cajou']",,,,,,,,E,85.9%,1.5%,2.7%,6.9%,1.9%,1.2%,21,,,,,,,,,,,,,,,,,,,,,,,,,,,['en:Bio'],,,,,,
15,hyperthyroclam - laboratoire Bimont - 50g,3760201802151,['laboratoire Bimont'],['France'],[],[],?,?,?,?,?,50g,['Plastique'],['Complémentaire clinicasie'],['Asie'],['santé naturelle'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],['France'],,,,,
16,Pain aux céréales tranché - GENIUS,01191858,['GENIUS'],['France'],"['Eau', 'fécule de tapioca', 'farine de riz', 'graines ', '11%', ' : graines de tournesol', ' graines de millet', 'graines de lin', ' graines de pavot ', ' féculent de pomme de terre', 'huiles végétales : huile de colza', 'huile de tournesol', 'levure enveloppes de psyllium en poudre', 'humectant: glycérol végétal ', ' mélasse noire', ""stabilisant : hydroxypropyl-méthyl-cellulose : blanc d'oeuf déshydraté"", 'farine de maïs', 'sel iodé : sel iodate de potassium ', ' amidon de maïs fermenté amidon de maïs', 'amidon de riz']",['Non végétalien'],?,291,"10,2","39,7",6,,,,,,,,,,,,,,,,,,,,,"['E422 - Glycérol', 'E464 - Hydroxypropylméthylcellulose']",4,,,,,,,,,1218 kj(291 kcal),,"0,9",,"1,8",,"0,89",,"0,356",,,,,,,,,,,,
17,Crousti Etoiles Choco - Bjorg,3329820799445,['Bjorg'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Coquillettes,01181050,,['France'],[],[],?,359,"1,5",79,"6,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1502 kj(359 kcal),,"0,3",,"0,6",,,,,,,,,,,,,,,,
19,01102777,01102777,,['France'],[],[],?,205,?,38,"6,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858 kj(205 kcal),,,,,,"0,93",,"0,372",,,,,,,,,,,,
20,saumon bio fumé congelé - picard,32701604802,['Picard'],['France'],[],[],?,?,?,?,?,,,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",,['Picard'],,,,,,E,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Finest Earl Grey - Les Jardins De Gaïa,7618114412195,['Les Jardins De Gaïa'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,paupiette de porc forestière - intermarché,021247208488,['intermarché'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,paupiette de porc forestière - intermarché,0212472084888,['intermarché'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P’tit Nature complet - BJORG,0229820021027,['BJORG'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,00002600,00002600,,['France'],"['Isolat de protéines de soja ', '47 %', 'maltodextrine', 'caséinate de calcium ', 'contient du lait', 'graisses végétales en poudre ', 'huile de tournesol', 'maltodextrine', 'caséinate de sodium ', 'contient du lait', 'arômes', 'phosphate de magnésium', 'émulsifiant ', 'lécithine de soja', 'chlorure de sodium', 'chlorure de potassium', 'épaississants ', 'gomme guar', 'gomme xanthane', 'phosphate de calcium', 'oxyde de magnésium', 'édulcorant ', 'sucralose', 'acide L-ascorbique', 'bêta-carotène', 'acétate de DL-alpha-tocophéryle', 'nicotinamide', 'oxyde de zinc', 'D-pantothénate de calcium', 'carbonate de manganèse', 'antiagglomérant ', 'dioxyde de silicium', 'cyanocobalamine', 'cholécalciférol', 'chlorhydrate de pyridoxine chlorhydrate de thiamine', 'riboflavine', 'citrate de cuivre', 'acide ptéroylmonoglutamique', 'iodure de potassium', 'sélénite de sodium', 'D-biotine']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,"['E343 - Phosphates de magnésium', '', 'Risque élevé de sur-exposition', 'E322i - Lécithine', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E955 - Sucralose', 'E551 - Dioxyde de silicium']",4,,,,,,,,,,,,,,,"2,6",,"1,04",,,,,,,,"['Lait', 'Soja']",,,,
26,Earl grey vert - Gaia,35828108681126,['Gaia'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,00140510,00140510,,['France'],[],[],?,391,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636 kj(391 kcal),,,,,,,,,,,,,,,,,,,,
28,00140023,00140023,,['France'],[],[],?,540,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2259 kj(540 kcal),,,,,,,,,,,,,,,,,,,,
29,0000112302619,0000112302619,,['France'],"['eau', 'légumes 15 % ', 'oignon', 'carotte', 'pousses de bambou', 'céleri', 'poivron', 'poireau', 'vermicelles cuits 5 % ', 'semoule de blé', 'blanc d’œuf', 'champignons noirs 2,4 %', 'amidon transformé de pomme de terre', 'arômes ', 'contient céleri', 'sel', ""graisse de poule 'antioxydant: extrait de romarin"", 'piment de Cayenne', 'lait écrémé en poudre']",['Non végétalien'],?,20,"0,4","3,1","0,6",,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E392 - Extrait de romarin']",4,,,,,,,,,84 kj(20 kcal),,"0,1",,"0,5",,"0,86",,"0,344",,,,,,,,"['Céleri', 'Œufs']",,,,
30,LIEBIG BIO,0000112302546,['LIEBIG BIO'],['France'],[],[],?,32,"0,8","5,2","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134 kj(32 kcal),,"0,5",,"1,5",,"0,71",,"0,284",,,,,,,,,,,,
31,0000112301878,0000112301878,,['France'],"['eau', 'légumes 27 % ', 'carotte', 'navet', 'poireau', 'pomme de terre', 'chou vert', 'céleri', 'oignon', 'viande de bœuf cuite 2,2 %', 'amidon transformé de pomme de terre', 'sel', 'arômes ', 'contient : lait', 'céleri', 'huile de colza', 'girofle en poudre', 'exhausteur de goût: glutamate de sodium', 'extraits naturels de thym', 'de laurier et de poivre', ' Peut contenir des traces de blé et œuf ']","['Non végétalien', 'Non végétarien']",?,26,?,?,?,,,,,,,,,,,,,,,,,,,,,"['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",4,,,,,,,,,109 kj(26 kcal),,,,,,,,,,,,,,,,"['Céleri', 'Lait']",,,,
32,0088810900400,0088810900400,,['France'],[],[],?,350.6,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467 kj(350 kcal),,,,,,,,,,,,,,,,,,,,
33,00070407,00070407,,['France'],"['Fécule de pomme de terre', 'maltodextrine', 'poudre de tomate ', '19%', 'amidon modifié', 'sel', 'farine de blé', 'oignons', 'arômes', 'betterave poudre', 'basilic ', '0,95%', 'ail', 'aromate']",[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,['E14XX - Amidons modifiés'],4,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,
34,0410280098142,0410280098142,,['France'],[],[],?,290,"0,4","62,6","8,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1213 kj(290 kcal),,"0,4",,"62,6",,"0,52",,"0,208",,,,,,,,,,,,
35,00401023,00401023,,['France'],"['Boulgour précuit 38 % ', 'boulgour', 'eau', ""huile d'olive"", 'sel', 'viande de poulet précuite 26,5 % ', 'viande de poulet ', 'Origine :France', 'eau', 'sel', 'stabilisant : E451', 'E452', 'eau', 'pois chiches réhydratés 5 % ', 'pois chiches', 'eau', 'abricot sec 4 % ', 'abricot', 'farine de riz', 'conservateur : anhydride sulfureux', 'carotte', 'amidon modifié de maïs', ' oignon', ""huile d'olive"", 'concentré de tomate', 'persil 0,2 %', 'épaississant : gomme guar', 'raz el hanout 0,1 %', 'cumin 0,03 %', 'curcuma', 'sucre', 'sel']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar']",4,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],,,,
36,0377002327401,0377002327401,,['France'],"['62% brocolis bio', 'eau', '10% ricotta bio ', 'sérum de lait bio', 'lait bio', 'sel', ""correcteur d'acidité : acide lactique"", '6% quinoa bio']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,['E270 - Acide lactique'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,special mieux complet - maitre  jean-pierre - 500g,00621917,['maitre  jean-pierre'],['France'],[],[],?,?,?,?,?,500g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Tali chips d’algues,0356840607408,,['France'],"['Wakame* ', 'Undaria pinnatifida', ' 65%', 'noix de cajou*', 'graines de sésame* 8%', 'graines de tournesol*', 'oignon*', 'sauce soja* ', 'eau', 'soja*', 'sel', 'alcool*', 'ail', 'jus de citron*', 'graines de chia* ', 'Salvia hispanica', 'poivre noir*', "" *= Issus de l'agriculture biologique""]","['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Fruits à coque', 'Graines de sésame', 'Soja']",,,,
39,Truite fumée pyrénées - OVIVE,0339780007001,['OVIVE'],['France'],"['Truite arc-en-ciel ', 'Oncorhynchus mykiss', ' 97%', 'sel 3%']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,?,"< 0,5",22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"< 0,5",,"2,8",,"1,12",,,,,,,,,,,,
40,PurSoup' - Velouté de Potiron,0000112407493,,['France'],[],[],?,30,1,"4,1","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126 kj(30 kcal),,"0,6",,"1,6",,"0,67",,"0,268",,,,,,,,,,,,
41,0000112302708,0000112302708,,['France'],[],[],?,41,"1,9","4,6","0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172 kj(41 kcal),,"0,5",,"1,1",,"0,69",,"0,276",,,,,,,,,,,,
42,Potager Malin - Potiron et Vermicelles,0000112302621,,['France'],[],[],?,26,"0,4","4,5","0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109 kj(26 kcal),,"0,2",,"1,7",,"0,7",,"0,28",,,,,,,,,,,,
43,Formula 1 nutrional shake mix - HERBALIFE NUTRITION,00004465,['HERBALIFE NUTRITION'],['France'],"['Isolat de protéines de soja', 'fructose', 'inuline', ""fibres d'avoine sans gluten"", 'huile de soja', 'mélange de minéraux ', 'citrate de calcium', 'oxyde de magnésium', 'fumarate ferreux', 'sélénite de sodium', 'oxyde de zinc', 'carbonate de manganèse', 'chlorure de chrome ', 'III', 'iodure de potassium', 'citrate de cuivre', 'poudre de café décaféiné', 'phosphate de potassium', 'émulsifiant ', 'lécithine de soja', 'arôme naturel', 'poudre de lin biologique1', 'épaississants ', 'gomme xanthane', 'gomme guar', 'colorant ', 'caramel', 'mélange de vitamines ', 'acide L-ascorbique ', 'Vit', ' C', 'acétate de DL-alpha-tocophéryle ', 'Vit', ' E', 'nicotinamide ', 'Niacine', 'acétate de rétinyle ', 'Vit', ' A', 'D-pantothénate de calcium ', 'acide pantothénique', 'D-biotine ', 'biotine', 'cholécalciférol ', 'Vit', ' D', 'phylloquinone ', 'Vit', ' K', 'chlorhydrate de pyridoxine ', 'Vit', ' B6', 'chlorhydrate de thiamine ', 'Vit', ' B1', 'cyanocobalamine ', 'Vit', ' B12', 'riboflavine ', 'Vit', ' B2', 'acide ptéroylmonoglutamique ', 'acide folique', 'chlorure de sodium', 'édulcorant ', 'glycosides de stéviol', 'poudre de fruits ', 'papaye', 'grenade', 'myrtille', 'persil en poudre', 'antiagglomérant ', 'dioxyde de silicium']",[],?,377,?,?,?,,,,,,,,,,,,,,,,,,,,,"['E322i - Lécithine', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E150 - Caramel', 'E960 - Glucosides de stéviol', '', 'Risque modéré de sur-exposition', 'E551 - Dioxyde de silicium']",4,,,,,,,,,1577 kj(377 kcal),,,,,,,,,,,,,,,,['Soja'],,,,
44,Earl grey - Twinnings,5055953202495,['Twinnings'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,basmati pur himalaya - taureau ailé,038354592305,['taureau ailé'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,dinkel mini brezeln - alnatura,104420053861,['Alnatura'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Caca prout,3780201105205,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,APERITIF CLASSICO BIANCO - LORENZINI,32562213712,['LORENZINI'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Café vert,3401560742350,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Beurre doux u bio,32562226468,['U'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Rétention d\'Eau Bio - Romon Nature,355474285,['Romon Nature'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,moutarde de meaux - Pommery - 500g,67851010,['Pommery'],['France'],[],[],?,?,?,?,?,500 g,['pot en terre cuite'],['Moutarde aromatisée au vinaigre  fin'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,ISUL - Pagos de Cascajo,843700282,['Pagos de Cascajo'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,moutarde à l\'ancienne - kivinat,33294801500,['Kivinat'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Mamie bio - Bio pindakaas,456300006513,['Bio pindakaas'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,ROOIBOS - INFUSION BIO,35802805300,['INFUSION BIO'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,chutes de saumon atlantique - moulin de la marche,307570080171,['moulin de la marche'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,3701223406873,3701223406873,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,RECUIT ECOLOGIC d\'OVELLA de L\'EMBORDA - Lactics Peralada,8437017509448,['Lactics Peralada'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,flocons de levure maltée - Rapunzel,40006040271468,['Rapunzel'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,cheesecake citron - gu - 2,6431150974301,['Gu'],['France'],[],[],?,?,?,?,?,2,['Verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,6 CEREALES - CHABRIOR,32503901456,['CHABRIOR'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Pur aloe gel,0705632863428,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"thé blanc \""organic\"" - kusmi tea",3585810081786,['kusmi tea'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Confiture de Fruits Rouges - Lou Fenerets,479391001403,['Lou Fenerets'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Faugères 2017 - Domaine Valambelle,3760184820050,['Domaine Valambelle'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,1,3760201509012,,['France'],[],[],?,?,?,?,?,1,['Verre'],"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Coppa antica - Venegoni - 678g,2789990006787,['Venegoni'],['France'],[],[],?,?,?,?,?,678g,['Plastique'],"['Viandes', 'Charcuteries', 'Charcuteries diverses']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Souris d'agneau,0211621050644,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,miel - reflets de FRance - 375g,7263417473857,['reflets de FRance'],['France'],[],[],?,?,?,?,?,375g,['Verre'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Emmental râpé - U,3256224332,['U'],['France'],[],[],?,?,?,?,?,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals']",,,,,,,,D,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,oriental Sarah sauce - thaï dancer - 277g,06782812,['thaï dancer'],['France'],[],[],?,?,?,?,?,277 g,['Bocal'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Expresso - PLANTEUR,325039034050,['PLANTEUR'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Lait amande cappucino - Bjorg,322980791821,['Bjorg'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,pave de saumon ecosse - grand Frais,286965204,['grand Frais'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Purée Pommes Mangues sans sucres ajoutés - Côteaux Nantais,33015997001577,['Côteaux Nantais'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,POIVRE NOIR - U,3256225472,['U'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Grenailles - Pom’Oceane,3000010027049,['Pom’Oceane'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Vache qui rit -,73781070309,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,marrons entiers d\'ardèche - priméal,0338039023302,['priméal'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,04023784,04023784,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Beurre de baratte - Le gall,9172820075009,['Le gall'],['France'],[],[],?,?,?,?,?,,,"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres de baratte']",,,,,,,,E,91.6%,4.9%,1.3%,1.2%,0.8%,0.2%,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,pain façon campagnard - casino,32224770609084,['Casino'],['France'],[],[],?,?,?,?,?,,,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Visiocare,3760196531074,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,biocoop,376012121274,['Biocoop'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,pain farine intégrale - casino bio,0322477373044,['casino bio'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,marie,324832967611,['Marie'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Bardane,5412141002273,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Les vergers de la blottière,3346390000686,['Les vergers de la blottière'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
