,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,labels,eco_score,brand,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,allergens,nova_score,quantity,additives,manufacturing,markets,link,palm_ingredients,generic_name,ingredients_origins,traceability_code
864,Infusion Minceur -,3770002521670,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",B,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Infusions', 'Tisanes de plantes mélangées', 'Infusions minceur']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,,-100%,-100%,,,-100%,-100%,-100%,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,,,,,,
865,Vinaigre De Grenade,3770002535011,['France'],[],[],?,20,84 kj(20 kcal),0,0,0,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Huile de pépins de courge,3770002535028,['France'],[],[],?,829,3469 kj(829 kcal),92,15,0,0,0,0,0,['Bio'],,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Produits de la plante de courge', 'Huiles', 'Graines de courge et dérivés', 'Huiles de pépins de courge']",92 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+1%,+1%,+0%,-12%,-100%,,-100%,,,12,-2%,D,-2%,,,,,,,,,,,,,,,,,,,
867,Purée de graine de tournesol - Graines D’Alma,3770002535042,['France'],"['Graines de tournesol bio 96,5% huile de tournesol bio 3%', 'sel 0,5%']",[],?,625,2615 kj(625 kcal),56,6,15,0,19,"0,159","0,064",['Bio'],,['Graines D’Alma'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,Purée  de pepins de courge grillés - Graines d'alma,3770002535059,['France'],"['Graines de pépins de courge bio 96,5 Huile de pépins de courge bio 3 %', 'sel 0,5%', ' 200']",[],?,587,2456 kj(587 kcal),52,"8,2",15,0,22,"0,5","0,2",['Bio'],,"[""Graines d'alma""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,Vinaigre De Myrtille - Graines D'alma,3770002535073,['France'],['90 % vinaigre de myrtille bio 10 % concentré de myrtille sauvage etpomme bio QUANTITÉ NETTE : 250 ml'],[],?,20,84 kj(20 kcal),0,0,0,0,0,0,0,['Bio'],,"[""Graines D'alma""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Vinaigre De Framboise - Graines D'alma,3770002535080,['France'],['90% vinaigre de framboise et 10% concentre de framboise sauvages'],[],?,20,84 kj(20 kcal),0,0,"0,4","0,4",0,0,0,['Bio'],,"[""Graines D'alma""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,Tartine oignon,3770002546550,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,"Delicieux sablés sésame, lin",3770002558027,['France'],[],[],?,574,2402 kj(574 kcal),"23,9",12,"68,5","21,9","7,6","0,37","0,148",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,Cookies tendres citron & amandes,3770002558362,['France'],[],[],?,493,2063 kj(493 kcal),25,14,"59,4",24,"7,4","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,Macarons d'antan - Le Collectif Des Gourmandes,3770002558386,['France'],"['Amandes 43 %', ""blanc d'oeuf"", 'citron en poudre 3 % ', 'sucre inverti', 'miel', ' des fruits à coques et des oeufs']",['Non végétalien'],?,480,2008 kj(480 kcal),"24,1","3,5","54,6","51,4","14,2","0,05","0,02",['en:gluten-free'],D,['Le Collectif Des Gourmandes'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",24.1 g,en quantité élevée,3.5 g,en quantité modérée,51.4 g,en quantité élevée,0.05 g,en faible quantité,,+13%,+13%,+35%,-23%,-2%,+2%,+66%,-65%,-65%,17,-3%,D,-3%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,"['Œufs', 'Fruits à coque']",4,,,,,,,,,
875,Huile D'olive Biologique Vierge Cuvée Noire,3770002573037,['France'],[],[],?,823,3443 kj(823 kcal),"91,5","12,6",0,0,0,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,Terrine aux myrtilles,3770002589045,['France'],[],[],?,320,1339 kj(320 kcal),"28,2","10,3","3,7","1,9","13,2",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,180g,3770002589212,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,"['FR 73.065.717 CE', 'Chambéry (Savoie, France)']"
878,Chipolatas aux herbes ×20,3770002589311,['France'],[],[],?,253,1059 kj(253 kcal),"20,6","7,6",1,0,"15,8","1,6","0,64",,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas', 'Chipolatas aux herbes']",20.6 g,en quantité élevée,7.6 g,en quantité élevée,0 g,en faible quantité,1.6 g,en quantité élevée,,+1%,+2%,+2%,-1%,-21%,-100%,+5%,-10%,-10%,17,-1%,D,-1%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,
879,Diots de savoie nature,3770002589434,['France'],[],[],?,287,1201 kj(287 kcal),23,9,"1,5","0,6",19,"2,1","0,84",,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Saucisses savoyardes', 'Diots', 'Diots de Savoie']",23 g,en quantité élevée,9 g,en quantité élevée,0.6 g,en faible quantité,2.1 g,en quantité élevée,,-6%,-6%,-12%,-11%,+46%,+1%,+11%,-4%,-4%,20,-5%,E,-5%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,,,,,,,,,
880,Terrine à l'ail des ours - 180g,3770002589601,['France'],[],[],?,321,1343 kj(321 kcal),"28,5","10,5","3,2","1,6","13,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180 g,,,,,,,,
881,Saucisson au fromage de chèvre 180 VPF,3770002589694,['France'],[],[],?,420,1757 kj(420 kcal),"33,8","14,1","0,1","0,1","28,8","4,8","1,92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Lot de diots secs,3770002589816,['France'],[],[],?,539,2255 kj(539 kcal),44,42,1,0,36,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,Sancerre -,3770002602065,['France'],[],[],?,?,,?,,?,,?,,,,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Sancerre']",,,,,,,,,,,,,,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,"['Bouteille', 'Verre']",,,,,,,,,,['France'],
884,Pain de campagne,3770002627037,['France'],[],[],?,100,418 kj(100 kcal),10,"0,5",10,1,"0,1","0,5","0,2",,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de campagne']",10 g,en quantité modérée,0.5 g,en faible quantité,1 g,en faible quantité,0.5 g,en quantité modérée,,-62%,-62%,+196%,+4%,-79%,-50%,-99%,-60%,-60%,3,+5%,C,+5%,,,,,,,,,,,,,,,,,,,
885,Sables aux noix,3770002628003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Préparation pour flan café,3770002635018,['France'],[],[],?,380,1590 kj(380 kcal),"1,1","0,4",90,74,"1,7","0,23","0,092",['Bio'],,,"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour flans']",,,,,,,,,,+27%,+20%,-41%,-43%,+37%,+82%,-18%,+69%,+69%,,,,,,,,,,,,,,,,,,,,,,,
887,Préparation pour flan café - L'Instinct Bio - 9g,3770002635063,['France'],"['Amidon de maïs', 'poudre de café ', '12 %', 'œufs', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,359,1502 kj(359 kcal),"4,4","1,8",67,0,"6,8","0,6","0,24","['Bio', 'Bio européen', 'en:gluten-free', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,"[""L'Instinct Bio""]","['Produits laitiers', 'Desserts', 'Desserts lactés', 'Flans gélifiés', 'Flans au café']",4.4 g,en quantité modérée,1.8 g,en quantité modérée,0 g,en faible quantité,0.6 g,en quantité modérée,,+129%,+138%,+15%,-20%,+188%,-100%,+109%,+251%,+251%,3,-46%,C,-46%,,,,,,,,"['Sachet', 'Plastique']",['Œufs'],4,9 g,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",['France'],,,,,,
888,Préparation pour flan caramel,3770002635100,['France'],[],[],?,359,1502 kj(359 kcal),"3,6","1,5",71,1,"4,6","0,3","0,12","['Bio', 'Bio européen', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,,"['Aides culinaires', 'Préparations pour desserts', 'Préparations pour flans']",,,,,,,,,,+20%,+13%,+94%,+114%,+8%,-98%,+122%,+121%,+121%,,,,,,,,,,,,,,,,,,,,,,,
889,Préparation pour Gâteau de Semoule aux Raisins Secs - L'instinct Bio - 70g,3770002635117,['France'],"['Sucre de canne roux', 'semoule de blé dur complet ', '38 %', 'raisins secs ', '14 %', 'amidon de maïs', 'extrait de vanille', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,374,1565 kj(374 kcal),"1,1","0,26","84,4",1,"6,7",0,0,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'AB Agriculture Biologique']",A,"[""L'instinct Bio""]","['Produits laitiers', 'Desserts', 'Aides culinaires', 'Desserts lactés', 'Préparations pour desserts', 'Gâteaux de semoule']",,,,,,,,,,+141%,+141%,-62%,-85%,+208%,-94%,+83%,-100%,-100%,,,,,60.8%,17.2%,9.6%,7.1%,4.2%,1.1%,88,['Sachet'],['Gluten'],4,70 g,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",['France'],['Leclerc'],,,,,
890,Préparation pour Flan Citron - L'Instinct Bio - 8g,3770002635179,['France'],"['Amidon de maïs', 'extrait de citron ', '25 %', 'gélifiants : carraghénanes', 'agar agar']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1518,?,1518 kj(363 kcal),"3,8","1,6",73,1,"4,9","0,27","0,108","['Peu ou pas de sucre', 'Bio', 'Bio européen', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'Sans sucre ajouté', 'AB Agriculture Biologique']",,"[""L'Instinct Bio""]","['Snacks', 'Produits laitiers', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Aides culinaires', 'Gâteaux', 'Desserts lactés', 'Préparations pour desserts', 'Aides à la pâtisserie', 'Préparations pour gâteaux', 'Flans gélifiés']",,,,,,,,,-3%,,-2%,-63%,-63%,+24%,-97%,-18%,-57%,-57%,,,,,,,,,,,,['Sachet'],,4,8 g,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E406 - Agar-agar']",['France'],['Leclerc'],,,,,
891,L’instinct bio,3770002635209,['France'],[],[],?,378,1582 kj(378 kcal),"0,6","0,3",91,75,"0,9","0,1","0,04","['Bio', 'Fabriqué en France']",,['L’instinct Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Préparation pour purée au potimarron - L'instinct Bio - 75g,3770002635261,['France'],[],[],?,?,,?,,?,,?,,,['Bio'],,"[""L'instinct Bio""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75g,,,,,,,,
893,Préparation pour Frangipane - L'Instinct Bio - 195g,3770002635322,['France'],"[""Poudre d'amande* "", '54 %', 'sucre de canne roux', 'œufs* amidon de maïs', "" *Ingrédients agricoles issus de l' agriculture biologique""]",[],?,525,2197 kj(525 kcal),30,"2,6",42,41,"15,1","0,08","0,032","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Fabriqué en France', 'AB Agriculture Biologique']",,"[""L'Instinct Bio""]","['Aides culinaires', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Aides à la pâtisserie']",,,,,,,,,,+35%,+35%,+197%,-34%,-35%,-4%,+215%,-79%,-79%,,,,,,,,,,,,['Sachet'],"['Œufs', 'Fruits à coque']",3,195 g,,['France'],,,,,,
894,Preparation pour cookies noix de coco,3770002635377,['France'],[],[],?,1,4 kj(1 kcal),1,1,1,1,1,1,"0,4","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,Preparation gateau a la chataigne - L' Instinct Bio,3770002635407,['France'],"['Farine de chataigne* ', '43%', 'de Canne r OUR* de mais* ', 'poudre : biologiql? 08', '06', '201/']",[],?,365,1527 kj(365 kcal),"1,4","0,2",82,41,"2,6","0,78","0,312","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,"[""L' Instinct Bio""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Yaourt - Ferme de la Fontaine - 125g,3770002647035,['France'],"['lait', 'confiture ', '16%', 'sucre ', '4%', 'poudre de lait', 'ferments lactiques']",['Non végétalien'],?,?,,?,,?,,?,,,,C,['Ferme de la Fontaine'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aux fruits', 'Yaourts entiers', 'Yaourts à la confiture']",,,,,,,,,,,,,,,,,,,,,,,79.1%,8.8%,4.4%,4.5%,2.5%,0.7%,69,"['Pot', 'Plastique', 'Frais']",['Lait'],3,125g,,,,,,,,"['FR 70.351.001 CE', 'Mollans (Haute-Saône, France)']"
897,Chocolat Malakoff noir,3770002656129,['France'],[],[],?,570,2385 kj(570 kcal),40,18,42,39,"6,3","1,4","0,56",,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,Pate a tartiner nougaloff - Malakoff,3770002656143,['France'],[],['Sans huile de palme'],?,578,2418 kj(578 kcal),40,11,48,44,"6,6","0,7","0,28",['en:palm-oil-free'],,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Malakoff 1855,3770002656211,['France'],[],[],?,595,2489 kj(595 kcal),43,21,41,39,"8,5","1,6","0,64",,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Malakoff 1855,3770002656211,['France'],[],[],?,595,2489 kj(595 kcal),43,21,41,39,"8,5","1,6","0,64",,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Chocolat malakoff au lait fin,3770002656273,['France'],[],[],?,?,,?,,?,,?,,,,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,Pâte à tartiner Les Gourmandes Lait Spéculoos - Malakoff 1855,3770002656297,['France'],"['Sucre', 'Chocolat en poudre 22% ', 'sucre', 'poudre de cacao', 'graisse végétale ', 'colza', 'noisettes 12%', 'lait écrémé en poudre', 'biscuit Spéculoos 5% ', 'farine de blé', 'sucre', 'huiles végétales ', 'palme certifiée durable', 'colza', 'sirop de sucre candi', 'poudre à lever ', 'carbonate acide de sodium', 'farine de soja', 'sel', 'cannelle', 'émulsifiant: lécithine de soja <1%', 'arôme <1%', ' Traces éventuelles d’autres fruits à coque']",['Non végétalien'],?,536,2243 kj(536 kcal),31,"3,5",55,52,6,"0,13","0,052",,,['Malakoff 1855'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au spéculoos', ""Contient de l'huile de palme""]",31 g,en quantité élevée,3.5 g,en quantité modérée,52 g,en quantité élevée,0.13 g,en faible quantité,,-5%,-5%,-14%,-59%,+1%,+51%,+75%,-69%,-69%,19,-17%,E,-17%,,,,,,,,,"['Gluten', 'Fruits à coque', 'Soja']",4,,"['E500ii - Carbonate acide de sodium', 'E322i - Lécithine']",,,,['Huile de palme'],,,
903,Pâte à tartiner blanc chocobilles Les gourmandes - Malakoff,3770002656334,['France'],[],[],?,563,2356 kj(563 kcal),35,"9,3",54,53,"7,7","0,26","0,104",,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,Chocolat les gourmandes - Malakoff - 90g,3770002656389,['France'],[],[],?,582,2435 kj(582 kcal),40,21,45,43,"7,8","0,18","0,072",,E,['Malakoff'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats salés', 'Chocolats au lait salés', 'Chocolats au caramel', 'Chocolats au lait au caramel']",40 g,en quantité élevée,21 g,en quantité élevée,43 g,en quantité élevée,0.18 g,en faible quantité,,+6%,+6%,+15%,+1%,-13%,-12%,+12%,-66%,-66%,26,-4%,E,-4%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,90 g,,,,,,,,
905,Carrés délice,3770002656419,['France'],[],[],?,570,2385 kj(570 kcal),40,18,42,39,"6,3","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,Chocolat au lait fin noisettes - Malakoff,3770002656457,['France'],[],[],?,595,2489 kj(595 kcal),43,21,41,39,"8,5","1,6","0,64",,E,['Malakoff'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats aux noisettes', 'Chocolats au lait aux noisettes']",43 g,en quantité élevée,21 g,en quantité élevée,39 g,en quantité élevée,1.6 g,en quantité élevée,,+5%,+5%,+13%,+20%,-12%,-11%,+1%,+747%,+747%,32,+31%,E,+31%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,,,,,,
907,Choco saveur - Malakoff,3770002656525,['France'],"['INGRD12<TS : ,chocolat poudre ', 'sucre poudre de cacao', ' 23,34 graisse végétale ', 'colza', ' poudre de écrémé 930 : nox de coco râpée 4,YÇ arômes naturels 1,36 ', ' émulsifiant: lécithine de Lot : 160816']",[],?,535,2238 kj(535 kcal),"20,6","3,3","56,3","54,7","6,3","0,1","0,04",,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,['E322i - Lécithine'],,,,,,,
908,Pâte à tartiner noir orangette - Malakoff,3770002656617,['France'],"['Sucre', 'graisse végétale ', 'colza', 'tournesol', ' en proporion vaiable cacao malgre en poudre', 'chocolat noir 5% ', 'sucre', 'pâte de cacao', ' beurre de cacao', ' oranges confie:5% ', 'écorces dorange', 'sirop de glurose-fructose', 'saccharose conservateur E202', 'E220 ', 'sulfites', "" correcteur d'acidité: E330"", 'lait écrémé en poudre', 'émulsifiant: lécithine de soja <1%', ""arômes naturels d'orange et de vanille""]","['Sans huile de palme', 'Non végétalien']",?,505,2113 kj(505 kcal),26,"3,2",61,59,"4,5","0,07","0,028",['en:palm-oil-free'],,['Malakoff'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner', 'Pâtes à tartiner au chocolat']",26 g,en quantité élevée,3.2 g,en quantité modérée,59 g,en quantité élevée,0.07 g,en faible quantité,,-7%,-7%,-24%,-59%,+20%,+27%,-32%,-37%,-37%,19,-8%,E,-8%,,,,,,,,,['Anhydride sulfureux et sulfites'],4,,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E322i - Lécithine']",,,,,,,
909,Malakoff chocolat au lait fin feuilletine,3770002656716,['France'],[],[],?,583,2439 kj(583 kcal),41,21,44,41,8,"0,23","0,092",,,['Malakoff'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Chocolat GRANS CRUS - Malakoff,3770002656853,['France'],[],[],?,565,2364 kj(565 kcal),43,26,31,27,"7,7","0,02","0,008",,E,['Malakoff'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",43 g,en quantité élevée,26 g,en quantité élevée,27 g,en quantité élevée,0.02 g,en faible quantité,,+2%,+2%,+9%,+13%,-20%,-15%,+1%,-57%,-57%,22,+4%,E,+4%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,,,,,,,,,,,,
911,CHOCOLAT LAIT PÉTILLANT - Malakoff,3770002656907,['France'],"['Ingrédients sucre', 'beurre de cacao', 'poudre de lait entier', 'noisettes', 'pâte de cacao', 'sucre pétillant 5% sucre', 'lactose', 'glucose', 'dioxyde de carbone ', 'E290', 'émulsifiant lécithine de soja <1%', 'arôme naturel de vanille', ' Traces possibles de gluten et autres fruits à coque']",['Non végétalien'],?,582,2435 kj(582 kcal),40,20,45,44,"7,7","0,18","0,072",,E,['Malakoff'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait']",40 g,en quantité élevée,20 g,en quantité élevée,44 g,en quantité élevée,0.18 g,en faible quantité,,+5%,+5%,+16%,+2%,-13%,-10%,+7%,-23%,-23%,26,+2%,E,+2%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,"['Lait', 'Fruits à coque']",4,,['E290 - Dioxyde de carbone'],,,,,,,
912,La véritable chips de blé noir,3770002669037,['France'],[],[],?,351,1469 kj(351 kcal),"5,33","2,33","64,75","1,48","9,07","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,Chips de blé noir,3770002669051,['France'],[],[],?,351,1469 kj(351 kcal),"5,33","2,4","64,75","1,5","9,07","1,08","0,432",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,Noire Gourmet,3770002694046,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,Livarot - Thebault - 500g,3770002695418,['France'],"['lait de vache', 'ferments', 'sel', 'presure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,283,1184 kj(283 kcal),21,14,"0,4","0,4",23,"1,6","0,64",['Sans colorants'],D,['Thebault'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte molle à croûte lavée', 'Livarot']",21 g,en quantité élevée,14 g,en quantité élevée,0.4 g,en faible quantité,1.6 g,en quantité élevée,,-2%,-2%,-4%,-1%,+1%,+1%,-3%,-2%,-2%,15,-1%,D,-1%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,['Lait'],3,500g,,,,,,,,"['FR 14.081.001 CE', 'Boissey (Calvados, France)']"
916,Lentille verte du Puy -  - 1kg,3770002724019,['France'],[],[],?,331,1385 kj(331 kcal),"1,2","0,2",49,"1,4",25,"0,012","0,005",['AOP'],B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Lentilles', 'Lentilles vertes', 'Lentille verte du Puy']",1.2 g,en faible quantité,0.2 g,en faible quantité,1.4 g,en faible quantité,0.012 g,en faible quantité,,+13%,+14%,-2%,-11%,+24%,+9%,+10%,-92%,-92%,-6,,A,,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,,1 kg,,,,,,,,
917,Crème caramel au miel,3770002730119,['France'],[],[],?,371,1552 kj(371 kcal),11,"7,9",64,52,"2,3","0,42","0,168",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Nougat artisanal - L'Abeille de Ré - 80g,3770002730317,['France'],[],[],?,490,2050 kj(490 kcal),"22,9","2,2",61,"12,4","9,9","0,1","0,04",,E,"[""L'Abeille de Ré""]","['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats', 'Nougats blancs']",22.9 g,en quantité élevée,2.2 g,en quantité modérée,12.4 g,en quantité modérée,0.1 g,en faible quantité,,+11%,+11%,+52%,+56%,-10%,-79%,+46%,+34%,+34%,5,-68%,C,-68%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,80 g,,,,,,,,
919,Miel de poitou-charentes - L'Abeille de ré - 250g,3770002730416,['France'],[],[],?,337,1410 kj(337 kcal),"0,6","0,6",84,70,"0,3","0,125","0,05",,,"[""L'Abeille de ré""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', 'Produits à tartiner sucrés', 'Édulcorants', 'Préparations à base de miel', 'Préparations à base de miel et propolis']",0.6 g,en faible quantité,0.6 g,en faible quantité,70 g,en quantité élevée,0.125 g,en faible quantité,,+6%,+5%,+431%,+7476%,+3%,-9%,+8%,+933%,+933%,14,+3%,D,+3%,,,,,,,,,,,250 g,,,,,,,,
920,Miel et vanille de madagascar - 62g,3770002730607,['France'],[],[],?,343,1435 kj(343 kcal),"0,6","0,6",86,62,"0,3","0,125","0,05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62 g,,,,,,,,
921,Poller de fleur,3770002730652,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,Miel fleurs des bois - L'Abeille de Ré - 250g,3770002730676,['France'],[],[],?,?,,?,,?,,?,,,,B,"[""L'Abeille de Ré""]","['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,,,,,,,,,,,,,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,250 g,,,,,,,,
