,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,labels,markets,additives,nova_score,allergens,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,generic_name,manufacturing,palm_ingredients,link,ingredients_origins,traceability_code
1518,Naturya Superfood Breakfast Boost Seed Crunch 150G,5060238480727,,['France'],[],[],?,503,2105 kj(503 kcal),33,"3,9",22,10,25,"0,16","0,064",,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1519,Bulk Deal 6 X Naturya Organic Virgin Coconut Oil 500ML - 500mL,5060238480826,['Naturya'],['France'],['Fleigy Fat of which saturates Carbohydrate of which sugars Fibre protein Salt'],[],?,895,3745 kj(895 kcal),99,94,"0,5","0,1",0,"0,1","0,04",500 mL,['Bio'],,,,,,['Matières grasses'],99 g,en quantité élevée,94 g,en quantité élevée,0.1 g,en faible quantité,0.1 g,en faible quantité,,+11%,+12%,+12%,+312%,+123%,-38%,-100%,-49%,-49%,20,+77%,E,+77%,,,,,,,,,,,,,,
1520,Confiture,5060238480901,,['France'],[],[],?,175,732 kj(175 kcal),"1,6","0,7",37,37,"0,8","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,Organic Berry Superbat,5060238481014,,['France'],[],[],?,452,1891 kj(452 kcal),27,10,29,19,17,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Superbarre aux baies,5060238481441,,['France'],[],[],?,452,1891 kj(452 kcal),27,10,29,19,17,"0,12","0,048",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,Superbarre aux graines,5060238481458,,['France'],[],[],?,474,1983 kj(474 kcal),30,"6,9",23,10,22,"0,08","0,032",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,MindPower Matcha - Bloom,5060239431230,['Bloom'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,B,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés', 'Thés verts']",,,,,,,,,,,,,,,,,,,,,,,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,,,,,,,
1525,Barre De Chocolat Au Lait Et Praline - The co operative,5060241060015,['The co operative'],['France'],[],[],?,543,2272 kj(543 kcal),"31,14","14,9","58,9","50,1","7,2","0,1","0,04",,,,,,,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats au lait', 'Chocolats fourrés', 'Chocolats fourrés au praliné', 'Chocolats au lait fourrés']",31.1 g,en quantité élevée,14.9 g,en quantité élevée,50.1 g,en quantité élevée,0.1 g,en faible quantité,,-3%,-2%,-13%,-13%,+17%,+7%,+3%,-22%,-22%,24,-3%,E,-3%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,
1526,"Barre De Chocolat Lait, Praliné, Caramel Et Cacahu - The Grow Up Chocolate Company",5060241060039,['The Grow Up Chocolate Company'],['France'],"['ChocolatAu Lait ', '44%', ' : sucre', 'Beurre De Cacao', 'Poudre De Lait Entier', 'Pâte De Cacao', 'Émulsifiant : Lécithine De Soja', 'Arôme Naturel De Vanille', ' Praliné Aux Cacahuètes ', '31 %', ' : Chocolat Blanc ', 'Sucre', 'Beurre De Cacao', 'Poudre De Lait Entier', 'Émulsifiant : Lécithine De Soja', 'Arôme Naturel De Vanille', 'Cacahuètes ', '7%', 'Sucre', 'Huile De Tournesol', 'Sel', ' Caramel Salé ', '9%', ' : Sucre', 'Crème ', 'Lait', 'Glucose', 'Beurre', 'Sel', ' Cacahuètes Grillées ', '9%', ' : Cacahuètes', 'Huile De Tournesol', 'Sel', ' Copeaux De Chocolat : Sucre', 'Pâte De Cacao', 'Poudre De Cacao Dégraissée', 'Matière Grasse Laitière Anhydre', 'Émulsifiant : Lécithine De Soja', 'Arôme Naturel De Vanille', ' Le chocolat au lait contient : Cacao 38%', 'Lait 21%', ' Le chocolat blanc contient : Beurre De Cacao 29', '5%', 'Lait 23%', ' ALLERGIES : pour les allergènes', 'voir les ingrédients en gras', "" Peut également contenir d'autres fruits à coque et d'autres céréales "", 'contenant du gluten', ' Convient aux végétariens']","['Non végétalien', 'Végétarien']",?,550,2301 kj(550 kcal),"35,4","16,4","50,1","44,5","9,6","0,14","0,056",,['Végétarien'],,['E322i - Lécithine'],4,"['Gluten', 'Lait', 'Fruits à coque', 'Arachides']",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Chocolats', 'Chocolats au lait', 'Barres chocolatées', 'Chocolats fourrés', 'Chocolats fourrés au praliné', 'Chocolats au lait fourrés']",35.4 g,en quantité élevée,16.4 g,en quantité élevée,44.5 g,en quantité élevée,0.14 g,en faible quantité,,-1%,-1%,-1%,-4%,-0%,-5%,+37%,+9%,+9%,22,-11%,E,-11%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,
1527,"Barre De Chocolat Lait, Praliné, Caramel Et Cacahu - The grown Up chocolate company",5060241060206,['The grown Up chocolate company'],['France'],"['Chocolat Au Lait ', '44%', ' : sucre', 'Beurre De Cacao', 'Poudre De Lait Entier', 'Pâte De Cacao', 'Émulsifiant ', ' Lécithine De Soja', 'Arôme Naturel De Vanille', ' Praliné Aux Cacahuètes ', '31%', ' : Chocolat Blanc ', 'Sucre', 'Beurre De Cacao', 'Poudre De Lait Entier', 'Émulsifiant : Lécithine De Soja', 'Arôme Naturel De Vanille', 'Cacahuètes ', '7%', 'Sucre', 'Huile De Toumesol', 'Sel', ' Caramel Salé ', '9%', ' : Sucre', 'Crème ', 'Lait', 'Glucose', 'Beurre', 'Sel', ' Cacahuètes Grillées ', '9%', ' : Cacahuètes', 'Huile De Tournesol', 'Sel', ' Copeaux De Chocolat : Sucre', 'Pâte De Cacao', 'Poudre De Cacao Dégraissée', 'Matière Grasse Laitière Anhydre', 'Émulsifiant : Lécithine De Soja', 'Arôme Naturel De Vanille', ' Le chocolat au lait contient : Cacao 38%', 'Lait 21 %', ' Le chocolat blanc contient : Beurre De Cacao 29', '5%', 'Lait 23%', ' ALLERGIES : pour les allergènes', 'voir les ingrédients en gras', "" Peut également contenir d'autres fruits à coque et d'autres céréales "", 'contenant du gluten', ' Convient aux végétariens', ' The Grown Up Chocolate Company: 3 Capital Place', 'Lovet Road', 'Harlow', 'Essex CM195AS UnitedKingdom']","['Non végétalien', 'Végétarien']",?,550,2301 kj(550 kcal),"35,4","16,4","50,1","44,5","9,6","0,14","0,056",,['Végétarien'],,['E322i - Lécithine'],4,"['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Barres', 'Confiseries chocolatées', 'Chocolats', 'Chocolats au lait', 'Barres chocolatées', 'Chocolats fourrés', 'Chocolats fourrés au praliné', 'Chocolats au lait fourrés']",35.4 g,en quantité élevée,16.4 g,en quantité élevée,44.5 g,en quantité élevée,0.14 g,en faible quantité,,-1%,-1%,-1%,-4%,-0%,-5%,+37%,+9%,+9%,22,-11%,E,-11%,84.1%,11.8%,1.2%,2.5%,0.4%,0.0%,24,,,,,,,
1528,"Barre De Chocolat Lait, Praliné, Caramel Et Cacahu",5060241060213,,['France'],[],[],?,557,2330 kj(557 kcal),"36,4","17,2","51,7","48,8","8,1","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,Chocolate caramel smoothy,5060241062125,,['France'],[],[],?,508,2125 kj(508 kcal),28,"17,04","61,4","47,4","4,4","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,Coconut squishies,5060243220301,,['France'],[],[],?,87,364 kj(87 kcal),"2,9","2,2",14,10,"0,7","0,02","0,008",,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,Pack of 3 Deal Scott Farms Chip Company Variety Sweet Potato Chips 40G,5060244830042,['Scott Farms'],['France'],"['patates douces oranges', 'blancs', 'violets de Scott Farms', 'récoltés à la main,sel de mer', 'tournesol']",[],?,500,2092 kj(500 kcal),27,"2,8",59,19,"6,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1532,Optimum Nutrition Whey Lean 930G - Chocolat,5060245601962,,['France'],[],[],?,375,1569 kj(375 kcal),"4,6","1,4","5,6","2,3",77,"0,723","0,289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533,"BSN Pot True Mass 1200 Chocolat - 4,8KG",5060245603539,,['France'],[],[],?,390,1632 kj(390 kcal),"5,6","1,5",66,6,17,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,N.o-xplode - Bsn - 600g,5060245604826,['Bsn'],['France'],[],[],?,?,,?,,?,,?,,,600 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,100% Casein Protein 1.98 LBS (896G) Biscuits Et Crème,5060245605366,,['France'],[],[],?,360,1506 kj(360 kcal),"1,6","0,6",11,"6,4",75,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,100% Casein (908GR) Optimum - Optimum nutrition,5060245605373,['Optimum nutrition'],['France'],[],[],?,357,1494 kj(357 kcal),"1,4","0,5",10,6,75,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,Amino Energy (270GR) Optimum-citron - Optimum nutrition,5060245605465,['Optimum nutrition'],['France'],[],[],?,330,1381 kj(330 kcal),0,0,0,0,0,0,0,,,,,,['Soja'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,Optimum Nutrition Raspberry Lemonade Pro Series Bcaa,5060245605564,['Optimum nutrition'],['France'],[],[],?,68,285 kj(68 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,Gold Standard Pre Workout (330GR) Optimum - Optimum nutrition,5060245605663,['Optimum nutrition'],['France'],[],[],?,33,138 kj(33 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,Dna Whey (1.87KG) BSN,5060245606684,,['France'],[],[],?,392,1640 kj(392 kcal),"7,1","2,4",10,"9,3",71,"0,89","0,356",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,BSN Syntha-6 Edge Chocolate DS 780 g,5060245606950,,['France'],[],[],?,397,1661 kj(397 kcal),"9,4","2,1",11,"2,8",63,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,Syntha 6 Edge,5060245607100,,['France'],[],[],?,397,1661 kj(397 kcal),"9,49","2,05","11,54","2,82","61,54","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,Amino Energy (270GR) Optimum-myrtille - Optimum nutrition,5060245607438,['Optimum nutrition'],['France'],"[""Mélange d'Acides Aminés"", 'L-Leucine', 'L-Arginine', 'Taurine', 'L-Isoleucine', 'L-Valine', 'Bêta-Alanine en tant que CarnoSyn®', 'L-Tyrosine', 'L-Histidine', 'Hydrochlorate de ', 'Acide Citrique', 'Acide Tartrique', 'Acide Malique', 'Arôme', 'Inuline', 'Colorant ', 'Rouge de Betterave', 'Édulcorants ', 'Sucralose', 'Acésulfame K', 'Épaississants ', 'Gomme de Cellulose', 'Gomme Xanthane', 'feuille', 'Spiruline en Poudre', 'Acide L-Ascorbique', 'Extrait de Café Vert']",[],?,30,126 kj(30 kcal),0,0,0,0,0,0,0,,['en:LEAF'],,"['E641 - L-leucine', 'E330 - Acide citrique', 'E334 - Acide L-tartrique', 'E296 - Acide malique', 'E162 - Rouge de betterave', 'E955 - Sucralose', 'E950 - Acésulfame K', 'E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane']",4,['Soja'],,"['Boissons', 'Boissons édulcorées']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+100%,+114%,-100%,-100%,-100%,-100%,-100%,-100%,-100%,5,+16%,C,+16%,,,,,,,,,,,,,,
1544,Amino Energy (270GR) Optimum-ananas - Optimum nutrition,5060245607452,['Optimum nutrition'],['France'],[],[],?,300,1255 kj(300 kcal),0,0,0,0,50,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,OPTI-LEAN WHEY - Optimum nutrition,5060245607667,['Optimum nutrition'],['France'],[],[],?,321,1343 kj(321 kcal),"7,9","5,3",29,"3,5",39,"1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,Whey - Optimum nutrition,5060245607711,['Optimum nutrition'],['France'],[],[],?,372,1556 kj(372 kcal),"3,8","2,3","6,8","3,9",79,"0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,Protéines Optimum Protein Whey (1814G),5060245607834,,['France'],[],[],?,392,1640 kj(392 kcal),"7,1","2,4",11,"9,7",71,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,Optimum nutrition,5060245607858,['Optimum nutrition'],['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,Opti-men - ON - 180tablets 247g,5060245608831,['ON'],['France'],[],[],?,?,,?,,?,,?,,,180 tablets 247g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,Fish Oil,5060245609302,,['France'],[],[],?,12,50 kj(12 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,Acides Aminés Optimum Gold Standard Bcaa (266G),5060245609920,,['France'],[],[],?,320,1339 kj(320 kcal),0,0,"42,1",0,"52,63","7,7","3,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,Organic Energy,5060248350171,,['France'],[],[],?,33,138 kj(33 kcal),0,0,8,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Sparkling Green Tea & Mint -,5060248350188,,['France'],[],[],?,33,138 kj(33 kcal),0,0,8,8,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,Tasty Little Numbers I Need Dark Chocolate Now,5060249330028,['Tasty little numbers'],['France'],"['Dark chocolate ', '75%', ' ', 'sugar', 'cocoa paste', 'cocoa butter', 'emulsifier: soya lecithin', ' flavouring', 'corn flour', 'rice flour', 'sugar', 'fibre: natural bamboo plant fibre', 'salt', 'emulsifier: soya lecithin']","['Végétalien', 'Végétarien']",?,500,2092 kj(500 kcal),25,14,61,41,"4,9","0,59","0,236",,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Pur beurre de cacao']",,['E322i - Lécithine'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,Reese's Rounds X8,5060250342669,"[""Reese's""]",['France'],[],[],?,533,2230 kj(533 kcal),31,18,50,29,11,"0,35","0,14",,['Contient des OGMs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,Reese's rounds - 110g,5060250342768,"[""Reese's""]","['Autriche', 'France']",[],[],?,533,2230 kj(533 kcal),31,18,50,29,11,"0,35","0,14",110 g,['Contient des OGMs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Stück'],,,,,,
1557,Kabuto Rice Noodles Chicken Pho Gluten Free,5060250610331,['Kabuto'],['France'],"['Rice Noodles Flour', 'Ta ', 'Milk', 'Sugar', 'Chicken ', '4%', 'salt', 'Garlic', 'Red Flavouring', 'spring Onion ', '1%', 'Yeast Extract', 'Chilli ', '0,5%', 'Lime Leaf ', '0,5%', 'Dried Lemon Juice,']","['Non végétalien', 'Non végétarien']",?,58,243 kj(58 kcal),"0,4","0,1","12,6","3,4",1,"0,4","0,16",,['en:gluten-free'],,,3,['Lait'],,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles']",0.4 g,en faible quantité,0.1 g,en faible quantité,3.4 g,en faible quantité,0.4 g,en quantité modérée,,-81%,-81%,-94%,-97%,-74%,+64%,-87%,-74%,-74%,1,+104%,B,+104%,,,,,,,,,,,,,,
1558,Rice noodle,5060250610461,,['France'],[],[],?,81,339 kj(81 kcal),"0,6","0,1","17,1","2,6","1,5","0,7","0,28",,,,,,,,['en:Rice Noodles'],0.6 g,en faible quantité,0.1 g,en faible quantité,2.6 g,en faible quantité,0.7 g,en quantité modérée,,,,,,,,,,,4,,C,,,,,,,,,,,,,,,
1559,Kabuto noodles,5060250610539,['Kabuto'],['France'],"['Rice Noodles ', 'Flour', 'Tapioca starch', 'Milk', 'Lactose ', 'Milk', 'Sugar', 'Onion', 'Yeast Extract', 'Dried Milk', 'Red pepper', 'Sweetcorn', 'Salt', 'Kaffir Lime Leaf', 'Natural Flavouring', 'Garlic', 'Ginger,']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,83,347 kj(83 kcal),1,"0,7","17,1","2,5","1,5","0,3","0,12",,['Végétarien'],,,4,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,Baking Buddies Mini Mallows - Baking Buddy,5060251410008,['Baking Buddy'],['France'],"['Glucose syrup', 'sugar', 'dextrose', 'water', 'stabilizer ', 'sorbitols', 'pork gelatin', 'flavour ', 'vanilla', 'E120']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,326,1364 kj(326 kcal),0,0,80,76,"2,8","0,03","0,012",,,,"['E420 - Sorbitol', 'E428 - Gélatine', 'E120 - Acide carminique']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Nerds -,5060251410077,,['France'],[],[],?,60,251 kj(60 kcal),0,0,93,93,1,1,"0,4",,"['Sans arômes artificiels', 'Contient des OGMs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Wild about Nerds - Ekologist,5060251410084,['Ekologist'],['France'],[],[],?,19,79 kj(19 kcal),0,0,"4,5","4,5",0,0,0,,"['Sans arômes artificiels', 'Agriculture durable', 'en:UTZ Certified']",,,,,,['Boissons'],0 g,en faible quantité,0 g,en faible quantité,4.5 g,en quantité modérée,0 g,en faible quantité,,-66%,-67%,-100%,-100%,-60%,-52%,-100%,-100%,-100%,6,-22%,D,-22%,,,,,,,,,,,,,,
1563,Mega Marshmallows,5060251410176,,['France'],[],[],?,334,1397 kj(334 kcal),0,0,79,71,"3,6","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,Nerds,5060251410381,['Nerds'],['France'],[],[],?,400,1674 kj(400 kcal),0,0,"93,3","93,3",0,,,,['Sans arômes artificiels'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,Nerds,5060251410398,['Nerds'],['France'],"[' Dextrose', 'Sugar', 'Glucose Syrup', 'Acidity Regufator: Malic Acid ', 'E296', 'Flavouring', 'Glazing Agent: Carnuba Artificial Colours: Brilliant Blue ', 'El 33', 'Allura Red ', 'El']",[],?,400,1674 kj(400 kcal),0,0,"93,3","93,3",0,0,0,,['Sans arômes artificiels'],,['E296 - Acide malique'],4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,"Twinkies - Hostess - 154g (4 * 38,5g )",5060251411159,['Hostess'],"['France', 'États-Unis']","['Farine', 'eau', 'glucose', 'sirop', 'sirop de fructose', 'soja', 'œuf', 'dextrose', 'agents de levage contenant de bicarbonate de sodium', 'E500', 'phosphates de disodium ', 'E450', 'amidon de maïs modifié', 'phosphates de calcium ', 'E341', 'POLYSORBATE 60', 'E345', 'Glucose', 'Poudre de lactosérum ', 'lait', 'glycérine', 'huile de soja', 'sel', 'conservateurs alimentaires ', 'acide sorbique et ', 'E200', ' et sorbate de potassium ', 'E202', 'stabilisants ', 'E415', 'gomme de cellulose ', 'E468', 'arômes', 'colorant artificiel', 'E102', 'rouge allura ', 'E129', ',']",['Non végétalien'],"1461,7",?,"1461,7 kj(349 kcal)","11,7","5,8","59,7","42,9","2,6","1,2","0,48","154 g (4 * 38,5 g )",,,"['E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E345 - Citrate de magnésium', 'E422 - Glycérol', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane', 'E466 - Carboxyméthylcellulose', 'E468 - Carboxyméthylcellulose de sodium réticulée', 'E102 - Tartrazine', 'E129 - Rouge allura AC']",4,"['Œufs', 'Lait', 'Soja', 'Farine']",,"['Snacks', 'Desserts', 'Snacks salés', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",11.7 g,en quantité modérée,5.8 g,en quantité élevée,42.9 g,en quantité élevée,1.2 g,en quantité modérée,-25%,,-24%,-52%,+37%,+25%,+1212%,-69%,-22%,-22%,23,+89%,E,+89%,,,,,,,,"['Carton', 'Boîte', 'Sachet', 'Plastique']",Golden Sponge Cake with Creamy Filling,['États-Unis'],,,,
1567,Crunchy peanut butter cups,5060251411449,,['France'],[],[],?,541,2264 kj(541 kcal),34,17,46,45,"10,4","0,58","0,232",,,,,,,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de fruits à coques', 'Beurres de cacahuètes', 'Beurres de cacahuetes croustillants']",34 g,en quantité élevée,17 g,en quantité élevée,45 g,en quantité élevée,0.58 g,en quantité modérée,,-4%,-4%,-25%,+116%,+248%,+655%,-55%,+6%,+6%,27,+99%,E,+99%,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,,,,
1568,Magna Carta - Windsor & Eton Brewery - 33cl,5060252710220,['Windsor & Eton Brewery'],['France'],"['water', 'malted barley', 'whole leaf hops', 'wheat', 'yarrow', 'ground ivy and liquorice']",[],?,?,,?,,?,,?,,,33 cl,['Déconseillé aux femmes enceintes'],,,3,['Gluten'],C,"['Boissons', 'Boissons alcoolisées', 'Bières']",,,,,,,,,,,,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre']",Beer,"['Windsor', 'Berkshire']",,,,
1569,Caramel salé et ganache au chocolat - Pots & co,5060253700480,['Pots & co'],['France'],"['Crème à fouettée ', 'lait', ' ', '26%', 'chocolat au lait belge ', '26%', ' [pâte de cacao', 'beurre de cacao', 'poudre de lait entier', 'sucre', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille]', 'crème épaisse ', 'lait', ' ', '17%', 'lait entier ', '9%', 'chocolat noir belge 56% de cacao ', '9%', ' [pâte de cacao', 'sucre', 'beurre de cacao', 'émulsifiant: lécithine de soja', 'arôme naturel de vanille]', ""jaune d'œuf pasteurisé de poules élevées en plein air "", '6%', 'sucre', 'beurre doux ', 'lait', 'sirop de glucose', 'sel']",['Non végétalien'],?,420,1757 kj(420 kcal),"33,9","20,3","23,7","22,8","4,3","0,56","0,224",,,,['E322i - Lécithine'],4,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,Cream dessert lemon & lie - Pots&Co,5060253700572,['Pots&Co'],['France'],"['crème épaisse ', 'lait', ' ', '65%', 'sucre ', '19%', 'jus de citron fraîchement pressé ', '12%', 'jus de citron vert fraîchement pressé', 'zeste de citron', 'amidon de maïs', 'gélifiant: agar-agar']",['Non végétalien'],?,364,1523 kj(364 kcal),"30,1","18,8",22,"21,5","0,3","0,05","0,02",,,,['E406 - Agar-agar'],4,['Lait'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Moelleux Chocolat - Pots&Co,5060253700718,['Pots&Co'],['France'],[],[],?,392,1640 kj(392 kcal),"24,2","9,6","39,6","24,8","2,6","0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,Creme Fondante Citron &citron Vert - Pots &co,5060253700725,['Pots &co'],['France'],[],[],?,364,1523 kj(364 kcal),?,"18,8",?,"21,5","1,3","0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,Crème chocolat caramel - Pots & co,5060253700732,['Pots & co'],['France'],[],[],?,420,1757 kj(420 kcal),?,"20,3",?,"22,8","4,3","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,Moelleux Caramel - Pot&co,5060253700749,['Pot&co'],['France'],[],[],?,315,1318 kj(315 kcal),?,"8,6",?,"33,1","2,1","0,97","0,388",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,Creme vanille chocolat,5060253700800,,['France'],[],[],?,335,1402 kj(335 kcal),"28,2","15,8","15,6","13,2","4,4","0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
