,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,eco_score,traceability_code,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,nova_score,quantity,markets,allergens,generic_name,additives,link,origin_detail,manufacturing,brand_owner,palm_ingredients,producer_info
1915,Sucre avec extrait de vanille - En Cuisine - 1kg,3184830061664,['France'],"['Sucre', 'extrait de vanille', 'amidon de maïs', 'huile végétale ', 'noix de coco et colza']","['Sans huile de palme', 'Végétalien', 'Végétarien']",1700,400,1700 kj(400 kcal),0,0,100,99,0,0,0,"['En Cuisine', 'Carrefour']",,"['Fabriqué en France', 'Produits destinés aux professionnels']",,,,,,,,,,,,,,,,"['EMB 45008B', 'Artenay (Loiret, France)']",,,,,,,,,,,,,,,,,,,1 kg,['Carrefour'],,Sucre vanillé à l'extrait de vanille,,,,,,,Fabriqué en France par EMB 45 008 B pour INTERDIS
1916,Sachet vrac crackers - Boehli - 1kg,3185610005069,['France'],"['Farine de blé', 'huiles végétales ', 'tournesol et coco', 'sel', 'lactosérum en poudre', 'poudres à lever ', 'carbonate acide de sodium', ""carbonate acide d'ammonium"", 'sucre', ""extrait de malt d'orge"", 'émulsifiant ', 'lécithine de tournesol', 'levure']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",1994,476,1994 kj(476 kcal),22,"9,8",60,"4,1","7,9","2,8","1,12",['Boehli'],"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Bretzels']","['Végétarien', 'Kascher']",22 g,en quantité élevée,9.8 g,en quantité élevée,4.1 g,en faible quantité,+20%,+23%,+23%,+350%,+943%,-17%,+91%,-29%,A,,2.8 g,en quantité élevée,-11%,-11%,22,+79%,E,+79%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Sac', 'Sac vrac']",['Espagne'],4,1 kg,['La Fabrique à Bretzels à Gundershoffen'],"['Gluten', 'Lait']",Sac vrac crackers,"['E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium"", 'E322i - Lécithine']",https://www.boehli.fr/,,"['Gundershoffen', 'France', 'Alsace']",,,
1917,Sardine millésimées - Confrerie De La Sardine De St Gilles Croix De Vie,3188720000337,['France'],"['sardines fraîches sélectionnées catégorie extra', ""huile d'olive vierge extra"", 'sel']",[],?,236,987 kj(236 kcal),"15,5","3,9","23,3",0,"23,3","0,3","0,12",['Confrerie De La Sardine De St Gilles Croix De Vie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],,,,,,,,,
1918,Sardines a l'huile d'olive les Dieux 3x1/15 -,3188720007312,['France'],[],[],?,236,987 kj(236 kcal),"15,5","3,9",0,0,"23,3","0,3","0,12",,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",,15.5 g,en quantité modérée,3.9 g,en quantité modérée,0 g,en faible quantité,,-4%,-4%,-12%,+2%,-100%,-100%,+9%,D,,0.3 g,en quantité modérée,-67%,-67%,1,-82%,B,-82%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,['Magasins U'],,,,,,,,,
1919,Graine de chia - Brousse Vergez - 130g,3191220012977,['France'],['Graines de Chia biologiques'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1732,435,1732 kj(435 kcal),"30,6","3,2","2,3","1,6","19,6",0,0,['Brousse Vergez'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Fabriqué en France']",30.6 g,en quantité élevée,3.2 g,en quantité modérée,1.6 g,en faible quantité,-0%,-3%,-7%,-0%,+3%,-81%,+190%,-2%,D,,0 g,en faible quantité,-100%,-100%,3,+233%,C,+233%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,['Plastic'],,1,130 g,,,,,,,,,,
1920,Délice 100% fruits cerise,3193840007104,['France'],[],[],?,173,724 kj(173 kcal),"0,2",0,"41,5","40,6","0,7",0,0,,,['Sans sucre ajouté'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1921,Eau Gazeuse à La Violette,3193840036746,['France'],[],[],?,30,126 kj(30 kcal),0,0,8,8,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,Ravioli,3193840052418,['France'],[],[],?,466,1950 kj(466 kcal),"3,7","0,7","16,7","5,8","3,2","1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Rillettes de crabes,3200741000186,['France'],[],[],?,176,736 kj(176 kcal),14,14,"1,5","1,3",11,"1,1","0,44",,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de crustacés', 'Rillettes de crabe']",,14 g,en quantité modérée,14 g,en quantité élevée,1.3 g,en faible quantité,,-4%,-3%,+4%,+241%,-49%,+21%,-2%,,,1.1 g,en quantité modérée,-7%,-7%,16,+113%,D,+113%,,,,,,,,,,,,,,,,,,,,,
1924,Billes Gum,3215470518499,['France'],[],[],?,328,1372 kj(328 kcal),0,0,82,75,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Pain aux céréales,3217017000009,['France'],[],[],?,245,1025 kj(245 kcal),"2,5","0,4",44,"2,7","9,2","6,5","2,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Nougat au caramel beurre salé,3217662901294,['France'],[],[],?,446,1866 kj(446 kcal),15,"1,2",72,58,"6,5",0,0,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,15 g,en quantité modérée,1.2 g,en faible quantité,58 g,en quantité élevée,,-0%,-0%,-9%,-39%,+10%,+7%,-9%,E,,0 g,en faible quantité,-100%,-100%,16,0%,D,0%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,,,,,,,
1927,Sirop violette - 1883 Maison Routin,3217690016601,['France'],"['sucre de canne', 'eau', 'acidifiant : acide citrique', 'arômes', 'colorants : E129', 'E133']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,317,1326 kj(317 kcal),"0,1","0,1","79,2",79,"0,1","0,1","0,04",['1883 Maison Routin'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Boissons avec sucre ajouté', 'Sirops de violette']",,,,,,,,,+17%,+16%,+52%,+346%,+7%,+16%,+30%,B,,,,+385%,+385%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,4,,,,,"['E330 - Acide citrique', 'E129 - Rouge allura AC', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition']",,,,,,
1928,sirop sans sucres - Fruiss - 1l,3217690030041,['France'],"['eau', 'fibre alimentaire : dextrine', 'jus de sureau', 'framboise et fraise à base de concentrés ', '4%', 'acidifiant : acide citrique', 'épaississants : gomme de cellulose', 'gomme xanthane', 'édulcorants : cyclamate de sodium', 'acésulfame de potassium', 'sucralose', 'arômes', 'conservateur : sorbate de potassium']",[],?,25,105 kj(25 kcal),0,0,"1,7","0,3",0,"0,1","0,04",['Fruiss'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de grenadine', 'Boissons avec sucre ajouté']",,,,,,,,,-89%,-90%,-100%,-100%,-97%,-99%,-100%,A,,,,+312%,+312%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['Bouteille'],,4,1 l,,,,"['E1400 - Dextrines', 'E330 - Acide citrique', 'E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E952 - Acide cyclamique et ses sels', 'E950 - Acésulfame K', 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",,,,,,
1929,SIROP DE MENTHE BIO 50cL - Fruiss - 50cl,3217690032618,['France'],[],['Végétarien'],?,71,297 kj(71 kcal),"0,1","0,1",71,71,"0,1",0,0,['Fruiss'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de menthe']","['Bio', 'Végétarien', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,,,,,,-70%,-71%,-9%,+237%,+15%,+20%,-12%,A,,,,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['Bouteille', 'Verre']",,,50 cl,,,,,,,,,,
1930,Fruiss - 50cl,3217690034926,['France'],"['Sucre de canne', 'eau', 'jus de citron à base de concentré 7 %', 'acidifiant : acide citrique', 'arôme naturel de citron avec autres arômes naturels', 'arôme naturel de citron vert']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,277,1159 kj(277 kcal),"0,1","0,1","69,3",69,"0,1","0,1","0,04",['Fruiss'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de citron', 'Boissons avec sucre ajouté']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01', 'Sans conservateurs']",,,,,,,,+31%,+30%,-19%,+187%,+33%,+39%,-21%,A,,,,+352%,+352%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,"['Bouteille', 'Verre']",,4,50 cl,['Carrefour'],,,['E330 - Acide citrique'],,,,,,
1931,Tortellini ricotta epinard,3218260004943,['France'],[],[],?,274,1146 kj(274 kcal),6,"1,9",44,"3,2",10,"0,9","0,36",,"['Plats préparés', 'Plats à base de pâtes', 'Pâtes farcies', 'Tortellini', 'Tortellini ricotta & épinards']",,6 g,en quantité modérée,1.9 g,en quantité modérée,3.2 g,en faible quantité,,+8%,+8%,-13%,-35%,+19%,-8%,+10%,B,,0.9 g,en quantité modérée,-13%,-13%,2,-62%,B,-62%,66.1%,18.2%,5.2%,5.7%,2.9%,2.1%,75,,,,,,,,,,,,,,
1932,Jambon De Paris Ac 4 Tranche - Jean Caby - 180g,3220120071408,['France'],"['21%1/18 @Jambon de Paris avec couenne - jambon cuit choix Ingrâiens : de wc*', 'gras et wuenne de wc*', 'sel', 'w—vateuts : lactate de sodium E325 - nitrite de sodium E250 sirop de glucose', 'acidifiant : acétate de sodium E262', 'arômes', 'antio t/dant : etfihorbate de sodium E316', ' *Origine UE', ' A consetver entre OOC et +40C']",[],?,145,607 kj(145 kcal),"7,2","2,5",1,1,19,2,"0,8",['Jean Caby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,7.2 g,en quantité modérée,2.5 g,en quantité modérée,1 g,en faible quantité,,+10%,+11%,+50%,+36%,+49%,+68%,-10%,E,,2 g,en quantité élevée,+7%,+7%,11,+56%,D,+56%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,4,180 g,['Magasins U'],,,"['E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium']",,,,,,
1933,Jambon De Paris 4 Tranches - Jean Caby,3220120071422,['France'],"['Jambon de porc ', 'origine UE', ' ', 'sel', 'conservateurs', 'lactate de sodium', 'E325 - nitrite de sodium', 'E250', 'sirop de glucose', 'acidifiant : acétate de sodium', 'E262', 'arômes', 'antioxydant : érythorbate de sodium E316']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,110,460 kj(110 kcal),"2,8","1,1","1,2","1,2",20,2,"0,8",['Jean Caby'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,2.8 g,en faible quantité,1.1 g,en faible quantité,1.2 g,en faible quantité,,-17%,-16%,-42%,-40%,+79%,+102%,-5%,E,,2 g,en quantité élevée,+7%,+7%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,4,,['Magasins U'],,,"['E325 - Lactate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E262i - Acétate de sodium', 'E262 - Acétates de sodium', 'E316 - Érythorbate de sodium']",,,,,,
1934,Confiture de Pêche de vigne - Guichard Perrachon - 245g,3222470103600,['France'],"['Sucre de canne - pêches de vigne 42g - purée de pêches de vigne 14g - gélifiant : pectines de fruits - acidifiant : acide citrique', 'préparée avec 56 g de fruits pour 100 g de produit fini', 'teneur totale en sucres 56 g pour 100 g de produit fini', 'traces de fruits à coque et de lait']",[],952,224,952 kj(224 kcal),0,0,56,56,0,0,0,"['Guichard Perrachon', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de pêches']",,0 g,en faible quantité,0 g,en faible quantité,56 g,en quantité élevée,+1%,+4%,+5%,-100%,-100%,+7%,+11%,-100%,B,"['EMB 78015', 'Andrésy (Yvelines, France)']",0 g,en faible quantité,-100%,-100%,11,+19%,D,+19%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"['Capsule en métal', 'Pot en verre']",,4,245 g,['Casino'],,Confiture extra de pêche de vigne,"['E440 - Pectines', 'E330 - Acide citrique']",,,,,,
1935,Petit Reblochon - Casino - 240g,3222471018477,['France'],['Lait cru de vache - ferments - sel - présure animale - colorant de la croûte : rocou'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1365,329,1365 kj(329 kcal),27,17,"0,5","0,1",21,"1,68","0,672",['Casino'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'Fromages AOC', 'Fromages labellisés']",['AOP'],27 g,en quantité élevée,17 g,en quantité élevée,0.1 g,en faible quantité,-10%,-11%,-11%,-11%,-15%,+54%,0%,-10%,D,"['FR 74.116.050 CE', 'Etaux (Haute-Savoie, France)']",1.68 g,en quantité élevée,+8%,+8%,16,+7%,D,+7%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,4,240 g,['Casino'],,Petit Reblochon au lait cru Appellation d'origine Protégée,['E160b - Rocou'],,,,,,
1936,Petits pois extra-fins et jeunes carottes à l'étuvée - Casino - 3x 1/4 (200g),3222471053454,['France'],"['Légumes ', 'origine France', ' en proportion variable ', 'carottes', 'petits pois', ' - eau - sucre - sel - arôme naturel']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",263,63,263 kj(63 kcal),"0,6","0,2","8,8","3,7","3,4","0,57","0,228",['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,0.6 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,+11%,+9%,+9%,+21%,+59%,+8%,+9%,+10%,A,,0.57 g,en quantité modérée,-3%,-3%,-9,,A,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,"['Conserve', 'Opercule en métal', 'Film en plastique']",,4,3 x 1/4 (200 g),['Casino'],,Petits pois extra-fins et jeunes carottes à l'étuvée,,,,,,,
1937,Crème Dessert saveur café - Casino - 4x 125g,3222471638422,['France'],"['Lait entier 81,3% - sucre - amidon transformé de maïs - crème fraîche 1,8% - colorant : caramel ordinaire - lactose et protéines de lait - extrait de café en poudre - gélifiant : carraghénanes - arôme - conservateur : citrate trisodique']","['Sans huile de palme', 'Non végétalien']",505,120,505 kj(120 kcal),"3,5","2,6",19,14,3,"0,2","0,08",['Casino'],"['Produits laitiers', 'Desserts', 'Desserts lactés', 'Crèmes dessert', 'Desserts au café', 'Desserts lactés au café']",['Aucun'],3.5 g,en quantité modérée,2.6 g,en quantité modérée,14 g,en quantité élevée,-10%,-15%,-14%,-42%,-33%,+9%,-7%,-5%,,,0.2 g,en faible quantité,+35%,+35%,5,-21%,C,-21%,,,,,,,,['Pot'],,4,4 x 125 g,['Casino'],['Lait'],Crème dessert au lait entier et à la crème fraîche aromatisée café,"['E14XX - Amidons modifiés', 'E150a - Caramel E150a', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E331iii - Citrate trisodique']",,,,,,
1938,Cônes Citron Framboise x6 - Casino - 474g,3222472186779,['France'],"['Eau - sucre - cornet biscuit 14,6% ', 'farine de blé - sucre - huile de coprah - émulsifiant : lécithines de soja - sel', ' - purée de framboise 13,4% - jus de citron à base de concentré 5,4% - graisse de coprah - cacao maigre en poudre 0,6% - émulsifiant : lécithines de soja - épaississant : gomme xanthane - gélifiants : gomme guar', 'pectines - jus concentré de sureau - jus concentré de citron - arôme naturel de citron - colorants : caroténoïdes', 'rouge de betterave - dextrose - arôme naturel - protéines de pois hydrolysées', ""\r traces d'arachides"", 'œufs', '_lait_et fruits à coque']",[],808,191,808 kj(191 kcal),"4,2","3,7",37,30,"1,4","0,11","0,044",['Casino'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Glaces', 'Cônes glacés', 'Cônes citron']",,4.2 g,en quantité modérée,3.7 g,en quantité modérée,30 g,en quantité élevée,-27%,-29%,-28%,-64%,-58%,+1%,+13%,-52%,B,"['EMB 33539', 'Vayres (Gironde, France)']",0.11 g,en faible quantité,-28%,-28%,11,-30%,D,-30%,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,['surgelé'],,4,474 g,['Casino'],"['Gluten', 'Soja']","6 cônes de sorbet au citron (34,2%) et de sorbet à la framboise (34,2%) avec un crayon de sauce à la framboise (6,3%), dans un cornet biscuit avec chemisage au cacao maigre (7%), et décor de sauce à la framboise (3,7%), surgelés","['E322i - Lécithine', 'E415 - Gomme xanthane', 'E412 - Gomme de guar', 'E440 - Pectines', 'E160 - Caroténoïdes', 'E162 - Rouge de betterave']",,,['France'],,,
1939,Thé noir mandarine - 25 sachets fraîcheur - Casino - 50g,3222472216551,['France'],"['Thé noir 89', ""2% - arôme naturel de mandarine 9% - écorces d'orange 1"", '8%']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,2,8 kj(2 kcal),0,0,0,0,0,,,['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50 g,['Casino'],,Thé noir aromatisé mandarine,,,,,,,
1940,Boudins Noirs Antillais - Casino Saveurs d'Ailleurs - 360g,3222472824404,['France'],"['Sang de porc - lait frais demi-écrémé pasteurisé - oignons cuits - chapelure ', 'farine de blé - levure - sel', ' - viande de porc - saindoux - sel - épices - protéines de lait - plantes aromatiques', 'enveloppe : boyau naturel de porc', ""traces d'œufs"", 'moutarde', 'amande', 'mollusques', 'sulfites']","['Non végétalien', 'Non végétarien']",652,156,652 kj(156 kcal),"8,5","3,6","8,1","3,1",11,"1,3","0,52","[""Casino Saveurs d'Ailleurs"", 'Casino']",,,,,,,,,,,,,,,,,,['72331A'],,,,,,,,,,,,,,,,,['Porc origine France'],4,360 g,['Casino'],"['Œufs', 'Gluten', 'Lait']",Boudins noirs antillais,,,,['élaboré en France'],,,
1941,Salade Quinoa fruits secs Bio - Casino Bio - 160g,3222473948383,['France'],"['Quinoa* cuit 71% ', 'eau - quinoa*', "" - vinaigrette* allégée en matières grasses [eau - huile d'olive vierge extra* - huile de tournesol* - vinaigre d'alcool* - moutarde* "", ""vinaigre d'alcool* - graines de moutarde* - eau - sel"", ' - sel - sucre* - épice*] - fruits secs* 13% [raisins* sultanine 5,6% ', 'raisins* - huile de tournesol', ' - noisettes* 3,7% - amandes* 3,7%] - sel - coriandre* - mélange 4 épices* - poivre blanc*', ""* ingrédients issus de l'agriculture biologique"", 'traces de gluten', 'œufs', 'poissons', 'soja', 'lait', 'céleri']",[],980,234,980 kj(234 kcal),11,"1,8",25,"3,7","5,9","0,85","0,34","['Casino Bio', 'Casino']","['Plats préparés', 'Salades', 'Salades composées', 'Céréales préparées']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-10']",11 g,en quantité modérée,1.8 g,en quantité modérée,3.7 g,en faible quantité,+20%,+23%,+23%,+184%,+171%,-18%,+145%,+1%,,,0.85 g,en quantité modérée,+6%,+6%,-2,-283%,A,-283%,,,,,,,,"['Plastique', 'Carton']",,3,160 g,['Casino'],"['Gluten', 'Moutarde', 'Fruits à coque', 'Gras']","Salade de quinoa aux fruits secs, issue de l'agriculture biologique",,,,,,,
1942,Haricots verts très fins Bio - 600g,3222473991723,['France'],"[""100 % haricots verts très fins issus de l'agriculture biologique""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",145,35,145 kj(35 kcal),"0,1",0,"4,7","2,1","1,7","0,02","0,008",['Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Légumes et dérivés', 'Haricots verts']",['Bio'],0.1 g,en faible quantité,0 g,en faible quantité,2.1 g,en faible quantité,+33%,+30%,+32%,-61%,-100%,+55%,+124%,+8%,B,,0.02 g,en faible quantité,-96%,-96%,-10,,A,,71.3%,0.0%,0.0%,9.8%,14.0%,4.9%,95,,,1,600 g,,,Haricots verts très fins issus de l'agriculture biologique surgelés,,,,,,,
1943,Sirop goût cola - Casino - 75cl,3222474650230,['France'],['Sucre - eau - sirop de glucose-fructose - colorant : caramel ordinaire - acidifiant : acide citrique - arôme naturel - arôme naturel de citron vert'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",1305,307,1305 kj(307 kcal),0,0,76,76,0,0,0,['Casino'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Boissons avec sucre ajouté']",,,,,,,,+12%,+23%,+22%,-100%,-100%,+19%,+24%,-100%,B,,,,-100%,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,4,75 cl,['Casino'],,Sirop goût cola,"['E150a - Caramel E150a', 'E330 - Acide citrique']",,,,,,
1944,Coffret Crackers - Casino - 380g,3222475069123,['France'],"[""biscuits salés à l'emmental : farine de blé - huiles végétales "", 'colza et tournesol', ' - emmental râpé 17% - sucre - sirop de sucre inverti - poudres à lever : phosphates de calcium', 'carbonates de sodium', ""carbonates d'ammonium - sel 1,1% - farine d'orge maltée"", 'biscuits salés goût pizza : farine de blé - huiles végétales ', 'colza et tournesol', ' - emmental râpé 11% - double concentré de tomate 6% - sucre - poudre de lactosérum - poudres à lever : phosphates de calcium', 'carbonates de sodium', ""carbonates d'ammonium - sel 1,2% - plantes aromatiques 1,1% - farine d'orge maltée - extrait d'origan - sirop de sucre inverti - poudre d'oignon - jus concentré de carotte pourpre"", 'biscuits salés aux graines de sésame et de pavot : farine de blé - huiles végétales ', 'colza et tournesol', ' - sucre - graines de sésame toastées 4,8% - graines de pavot 2,4% - poudres à lever : phosphates de calcium', 'carbonates de sodium', ""carbonates d'ammonium - farine de blé maltée - sel 0,9% - sirop de sucre inverti - épices - extrait de levure - plantes aromatiques - arôme naturel "", 'contient blé', "" - poudre d'oignon"", ' biscuits salés goût bacon : farine de blé - huiles végétales ', 'colza et tournesol', ' - sucre - arômes et arômes de fumée - sel 1,4% - poudres à lever : phosphates de calcium', 'carbonates de sodium', ""carbonates d'ammonium - farine d'orge maltée - sirop de sucre inverti"", 'traces de lait et de sésame']",['Non végétalien'],2150,514,2150 kj(514 kcal),27,"3,6",57,"6,2","9,2","1,7","0,68",['Casino'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Barquette', 'Opercule en plastique']",,4,380 g,['Casino'],"['Gluten', 'Lait', 'Graines de sésame', 'Biscuits salés aux graines de sésame', 'Biscuits salés goût bacon', 'Biscuits salés goût pizza', ""Biscuits salés à l'emmental"", 'Biscuits salés aux graines de sésame', 'Biscuits salés goût bacon', 'Biscuits salés goût pizza', ""Biscuits salés à l'emmental""]",Assortiment de biscuits salés,"['E341 - Phosphates de calcium', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E503 - Carbonates d'ammonium""]",,,,,,
