,name,bar_code,brand,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,labels,quantity,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,generic_name,packaging,manufacturing,traceability_code,ingredients_origins,palm_ingredients,link
1578,Bouillon de Bœuf - Leader Price - 120g,3263851124517,['Leader Price'],"['Noz', 'Leader Price']",['France'],"['Sel', 'exhausteur de goût : glutamate monosodique - amidon de maïs - huile de palme - extrait de protéines de soja - extrait de viande de bœuf 2,5% - sucre - graisse de volaille - arôme ', 'contiennent céleri', "" - colorant : caramel au sulfite d'ammonium - persil - antioxydant : extrait de romarin - extrait de carottes et d'oignon""]","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E150d - Caramel au sulfite d'ammonium"", 'E392 - Extrait de romarin']","['Huile de palme', 'Non végétalien', 'Non végétarien']",789,188,789 kj(188 kcal),"7,9","5,1","17,5",2,"11,6","58,5","23,4",,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Bouillons', 'Bouillons déshydratés', 'Bouillons de bœuf', 'Bouillons cubes']",+60%,+61%,+93%,+19%,+146%,,,,,,,,"['Céleri', 'Soja']",4,,,,,,,,,,,,120 g,+54%,+142%,-50%,+142%,+142%,,,,['Carton'],['Espagne'],['ES 26.00128/SS CE'],,['Huile de palme'],
1579,Potage poireaux pommes de terre - Leader Price - 74g,3263851125613,"['Leader Price', 'Le Prix Gagnant!']",['Leader Price'],['France'],"['Farine de blé', 'légumes [poireau ', '11,3 %', 'pomme de terre ', '6 %', 'oignon]', 'sel', 'fécule de pomme de terre', 'lactose', 'sirop de glucose', 'exhausteur de goût ', 'E621', 'huile de colza', 'protéines de lait', 'arômes', 'curcuma', 'antioxygène ', 'E320']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E320 - Butylhydroxyanisol']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,300,1255 kj(300 kcal),"2,6","0,4","56,7","16,5","8,8","13,675","5,47",,"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées']",,+122%,+5%,+160%,+130%,,,,,,,,"['Gluten', 'Lait']",4,,,,,,,,,,,['Fabriqué en France'],74 g,+117%,-57%,+344%,+348%,+348%,,,Potage déshydraté poireaux pommes de terre,"['Sachet', 'Papier', 'Plastique']",['France'],"['EMB 59512', 'Roubaix (Nord, France)']",,,
1580,Potage tomates aux vermicelles - Leader Price,3263851126511,['Leader Price'],['Leader Price'],['France'],"['Potage déshydraté aux vermicelles', ""à la tomate et à l'huile d'olive vierge extra 1,5% Ingrédients Vermicelle "", 'semoule de blé dur', "" 34,2% - tomate - fécule de pomme de terre - sel - amidon de maïs - sucre - carotte - huile d'olive vierge extra 1,5% - arômes naturels "", 'contient blé', ' - jus concentré de betterave ail - basilic 0,4% - thym - paprika - arôme - acidifiant : acide citrique - antiaglomérant: rouge - oignon 0,1} dioxyde de silicium', ' fraces de céleri', 'lait', 'moutarde', 'oeufs', 'orge', 'poissons', 'soja', ' us informations en gras sont destinées aux personnes allergiques ou intolérantes']",['E330 - Acide citrique'],"['Non végétalien', 'Non végétarien']",?,309,1293 kj(309 kcal),"3,2","0,5",59,20,"8,1",15,6,,,,,,,,,,,,,,,"['Œufs', 'Poisson', 'Gluten', 'Lait', 'Moutarde', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,Soupe Chorba - Leader Price,3263851127495,['Leader Price'],['Leader Price'],['France'],"['Potage dést\\ïdratv Ingrédients Vermicp""- 35% ', 'semoule de blé dur', "" - farine de blé - tomate - sel - lentille - cumin - huile d'olive vierge extra - coriandre - courgette - arôme naturel "", 'contient blé et orge', ' - oignon - poivron rouge - ail - paprika - poivre - arôme naturel de coriandre - curcuma - persil - anti - ', ' agglomérant : dioxyde de silicium', ' Traces de céleri', 'lait', 'moutarde', 'œufs', 'poissons et soja', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']",,[],?,324,1356 kj(324 kcal),"3,3","0,4","58,7","8,5","11,9","6,9","2,76",,"['Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes déshydratées', 'Chorba']",,+89%,+42%,+147%,+123%,,,,,,,,['Gluten'],4,,,,,,,,,,,,,+98%,+46%,+52%,+171%,+171%,,,,,,,,,
1582,Sauce Béchamel - Leader Price - 54g,3263851129116,['Leader Price'],"['Franprix', 'Leader Price']",['France'],"['Amidon de maïs', 'farine de blé', 'lactose et protéines de lait', 'maltodextrine', 'sel', 'huile de colza', 'arômes ', 'contient lait', 'oignon', 'épices ', 'muscade', 'poivre', 'sucre', 'ail']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,367,1536 kj(367 kcal),"5,3","0,5","73,9","17,9","5,6","7,7","3,08",B,"['Epicerie', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Sauces', 'Sauces béchamel']",,+103%,-32%,+320%,+52%,66.1%,14.4%,8.0%,5.6%,3.4%,2.4%,81,"['Gluten', 'Lait']",4,,,,,,,,,,,,54 g,+106%,-88%,+246%,+353%,+353%,,,Préparation déshydratée pour sauce béchamel,"['Sachet', 'Plastique']",,"['EMB 59346CU', 'Lezennes (Nord, France)', 'EMB 59346', 'Lezennes (Nord, France)']",,,
1583,Suprême de légumes - Leader Price - 72g,3263851130310,['Leader Price'],['Leader Price'],['France'],"['Légumes 44% ', 'pomme de terre', 'pois', 'oignon', 'carotte', 'poireau', 'tomate', 'épinard', 'sirop de glucose de maïs', 'amidon de maïs', 'exhausteurs de goût : E621', 'E627 et E631', 'huile de palme et de colza', 'graisse de palme partiellement hydrogénée', 'arômes ', 'céleri', 'blé', 'seigle', 'soja', 'aromate', 'extrait de levure', 'épices', 'protéines de lait', 'émulsifiant : E471', 'stabilisant : E450i', 'poudre de poulet', 'antioxygènes : E223', 'E304i', 'E330 ', 'contient des sulfites', ""extrait d'épices""]","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E627 - Guanylate disodique', 'E631 - Inosinate disodique', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E450i - Pyrophosphate de sodium acide', 'E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', ""E304i - Palmitate d'ascorbyle"", 'E330 - Acide citrique']","['Huile de palme', 'Non végétalien', 'Non végétarien']",1388,?,1388 kj(332 kcal),"5,9",,"61,3",,"7,5",,,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Soupes', 'Plats préparés déshydratés', 'Soupes de légumes', 'Soupes déshydratées', 'Soupes de légumes déshydratées']",+61%,,+258%,+158%,+154%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"['Céleri', 'Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,,,,,,,,,,,,72 g,+138%,,,,,,,,"['Carton', 'Sachet']",,,,['Huile de palme'],
1584,Sauce pour pizza - Franprix - 300g,3263851161314,['Franprix'],['Franprix'],['France'],"[""Purée de tomates de Provence 90% - oignon - huile d'olive - vierge extra 1,3% - sucre - sel de Camargue"", ' huile do tournesol - herbes aromatiques ail']",,[],?,295,1234 kj(295 kcal),"1,9","0,3","10,3","10,3",2,"0,62","0,248",B,"['Epicerie', 'Sauces', 'Sauces pour pizzas']",,+427%,+57%,+43%,+25%,53.1%,21.8%,10.0%,9.2%,6.0%,0.0%,93,,3,1.9 g,en faible quantité,0.3 g,en faible quantité,10.3 g,en quantité modérée,0.62 g,en quantité modérée,0,B,,300 g,+373%,+84%,+88%,-20%,-20%,-100%,-100%,,,,"['EMB 84031C', 'Carpentras (Vaucluse, France)']",,,
1585,Coulis au basilic - Franprix,3263851161611,['Franprix'],['Franprix'],['France'],"['purée de tomates de Provence 98% - basilic de Provence 1,2% - sel de Camargue', ' ']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,46,192 kj(46 kcal),"0,4","0,1","8,3","8,3","1,5","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1586,Farfalle - Franprix - 200g,3263851163615,['Franprix'],['Franprix'],['France'],"['Semoule de blé dur 99% - encre de seiche salée 1% ', 'mollusques', "" Traces d'œuf"", 'soja et lait', ' Les informations en gras sont destinées aux personnes intolérantes ou allergiques']",,"['Non végétalien', 'Non végétarien']",?,355,1485 kj(355 kcal),1,"0,2",74,"2,7",11,"0,21","0,084",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Farfalles']",,+1%,-40%,+6%,-10%,,,,,,,,['Mollusques'],1,1 g,en faible quantité,0.2 g,en faible quantité,2.7 g,en faible quantité,0.21 g,en faible quantité,-1,A,,200 g,-0%,-43%,-17%,+1291%,+1291%,,,,,,,,,
1587,Degustation noir menthe - Franprix - 100g,3263851165114,['Franprix'],['Franprix'],['France'],[],,[],?,566,2368 kj(566 kcal),40,25,40,37,"7,1","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,
1588,Triangles emmental - oignon - Franprix - 60g,3263851165411,['Franprix'],['Franprix'],['France'],[],,[],?,519,2171 kj(519 kcal),"28,8","19,4",53,"3,6","11,1","2,99","1,196",,,,,,,,,,,,,,,,,,,,,,,,,,,,60 g,,,,,,,,,,,,,,
1589,Gaufrettes sel guerande - Franprix - 60g,3263851166814,['Franprix'],['Franprix'],['France'],"['Farine de blé - sirop de glucose - beurre concentré 15,5% - poudre de lait entier - crème fraîche - œufs entiers - sel de Guérande 3,5% - fibre de blé - romarin', ' Traces de fruits à coque', ' Les informations en gras sont destinées aux personnes allergiques ou intolérantes']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,482,2017 kj(482 kcal),24,15,56,12,"8,8",4,"1,6",,,,,,,,,,,,,,,"['Gluten', 'Lait']",4,,,,,,,,,,,,60 g,,,,,,,,,,,,,,
1590,Assortiment de biscuits fins - Franprix,3263851167811,['Franprix'],['Franprix'],['France'],[],,[],?,517,2163 kj(517 kcal),"27,8","14,5","58,1","39,1","7,5","0,31","0,124",D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Assortiments de biscuits']",,+5%,+20%,-9%,+21%,83.1%,10.0%,3.0%,2.0%,1.8%,0.0%,50,,,27.8 g,en quantité élevée,14.5 g,en quantité élevée,39.1 g,en quantité élevée,0.31 g,en quantité modérée,25,E,,,+5%,+12%,+28%,-46%,-46%,+9%,+9%,,,,,,,
1591,Crackers - Franprix - 150g,3263851168610,['Franprix'],['Franprix'],['France'],[],,[],?,440,1841 kj(440 kcal),16,4,54,"9,7",14,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'NL-BIO-01']",150 g,,,,,,,,,,,,,,
1592,Mini crackers cranberries coco bio - Franprix - 110g,3263851168917,['Franprix'],['Franprix'],['France'],"['Farine de blé complet*', 'canneberges* séchées et sucrées 6', '9 % ', 'canneberges* séchées 4', '1%', 'sucre de canne*', 'huile de tournesol*', 'raisins* secs [raisins* secs', 'huiles végétales ', 'coton et/ou tournesol', ']', ""huile d'olive vierge extra*"", 'graines de sésame* 4', '3 %', 'sucre mi-blanc de canne*', ""flocons d' avoine* 3"", '3 %', 'noix de coco* séchée 2', '9 %', 'miel*', 'levure', 'farine de blé*', 'sel de mer', ""malt d' orge*"", 'agent de traitement de la farine : acide ascorbique', 'farine de blé* malté', "" *Ingrédients issus de l'agriculture biologique""]",['E300 - Acide ascorbique'],['Non végétalien'],?,427,1787 kj(427 kcal),"11,4","2,7","64,5","16,9","11,8","0,5","0,2",B,"['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs']",,-8%,-43%,+9%,+19%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Gluten', 'Avoine', 'Graines de sésame']",3,11.4 g,en quantité modérée,2.7 g,en quantité modérée,16.9 g,en quantité élevée,0.5 g,en quantité modérée,7,C,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'NL-BIO-01']",110 g,-9%,-50%,+331%,-75%,-75%,-55%,-55%,"Crackers aux canneberges (cranberries) séchées et à la noix de coco, issus de l'agriculture biologique","['Sachet', 'Plastique']",,,,,
1593,Chips saveur vinaigre - Franprix,3263851169112,['Franprix'],['Franprix'],['France'],[],,[],?,549,2297 kj(549 kcal),34,"3,1",52,"1,1",6,"1,44","0,576",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips au sel et vinaigre', ""Chips de pommes de terre à l'huile de tournesol""]",,+4%,+7%,+0%,+1%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,,34 g,en quantité élevée,3.1 g,en quantité modérée,1.1 g,en faible quantité,1.44 g,en quantité modérée,15,D,,,+4%,+9%,-19%,-11%,-11%,+22%,+22%,,,,,,,
1594,Carré normand : caramel au beurre salé - Franprix - 140g,3263851169419,['Franprix'],['Franprix'],['France'],[],,[],?,507,2121 kj(507 kcal),26,16,62,29,"5,5","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,140 g,,,,,,,,,,,,,,
1595,Carré normand - Chocolat noir - Franprix - 140g,3263851169518,['Franprix'],['Franprix'],['France'],[],,[],?,507,2121 kj(507 kcal),27,16,58,27,"6,5","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,140 g,,,,,,,,,,,,,,
1596,Thon Albarore à l'huile d'olive vierge extra - Leader Price - 160g e / 104g,3263851281418,['Leader Price'],['Leader Price'],['France'],"['Thon albacore', ""huile d'olive vierge extra"", 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,210,879 kj(210 kcal),12,"1,8","0,5","0,1",25,1,"0,4",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', ""Thons à l'huile"", 'Thons tropicaux', ""Thons à l'huile d'olive"", 'Thons albacore']",,+69%,+474%,+223%,0%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,['Poisson'],3,12 g,en quantité modérée,1.8 g,en quantité modérée,0.1 g,en faible quantité,1 g,en quantité modérée,2,B,"['Point Vert', 'Nouveau']",160 g e / 104 g,+71%,+231%,-2%,+3%,+3%,+406%,+406%,,"['Conserve', 'métal']","[""Côte d'Ivoire""]","['EMB 92026O', 'Courbevoie (Hauts-de-Seine, France)']",,,
1597,Salade riz et thon - Leader Price - 250g,3263851284419,['Leader Price'],['Leader Price'],['France'],[],,[],?,162,678 kj(162 kcal),"8,1","0,8",13,"1,4","8,3","1,52","0,608",B,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Plats à base de riz', 'Salades au thon', 'Salades de riz']",,+7%,+15%,-11%,+39%,57.3%,16.5%,9.1%,11.3%,4.6%,1.2%,90,,,8.1 g,en quantité modérée,0.8 g,en faible quantité,1.4 g,en faible quantité,1.52 g,en quantité élevée,1,B,,250 g,+9%,-6%,-12%,+90%,+90%,+127%,+127%,,,,,,,
1598,"Salade au thon, légumes du soleil - Leader Price - 250g",3263851284716,['Leader Price'],['Leader Price'],['France'],"['eau', 'thon 20% - tomates 12% - concentré de tomates - oignons 6,2% - courgettes 4% - pâtes 3,6% ', ""semoule de blé dure - poudre de blanc d'œuf"", ' - aubergines 3,5% - olives vertes 2,4% ', 'olive - sel - acidifiant : acide lactique', "" - huile de colza - sucre - vinaigre d'alcool - épices et aromates - sel - moutarde de Dijon "", ""eau - graine de moutarde - vinaigre d'alcool - sel - acidifiant : acide citrique - conservateur : métabisulfite de potassium"", ' - épaississants : gomme guar', 'gomme xanthane - arômes naturels - amidon de riz']","['E270 - Acide lactique', 'E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,94,393 kj(94 kcal),"3,2","0,32","8,1","3,7","7,7","0,9","0,36",,"['Plats préparés', 'Salades', 'Plats préparés au poisson', 'Salades composées', 'Salades au thon']",,-38%,-61%,+3%,-4%,,,,,,,,"['Œufs', 'Poisson', 'Gluten', 'Moutarde']",4,3.2 g,en quantité modérée,0.32 g,en faible quantité,3.7 g,en faible quantité,0.9 g,en quantité modérée,-1,A,,250 g,-36%,-64%,+84%,-7%,-7%,-349%,-349%,"Salade aux légumes, au thon et aux pâtes",['Conserve'],,"['FR 85.222.009 CE', 'Saint-Gilles-Croix-de-Vie (Vendée, France)', 'EMB 85222D', 'Saint-Gilles-Croix-de-Vie (Vendée, France)']",,,
1599,Filets de Sardines (Citron Basilic) - Leader Price - 100g (70g de poisson),3263851286710,['Leader Price'],['Leader Price'],['France'],"['Filets de sardines', 'eau', ""vinaigres d'alcool et de vin "", 'sulfites', 'citron 3 %', 'vin blanc', 'sel', 'sucre', 'basilic 0,35 %', 'arômes naturels', 'épaississant : gomme de guar']",['E412 - Gomme de guar'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,?,,?,,?,,?,,,D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', 'Filets de poissons', 'Filets de sardines', 'Sardines sans huile', 'Filets de sardines citron basilic']",,,,,,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,['Anhydride sulfureux et sulfites'],4,,,,,,,,,,,"['Point Vert', 'Alu recyclable', 'Eco-Emballages', 'Fabriqué en Bretagne', 'Sans arêtes']",100 g (70 g de poisson),,,,,,,,Filets de sardines au citron et au basilic,"['Boîte', 'Conserve', 'Alu recyclable', 'Couvercle ouverture facile']","['Conserverie Chancerelle - ZI de Lannugat - 29100 Douarnenez', 'Finistère', 'Bretagne', 'France']","['FR 29.046.532 CE', 'Douarnenez (Finistère, France)']",,,
1600,Filets de sardines Au citron et basilic - Leader Price - 3*115g,3263851286734,['Leader Price'],['Leader Price'],['France'],[],,[],?,167,699 kj(167 kcal),10,"2,9",2,"0,9",17,1,"0,4",D,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile et au citron""]",,-32%,-42%,+452%,-17%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,10 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1 g,en quantité modérée,3,C,,3*115g,-31%,-22%,+278%,+16%,+16%,-41%,-41%,,,,"['FR 29.046.532 CE', 'Douarnenez (Finistère, France)', 'EMB 29046G', 'Douarnenez (Finistère, France)']",,,
1601,Muesli Crous Muesli quinoa canneberge et graines de grenade - Leaderprice,3263851323514,['Leaderprice'],,['France'],[],,[],?,389,1628 kj(389 kcal),"8,4","1,7","64,2","16,6","9,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,Maïs doux en grain & poivrons - Leader Price - 300g (285g égoutté) / 425ml,3263851374615,['Leader Price'],['Leader Price'],['France'],"['Maïs doux en grains 79 %', 'poivrons rouges et verts 5', '4 %', 'eau', 'sel']",,[],?,89,372 kj(89 kcal),"2,4","0,5",12,"4,9","2,9","0,43","0,172",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Céréales et pommes de terre', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Céréales et dérivés', 'Légumes et dérivés', 'Légumes en conserve', 'Céréales en conserve', 'Maïs en conserve', 'Maïs doux en conserve']",,0%,+48%,-16%,+4%,46.7%,26.8%,12.8%,6.4%,3.5%,3.8%,81,,3,2.4 g,en faible quantité,0.5 g,en faible quantité,4.9 g,en faible quantité,0.43 g,en quantité modérée,-7,A,,300 g (285 g égoutté) / 425 ml,-2%,+59%,+2%,-4%,-4%,,,,['Conserve'],,"['EMB 56251E', 'Theix (Morbihan, France)']",,,
1603,Lentilles - Leader Price - 800g,3263851378514,['Leader Price'],['Leader Price'],['France'],['Lentilles vertes trempées - eau - sel - arôme naturel'],,[],?,84,351 kj(84 kcal),"0,1","0,1",12,"0,4","6,1","0,95","0,38",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes et dérivés', 'Légumes en conserve', 'Légumes secs', 'Lentilles']",,-65%,-93%,-64%,-66%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,4,0.1 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,0.95 g,en quantité modérée,-7,A,,800 g,-66%,-62%,-68%,+229%,+229%,,,Lentilles préparées,"['Boîte de conserve', 'Conserve']",,,,,
1604,"Lentilles - Leader Price - 400g, 265g égoutté, 425ml",3263851378613,['Leader Price'],['Leader Price'],['France'],"['Lentilles sèches trempées', 'eau', 'sel', 'arôme naturel']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,84,351 kj(84 kcal),"0,4","0,1",12,"0,4","6,1","0,95","0,38",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Graines', 'Aliments à base de plantes en conserve', 'Graines de légumineuses', 'Légumes secs', 'Légumineuses en conserve', 'Lentilles', 'Lentilles en conserve']",,-1%,-53%,+5%,+0%,18.0%,39.2%,18.8%,10.4%,5.3%,8.4%,93,,4,0.4 g,en faible quantité,0.1 g,en faible quantité,0.4 g,en faible quantité,0.95 g,en quantité modérée,-2,A,,"400 g, 265 g égoutté, 425 ml",-1%,-56%,-37%,+35%,+35%,,,,"['Conserve', 'Métal', 'Triman', 'Point vert', 'Pensez au tri!', 'Boite et couvercle métal à recycler', 'conserve']",,"['EMB 56251E', 'Theix (Morbihan, France)']",,,
1605,Lentille préparées - Le prix gagnant,3263851381811,['Le prix gagnant'],,['France'],[],,[],?,70,293 kj(70 kcal),"0,1","0,1","9,8","0,3",6,"0,79","0,316",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Plats préparés', 'Légumes secs', 'Lentilles', 'Lentilles préparées']",,-26%,-94%,-17%,-8%,57.6%,0.0%,16.2%,14.1%,4.5%,7.6%,99,,,0.1 g,en faible quantité,0.1 g,en faible quantité,0.3 g,en faible quantité,0.79 g,en quantité modérée,-4,A,,,-27%,-68%,-65%,+6%,+6%,,,,,,,,,
