,name,bar_code,brand,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,generic_name,quantity,packaging,categories,labels,markets,palm_ingredients,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,link,brand_owner,ingredients_origins
1220,9bar cacahuète sans gluten - 160g (4 * 40g e),5024278004169,['9bar'],['France'],"['Mélange de graines ', 'tournesol', 'potiron', 'sésame', 'chanvre décortiqué', ' ', '47%', 'cacahuètes ', '32%', 'sirop de sucre de canne ambré', 'huile végétale', 'sucre de canne brut', 'sel']",,"[""Pourrait contenir de l'huile de palme"", 'Végétarien']",3,?,576,2410 kj(576 kcal),43,"7,7","25,4","17,7","20,2","0,1","0,04",,Barre énergétique - Barre Cacahuète sans gluten,160 g (4 * 40 g e),"['Carton', 'boîte', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Snacks sucrés', 'Fruits à coques et dérivés', 'Barres', 'Barres de fruits à coques', 'Barres de cacahuètes']","['Végétarien', 'Sans gluten', 'Sans additifs', 'Sans colorants artificiels', 'Sans œufs', 'Sans conservateurs', 'en:Vegetarian Society', 'Vegetarian Society Approved', 'Sans blé', 'Sans levure']",['Carrefour'],,"['Arachides', 'Graines de sésame']",43 g,en quantité élevée,7.7 g,en quantité élevée,17.7 g,en quantité élevée,0.1 g,en faible quantité,,+14%,+14%,+42%,+21%,-32%,-22%,+19%,-73%,-73%,12,-11%,D,-11%,,,,,,,,,,,,
1221,9 Bar: Breakfast Almond & Raspberry - 50G - 9bar,5024278004718,['9bar'],['France'],"['SNACK BAR WITH ALMONDS RASPBfRRlES', ' IHGREDIEHTS: MixtD ', 'SUNFLOWER', 'HEMP', ' PROTEIN CRISPIES ', 'Son TAPIOCA SU', 'CRISPE', ' NCE FLOUR', 'RICE BRAN', 'RICE ', '6Z', 'OILS ', 'PALM', 'MPES CHICORf FIBRE', 'FREEzE DNED RASPBERflES ', 'IZ', 'DiarilJM DIPHOSPHATf', 'NATURAL FUWJflHŒS', 'ACD', ' CITRIC SALT', ' FOR AUŒRGEHS', 'Sff HIGHLIGHTED IHGREDIENTS', ' MAY AISO comiN WTS PEAWTS']",,[],,?,456,1908 kj(456 kcal),"23,9",5,"39,3","25,2","18,1","0,62","0,248",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",['en:gluten-free'],,,['Fruits à coque'],23.9 g,en quantité élevée,5 g,en quantité modérée,25.2 g,en quantité élevée,0.62 g,en quantité modérée,,-13%,-14%,-33%,-30%,+26%,+0%,+10%,+127%,+127%,11,-20%,D,-20%,,,,,,,,,,,,
1222,Breakfast Boost - 9bar,5024278004725,"['9bar', 'Wholeback limited']",['France'],"['DE GRAINES ', 'TOURNESOL POTIRON SIS/ Hl', ' CHANVRE Dt', '0RTlQUt', ' ', '27X', ' SIROP DE Riz', ' PROTIiyts DE CROUSTILLANTES ', 'ISOLAT DE PROTÉINES AMIDON DE SANS ABRICOTS stats ', '71', ' COLZA', ' RIZ ', 'FI DE RIZ SOH DE RIZ', ' SUCRE EXTRAIT CHICORIIÈ? DICALCICU RÔI/ESHATURELS', 'ACIDE•', 'ACIDE CITRIQUE']",['E330 - Acide citrique'],[],,?,446,1866 kj(446 kcal),"22,1","4,9","40,9","29,6","18,1","0,65","0,26",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",['en:gluten-free'],,,['ABRICOTS'],22.1 g,en quantité élevée,4.9 g,en quantité modérée,29.6 g,en quantité élevée,0.65 g,en quantité modérée,,-15%,-16%,-38%,-32%,+32%,+18%,+10%,+138%,+138%,12,-13%,D,-13%,,,,,,,,,,,,
1223,Barre chocolat framboise - 9nine,5024278005142,"['9nine', '9bar']",['France'],"['mélange de graines ', 'tournesol potiron chanvre sésame', ' ', '56%', ' sucre sirop de sucre roux huiles végétales ', 'palmé colza', ' cacao en poudre ', '4,5%', 'framboises lyophilisés', '2%', ' arôme naturel émulsifiant lécithine de tournesol', 'sel']",,[],3,?,542,2268 kj(542 kcal),"38,1",10,"29,7","27,1",15,"0,33","0,132",,,,,['Barres de graines'],['Bio'],,['Huile de palme'],,38.1 g,en quantité élevée,10 g,en quantité élevée,27.1 g,en quantité élevée,0.33 g,en quantité modérée,,+3%,+2%,+6%,+39%,-5%,+8%,-9%,+21%,+21%,17,+23%,D,+23%,,,,,,,,,,,,
1224,Barritas Cacahuete - 9bar,5024278006064,['9bar'],['France'],"['DE GRAINES ', 'TOURNESOL POTIRON', ' CHANVRE DÉCORTIQUÉ', ' ', '45%', 'cacahuètes 33%', 'SIROP de riz', 'sucre', 'huile végétale', 'sel']",,"[""Pourrait contenir de l'huile de palme""]",3,?,551,2305 kj(551 kcal),42,"7,7","20,9","14,9","19,8","0,64","0,256",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",,,,['Arachides'],42 g,en quantité élevée,7.7 g,en quantité élevée,14.9 g,en quantité élevée,0.64 g,en quantité modérée,,+5%,+4%,+17%,+7%,-33%,-41%,+21%,+134%,+134%,13,-6%,D,-6%,,,,,,,,,,,,
1225,Super graines fruité - 9bar,5024278006071,['9bar'],['France'],"[""D'UN A IA "", '727', ' : Dr GRAINES ', 'TOURNESOL', ' POTIRON ', ' CHANVRE ', '527', ' SIROP DE RIZ', ' st', 'His ', 'fi', ' ', '97', ' ', 'PALME', 'COLZA', ' CAROUBE', ' FARINE or Riz', ' ÉMULSIFIANT : ItarHlNE DE TOURNESOL', ' Su', "" IN ORMATIONS : POUR AL ERGtNts VOIR AUSSI FRUITS À MJTRlTlONNfL1fS : Y POUR 100g1PAR BARRE V 'IUR kJ""]",,['Huile de palme'],4,?,511,2138 kj(511 kcal),"34,2","7,1","33,1","28,5","14,6","0,24","0,096",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",,,['Huile de palme'],,34.2 g,en quantité élevée,7.1 g,en quantité élevée,28.5 g,en quantité élevée,0.24 g,en faible quantité,,-2%,-4%,-5%,-1%,+6%,+14%,-11%,-12%,-12%,15,+9%,D,+9%,,,,,,,,,,,,
1226,9 Bar Original Carob Hit Bars - 9bar,5024278006217,['9bar'],['France'],"['MÉLANGE DE GRAINES ', 'TOURNESOL', 'CHANVRE DE RIZ vilZA', 'TAR0LlBf INFORMATIONSillfìCïliES,', 'POURLES ILERGtNtS', 'VOIR LES INGRÉDIENTS EN GRAS CONTENIR Pts FRUITS À Pts ARACHIPtS ET PU LAIT']",,[],,?,552,2310 kj(552 kcal),"40,1","7,8","26,7","21,1","16,6","0,25","0,1",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",,,,['Lait'],40.1 g,en quantité élevée,7.8 g,en quantité élevée,21.1 g,en quantité élevée,0.25 g,en faible quantité,,+5%,+4%,+12%,+8%,-14%,-16%,+1%,-8%,-8%,13,-6%,D,-6%,,,,,,,,,,,,
1227,9 Bar Pumpkin Original Lift Bars - 9bar,5024278006231,['9bar'],['France'],[],,[],,?,549,2297 kj(549 kcal),"40,1","7,2","24,3","19,7","18,3","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,Super Graines Fruité - 9bar,5024278006279,['9bar'],['France'],[],,[],,?,511,2138 kj(511 kcal),"34,2","7,1","33,1","28,5","14,6","0,2","0,08",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",,,,,34.2 g,en quantité élevée,7.1 g,en quantité élevée,28.5 g,en quantité élevée,0.2 g,en faible quantité,,-2%,-4%,-5%,-1%,+6%,+14%,-11%,-27%,-27%,14,+1%,D,+1%,,,,,,,,,,,,
1229,9bar Super Seeds Raspberry Cocoa Kick,5024278007344,['9bar'],['France'],[],,[],,?,542,2268 kj(542 kcal),"38,1",10,"29,4","27,1",15,"0,33","0,132",,,,,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de graines']",,,,,38.1 g,en quantité élevée,10 g,en quantité élevée,27.1 g,en quantité élevée,0.33 g,en quantité modérée,,+3%,+2%,+6%,+39%,-5%,+8%,-9%,+21%,+21%,17,+23%,D,+23%,,,,,,,,,,,,
1230,The juice 100% Pure -,5024333001096,,"['France', 'Espagne']",[],,[],,?,42,176 kj(42 kcal),"0,1",0,"9,1","9,1","0,5",0,0,D,,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",,,,,0.1 g,en faible quantité,0 g,en faible quantité,9.1 g,en quantité élevée,0 g,en faible quantité,,-2%,-3%,-40%,-100%,-6%,-0%,-20%,-100%,-100%,3,0%,C,0%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,
1231,Scottish Shortbread Fingers - Brake - 28g,5024333218142,['Brake'],"['France', 'Royaume-Uni']","['Farine de blé ', 'avec calcium', 'fer', 'niacine', 'thiamine', 'beurre 32 %', 'sucre', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,2226,?,2226 kj(532 kcal),30,19,58,16,"5,6","0,7","0,28",C,Biscuits sablés pur beurre.,28 g,"['Sachet', 'Plastique']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Shortbread']",['Végétarien'],,,"['Gluten', 'Lait']",30 g,en quantité élevée,19 g,en quantité élevée,16 g,en quantité élevée,0.7 g,en quantité modérée,+2%,,+3%,+7%,+14%,-4%,-16%,+1%,+6%,+6%,22,+4%,E,+4%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['Royaume-Uni'],,,,
1232,Donuts,5024354516227,,['France'],[],,[],,?,504,2109 kj(504 kcal),36,21,38,13,"6,2","0,97","0,388",B,,,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,,,,36 g,en quantité élevée,21 g,en quantité élevée,13 g,en quantité élevée,0.97 g,en quantité modérée,,+23%,+23%,+58%,+98%,-15%,-23%,+5%,+2%,+2%,22,+13%,E,+13%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,
1233,Club Bacon Tomate Mayo - Good Eating,5024373108793,['Good Eating'],['France'],"[""Pain aux flocons d'avoine "", '51 %', ' ', 'Farine de BLE', 'eau', ""flocons d'AV01NE "", '7%', 'son de blé', 'levure', 'sucre roux', 'sel', 'GLUTEN DE BLE', 'émulsifiant: E472e', 'farine de SOJA', 'conservateur: E282', 'huile de colza', 'agent de traitement de farine: E300', 'Mayonnaise ', '19,5%', ' ', 'Huile de colza', 'eau', ""vinaigre d'alcool"", 'stabilisant: E 1414', 'sucre', 'ŒUFS pasteurisés', 'sel', 'farine de MOUTARDE', 'stabilisant E415', 'conservateur 202', 'Bacon ', 'GB', ' ', '13%', ' ', 'Porc', 'sel', 'antioxydant: E301', 'conservateur: E250', 'Morceau de tomate séchée ', '10%', ' ', 'Tomates', 'sel', 'Epinard']","[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E1414 - Phosphate de diamidon acétylé', 'E415 - Gomme xanthane', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,301,1259 kj(301 kcal),"16,9","2,3",26,"3,5","10,2","1,02","0,408",,,,,,,,,"['Œufs', 'Gluten', 'Moutarde', 'Soja']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,Sandwich jambon fromage et sa moutarde,5024373119799,,['France'],[],,[],,?,281,1176 kj(281 kcal),"15,5","3,7","22,4","2,3","12,8","1,4","0,56",D,,,,"['Sandwichs', 'Sandwichs garnis de charcuteries', 'Sandwichs au fromage', 'Sandwichs au jambon', 'Sandwichs Jambon Fromage']",,,,,15.5 g,en quantité modérée,3.7 g,en quantité modérée,2.3 g,en faible quantité,1.4 g,en quantité modérée,,+12%,+11%,+42%,-11%,-13%,-29%,+14%,-7%,-7%,12,+10%,D,+10%,75.0%,14.2%,6.0%,2.8%,1.5%,0.4%,47,,,,,
1235,sandwich poulet roquette,5024373126193,,['France'],[],,[],,?,397,1661 kj(397 kcal),"20,3","1,7","34,2","3,2","34,2","11,2","4,48",C,,,,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,,,,20.3 g,en quantité élevée,1.7 g,en quantité modérée,3.2 g,en faible quantité,11.2 g,en quantité élevée,,+78%,+78%,+142%,+17%,+33%,-2%,+239%,+826%,+826%,15,+456%,D,+456%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,,
1236,Sandwich au Cheddar -  - 218g,5024373127190,,['France'],[],,[],,?,281,1176 kj(281 kcal),"14,8",2,"20,9","1,8","15,1","1,08","0,432",C,Sandwich au Cheddar,218 g,"['Frais', 'Plastique']","['Sandwichs', 'Sandwichs au fromage', 'Sandwichs au cheddar']",,,,,14.8 g,en quantité modérée,2 g,en quantité modérée,1.8 g,en faible quantité,1.08 g,en quantité modérée,,+16%,+14%,+41%,-54%,-17%,-56%,+42%,-28%,-28%,3,-72%,C,-72%,72.9%,13.3%,5.8%,4.9%,2.5%,0.7%,68,,,,,
1237,Sandwich poulet bacon,5024373127398,,['France'],[],,[],,?,281,1176 kj(281 kcal),"20,1","14,8","20,9","1,8","15,9","1,08","0,432",C,,,,"['Sandwichs', 'Sandwichs à la volaille', 'Sandwichs au poulet']",,,,,20.1 g,en quantité élevée,14.8 g,en quantité élevée,1.8 g,en faible quantité,1.08 g,en quantité modérée,,+26%,+26%,+140%,+921%,-19%,-45%,+57%,-11%,-11%,17,+530%,D,+530%,74.5%,14.3%,4.5%,4.2%,2.0%,0.5%,58,,,,,
1238,Wrap Poulet Cesar - Good eating,5024373301019,['Good eating'],['France'],"['hgtédients: Galette de BLE ', '47%', ' ', 'Farine de BLE', 'eu', 'huiles végétales ', 'huile de palme', 'huile de colza', 'poudre à lever : E 296', 'E5C0$ 030/ sucret sel', 'Poulet ', 'hors UE', ' ', '31 %', ' ', 'Filet de poulet ', '96%', 'eau', 'sel sirop de glucose', 'amidon dîépinard', 'dextrose', 'stabilisateur: E 331', 'E 500', 'Sauce césar ', '10%', ' ', 'eau', 'huile de colza', 'vinaigre', 'fromage à pâte italien ', 'LAIT', 'sucre', 'stabilisateur: amidon modifiée E 1414', 'poudre OEUFs pasteurisés', 'sel', 'poivre noir moulu', ' conservateur: E202', 'r Eltueofarine de BLEQ Fromage style italien ', 'LAIT', ' ', '3%']","['E296 - Acide malique', 'E331 - Citrates de sodium', 'E500 - Carbonates de sodium', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Huile de palme', 'Non végétalien', 'Non végétarien']",4,?,222,929 kj(222 kcal),"7,4","2,2","25,6","1,8",13,"0,6","0,24",,,,,,,,['Huile de palme'],"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,Wrap au thon mayonnaise mais - Good Eating,5024373301194,['Good Eating'],['France'],"['Galette de BLE à la tomate ', '55%', ' ', 'Farine de BLEI eau', 'huile de colza', 'huile de palme', 'assaisonnement de tomate ', 'poudre de tomate', 'poivron', 'paprika', 'basilic', 'sucre', 'agents de traitemei}tt 3001 sel', 'tThon ', 'POISSON', ' ', '22%', ' ', 'Thon', 'eau', 'sel', 'Mab ', 'V sel', 'Mayonnaise ', '7%', ' ', 'Huile de colza', 'eau', ""vinaigre d'alcooli E1414"", 'sucre', 'ŒUFS pasteUrisést sel', ""farine de MOUTARDE' E415v conservateur E202"", ' Roquette', 'Farine de']",,"['Huile de palme', 'Non végétalien', 'Non végétarien']",3,?,201,841 kj(201 kcal),"7,3","1,7","24,4","2,2","8,9","0,5","0,2",D,,,,"['Sandwichs', 'Sandwichs au poisson', 'Sandwichs au thon']",,,['Huile de palme'],"['Œufs', 'Poisson', 'Gluten', 'Moutarde']",7.3 g,en quantité modérée,1.7 g,en quantité modérée,2.2 g,en faible quantité,0.5 g,en quantité modérée,,-10%,-10%,-14%,+65%,-3%,-21%,-9%,-54%,-54%,-1,-224%,A,-224%,74.8%,8.9%,5.2%,8.3%,2.3%,0.6%,64,,,,,
1240,Wrap feta & houmous - Good Eating - 155g,5024373301392,['Good Eating'],['France'],"['Wrap ', '34%', ' ', 'Farine de BLE', 'eau', 'levure', 'sucre', 'sel', '\rHoumous ', '13%', ' ', 'Pois chiches', 'huile de colza', 'eau', 'pâte de graines de SESAME', 'sel', 'E330', ""granules d'ail"", 'conservateurs : E202', 'E211', 'Féta ', 'LAIT', ' ', '10%', 'Yaourt style Grec ', 'LAIT', 'Chou', 'Oignon rouget Carotte', 'Roquette', 'Oignon rouge', 'Morceau de tomates semi séchées ', 'Tomates semi séchées', 'sel', 'Concombre', 'Olives noires ', 'Olives noires ', '48%', 'eau', 'sel', 'stabilisant de couleur : gluconate ferreux', ""correcteur d'acidité : acide lactique et acide acétique"", ' Poivrons rouges grillés ', 'Poivrons rouges', 'eau', 'sel', 'E300', ""Purée d'ail "", 'Eau et ail réhydraté', ""correcteur d'acidité : acide citrique"", 'Menthe', 'Huile de colza Jus de citron', 'Poivre noir écrasé']","['E330 - Acide citrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition', 'E579 - Gluconate de fer', 'E270 - Acide lactique', 'E300 - Acide ascorbique']",['Non végétalien'],3,821,?,821 kj(196 kcal),7,"2,5","25,3","3,4","6,5","0,57","0,228",,,155 g,,"['Sandwichs', 'Wraps']",,,,"['Gluten', 'Lait', 'Graines de sésame']",7 g,en quantité modérée,2.5 g,en quantité modérée,3.4 g,en faible quantité,0.57 g,en quantité modérée,-13%,,-14%,-23%,+11%,-2%,+40%,-26%,-50%,-50%,0,-100%,B,-100%,,,,,,,,,,,,
1241,Wrap falafel et feta - Good Eating,5024373302313,['Good Eating'],['France'],"['Galette de BLE ', '4996', 'Farine de BLE', 'eau', 'huiles végétales ', 'huile de palm% huile de colza', 'poudres à lever ', 'E296', 'E500', 'E330', 'sucre', 'sel', 'Crème falafel ', '17%', ' ', 'Pois chiche', 'potiron', 'citrouille', 'poivrons rouges', 'huiles végétales ', ""contient de l'huile"", 'de colza et/ou tournesol', 'flocons de pomme de terre', 'purée de tomate', 'ail reconstituée coriandre moulue', 'cumin moulu', 'paprika', 'sel', 'jus de citron concentré piments rouges', 'Chou rouge', 'Féta ', 'LAIT', ' ', '8%', 'Yaourt sauce à la menthe ', 'Huile de colza', 'eau', ""vinaigre d'alcool"", ""jaune d'OEUFS pasteurisés"", 'sucret sel', 'poudre de yaourt ', 'LAIT', 'stabilisateur: E415', 'menthe séchée', 'Conservateur: E202', 'poivre noir', 'arôme naturel', 'Epinard', 'farine de BLE', ' Coriandre', 'Vinaigre de vin rouge', 'Informations allergèree: Voir les ingrédients en MAJUSCULE']","['E296 - Acide malique', 'E500 - Carbonates de sodium', 'E330 - Acide citrique', 'E415 - Gomme xanthane', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']",['Non végétalien'],4,?,466,1950 kj(466 kcal),"21,8","6,3","54,4","4,9","13,2","1,45","0,58",,,,,"['Sandwichs', 'Wraps']",,,,"['Œufs', 'Gluten', 'Lait']",21.8 g,en quantité élevée,6.3 g,en quantité élevée,4.9 g,en faible quantité,1.45 g,en quantité modérée,,+101%,+103%,+141%,+180%,+110%,+102%,+51%,+26%,+26%,14,+248%,D,+248%,,,,,,,,,,,,
1242,Décoration Lapin,5024418810087,,['France'],[],,[],,?,538,2251 kj(538 kcal),11,6,0,0,5,8,"3,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,Tiger Dipping Pure Sesame Oil - Tiger Tiger - 150ml,5024448502655,['Tiger Tiger'],['France'],[],,[],,?,811,3393 kj(811 kcal),"89,8","12,9","0,6",0,0,,,C,Huile de Sésame,150ml,['Bouteille'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Matières grasses', 'Céréales et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de céréales', 'Huiles de sésame']",,['Leclerc Comboire'],,,89.8 g,en quantité élevée,12.9 g,en quantité élevée,0 g,en faible quantité,,,,-6%,-5%,-6%,-12%,+2217%,-100%,-100%,,,,,,,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,['Produit et emballé à Singapour'],,,,
1244,Thaï red dressing - Tiger Tiger,5024448530726,['Tiger Tiger'],['France'],[],,[],,?,141,590 kj(141 kcal),0,0,"34,8",32,"0,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,Sauce Salade Verte Thai - Tiger Tiger,5024448530733,['Tiger Tiger'],['France'],[],,[],,?,129,540 kj(129 kcal),0,0,"31,9",30,"0,1","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,Old Major Mango Chutney - 275g,5024448541227,,['France'],[],,[],,?,216,904 kj(216 kcal),"0,1",0,48,0,"0,4","0,8","0,32",,,275 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,5024448551844,5024448551844,,['France'],[],,[],,?,?,,?,,?,,?,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,Tiger Tiger Taste Japan Sushi Rice - 500g,5024448552056,,['France'],[],,[],,?,359,1502 kj(359 kcal),"0,4","0,2",80,"0,2",1,"0,01","0,004",,,500 g,,,['Point Vert'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,Nouilles instantanées saveur tikka masala indian,5024448552285,,['France'],[],,[],,?,204,854 kj(204 kcal),"7,3","3,8","29,6","3,4","4,6","0,6","0,24",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Nouilles', 'Nouilles instantanées']",,,,,,,,,,,,,,-32%,-32%,-37%,-28%,-27%,+40%,-28%,-77%,-77%,,,,,,,,,,,,,,,,
1250,teriyaki sauce,5024448552452,,['France'],[],,[],,?,427,1787 kj(427 kcal),0,0,"23,4","22,8","2,1","9,75","3,9",,,,,"['Epicerie', 'Sauces', 'Sauces Teriyaki']",,,,,0 g,en faible quantité,0 g,en faible quantité,22.8 g,en quantité élevée,9.75 g,en quantité élevée,,+151%,+154%,-100%,-100%,-17%,-5%,-38%,+58%,+58%,20,+18%,E,+18%,,,,,,,,,,,,
1251,Udon Noodles - Tiger Tiger - 200g,5024448552940,['Tiger Tiger'],"['France', 'Royaume-Uni']","['Eau', 'farine de blé', 'amidon de tapioca', 'acide lactique', 'sel', 'stabilisateur ', 'alginate de sodium']","['E270 - Acide lactique', 'E401 - Alginate de sodium']","['Sans huile de palme', 'Végétalien', 'Végétarien']",4,644,?,644 kj(154 kcal),"1,1",0,31,"0,8",5,"0,305","0,122",,,200 g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Nouilles', 'Pâtes alimentaires', 'Udon']",,['Noz'],,['Gluten'],1.1 g,en faible quantité,0 g,en faible quantité,0.8 g,en faible quantité,0.305 g,en quantité modérée,,,-35%,-4%,-100%,-37%,-9%,-27%,-75%,-75%,-2,-148%,A,-148%,,,,,,,,,,,,
1252,Organic red lentils - As Nature Intended - 500g,5024468304154,['As Nature Intended'],['France'],['OrçanÏca Crown Red Lentils'],,[],,?,338,1414 kj(338 kcal),"0,96",0,"27,1","2,03","28,06","0,006","0,002",,,500 g,,,"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,Organic raisin - 250g,5024470304319,,['France'],[],,[],,?,334,1397 kj(334 kcal),"0,71",0,"76,9","71,4","3,02","0,019","0,008",,,250 g,,,"['Bio', 'Bio européen', 'GB-ORG-05']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254,Monty Python's Holy Grail - Black Sheep Brewery - 500ml,5024583000054,['Black Sheep Brewery'],['France'],"['Water', 'malted barley ', 'gluten', 'wheat ', 'gluten', 'sugar', 'hops']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,207,?,207 kj(49 kcal),?,,?,,?,,,C,,500 ml,"['Glass', 'Bottle']","['Boissons', 'Boissons alcoolisées', 'Bières']","['en:Best served with spam', 'en:Or Sausage eggs and spam', 'en:Or with Sausage and spam', 'en:Spam', 'en:Spam spam spam']",,,['Gluten'],,,,,,,,,+7%,,+12%,,,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,,,https://www.blacksheepbrewery.com/beers/27/holy-grail,,
1255,Two Finger Box - Original Shortbread - Shortbread House Of Edinburgh,5024769130032,['Shortbread House Of Edinburgh'],['France'],"['Flour ', 'Wheat Flour ', 'Gluten', 'lalcilJiJ% Iron', 'Niaein', 'Thiamin', 'Butter ', 'Millo Salt', 'Slifgar', 'Ground Riee', 'Vegetable Oils ', 'Rapeseed & Segregateci Sustainable Palm Oils', ' ALLERGY ADVICE: For allergens', 'sec ingredients in bold', ' AISO may contain nuts', 'soya and egg', ' Store in a eool dry place', ' Suitable for vegetarians', ' All natural ingredients', ' NUTRITIONAL INFORMATION Best before:']",,['Végétarien'],4,?,532,2226 kj(532 kcal),"29,5","19,6","60,7","21,5","4,9","0,8","0,32",,,,,,['Végétarien'],,,"['Gluten', 'Lait']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256,Shortbread With dark chocolate & orange,5024769360057,,['France'],[],,[],,?,539,2255 kj(539 kcal),"30,2",20,"60,5","22,8","5,3","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,Shortbread House biscuits,5024769510094,,['France'],[],,[],,?,532,2226 kj(532 kcal),"29,5","19,6","60,7","21,5","4,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,Margaux Chateau de Mille Rose,5024769510131,,['France'],[],,[],,?,28,117 kj(28 kcal),50,20,20,15,0,40,16,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,-43%,-41%,+2226%,+2614%,+305%,+585%,-100%,+8063%,+8063%,,,,,,,,,,,,,,,,
1259,Shortbread House Of Edinburgh Handmade Shortbread,5024769530092,,['France'],[],,[],,?,532,2226 kj(532 kcal),"29,5","19,6","60,7","21,5","4,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
