,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,traceability_code,labels,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,brand,origin_detail,manufacturing,allergens,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,markets,ingredients_origins,link,brand_owner,producer_info,generic_name,palm_ingredients
1621,Rillettes thon sauvage & nori,3562250002342,['France'],[],[],?,184,770 kj(184 kcal),14,10,"1,8","1,5",13,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Boule de campagne,0209946008532,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1623,Miel,875013,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1624,Pâte di olive al pomodoro,8032680710285,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,Port salut,0202004021719,['France'],[],[],?,314,1314 kj(314 kcal),26,18,0,0,20,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,Olives violettes,3760239457057,['France'],[],[],?,197,824 kj(197 kcal),12,"1,8",0,0,1,4,"1,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1627,Gelée Revitalisante,3770006162152,['France'],[],[],?,198,828 kj(198 kcal),8,"0,1",48,"47,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Cookies aux noisettes enrobes de chocolat,7290014683150,['France'],[],[],?,484,2025 kj(484 kcal),"27,5","21,4",55,"54,2","2,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Tomme noir des pyrennees AOP Fromage au lait pasteurise,0214042014899,['France'],[],[],?,344,1439 kj(344 kcal),28,20,1,"0,5",22,"1,8","0,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Vina Juguera,8437007207606,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Saucisson Artisanal aux noisettes,2488539028272,['France'],[],[],?,360,1506 kj(360 kcal),"27,5","10,5","8,4",0,"21,5","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,Burro,8005178250044,['France'],[],[],?,752,3146 kj(752 kcal),"83,2","57,2","0,5","0,3","0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Barattolino,8005840104415,['France'],[],[],?,213,891 kj(213 kcal),"8,3","7,5",33,27,"1,9","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Jardin Bio Etic,3456300014440,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,2",0,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Tomme de savoie,01830262,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme de Savoie']",,,,,,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,
1636,Bam lager,3770012290061,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1637,KAIF,4260257241205,['France'],[],[],?,48,201 kj(48 kcal),"0,5","0,1",11,11,"0,5","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1638,5901549275117,5901549275117,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Tablette lait fourrée praliné,3663901005733,['France'],[],[],?,578,2418 kj(578 kcal),39,20,49,48,"6,3","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1640,Immunococo oil,6186000342006,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1641,"Pâte à Tartiner Parvé, 750 Grammes, Marque Nocella",8008245000108,['France'],[],[],?,534,2234 kj(534 kcal),"30,7","6,8","55,5","52,3","6,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1642,Beer 0% Wit (White) - Bavaria,8714800037617,['France'],[],[],?,2400,10000 kj(2400 kcal),0,0,640,390,"33,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bavaria'],,,,,,,,,,,,,,,,,,,,
1643,Nappage McChoconuts,3660407066237,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1644,Boudins blancs au lait,3483190092098,['France'],[],[],?,225,941 kj(225 kcal),16,"5,5","3,2","2,1",14,"1,2","0,48",,['Bio'],,"['Viandes', 'Charcuteries', 'Boudins', 'Boudins blancs']",16 g,en quantité modérée,5.5 g,en quantité élevée,2.1 g,en faible quantité,,-7%,-8%,-21%,-30%,-26%,+7%,+36%,,,,,,,,,,,,,,,1.2 g,en quantité modérée,-19%,-19%,12,-25%,D,-25%,,,,,,,,
1645,Zaanze mayonnaise,8710716018917,['France'],[],[],?,735,3075 kj(735 kcal),"80,4","6,4","1,4","1,2","1,2","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,Droste Pastilles Dark Schoko-taler Aus Zartbitter-schokolade,8715675110160,['France'],[],[],?,553,2314 kj(553 kcal),"33,1","19,7","56,7","47,2","5,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,Tartelettes aux fraises,0210015025589,['France'],[],[],?,173,724 kj(173 kcal),"9,8","7,2",18,"8,1","2,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,Carvi - La Vie Claire,3266191021768,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['La Vie Claire'],,,,,,,,,,,,,,,,,,,,
1649,9340156085003,9340156085003,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,Saucisse vegan,5397199001228,['France'],[],[],?,341,1427 kj(341 kcal),20,"9,4",29,"2,4",11,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,9418783003100,9418783003100,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1652,Yarmarka Buchweizengrütze,4602248000284,['France'],[],[],?,310,1297 kj(310 kcal),3,"0,6",57,"1,2",13,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1653,The - Lipton - 40g,8711327508958,['France'],"['Thé noir¹', 'Vitamine C', 'gingembre ', '5,2%', 'arôme naturel de gingembre', 'arôme naturel', 'curcuma ', '2,3%', ' ¹Vérifié Rainforest Alliance']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,4,17 kj(4 kcal),"0,5","0,1","0,5","0,5","0,5",?,?,,['Rainforest Alliance'],A,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons chaudes', 'Boissons à base de végétaux', 'Thés']",,,,,,,,-56%,-54%,+692%,+410%,-71%,-62%,+196%,66.6%,0.0%,1.4%,1.6%,0.3%,30.1%,100,40 g,['Film'],['Lipton'],,,['Anhydride sulfureux et sulfites'],4,,,,,,,,,,,,,,,Thé noir aromatisé enrichi en vitamine C.,
1654,muesli,2760069503833,['France'],[],[],?,397,1661 kj(397 kcal),11,"3,3",58,11,11,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1655,Yaourt poivre de timut,3760324540022,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656,Mini Toasts - Brioche Pasquier - 80g,3182180051014,['France'],[],[],?,404,1690 kj(404 kcal),"6,3","0,8",72,"6,8",12,"1,1","0,44",,,,,,,,,,,,,,,,,,,,,,,,,,80 g,,"['Brioche Pasquier', 'Pasquier']",,,,,,,,,,,,,,,,,,,,
1657,Tarallini,8019027982369,['France'],[],[],?,470,1966 kj(470 kcal),"18,1","2,7","67,7","1,8","8,3","2,1","0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,Confit d'oignons aux baies rose et raisins sec,3278930015006,['France'],[],[],?,177,741 kj(177 kcal),"1,4","0,09",43,42,"0,6","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,savon doux végétal bio - Bio naïa - 100g,71916262,['France'],"['SODIUM PALMATE**', 'SODIUM COCOATE** AQUA', 'GLYCERIN**', 'PARFUM', 'COCO-ĠLUCOSIDE', 'SODIUM CHLORIDE', 'TETRASODIUM GLUTAMATE DIACETATE', 'DONKEY MILK*', 'CITRONELLOL', 'LINALOOL', 'LIMONENE', "" * Ingrédient issu de l'Agriculture Biologique"", "" ** Transformés à partir d'ingrédients biologiques"", ' 18 M Fabriqué en France', ' 100ge']",[],?,?,,?,,?,,?,,,['10-31-2759'],['Ecocert'],,['Savon de toilette'],,,,,,,,,,,,,,,,,,,,,,100g,"['boite carton', 'Etui en carton']",['Bio naïa'],,['France'],,4,,,,,,,,,['E422 - Glycérol'],['Leclerc'],['France'],http://cosmos.ecocert.com,,,,
1660,10 pains au chocolat,05676709,['France'],[],[],?,402,1682 kj(402 kcal),20,"9,4",49,14,"7,5","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,Le Cassis,3760286060156,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,Confiture cassis,3560002430023,['France'],[],[],?,241.9,1012 kj(241 kcal),"0,3",0,"55,7","53,8","0,5",0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de cassis']",0.3 g,en faible quantité,0 g,en faible quantité,53.8 g,en quantité élevée,,+5%,+5%,+6%,-100%,+3%,+4%,-17%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,0 g,en faible quantité,-100%,-100%,12,+30%,D,+30%,,,,,,,,
1663,Konfiutra z Moreli Prim / 340g,8008660608019,['France'],[],[],?,243,1017 kj(243 kcal),"0,1",0,59,54,"0,5","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1664,Fresubin Juicy,6134724,['France'],[],[],?,100,418 kj(100 kcal),0,0,"33,5",8,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1665,Good morning boost mango,3760315930078,['France'],[],[],?,2,8 kj(2 kcal),0,0,"0,5","0,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Nouvelle agriculture poulet,0213308063374,['France'],[],[],?,109,456 kj(109 kcal),"1,8","0,5","0,3","0,3",23,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,Луканка по манастирски,20710163,['France'],[],[],?,401,1678 kj(401 kcal),32,15,"1,3","0,8",26,"4,5","1,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1668,Mini cubetti,8001440127670,['France'],[],[],?,30,126 kj(30 kcal),"0,2","0,1","4,7","3,7","1,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1669,Le originali gallette bio con supersemi,8002885007909,['France'],[],[],?,370,1548 kj(370 kcal),"3,3","0,5",67,"1,3",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,Pate à tartiner,5614187176561,['France'],[],[],?,544,2276 kj(544 kcal),33,"5,9",53,52,"6,5","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bocal en verre', 'Couvercle en métal']",,,,,,,,,,,,,,,,,,,,,
1671,Eau minerale naturelle,3250392927516,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,Passover crakers gluten free,7290005811074,['France'],[],[],?,413,1728 kj(413 kcal),"8,3",4,80,"3,7","3,2","0,79","0,316",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,Saucisses fumées,2189114002341,['France'],[],[],?,235,983 kj(235 kcal),19,"7,7","0,3","0,3",16,"1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674,Brioche choco,3276861400380,['France'],[],[],?,?,,?,,?,,?,,,"['EMB 62040', 'Arques (Pas-de-Calais, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1675,Confiture Myrtille sauvage,3760252750609,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676,COCA confiserie gélifiée,2608151012590,['France'],[],[],?,337,1410 kj(337 kcal),"0,1","0,1",77,46,"5,4","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1677,Yaourt fermier,3302345610126,['France'],[],[],?,83,347 kj(83 kcal),3,2,11,10,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1678,Pate de tête (Jasse larzou),0237049034707,['France'],[],[],?,158,661 kj(158 kcal),"10,1","3,25","0,41",0,"15,9","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Tête de cèpes,3760201606704,['France'],[],[],?,126,527 kj(126 kcal),12,"1,3","3,2","0,6","3,8","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,Torsades aux pépites de chocolat,0260167012463,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,Banane,5050372220501,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,Cake Chocolat,3477320002637,['France'],[],[],?,460,1925 kj(460 kcal),"22,3",2,"55,1","32,2","4,7","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1683,Voyage en coquillage (bonbon),3663350136170,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1684,Naturals mortadelle,8007141515204,['France'],[],[],?,248,1038 kj(248 kcal),20,7,1,"0,5",16,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,Tartelettes à la fraise,3477320001906,['France'],[],[],?,487,2038 kj(487 kcal),"29,8","24,4","46,3","14,6",5,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1686,Poire Trouble,3342210000249,['France'],[],[],?,39,163 kj(39 kcal),"0,8","0,1",9,"0,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1687,Macadamianussmus,4260335835920,['France'],[],[],?,718,3004 kj(718 kcal),"75,8","12,1","13,8","4,6","7,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1688,Country Crisp 4 Noix,5010477658357,['France'],[],[],?,474,1983 kj(474 kcal),"20,8","3,9","57,7","17,4","10,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,"California Wraps, Weizen",4000446016753,['France'],[],[],?,338,1414 kj(338 kcal),"9,3","1,9","54,5","1,9","8,9","1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,Miel de montagne,3760306751170,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1691,Produits casher,0025675820173,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,Biscuits bio Cannelle saveur pomme,3760243750762,['France'],[],[],?,414,1732 kj(414 kcal),"14,8","3,2","58,7","11,8",9,"0,2","0,08",,"['Bio', 'Bio européen', 'Nutriscore', 'Nutriscore B', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1693,Filet de poulet,0278064067301,['France'],[],[],?,?,,?,,?,,?,,,,,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,,,,,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,
1694,Colomba,8009363004108,['France'],[],[],?,403,1686 kj(403 kcal),14,"7,5",61,35,"6,4","0,56","0,224",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1695,Farina tipo '0' bio,8033971745474,['France'],[],[],?,354,1481 kj(354 kcal),2,"0,4",72,"0,4",11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1696,Pamplemousse rose,8437020020701,['France'],[],[],?,34,142 kj(34 kcal),"0,1",0,"7,1","7,1","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1697,"Mosto Oro, Olio extra vergine di oliva",8009838000222,['France'],[],[],?,824,3448 kj(824 kcal),"91,6",15,0,0,0,0,0,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",91.6 g,en quantité élevée,15 g,en quantité élevée,0 g,en faible quantité,,-4%,-4%,-4%,+7%,,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,0 g,en faible quantité,-100%,-100%,7,+14%,C,+14%,,,,,,,,
1698,Saveur Ched'ar bloc,0628250985795,['France'],[],[],?,285,1192 kj(285 kcal),21,"18,4",24,0,0,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1699,Cake irange,3700029206977,['France'],[],[],?,454,1900 kj(454 kcal),18,0,18,18,"8,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1700,"Kabanos Klassik, heißgeräucherte Salamispezialität...",4004786010822,['France'],[],[],?,297,1243 kj(297 kcal),24,10,"1,5",1,"18,5","2,9","1,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Olives noires confites,3069900002153,['France'],[],[],?,158,661 kj(158 kcal),"13,5","3,5","8,2","0,4","0,9","4,3","1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1702,Nectare de Poires Williams,3760251920102,['France'],[],[],?,83,347 kj(83 kcal),"0,3",0,12,10,"0,3",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,Passata dIGPomodoro biologica,8057737591297,['France'],[],[],?,26,109 kj(26 kcal),0,0,"3,8","3,5","1,2","0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Sugar free chewing gum sans sucre,7023693713883,['France'],[],[],?,?,,?,0,?,0,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,"Med bagremov,miel",8606100027125,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Cookies Vegan,3770015186286,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1707,Crevettes 60/80,2615864027483,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Granola Baies de Gogi et  graines de chia,3770015654211,['France'],[],[],?,409,1711 kj(409 kcal),21,"2,5",42,15,13,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,4 Bagels Montréal Style au sésame,3770018084008,['France'],[],[],?,348,1456 kj(348 kcal),"2,7","0,3",67,8,"11,4","1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Bonbons aux plantes BIO 4 YOU,4054411914001,['France'],[],[],?,382,1598 kj(382 kcal),"0,1","0,1",95,66,"0,1",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Mélange bien -être,2600289057993,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1712,"Italian Expo Assortment Tin - Soft & Crunchy Amaretti, Baci",8002873021269,['France'],[],[],?,563.6364,2358 kj(563 kcal),"33,333","18,182","36,364","24,242","9,091",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Terrine d champagne au miel et auxfigues,3760148420234,['France'],[],[],?,308,1289 kj(308 kcal),26,"9,1","4,5","2,1",14,"1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Graine de lupins,3760048381994,['France'],[],[],?,449,1879 kj(449 kcal),2,"0,4","8,6","0,2","14,2","7,5",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,Huile d’olive bio,94326667927040,['France'],[],[],?,821,3435 kj(821 kcal),"91,2","19,3",0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Strix Cola,0652217037692,['France'],[],[],?,144,602 kj(144 kcal),0,0,"9,5","9,5",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Sega Original,3288194365007,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Raab Vitalfood Proteine di Riso,4019839892089,['France'],[],[],?,385,1611 kj(385 kcal),"2,9","0,9","9,6","0,5",80,"2,5",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Fins palets de chocolat,3393190038463,['France'],[],[],?,464,1941 kj(464 kcal),"25,5","15,45","50,2","45,7","5,3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Choko Lakrids,5705892008008,['France'],[],[],?,428.8,1794 kj(428 kcal),23,14,50,46,5,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Jarret crû fumé au bois de hêtre,2640366039160,['France'],[],[],?,?,,?,,?,,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Flan aux legumes d’hiver,3770015916517,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1723,Boudin Basque au piment d'espelette,2676350031681,['France'],[],[],?,248,1038 kj(248 kcal),20,"6,8","0,1","0,1",18,"1,8","0,72","['FR 64.024.003 CE', 'Anglet (Pyrénées-Atlantiques, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Achards de citrons vert,3760091669063,['France'],[],[],?,198,828 kj(198 kcal),19,2,"3,3","2,4","0,9","0,98","0,392",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Fleischschnakas pur bœuf,2250383057650,['France'],[],[],?,?,,?,,?,,?,,,"['FR 68.040.001 CE', 'Bitschwiller-lès-Thann (Haut-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
