,name,bar_code,eco_score,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,ingredients_origins,markets,nova_score,salt_quantity,salt_comment,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,manufacturing,traceability_code,link,additives,allergens,generic_name,palm_ingredients
1714,Tahin - harika,4012625466457,D,['Harika'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Produits à tartiner', 'Céréales et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Purées de céréales', 'Purées de sésame']",,['France'],[],[],55.4 g,en quantité élevée,10.5 g,en quantité élevée,0 g,en faible quantité,?,,668,+5%,2795 kj(668 kcal),+5%,"55,4",-1%,"10,5",+27%,"10,2",+60%,0,-100%,"22,3",-0%,84.4%,6.1%,3.7%,4.2%,1.7%,0.0%,47,"0,3","0,12",,,,,,0.3 g,en quantité modérée,+150%,+150%,19,+43%,E,+43%,,,,,,,
1715,Cheeseburgers mini - Auchan,3596710482054,,['Auchan'],,,['France'],[],[],,,,,,,?,,255,,1067 kj(255 kcal),,11,,11,,11,,"6,3",,31,,,,,,,,,"1,2","0,48",,,,['Auchan'],,,,,,,,,,,,,,,,
1716,Gambas,5411658021098,D,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Gambas']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,,,,,,,,,,,,,,,,,,,,
1717,Manchons de canard au cassis,3383740006219,,,,,['France'],[],[],,,,,,,?,,200,,837 kj(200 kcal),,60,,5,,1,,1,,5,,,,,,,,,10,4,,,,,,,,,,,,,,,,,,,,
1718,Su böreği patatesli,4027394001723,,,,,['France'],[],[],,,,,,,?,,265,,1109 kj(265 kcal),,10,,"4,5",,40,,"1,7",,4,,,,,,,,,"1,1","0,44",,,,,,,,,,,,,,,,,,,,
1719,Blanc des Hautes-Pyrénées - La marque de lait des éleveurs,770012051655,,['La marque de lait des éleveurs'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Gelée royale -,3263627882313,,,"['Produits de la ruche', 'Gelée royale']","['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Filet de canard,2461090017329,D,,"['Viandes', 'Volailles', 'Canards', 'Filets de canard']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,,,,,,,,,,,,,,,,,
1722,POULET JaUne,2228351026304,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 32.107.030 CE', 'Condom (Gers, France)']",,,,,
1723,Munz Swiss Premium Zartbitter Orange / Mandeln 100G,7613900080350,,,,,['France'],[],[],,,,,,,?,,574,,2402 kj(574 kcal),,40,,22,,44,,41,,"5,4",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1724,Cuiseur de riz,3523930089794,,,,,['France'],[],[],,,,,,,?,,580,,2427 kj(580 kcal),,84,,10,,10,,1,,5,,,,,,,,,2,"0,8",,,,,,,,,,,,,,,,,,,,
1725,Beurre cru Fermier et Bio Doux,3760284321303,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 16.016.001 CE', 'Ansac-sur-Vienne (Charente, France)']",,,,,
1726,Miel acacia,3263628400042,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,
1727,Chocolat au beurre de cacao,3344690020830,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,"0,22","0,088",,,,,,,,,,,,,,,,,,,,
1728,Escargots de Bourgogne,3368280100047,,,,,['France'],[],[],,,,,,,?,,79,,331 kj(79 kcal),,"2,1",,"0,56",,"0,5",,"0,3",,"14,4",,,,,,,,,"0,9","0,36",,,,,,,,,,,,,,,,,,,,
1729,Foie gras de canard entier mi-cuit - Maison Occitane,3443705068420,B,['Maison Occitane'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",,['France'],[],[],57 g,en quantité élevée,24 g,en quantité élevée,1.7 g,en faible quantité,?,,549,+7%,2297 kj(549 kcal),+7%,57,+8%,24,+7%,"2,3",-1%,"1,7",+26%,"7,1",+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"1,3","0,52",,,,,,1.3 g,en quantité modérée,+7%,+7%,21,+2%,E,+2%,,,,,,,
1730,Monoprix,3350033527072,,['Monoprix'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,['Monoprix'],,,,,,,,,,,,,,,,
1731,Cuisses de grenouilles congelées,3278160707702,,,"['Viandes', 'Grenouille', 'Cuisses de Grenouilles']",,['France'],[],[],1 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,?,,69,-49%,289 kj(69 kcal),-50%,1,-87%,"0,8",-80%,0,-100%,0,-100%,"15,1",-2%,,,,,,,,"0,3","0,12",,,,,,0.3 g,en quantité modérée,-38%,-38%,-4,-263%,A,-263%,,,,,,,
1732,Seitan gourmet grill,2550208002866,,,,,['France'],[],[],,,,,,,?,,144,,602 kj(144 kcal),,"4,6",,"0,3",,"6,2",,"0,5",,19,,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1733,Ginseng,3700803900084,,,,"['Bio', 'Bio européen', 'FR-BIO-10']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Confiture d'abricot -,3760252202153,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,52 g,en quantité élevée,930,+2%,?,,930 kj(222 kcal),+1%,"0,5",+121%,"0,1",+134%,52,-2%,52,+3%,"0,7",+39%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,"0,03","0,012",,,,,,0.03 g,en faible quantité,+36%,+36%,10,+11%,C,+11%,,,,,,,
1735,Petit bonhomme de Noel à l'orange,3552085010353,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Le Torchonay,0209083023092,,,,,['France'],[],[],,,,,,,?,,137,,573 kj(137 kcal),,"6,2",,"2,8",,"0,7",,"0,7",,"19,8",,,,,,,,,"1,91","0,764",,,,,,,,,,,,,,,,,,,,
1737,Boudin blanc normand a la truffe brumale 1%,2696427034049,,,,,['France'],[],[],,,,,,,?,,783,,3276 kj(783 kcal),,15,,"6,5",,"3,6",,"0,8",,"9,8",,,,,,,,,2,"0,8",,,,,,,,,,,,,,,"['FR 76.681.001 CE', 'Sotteville-lès-Rouen (Seine-Maritime, France)']",,,,,
1738,Duo peres noel et bonhommes de neige,3344690020922,,,,,['France'],[],[],,,,,,,?,,539,,2255 kj(539 kcal),,"30,9",,"18,6",,"57,4",,"56,6",,"6,3",,,,,,,,,"0,22","0,088",,,,,,,,,,,,,,,,,,,,
1739,Grand vin de bordeaux,3480520304425,,,,,['France'],[],[],,,,,,,?,,402,,1682 kj(402 kcal),,30,,20,,20,,0,,0,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,
1740,Jambon cru de pays,3275461004790,,,,,['France'],[],[],,,,,,,?,,218,,912 kj(218 kcal),,13,,"4,9",,"0,8",,"0,5",,"24,4",,,,,,,,,"4,8","1,92",,,,,,,,,,,,,,,,,,,,
1741,Chocolat de marlieu,3700699907143,,,,,['France'],[],[],,,,,,,?,,502,,2100 kj(502 kcal),,32,,14,,48,,37,,"6,59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Mélange Mexicain,2600692018963,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1743,Tomme des Pyrénées IGP -,2488000017385,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Produits de montagne', 'Fromages de montagne', 'Tommes', 'Tomme des Pyrénées']",,['France'],[],[],28 g,en quantité élevée,20 g,en quantité élevée,0.5 g,en faible quantité,?,,1436,+314%,6008 kj(1436 kcal),+314%,28,-1%,20,+1%,15,+1072%,"0,5",+54%,22,+2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"1,8","0,72",,,,,,1.8 g,en quantité élevée,+1%,+1%,22,+37%,E,+37%,,,,,,,
1744,Filet de Poulet,0213400038904,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,?,,2,-98%,8 kj(2 kcal),-99%,"1,3",-55%,"0,4",-46%,"0,4",-16%,0,-100%,23,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,23,"9,2",,,,,,23 g,en quantité élevée,+2967%,+2967%,5,,C,,,,,,,,
1745,3 filets de poulet,0217745028347,D,,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['Barquette', 'Film en plastique']",,,,,,,,,,,,,,,,,,
1746,Pain d'épice -,0209973026899,B,,"['Biscuits et gâteaux', ""Pains d'épices""]",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,61.5%,18.9%,9.5%,5.0%,5.0%,0.0%,90,0,0,,,,,,0 g,en faible quantité,-100%,-100%,,,,,,,,,,,
1747,Fromage de brebis Cht'i Aveyronnais,2305442005544,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Tarallini,8010397003999,,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,6,,"1,5",,22,,1,,3,,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1749,La corne de bœuf,2363099001722,,,,,['France'],[],[],,,,,,,?,,418.8,,1752 kj(418 kcal),,"33,1",,"11,6",,"0,1",,"0,1",,"30,1",,,,,,,,,2,"0,8",,,,,,,,,,,,,,,,,,,,
1750,Pomme crisps pink pink lady,0205834011158,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Chorizo,8414169226409,D,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,['France'],[],[],27.6 g,en quantité élevée,11 g,en quantité élevée,3.3 g,en faible quantité,?,,1462,+259%,6117 kj(1462 kcal),+258%,"27,6",-19%,11,-15%,"3,3",+13%,"3,3",+84%,"21,5",-6%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,"3,3","1,32",,,,,,3.3 g,en quantité élevée,-12%,-12%,30,+26%,E,+26%,,,,,,,
1752,Pur jus clementine,3770001414553,,,,,['France'],[],[],,,,,,,?,,44,,184 kj(44 kcal),,"0,1",,0,,10,,10,,"0,7",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1753,malaika,2066654165760,,,,,['France'],[],[],,,,,,,?,,350,,1464 kj(350 kcal),,"0,1",,"0,1",,0,,0,,"8,8",,,,,,,,,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
1754,4 cuisse de poulet,0253075035822,D,,"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,
1755,Marine Tandoori,3760275572332,,,,,['France'],[],[],,,,,,,?,,265,,1109 kj(265 kcal),,3,,"0,6",,48,,38,,"9,1",,,,,,,,,"9,6","3,84",,,,,,,,,,,,,,,,,,,,
1756,bohenenpeperroni scharf,8690804361791,,,,,['France'],[],[],,,,,,,?,,26,,109 kj(26 kcal),,"0,6",,"0,1",,"1,3",,"0,5",,"0,8",,,,,,,,,"3,9","1,56",,,,,,,,,,,,,,,,,,,,
1757,Gateau de caramel,5600491721139,,,,,['France'],[],[],,,,,,,?,,155,,649 kj(155 kcal),,"14,8",,"2,3",,"52,5",,"29,6",,"6,8",,,,,,,,,"0,96","0,384",,,,,,,,,,,,,,,,,,,,
1758,Riz thaï - Perliz,2039860407443,C,['Perliz'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz parfumés', 'Riz de variété indica', 'Riz long grain', 'Riz thaï']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,,,,,,,,,,,,,,
1759,Mousse pur canard qualité supérieure,2212401015097,,,,,['France'],[],[],,,,,,,?,,410,,1715 kj(410 kcal),,40,,13,,3,,"1,5",,"9,5",,,,,,,,,"1,6","0,64",,,,,,,,,,,,,,,,,,,,
1760,3 escalopes de dinde,2860136029195,D,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",,['France'],[],[],1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,?,,105,-13%,439 kj(105 kcal),-13%,1,-24%,"0,3",-26%,0,-100%,0,-100%,24,+5%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"0,18","0,072",,,,,,0.18 g,en faible quantité,-68%,-68%,-4,,A,,,"['FR 85.215.001 CE', 'Saint-Fulgent (Vendée, France)']",,,,,
1761,Calendier avant minion,5425019203368,,,,,['France'],[],[],,,,,,,?,,541,,2264 kj(541 kcal),,32,,19,,57,,56,,"5,6",,,,,,,,,"0,2","0,08",,,,,,,,,,,,,,,,,,,,
1762,Plateau choucroute garnie,3004106900759,,,,,['France'],[],[],,,,,,,?,,150,,628 kj(150 kcal),,"11,6",,4,,"1,1",,"0,5",,"6,7",,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
1763,Dinde nourrie aux graines de lin,0215289029127,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1764,Barres de son d’avoine,3700657303598,,,,,['France'],[],[],,,,,,,?,,351,,1469 kj(351 kcal),,"11,2",,"1,4",,"54,4",,2,,"13,9",,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1765,Sorbet citron,3760125220123,,,,,['France'],[],[],,,,,,,?,,177,,741 kj(177 kcal),,"6,6",,"5,9",,39,,37,,"0,5",,,,,,,,,"0,2","0,08",,,,,,,,,,,,,,,,,,,,
1766,Nouilles aux drêches du brasseur,3770015975002,,,,,['France'],[],[],,,,,,,?,,304,,1272 kj(304 kcal),,"4,4",,"0,6",,"40,7",,"8,2",,"15,3",,,,,,,,,"1,6","0,64",,,,,,,,,,,,,,,,,,,,
1767,Emmental de Savoie IGP,0219743032012,,,,,['France'],[],[],,,,,,,?,,396,,1657 kj(396 kcal),,31,,20,,"0,3",,"0,3",,29,,,,,,,,,"0,3","0,12",,,,,,,,,,,,,,,"['EMB 35068J', 'Châteaubourg (Ille-et-Vilaine, France)']",,,,,
1768,Pluma iberique,66977949,,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,"25,7",,"0,1",,"0,1",,"0,1",,"0,2",,,,,,,,,"1,4","0,56",,,,,,,,,,,,,,,,,,,,
1769,Sachet dejeunettes ×3,0207002005907,,,,,['France'],[],[],,,,,,,?,,286,,1197 kj(286 kcal),,"1,5",,"0,2",,57,,"2,1",,10,,,,,,,,,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
1770,Carambar hot,3664346312493,,,,,['France'],[],[],,,,,,,?,,387,,1619 kj(387 kcal),,"4,3",,"2,2",,86,,56,,"0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,Morbier AOP bio,2856761035687,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 44.014.002 CE', 'Bignon (Loire-Atlantique, France)']",,,,,
1772,Gouda Vieux AOP Réserve,0212431027291,,,,,['France'],[],[],,,,,,,?,,432,,1807 kj(432 kcal),,36,,24,,0,,0,,28,,,,,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
1773,Pain sans gluten,3701424000054,,,,,['France'],[],[],,,,,,,?,,263,,1100 kj(263 kcal),,"7,3",,"0,7",,36,,3,,"9,5",,,,,,,,,"1,1","0,44",,,,,,,,,,,,,,,,,,,,
1774,La Bio - Brasserie de Bellefois,3760093280334,,['Brasserie de Bellefois'],,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,Trees!,3596655221930,,,,,['France'],[],[],,,,,,,?,,516,,2159 kj(516 kcal),,29,,"11,2",,"54,6",,"48,3",,"12,9",,,,,,,,,"0,8","0,32",,,,,,,,,,,,,,,,,,,,
1776,Haricots verts extra fin,3083681127850,,,,,['France'],[],[],,,,,,,?,,20,,84 kj(20 kcal),,"0,1",,0,,"1,5",,"0,5",,"1,6",,,,,,,,,"0,58","0,232",,,,,,,,,,,,,,,,,,,,
1777,Germe de blé - GERMLINE,1415205115401,,['GERMLINE'],,"['Bio', 'Bio européen', 'FR-BIO-01']",['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Paté grand-mère,2368862005020,,,,,['France'],[],[],,,,,,,?,,489,,2046 kj(489 kcal),,50,,20,,"0,5",,0,,"9,1",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1779,Patisserie cacauete,7896059100166,,,,,['France'],[],[],,,,,,,?,,506,,2117 kj(506 kcal),,27,,4,,50,,50,,17,,,,,,,,,"0,34","0,136",,,,,,,,,,,,,,,,,,,,
1780,Tiramisu crema mascarpone e caffe - Paluani,8002540000573,,['Paluani'],,,['France'],[],[],,,,,,,?,,374,,1565 kj(374 kcal),,16,,"9,2",,50,,15,,"6,8",,,,,,,,,"0,75","0,3",,,,,,,,,,,,,,,,,,,,
1781,Gaufrettes apéritives,3700254082100,,,,,['France'],[],[],,,,,,,?,,506,,2117 kj(506 kcal),,28,,18,,47,,10,,16,,,,,,,,,"2,8","1,12",,,,,,,,,,,,,,,,,,,,
1782,High drainer,3760103006848,,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1783,Manzanilla con Anís,8480024367013,,,,,['France'],[],[],,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,"0,2",,"0,1",,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1784,Palet au amande,3687600000004,,,,,['France'],[],[],,,,,,,?,,577,,2414 kj(577 kcal),,39,,"19,5",,49,,47,,"7,7",,,,,,,,,"0,2","0,08",,,,,,,,,,,,,,,,,,,,
1785,Iphone,0190199504288,,,,,['France'],[],[],,,,,,,?,,100,,418 kj(100 kcal),,0,,0,,0,,0,,1,,,,,,,,,1,"0,4",,,,,,,,,,,,,,,,,,,,
1786,araignées et vers de terre,3700345907442,,,,,['France'],[],[],,,,,,,?,,329,,1377 kj(329 kcal),,"0,5",,"0,5",,78,,50,,"4,8",,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1787,Activia cerise - Danone,9043191364361,C,['Danone'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts au Bifidus', 'Yaourts aromatisés', 'Yaourts aux fruits', 'Yaourts à la cerise', 'Yaourts au bifidus aromatisés', 'Yaourts au bifidus aux fruits', 'Yaourts aromatisés sucrés non allégés en matières grasses']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,77.8%,8.7%,5.9%,4.4%,2.5%,0.7%,68,,,,,,,,,,,,,,,,,,,,,,
1788,Emmental,5400740017095,,,,,['France'],[],[],,,,,,,?,,379,,1586 kj(379 kcal),,29,,19,,"0,5",,"0,5",,29,,,,,,,,,"0,7","0,28",,,,,,,,,,,,,,,,,,,,
1789,Bisque d’ecrevisses,3383740008695,,,,,['France'],[],[],,,,,,,?,,111,,464 kj(111 kcal),,9,,"5,1",,"4,1",,"1,6",,"3,1",,,,,,,,,"0,58","0,232",,,,,,,,,,,,,,,,,,,,
1790,Fourme d'Ambert,2230100001845,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Brandade de Morue,0293417019097,E,,"['Plats préparés', 'Plats préparés au poisson', 'Brandades de morue']",,['France'],[],[],4.6 g,en quantité modérée,1.5 g,en quantité modérée,0 g,en faible quantité,?,,115,-48%,481 kj(115 kcal),-48%,"4,6",-72%,"1,5",-29%,14,+78%,0,-100%,"3,8",-44%,90.1%,2.6%,1.1%,5.1%,0.6%,0.4%,21,0,0,,,,,,0 g,en faible quantité,-100%,-100%,0,-100%,B,-100%,,,,,,,
1792,Emmental U à la coupe,2804101027816,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,Naps mix,8692364730369,,,,,['France'],[],[],,,,,,,?,,543,,2272 kj(543 kcal),,32,,18,,56,,55,,"6,2",,,,,,,,,"0,38","0,152",,,,,,,,,,,,,,,,,,,,
1794,Pane di semola - 250g,8003451502484,,,,,['France'],[],[],,,,,,,?,,255,,1067 kj(255 kcal),,"2,3",,"0,4",,47,,"8,1",,10,,,,,,,,,2,"0,8",250 g,,,,,,,,,,,,,,,,,,,
1795,Pommes salardaises,3270120599006,,,,,['France'],[],[],,,,,,,?,,184,,770 kj(184 kcal),,"9,9",,"2,5",,20,,"0,9",,"2,3",,,,,,,,,"0,5","0,2",,,,,,,,,,,,,,,,,,,,
1796,Pane integrale,8003451504297,,,,,['France'],[],[],,,,,,,?,,251,,1050 kj(251 kcal),,"1,7",,"0,2",,46,,"2,4",,"9,8",,,,,,,,,"1,3","0,52",,,,,,,,,,,,,,,,,,,,
1797,Pate de tete,3770002920077,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,Beaujolais nouveau 2018 LA GUINGUETTE,3395940538995,C,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Beaujolais', 'Beaujolais nouveau']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,['France'],,,,,,,,,,,,,,,,,
1799,Fromage Fermier Pur Chevre,3770002457078,E,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de chèvre']",,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,,,,,,,,,,,,,,,,,"['FR 01.335.050 CE', 'Saint-André-le-Bouchoux (Ain, France)']",,,,,
1800,Melon déshydrate,5660203031093,,,,,['France'],[],[],,,,,,,?,,354,,1481 kj(354 kcal),,0,,0,,87,,72,,0,,,,,,,,,"0,75","0,3",,,,,,,,,,,,,,,,,,,,
1801,Haricots beurre,3663783000659,,,,,['France'],[],[],,,,,,,?,,30,,126 kj(30 kcal),,"0,5",,"0,1",,"4,1",,"0,7",,14,,,,,,,,,"0,63","0,252",,,,,,,,,,,,,,,,,,,,
1802,Viennois L original,3023290050408,,,,,['France'],[],[],,,,,,,?,,155,,649 kj(155 kcal),,"7,6",,"5,1",,"18,4",,"16,4",,"2,9",,,,,,,,,"0,1","0,04",,,,,,,,,,,,,,,,,,,,
1803,Bolognaise,3263450119396,,,,,['France'],[],[],,,,,,,?,,88,,368 kj(88 kcal),,"3,6",,"1,3",,"9,9",,"5,6",,"3,4",,,,,,,,,"0,9","0,36",,,,,,,,,,,,,,,,,,,,
1804,Bonbons au miel,3770010981299,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Ravioles au Roquefort AOP Gabriel Goulet,3760177674684,,,,,['France'],[],[],,,,,,,?,,285,,1192 kj(285 kcal),,13,,"7,3",,24,,"0,8",,12,,,,,,,,,"0,92","0,368",,,,,,,,,,,,,,,,,,,,
1806,Vitakraft - Drops Au Yaourt Pour Lapins Nains - 75G,4008239257895,,,,,['France'],[],[],,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Cheesecake relleno de fresa,8429360002554,C,,"['Biscuits et gâteaux', 'Gâteaux', 'Cheesecakes']",,['France'],[],[],21 g,en quantité élevée,14 g,en quantité élevée,11 g,en quantité modérée,?,,262,-15%,1096 kj(262 kcal),-14%,21,+23%,14,+43%,15,-54%,11,-51%,3,-34%,75.3%,15.7%,3.4%,3.2%,1.9%,0.5%,56,"0,55","0,22",,,,,,0.55 g,en quantité modérée,+66%,+66%,17,+2%,D,+2%,,,,,,,
1808,Beauty Bursts,0016185129399,,,,,['France'],[],[],,,,,,,?,,40,,167 kj(40 kcal),,1,,"0,01",,6,,4,,2,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
1809,Sfoglie olio extra vergine di oliva e un pizzico di sale,7622210672940,,,,,['France'],[],[],,,,,,,?,,464,,1941 kj(464 kcal),,18,,"2,7",,65,,"1,4",,"9,9",,,,,,,,,"1,7","0,68",,,,,,,,,,,,,,,,,,,,
1810,Purée de pêche blanche,5057624372162,,,,['Sans conservateurs'],['France'],[],[],,,,,,,?,,79.8,,334 kj(79 kcal),,"0,2",,0,,"20,1",,"20,1",,"0,6",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,
