,name,bar_code,brand,traceability_code,markets,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,packaging,categories,labels,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,origin_detail,producer_info,manufacturing,ingredients_origins,link,palm_ingredients,brand_owner
1393,Protein Brownie high protein - Myprotein - 75g,5055936807884,['Myprotein'],,,"['France', 'Italie']","[""' Protéine de Lait"", 'Glycérine', 'Peptides de Glutamine ', 'Blé', 'Farine dlAvoine', 'Huile Végétale ', 'Palme', 'Pépites de Chocolat ', '9%', ' ', 'Pâte de Cacao', 'Sucre', 'Émulsifiant ', 'Lécithine de Soja', 'Aromatisant', 'Maltodextrine', 'Protéine de So?a', 'Cacao en Poudre', 'Poudre à lever ', 'Bicarbonate de Soude', 'Crème de Tartre', 'Aromatisant', 'dulcorant ', 'Sucralose', ' ALLERGÈNES: Pour les allergènes', 'y compris les céréales contenant du gluten', 'voir les ingrédients en gras', ' Peut aussi contenir des noix et des arachides', 'INFORMATIONS IMPORTANTES:']","['E422 - Glycérol', 'E322i - Lécithine', 'E500ii - Carbonate acide de sodium', 'E336 - Tartrates de potassium', 'E955 - Sucralose']","['Gluten', 'Lait', 'Fruits à coque', 'Arachides', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,383,1602 kj(383 kcal),13,"5,7",35,"5,3",30,"0,4","0,16",E,75g,,"['Biscuits et gâteaux', 'Gâteaux', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Gâteaux au chocolat', 'Brownies']",,13 g,en quantité modérée,5.7 g,en quantité élevée,5.3 g,en quantité modérée,0.4 g,en quantité modérée,,-16%,-16%,-49%,-31%,-27%,-85%,+407%,+5%,+5%,9,-53%,C,-53%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,,,,,,,['Huile de palme'],
1394,High Protein Flapjack (sample) - Chocolate - 80G - Myprotein,5055936810266,['Myprotein'],,,['France'],"['oats ', '25%', 'golden syrup', 'isolated soy protein ', '19%', ' ', 'soya lecithin', 'fructo-oligosaccharide', 'salted butter ', 'milk', 'salt', 'margarine ', 'vegetable oils ', 'palm oil', 'rapeseed oil', 'water', 'salt', 'natural flavouring', 'emulsifier ', 'e475', 'dark chocolate chunks ', '5%', ' ', 'cocoa mass', 'sugar', 'emulsifier ', 'soy lecithin', 'vanilla extract', 'whey protein isolate ', '4%', ' ', 'milk', 'brown sugar', ' dark chocolate contains cocoa solids 50% minimum', ' allergens: for allergens', 'including cereals containing gluten', 'see ingredients in bold', ' important informätion:']","['E322i - Lécithine', ""E475 - Esters polyglycériques d'acides gras""]","['Lait', 'Avoine', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,412,1724 kj(412 kcal),24,"9,3",39,25,15,7,"2,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,"Protein Cookie, Cookies Und Cream, 12 X - Myprotein",5055936815452,['Myprotein'],,,['France'],['e N1310èld 9 SBI>IOOO NI*IOUAW MYPROTEW OOVAIXO COOKIES CREAM FLAVOUR e PROTEIN COOKIE 900g'],,['Lait'],[],,?,426,1782 kj(426 kcal),"13,3","5,2",26,"9,6",50,"0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,"Protein Wafers Peanut Butter - MyProtein - 41,1g",5055936830189,['MyProtein'],,,['France'],[],,,[],,?,481,2013 kj(481 kcal),"22,9","14,3","31,5","14,4","36,5","0,5","0,2",C,"41,1 g",,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Gaufrettes', 'Gaufrettes fourrées']",,22.9 g,en quantité élevée,14.3 g,en quantité élevée,14.4 g,en quantité élevée,0.5 g,en quantité modérée,,-4%,-4%,-7%,-4%,-49%,-59%,+599%,+55%,+55%,21,-5%,E,-5%,76.6%,12.3%,5.4%,2.8%,2.9%,0.0%,70,,,,,,,,
1397,"Peanut Butter, Coconut Flavoured, Erdnuss, Kokosnu. .. - Myprotein",5055936830226,['Myprotein'],,,['France'],"['Cacahuetes grillées [Avec la peau', ' [75%]', 'noix de coco [22%]', 'miel', ' 1 allergènes', 'voir les ingrédients listés en gras', ' Peut aussi contenir des SUGGÉREZ Idéal comme pâte à tartiner ou agent de cuisson Parfois', 'test un phénomène tout à fait naturel', ' Remuer simplement INFORMATIONS IMPORTANTES', ' À conserver dans un endroit frais et sec', ' Une fois ouvert', 'à consommer de préférence dans les 3 mois']",,,['Non végétalien'],,?,607,2540 kj(607 kcal),49,19,13,"7,9",24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,Cookie Chocolat - MyProtein - 12x 75g,5055936839540,['MyProtein'],,,"['France', 'Espagne']",[],,,"['Végétalien', 'Végétarien']",,?,385,1611 kj(385 kcal),12,"5,2",50,22,18,"0,7","0,28",D,12 x 75 g,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']","['Végétarien', 'Végétalien']",12 g,en quantité modérée,5.2 g,en quantité élevée,22 g,en quantité élevée,0.7 g,en quantité modérée,,+4%,+4%,-8%,-12%,+53%,+65%,-39%,+43%,+43%,16,+55%,D,+55%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,,,,,,,,
1399,Barre Protéinée Elite Chocolat noir & Baie - Myprotein - 12x 70g,5055936873674,['Myprotein'],,,['France'],"['Mélange de protéine ', '19%', ' ', 'concentré de protéine de whey ', 'lait', 'protéine de lait', ' enrobage chocolat au lait ', '14%', ' ', 'édulcorants ', 'Isomalt', 'sucralose', 'huile de palme non hydrogéné et noyaux de palme', 'whey en poudre ', 'lait', 'cacao allegé en poudre', 'émulsifiants ', 'lécithine de soja', 'polyricinoléate de polyglycérol', 'collagène hydrolysé', ' humectant ', 'glycérol', 'malitol', 'maltodextrine', 'oligofructose', 'eau', 'huile de noix de coco', 'épaississant ', 'amidon de maïs cireux modifié', 'lait écrémé en poudre', 'cacao en poudre', 'agent de glaçage ', 'pectine', 'agent raffermissant ', 'lactate de calcium', ' émulsifiant ', 'lécithine de soja', 'aromatisant', 'sel', 'épaississant ', 'gomme de xanthane', 'morceaux de bonbons sans sucre saveur fraise ', '6%', 'édulcorants ', 'isomalt', 'maltitol', 'eau', 'aromatisant', ""régulateur d'acidité "", 'acide citrique', 'colorants ', 'carmine', 'dioxyde de titamium', 'eau', 'huile de colza', ' aromatisants', 'acide ', 'acide citrique', 'sel', 'édulcorants ', 'sucralose', 'antioxydant ', 'mélange naturel de tocophérols']","['E953 - Isomalt', 'E955 - Sucralose', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E422 - Glycérol', 'E440 - Pectines', 'E327 - Lactate de calcium', 'E415 - Gomme xanthane', 'E965 - Maltitol', 'E330 - Acide citrique', 'E120 - Acide carminique']","['Lait', 'Soja']","['Non végétalien', 'Non végétarien']",4,?,326,1364 kj(326 kcal),"8,2","5,7",34,"2,2",37,"0,37","0,148",,12 x 70 g,"['Sachet', 'Carton']","['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,8.2 g,en quantité modérée,5.7 g,en quantité élevée,2.2 g,en faible quantité,0.37 g,en quantité modérée,,-12%,-12%,-37%,-3%,+4%,-83%,+26%,-24%,-24%,0,-100%,B,-100%,,,,,,,,,,,,,,['Huile de palme'],
1400,Barre Hyper Protéinée Chocolat Noix de coco - Myprotein - 80g,5055936873735,['Myprotein'],,,['France'],"['Saveur Chocolat Noix de coco: Mélange de Protéines ', '18%', ' ', 'Protéine de Lait', 'Concentrat de Protéine de Whey ', 'Lait', 'Humidifiant ', 'Glycérol', ' Maltitol', ' Collagène Hydrolysé', ' Enrobage Saveur Chocolat au Lait ', '14%', ' ', 'Edulcorants ', 'Isomalt', 'Sucralose', 'Huile de Palme Non-Hydrogénée et Huile de Palme', ' Poudre de Whey ', 'Lait', ' Chocolat Maigre en Poudre', 'Farine de Blé Enrichie ', 'Farine de Blé', 'Carbonate de Calcium', 'Fer', ' Niacine', ' Thiamine', ' Emulsifiants ', 'Lécithine de Soja', ' E476', ' Arôme Naturel', 'Fructo-Oligosaccharides', 'Isolat de Protéine de Soja', ' Agent de Charge ', 'Polydextrose', ' Noix de Coco asséchée', 'Arôme', 'Huile de Colza', 'Sel', 'Edulcorant ', 'Sucralose', 'Antioxydant ', 'Tocophérols Mixtes Naturels']","['E422 - Glycérol', 'E965 - Maltitol', 'E953 - Isomalt', 'E955 - Sucralose', 'E322i - Lécithine', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin"", 'E1200 - Polydextrose', 'E307c - Tocophérol']","['Gluten', 'Lait', 'Soja']","['Huile de palme', 'Non végétalien']",4,?,336,1406 kj(336 kcal),8,"6,7",29,"3,6",38,"0,5","0,2",,80 g,['Sachet'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']",,8 g,en quantité modérée,6.7 g,en quantité élevée,3.6 g,en faible quantité,0.5 g,en quantité modérée,,-9%,-9%,-38%,+14%,-11%,-73%,+30%,+2%,+2%,7,-32%,C,-32%,,,,,,,,,,,,,,['Huile de palme'],
1401,Sirop Zéro Erable - Bulk - 400ml,5055950600546,['Bulk'],,,['France'],"['Eau', 'épaississants ', 'carboxyméthylcellulose de sodium', 'gomme xanthane', 'arôme naturel', 'sel', 'acide ', 'acide lactique', 'colorant ', 'caramel E150d', 'édulcorant ', 'Sucralose', 'conservateurs ', 'sorbate de potassium', 'benzoate de sodium']",,,[],,?,4,17 kj(4 kcal),0,0,0,0,0,"0,55","0,22",,400 ml,['Plastique'],"['Boissons', 'Sirops', 'Boissons édulcorées']",['Entrepreneurs + Engagés'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.55 g,en quantité modérée,,-73%,-71%,-100%,-100%,-100%,-100%,-100%,+1476%,+1476%,2,-54%,C,-54%,,,,,,,,,,,,,,,
1402,Sirop Zéro Vanille - Bulk Powders - 400ml,5055950600553,"['Bulk Powders', 'Bulk']",,,['France'],"['Eau', 'épaississants ', 'carboxyméthylcellulose de sodium', 'gomme xanthane', 'arôme naturel', 'sel', 'acide ', 'acide lactique', 'colorant ', 'caramel E150d', 'édulcorant ', 'Sucralose', 'conservateurs ', 'sorbate de potassium', 'benzoate de sodium']","['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E270 - Acide lactique', ""E150d - Caramel au sulfite d'ammonium"", 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,4,17 kj(4 kcal),0,0,0,0,0,"0,55","0,22",,400 ml,['Plastique'],['Sirops'],['Point Vert'],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.55 g,en quantité modérée,,-98%,-98%,-100%,-100%,-100%,-100%,-100%,+1367%,+1367%,1,-92%,B,-92%,,,,,,,,,,,,,,,
1403,Sirop zéro Chocolat Caramel - Bulk - 400ml,5055950603028,['Bulk'],,,['France'],"['Eau', 'épaississants ', 'carboxyméthylcellulose de sodium', 'gomme xanthane', 'arôme naturel', 'sel', 'acide ', 'acide lactique', 'colorant ', 'caramel E150d', 'édulcorant ', 'Sucralose', 'conservateurs ', 'sorbate de potassium', 'benzoate de sodium']","['E466 - Carboxyméthylcellulose', 'E415 - Gomme xanthane', 'E270 - Acide lactique', ""E150d - Caramel au sulfite d'ammonium"", 'E955 - Sucralose', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E211 - Benzoate de sodium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,?,6,25 kj(6 kcal),0,0,"0,4","0,4",0,"0,31","0,124",B,400 ml,['Plastique'],"['Boissons', 'Édulcorants', 'Sirops', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants artificiels', 'Sirops aromatisés']",,,,,,,,,,,-97%,-97%,-100%,-100%,-99%,-98%,-100%,-65%,-65%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,
1404,Lively Lemon Flapjack - Graze,5055958700255,['Graze'],,,"['France', 'Royaume-Uni']","['whole British oats ', '42%', 'margarine ', 'vegetable oils [rapeseed', 'palm]', 'water', 'salt', 'demerara sugar', 'golden syrup', 'lemon curd ', '2%', ' ', 'sugar', 'butter [milk]', 'lemon juice', 'pasteurised free-range egg yolk', 'pasteurised free-range whole egg', 'acidity regulator: citric acid', 'gelling agent: citrus pectin', 'lemon oil', 'yoghurt drizzle ', 'sugar', 'vegetable oils [palm', 'palm kernel]', 'whey powder [milk]', 'skimmed milk yoghurt powder', 'fortified wheat flour [wheat flour', 'calcium carbonate', 'iron', 'niacin', 'thiamin]', 'emulsifier: soya lecithin', 'natural lemon flavouring']","['E330 - Acide citrique', 'E440 - Pectines', 'E322i - Lécithine']","['Gluten', 'Lait']",['Non végétalien'],4,?,466,1950 kj(466 kcal),25,"7,5",52,13,"6,6","0,53","0,212",,,,['Snacks'],,25 g,en quantité élevée,7.5 g,en quantité élevée,13 g,en quantité élevée,0.53 g,en quantité modérée,,+4%,+4%,+20%,-17%,-7%,-57%,+5%,+1%,+1%,11,-39%,D,-39%,,,,,,,,,,,,,,,
1405,Protein Bites with Whole Oats - Graze,5055958701078,['Graze'],,,['France'],[],,,[],,?,457,1912 kj(457 kcal),27,"7,9",42,23,15,"0,9","0,36",,,['card-carton'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,SlimFast Simply Vanilla Flavour Shake,5055967550513,,,,['France'],"['skimmed milk powder', 'maltodextrin', 'inulin', 'soya bean oil', 'milk proteins', 'thickener ', 'xanthan gum', ""vitamins and minerals'"", 'natural flavouring', 'emulsifiers ', 'powdered cellulose', 'sodium carboxy methyl cellulose', 'soya lecithin', 'sweetener ', 'sucralose', 'colour ', 'carotenes', ' for allergens', 'see ingredients in bold', "" ' vitamins and minerals: potassium phosphate"", 'magnesium oxide', 'iron pyrophosphate', 'zinc gluconate', 'vitamin c', 'vitamin e', 'niacin', 'copper gluconate', 'vitamin a', 'manganese sulphate', 'sodium selenite', 'vitamin d', 'folic acid', 'vitamin b6', 'thiamine']","['E415 - Gomme xanthane', 'E460ii - Cellulose en poudre', 'E466 - Carboxyméthylcellulose', 'E322i - Lécithine', 'E955 - Sucralose', 'E160a - Carotènes mélangés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']",['Soja'],"[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,?,85,356 kj(85 kcal),"1,1","0,2","14,1","7,7","5,6","0,18","0,072",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,Impact Whey isolate - Myprotein,5056104503232,['Myprotein'],,,['France'],"['Isolat de Protéire de Whey ', 'Lait', ' ', '100%', 'Emulsifiant ', 'Lécithine de Sola', ' ALLERGÈNES: Pour lesallergeres', 'voir irgrédients en gras', ' Peut aussi contenir: œuf', ' DOSAGE SUGGÉRÉ: Les protéires contribuert à la croissance et au maintien de la masse musculaire donc', ""afin de tirer parti au mieux de ce produit nous recommandons d'ajouter 1 grandes mesure "", '25g', "" à 150-250ml d'eau ou de lait dans ur shaker Myprotein 30 mirutes avart et/ou après votre séance d'entraînement Comme alternative"", 'consommer à tout moment de la journée pour augmenter votre apport quotidien er protéines INFORMATIONS IMPORTANTES: A conserver dars un endroit frais et sec', ""à l'abri de la lumière directe du soleil"", ""Ce produit est destiné à être utilisé en complément d'un mode de vie actif et d'ure alimertatior équilibrée"", ' Conüert aux végétariens,']",['E322i - Lécithine'],"['Œufs', 'Lait']",['Non végétalien'],4,?,373,1561 kj(373 kcal),"0,3","0,3","2,5","2,5",90,"0,5","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,Overnight recovery blend - MyProtein,5056104531938,['MyProtein'],,,"['France', 'Espagne']",[],,,[],,?,342,1431 kj(342 kcal),"3,4",1,"5,8","3,5",71,"0,1","0,04",,,,['Compléments alimentaires'],,3.4 g,en quantité modérée,1 g,en faible quantité,3.5 g,en faible quantité,0.1 g,en faible quantité,,+18%,+18%,-46%,-60%,-70%,-51%,+108%,-82%,-82%,-1,-115%,A,-115%,,,,,,,,,,,,,,,
1409,Impact whey protein Chocolat Brownie - MyProtein - 250g,5056104532683,['MyProtein'],,,['France'],"['Concentré de Protéine de Whey ', 'Lait 86% Poudre de cacao réduite en lipides', 'Aromatisant', 'Edulcorant ', 'Sucralose]']",['E955 - Sucralose'],['Lait'],['Végétarien'],4,?,1560,6530 kj(1560 kcal),"7,6","19,6",8,"3,6",72,"0,24","0,096",,250 g,['Plastique'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Protéines en poudre']",['Végétarien'],7.6 g,en quantité modérée,19.6 g,en quantité élevée,3.6 g,en faible quantité,0.24 g,en faible quantité,,+319%,+321%,+75%,+1026%,+14%,+16%,+2%,-68%,-68%,18,+307%,D,+307%,,,,,,,,,,,,,,,
1410,Total Protein Smooth Chocolate - Myprotein,5056104571880,['Myprotein'],,,['France'],"['Mélange de protéines ', '93%', ' [Protéine de Whey concentré [Lait] ', 'émulsifiant[lécithine de soja', 'Isolat de protéine de Whey [Lait] ', 'émulsifiant', 'lécithire de soja', 'protéines de Whey hydrolysées [Lait', 'concentré de protéines de lait caséine micellaire [Wtl', ""caséinate de calcium [Lait] poudre de blanc d'oeufs"", 'arômatisants ', 'cacao allègés en arômatisants', 'éduicorant [sucralose', 'poudre de cacao allégé en lipides agent épaississant ', 'gomme xanthane', ' ALLERGÈNES Pour les allergènes voir ingrédients en gras DOSAGE SUGGÉRÉ Ajouter une grosse cuillérée ', '309', "" à 250 - 300mI d'eau ou de lait dans un shaker Myprotein au ou 30 minutes avant et/ou après l'entrainement pour un maximum de bénéfices"", "" Vous pouvez également ajouter à vos smoothies ou yaourts à la grecque INFORMATIONS IMPORTANTES A conserver dans un endroit sec et frais à l'abris de 'a lumière du soleil Ce produit doit être utilisé en complément d'un mode de vie actif et d'un régime équilibré Convient aux régimes Végétariens""]","['E322i - Lécithine', 'E955 - Sucralose', 'E415 - Gomme xanthane']","['Lait', 'Soja']",['Non végétalien'],4,?,386,1615 kj(386 kcal),"4,9","1,6","4,4","3,1",81,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411,Active women diet blend - Myprotein,5056104572986,['Myprotein'],,,['France'],"['Protéines de wh?/ ', '89%', ' ', 'lait', 'émulsifiant ', 'léElthïrie&2E Sall aromatisant naturel ', 'édulcorant ', 'sucralose', 'inuline en poudre ', 'Fructo - mélange de Vitam ines et de minéra ux ', 'oxyde de magnésium', 'Vitamine C accurbjque', 'fer ', 'fumarate ferreux', 'Vitamine E ', 'acétate de DL-alpha tocoptÉrylJ', '83', 'Vitamine A', 'oxyde de zinc', 'Vitamine B6', 'Vitamine 03', 'Vitamine BI', ' BQ', 'Vitamine B12', 'acide folique', 'iodure de potassium', ""triglycérides d'aci& conjugué "", ""triglycérides d'acide linoléique conjugué"", 'malto-oligosacchardeJ lait', ' bitartrate de choline ', 'contient: anti-agglomérant ', 'dioxyde de silarËJJ Pour les allergènes', 'voir les ingrédients en gras', ' Peut contenir de roeuf très Ajoutez 25g ', '1 mesure', ""à 150-250ml d'eau si vous suivez un rérg? en cabres"", ' Pour plus de goût', ""nous vous recommandons d'ajouter du/ de de coco"", "" INFORMATIONS IMPORTANTES: Ne pas dépasser la Ce Produit ne doit pas être utilisé à la place d'une alimentatcn""]",['E955 - Sucralose'],['Lait'],['Non végétalien'],4,?,381,1594 kj(381 kcal),"2,5","0,2","6,5","2,7",83,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,Chicken breast fillets - Tesco - 650g,5057008546325,['Tesco'],,,"['France', 'Royaume-Uni']",[],,,[],,?,106,444 kj(106 kcal),"1,1","0,3",0,0,24,"0,2","0,08",D,650g,"['ps-tray', 'pet-tray', 'ldpe-film']","['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,1.1 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.2 g,en faible quantité,,-19%,-18%,-62%,-60%,-100%,-100%,+5%,-73%,-73%,-4,,A,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,
1413,High 5 High5 Energy Gel 20X38 g (goût: b,50572977,['High 5'],,,['France'],[],,,[],,?,225,941 kj(225 kcal),5,0,8,6,0,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,Tyrrells Veg Crisps Red 100G,5060042646289,['Tyrrells'],,,['France'],"['légumes en proportions variables ', 'patate douce', 'carotte', 'pomme de terre', ' 67%', 'huile de tournesol', 'sel de mer', ' Produit conditionné sous atmosphère protectrice', ' Fabriqué en Angleterre', "" À conserver à l'abri de la chaleur et de l'humidité""]",,,[],,?,504,2109 kj(504 kcal),"31,6","3,6","48,3","10,6","5,3","1,075","0,43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,Peanut Butter - Gnaw,5060044141010,['Gnaw'],,,['France'],[],,,[],,?,560,2343 kj(560 kcal),"36,8","19,4","46,1","44,5","9,9","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,Agave Nectar,5060069170040,,,,['France'],[],,,[],,?,298,1247 kj(298 kcal),0,0,77,66,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,Nakd Banana Bread Bar,5060088706206,,,,['France'],"['38% 23% 20% 8% 8% dates fat bananas gluten-free oats raisins walnuts fruit extract lapple', 'carob', "" a hint of natural flavouring cinnamon & nutmeg of which saiura carbohydrate of which sugars 4% fibre protein salt that's it! natural balane may also contain traces of soya"", 'peanuts', 'ofher nuts & the odd shell or pit piece :', ' best before: contains naturally occurring sugars see side of pack']",,,[],,?,312,1305 kj(312 kcal),"6,5","0,9","55,4","43,9",6,"0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,Alternative to cheddar - Look - 200g,5060100601199,['Look'],,,['France'],[],,,[],,?,318,1331 kj(318 kcal),"26,3","23,5","22,5","0,5","0,7","2,5",1,,200g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Substituts du fromage']",['Sans lactose'],26.3 g,en quantité élevée,23.5 g,en quantité élevée,0.5 g,en faible quantité,2.5 g,en quantité élevée,,+16%,+16%,+20%,+43%,+36%,-15%,-73%,+45%,+45%,22,+20%,E,+20%,,,,,,,,,,,,,,,
1419,Koko dairy free,5060100601588,['Koko'],,,['France'],"[""'utaten: Wasser"", 'Kokosmilch ', '20%F - moaifizierte Maisstdrke', 'Dextrose', 'Speisesalz', 'Verdickungsmitte/: Pektine', 'Farbstoff: Carotin', 'Calciumphosphate', 'Vitamin DZ Vitamin B12', 'natürliches Aroma JO g hUrtktJlturen ', 'S', ' Thermopn/lU5 L', ' Bulgarlcus']",,,[],4,?,79,331 kj(79 kcal),"4,9","4,2",8,"4,3","0,6","0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,Centres Coconut & Vanilla Chocolate Bar - Ombar,5060102661993,['Ombar'],,,['France'],"['creamed coconut* ', '37%', 'coconut sugar*', 'raw cacao*', 'coconut oil*', 'cocoa butter', 'ground vanitla pods* *certified organic', ' ? Cocoa solids minimum']",,,"['Végétalien', 'Végétarien']",,?,571,2389 kj(571 kcal),43,28,45,30,"8,2","0,1","0,04",,,,,"['Bio', 'Végétarien', 'en:gluten-free', 'Végétalien', 'Pur beurre de cacao']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,P'tit Dej Mangue 100G Des - Ella s kitchen - 100g,5060107335226,['Ella s kitchen'],,,['France'],[],,,[],,?,80,335 kj(80 kcal),"1,7",1,"12,9","10,9","2,3",0,0,,100 g,,,"['Bio', 'Bio européen', 'ES-ECO-019-CT', 'Agriculture UE/Non UE', ""Fabriqué dans l'UE""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,Smart Bar Caramel Crunch - PhD - 64g,5060119291855,['PhD'],,,['France'],"['Protein Blend [Milk Protein', 'Collagen Hydrolysate', 'Soya Protein Isolate]', 'Caramel Layer [Sweetener ', 'Maltitol', 'Condensed Milk', 'Cocoa Butter', 'Water', 'Humectant ', 'Sorbitol', 'Emulsifier ', 'Mono And Diglycerides Of Fatty Acids', 'Flavourings', 'Salt', 'Colour ', 'Plain Caramel', '] Cocoa Mass', 'Sweetener ', 'Maltitol', 'Soya Crispies [Soya Protein Isolate', 'Rice Flour', 'Barley Malt Extract ', 'Gluten', 'Salt]', 'Humectant ', 'Glycerol', 'Water', 'Cocoa Butter', 'Coconut Oil', 'Flavourings', 'Emulsifier ', 'Soya Lecithin', 'Bulking Agent ', 'Microcrystalline Cellulose', 'Natural Bourbon Vanilla Flavour', 'Colour ', 'Beta-Carotene', ' 31% dark chocolate coating']","['E965 - Maltitol', 'E420 - Sorbitol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E422 - Glycérol', 'E322i - Lécithine', 'E460i - Cellulose microcristalline', 'E160ai - Bêta-carotène']","['Gluten', 'Soja']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",4,?,372,1556 kj(372 kcal),17,11,36,1,31,"0,51","0,204",,64 g,['Plastique'],"['Compléments alimentaires', 'Compléments pour le Bodybuilding', 'Barres protéinées']","['Peu ou pas de sucre', 'Riche en protéines', 'Pur beurre de cacao']",17 g,en quantité modérée,11 g,en quantité élevée,1 g,en faible quantité,0.51 g,en quantité modérée,,+0%,+0%,+31%,+86%,+10%,-92%,+6%,+4%,+4%,16,+55%,D,+55%,,,,,,,,Smartbar caramel crunch,,,['EU'],,,,
