,name,bar_code,eco_score,quantity,packaging,brand,categories,labels,manufacturing,traceability_code,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,generic_name,ingredients_origins,nova_score,sugar_quantity,sugar_comment,nutriment_sugars_tr_diff,saturated_acids_quantity,saturated_acids_comment,salt_quantity,salt_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,nutriment_saturated-fat_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,allergens,additives,palm_ingredients,link
1550,Soupe de poissons aux arômates - Liebig - 70cl (2 * 35cl),3036811363550,E,70 cl (2 * 35 cl),"['Carton', 'Brique']","['Liebig', 'Continental foods']","['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",,,,['Carrefour Market'],['France'],"['Fumet de poissons reconstitué ', 'eau', 'poisson 16 %', 'purée de tomates', 'oignon', ""huile de colza et huile d'olive vierge extra"", 'sel', 'ail', ""extraits naturels d'épices et aromates [poivre"", 'thym', 'laurier', 'paprika]', 'extrait de crustacés', 'piment', 'amidon transformé de maïs', 'lait écrémé en poudre', 'exhausteur de goût: glutamate de sodium', ""correcteur d'acidité: acide citrique"", 'arômes ', 'contient: blé', 'céleri']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1 g,en faible quantité,?,,33,-31%,138 kj(33 kcal),-31%,1,-47%,"3,4",+87%,"2,6",-50%,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"0,2","0,8","0,8","0,32",soupe de poissons,,4,0.8 g,en faible quantité,+23%,0.2 g,en faible quantité,0.8 g,en quantité modérée,2,B,-55%,-9%,-9%,+129%,+129%,"['Céleri', 'Crustacés', 'Poisson', 'Gluten', 'Lait']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']",,http://httt://www.liebig.fr
1551,"Velouté de Poireaux, Pommes de Terre & Pointe de Crème - Liebig - 70cl (2 * 350ml)",3036811363604,A,70 cl (2 * 350 ml),"['Brique', 'Carton']",['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,,['France'],"['Eau', 'pomme de terre 17 %', 'poireau 16 %', 'crème fraîche 3 %', 'lait écrémé reconstitué', 'amidon transformé de maïs', 'huile de colza', ""extrait naturel d'oignon"", 'épinard', 'sel', 'sucre', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2.4 g,en faible quantité,?,,45,+15%,188 kj(45 kcal),+15%,"2,4",+56%,"4,9",+3%,"0,8",-6%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,1,"1,1","0,69","0,276",,,4,1.1 g,en faible quantité,-41%,1 g,en faible quantité,0.69 g,en quantité modérée,3,C,+65%,+7%,+7%,+124%,+124%,['Lait'],['E14XX - Amidons modifiés'],,
1552,Velouté de Légumes du Soleil - Liebig - 70cl (2x 35cl),3036811363611,A,70 cl (2 x 35 cl),"['Brique', 'Carton', 'Brique']",['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes', 'Veloutés de légumes du soleil']",,,,,['France'],"['Légumes 60 % ', 'purée de tomates reconstituée 32 %', 'carotte', 'courgette', 'oignon', 'céleri-rave', 'poivron', 'poireau', 'fèves', 'haricot vert', 'aubergine', 'eau', ""huile d'olive vierge extra 1,4 %"", 'sucre', 'sel', 'amidon transformé de maïs', 'arômes', 'extraits naturels ', 'poivre', 'laurier', 'thym', 'ail', 'lait écrémé en poudre']","['Sans huile de palme', 'Non végétalien']",1.5 g,en faible quantité,160,-2%,?,,160 kj(38 kcal),-2%,"1,5",-13%,"4,6",+8%,1,+7%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"0,2","2,9","0,73","0,292",,,4,2.9 g,en faible quantité,+16%,0.2 g,en faible quantité,0.73 g,en quantité modérée,0,B,-36%,+17%,+17%,-100%,-100%,"['Céleri', 'Lait']",['E14XX - Amidons modifiés'],,
1553,Pur Soup' Velouté de légumes poêlés - Liebig - 700ml (2 * 350ml),3036811363635,A,700 ml (2 * 350 ml),"['Brique', 'Carton']",['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,,['France'],"['Légumes 63 % ', 'pomme de terre', 'carotte', 'oignon', 'chou-fleur', 'poireau', 'céleri-rave', 'eau', 'huile de colza', 'beurre de cuisine', 'sel', 'arômes ', 'contient : céleri', 'blé', 'sucre', 'ail']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",2.4 g,en faible quantité,?,,50,+28%,209 kj(50 kcal),+28%,"2,4",+56%,5,+5%,"1,1",+29%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"0,7","1,2","0,74","0,296",,,4,1.2 g,en faible quantité,-35%,0.7 g,en faible quantité,0.74 g,en quantité modérée,0,B,+16%,+15%,+15%,-100%,-100%,"['Céleri', 'Gluten', 'Lait']",,,
1554,Liebig legumes d'hiver,3036811363642,,,,['Liebig'],,,,,,['France'],[],[],,,?,,40,,167 kj(40 kcal),,"1,4",,"4,6",,"1,4",,,,,,,,,"0,8","1,3","0,7","0,28",,,,,,,,,,,,,,,,,,,,,
1555,Delice de potiron chataignes liebig briques,3036811363659,,,,['Liebig'],,,,,,['France'],[],[],,,?,,35,,146 kj(35 kcal),,1,,"5,4",,"0,7",,,,,,,,,"0,6","2,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,
1556,Duo d'Asperges aux Éclats de Morilles - Liebig - 750ml,3036811363697,,750 ml,['Brique'],['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Soupes', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes']",['Point Vert'],,,['Auchan'],['France'],"['Eau', 'légumes 22% ', 'asperges blanches et vertes 13%', 'pomme de terre', 'oignon', 'épinard', 'crème', 'amidon transformé de maïs', 'morilles ', 'réhydratées', ' 0,9%', 'huiles de tournesol oléique et de colza', 'sel', 'exhausteur de goût : glutamate de sodium', 'lactose et protéines de lait', 'arôme ', 'contient : orge', ' Peut contenir de céleri ', 'blé', 'œuf']",['Non végétalien'],3.6 g,en quantité modérée,219,-64%,53,-67%,219 kj(53 kcal),-67%,"3,6",-43%,"4,1",-74%,"0,7",-89%,,,,,,,,"1,6","0,6","0,77","0,308",Soupe d'asperges,,4,0.6 g,en faible quantité,-75%,1.6 g,en quantité modérée,0.77 g,en quantité modérée,4,C,+60%,-15%,-15%,+1602%,+1602%,"['Gluten', 'Lait']","['E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,
1557,PurSoup' Oseille Cresson et crème fraîche - Liebig - 2x 35cl,3036811363703,A,2 x 35 cl,['Brique carton'],['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,,,['Monoprix'],['France'],"['eau', 'légumes - 36% ', 'pomme de terre', 'cresson - 11%', 'oseille - 4', '5%', 'oignon ', 'crème fraîche - 4,6%', 'amidon transformé de maïs', 'sel', 'arômes']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1.8 g,en faible quantité,164,-4%,?,,164 kj(39 kcal),-5%,"1,8",+4%,"4,6",+0%,"0,8",-14%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"1,1","0,7","0,7","0,28",Soupe,,4,0.7 g,en faible quantité,-64%,1.1 g,en faible quantité,0.7 g,en quantité modérée,3,C,+96%,+7%,+7%,+111%,+111%,['Lait'],['E14XX - Amidons modifiés'],,http://www.liebig.fr/produit/oseille-et-cresson/
1558,Doux Plaisir - Potiron et Kiri - Liebig - 35cl,3036811363758,A,35 cl,"['Carton', 'Brique', 'Brique']",['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes de potiron']",,,,['Carrefour City'],['France'],"['Eau', 'légumes 36 % ', 'potiron 18 %', 'carotte', 'oignon', 'pomme de terre', 'purée de tomates à base de concentré', 'fromage blanc fondu Kiri® 3,1 % ', 'fromage blanc', 'crème', 'protéines de lait', 'sels de fonte : polyphosphates', 'phosphates et citrates de sodium', 'acide citrique', 'sel', 'amidon transformé de maïs', 'crème', 'sel', 'sucre', 'arômes', 'exhausteur de goût : glutamate de sodium', 'lait écrémé']",['Non végétalien'],1.5 g,en faible quantité,161,,38,+12%,161 kj(38 kcal),+13%,"1,5",+21%,"4,9",+13%,"0,9",+28%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,1,2,"0,74","0,296",Soupe de potiron au fromage Kiri,,4,2 g,en faible quantité,+9%,1 g,en faible quantité,0.74 g,en quantité modérée,3,C,+63%,+11%,+11%,+60%,+60%,['Lait'],"['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']",,
1559,Soupe à la chinoise légumes et vermicelles  - Liebig - 2×35cl,3036811363895,A,2×35cl,"['Brique', 'Carton']",['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",,,,['Intermarché'],['France'],"['Eau', 'légume 15% ', 'carotte', 'oignon', 'céleri', 'poivron rouge', 'poireau', ',vermicelles cuits 5%  ', 'semoule de blé', ""blanc  d'œuf"", 'champignons noirs 2,3 %', 'amidon transformé de pomme de terre', 'arômes  ', 'contient céleri', 'sel', 'graisse de poule', 'piment de Cayenne', 'lait écrémé en poudre']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",0.4 g,en faible quantité,89,-44%,21,-46%,89 kj(21 kcal),-45%,"0,4",-74%,"3,4",-29%,"0,6",-30%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"0,1","0,6","0,85","0,34",,,4,0.6 g,en faible quantité,-68%,0.1 g,en faible quantité,0.85 g,en quantité modérée,3,C,-83%,+32%,+32%,+124%,+124%,"['Céleri', 'Œufs', 'Gluten', 'Lait', 'Vermicelles']",['E14XX - Amidons modifiés'],,http://www.liebig.fr
1560,Liebig,3036811363918,,,,['Liebig'],,,,,,['France'],[],[],,,?,,?,,,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,Mouliné de 10 légumes variés Pur'Soup - Liebig,3036811364076,B,,,['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",,,,,['France'],"['légumes 55 % ', 'pomme de terre', 'carotte', 'oignon', 'céleri-rave chou-fleur', 'poireau', 'lus de tomates à base de concentré', 'panais', 'courgette', 'cerfeuil', 'eau', 'sel', 'huile de colza', 'beurre de cuisine', 'arômes', ' Peut contenir destryes 4e blé et œuf,']",['Non végétalien'],1.2 g,en faible quantité,?,,36,-12%,151 kj(36 kcal),-12%,"1,2",-31%,"4,6",+0%,"0,9",-3%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"0,4","1,4","0,7","0,28",,,4,1.4 g,en faible quantité,-28%,0.4 g,en faible quantité,0.7 g,en quantité modérée,1,B,-29%,+7%,+7%,-30%,-30%,,,,
1562,Minestrone - Liebig - 70cl (2 * 35cl),3036811364229,A,70 cl (2 * 35 cl),"['Carton', 'Brique']",['Liebig'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['Point Vert'],,,['Intermarché'],['France'],"['Eau', 'légumes 39% ', 'oignon', 'jus de tomates à base de concentré', 'carotte', 'haricot vert', 'navet', 'poivron rouge', 'haricot blanc', 'petit pois', 'pâtes cuites 2,6% ', 'eau', 'semoule de blé', ""blanc d'œuf"", 'huiles de tournesol oléique', ""de colza et d'olive vierge extra"", 'amidon transformé de maïs et de pomme de terre', 'sel', 'extrait de vin blanc', 'basilic', 'lactose et protéines de lait', 'arômes', 'ail']","['Sans huile de palme', 'Non végétalien']",2.1 g,en faible quantité,195,+22%,?,,195 kj(47 kcal),+20%,"2,1",+36%,"5,4",+13%,1,+17%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,"0,2","1,6","0,74","0,296",Soupe minestrone,,4,1.6 g,en faible quantité,-14%,0.2 g,en faible quantité,0.74 g,en quantité modérée,2,B,-67%,+15%,+15%,+49%,+49%,"['Œufs', 'Gluten', 'Lait']",['E14XX - Amidons modifiés'],,http://www.liebig.fr/produit/minestrone-a-la-milanaise/
