,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,allergens,palm_ingredients
1771,Chocolat fourré liqueur Mojito - Abtey - 108g,3120470121689,E,Chocolat noir fourré à la liqueur sans croûte de sucre,108 g,"['Plastique', 'Bois']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats à la liqueur']","['Fabriqué en France', 'Produits faisant référence au Mojito']",['Carrefour'],['France'],"['Sucre', 'pâte de cacao', 'sucre inverti', 'beurre de cacao', 'rhum ', '4,45 %', 'alcool', 'émulsifiant : lécithine de soja', 'extrait de vanille']",['E322i - Lécithine'],"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",4,28 g,en quantité élevée,18 g,en quantité élevée,45 g,en quantité élevée,0.03 g,en faible quantité,?,,503,+7%,2105 kj(503 kcal),+9%,28,+19%,18,+25%,59,+7%,45,-11%,"4,6",+5%,"0,03",-54%,"0,012",-54%,25,+2%,E,+2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['France'],,,,['Soja'],
1772,L'Original chocolat fourré liqueur - Abtey - 108g,3120470126523,,,108 g,"['Bois', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats à la liqueur']",['Fabriqué en France'],['Carrefour'],['France'],"['Sucre', 'pâte de cacao', 'sucre inverti', 'beurre de cacao', 'alcool', 'rhum ', '0,92 %', 'arômes', 'émulsifiant : lécithine de soja', 'extrait de vanille']",['E322i - Lécithine'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,23 g,en quantité élevée,15 g,en quantité élevée,45 g,en quantité élevée,0.02 g,en faible quantité,?,,463,-1%,1937 kj(463 kcal),-0%,23,-2%,15,+4%,57,+3%,45,-11%,"4,5",+3%,"0,02",-69%,"0,008",-69%,24,-2%,E,-2%,,,,,,,,,,,,['Soja'],
1773,Chocolat fourré liqueur Royal des Lys - Abtey - 108g,3120470126707,E,Chocolat noir fourré à la liqueur sans croûte de sucre,108 g,"['Bois', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Chocolats à la liqueur']",['Fabriqué en France'],,['France'],"['Sucre', 'pâte de cacao', 'sucre inverti', 'beurre de cacao', 'eaux de vie ', 'kirsch', 'poire williams', 'prune', 'framboise', ' ', '3 %', 'alcool', 'arômes', 'émulsifiant : lécithine de soja', 'extrait de vanille']",['E322i - Lécithine'],[],4,23 g,en quantité élevée,15 g,en quantité élevée,45 g,en quantité élevée,0.02 g,en faible quantité,?,,463,-1%,1937 kj(463 kcal),-0%,23,-2%,15,+4%,57,+3%,45,-11%,"4,5",+3%,"0,02",-69%,"0,008",-69%,24,-2%,E,-2%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['France'],,,,['Soja'],
1774,Liqueurs de Sélection - Abtey - 155g,3120470126745,E,Chocolat noir fourré liqueur sans cristallisation de sucre,155 g,"['Bois', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Chocolats', 'Bonbons', 'Chocolats noirs', 'Chocolats à la liqueur']",,['Carrefour'],['France'],"['Sucre', 'pâte de cacao', 'sucre inverti', 'beurre de cacao', 'alcool', 'Rhum St James® ', '1,7 %', 'whisky ', '1,7 %', 'Cointreau ', '1,2 %', 'extrait GRAND MARNIER® ', '0,8 %', 'Cognac Rémy Martin® ', '0,6 %', 'émulsifiant : lécithine de soja', 'liqueur GRAND MARNIER® ', '0,1 %', 'extrait de vanille']",['E322i - Lécithine'],[],4,24 g,en quantité élevée,15 g,en quantité élevée,49 g,en quantité élevée,0.01 g,en faible quantité,?,,448,-4%,1874 kj(448 kcal),-3%,24,+2%,15,+4%,56,+2%,49,-3%,4,-9%,"0,01",-85%,"0,004",-85%,25,+2%,E,+2%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['France'],,,,['Soja'],
1775,Les p’tits parapluies - Abtey,3120470133606,,,,,['Abtey'],,"['Fabriqué en France', 'Pur beurre de cacao']",,['France'],"['sucre', 'beurre de cacao', 'lait entier en poudre', 'pâte de cacao', 'lactose et protéines de lait', 'émulsifiant: lécithine de soja', 'extrait de vanille']",['E322i - Lécithine'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,?,,544,,2276 kj(544 kcal),,32,,20,,56,,55,,"6,1",,"0,2",,"0,08",,,,,,,,,,,,,,,,,"['Lait', 'Soja']",
1776,Abtey chovolatier,3120470137086,,,,,['Abtey'],,,,['France'],[],,[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,32,,20,,57,,56,,"6,1",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,
1777,Paques a la ferme - Abtey,3120470167434,,,,,['Abtey'],,,,['France'],[],,[],,,,,,,,,,?,,547,,2289 kj(547 kcal),,32,,20,,58,,57,,"5,7",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,
1778,Excellence Griottes - Abtey - 190g,3120470168615,,Chocolat noir au coeur confit de griottes et à l'eau de vie de kirsch,190 g,"['Carton', 'Plastique']",['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Confiseries aux fruits', 'Fruits enrobés de chocolat', 'Cerises enrobées au chocolat', 'Bonbons de chocolat à la liqueur', 'Bonbons de chocolat fourrés cerise et liqueur']","['Fabriqué en France', 'Pur beurre de cacao']",,['France'],"['sucre', 'pâte de cacao', 'sirop de glucose-fructose', 'beurre de cacao', 'fruits ', 'bigarreaux', 'purée de griotte', 'jus de griotte', ' ', '8', '6%', 'eau de vie Kirsch ', '6', '2%', ',·alcool', 'jus de citron concentré', 'gélifiant : pectine', 'émulsifiant : lécithine de soja', 'colorant : anthocyanes', 'arôme', 'extrait de vanille', ' Cacao : 51% minimum dans le chocolat']","['E440 - Pectines', 'E322i - Lécithine', 'E163 - Anthocyanes']",[],4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,"['Alsace', 'France']",,,,['Soja'],
1779,Ice Vodka Chocolats fourrés liqueur - Abtey - 180g,3120470206669,,,180 g,['Carton'],['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats à la liqueur']",['Fabriqué en France'],['Carrefour'],['France'],"['Sucre', 'pâte de cacao', 'sucre inverti', 'beurre de cacao', 'Vodka ', '5,5 %', 'alcool', 'arômes', 'émulsifiant : lécithine de soja', 'extrait de vanille']",['E322i - Lécithine'],"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,27.4 g,en quantité élevée,17.8 g,en quantité élevée,48.3 g,en quantité élevée,0.01 g,en faible quantité,2094,+9%,502,+7%,2094 kj(502 kcal),+8%,"27,4",+17%,"17,8",+24%,59,+7%,"48,3",-5%,"3,8",-13%,"0,01",-85%,"0,004",-85%,26,+6%,E,+6%,,,,,,,,['France'],,,,['Soja'],
1780,Abtey Chocolaterie S. a. s. Prestige Edition Whiskey and Rum - 200g,3120470208717,,,200g,,['Abtey'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat']",['Fabriqué en France'],,['France'],"['Sucre', 'pâte de cacao', 'sucre inverti', 'beurre de cacao', 'alcool', ""whisky d'Ecosse "", '1,7%', 'bourbon ', '1,6%', 'rhum blanc ', '1,4%', 'rhum ambré ', '1,4%', 'émulsifiant : lécithine de soja', 'extrait de vanille', ' Cacao : 51% minimum dans le chocolat']",['E322i - Lécithine'],[],4,23 g,en quantité élevée,15 g,en quantité élevée,45 g,en quantité élevée,0.03 g,en faible quantité,?,,463,-12%,1937 kj(463 kcal),-12%,23,-28%,15,-14%,57,+9%,45,-5%,"4,5",-23%,"0,03",-80%,"0,012",-80%,24,-2%,E,-2%,,,,,,,,"['Heimsbrunn', 'France']",,,,,
1781,Abtey Vache Oeufs à Cacher x22 -275g,3120470220603,,,,,,,['Fabriqué en France'],,['France'],[],,[],,,,,,,,,,?,,554,,2318 kj(554 kcal),,32,,20,,56,,55,,"6,1",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,
1782,Le bon praliné chocolat - Abtey,3120470222461,,,,,['Abtey'],,['en:palm-oil-free'],,['France'],[],,['Sans huile de palme'],,,,,,,,,,?,,553,,2314 kj(553 kcal),,34,,20,,56,,55,,5,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,
1783,Chocolat lait au fourrage lacté - Abtey,3120470243060,,,,,['Abtey'],,,,['France'],[],,[],,,,,,,,,,?,,552,,2310 kj(552 kcal),,36,,23,,53,,52,,"5,8",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,
1784,Excellence Chardons - Abtey Chocolatier - 195g,3120478146516,,,195 g,"['Carton', 'Film', 'Plastique']",['Abtey Chocolatier'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons de chocolat à la liqueur', 'Chardons']",['Fabriqué en France'],['Carrefour'],['France'],"['Sucre', 'beurre de cacao', 'sucre inverti', 'lait entier en poudre', 'lactose et protéines de lait', 'alcool', 'Eaux de vie ', 'poire', 'framboise', ' ', '1,8 %', 'pâte de cacao', 'Rhum ', '1,4 %', 'Cointreau® ', '1,2 %', 'lait écrémé en poudre', 'émulsifiant : lécithine de soja', 'arômes', 'colorant ', 'rouge de betterave', 'chlorophylle cuivrique', 'extrait de vanille']","['E322i - Lécithine', 'E162 - Rouge de betterave', 'E141i - Complexes cuivriques de chlorophylles']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,18.3 g,en quantité modérée,12 g,en quantité élevée,50.8 g,en quantité élevée,0.1 g,en faible quantité,1912,+2%,?,,1912 kj(457 kcal),+2%,"18,3",-8%,12,-3%,"64,4",+20%,"50,8",+6%,"3,4",+7%,"0,1",+318%,"0,04",+318%,25,+5%,E,+5%,,,,,,,,['France'],,,,"['Lait', 'Soja']",
1785,Chocolats Lait Et Blanc Decorés - Abtey Chocolatier,3120479027227,,,,,['Abtey Chocolatier'],,,,['France'],[],,[],,,,,,,,,,?,,545,,2280 kj(545 kcal),,32,,20,,57,,56,,"6,1",,"0,18",,"0,072",,,,,,,,,,,,,,,,,,
1786,Chocolat de paques,3120479027234,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,553,,2314 kj(553 kcal),,33,,20,,58,,57,,"5,8",,"0,14",,"0,056",,,,,,,,,,,,,,,,,,
1787,Liqueur de fruits,3120479186603,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,428,,1791 kj(428 kcal),,"20,8",,"13,6",,"55,1",,44,,"3,8",,"0,02",,"0,008",,,,,,,,,,,,,,,,,,
1788,Juliénas - Raoul Clerget - 75cl,3120580006999,C,Vin rouge,75 cl,"['Bouteille', 'Verre', 'Bouchon']",['Raoul Clerget'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Juliénas']","['AOP', 'Point Vert', 'Déconseillé aux femmes enceintes']",,['France'],"['Vin rouge ', 'contient des sulfites']",,"['Sans huile de palme', 'Peut-être végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,['France'],,['Anhydride sulfureux et sulfites'],
1789,Pont du Rhône 2014 - Clerget Terroirs - 75cl,3120581102652,B,,75 cl,"['Bouteille', 'Verre']",['Clerget Terroirs'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges', 'Vins français', 'Côtes du Rhône', 'Côtes du Rhône Villages']","['AOC', 'Déconseillé aux femmes enceintes']",['Cora'],['France'],"['Vin ', 'sulfites']",,['Sans huile de palme'],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,['France'],,['France'],,['Anhydride sulfureux et sulfites'],
1790,Merlot - Les Récoltes Méridionales - 75cl,3120581430021,,,75 cl,"['Bouteille', 'Verre']",['Les Récoltes Méridionales'],"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins espagnols']","['Point Vert', 'Déconseillé aux femmes enceintes']",,['France'],['Contient des sulfites'],,[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Espagne'],,['Anhydride sulfureux et sulfites'],
1791,Cabernet sauvignon Merlot - Les chenottes - 75cl,3120581438515,,,75cl,,['Les chenottes'],,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,
1792,"Saucisson sec pur porc - Suchel - 0,180kg",3122470063631,D,,"0,180 kg","['Sachet', 'Plastique']","['Suchel', 'la maison suchel', 'Brocéliande']","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs']",['Bio'],,['France'],"['Viande de porc', 'gras de porc', 'sel', 'sucres ', 'sirop de glucose', 'lactose', 'sucre de canne', 'épices et plantes aromatiques', '\rConservateur : salpêtre', '\rFerment lactiques', 'boyau naturel']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,29.9 g,en quantité élevée,11.3 g,en quantité élevée,0.4 g,en faible quantité,5 g,en quantité élevée,?,,388,-4%,1623 kj(388 kcal),-4%,"29,9",-5%,"11,3",-8%,"1,1",-51%,"0,4",-71%,"28,7",+4%,5,+7%,2,+7%,24,0%,E,0%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['France'],,,"['FR 42.170.001 CE', 'Perreux (Loire, France)', 'EMB 42170A', 'Perreux (Loire, France)', 'EMB 42170R', 'Perreux (Loire, France)']",['Lait'],
1793,Griottines Morello Cherries - 57g,3123020005866,E,,57g,['Verre'],['Griottines'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons alcoolisées', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Alcools forts', 'Eaux-de-vie', 'Fruits', 'Cerises', 'Kirsch', 'Griottes']",,,['France'],"['griottes 53%', 'sucre', 'alcool 1,88 cl à 40% vol', ' dont 10% de Kirsch']",,[],3,,,,,,,,,?,,230,,962 kj(230 kcal),+64%,"< 0,1",-18%,"< 0,1",,39,+48%,39,+69%,< 1,+27%,"0,01",,"0,004",,,,,,92.5%,0.0%,0.0%,3.3%,3.2%,1.0%,16,,,,,,
1794,Escargots - Roger Dutruy,3123070101044,C,,,,['Roger Dutruy'],"['Viandes', 'Escargots']",,,['France'],"['IDÉE RECETTE - BEURRE ASSAISONNÉ prendre 40 g de persil', ""30 gd'ail"", '7 g de poivre,thacher le toutbien fin et mélanger à 400 g Tenir au frais', ' Verser le contenu de la boîte dans une passoire', 'laisser Mettre les escargots dans leur coquille', 'garnir de beurre Passer au four préchauffé à 2300', ' Surveiller la cuisson sanslisset bouillir', 'les sortir dès que le beurre commence à frémir', ' très chaud']",,[],,10 g,en quantité modérée,2 g,en quantité modérée,7 g,en quantité modérée,8 g,en quantité élevée,?,,100,-65%,418 kj(100 kcal),-65%,10,-57%,2,-87%,13,+187%,7,+724%,10,-4%,8,+530%,"3,2",+530%,11,-23%,D,-23%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,,,,['Lait'],
1795,"Dutruy, Escargots de bourgogne 5 douzaines, la boite - Roger Dutruy",3123070101099,C,,,,['Roger Dutruy'],"['Viandes', 'Escargots', 'Escargots de Bourgogne']",,,['France'],[],,[],,1.2 g,en faible quantité,0.2 g,en faible quantité,0.1 g,en faible quantité,1.1 g,en quantité modérée,?,,81,-68%,339 kj(81 kcal),-68%,"1,2",-94%,"0,2",-99%,"1,9",-18%,"0,1",-85%,15,+35%,"1,1",-8%,"0,44",-8%,0,-100%,B,-100%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,,,,,,
1796,Escargot de Boulogne,3123070101174,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,61,,255 kj(61 kcal),,"1,2",,"0,2",,"1,9",,"0,1",,15,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,
1797,Croute comptoise aux champignons et morilles,3123070901026,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,130,,544 kj(130 kcal),,"12,7",,"7,6",,"1,7",,"1,2",,"2,4",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,
1798,6 oeufs des poules élevées en plein air,3123123123139,,,,,,,,,['France'],[],,[],,,,,,,,,,?,,156,,653 kj(156 kcal),,"11,2",,"3,3",,"0,58",,"0,34",,"13,1",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,
1799,Panure pour poisson -,3123150690123,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Chapelure']",,,['France'],[],,[],,3.3 g,en quantité modérée,0.1 g,en faible quantité,0.1 g,en faible quantité,12 g,en quantité élevée,?,,319,-13%,1335 kj(319 kcal),-14%,"3,3",-8%,"0,1",-87%,"62,5",-12%,"0,1",-98%,"9,3",-17%,12,+782%,"4,8",+782%,13,+108%,D,+108%,,,,,,,,,,,,,
1800,Le Fruit Orange sans Pulpe - Joker - 1l,3123340000046,C,Jus d'orange à base de concentré source de vitamine C et B9,1 l,"['Carton', 'Bouteille']","['Joker', 'Eckes Granini']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]","['Peu ou pas de sucre', 'en:European Fruit Juice Control System', 'en:FSC', 'Fabriqué en France', 'Sans sucre ajouté', 'Source de vitamine B9', 'Source de vitamine C', 'Teneur en fruits 100\xa0%']",['Carrefour'],['France'],"[""jus d'orange à base de concentré"", ' vitamine : C', 'B9']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.2 g,en faible quantité,0 g,en faible quantité,8.2 g,en quantité élevée,0 g,en faible quantité,180,-1%,?,,180 kj(43 kcal),-1%,"0,2",+5%,0,-100%,"8,9",-8%,"8,2",-10%,"0,7",+12%,0,-100%,0,-100%,2,-33%,C,-33%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['France'],,,,,
1801,Jus de pomme - Joker - 1L,3123340000077,A,Jus de pomme à base de jus concentré source de vitamine C,1L,"['Carton', 'Bouteille']",['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']","['Peu ou pas de sucre', 'en:European Fruit Juice Control System', 'en:FSC', 'Sans sucre ajouté', 'Source de vitamine C', 'Teneur en fruits 100\xa0%']",['Carrefour'],['France'],"['Jus de pomme à base de jus concentré', 'vitamine C']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.4 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,192,+3%,45,+2%,192 kj(45 kcal),+4%,"0,4",+153%,0,-100%,10,-5%,10,-1%,"0,4",+75%,0,-100%,0,-100%,4,+4%,C,+4%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,,,['France'],,,
1802,Le Fruit - Jus multifruit à base de jus concentrés et purées - Joker - 1litre,3123340001432,C,Jus de fruits,1 litre,['Bouteille carton'],['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus multifruits', 'Jus multifruits à base de jus concentré']",,,['France'],"['Jus à base de jus concentrés et purées de :  pomme', 'orange', 'ananas', 'banane', 'passion', 'abricot', 'vitamine C']",,[],1,0.4 g,en faible quantité,0 g,en faible quantité,10.1 g,en quantité élevée,,,196,-1%,46,-2%,196 kj(46 kcal),0%,"0,4",+161%,0,-100%,"10,2",-7%,"10,1",-3%,"0,5",+42%,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
1803,Multifruit - Joker - 33cl,3123340003870,D,Nectar multifruit à base de jus concentrés et purées,33 cl,['Canette'],['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,,['France'],"['Jus et purées à base de jus concentrés de : pomme ', '26%', 'orange ', '22%', 'raisin', 'banane ', '0,8%', 'passion ', '0,5%', 'abricot', 'mangue ', '0,4%', 'citron', 'goyave', 'kiwi', ' eau', 'sucre', 'acidifiant : acide citrique', ' vitamines : C', 'E', 'B1', 'B9', 'bêta-carotène']",['E330 - Acide citrique'],"[""Pourrait contenir de l'huile de palme""]",3,0.1 g,en faible quantité,0 g,en faible quantité,10.4 g,en quantité élevée,0 g,en faible quantité,?,,48,+14%,201 kj(48 kcal),+14%,"0,1",-48%,0,-100%,"11,5",+15%,"10,4",+10%,"0,2",-36%,0,-100%,0,-100%,12,+12%,E,+12%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
1804,Le Fruit Cranberry - Joker - 1L e,3123340007946,C,Jus de fruit,1 L e,"['Carton', 'Bouteille', 'Frais']",['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus multifruits', 'Jus multifruits à base de jus concentré']",['Sans sucre ajouté'],,['France'],"['Jus à base de concentrés de : pomme ', '54%', 'cranberry ', '25%', 'raisin blanc']",,['Sans huile de palme'],1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
1805,Velours Cocktail Délices Jus multifruit & fruits mixés - Joker - 1l,3123340008226,D,Jus multifruits et fruits mixés,1 l,"['Bouteille', 'Plastique']",['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de fruits pur jus', 'Jus multifruits pur jus']","['Peu ou pas de sucre', 'Fabriqué en France', 'Sans sucre ajouté', 'Sans conservateurs']",,['France'],"['Jus et purées de : mandarine', 'raisin blanc', 'orange', 'pomme', 'fraise', ' vitamine C']",,['Sans huile de palme'],1,0 g,en faible quantité,0 g,en faible quantité,11.7 g,en quantité élevée,0 g,en faible quantité,225,+12%,53,+10%,225 kj(53 kcal),+12%,0,-100%,0,-100%,"11,9",+7%,"11,7",+12%,"0,5",+16%,0,-100%,0,-100%,6,+34%,D,+34%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['France'],,,,,
1806,"Fruigolo Orange sans pulpe - Joker - 1,5l",3123340009261,C,Boisson rafraîchissante avec 70% de fruits,"1,5l","['Bouteille', 'Plastique']",['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons sans sucre ajouté']","['Fabriqué en France', 'Sans sucre ajouté', '70\xa0% fruits']",['Leclerc'],['France'],"['Jus de fruits à base de concentrés ', 'orange 44%', 'raisin blanc 26%', 'eau', 'arômes naturels', 'vitamine C']",,"['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,7.6 g,en quantité élevée,0 g,en faible quantité,154,-51%,36,-18%,154 kj(36 kcal),-22%,0,-100%,0,-100%,"8,1",-6%,"7,6",+12%,"0,4",-20%,0,-100%,0,-100%,8,+45%,D,+45%,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,['France'],,,,,
1807,"Frui Golo Tropical - Joker - 1,5L",3123340009278,C,Boisson rafraîchissante avec 70% de fruits,"1,5 L","['Plastique', 'Bouteille']",['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Boissons sans sucre ajouté']","['Peu ou pas de sucre', 'Sans sucre ajouté']",['Intermarché'],['France'],"['Jus de fruits à base de concentrés ', 'orange 25 %', 'raisin blanc', 'pomme', 'ananas 5 %', 'mangue 4 %', 'jus de fruits de la passion 1 %', 'eau', 'arômes naturel', 'vitamine C', 'bêta-carotène']",,"[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",4,,,,,7.8 g,en quantité élevée,0 g,en faible quantité,156,-50%,37,-16%,156 kj(37 kcal),-21%,?,,,,"8,2",-5%,"7,8",+15%,?,,~ 0,-100%,0,-100%,,,,,36.8%,6.4%,25.7%,17.4%,10.7%,2.9%,70,,,,,,
1808,Velours 100% pur jus & fruits mixés - Joker - 1L,3123340009599,D,Jus multifruit et fruits mixés,1 L,"['Bouteille', 'Plastique']",['Joker'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus multifruits', 'Jus de frutis']","['Fabriqué en France', 'Sans conservateurs']",,['France'],"[""Jus et purées d'orange"", 'raisin', 'banane', 'kiwi', 'pomme', 'vitamine C']",,[],1,0 g,en faible quantité,0 g,en faible quantité,10.5 g,en quantité élevée,0 g,en faible quantité,219,+9%,52,+8%,219 kj(52 kcal),+10%,0,-100%,0,-100%,"11,3",+3%,"10,5",+1%,"0,6",+53%,0,-100%,0,-100%,5,+12%,C,+12%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,
