,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,brand,traceability_code,packaging,markets,quantity,additives,palm_ingredients,allergens,nova_score,ingredients_origins,manufacturing,generic_name,link,brand_owner,producer_info
1190,Lait demi-écrémé - Casino - 6x 50cl,3222472200253,D,"['Produits laitiers', 'Laits', 'Laits demi-écrémés']",['France'],[],[],1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,192,-1%,46,-2%,192 kj(46 kcal),-2%,"1,5",-4%,1,-1%,"4,8",-0%,"4,8",0%,"3,2",-2%,"0,13",+18%,"0,052",+18%,0,,B,,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Source de calcium'],['Casino'],,,['Casino'],6 x 50 cl,,,,,,,Lait demi-écrémé stérilisé UHT,,,
1191,Café Qualité Filtre - Casino - x25 (50g),3222472336518,E,"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Cafés', 'Boissons instantanées', 'Cafés solubles']",['France'],['100% café soluble lyophilisé'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,2,-98%,8 kj(2 kcal),-99%,0,-100%,0,-100%,"0,3",-99%,0,-100%,"0,1",-98%,"0,04",-87%,"0,016",-87%,,,,,86.9%,10.2%,0.3%,1.0%,0.1%,1.5%,27,,['Casino'],,,['Casino'],x25 (50 g),,,,1,,,Café soluble lyophilisé,,,
1192,Julienne de légumes - Casino - 1kg,3222472790372,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes surgelés', 'en:raw-thinly-shredded-vegetables']",['France'],"['Carottes ', '27 % minimum', ' - céleri-rave ', '27 % minimum', ' - courgettes ', '26 % minimum']","['Sans huile de palme', 'Végétalien', 'Végétarien']",0.4 g,en faible quantité,0.1 g,en faible quantité,3.7 g,en faible quantité,0.1 g,en faible quantité,122,+22%,29,+7%,122 kj(29 kcal),+12%,"0,4",+27%,"0,1",+68%,4,+8%,"3,7",+37%,"1,2",+11%,"0,1",+7%,"0,04",+7%,-7,,A,,,,,,,,,,['Casino'],,['Sachet'],['Casino'],1 kg,,,['Céleri'],1,,,Mélange de légumes surgelés coupés en julienne,,,
1193,Purée pomme abricot sans sucres ajoutés - Casino Bio - 4x 95g,3222473167241,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes de pomme', 'Compotes pommes abricot']",['France'],"[""Purée de pommes ** 72% - purée d'abricots** 28%"", ' Cette purée ne contient que les sucres naturellement présents dans les fruits', ""**ingrédients issus de l'agriculture biologique""]",[],0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,254,-1%,60,-6%,254 kj(60 kcal),-5%,0,-100%,0,-100%,14,0%,12,-6%,0,-100%,0,-100%,0,-100%,-5,,A,,32.9%,28.7%,15.1%,13.7%,7.6%,2.1%,96,"['Bio', 'Ecocert', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE', 'FR-BIO-01', 'en:FSC', 'FSC Mix', 'Point Vert', 'Sans sucre ajouté']","['Casino Bio', 'Casino']","['FSC-C123992', 'EMB 19123', 'Malemort-sur-Corrèze (Corrèze, France)']","['Pot', 'Plastique', 'à jeter', 'étui carton', 'à recycler', 'Pot en plastique', 'Etui en carton']","['Géant', 'Casino']",4 x 95 g,,,,1,['Union européenne'],['France'],Purée de pommes et d'abricots issue de l'agriculture biologique.,,,
1194,"12 Escargots de Bourgogne Recette à la Bourguignonne Farce au beurre, ail et persil Belle grosseur - Casino - 89g",3222473289165,C,"['Viandes', 'Escargots']",['France'],"[""Chairs d'escargots cuites _"", 'helix pomatia_', ' 50% - beurre 37,7% - ail réhydraté 6,7% - persil 4,7% - sel - épices - légumes et plantes aromatiques ', 'contient céleri']","['Non végétalien', 'Non végétarien']",31 g,en quantité élevée,21 g,en quantité élevée,1.5 g,en faible quantité,1.3 g,en quantité modérée,1363,+30%,330,+16%,1363 kj(330 kcal),+16%,31,+32%,21,+35%,3,-34%,"1,5",+76%,9,-13%,"1,3",+2%,"0,52",+2%,18,+26%,D,+26%,65.7%,14.4%,4.7%,3.9%,2.4%,9.0%,66,['Aucun'],['Casino'],,,['Casino'],89 g,,,"['Céleri', 'Lait', 'Mollusques']",3,,,"12 Escargots de Bourgogne préparés à la bourguignonne, calibre belle grosseur, surgelés",,,
1195,Noix de Macadamia Grillées et Salées - Casino - 100g,3222473289448,,,['France'],"['noix de macadamia - sel - huile de tournesol', ""traces d'arachides"", ""d'autres fruits à coque"", 'de gluten et de soja']",[],,,,,,,,,3061,,743,,3061 kj(743 kcal),,74,,12,,"7,4",,"4,1",,"8,2",,"0,71",,"0,284",,,,,,,,,,,,,,['Casino'],,,['Casino'],100 g,,,['Fruits à coque'],4,,,noix de macadamia grillées et salées,,,
1196,Echalotes bio Filet - Casino Bio - 250g,3222473650903,A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Oignons et dérivés', 'Légumes frais', 'Oignons', 'Échalotes']",['France'],['échalotes bio origine France'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",0.1 g,en faible quantité,0 g,en faible quantité,8 g,en quantité modérée,0.12 g,en faible quantité,?,,72,+243%,301 kj(72 kcal),+195%,"0,1",-84%,0,-100%,17,+368%,8,+433%,"2,5",+202%,"0,12",+29%,"0,048",+29%,-5,,A,,63.3%,0.0%,0.0%,18.1%,12.8%,5.8%,98,"['Bio', 'Bio européen', 'FR-BIO-10', 'AB Agriculture Biologique']","['Casino Bio', 'Casino']",['EMB SFT10XLII'],"['Filet', 'Plastique']",['Casino'],250 g,,,,1,['France'],,,,,
1197,Blanc de dinde standard fumé - Wassila - 4Tranches (160g),3222473660391,C,"['Viandes', 'Charcuteries', 'Volailles', 'Dindes', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde en tranches', 'Blancs de dinde']",['France'],"['Viande de filets de dinde 75% ', 'origine : france', ' - eau - sel - acidifiant : lactate de sodium - dextrose - protéines de soja - stabilisants : e451', 'e450 - arômes naturels - gélifiant : carraghénanes - antioxydant : ascorbate de sodium - conservateur : nitrite de sodium', ' fumage au bois de hêtre', ' \r traces de lait']",[],2.9 g,en faible quantité,0.9 g,en faible quantité,0.8 g,en faible quantité,2.9 g,en quantité élevée,435,-3%,103,0%,435 kj(103 kcal),-0%,"2,9",+55%,"0,9",+53%,"1,3",-35%,"0,8",-1%,18,-6%,"2,9",+58%,"1,16",+58%,11,+161%,D,+161%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,"['Halal', 'Fumé au bois de hêtre', ""Contrôle de la mosquée d'Évry-Courcouronnes""]",['Wassila'],"['EMB 56222', 'Saint-Jean-Brévelay (Morbihan, France)']","['Barquette', 'Plastique']",,4 Tranches (160 g),"['E325 - Lactate de sodium', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,['Soja'],4,,,"Blanc de dinde traité en salaison et cuit, fumé, qualité standard",,,
1198,Vinaigre - Casino,3222474628659,,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,0,,0,,51,,40,,"0,1",,0,,0,,,,,,,,,,,,,,['Casino'],,,['Casino'],,,,,,,,,,,
1199,Trio de fleurettes : choux-fleurs - choux Romanesco - brocolis - Casino - 750g,3222474658083,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Surgelés', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes surgelés', 'Aliments à base de plantes frais', 'Légumes surgelés', 'Légumes-feuilles', 'Légumes frais', 'Choux-fleurs', 'Choux-fleurs en fleurettes surgelés']",['France'],['Choux fleurs 40% mini - choux brocolis 20% mini - choux romanesco 20% mini'],[],0 g,en faible quantité,0 g,en faible quantité,1.5 g,en faible quantité,0.03 g,en faible quantité,83,-11%,20,-17%,83 kj(20 kcal),-17%,0,-100%,0,-100%,"1,7",-21%,"1,5",-6%,2,+1%,"0,03",+9%,"0,012",+9%,-8,,A,,62.1%,0.0%,0.0%,15.3%,21.9%,0.7%,98,,['Casino'],"['EMB 56140E', 'Moréac (Morbihan, France)']","['Sachet', 'Plastique', 'Surgelé']",['Casino'],750 g,,,,,,['France'],Mélange 3 fleurettes surgelé,,,
1200,Sorbet mangue avec morceaux de mangue - Casino - 540g,3222474976231,B,"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets à la mangue']",['France'],"['Eau - purées de mangue 27% - sucre - morceaux de mangue 7% - sirop de glucose - arôme naturel de mangue - gélifiants : pectines', 'gomme tara', 'gomme xanthane - acidifiant : acide citrique - protéines de pois hydrolysées - colorants : caroténoïdes', 'rocou - jus concentré de citron', '  traces de gluten', 'oeufs', 'arachides', 'soja', 'lait et fruits à coque']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",0 g,en faible quantité,0 g,en faible quantité,24 g,en quantité élevée,0.07 g,en faible quantité,482,+7%,114,-7%,482 kj(114 kcal),-6%,0,-100%,0,-100%,28,-4%,24,-6%,0,-100%,"0,07",+113%,"0,028",+113%,6,+11%,C,+11%,79.1%,7.1%,4.2%,4.2%,3.4%,2.0%,56,['Sans colorants'],['Casino'],"['EMB 29181', 'Plouédern (Finistère, France)']","['Bac plastique', 'surgelé']","['Géant Casino', 'Casino']",540 g,"['E440 - Pectines', 'E417 - Gomme tara', 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E160 - Caroténoïdes', 'E160b - Rocou']",,,4,['France'],,"Sorbet à la mangue (90%) avec une préparation de morceaux de mangue (10%), surgelé",,,
1201,Grana Padano AOP 200g Casino Saveurs d'Ailleurs - 200g,3222475321993,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Grana Padano']",['France'],"[""Lait - sel - présure - conservateur : lyzozyme d'oeuf""]",['Non végétalien'],29 g,en quantité élevée,18 g,en quantité élevée,0 g,en faible quantité,1.5 g,en quantité modérée,1654,+1%,398,+1%,1654 kj(398 kcal),-0%,29,+0%,18,0%,0,-100%,0,-100%,33,0%,"1,5",-1%,"0,6",-1%,15,-1%,D,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['AOP'],"[""Casino Saveurs d'Ailleurs"", 'Casino']",,,['Casino'],200 g,,,"['Œufs', 'Lait']",3,,,Grana Padano AOP - Fromage au lait cru de vache à pâte cuite,,,
1202,Rillettes pur porc français 3 x 78 g - Casino,3222475441103,D,"['Conserves', 'Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']","['France', 'La Réunion']","['Viande de porc ', '108g pour 100g de produit fini', ' - gras de porc - oignons - sel - épices et aromates - conservateur : E250', ' Porc origine : France']","['Non végétalien', 'Non végétarien']",39 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,1691,+2%,409,+4%,1691 kj(409 kcal),+2%,39,+6%,16,+13%,"0,6",+19%,"< 0,5",+47%,14,-11%,"1,5",+17%,"0,6",+17%,21,+8%,E,+8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Viande-francaise', 'Viande Porcine Française', 'Pur porc']",['Casino'],,"['Conserve', 'métal', 'Carton', 'boîte']",['Casino'],3 x 78 g,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,3,['France'],['France'],Rillettes de porc,,,
1203,Tortilla chips goût Fromage - Casino Saveurs d'Ailleurs - 200g,3222475449680,B,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de maïs']","['France', 'Martinique']","['farine de maïs ', '75 % ', ' - huile de tournesol - sel - fromage en poudre ', '0,8 %', ' - dextrose - lactose - maltodextrine - arômes ', 'lait', "" - oignon - ail - extraits d'épices - acidifiant: acide citrique""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",20 g,en quantité modérée,2 g,en quantité modérée,1.5 g,en faible quantité,1.6 g,en quantité élevée,1972,-2%,470,-3%,1972 kj(470 kcal),-2%,20,-12%,2,-32%,64,+6%,"1,5",-21%,"6,6",+3%,"1,6",+37%,"0,64",+37%,9,-7%,C,-7%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,,"[""Casino Saveurs d'Ailleurs"", 'Casino']",,['Sachet'],['Casino'],200 g,['E330 - Acide citrique'],,['Lait'],4,,,Spécialité à base de maïs goût fromage,,,
1204,Haricot beurre extra-fins - Casino - 1kg,3222475536694,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Graines', 'Surgelés', 'Graines de légumineuses', 'Légumes et dérivés', 'Aliments à base de plantes surgelés', 'Légumes secs', 'Légumes surgelés', 'Haricots de Lima', 'Haricots beurre surgelés']",['France'],['100 % haricots beurre extra-fins'],[],0 g,en faible quantité,0 g,en faible quantité,1.2 g,en faible quantité,0.02 g,en faible quantité,160,,38,+31%,160 kj(38 kcal),+30%,0,-100%,0,-100%,"6,5",+56%,"1,2",-15%,"1,5",-18%,"0,02",+100%,"0,008",+100%,-8,,A,,43.8%,0.2%,11.9%,9.5%,29.5%,5.1%,91,['Aucun'],['Casino'],,,['Casino'],1 kg,,,,,,,Haricots beurre extra-fins surgelés,,,
1205,Mélange de haricots verts et de haricots beurre coupés - Casino - 800g,3222475751028,,,['France'],"['Légumes ', 'origine France', ' en proportion variable ', 'haricots verts coupés', 'haricots beurre coupés', ' - eau - sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,99,,24,,99 kj(24 kcal),,0,,0,,3,,"0,5",,"1,5",,"0,78",,"0,312",,,,,,,,,,,,,"['Fruits et Légumes de France', 'Légumes de France']",['Casino'],['56251E'],['Conserve'],['Casino'],800 g,,,,,,,Mélange de haricots verts et de haricots beurre coupés,,,
1206,Croquants aux amandes - Casino - 300g,3222475981517,D,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Croquants aux amandes']",['France'],"[""Farine de blé - sucre - amandes 11% - oeufs - beurre concentré - sirop de malt d'orge - arôme - poudre à lever : carbonates d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",13 g,en quantité modérée,3.7 g,en quantité modérée,35 g,en quantité élevée,0.04 g,en faible quantité,1814,-3%,431,-5%,1814 kj(431 kcal),-5%,13,-27%,"3,7",-27%,69,+13%,35,-4%,"9,4",+12%,"0,04",-86%,"0,016",-86%,15,-11%,D,-11%,89.3%,5.9%,1.9%,1.8%,1.1%,0.0%,35,,['Casino'],,,['Casino'],300 g,"[""E503 - Carbonates d'ammonium""]",,"['Œufs', 'Gluten', 'Lait', 'Fruits à coque']",4,,,Biscuits secs aux amandes,,,
1207,Chabichou du Poitou AOP - Casino Ca Vient D'Ici - 150g,3222476077554,C,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de France', 'Fromages de chèvre', 'Fromages à pâte molle à croûte naturelle', 'Chabichous du Poitou']",['France'],"[""Lait cru de chèvre - sel - ferments lactiques et d'affinage "", 'contient lait', ' - présure animale']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",24 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.4 g,en quantité modérée,1203,,290,-3%,1203 kj(290 kcal),-4%,24,-2%,18,+1%,"0,5",-59%,"0,5",-36%,18,-1%,"1,4",0%,"0,56",0%,14,+2%,D,+2%,91.6%,3.0%,2.1%,2.1%,0.9%,0.3%,33,['AOP'],"[""Casino Ca Vient D'Ici"", 'Casino']","['FR 79.061.001 CE', 'Celles-sur-Belle (Deux-Sèvres, France)']",,['Casino'],150 g,,,['Lait'],3,['France'],,Chabichou du Poitou AOP Fromage au lait cru de chèvre,,,
1208,Penne 7 oeufs frais - Casino - 250g,3222476285393,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes sèches', 'Pâtes aux œufs', 'Pâtes sèches aux œufs', ""Pâtes d'Alsace""]",['France'],"['Semoule de blé dur de qualité supérieure', 'œufs frais 30% ', 'soit 320g par kilo de semoule', 'traces de soja']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4.6 g,en quantité modérée,1.2 g,en faible quantité,3 g,en faible quantité,0.1 g,en faible quantité,?,,363,-1%,1519 kj(363 kcal),-1%,"4,6",-3%,"1,2",-2%,64,0%,3,+6%,15,0%,"0,1",-6%,"0,04",-6%,-3,,A,,63.3%,21.1%,6.6%,5.4%,2.9%,0.8%,75,,['Casino'],,,['Casino'],250 g,,,"['Œufs', 'Gluten']",1,,,Pâtes d'Alsace - Pâtes alimentaires aux 7 oeufs,,,
1209,8 Beignets de crevettes avec sauce aigre-douce - Casino Saveurs d'Ailleurs - 160g,3222476556486,,"['Snacks', 'Snacks salés', 'Beignets salés']",['France'],"['Beignets de crevettes 75% : crevette 39% ', 'contient sulfites', ' - eau - fécule de pomme de terre - farine de blé - huile de tournesol - épaississants : carraghénanes', 'gomme guar', 'gomme xanthane - sel - poudres à lever : diphosphates', 'carbonates de sodium - amidon de blé - amidon transformé de pomme de terre - sucre - œuf en poudre - curcuma', 'pourcentages exprimés sur les beignets de crevettes', ""sauce aigre-douce 25% : eau - sucre - vinaigre d'alcool - ananas - poivron rouge - amidon transformé de maïs - huile de tournesol - sel - acidifiant : acide citrique - curry "", 'contient moutarde', ' - gingembre - stabilisants : gomme guar', 'gomme xanthane']","['Non végétalien', 'Non végétarien']",8.6 g,en quantité modérée,0.8 g,en faible quantité,1.2 g,en faible quantité,1.5 g,en quantité modérée,993,+15%,236,+3%,993 kj(236 kcal),+5%,"8,6",-7%,"0,8",-36%,33,+30%,"1,2",-66%,"6,7",-2%,"1,5",+1%,"0,6",+1%,4,-42%,C,-42%,,,,,,,,,"[""Casino Saveurs d'Ailleurs"", 'Casino']",,,['Casino'],160 g,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E14XX - Amidons modifiés', 'E330 - Acide citrique']",,"['Crustacés', 'Œufs', 'Gluten', 'Moutarde', 'Anhydride sulfureux et sulfites']",4,,,Beignets de crevettes et sauce aigre- douce,,,
1210,bloc de foie gras de canard du Sud-Ouest avec 30 % morceaux - Casino Délices - 150g,3222476560919,A,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux']",['France'],"['Foie gras de canard* du Sud-Ouest - morceaux de foie gras de canard* du Sud-Ouest 30% - eau - sel - Armagnac - Porto - sucre - poivre blanc - conservateur : nitrite de sodium - antioxydant : ascorbate de sodium', '* origine France']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",50 g,en quantité élevée,22 g,en quantité élevée,1.2 g,en faible quantité,1.5 g,en quantité modérée,1996,-2%,484,-2%,1996 kj(484 kcal),-3%,50,-2%,22,0%,2,-10%,"1,2",-5%,"6,6",+4%,"1,5",+20%,"0,6",+20%,21,+2%,E,+2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,"['IGP', 'Point Vert', 'Triman']","['Casino Délices', 'Casino']","['EMB 40281A', 'Saint-Pierre-du-Mont (Landes, France)', 'FR 40.281.001 CE', 'Saint-Pierre-du-Mont (Landes, France)']","['Métal', 'Conserve']",['Casino'],150 g,"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E301 - Ascorbate de sodium']",,,3,['France'],['France'],Bloc de foie gras de canard du Sud-Ouest avec morceaux,,,
1211,Tarte aux framboises - Pâte pur beurre - Casino - 470g,3222476599056,C,"['Surgelés', 'Biscuits et gâteaux', 'Tartes', 'Gâteaux', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Biscuit sec nappé aux fruits', 'Gâteaux et pâtisseries surgelés', 'Tartes aux framboises']",['France'],"['Framboises 39% - farine de blé - sucre - beurre concentré 5,9% - sirop de glucose - eau - purée de framboise 3,7% - oeuf - gélifiant : pectines - poudres à lever : diphosphates', 'carbonates de sodium - arôme naturel de framboise - sel - stabilisant : phosphates de calcium - acidifiant : acide citrique', ' traces de soja et fruits à coque']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",7.4 g,en quantité modérée,4.6 g,en quantité modérée,24 g,en quantité élevée,0.27 g,en faible quantité,1058,,251,-5%,1058 kj(251 kcal),-4%,"7,4",-14%,"4,6",-1%,42,+4%,24,+10%,"2,8",-15%,"0,27",+19%,"0,108",+19%,10,-1%,C,-1%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,,['Casino'],"['EMB 64134', 'Bonloc (Pyrénées-Atlantiques, France)']","['Carton', 'Surgele']",['Casino'],470 g,"['E440 - Pectines', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', 'E330 - Acide citrique']",,"['Œufs', 'Gluten', 'Lait']",4,,,"Pâte sablée (37,2%) garnie de framboises, surgelée",,,
1212,Sirop de cassis pur sucre - Casino - 70cl,3222476603586,A,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis', 'Boissons avec sucre ajouté']",['France'],"['Sucre - eau - jus de cassis à base de concentré 15,6% - jus de sureau à base de concentré - acidifiant : acide citrique - arôme']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,1336,-3%,314,+13%,1336 kj(314 kcal),+8%,0,-100%,0,-100%,78,+13%,78,+15%,0,-100%,0,-100%,0,-100%,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,['Casino'],"['EMB 45290', ""Saint-Martin-d'Abbat (Loiret, France)""]","['Bouteille en verre', 'Opercule en plastique']",['Casino'],70 cl,['E330 - Acide citrique'],,,4,,,Sirop de cassis,,,
1213,Boisson Exotique - Casino - 25cl,3222476606990,,,['France'],"['Eau de source 82', ""1% - sucre - jus d'orange à base de concentré 5"", '5% - jus de pomme à base de concentré 5', ""3% - jus d'ananas à base de concentré 1% - acidifiant : acide citrique - jus de mangue à base de concentré 0"", '1% - jus de fruits de la passion à base de concentré 0', '1% - arôme naturel - arômes - antioxydant : acide ascorbique - colorant : bêta carotène']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",,,,,,,,,170,,?,,170 kj(41 kcal),,0,,0,,10,,"9,3",,0,,0,,0,,,,,,,,,,,,,,['Casino'],,,['Casino'],25cl,"['E330 - Acide citrique', 'E300 - Acide ascorbique', 'E160ai - Bêta-carotène']",,,4,,,Boisson aux jus de fruits à base de concentrés aromatisée exotique,,,
