,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,brand,traceability_code,quantity,eco_score,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,allergens,packaging,nova_score,generic_name,markets,additives,origin_detail,producer_info,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
1096,Mélange gourmand épeautre et sarrasin grillé,3273120030661,['France'],[],[],?,371,1552 kj(371 kcal),5,"0,5",67,"3,2",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,Pate a tartiner,8025620422003,['France'],[],[],?,539,2255 kj(539 kcal),"30,9","10,6","57,5","56,3","6,3","0,1","0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,Filet de Poulet rôtis,2227548029586,['France'],[],[],?,168,703 kj(168 kcal),"7,1","1,9","0,8","0,7",25,"1,4","0,56",,"['EMB 72264', 'Sablé-sur-Sarthe (Sarthe, France)']",,D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",7.1 g,en quantité modérée,1.9 g,en quantité modérée,0.7 g,en faible quantité,1.4 g,en quantité modérée,,+28%,+29%,+147%,+155%,+67%,+188%,+10%,+87%,+87%,4,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,
1099,Sel de Guérande aux algues - 500g,3760019770383,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,500 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,"Grissol, Croûtons Classique César 150g",0056951451118,['France'],"['5% |sucres 2 g irs 4% 1/protéines 3g a/ vitamine a c/ vitamine c 0% 0/ calcium 0% 0% iron/fer 6 % ingredients: wheat flour', 'canola oil', 'sugar', ' whey powder', 'yeast', 'salt', 'dextrose', 'modified palm oil cheddar cheese powder', 'garlic powder', 'onion powder', 'spices', 'yeast extract', 'natural flavour ', 'contains sesame seeds', 'silicon dioxide', 'paprika', ' contains: wheat', 'milk and sesame seeds', ' may contain soya', ' baked in a nut free/ peanut free facility', ' ingrédients: farine de blé', 'huile de canola', 'sucre petit-lait en poudre', 'levure', 'sel', 'dextrose', 'huile de palme modifiée', 'poudre de fromage cheddar', ""poudre d'ail"", ""poudre d'oignon"", ' épices', 'extrait de levure', 'arôme naturel ', 'contient des graines de seésame', 'dioxyde de silicium', 'paprika contient: blé', 'lait et graines de sésame', ' peut contenir du soya', "" produit confectionne dans une usine exempte de noix et d'arachides""]",['Non végétalien'],?,400,1674 kj(400 kcal),5,1,75,10,15,"1,125","0,45",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Gluten', 'Lait', 'Graines de sésame']",,4,,,,,,,,,['Huile de palme'],
1101,Oliveira da serra,5601024125332,['France'],[],[],?,822,3439 kj(822 kcal),91,15,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,Piment de Cayenne,4056489167914,['France'],[],[],?,?,,?,,?,,?,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Piments', 'Capsicum frutescens', 'Piments de Cayenne']",,,,,,,,,,,,,,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,,,,,,,,,,,,,,
1103,Le yaourt Sucre de canne - Nestlé - 500g,3023290041673,['France'],[],[],?,91,381 kj(91 kcal),"3,2","2,1","11,5","11,5",3,"0,12","0,048",['Nestlé'],,500 g,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts sucrés']",3.2 g,en quantité modérée,2.1 g,en quantité modérée,11.5 g,en quantité modérée,0.12 g,en faible quantité,,-5%,-6%,+3%,+6%,-11%,-7%,-15%,+5%,+5%,4,+37%,C,+37%,,,,,,,,,,,,,,,,,,,,,
1104,From.pâte filée lt past.bufflonne mozzarella - U Bio - bil.120g,3256228129932,"['Afghanistan', 'France']","[""LAIT de bufflonne entier pasteurisé issu de l'agriculture biologique"", 'sel', 'présure']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",1180,285,1180 kj(285 kcal),25,16,1,1,14,"0,8","0,32","['U Bio', 'U']",,bil.120 g,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",25 g,en quantité élevée,16 g,en quantité élevée,1 g,en faible quantité,0.8 g,en quantité modérée,+4%,+6%,+5%,+8%,+1%,+34%,+63%,-3%,+31%,+31%,11,+8%,D,+8%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Bio', 'en:FSC']",['Lait'],['Frais'],3,,"['Magasins U', 'Super U']",,,,,,,,
1105,Saucisse seche de foie,3349010004897,['France'],[],[],?,451,1887 kj(451 kcal),35,"13,9","3,8","2,4","30,3","4,6","1,84",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,Riso Oro Ins. integ. 10'gr800 SC,8001860251139,['France'],[],[],?,345,1443 kj(345 kcal),"3,2","0,7",73,"0,2",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,Cornichons de munich en tranches,4006824007061,['France'],[],[],?,54,226 kj(54 kcal),"0,1","0,1","11,7","11,7","0,3","1,6","0,64",,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Pickles', 'Légumes et dérivés', 'Légumes en conserve', ""Pickles d'origine végétale"", 'Pickles de légumes', 'Pickles de concombres', 'Cornichons']",0.1 g,en faible quantité,0.1 g,en faible quantité,11.7 g,en quantité modérée,1.6 g,en quantité élevée,,+100%,+111%,-66%,+46%,+240%,+348%,-70%,-7%,-7%,4,+84%,C,+84%,,,,,,,,,,,,,,,,,,,,,
1108,Anjar Pickled cucumber,5285001291076,['France'],[],[],?,21,88 kj(21 kcal),0,0,1,1,0,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,Choco moooo 3 x,7622210317582,['France'],[],[],?,494,2067 kj(494 kcal),21,11,28,21,"7,6","0,68","0,272",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,Éthiopie de Sidamo - Monoprix,3350033694675,['France'],[],[],?,1,4 kj(1 kcal),0,0,"0,3",0,"0,2",0,0,"['Monoprix', 'Monoprix Bio']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,['Monoprix'],,,,,,,,
1111,Sauce sweat chili - Casino,3222477403734,['France'],[],[],663,156,663 kj(156 kcal),0,0,39,36,0,"2,7","1,08",['Casino'],,,,"['Epicerie', 'Sauces']",0 g,en faible quantité,0 g,en faible quantité,36 g,en quantité élevée,2.7 g,en quantité élevée,-25%,-34%,-33%,-100%,-100%,+294%,+457%,-100%,+12%,+12%,18,+55%,D,+55%,,,,,,,,,,"['Film en plastique', 'Couvercle en métal']",,,['Casino'],,,,,,,,
1112,Café despertar especial desayuno compatibles,8410192107760,['France'],[],[],?,9,38 kj(9 kcal),"0,5",0,"0,5","0,5",2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,WW fizzy cola gums,5051882226861,"['France', 'Suisse']",[],[],?,170,711 kj(170 kcal),0,0,"20,3","9,8","6,78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,,,,
1114,Tropifrutti - Haribo,4001686366950,['France'],[],[],?,4,17 kj(4 kcal),2,1,23,3,12,3,"1,2",['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,Mega Hamburger,3760278611656,['France'],[],[],?,291,1218 kj(291 kcal),"3,7","0,5",55,"6,8","9,41","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,Azuki haricots - Greenweez,3701269701246,['France'],"[""Azuki issu de l'agriculture biologique"", ' Traces possibles de céréales contenant du gluten', 'soja', 'fruits à coques', 'sésame']",[],?,329,1377 kj(329 kcal),"0,5","0,2","62,9",0,"19,9",0,0,['Greenweez'],,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots azukis']",0.5 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+6%,+14%,-29%,-0%,+29%,-100%,-6%,-100%,-100%,-1,,A,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture non UE', 'ES-ECO-025-NA', 'Point Vert']",,,,,,,,,,,,,
1117,Rainbox pepperscorns blend,8719987530609,['France'],[],[],?,0,0 kj(0 kcal),?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,Jus d'ananas - Monoprix,3350033716452,['France'],[],[],?,48,201 kj(48 kcal),0,0,12,12,0,0,0,['Monoprix'],"['EMB 67434B', 'Sarre-Union (Bas-Rhin, France)', 'EMB 45273D', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Monoprix'],,,,,,,,
1119,Salade parisienne au thon - Auchan,3596710483747,['France'],[],[],?,160,669 kj(160 kcal),12,"0,9","4,8","2,5","7,1","1,1","0,44",['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,
1120,Bandos goût cola acidulé - Hitschler - 1200g,02711128,['France'],"['SUCRE', 'SIROP DE GLUCOSE-FRUCTOSE', 'FARINE DE BLE', 'ACIDIFIANTS: ACIDE MALIQUE', 'ACIDE CITRIQUE', ' DEXTROSE', 'HUILE DE PALME', 'AROME', ""COLORANT: CARAMEL AU SULFITE D'AMMONIUM"", ' ANTIOXYDANTS: ACIDE ASCORBIQUE', 'E 306']","['Huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,369,1544 kj(369 kcal),"2,2","1,2",82,64,"2,3","0,04","0,016",['Hitschler'],,1200g,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Bonbons acidulés gélifiés']",2.2 g,en faible quantité,1.2 g,en faible quantité,64 g,en quantité élevée,0.04 g,en faible quantité,,+7%,+6%,+354%,+400%,+1%,+6%,-30%,-79%,-79%,15,+3%,D,+3%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,['Gluten'],,4,,,"['E296 - Acide malique', 'E330 - Acide citrique', ""E150d - Caramel au sulfite d'ammonium"", 'E300 - Acide ascorbique', 'E306 - Extrait riche en tocophérols']",,,,,,['Huile de palme'],
1121,VIVANT Kombucha frambroise,3770012647025,['France'],[],[],?,15,63 kj(15 kcal),0,0,"3,8","3,4",0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,Peanut Butter Crunch - Häagen-Dazs - 70g,3415587423017,['France'],"['Crème fraîche ', '21%', 'cacahuètes grillées ', '17%', 'sucre', 'lait écrémé concentré réduit en lactose', 'beurre de cacao', 'pâte de cacao', ""jaune d'oeuf"", 'sirop de glucose', 'lait entier en poudre', 'lait écrémé en poudre', 'beurre concentré', 'huiles végétales ', 'noix de coco', 'arachides', 'sel', 'émulsifiant : lécithine de soja', 'arôme naturel de vanille']",['Non végétalien'],?,397,1661 kj(397 kcal),"29,9","14,2","22,4","18,4","8,4","0,22","0,088",['Häagen-Dazs'],,70g,,"[""Glace au beurre d'archaide""]",29.9 g,en quantité élevée,14.2 g,en quantité élevée,18.4 g,en quantité élevée,0.22 g,en faible quantité,,,,,,,,,,,16,,D,,,,,,,,,,"['Œufs', 'Lait', 'Arachides']",,4,,,['E322i - Lécithine'],,,,,,,
1123,Tropical,3383810002677,['France'],[],[],?,34,142 kj(34 kcal),"0,5","0,1","8,2","8,2","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,Crème fraîche epaisse BIO - Bio Gam,3382323500106,['France'],[],[],?,291,1218 kj(291 kcal),"30,2","20,6","2,9","2,9",22,"0,1","0,04",['Bio Gam'],,,C,"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes fraîches']",30.2 g,en quantité élevée,20.6 g,en quantité élevée,2.9 g,en faible quantité,0.1 g,en faible quantité,,-0%,+2%,+2%,+4%,-11%,+1%,+832%,+18%,+18%,13,0%,D,0%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Bio'],,,,,,,,,,,,,
1125,Broyé aux Noisettes - 260g,3380033501406,['France'],[],[],?,511,2138 kj(511 kcal),25,16,64,28,"6,6","0,9","0,36",,,260 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,Fiambre de pavo,8411769008619,['France'],[],[],?,93,389 kj(93 kcal),"2,5","0,9","4,5","0,5",13,"1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,Shaker sauce vinaigrette - Shneider's,0838948010825,['France'],[],[],?,469,1962 kj(469 kcal),51,"5,3","0,7","0,5","0,5","2,5",1,"[""Shneider's""]",,,D,"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",51 g,en quantité élevée,5.3 g,en quantité élevée,0.5 g,en faible quantité,2.5 g,en quantité élevée,,+30%,+31%,+39%,+41%,-85%,-85%,-15%,+30%,+30%,20,+34%,E,+34%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,,,,,,,,,,,,,,
1128,Rôti de dinde - U Bio - x4soit 160g,3256227751738,['France'],"['Viande de dinde* 88% ', 'origine : France', 'eau', 'sel', 'arômes naturels', 'dextrose*', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', ' Traces éventuelles de céleri', 'fruits à coque', 'céréales contenant du gluten', 'lait,moutarde,oeufs', "" *Ingrédient issu de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",451,107,451 kj(107 kcal),"1,9","0,5",0,0,22,"1,7","0,68","['U Bio', 'U']","['FR 22.272.028 CE', ""Saint-Agathon (Côtes-d'Armor, France)""]",x4 soit 160 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Viande Française', 'AB Agriculture Biologique', 'FR-BIO-10', 'Transformé en France', 'Volaille-francaise', 'Recyclé plastique']",,"['Sachet en plastique', 'Frais']",4,,"['Magasins U', 'Super U']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,
1129,Good Diet,3760302220328,['France'],[],[],?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,Jus de citron bio - Carrefour Bio,3596710480722,['France'],[],[],?,28,117 kj(28 kcal),"0,5","0,1",1,"0,8","0,4",0,0,['Carrefour Bio'],,,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",0.5 g,en faible quantité,0.1 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,,+4%,+4%,+252%,+675%,-72%,-52%,+19%,-100%,-100%,-5,,B,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Bio'],,,,,['Carrefour'],,,,,,,,
1131,Apricot sun dried fruits,4850009990194,['France'],[],[],?,130.5,546 kj(130 kcal),"0,255",0,"31,75","26,72","1,695",,,,,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",0.255 g,en faible quantité,0 g,en faible quantité,26.7 g,en quantité élevée,,,,-50%,-50%,-47%,-100%,-45%,-41%,-45%,,,,,,,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,,
1132,Kex Roll Raspberry & Vanille biscuits - Soder Garden - 76g,20451004,['France'],[],[],?,470,1966 kj(470 kcal),19,"11,2","69,5","36,6","4,3","0,5","0,2",['Soder Garden'],,76 g,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'en:Biscuits et gâteaux', 'en:Snacks sucrés']",19 g,en quantité modérée,11.2 g,en quantité élevée,36.6 g,en quantité élevée,0.5 g,en quantité modérée,,+7%,+6%,-5%,+17%,+19%,+15%,-22%,-13%,-13%,25,+24%,E,+24%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,,,,,,,
1133,poelee mediterraneene,2868075023946,['France'],[],[],?,22,92 kj(22 kcal),"0,5","0,1","3,4","1,4","1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,,,,,,,
1134,Whey protein chocolat,3662072027506,['France'],[],[],?,399,1669 kj(399 kcal),"8,3","5,7","11,6","4,8","67,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,Gazpacho - Saint Eloi,3250392933739,['France'],"['Légumes 95,2% ', 'tomate""', 'poivron""', 'concombre""', 'oignon""', 'ail""', ""huile d'olive vierge extra 3%"", 'sel', 'vinaigre de vin""', 'jus de citron""', ' ""Ingredients issus de l\'agriculture biologique']",[],?,46,192 kj(46 kcal),3,"0,4","3,5","3,2","0,6","0,7","0,28","['Saint Eloi', 'Intermarché']",,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes', 'Soupes froides', 'Gaspacho']",3 g,en quantité modérée,0.4 g,en faible quantité,3.2 g,en faible quantité,0.7 g,en quantité modérée,,+12%,+11%,+22%,+4%,+4%,+25%,-24%,+5%,+5%,-2,-268%,A,-268%,8.9%,40.5%,20.0%,12.5%,12.7%,5.4%,98,"['Bio', 'Nutriscore', 'Nutriscore A']",,,3,,,,,,,,,,
1136,Saumon Fumé Émincés Fondants,3033610088493,['France'],[],[],?,198,828 kj(198 kcal),12,"2,5","0,6","0,6",22,"2,9","1,16",,,,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",12 g,en quantité modérée,2.5 g,en quantité modérée,0.6 g,en faible quantité,2.9 g,en quantité élevée,,+7%,+7%,+14%,+21%,+21%,+80%,-0%,+3%,+3%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,
1137,Sugo con ricotta,8032793342809,['France'],[],[],?,70,293 kj(70 kcal),"3,7","1,5","6,3",5,3,"1,7","0,68",,,,B,"['Epicerie', 'Sauces', 'Sauces tomate']",3.7 g,en quantité modérée,1.5 g,en quantité modérée,5 g,en quantité modérée,1.7 g,en quantité élevée,,-20%,-18%,+71%,+329%,-47%,-49%,+92%,+32%,+32%,8,+56%,C,+56%,48.3%,19.8%,11.8%,11.5%,5.0%,3.5%,91,,,,,,,,,,,,,,
1138,Jambon superieur couenne,2273692012073,['France'],[],[],?,151,632 kj(151 kcal),7,3,1,"0,8",21,"2,2","0,88",,"['EMB 14752B', 'Villers-Bocage (Calvados, France)', 'FR 14.752.020 CE', 'Villers-Bocage (Calvados, France)']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,Soyspring Instant Soybean Cereal - 560g,6901432806526,['France'],[],[],?,0,0 kj(0 kcal),"1,5","0,5",22,22,0,0,0,,,560 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,Maasdam spécial sandwichs - 160g,3330410007045,['France'],[],[],?,345,1443 kj(345 kcal),27,18,1,"0,5",26,"1,3","0,52",,"['FR 62.205.003 CE', 'Campagne-lès-Wardrecques (Pas-de-Calais, France)']",160 g,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Maasdam']",27 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,,-2%,-2%,-2%,-4%,+388%,+170%,+2%,-2%,-2%,14,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Point Vert'],,,,,,,,,,,,,
1141,Mousse de canard - 180g,3177340087385,['France'],[],[],?,403,1686 kj(403 kcal),38,15,"4,2","1,8",11,"1,4","0,56",,"['EMB 87085B', 'Limoges (Haute-Vienne, France)', 'FR 87.085.003 CE', 'Limoges (Haute-Vienne, France)']",180 g,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard']",38 g,en quantité élevée,15 g,en quantité élevée,1.8 g,en faible quantité,1.4 g,en quantité modérée,,+0%,+1%,-2%,+6%,+32%,-7%,+19%,-5%,-5%,21,+3%,E,+3%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,,,,,,,,,,,,,,
1142,Aiguillette de poulet panée - U - 200g,3256228120427,['France'],"['Aiguilettes de poulet traitées en salaison 70% ', 'aiguillettes de poulet 60 % ', 'origine : France', 'eau', 'sel', 'amidon transformé de tapioca', 'arôme naturel', 'panure ', 'chapelure ', 'farine de BLE', 'sel', 'levure', 'épices', 'farine de BLE', 'sel', "" Frit à l'huile de tournesol""]","['Non végétalien', 'Non végétarien']",865,206,865 kj(206 kcal),"7,9","0,9",16,"0,8",17,"1,2","0,48",['U'],,200 g,C,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Préparations au poulet', 'Poulets panés']",7.9 g,en quantité modérée,0.9 g,en faible quantité,0.8 g,en faible quantité,1.2 g,en quantité modérée,-6%,-7%,-7%,-29%,-57%,+1%,-38%,+25%,+2%,+2%,1,-74%,B,-74%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"['Nutriscore', 'Nutriscore B']","['Céleri', 'Œufs', 'Gluten', 'Lait', 'Moutarde', 'Soja']","['Barquette', 'Frais']",4,,['Magasins U'],['E14XX - Amidons modifiés'],,,['France'],,,,
1143,Panaché - Walberg - 25cl,3162330001298,['France'],"['Limonade ', 'eau gazéifiée', 'sucre', 'acidifiant: acide citrique', 'antioxydant: acide ascorbique', 'arômes naturels', 'bière ', 'eau', 'malt d_orge_', 'maïs', 'caramel aromatique', 'extraits de houblon', 'antioxydant: acide ascorbique']",['Sans huile de palme'],?,?,,?,,?,,?,,,['Walberg'],['BSO-01-203301-A'],25 cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Gluten'],['Verre'],4,,['Marché U'],"['E330 - Acide citrique', 'E300 - Acide ascorbique']",,,,,,,
1144,Seaweed soda water,6901035105514,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,Pasteque,8436045736260,['France'],[],[],?,37,155 kj(37 kcal),0,0,0,0,8,0,0,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Melons et pastèques', 'Pastèques']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,+32%,+30%,-100%,-100%,-100%,-100%,+233%,-100%,-100%,-9,,A,,,,,,,,,,,,,,,,,,,,,,
1146,Café Molido Torrefacto - Hacendado,8480000110718,['France'],[],[],?,6,25 kj(6 kcal),"8,8","3,9",18,"4,5",15,0,0,['Hacendado'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Hacendado'],,,,,,,,
1147,Grosses madelaines,3700238374665,['France'],[],[],?,411,1720 kj(411 kcal),"19,7","1,9","52,4","24,9","5,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Point Vert'],,,,,,,,,,,,,
1148,La fine picarde,3770010804314,['France'],[],[],?,538,2251 kj(538 kcal),33,4,48,0,"7,6","0,8","0,32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,Confiture myrtille des Landed - Léonce Blanc,3174061051282,['France'],[],[],?,171,715 kj(171 kcal),"0,5","0,1",40,"37,4","0,5","0,02","0,008",['Léonce Blanc'],,,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de myrtilles']",0.5 g,en faible quantité,0.1 g,en faible quantité,37.4 g,en quantité élevée,0.02 g,en faible quantité,,-22%,-22%,+92%,+126%,-25%,-26%,+28%,+20%,+20%,9,-2%,C,-2%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,
1150,Toasts fin sésame - 100g,3564706597341,['France'],[],[],?,376,1573 kj(376 kcal),"5,8","1,5",67,"2,9",12,"1,1","0,44",,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore B']",,,,,,,,,,,,,
