,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,quantity,additives,nova_score,ingredients_origins,manufacturing,markets,packaging,allergens,link,generic_name,palm_ingredients,brand_owner
930,Chips -,3770010804079,,,['France'],"['pommes de terre', 'huile de tournesol', 'sel', 'oignon AOP de Roscoff ', '12 %', ' ', 'arôme naturel oignons caramélisés ', '12%', 'et cest tout! Traces de céleri', ' Ingre - dients: potatoes', 'sunflower oil', 'salt', 'Roscoff onion pow der ', '12%', 'natural flavor caramelized onion ', '12 %', ' May contain traces of celery', 'Zutaten: Kartoffeln', 'Sonnenblu - menöl', 'Salz', 'Roscoff Zwiebelpulver ', '1,2%', 'natürliches Aroma karamellisierten Zwiebeln ', '1,2%', ' Kann Spuren von Sellerie', ' Ingrediënten : aardappelen', 'zonnebloe - molie', 'zout', 'Roscoff uipoeder ', '1,2%', 'natuurlijk aroma gekarameliseerde uien ', '2%', ' Sporen van selderij', ' Sans conservateur', 'sans colorants ni arômes artificiels', 'sans lactose', 'sans gluten', 'sans 0GM/No artificial ingredients', 'lactose free', 'gluten free', 'no GMO']",[],,,,,,,,,?,,539,,2255 kj(539 kcal),,32,,"2,8",,58,,"0,5",,"5,6",,"0,84",,"0,336",,,,,,,,,,,,,,"['Sans arômes artificiels', 'Sans gluten', 'Sans colorants artificiels', 'Sans colorants ni arômes artificiels', 'Sans colorants', 'Sans OGM', 'Sans lactose', 'Sans conservateurs', ""À l'huile de tournesol""]",,,,,,,,,,,,,
931,Côtes de Provence,3438910871217,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Provence']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,['France'],,,,,,,,
932,Gran selección - Aceite de oliva virgen extra - Abril,8436548620769,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",['France'],[],[],100 g,en quantité élevée,13 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,900,+5%,3766 kj(900 kcal),+5%,100,+5%,13,-7%,0,,0,,0,,0,-100%,0,-100%,6,-2%,C,-2%,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,['Abril'],,,,,,,,,,,,,,
933,Poivre 4 baies en grain,4001639184501,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Nesurenihon Kit Kat Mini 14 Sheets ~ 12 Bags - Nestlé,4902201168069,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Nestlé'],,,,,,,,,,,,,,
935,Brochettes de crevettes citron et persil,3760070015782,,,['France'],[],[],,,,,,,,,?,,154,,644 kj(154 kcal),,"9,9",,"1,1",,"1,1",,0,,15,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,
936,Bakspray,8710466269720,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,1,,"0,01",,2,,2,,"0,1",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Merguez de Volaille - Auchan - 750g,3254560233720,E,"['Viandes', 'Charcuteries', 'Saucisses', 'Merguez', 'Merguez de volaille']",['France'],"['Viande de dindonneau ', '71 %', 'gras de veau ', '15%', 'eau', 'sel', 'sirop de glucose', 'dextrose', 'épices', ""plante aromatique et extrait d'épices"", 'arôme naturels', 'extraits de plantes', ' Enveloppe naturelle ', 'mouton']",['Non végétalien'],14.2 g,en quantité modérée,6 g,en quantité élevée,1.6 g,en faible quantité,1.74 g,en quantité élevée,?,,223,+23%,933 kj(223 kcal),+19%,"14,2",+11%,6,+48%,"5,7",+248%,"1,6",+68%,"18,1",+12%,"1,74",+1%,"0,696",+1%,14,+21%,D,+21%,92.9%,4.8%,1.4%,0.6%,0.3%,0.1%,4,['Auchan'],"['Nutriscore', 'Nutriscore D']","['FR 56.017.001 CE', 'Bignan (Morbihan, France)']",750 g,,4,,,['Auchan'],,,,,,
938,Molecola,8054377870249,,,['France'],[],[],,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Bun feuilleté tomate mozarella - Sapresti,3287390080424,,,['France'],[],[],,,,,,,,,?,,291,,1218 kj(291 kcal),,17,,11,,24,,"3,8",,"9,5",,"1,1",,"0,44",,,,,,,,,,,,,['Sapresti'],,,,,,,,,,,,,,
940,Ferrarini Mozzarella Bufala,8008706600298,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages italiens', 'Fromages à pâte filée', 'Fromages au lait de bufflonne', 'Mozzarella', 'Mozzarella de bufflonne']",['France'],"['lait pasteurisé,sel', 'présure', ' Matière grasse 52% sur sec']",['Non végétalien'],23 g,en quantité élevée,17.8 g,en quantité élevée,0.7 g,en faible quantité,0.5 g,en quantité modérée,?,,278,+4%,1163 kj(278 kcal),+4%,23,-0%,"17,8",+13%,"0,8",+8%,"0,7",+14%,"17,4",+21%,"0,5",-18%,"0,2",-18%,10,-2%,C,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Ferrarini'],['AOP'],,,,3,,,,,,,,,
941,Pierre Chanau vin de pays d'Oc Canteline 13°,3254560707511,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,['Pierre Chanau'],,,,,,,,,,,,,,
942,Irish heather sour ale - The White Hag - 375mL,5391526930885,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières irlandaises']",['France'],"['Water', 'barley', 'wheat', 'heather', 'yeast']",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['The White Hag'],,,375 mL,,3,,,,['Bouteille'],['Gluten'],,,,
943,Larabar Key Lime Pie,0021908515458,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Céréales et dérivés']","['France', 'États-Unis']","['Dates', 'cashews', 'almonds', 'unsweetened coconut', 'lime juice concentrate', 'dried lime juice concentrate']","['Sans huile de palme', 'Végétalien', 'Végétarien']",22.2 g,en quantité élevée,6.67 g,en quantité élevée,40 g,en quantité élevée,0.055 g,en faible quantité,?,,444,+28%,1858 kj(444 kcal),+27%,"22,22",+289%,"6,67",+322%,"55,56",-6%,40,+603%,"8,89",-6%,"0,055",-82%,"0,022",-82%,14,+759%,D,+759%,,,,,,,,,"['Végétarien', 'Végétalien', 'en:gluten-free']",,,,1,,,,,['Fruits à coque'],,,,GENERAL MILLS SALES INC.
944,La Trop - 33cl,3770003692003,C,"['Boissons', 'Boissons alcoolisées', 'Produits artisanaux', 'Bières', 'Alcools artisanaux', 'Bières françaises', 'Bières artisanales']",['France'],"['Eau', ""malt d'orge"", 'maïs', 'moût concentré de raisin', 'acide citrique', 'arôme naturel', 'houblon', 'levures', 'colorant E120 cochenille', 'tanins de raisin']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['La Trop'],"['World Beer Awards', 'Déconseillé aux femmes enceintes']",,33 cl,"['E330 - Acide citrique', 'E120 - Acide carminique', 'E181 - Tannin']",4,,['France'],,"['Bouteille', 'Verre']",['Gluten'],,,,
945,Jus d'orange,0200504009770,D,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange""]",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,,,,,,,
946,Eau de coco cranberry framboise - vitamont - 75cl,3289196500731,,,['France'],"['eau de coco"" ', '49%', 'eau', 'jus de cranbern 7 S%', ' jus de framboise"" ', '3,5%', ""sUCre de canne Ingredients isus de l'agriculture biologique"", "" Conseil d'utilisotion: agiter ovant ouverture et servir frois Conseil de""]",[],,,,,,,,,?,,19,,79 kj(19 kcal),,0,,0,,"4,5",,"4,5",,0,,0,,0,,,,,,,,,,,,,['Vitamont'],['Bio'],,75cl,,,,,,,,,,,
947,Lunch bakes sourdough crackers - Jacob's,5000168210049,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']","['France', 'Espagne']",[],[],17.4 g,en quantité modérée,4.8 g,en quantité modérée,1.3 g,en faible quantité,1.2 g,en quantité modérée,?,,465,+22%,1946 kj(465 kcal),+22%,"17,4",+282%,"4,8",+366%,"63,9",-10%,"1,3",-77%,"10,6",+7%,"1,2",+36%,"0,48",+36%,14,+359%,D,+359%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,"[""Jacob's""]",,,,,,,,,,,,,,
948,Graines de chia -  - 250gr,3264950555578,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Chia']",['France'],"['graines de chia', ' 100% bilogique']",[],30 g,en quantité élevée,3.6 g,en quantité modérée,1.5 g,en faible quantité,0.04 g,en faible quantité,?,,449,+0%,1879 kj(449 kcal),+0%,30,-2%,"3,6",+15%,"7,7",-36%,"1,5",+172%,20,-0%,"0,04",+67%,"0,016",+67%,-2,-322%,A,-322%,88.0%,0.0%,4.6%,2.4%,3.1%,1.9%,35,,"['Bio', 'Sans gluten']",,250gr,,1,,,['Abbaye'],"['Plastique', 'Carton']",,,sept fons,,
949,Don't panic - Sainte Cru - 33cl,3760084330130,C,"['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières françaises']",['France'],"['eau', ""malts d'orge"", 'malts de blé', 'houblons']","['Sans huile de palme', 'Végétalien', 'Végétarien']",,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,['Sainte Cru'],,,33 cl,,3,,,,"['Bouteille', 'verre']",['Gluten'],,,,
950,Plu Produce Pineapple Golden - Dole,4014071051133,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits']","['France', 'Espagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Dole'],,,,,,,,,,,,,,
951,Vego white,4260334140414,,,['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,?,,567,,2372 kj(567 kcal),,41,,17,,35,,35,,6,,"0,22",,"0,088",,,,,,,,,,,,,,"['Bio', 'Végétarien', 'Végétalien']",,,,,,,,,,,,,
952,Chocolate negro menta - Torras,8410342003218,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']","['France', 'Espagne']",[],[],32 g,en quantité élevée,19 g,en quantité élevée,0.5 g,en faible quantité,0.08 g,en faible quantité,?,,452,-19%,1891 kj(452 kcal),-18%,32,-19%,19,-18%,48,+24%,"0,5",-98%,6,-22%,"0,08",+71%,"0,032",+71%,15,-29%,D,-29%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Torras'],,,,,,,,,,,,,,
953,Tortilla de pomme de terre oignon,8436578330355,,,['France'],[],[],,,,,,,,,?,,157,,657 kj(157 kcal),,"9,2",,"1,6",,"12,6",,1,,"5,3",,"1,3",,"0,52",,,,,,,,,,,,,,['en:gluten-free'],,,,,,,,,,,,,
954,Lentejas cocidas - Gourmet,8413080003281,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Lentilles en conserve']","['France', 'Espagne']",[],[],0.5 g,en faible quantité,0 g,en faible quantité,0.5 g,en faible quantité,0.5 g,en quantité modérée,?,,82,-4%,343 kj(82 kcal),-3%,"0,5",-41%,0,-100%,"0,5",-96%,"0,5",-21%,"5,8",-4%,"0,5",-29%,"0,2",-29%,0,,B,,18.0%,39.2%,18.8%,10.4%,5.3%,8.4%,93,['Gourmet'],,,,,,,,,,,,,,
955,Spinach and ricotta canelloni - 400g,5000128910934,,,['France'],[],[],,,,,,,,,?,,116,,485 kj(116 kcal),,"6,2",,"3,6",,10,,"1,5",,"4,4",,"0,36",,"0,144",,,,,,,,,,,,,,,,400 g,,,,,,,,,,,
956,Actimel - Danone - 100g,5060360503189,,,['France'],"['Surt', 'milk', 'Gitrus fibre', 'Yerba mate extrad ', '1', '8%', ' centrated lemon juice', 'Loctobacillus casei ', 'I', ' egsai none', 'Vitpmin B6', 'Vitomin D', ' Vitamin 89', ' anone UK Ltd', 'PO Box 71027', 'LONDON', 'W4 960 preline:LUK 0808 144 9451 Dnn Ireland Ltd ock 1', 'Peansgrange Business Park Deansgrange', 'ublin Careline IRL 1800 949992 OP00 125 125 ', 'Service &gppel gratuits', ' 100ge Use Dy See sieeve', "" 'Sheke betere wie Keep elorotedd between +1 Cond 6 Cmax"", ' CD BE ', '319 K re DANONE']",[],,,,,,,,,?,,50,,209 kj(50 kcal),,"1,5",,"0,8",,"5,5",,"3,8",,"3,4",,"0,12",,"0,048",,,,,,,,,,,,,['Danone'],['Sans sucre ajouté'],,100 g,,,,,,,['Lait'],,,,
957,Walkers Shortbread - Chocolate Chip,0039047005327,,,['France'],[],[],,,,,,,,,?,,518,,2167 kj(518 kcal),,"27,6",,"17,2",,"61,3",,"25,7",,"5,2",,"0,7",,"0,28",,,,,,,,,,,,,['Walkers'],,,,,,,,,,,,,,
958,Salami danois,5704080956923,,,['France'],[],[],,,,,,,,,?,,399,,1669 kj(399 kcal),,37,,15,,"0,5",,"0,5",,16,,"4,4",,"1,76",,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Nestle Milo,6151100031518,,,['France'],[],[],,,,,,,,,?,,403,,1686 kj(403 kcal),,8,,"3,68",,"65,4",,"22,8",,13,,"0,72",,"0,288",,,,,,,,,,,,,,,,,,,,,,,,,,,
960,Paprika chips - Hema,8718161469933,,,['France'],[],[],,,,,,,,,?,,534,,2234 kj(534 kcal),,"32,9",,"3,4",,"51,7",,"2,2",,"5,8",,"1,3",,"0,52",,,,,,,,,,,,,['Hema'],,,,,,,,,,,,,,
961,Biscuits cacahuetes fourrés à la datte -,7290014536951,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits secs', 'Biscuits fourrés', 'Biscuits sablés']",['France'],[],[],23.7 g,en quantité élevée,4.2 g,en quantité modérée,3 g,en faible quantité,0.042 g,en faible quantité,?,,452,-4%,1891 kj(452 kcal),-4%,"23,7",+23%,"4,2",-51%,"41,1",-38%,3,-91%,"12,4",+113%,"0,042",-92%,"0,017",-92%,4,-80%,C,-80%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,,,,,,,,,,,,
962,Espresso decaf,8005657000559,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
963,Energy - Slammers - 250ml,8710624130909,,"['Boissons', 'Boissons énergisantes']",['France'],[],[],0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,?,,2,-94%,8 kj(2 kcal),-95%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,"0,6",+422%,"0,24",+422%,3,-72%,C,-72%,,,,,,,,['Slammers'],,,250 ml,,,,,,,,,,,
964,Sustitutive - 5x 55g,3175681234154,,,['France'],[],[],,,,,,,,,?,,362,,1515 kj(362 kcal),,7,,1,,45,,7,,23,,"0,85",,"0,34",,,,,,,,,,,,,,['en:gluten-free'],,5 x 55 g,,,,,,,,,,,
965,Mybioscore Fruits Rouges - Bio la vie,3423720022034,C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",['France'],"['Farine de blé T80*', ""flocons d'avoine*"", 'huile de tournesol oléique désodorisée* ', 'antioxydant : extrait de romarin*', 'fruits rouges*', '15%', ' ', 'fraises*', 'framboises*', 'cerises*', 'cranberries*', 'mures* ', 'groseilles*', 'maltodextrine', 'jus de pomme concentré*', 'jus de canne*', 'huile de tournesol*', ' pâte de dattes*', 'arôme naturel de fruits rouges*', 'poudres à lever ', 'bicarbonate de sodium', ""bicarbonate d'ammonium"", 'sel de mer non raffiné', "" *Ingrédients issus de l'agriculture biologique - Certifé par EcOcert France SAS"", 'Allergènes : gluten', ' Peut contenir des traces de:lait', 'œuf', 'sésame', 'soja', 'fruits à coques', 'arachide', ' Fabriqué en France-Auvergne-Rhône-Alpes']","['Sans huile de palme', 'Non végétalien']",17.5 g,en quantité modérée,1.9 g,en quantité modérée,12.2 g,en quantité modérée,0.41 g,en quantité modérée,?,,425,-10%,1778 kj(425 kcal),-11%,"17,5",-16%,"1,9",-81%,"56,1",-12%,"12,2",-59%,"8,1",+25%,"0,41",-30%,"0,164",-30%,-1,-105%,A,-105%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Bio la vie'],"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'Fabriqué en France', 'Nutriscore', 'Nutriscore A', 'en:palm-oil-free', 'AB Agriculture Biologique']",,,"['E392 - Extrait de romarin', 'E500ii - Carbonate acide de sodium', ""E503ii - Carbonate acide d'ammonium""]",4,,,,,['Gluten'],,,,
966,Pommes bio Golden delicious,3770012589639,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
967,Huile pepins de raisins - Cavanna - 2L,8002802102267,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits et graines de fruits', 'Huiles de pépins de raisins']",['France'],[],[],92 g,en quantité élevée,12 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-6%,3464 kj(828 kcal),-6%,92,-6%,12,+2%,0,,0,,0,,0,,0,,11,+1%,D,+1%,89.1%,2.2%,4.4%,2.1%,2.2%,0.0%,55,['Cavanna'],,,2 L,,,,,,,,,,,
968,Noix du Brésil Bio - Les Vergers d'Escoute,3481010002777,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Fruits à coques', 'Noix du Brésil']",['France'],[],[],67.1 g,en quantité élevée,16.1 g,en quantité élevée,2.3 g,en faible quantité,0.007 g,en faible quantité,?,,659,-4%,2757 kj(659 kcal),-4%,"67,1",+2%,"16,1",+3%,"4,2",-33%,"2,3",-2%,"14,3",-5%,"0,007",-82%,"0,003",-82%,18,+40%,D,+40%,82.2%,1.7%,3.2%,10.8%,2.2%,0.0%,45,"[""Les Vergers d'Escoute""]","['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
969,Sauce bolognaise de la mer -,3453020001491,,,['France'],"['Tomate 36', '4%', 'lieu noir MSC 30,3%', 'concentré de tomate', 'oignon 5,5%', 'jus de tomate', 'huile de tournesol', 'ail', 'carotte 2%', ""huile d'olive"", 'eau', 'amidon modifié de tapioca', 'sel', 'basilic ', '%', 'Sucre', 'persil', 'poivre', ' Fabriqué dans un atelier qui utilise également du céleri', 'du gluten', 'du soja', 'de la moutarde', 'des crustacés', 'des mollusques', 'des oeufs', 'et du lait']","['Non végétalien', 'Non végétarien']",,,,,,,,,?,,121,,506 kj(121 kcal),,"7,3",,"0,5",,"5,5",,"3,7",,"7,9",,"1,2",,"0,48",,,,,,,,,,,,,,"['Sans colorants', 'Pêche durable', 'Pêche durable MSC']",,,['E14XX - Amidons modifiés'],4,,,,,,,,,
970,Macaroni - Lustucru,3660861905035,,,['France'],[],[],,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,9",,"0,3",,70,,"4,5",,13,,"0,02",,"0,008",,,,,,,,,,,,,['Lustucru'],,,,,,,,,,,,,,
971,Tapenade verte - Le Brin D’Olivier - 180g,3262880104910,B,"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades vertes']",['France'],"['Olives vertes Picholine 80% ', 'Origine France', ""huile d'olive vierge extra"", 'cipres', ""pâte d'anchois"", 'anchois', ""huile d'alive"", 'all', 'basilic', 'jus concentré de citron', 'herbes de Provence', 'poivre', 'traces éventuelles de céleri', 'moutarde Consommer de préference avent la date inscrite sur la capsule']","['Non végétalien', 'Non végétarien']",23 g,en quantité élevée,3.7 g,en quantité modérée,0.6 g,en faible quantité,6 g,en quantité élevée,?,,225,+2%,941 kj(225 kcal),+2%,23,+6%,"3,7",+15%,"0,6",-73%,"0,6",+56%,2,+23%,6,+109%,"2,4",+109%,12,-12%,D,-12%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,['Le Brin D’Olivier'],,,180g,,3,,,,,['Poisson'],,,,
972,Gatomel - 400g,3760198800017,,,['France'],[],[],,,,,,,,,?,,378,,1582 kj(378 kcal),,"11,6",,"7,6",,63,,"40,8",,"4,8",,1,,"0,4",,,,,,,,,,,,,,,,400 g,,,,,,,,,,,
973,Pétales d'échine de porc - Marque blanche - 100g,3327750000539,,"['Viandes', 'Porc']",['France'],"['Viande de porc origine France Bleu Blanc Ceur', 'sel de Guérande', 'sel de frottage', 'épices', 'sucre', 'ail et plantes aromatiques']","['Non végétalien', 'Non végétarien']",19 g,en quantité modérée,7.5 g,en quantité élevée,0 g,en faible quantité,6.7 g,en quantité élevée,1336,+73%,320,+67%,1336 kj(320 kcal),+69%,19,+70%,"7,5",+74%,"2,1",+136%,~ 0,-100%,35,+77%,"6,7",+251%,"2,68",+251%,20,+80%,E,+80%,,,,,,,,['Marque blanche'],"['Viande Française', 'en:gluten-free', 'Viande Porcine Française', 'Sans lactose', 'Au sel de Guérande', 'Bleu Blanc Cœur']","['FR 57.032.001 CE', 'Ars-sur-Moselle (Moselle, France)']",100 g,,3,,,['Carrefour'],['Barquette plastique sous étui cartonné'],,,,,
974,Mix Mediterraneo - valfrutta - 140g,8001440116742,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'en:canned-drained-diced-mixed-vegetables']",['France'],[],[],1.3 g,en faible quantité,0.3 g,en faible quantité,2.5 g,en faible quantité,1.6 g,en quantité élevée,?,,76,+81%,318 kj(76 kcal),+82%,"1,3",+244%,"0,3",+154%,"11,2",+97%,"2,5",+97%,"2,6",+15%,"1,6",+147%,"0,64",+147%,-3,,A,,,,,,,,,['Valfrutta'],,,140g,,,,,,['boîte'],,,,,
975,Swiss chocoroc,7611851122938,,,['France'],[],[],,,,,,,,,?,,574,,2402 kj(574 kcal),,"39,2",,"23,1",,"48,7",,"45,6",,"3,9",,"0,12",,"0,048",,,,,,,,,,,,,,"['Bio', 'Bio européen', 'CH-BIO-006']",,,,,,,,,,,,,
976,Yaourt à la Grecque,5060396470349,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts à la grecque']",['France'],[],[],3.3 g,en quantité modérée,1.9 g,en quantité modérée,2.3 g,en faible quantité,0.07 g,en faible quantité,?,,73,-38%,305 kj(73 kcal),-38%,"3,3",-52%,"1,9",-57%,"3,4",-61%,"2,3",-71%,"7,3",+64%,"0,07",-40%,"0,028",-40%,-3,-174%,A,-174%,,,,,,,,,,,,,,,,,,,,,,
977,POIVRE NOIR ENTIER - 100g,3102870045451,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,100 g,,,,,,,,,,,
978,Chinon rouge A.O.C. 2017 - Marque Repère - 75cl,3564700806210,,,['France'],['Contient des sulfites'],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,"['Marque Repère', 'Les Caractères']",,,75 cl,,,,,['Leclerc'],,['Anhydride sulfureux et sulfites'],,,,
979,Licorne de noel,3417320222062,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Rillettes de canard aux poivrons rouges et piment d'espelette,3598960029843,D,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande blanche', 'Rillettes de volaille', 'Rillettes de canard']",['France'],[],[],33.3 g,en quantité élevée,10.6 g,en quantité élevée,1.3 g,en faible quantité,1.4 g,en quantité modérée,?,,365,-9%,1527 kj(365 kcal),-9%,"33,3",-9%,"10,6",-15%,"1,7",+194%,"1,3",+418%,"14,5",-10%,"1,4",+2%,"0,56",+2%,20,+4%,E,+4%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,,,,,,,,,,,,,,
981,Terrine au maroilles - 180g,3434221543843,,,['France'],[],[],,,,,,,,,?,,277,,1159 kj(277 kcal),,24,,10,,0,,0,,15,,"0,84",,"0,336",,,,,,,,,,,,,,,"['EMB 59640', 'Wargnies-le-Petit (Nord, France)']",180 g,,,,,,,,,,,
982,Symples - Infusion pétillante feuille de cassis -  - 33cl,3770011861132,,,['France'],"['Infusion de ribes nigrum français bio ', 'eau', 'feuilles de cassis', 'sucres issus de fruits', 'jus de citron', 'CO2']",[],,,,,,,,,?,,9,,38 kj(9 kcal),,0,,0,,"2,2",,"2,1",,0,,0,,0,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'Agriculture UE', 'FR-BIO-01', 'Sans colorants', 'Sans conservateurs']",,33cl,,,,,,,,,,,
983,Côtes du Rhône,3660989205932,C,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes du Rhône']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,['France'],,,,,,,,
984,Fraise magnum,3700555400016,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
