,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,quantity,brand,categories,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,nutriment_nutrition-score-fr_tr,nutriment_nutriscore_tr,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,ingredients_origins,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr_diff,traceability_code,brand_owner,generic_name,link,palm_ingredients
0,Activia,5900643039809,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Fromage frais i fermier en faisselle - Ferme de la Biochere - 500g,3536270705835,['France'],['Il n’y en a pas'],[],?,?,?,?,?,500g,['Ferme de la Biochere'],['Produits laitiers'],0 g,en faible quantité,,,,,,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Pomme cassis,3447870005037,['France'],[],[],?,47,"0,5",10,"0,5",,,,,,,,,,,"0,004",,"0,002",,197 kj(47 kcal),"0,01","9,21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Hipp Pâte aux legumes et colin d'alaska,4062300352544,['France'],[],[],?,?,?,?,?,,['Hipp'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,Deli'salades - 300g,01401554,['France'],"['carottes 80%', 'eau', 'huile de colza', ""vinaigre d'alcool"", 'jus de citron à base de concentré', 'moutarde 1% ', 'eau', 'graines de moutarde', ""vinaigre d'alcool"", 'sel', 'sucre sel amidon transformé de pomme de terre', 'épices', 'conservateur : E202', 'épaississant: E415']",[],?,78,"4,9",6,1,300g,"[""Deli'salades""]",['Salades carottes râpées'],0.53 g,en quantité modérée,,,,,,"0,53",,"0,212",,326 kj(78 kcal),"0,5","5,3",['sous vide'],['France'],['Aldi'],"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E415 - Gomme xanthane']",['Moutarde'],4,4.9 g,en quantité modérée,0.5 g,en faible quantité,5.3 g,en quantité modérée,-2,A,,,,,,,,,,,,,,,,,,,,
5,Tomates cerises - Prince de Bretagne,3370569800494,['France'],[],[],?,?,?,?,?,,['Prince de Bretagne'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates', 'Tomates cerise']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,,,,,,,,,,,,
6,les mal cassés - food and motion - 120,11100591,['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,120,['food and motion'],,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,,,,,,,,,,,,,,"['Végétarien', 'Végétalien']",,,,,,,,,,,
7,Pâtes Macaroni - Auchan - 0.804kg,0260359003804,['France'],[],[],?,?,?,?,?,0.804kg,['Auchan'],,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Salchichas viena de pavo y pollo con queso,8433329058131,['France'],[],[],?,236,20,2,13,,,,,,,,,,,2,,"0,8",,987 kj(236 kcal),7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sel Marin de l'ile de Ré,3558180031255,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Aceitunas rellenas de anchoa,8413080006268,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Estrella Damm Lemon Fles,8410793153135,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,chorizo hors froid - del pais - 100grammes,3660071009110,['France'],"['Ingrédients Maigre et gras de porc ', '132g de viande de porc mis en oeuvre pour 100g de produit fini', ',sel', 'épices', 'LACTOSE', 'dextrose', 'ferments', 'antioxydant: ascorbate de sodium', 'conservateur: nitrite de sodium', 'colorant: carmins', ' Viande de porc origine Espagne']","['Non végétalien', 'Non végétarien']",?,347,28,"1,6",22,100 grammes,['del pais'],"['Viandes', 'Charcuteries']",3.5 g,en quantité élevée,,+33%,+45%,+9%,+18%,"3,5",+47%,"1,4",+47%,1452 kj(347 kcal),10,"1,6",['100 grammes'],['Espagne'],['super u'],"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E120 - Acide carminique']",['Lait'],4,28 g,en quantité élevée,10 g,en quantité élevée,1.6 g,en faible quantité,23,E,,,,,,,,,['Fabriqué en Espagne'],['Espagne'],+34%,+38%,+101%,+44%,+44%,,,,,
13,Feuilles de vigne farcies - 350g,3760039890221,['France'],[],[],?,?,?,?,?,350 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,Zumo de naranja y mango ecológico fruta exprimida brik - Zumosol,8435425109687,['France'],[],[],?,46,"0,1","10,1","0,5",,['Zumosol'],,,,,,,,,"0,003",,"0,001",,192 kj(46 kcal),0,"9,9",,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
15,"Mirin - 1,5l",3760092452329,['France'],[],[],?,?,?,?,?,"1,5 l",['Mirin'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Pop corn caramel,3760018854732,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,Orange a jus - 2kg,8712423112926,['France'],[],[],?,?,?,?,?,2 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Iogurt natural desnatat,8422410116058,['France'],[],[],?,42,"0,5","5,6",4,,,,,,,,,,,"0,3",,"0,12",,176 kj(42 kcal),"0,2","5,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,limonade artisanale,3663911000063,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Yogur liquido desnatado sabor a Piña - Froiz,8424818126110,"['France', 'Espagne']",[],[],?,54,"0,2","9,5","3,1",,['Froiz'],"['Produits laitiers', 'es:lacteosos']",0.13 g,en faible quantité,,-78%,-99%,+93%,-75%,"0,13",-83%,"0,052",-83%,226 kj(54 kcal),"0,2","9,4",,,,,,,0.2 g,en faible quantité,0.2 g,en faible quantité,9.4 g,en quantité modérée,1,B,,,,,,,,,,,-78%,-98%,+131%,-90%,-90%,,,,,
21,Finello queso rallado cheddar y mozzarella - Arla,5711953069802,['France'],[],[],?,367,29,"2,7",25,,['Arla'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages râpés']",2 g,en quantité élevée,,-2%,+0%,+179%,-9%,2,+100%,"0,8",+100%,1536 kj(367 kcal),18,"0,5",,,,,,,29 g,en quantité élevée,18 g,en quantité élevée,0.5 g,en faible quantité,17,D,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['en:gluten-free'],,-2%,-7%,+39%,+32%,+32%,,,,,
22,Pierre D'argent 25 Ans,4003073923005,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Amandes en poudre,3263851024114,['France'],[],[],?,624,"49,9","11,7","27,8",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Fruits à coques et dérivés', 'Farines de fruits à coques', 'Amandes en poudre']",0.02 g,en faible quantité,,+0%,-6%,+35%,+20%,"0,02",-23%,"0,008",-23%,2611 kj(624 kcal),4,"3,9",,,,,,,49.9 g,en quantité élevée,4 g,en quantité modérée,3.9 g,en faible quantité,5,C,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01']",,+0%,-5%,-8%,-10%,-10%,,,,,
24,The Vanille Co 25S 50G,3222472217725,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Bœuf Bourguignon LP - Leaderprice,3263851613011,['France'],"['Viande de boeuf préparée en salaison précuite 25% ', 'viande de boeuf ', 'Origine France', '- vin rouge ', 'contient sulfites', '- eau - aromates ', 'ail en poudre - oignon en poudre', '- amidon transformé de maïs - sel-stabilisants : E451 - E407a et E410 - maltodextrine - dextrose', '- eau - pommes de terre 21% ', 'contient sulfites', '- carottes 15% - vin rouge ', 'contient sulfites', '- oignons 2,5% - amidon transformé de maïs - concentré de tomates 1% - farine de blé - huile de colza - arômes ', 'contient gluten - céleri - lait et soja', '- sel - sucre - épices et plantes aromatiques - colorant : E150c', '    Traces de crustacés - moutarde et poisson', '    Les informations en gras sont destinées aux personnes intolérantes ou allergiques']","['Non végétalien', 'Non végétarien']",?,76,"2,2","7,5","5,9",,['Leaderprice'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Ragoûts de boeuf', 'Bœufs bourguignons']",0.97 g,en quantité modérée,,-21%,-24%,+29%,-42%,"0,97",+20%,"0,388",+20%,318 kj(76 kcal),"0,7","1,8",,,,"['E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E410 - Gomme de caroube', 'E14XX - Amidons modifiés', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']","['Céleri', 'Gluten', 'Lait', 'Soja', 'Anhydride sulfureux et sulfites']",4,2.2 g,en faible quantité,0.7 g,en faible quantité,1.8 g,en faible quantité,1,B,E,96.2%,1.8%,0.7%,0.7%,0.4%,0.3%,8,,,-20%,-30%,+22%,,,,,,,
26,4030700123705,4030700123705,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Lentilles aux carottes et aux oignons,3022820421039,['France'],[],[],?,67,"0,5","9,1","4,8",,,,,,,,,,,"0,73",,"0,292",,280 kj(67 kcal),"0,1","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Créoles Amandes lait - Fortwenger,3279130111772,['France'],[],[],?,495,"25,4",56,"8,8",,['Fortwenger'],,,,,,,,,"0,1",,"0,04",,2071 kj(495 kcal),"10,9","46,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Boule coco - Patrelle - 260g,3215470519700,['France'],[],[],?,448,12,81,"3,2",260 g,['Patrelle'],,,,,,,,,"0,04",,"0,016",,1874 kj(448 kcal),11,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,50417087,50417087,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,
31,Jambon tradionnel cuit supérieur cuit fume - Saint Alby,2205880002771,['France'],[],[],?,125,"4,5",1,20,,['Saint Alby'],,,,,,,,,"1,9",,"0,76",,523 kj(125 kcal),"1,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Kirchner Musli - DmBio,4058172031212,['France'],[],[],?,64,"0,8","11,7","1,3",,['DmBio'],,,,,,,,,"0,013",,"0,005",,268 kj(64 kcal),"0,3","7,7",,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Fabriqué en Allemagne']",,,,,,,,,,,
33,Boisson rafraîchissante orange,8410408026236,['France'],[],[],?,38,0,"7,6",0,,,,,,,,,,,0,,0,,159 kj(38 kcal),0,"7,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Filet de saumon sans peau - Lidl,4056489033110,['France'],[],[],?,206,14,0,20,,['Lidl'],,,,,,,,,"0,2",,"0,08",,862 kj(206 kcal),"1,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Nectarines blanches variété Tourmaline - (sans marque) - 2kg,3661083000270,['France'],['Nectarines blanches'],[],?,?,?,?,?,2 kg,['(sans marque)'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Fruits frais', 'Pêches', 'Pêches fraîches', 'Nectarines', 'Nectarines fraîches']",,,,,,,,,,,,,,,['Cagette carton avec compartiments plastifiés'],,['U'],,,,,,,,,,,,,,,,,,,,"['Fruits et Légumes de France', 'Fruits de France']","['France', 'Gard']",,,,,,,,,,
36,Dino nuggets - 475g,20080730,['France'],[],[],?,230,"12,3","20,5",9,475 g,,"['Viandes', 'Préparations de viande', 'Volailles', 'Produits panés', 'Poulets', 'Volailles cuites', 'Préparations au poulet', 'Poulets cuisinés', 'Nuggets de volaille', 'Poulets panés', 'Nuggets de poulet']",1.2 g,en quantité modérée,,+3%,+10%,+22%,-30%,"1,2",+3%,"0,48",+3%,962 kj(230 kcal),"2,5","7,3",,,,,,,12.3 g,en quantité modérée,2.5 g,en quantité modérée,7.3 g,en quantité modérée,5,C,D,71.2%,17.5%,4.4%,1.9%,1.1%,4.0%,36,,,+3%,+25%,+457%,+36%,+36%,,,,,
37,Haché au Bœuf - Bigard,3273230050467,['France'],[],[],?,?,?,?,?,,['Bigard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Croque Monsieur au saumon - U - 2x 175g,,['France'],"['Pain de mie complet 44 ', 'farine complète de BLE 24,2', 'eau', 'huile de colza', 'sucre', 'GLUTEN DE BLE levure', 'sel', 'farine de BLE', 'émulsifiants : E322', 'E471', 'E472e', 'E4B2', 'conservateur: E282', 'arôme naturel,agent de traitement de la farine:E300', 'épaississant : E415', 'SAUMON fume 22,6% ', 'SAUMON Atlantique ', 'Salmo salar', ' 21,9 %', 'sel ', 'EMMENTAL 28,5% de matière grasse ', 'LAIT de vache pasteurisé', 'sel', 'ferments LACTIQUES', 'coagulant', 'CREME fraiche 30% de matière grasse ', 'CREME fraiche pasteurisée', 'ferments LACTIQUES', 'tomate cerise', 'citron', 'ciboulette']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,?,?,?,?,2 x 175 g,['U'],"['Sandwichs', 'Croque-monsieur']",,,,,,,,,,,,,,,['Barquette sous film'],"['Maine & Loire', 'France']",['U'],"['E322 - Lécithines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", ""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E282 - Propionate de calcium', 'E300 - Acide ascorbique', 'E415 - Gomme xanthane']","['Poisson', 'Gluten', 'Lait']",4,,,,,,,,,D,75.7%,13.8%,5.3%,3.1%,1.7%,0.5%,51,,,,,,,,,,,,
39,Yamama Grenadine Molasses Pomegranate Syrup,0623695000300,['France'],[],[],?,60,"0,05",14,"0,02",,,,,,,,,,,4,,"1,6",,251 kj(60 kcal),0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Pirate - PIRATO - 100g,36794607,['France'],"['fécule de manioc 43%', 'huile de tournesol', 'chair de crevettes 16,5%', 'sucre', 'sel', 'ail', 'acidifiant : acide citrique', 'poudres à lever : carbonate acide de sodium', ' Traces éventuelles de gluten et de lait']",[],?,132,"7,7",15,"0,5",100g,['PIRATO'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', 'Chips cocktail de crevettes']",0.49 g,en quantité modérée,,-75%,-76%,-71%,-92%,"0,49",-66%,"0,196",-66%,552 kj(132 kcal),"0,7","1,8",,,,"['E330 - Acide citrique', 'E500ii - Carbonate acide de sodium']",,3,7.7 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en faible quantité,3,C,C,65.0%,16.6%,5.2%,10.9%,2.4%,0.0%,61,,,-75%,-76%,-22%,-74%,-74%,,,,,
41,"Bruschetta chèvre, jambon cru et noix - U - 265g",,['France'],"['Pain bruschetta 37,5% ', 'farine de BLE', "" huile d'olive"", 'sel', 'levure', ""farine de BLE malté traité à l'alcool éthylique"", 'purée de tomate ', 'tomates', 'sel', ""correcteur d'acidité  E330"", 'FROMAGE de chèvre 15% ', 'LAIT de chèvre pasteurisé', 'sel', 'ferments ', 'dont LAIT', 'sel', 'coagulant', 'mélange de fromages râpés', ""d'emmental fondu et de mozzarella "", 'FROMAGE fondu ', 'EMMENTAL', 'FROMAGES', 'eau', 'protéines de LAIT', 'BEURRE', 'épaississants : E407', 'E1412', 'sels de fonte : E331', 'E339', 'E452', 'sel', 'MOZZARELLA ', 'LAIT pasteurise', 'ferments LACTIQUES', 'sel', 'anti-agglomérant : E460ii', 'chiffonnade de jambon sec montagne VPF 9', '4% ', 'jambon de porc VPF ', 'origine France', 'sel', 'conservateur : E252', 'cerneaux de NOIX 3,7%', 'origan']",['Non végétalien'],?,?,?,?,?,265 g,['U'],"['Plats préparés', 'Frais', 'Plats préparés frais']",,,,,,,,,,,,,,,['Barquette sous film'],"['Maine & Loire', 'France']",['U'],"['E330 - Acide citrique', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E1412 - Phosphate de diamidon', 'E331 - Citrates de sodium', 'E339 - Phosphates de sodium', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E460ii - Cellulose en poudre', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Fruits à coque']",4,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
42,Soupe de Poissons - sud saveurs,3520760000272,['France'],"['Eau', 'Poissons entiers de méditerranée', 'France', '32%', 'oignons', ""huile d'olive vierge"", 'sel', 'concentré de tomate', 'purée de tomates double concentré 28%', 'riz', 'farine de riz', 'sel', ""huile d'olive vierge"", 'aromates', 'épices', 'poivre,safran']",[],?,27,"0,7","2,2","2,9",,['sud saveurs'],"['Plats préparés', 'Soupes', 'Soupes à réchauffer', 'Soupes de poissons']",0.91 g,en quantité modérée,,-44%,-63%,+21%,-44%,"0,91",+3%,"0,364",+3%,113 kj(27 kcal),"0,142","0,2",['Conserve'],['Provence'],,,['Crustacés'],3,0.7 g,en faible quantité,0.142 g,en faible quantité,0.2 g,en faible quantité,3,C,E,89.9%,2.6%,1.2%,5.2%,0.8%,0.3%,25,"['Fabrique', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs', 'Fabriqué en france sans conservateurs sans colorants']",['Poissons entiers de méditerranée (Marseille France)'],-43%,-68%,-69%,+244%,+244%,"['FR 04.143.044 CE', 'Oraison (Alpes-de-Haute-Provence, France)', 'FR 04.143.044 CE', 'Oraison (Alpes-de-Haute-Provence, France)']",,,,
43,05783878,05783878,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Fabriqué en France', 'Sans conservateurs']",,,,,,,,,,,
44,Panzani - 6kg,3038359006432,['France'],[],[],?,?,?,?,?,6 kg,['Panzani'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Mayo ail & estragon,3760226461821,['France'],[],[],?,664,"71,8","2,6","0,9",,,,,,,,,,,"0,7",,"0,28",,2778 kj(664 kcal),"5,6","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0205033007624,0205033007624,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Ke by Kelia,8425408015371,['France'],[],[],?,430,"11,5","70,3",8,,,,,,,,,,,"1,7",,"0,68",,1799 kj(430 kcal),"4,2","0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Cake au chocolat et noisette - Guyader,3276770234816,['France'],[],[],?,446,28,36,9,,['Guyader'],,,,,,,,,1,,"0,4",,1866 kj(446 kcal),7,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Café Mexique doux et très aromatique - Dagobert - 250g,3770001467016,['France'],['Café moulu 100 % Arabica'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,250 g,['Dagobert'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés moulus']",,,,,,,,,,,,,,,['Sachet'],,,,,1,,,,,,,,,E,96.9%,0.9%,0.7%,1.3%,0.2%,0.0%,10,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Commerce équitable Bio', 'FR-BIO-01', 'Entreprise verte', 'Fair for Life']",['Mexique'],,,,,,,,,,
50,Goldfish baked snack crackers,0014100049159,"['France', 'États-Unis']","['Made with smiles and enriched wheat flour ', 'flour', 'niacin', 'reduced iron', 'thiamine mononitrate', 'riboflavin', 'folic acid', 'canola and/or sunflower oil', 'cheddar cheese ', '[cultured milk', 'salt', 'enzymes]', 'annatto', 'parmesan cheese ', 'milk', 'cultures', 'salt', 'enzymes', 'salt', 'contains 2% or less of: yeast', 'sugar', 'onion powder', 'autolyzed yeast extract', 'butter', 'annatto extract ', 'color', 'paprika', 'spices', 'celery', 'baking soda', 'monocalcium phosphate', 'contains: wheat', 'milk']",['Non végétalien'],?,467,15,"66,67","13,33",,,"['Snacks', 'Snacks salés', 'Snacks sucrés', 'Apéritif', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits apéritifs']",2 g,en quantité élevée,,+1%,-25%,+12%,+35%,2,0%,"0,8",0%,1954 kj(467 kcal),"3,33","3,33",,,,"['E160b - Rocou', 'E500ii - Carbonate acide de sodium', 'E341i - Phosphate monocalcique']","['Céleri', 'Gluten', 'Lait']",4,15 g,en quantité modérée,3.33 g,en quantité modérée,3.33 g,en faible quantité,13,D,B,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,,,-0%,-39%,-15%,-16%,-16%,,PEPPERIDGE FARM,,,
51,750g,3760187768113,['France'],[],[],?,?,?,?,?,750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Lasagnes bolognaise - Cora - 600g,3257986406662,['France'],[],[],?,117,"4,5",12,"6,6",600 g,['Cora'],"['Plats préparés', 'Plats à base de pâtes', 'Lasagnes préparées', 'Lasagnes à la bolognaise']",0.74 g,en quantité modérée,,-13%,-26%,-4%,+4%,"0,74",-6%,"0,296",-6%,490 kj(117 kcal),2,4,['Carton'],,,,,,4.5 g,en quantité modérée,2 g,en quantité modérée,4 g,en faible quantité,1,B,C,79.9%,12.1%,2.7%,2.8%,1.5%,1.1%,47,,,-12%,-21%,+47%,-57%,-57%,,,,,
53,Tisane digestion,3515450034095,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Marshmallows - 300g,8710497962386,['France'],[],[],?,326,0,"77,1","4,5",300 g,,,,,,,,,,"0,01",,"0,004",,1364 kj(326 kcal),0,"68,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Aubergine bio - Picolino - 500g (2pièces de 250g environ),3606760082408,['France'],['AUBERGINE BIOLOGIQUE'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,?,?,500 g (2 pièces de 250 g environ),['Picolino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Aubergines', 'Légumes frais', 'Aubergines fraîches']",,,,,,,,,,,,,,,['Barquette carton sous film plastique'],,,,,1,,,,,,,,,B,94.7%,0.0%,0.0%,2.7%,2.4%,0.1%,54,"['Bio', 'Bio européen', 'ES-ECO-002-AN', 'Agriculture UE']",['Espagne'],,,,,,,,,,
56,Pommes de terre chair ferme - Casino Bio - 1.5kg,3222477066489,['France'],"[""Pomme de terre de consommation à chair ferme issue de l'agriculture biologique / variété LAURETTE / Calibre 35-55 mm / Catégorie 1 / Récolte 2019""]",[],?,?,?,?,?,1.5 kg,['Casino Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pommes de terre']",,,,,,,,,,,,,,,['Filet plastique'],,['Géant'],,,,,,,,,,,,A,28.6%,0.0%,23.6%,24.0%,19.8%,4.1%,98,"['Bio', 'Bio européen', 'Catégorie I', 'FR-BIO-10']","['France', 'Aquitaine']",,,,,,"['EMB 33422B', ""Saint-Jean-d'Illac (Gironde, France)"", 'EMB 33422R', ""Saint-Jean-d'Illac (Gironde, France)""]",,"Pommes de terre de conservation à chair ferme, issues de l'agriculture biologique",,
57,2230339009568,2230339009568,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
58,Ketchup,8413412300170,"['France', 'Espagne']",[],[],?,331,"0,1",17,"1,2",,,"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",2.5 g,en quantité élevée,,+212%,-59%,-25%,-8%,"2,5",+26%,1,+26%,1385 kj(331 kcal),"0,1",15,,,,,,,0.1 g,en faible quantité,0.1 g,en faible quantité,15 g,en quantité élevée,17,D,B,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,,,+215%,+57%,-23%,+40%,+40%,,,,,
59,Capres -,8411102013072,['France'],[],[],?,23,"0,9","0,5","2,4",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Pickles', ""Pickles d'origine végétale"", 'Câpres au vinaigre']",2.87 g,en quantité élevée,,-26%,+65%,-85%,+11%,"2,87",-50%,"1,148",-50%,96 kj(23 kcal),0,0,,,,,,,0.9 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,9,C,,,,,,,,,,,-26%,-100%,-100%,+12%,+12%,,,,,
60,Pain au seigle,0206045007749,['France'],[],[],?,?,?,?,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains de seigle']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,51.1%,24.1%,13.7%,10.1%,1.0%,0.0%,94,,,,,,,,,,,,
61,Miel-soufflé,4627093815081,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
