,name,bar_code,brand,labels,sales_countries,ingredients_list,allergens,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,quantity,packaging,categories,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,eco_score,manufacturing,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,generic_name,ingredients_origins,palm_ingredients,traceability_code,link,brand_owner
1023,Still Winter Berries Lemonade - Schwartz,50020140,"['Schwartz', 'Aldi Specially Selected']",,['France'],[],,[],?,?,,?,,?,,?,,,,"['glass-jar', 'lid']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Garlic granules - Schwartz,50020270,['Schwartz'],,['France'],[],,[],?,?,,?,,?,,?,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Aliments à base de fruits et de légumes', 'Plantes condimentaires', 'Légumes et dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Ail et dérivés', 'Légumes séchés moulus', 'Ail sec broyé']",,,,,,,,,,,,,,,,,,,,,,,,,B,,,25.9%,0.0%,39.7%,11.5%,22.9%,0.0%,95,,,,,,
1025,Fisherman's friend - Mint,50043255,"[""Fisherman's Friend""]",,['France'],[],,[],?,242,1013 kj(242 kcal),"0,57","0,57","98,41","0,1","0,07","0,001",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,High five,50053063,,,['France'],[],,[],?,0,0 kj(0 kcal),0,0,0,0,0,"0,235","0,094",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,High Five Zero Electrolyte Berry - 80g,50053124,,,"['France', 'Italie']",[],,[],?,1,4 kj(1 kcal),1,1,12,5,5,7,"2,8",80 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,"Trident Gum (sugarfree, Xtra Care, Spearmint, 14 Pieces)",50098798,['Trident'],,['France'],[],,[],?,149,623 kj(149 kcal),"0,5","0,3",58,"0,5","0,5","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Bud Limited World Cup Edition - 473ml,5010017118815,['Bud'],,['France'],"[""Contient du malt d'orge""]",['Gluten'],[],?,?,,?,,?,,?,,,473 ml,"['Bouteille', 'Aluminium']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières blondes']",,,,,,,,,,,,,,,,,,,,,,,,3,C,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,Bière,,,,,
1030,Bisto grave powder for home made gravy - 454g,5010024101077,['Bisto'],,['France'],"['Potato Starch', 'Salt', 'WHEAT Starch', 'Colour ', 'E150c', 'Dried Yeast', 'Onion Powder']",['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,244,1021 kj(244 kcal),"0,5","0,1","59,5","0,5","1,3","25,73","10,292",454g,,,,,,,,,,,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition']",4,,,,,,,,,,,,,,,,
1031,Aah! Bisto Gravy Granules Nation's Favourite,5010024117047,['Bisto'],,['France'],"['Potato Starch', 'Maltodextrin', 'Palm Oil', 'Salt', 'Wheat Flour ', 'With added Calcium', 'Iron', 'Niacin,Thiamin', 'Colour ', 'E150c', ' Sugar', 'Flavourings', 'contain Barley', ' Flavour enhancers ', 'E621 E635', 'Emulsifier ', 'E322', ' contains soya']","['Gluten', 'Soja']",['Huile de palme'],?,397,1661 kj(397 kcal),"16,3","11,2","59,8","12,2","1,7","14,3","5,72",,,,,,,,,,,,,,,,,,,,,,,,,,"['E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E322 - Lécithines']",4,,,,,,,,,,,,,,,,
1032,Superfast oats - Mornflake,5010026505019,['Mornflake'],,['France'],[],,[],?,367,1536 kj(367 kcal),"8,4","1,3","56,1",1,"12,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Mornflake Organic Oats,5010026505354,['Mornflake'],"['Bio', 'Entrepreneurs + Engagés']",['France'],"['Mornflake Organic OATFLAI<ES ', '100%', ' ALLERGY ADVICE For allergens', 'including cereals containing gluten', 'see ingredients in BOLD', ' Also', 'not itable for WHEAT or BARLEY allergy sufferer ue to the methods used in the manufacture of this product']",['Gluten'],[],?,367,1536 kj(367 kcal),"8,4","1,3","56,1",1,"12,1","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034,Mornflake Fruit & Nut Muesli,5010026510358,,,['France'],[],,[],?,378,1582 kj(378 kcal),"10,7","1,9","54,7","18,8","10,5","0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1035,Oatbran Granola - Mornflakegold - 500gr,5010026514110,['Mornflakegold'],,['France'],"[""Flocons d'avoine entière "", '34%', ""son d'avoine grillée et son d'avoine "", '16%', 'miel ', '11%', 'raisins flamme ', '9%', 'mélange de graines ', '8%', ' ', 'graines de citrouille', 'graines de tournesol', 'graines de lin doré', 'pommes séchées ', '5%', 'contient conservateur dioxyde de sulfure', 'huile de palme', 'jus de pomme concentré ', '3%', 'noix de coco grillée ', '1', '5%', 'arôme naturel', 'poudre de sirop de sucre caramélisé', "" Son d'avoine grillée : contient des antioxydants "", 'palmipate ascorbique', 'alpha-tocophérol', 'émulsifiant ', ""mono- et diglycérides d'acides gras"", 'acide citrique']","[""Flocons d'avoine"", ""Son d'avoine"", 'Dioxyde de sulfure', ""Son d'avoine""]","['Huile de palme', 'Non végétalien']",?,425,1778 kj(425 kcal),"14,9",5,"56,7","22,2","10,8","0,03","0,012",500gr,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",14.9 g,en quantité modérée,5 g,en quantité modérée,22.2 g,en quantité élevée,0.03 g,en faible quantité,,+7%,+6%,+71%,+127%,-15%,+33%,+16%,-92%,-92%,8,+48%,C,+48%,"['E307 - Alphatocophérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",4,D,,['Franprix'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Grappes d'avoine grillée et de son d'avoine au miel et pommes avec des fruits secs et des graines,,['Huile de palme'],,,
1036,Oatbran muesli Cranberry & nut - Mornflake Gold - 500g,5010026514158,['Mornflake Gold'],,['France'],"['Mélange de fruits secs et des fruits sucrés ', '28%', ' ', 'raisins', 'raisins sultans', 'canneberges sucrées séchées', 'abricots secs ', 'contient conservateur DIOXYDE DE SULFURE', 'pommes séchées ', 'contient conservateur DIOXYDE DE SULFURE', ""FLOCONS D'AVOINE entière mornflake "", '28%', ""SON D'AVOINE grillée "", '19%', 'PETALES DE BLE entier grillés', 'mélange de NOIX ', '4,5%', ' ', 'AMANDES effilées', 'NOISETTES', 'mélange de graines ', '4', '5%', ' ', 'graines de citrouille', 'graines de tournesol', ' Canneberges sucrées séchées: contiennent canneberges', 'sucre', 'huile de tournesol', "" SON D'AVOINE grillée: contient des antioxydants "", 'palmitate ascorbique', 'alpha-tocophérol', 'émulsifiant ', ""mono - et diglycérides d'acides gras"", 'acide citrique']","['Fruits à coque', 'Avoine', 'Dioxyde de sulfure']","[""Pourrait contenir de l'huile de palme""]",1561,371,1561 kj(371 kcal),"9,6","1,2","54,6","17,2","11,6","0,03","0,012",500 g,['Sachet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",9.6 g,en quantité modérée,1.2 g,en faible quantité,17.2 g,en quantité élevée,0.03 g,en faible quantité,-8%,-7%,-7%,-9%,-56%,-11%,-4%,+21%,-79%,-79%,-2,-158%,A,-158%,"['E307 - Alphatocophérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']",4,B,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,
1037,Muesli croustillant de son d'avoine raisins et amandes - Mornflake Gold - 450g,5010026514295,['Mornflake Gold'],,['France'],"[""Flocons d'avoine entière Mornflake "", '40%', 'sucre', 'raisins ', '13%', ' ', 'raisins flamme et raisins', ""SON D'AVOINE grillée "", '12%', 'riz croustillant ', '6%', 'huile de palme', 'AMANDES effilées ', '2%', 'arôme naturel', 'poudre de sirop de sucre caramélisé', "" SON D'AVOINE grillée : contient des antioxydants "", 'palmitate ascorbique', 'alpha-tocophérol', 'émulsifiant ', ""mono-et diglycérides d'acides gras"", 'acide citrique', '\rRiz croustillant : contient farine de riz', 'sucre', ""extrait de malt d'ORGE"", 'poudre à lever ', 'carbonate de calcium', 'huile de tournesol', 'émulsifiant ', 'lécithine de tournesol']","['Gluten', 'Fruits à coque']",['Huile de palme'],?,390,1632 kj(390 kcal),12,"4,4",59,"24,9","7,9","0,03","0,012",450g,"['Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",12 g,en quantité modérée,4.4 g,en quantité modérée,24.9 g,en quantité élevée,0.03 g,en faible quantité,,-2%,-2%,+13%,+62%,-4%,+38%,-18%,-79%,-79%,8,+133%,C,+133%,"['E307 - Alphatocophérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E322i - Lécithine']",4,B,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,Oatbran Crisp Raisin & Almond,,['Huile de palme'],,,
1038,Oatbran Crisp Nuts & Honey - Mornflake Gold - 450g e,5010026514301,['Mornflake Gold'],,"['France', 'Royaume-Uni']","[""Flocons d'avoine complète "", '40%', ' mornflake', 'sucre', ""son d'avoine "", '12%', ' grillé', 'mélange de noix ', 'noisettes ', '6%', 'amandes ', '6%', 'riz croustillant ', '6%', 'huile de palme+,miel ', '3%', 'arôme naturel', 'sirop de sucre caramélisé en poudre', "" Le son d'avoine grillé contient : antioxydants "", ""palmitate d'ascorbyle"", 'alpha-tocophérol', 'émulsifiant ', ""mono et diglycérides d'acides gras"", ' et acide citrique', ' Le riz croustillant contient : farine de riz', 'sucre', 'extrait de malt ', ""d'orge"", 'poudre à lever ', 'carbonate de calcium', 'huile de tournesol et émulsifiant ', 'lécithine de tournesol']","['Gluten', 'Fruits à coque', 'Avoine']","['Huile de palme', 'Non végétalien']",?,428,1791 kj(428 kcal),18,"4,8","52,9","20,1","9,7","0,03","0,012",450 g e,"['Sachet', 'Plastique', 'Doypack']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",18 g,en quantité modérée,4.8 g,en quantité modérée,20.1 g,en quantité élevée,0.03 g,en faible quantité,,+7%,+7%,+107%,+118%,-21%,+20%,+4%,-92%,-92%,8,+48%,C,+48%,"[""E304i - Palmitate d'ascorbyle"", 'E307 - Alphatocophérol', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E322i - Lécithine']",4,C,['Royaume-Uni'],['Netto'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Pétales de son d'avoine au miel et aux noix,"['Royaume-Uni', 'Angleterre']","['Huile de palme', ""E304 - Palmitate d'ascorbyle""]",,http://www.mornflake.com,
1039,Mornflake - Luxury Muesli - Fruit & Nut - 750G - 750g,5010026515605,['Mornflake'],,['France'],[],,[],?,365,1527 kj(365 kcal),"8,8","2,4","58,4","24,5","8,9","0,02","0,008",750 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1040,Favourite fruit et nuts extra Crisby muesli - Mornflake - 450g,5010026517067,['Mornflake'],,['France'],"['Céréales complètes ', '50%', ' ', 'flocons de blé grillés', 'flocons d‘avoine complets mornflake', 'flocons d‘orge complètes', 'mélange de fruits secs ', '37%', ' raisins secs chiliens flame ', '15%', 'raisins smyrne', 'dattes ', '4%', 'abricots secs ', '2%', ' anhydride suflureux', 'pomme séchée ', '1%', ' ', 'anhydride sulfureux', 'copeaux de noix de coco grillés', 'mélange de noix ', '7%', ' ', 'noix du Brésil', 'amandes grillées', 'noisettes grillées', 'mélange de graines ', '6%', ' ', 'graines de potiron', 'graines de tournesol']","['Gluten', 'Fruits à coque', 'Anhydride sulfureux et sulfites']",[],?,377,1577 kj(377 kcal),"10,1","1,9","57,8","24,4","9,8","0,03","0,012",450 g,['Plastique'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",10.1 g,en quantité modérée,1.9 g,en quantité modérée,24.4 g,en quantité élevée,0.03 g,en faible quantité,,-5%,-6%,-5%,-30%,-6%,+36%,+2%,-79%,-79%,0,-100%,B,-100%,"['E220 - Anhydride sulfureux', '', 'Risque élevé de sur-exposition']",1,B,,['Monoprix'],53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,
1041,Porridge à base d'avoine - Mornflake - 62g e,5010026517128,['Mornflake'],"['Peu ou pas de sucre', 'Sans sucre ajouté']",['France'],"[""Flocons d'avoine complets Mornflake "", '73%', 'lait écrémé en poudre']","['Lait', 'Avoine']",['Non végétalien'],1527,362,1527 kj(362 kcal),"6,3","1,1","54,6","14,3","18,4","0,37","0,148",62 g e,"['Pot', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]",6.3 g,en quantité modérée,1.1 g,en faible quantité,14.3 g,en quantité élevée,0.37 g,en quantité modérée,-1%,-2%,-1%,-11%,-12%,-8%,+767%,+50%,+1105%,+1105%,-1,,A,,,3,B,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,Porridge à base d'avoine,,,,,
1042,Original 12 X - Weetabix,5010029000207,['Weetabix'],,['France'],[],,[],?,362,1515 kj(362 kcal),2,"0,6",69,"4,4",12,"0,28","0,112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1043,Alpen Cereals Original,5010029001808,['Alpen'],,['France'],"['Blé complet ', '37%', ""Flocons d'avoine complet "", '36%', 'Raisins ', '12%', ' ', 'Sucre', 'Lait en poudre écrémé', 'Poudre de lait', 'Fruits à coques grillées effilées ', '2', '5%', ' ', 'amandes', 'noisettes', ""Extrait d'orge maltée"", 'Sel', "" Conseil d'Allergie: Risques d'allergie"", 'y compris gluten', 'voir les ingrédients en gras', ' Aussi', ""ne convient pas aux personnes Souffrantes d'allergie aux noix""]","['Gluten', 'Lait', 'Fruits à coque']",['Non végétalien'],?,378,1582 kj(378 kcal),"5,8","0,8",67,22,11,"0,25","0,1",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",5.8 g,en quantité modérée,0.8 g,en faible quantité,22 g,en quantité élevée,0.25 g,en faible quantité,,-9%,-9%,-56%,-76%,+11%,+30%,+12%,+44%,+44%,-1,-120%,A,-120%,,3,B,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,
1044,Weetabix Cereals Ready Brek Porridge Original,5010029013016,['Weetabix'],,['France'],[],,[],?,374,1565 kj(374 kcal),"8,7","1,2",58,1,12,"0,03","0,012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1045,"Swiss style muesli blueberry, cherry & almond - Alpen",5010029021134,['Alpen'],,['France'],"['Trigo entero ', '42%', 'copos de avena entera ', '36%', 'pasas ', '15%', 'leche en polvo desnatada', 'suero lécteo en polvo', 'frutos secos tostados laminados ', '2,5%', ' ', 'Avellanas', 'Almendras', 'Extracto de cebada malteada', 'Sal', ' Alergias: Los ingredientes ""en negrita•']",['Fruits à coque'],['Non végétalien'],?,374,1565 kj(374 kcal),"6,2","0,9",65,16,11,"0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,The original swiss style muesli - Alpen - 50g,5010029025606,['Alpen'],,"['France', 'Espagne']","['Wholegrain Wheat ', '38%', 'Wholegrain Rolled Oats ', '36%', 'Raisins ', '12%', 'Sugar', 'Skimmed Milk Powder', 'Milk Whey Powder', 'Roasted Sliced Nuts ', '2', '5%', ' ', 'Hazelnuts & Almonds', 'Malted Barley Extract', 'Salt']",['Gluten'],"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,374,1565 kj(374 kcal),"5,6","0,9",66,21,11,"0,25","0,1",50 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis']",5.6 g,en quantité modérée,0.9 g,en faible quantité,21 g,en quantité élevée,0.25 g,en faible quantité,,-10%,-10%,-57%,-73%,+9%,+24%,+12%,+44%,+44%,-1,-120%,A,-120%,,4,B,,,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,,,,,,
1047,Alpen Fruit & Nut Cereal Bar,5010029203875,['Alpen'],,['France'],[],,[],?,390,1632 kj(390 kcal),"7,7","0,9",73,29,"5,4","0,13","0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048,Alpen Raspberry & Yoghurt Cereal Bar,5010029205381,['Alpen'],,['France'],"['Grasas ', 'ofwhichsaturates', ' Oostatyydyttynytâ', ' _', 'varavmâttat', ' ', 'herafmettedefedtsyrer', '+ ', 'deiascuqlessaturadas', ' Alq Hiilihydraatit Kolhydrater Kulhydrater Carbohidratos$t ,i6g -', 'ofbhichsugars', ' ', 'josta sokereita', ' ', 'varavsockerarter', ' Ravintokuitu Kostfiber']",,[],?,425,1778 kj(425 kcal),11,"6,1",76,37,"4,3","0,19","0,076",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049,Blé complet original - Weetabix - 430grs,5010029212549,['Weetabix'],,['France'],"['Blé complet ', '95%', ""extrait d'orge maltée"", 'sucre', 'sel', 'PP', 'fer', 'B2', 'B1', 'B9']",['Gluten'],[],1531,362,1531 kj(362 kcal),2,"0,6",69,"4,4",12,"0,28","0,112",430 grs,"['Carton', 'Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner']",2 g,en faible quantité,0.6 g,en faible quantité,4.4 g,en faible quantité,0.28 g,en faible quantité,-10%,-9%,-8%,-77%,-73%,+3%,-74%,+29%,-22%,-22%,-5,-193%,A,-193%,,3,C,,['Casino'],74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,Céréales de blé complet enrichies en vitamines et en fer,,,,,
1050,Weetos - Weetabix,5010029216318,['Weetabix'],,['France'],[],,[],?,388,1623 kj(388 kcal),"4,6","0,9",75,21,"8,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1051,Chocolate fudge,5010029220094,,,['France'],[],,[],?,342,1431 kj(342 kcal),7,3,55,21,5,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1052,Sauce pour Nouilles Sautées Curry Poivron Rouge - Suzi Wan - 150g e,5010034002005,['Suzi Wan'],"['Sans arômes artificiels', 'Sans colorants artificiels', 'Sans conservateur artificiel']",['France'],"['Eau', 'poivrons rouges 10%', 'oignons', 'jus de citron', 'huile de tournesol', 'amidon de maïs transformé', 'sucre', 'épices ', 'contient de la moutarde', 'sel', 'matières grasses en poudre ', 'matière grasse de palme', 'lactose', 'protéine de lait', 'coriandre', 'ail', ""purée d'ail grillé "", 'ail', 'huile de tournesol', 'sel', 'gingembre', ""poudre d'oignon"", 'graines de carvi moulu', ""extrait d'épice""]","['Lait', 'Moutarde']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",537,?,537 kj(128 kcal),"9,07","1,6","10,1","5,07","0,933",2,"0,799",150 g e,"['Sachet', 'Plastique']","['Epicerie', 'Sauces', 'Sauces pour pâtes', 'Sauces au curry']",9.07 g,en quantité modérée,1.6 g,en quantité modérée,5.07 g,en quantité modérée,2 g,en quantité élevée,-30%,,-42%,-50%,-53%,-4%,-16%,-42%,+19%,+19%,10,-15%,C,-15%,,4,B,,['Monoprix'],21.5%,33.8%,17.7%,14.0%,7.6%,5.3%,96,Sauce cuisinée,,['Huile de palme'],,,
1053,"Sauce pour nouilles sautées aigre-douce, piment doux - Suzi Wan - 150g",5010034002012,['Suzi Wan'],['Sans colorants'],['France'],"['eau', 'tomates 16%', 'sucre', 'oignons', 'poivrons rouge 7%', 'vinaigre', 'amidon de maïs transformé', 'sauce soja ', 'eau', 'graines de soja', 'blé', 'sel', 'purée de piments ', 'piments', 'sel', 'citronnelle', 'ail', 'feuilles de citron vert', ""sel purée d'ail "", 'ail', 'huile de tournesol', 'sel', ' gingembre', 'colorant ', 'extrait de paprika', 'épices', ' / Sans colorant', 'ni arôme', 'ni conservateur artificiels']","['Gluten', 'Soja']",[],359,?,359 kj(86 kcal),"1,3","0,2","16,9","13,9","0,6","0,991","0,396",150 g,"['Sachet', 'Plastique']","['Epicerie', 'Sauces']",1.3 g,en faible quantité,0.2 g,en faible quantité,13.9 g,en quantité élevée,0.991 g,en quantité modérée,-59%,,-64%,-93%,-91%,+71%,+115%,-78%,-59%,-59%,8,-31%,C,-31%,['E160c - Extrait de paprika'],4,,,['Monoprix'],,,,,,,,Sauce cuisinée,,,,,
1054,Mexican bean rice - Uncle Ben's - 250g,5010034002302,"[""Uncle Ben's""]",,"['France', 'Royaume-Uni']",[],,[],?,158,661 kj(158 kcal),"3,1","0,3","28,3","1,6","3,6","0,43","0,172",250 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz']",3.1 g,en quantité modérée,0.3 g,en faible quantité,1.6 g,en faible quantité,0.43 g,en quantité modérée,,-53%,-53%,+158%,+12%,-61%,+361%,-50%,+1343%,+1343%,0,,B,,,,C,,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,
1055,Uncle Bens 5 Wholegrains Rice - Uncle Ben's,5010034002678,"[""Uncle Ben's""]",,['France'],"['Su for vegetarians steamed parboiled Wholegrain steamed grains ', 'red quinoa', 'pt:-fl bariey', ' ', '29%', 'steamed Wild rice ', '4', '3', ' soy sauce ', 'water', 'soy beans', 'wheat', 'salt', 'red pcppcr sunflower oil', 'natural fiavouring', 'spices ', 'conta:r', 'c cunn', 'sait', ' May contain sesame']",['Gluten'],[],?,151,632 kj(151 kcal),"2,2","0,4","27,4","0,5","4,1","0,44","0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056,Riz et Quinoa - Uncle Ben's - 220g,5010034002791,"[""Uncle Ben's""]","['Végétarien', ""Fabriqué dans l'UE"", 'Nouveau', 'Sans colorants']",['France'],"['Riz complet précuit à la vapeur ', '85%', 'quinoa rouge précuit à la vapeur ', '12%', 'huile de tournesol', 'arôme naturel', 'sel', 'épices ', 'contient ail en poudre 0,2%', 'oignons en poudre']",,['Végétarien'],661,157,661 kj(157 kcal),"2,4","0,4","28,2","0,4","3,9","0,44","0,176",220 g,"['Sachet', 'Plastique', 'Sous atmosphère protectrice', 'Doypack']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Céréales préparées', 'Plats préparés à réchauffer au micro-ondes']",2.4 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.44 g,en quantité modérée,-19%,-17%,-17%,-38%,-40%,-8%,-74%,-33%,-45%,-45%,-3,-375%,A,-375%,,4,,['Union Européenne'],['Carrefour'],,,,,,,,Riz complet délicatement précuit à la vapeur & quinoa avec une pointe d'ail - Riz et Quinoa,,,,,
1057,Rice Time Wholegrain Cantonese - Uncle Ben's,5010034003682,"[""Uncle Ben's""]",,['France'],"['18%', ' Cantoneso separate pot \\Vholcgraln wholegrajn rica Sauce', ' Ingrefftents: starch\\ baby SOY ', 'l ', 'satt', 't gingerf czamef', 'i gart!C ', '0,1 00', 'spices']",['Soja'],[],?,115,481 kj(115 kcal),"0,8","0,2","24,1","6,4","2,1","0,38","0,152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,"Mélange de Céréales : Riz, Blé, Quinoa - Ebly - 220g",5010034003842,['Ebly'],"['Sans arômes artificiels', 'Point Vert', 'Nouveau', 'Sans colorants', 'Sans conservateurs']",['France'],"['Riz complet précuit à la vapeur ', '73 %', 'blé précuit à la vapeur ', '12 %', 'quinoa rouge précuit à la vapeur ', '11 %', 'huile de tournesol', 'arôme naturel', 'sel']",['Gluten'],[],?,155,649 kj(155 kcal),"2,3","0,4","28,5","0,4","4,1","0,44","0,176",220 g,"['Doypack', 'Sachet', 'Plastique']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', ""Plats préparés d'origine végétale"", 'Plats préparés à réchauffer au micro-ondes']",2.3 g,en faible quantité,0.4 g,en faible quantité,0.4 g,en faible quantité,0.44 g,en quantité modérée,,-5%,-3%,-64%,-60%,+83%,-84%,-34%,-52%,-52%,-3,-1377%,A,-1377%,,4,,,,,,,,,,,"Riz Complet délicatement précuit à la vapeur, Blé et Quinoa.",,,,,
