,name,bar_code,eco_score,quantity,brand,categories,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,additives,allergens,packaging,traceability_code,labels,markets,generic_name,ingredients_origins,palm_ingredients,manufacturing,link,brand_owner
1845,Dinde Fermière élevée en Plein Air,0217407047037,,,,,['France'],[],[],,,,,,,,,,?,,137,,573 kj(137 kcal),,"5,9",,"1,4",,0,,0,,20,,"0,19",,"0,076",,,,,,,,,,,,,,,,,,,,,,,,
1846,Soupe artisanale courge coco citron vert,3701112103586,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Soupes de légumes']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,
1847,Tuiles pâtissières à l'orange - Astruc Pâtisserie - 1000g,3286790110717,,1000 g,['Astruc Pâtisserie'],,['France'],[],[],,,,,,,,,,?,,462,,1933 kj(462 kcal),,16,,11,,72,,49,,"6,3",,"0,38",,"0,152",,,,,,,,,,,,,,,,,['Sans conservateurs'],,,,,,,
1848,Kashmiri masala curry pasta,8901001555839,,,,,['France'],[],[],,,,,,,,,,?,,260,,1088 kj(260 kcal),,20,,4,,"13,2",,"3,8",,"6,8",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,
1849,Ecrasé de potimaron et raisins - 90g,3382564869628,,90 g,,,['France'],[],[],,,,,,,,,,?,,81,,339 kj(81 kcal),,2,,1,,11,,5,,3,,1,,"0,4",,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1850,Blanc de dinde fumee au bois de hetre,6601122052010,D,,,"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']",['France'],[],[],,2.5 g,en faible quantité,1 g,en faible quantité,0.4 g,en faible quantité,1.7 g,en quantité élevée,?,,113,+11%,473 kj(113 kcal),+11%,"2,5",+55%,1,+96%,"0,4",-73%,"0,4",-54%,22,+10%,"1,7",-14%,"0,68",-14%,3,-43%,C,-43%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,"['Nutriscore', 'Nutriscore C']",,,,,,,
1851,Singapore Chicken Rice Paste - 100g,0013935231340,,100 g,,,['France'],[],[],,,,,,,,,,?,,307,,1284 kj(307 kcal),,"23,8",,"4,3",,"20,9",,"14,8",,"2,4",,"3,3",,"1,32",,,,,,,,,,,,,,,,,,,,,,,,
1852,"Jambon cuit ""tradition""",2185034002317,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Houmous sauce piquante,0704419205703,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",['France'],[],[],,21 g,en quantité élevée,3 g,en quantité modérée,0.8 g,en faible quantité,,,?,,278,+6%,1163 kj(278 kcal),+6%,21,+4%,3,+22%,15,+42%,"0,8",-40%,9,+39%,,,,,,,,,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,,,,
1854,P'tit Basque,0261280064094,,,,,['France'],[],[],,,,,,,,,,?,,413,,1728 kj(413 kcal),,"35,9",,"25,5",,"0,2",,"0,2",,"22,3",,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
1855,Reblochon de Savoie au lait cru,2804970058058,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons']",['France'],[],[],,27.4 g,en quantité élevée,18.8 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,?,,328,+1%,1372 kj(328 kcal),+2%,"27,4",+2%,"18,8",0%,"0,5",+36%,"0,1",-56%,"19,9",-1%,"1,3",-3%,"0,52",-3%,14,-2%,D,-2%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1856,Disfruta - Juver,8410707005567,,,['Juver'],,['France'],[],[],,,,,,,,,,?,,18,,75 kj(18 kcal),,"0,1",,0,,"3,8",,"3,4",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Sorbet plein fruit framboise - 380g,3591800099730,,380 g,,,['France'],[],[],,,,,,,,,,?,,568,,2377 kj(568 kcal),,"0,15",,"0,01",,31,,28,,"0,7",,,,,,,,,,,,,,,,,,,,,['Agriculture UE/Non UE'],,,,,,,
1858,Chocolat noir 54% de cacao - Klaus,3025640000279,,,['Klaus'],,['France'],[],[],,,,,,,,,,?,,479,,2004 kj(479 kcal),,36,,22,,45,,"0,1",,5,,,,,,,,,,,,,,,,,,,,,['Sans sucre ajouté'],,,,,,,
1859,Poivre Voantsy Perifery - Sainte Lucie,3162050049044,,,['Sainte Lucie'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Caramels au beurre salé,3555080046778,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1861,Citron Beldi - 600g,6111038004855,,600 g,,,['France'],[],[],,,,,,,,,,?,,31,,130 kj(31 kcal),,"0,22",,0,,"0,52",,0,,"0,61",,"8,72",,"3,488",,,,,,,,,,,,,,,,,,,,,,,,
1862,Méga oeufs,3173286767800,,,,,['France'],[],[],,,,,,,,,,?,,559,,2339 kj(559 kcal),,31,,19,,58,,56,,6,,"0,25",,"0,1",,,,,,,,,,,,,,,,,,,,,,,,
1863,Olives noires - 215g,5200132000144,B,215 g,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Pickles', ""Produits de l'olivier"", ""Pickles d'origine végétale"", 'Olives', 'Olives noires']",['France'],[],[],,26.7 g,en quantité élevée,3.1 g,en quantité modérée,0.1 g,en faible quantité,1.7 g,en quantité élevée,?,,253,-3%,1059 kj(253 kcal),-3%,"26,7",+5%,"3,1",-8%,"1,8",-43%,"0,1",-75%,"1,3",-10%,"1,7",-59%,"0,68",-59%,13,+1%,D,+1%,33.7%,0.2%,40.3%,17.4%,6.7%,1.8%,95,,,,,,,,,,,,
1864,Lentilles corail,1000000000034,,,,,['France'],[],[],,,,,,,,,,?,,304,,1272 kj(304 kcal),,"1,6",,"0,2",,"40,6",,"1,1",,"23,4",,"0,17",,"0,068",,,,,,,,,,,,,,,,,,,,,,,,
1865,Carrefour,3562010192894,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Jambon à l'ancienne sans couenne,2619028011868,E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",['France'],[],[],,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,?,,123,-19%,515 kj(123 kcal),-19%,"3,1",-50%,"1,4",-42%,"0,5",+1%,"0,5",+3%,23,+3%,2,+3%,"0,8",+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,"['Viande Française', 'Viande Porcine Française']",['Picard'],,,,,,
1867,Saint Nectaire fermier,2619008012243,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Saint-Nectaire fermier']",['France'],[],[],,29.8 g,en quantité élevée,19.8 g,en quantité élevée,0.5 g,en faible quantité,1.1 g,en quantité modérée,?,,360,+9%,1506 kj(360 kcal),+9%,"29,8",+5%,"19,8",+1%,"1,2",+14%,"0,5",+53%,"21,8",-0%,"1,1",-6%,"0,44",-6%,13,-3%,D,-3%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,"['FR 15.141.001 CE', 'Neussargues-Moissac (Cantal, France)']",,,,,,,,
1868,Pommes gala,3760005840076,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Jambon sec cazaux,3505870000077,E,,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,['Film'],,,,,,,,,
1870,Parmesan - 185g,0290024036677,,185 g,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,
1871,Raviolis,0656272123970,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,
1872,Pain de mie  Céréales et graines,4794403844397,,,,,['France'],[],[],,,,,,,,,,?,,315,,1318 kj(315 kcal),,"8,7",,"0,8",,48,,"5,6",,"8,9",,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,
1873,Filets de poulet - La Nouvelle Agriculture,0213308036019,D,,['La Nouvelle Agriculture'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1874,LE GHEE ou beurre clarifié -,3760262760155,,,,['Beurres clarifiés'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-01']",,,,,,,
1875,Baba,8001780030739,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1876,Poule en chocolat au lait,3421375525740,,,,,['France'],[],[],,,,,,,,,,?,,573,,2397 kj(573 kcal),,38,,24,,51,,50,,"6,5",,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
1877,Cappucino,1645954568436,,,,,['France'],[],[],,,,,,,,,,?,,28,,117 kj(28 kcal),,"0,6",,"0,5",,"4,9",,"3,7",,"0,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Tripe à la tomate,2497106058581,,,,,['France'],[],[],,,,,,,,,,?,,378,,1582 kj(378 kcal),,"3,2",,"1,7",,"2,1",,"2,1",,13,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,
1879,Cuisse de lapin,2461069050449,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1880,Torsade feuilleté sucrée,3602826503399,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,Filet de Cabillaud,6342372994858,,,,"['Produits de la mer', 'Poissons', 'Filets de poissons', 'Morues', 'Filets de cabillaud']",['France'],[],[],,8.8 g,en quantité modérée,1 g,en faible quantité,1.2 g,en faible quantité,0.65 g,en quantité modérée,?,,199,+70%,833 kj(199 kcal),+76%,"8,8",+190%,1,+146%,15,+175%,"1,2",+141%,14,-10%,"0,65",+38%,"0,26",+38%,-1,,A,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",,,,,,,
1882,Veloute potimarron chataigne,3770010194071,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Plats préparés', 'Soupes', 'Veloutés', 'Soupes de légumes', 'Veloutés de légumes']",['France'],[],[],,0.87 g,en faible quantité,0.09 g,en faible quantité,1.25 g,en faible quantité,0.36 g,en quantité modérée,?,,29,-26%,121 kj(29 kcal),-26%,"0,87",-44%,"0,09",-85%,"4,5",-5%,"1,25",-32%,"0,69",-19%,"0,36",-44%,"0,144",-44%,1,-25%,B,-25%,25.5%,33.0%,16.0%,11.0%,10.2%,4.3%,97,,,,,,,,,,,,
1883,Saucisse blanche à griller - Charculor,3327516390249,,,['Charculor'],,['France'],[],[],,,,,,,,,,?,,267,,1117 kj(267 kcal),,23,,"9,2",,2,,2,,13,,"1,8",,"0,72",,,,,,,,,,,,,,,"['Barquette en plastique', 'Film en plastique']",,,,,,,,,
1884,Grandes escalopes de dinde -,0213566041923,D,,,"['Viandes', 'Volailles', 'Dindes', 'Escalopes de dinde']",['France'],[],[],,1.2 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,?,,112,-7%,469 kj(112 kcal),-7%,"1,2",-9%,"0,3",-26%,0,-100%,0,-100%,25,+9%,"0,18",-68%,"0,072",-68%,-4,,A,,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,,,,,,,
1885,Les classiques nouilles - Auchan,3596710478064,,,['Auchan'],,['France'],[],[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,9",,"0,3",,70,,"4,5",,13,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",['Auchan'],,,,,,
1886,Barilla - 1kg,8076809507479,,1 kg,['Barilla'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Oignon rouge,3662093205075,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Spirelli thon,5414268116338,,,,,['France'],[],[],,,,,,,,,,?,,200,,837 kj(200 kcal),,13,,"1,4",,14,,"2,8",,"6,5",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,,,
1889,Cowpea (Niébé) - 800g,5060273901102,,800 g,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Poivrons cerises farcies au parmesan - 1000g,8010503399756,,1000 g,,,['France'],[],[],,,,,,,,,,?,,142,,594 kj(142 kcal),,"9,6",,"3,4",,"8,8",,"7,9",,"5,5",,"2,7",,"1,08",,,,,,,,,,,,,,,,,,,,,,,,
1891,Saucisses à griller,0206932013648,,,,"['Viandes', 'Charcuteries', 'Saucisses']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Crème fermière -,3491470000077,C,,,"['Produits laitiers', 'Crèmes', 'Crèmes fraîches']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,,,,,,,,,,,,
1893,Fromage de brebis corsica,0200105076881,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",['France'],[],[],,28 g,en quantité élevée,19.9 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,332,+1%,1389 kj(332 kcal),+1%,28,+5%,"19,9",+12%,0,-100%,0,-100%,20,-2%,"1,9",+46%,"0,76",+46%,17,+24%,D,+24%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,
1894,Tilda,5011157260303,,,['Tilda'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Gnocchi à l'ail des ours gluten free,3760275810281,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Gnocchi', 'Gnocchi de pommes de terre']",['France'],[],[],,6.23 g,en quantité modérée,0.6 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,?,,930,+457%,3891 kj(930 kcal),+455%,"6,23",+355%,"0,6",+61%,38,+15%,"0,3",-75%,"3,5",-17%,0,-100%,0,-100%,8,+124%,C,+124%,46.0%,1.2%,22.2%,18.3%,9.7%,2.6%,97,,,,,"['Bio', 'Bio européen', 'en:gluten-free', 'IT-BIO-009']",,,,,,,
1896,Queso,8437009730164,,,,,['France'],[],[],,,,,,,,,,?,,414,,1732 kj(414 kcal),,"33,1",,"24,37",,"2,9",,"0,5",,"26,1",,"2,5",,1,,,,,,,,,,,,,,,,,"['en:gluten-free', 'Point Vert']",,,,,,,
1897,Festonati - Auchan - 500pièces,3596710477944,,500 pièces,['Auchan'],,['France'],[],[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,9",,"0,3",,70,,"4,5",,13,,,,,,,,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore A']",['Auchan'],,,,,,
1898,Emmantal,2970469002007,,,,,['France'],[],[],,,,,,,,,,?,,377,,1577 kj(377 kcal),,"28,8",,"17,3",,"0,5",,"0,5",,"29,4",,"0,75",,"0,3",,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1899,Rôti de porc fumé,0278402024072,E,,,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],,6.3 g,en quantité modérée,2.9 g,en quantité modérée,0.9 g,en faible quantité,1.89 g,en quantité élevée,?,,141,-2%,590 kj(141 kcal),-1%,"6,3",+25%,"2,9",+39%,"1,2",+47%,"0,9",+44%,20,-11%,"1,89",+10%,"0,756",+10%,11,+54%,D,+54%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,
1900,Suppennudeln - 500g,4337185460654,,500 g,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,,
1901,Pâté de viande,4260127864305,,,,,['France'],[],[],,,,,,,,,,?,,264,,1105 kj(264 kcal),,24,,"9,4",,"2,2",,0,,11,,"2,03",,"0,812",,,,,,,,,,,,,,,,['DE BW-59000 EG'],,,,,,,,
1902,100% Egg White Albumin - Prozis,5600499549711,,,['Prozis'],,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Saucisson à l'ail,2699481043699,E,,,"['Viandes', 'Charcuteries', 'Saucissons', ""Saucissons à l'ail""]",['France'],[],[],,17 g,en quantité modérée,7.1 g,en quantité élevée,0 g,en faible quantité,1.9 g,en quantité élevée,?,,1013,+271%,4238 kj(1013 kcal),+269%,17,-24%,"7,1",-17%,0,-100%,0,-100%,22,+38%,"1,9",-10%,"0,76",-10%,25,+30%,E,+30%,80.5%,12.7%,2.9%,1.1%,0.6%,2.3%,21,,,,,"[""Saucisson à l'ail""]",,,,,,,
1904,Poulet fermier janze,0203978077863,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Huel bar chocolat orange,5060495113949,,,['Huel'],,['France'],[],[],,,,,,,,,,?,,405,,1695 kj(405 kcal),,16,,"5,2",,37,,15,,24,,"0,34",,"0,136",,,,,,,,,,,,,,,,,,,,,,,,
1906,Poulet,2153430005263,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1907,IMMUNE THE - Prozis - 20x 2g,5600499572825,,20 x 2 g,['Prozis'],,['France'],[],[],,,,,,,,,,?,,2,,8 kj(2 kcal),,0,,0,,"0,6",,"0,5",,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,
1908,Gouda jeune meule,0201161015463,D,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages des Pays-Bas', 'Goudas', 'Goudas jeunes']",['France'],[],[],,31 g,en quantité élevée,21 g,en quantité élevée,0 g,en faible quantité,1.8 g,en quantité élevée,?,,378,+4%,1582 kj(378 kcal),+5%,31,+4%,21,+6%,0,-100%,0,-100%,24,+2%,"1,8",-8%,"0,72",-8%,16,-5%,D,-5%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,,
1909,Rostbratwürste Bio Schober 8 Stück,9008705539055,,,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AT-BIO-301']",,,,,,,
1910,WB-T-Bone Steak BIO 500g Schober,9008705520138,,,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1911,Chutes de rotis de porc,2677665026041,E,,,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],,0.7 g,en faible quantité,0.5 g,en faible quantité,0.8 g,en faible quantité,1.8 g,en quantité élevée,?,,619,+330%,2590 kj(619 kcal),+335%,"0,7",-86%,"0,5",-76%,"0,8",-2%,"0,8",+28%,22,-2%,"1,8",+5%,"0,72",+5%,14,+96%,D,+96%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,,"['EMB 49239A', 'Pin-en-Mauges (Maine-et-Loire, France)', 'FR 49.239.001 CE', 'Pin-en-Mauges (Maine-et-Loire, France)']",,,,,,,,
1912,Figueira da foz,5600200572113,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Oeufs nougatine,0216189029521,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Kaltbach onctueux et corsé,2488054024407,,,,,['France'],[],[],,,,,,,,,,?,,314,,1314 kj(314 kcal),,35,,20,,0,,0,,21,,"1,8",,"0,72",,,,,,,,,,,,,,,,,,,,,,,,
1915,Boulettes boeuf facon couscous - Charal - 300g,3181238966911,,300 g,['Charal'],,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,"1,19",,"0,476",,,,,,,,,,,,,,,,,,,,,,,,
1916,Speckwürfek - 200g,9003903468138,,200 g,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,['en:gluten-free'],,,,,,,
1917,Getrocknete Romaten,9004698553009,,,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Glas'],,,,,,,,,
1918,Eier,9004165000050,,,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück', 'Stück']",,,,,,,,,
1919,Faschiertes,9010158004721,,,,,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Blattspinat - Iglo,9000143308927,,,['Iglo'],,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Karton'],,,,,,,,,
1921,Tortengelee - Dr. Oetker,90082696,,,['Dr. Oetker'],,"['Autriche', 'France']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Packung(en)'],,,,,,,,,
1922,Dinde,0213564052808,D,,,"['Viandes', 'Volailles', 'Dindes']",['France'],[],[],,1.12 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.18 g,en faible quantité,?,,475,+254%,1987 kj(475 kcal),+254%,"1,12",-66%,"0,3",-68%,0,-100%,0,-100%,25,+20%,"0,18",-80%,"0,072",-80%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,
1923,Salade de fruits - Valfrutta,8001440006036,B,,['Valfrutta'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Salades de fruits']",['France'],[],[],,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,58,-2%,243 kj(58 kcal),0%,"0,1",-71%,0,-100%,14,+13%,0,-100%,"0,3",-44%,0,-100%,0,-100%,-5,,A,,74.4%,7.2%,7.9%,6.7%,2.2%,1.6%,81,,,,,,,,,,,,
1924,Seul gros de camargue,3760030020047,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,banane chips,2600128013913,,,,,['France'],[],[],,,,,,,,,,?,,498,,2084 kj(498 kcal),,24,,22,,70,,16,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,Terrine de taureau Aop camargue,3760159919048,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,Pork slices,5052910597021,,,,,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Barquette'],,,,,,,,,
1928,Cassis en sirop - Sprewaldhof - 225g,4012712000588,B,225g,['Sprewaldhof'],"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de cassis']","['France', 'Allemagne', 'Irlande']",[],[],,,,,,,,,,?,,92,-67%,385 kj(92 kcal),-69%,"0,2",+64%,,,"18,5",-73%,"18,4",-73%,"0,9",+466%,,,,,,,,,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,,,,,,,,,,,,
1929,Thym Citron Feuilles,3517760001873,,,,,['France'],[],[],,,,,,,,,,?,,0,,0 kj(0 kcal),,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,Bonbons,3663350066231,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",['France'],[],[],,0.5 g,en faible quantité,0.1 g,en faible quantité,65 g,en quantité élevée,,,?,,396,+11%,1657 kj(396 kcal),+10%,"0,5",-73%,"0,1",-91%,97,+16%,65,+12%,"0,5",-76%,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,"['EMB 44215L', 'Vertou (Loire-Atlantique, France)']",['Fabriqué en France'],,,,,,,
1931,Cramberries,2036128016010,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,6 XL Free Range Eggs - Tesco,5052910096586,,,['Tesco'],,"['France', 'Royaume-Uni']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Barquette', 'pp-tray', 'mixed plastic-film']",,,,,,,,,
