,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,link,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,manufacturing,ingredients_origins,brand_owner,traceability_code,palm_ingredients,origin_detail,producer_info
1526,Mayonnaise Saveur forte - Lesieur - 425g,3036813051417,D,Mayonnaise saveur forte aux oeufs de poules élevées en plein air,425 g,"['Plastique', 'Flacon']",['Lesieur'],"['Epicerie', 'Sauces', 'Mayonnaises']",,,,['France'],"['Huiles végétales ', 'colza 65,6 %', 'tournesol 3,4 %', 'eau', 'moutarde de Dijon 6,2 % ', 'eau', 'graine de moutarde', 'vinaigre', 'sel', 'antioxydant : disulfite de potassium', 'acidifiant : acide citrique', ""jaunes d'oeufs de poules élevées en plein air "", '5 %', 'vinaigre', 'sucre', 'sel', 'amidon modifié', 'jus de citron concentré', 'colorants : lutéine et extrait de paprika', 'arôme']","['E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E161b - Lutéine', 'E160c - Extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,71 g,en quantité élevée,5.4 g,en quantité élevée,2.6 g,en faible quantité,1.3 g,en quantité modérée,2718,+7%,660,+8%,2718 kj(660 kcal),+6%,71,+7%,"5,4",-13%,"3,4",+26%,"2,6",+78%,"1,2",-2%,"1,3",-2%,"0,52",-2%,16,-11%,D,-11%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,"['Œufs', 'Moutarde', 'Anhydride sulfureux et sulfites']",['France'],,,,,,
1527,Pz semoule moyen 500 /6 - Panzani - 500g,3038352357104,B,Semoule de blé dur de qualité supérieure,500 g,"['Sachet', 'Plastique', 'Enveloppe']",['Panzani'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Semoules de céréales', 'Semoules de blé', 'Semoules de blé dur']",['Point Vert'],http://www.panzani.fr,['Super U'],['France'],['100% semoule de BLE dur de qualité supérieure'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,2 g,en faible quantité,0.4 g,en faible quantité,3.7 g,en faible quantité,0.01 g,en faible quantité,1548,+3%,365,+3%,1548 kj(365 kcal),+3%,2,+4%,"0,4",+12%,72,+2%,"3,7",+37%,13,+7%,"0,01",-92%,"0,004",-92%,-4,,A,,69.1%,16.2%,7.3%,3.3%,4.1%,0.0%,80,['Gluten'],,,,,,,
1528,Saumon Atlantique Fumé - DELABLI - 200g,3038680056601,D,"Saumon fumé au bois de hêtre, en tranches, décongelé.",200 g,"['Plastique', 'Frais']",['DELABLI'],"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés', ""Saumons fumés d'élevage""]","['Point Vert', 'Fabriqué en France']",,['Magasins U'],['France'],[],,[],,9.8 g,en quantité modérée,1.6 g,en quantité modérée,0 g,en faible quantité,3 g,en quantité élevée,?,,164,-14%,686 kj(164 kcal),-14%,"9,8",-12%,"1,6",-26%,0,-100%,0,-100%,19,-14%,3,+4%,"1,2",+4%,13,-4%,D,-4%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,['France'],"['Irlande', 'Norvège']",,,,,
1529,MACARONS NOIX DE COCO - Sans marque - 440g (2 * 220g),3040280008072,D,,440 g (2 * 220 g),"['Sachet', 'Plastique']",['Sans marque'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",['Fabriqué en France'],,"[""Grand'Frais"", 'Magasins U']",['France'],"['Sucre de canne', 'farine de blé', 'blancs d’œufs', 'noix de coco 15%', 'poudre à lever ', ""bicarbonate d'ammonium""]","[""E503ii - Carbonate acide d'ammonium""]","['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,6.8 g,en quantité modérée,5.8 g,en quantité élevée,46.1 g,en quantité élevée,0.12 g,en faible quantité,?,,368,-14%,1540 kj(368 kcal),-13%,"6,8",-62%,"5,8",+28%,"72,1",+30%,"46,1",-8%,"3,9",-54%,"0,12",-16%,"0,048",-16%,19,+8%,E,+8%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,"['Œufs', 'Gluten']",['France'],,,"['EMB 45179', 'Lailly-en-Val (Loiret, France)', 'EMB 45179A', 'Lailly-en-Val (Loiret, France)']",,,
1530,BLEDIDEJ 4x250 ml Céréales Dès 4/6 mois - Blédina - 1.068kg,3041090661174,B,Céréales lactées pour bébés,1.068 kg,"['Briques', 'Briquettes', 'Carton']","['Blédina', 'Blédidej', 'Danone']","['Aliments pour bébé', 'Laits pour bébé', 'Dès 4 mois', 'Laits 2ème âge', 'Céréales pour bébé', 'Dès 6 mois']","['Sans gluten', 'Fabriqué en France']",,['Magasins U'],['France'],"['Eau - LAIT écrémé 42 % - Céréales infantiles 10 % [Farine de riz 2,6 % - Maltodextrines - Sucre - Amidon transformé de maïs - Matières grasses végétales ', 'palme', 'coprah ', 'SOJA', 'colza', 'tournesol', ' - Émulsifiant : lécithine de SOJA - Vitamines C et B1] - Maltodextrines - Matières grasses végétales ', 'palme', 'coprah ', 'SOJA', 'colza', 'tournesol', ' - Lactosérum partiellement déminéralisé ', 'LAIT', ' - Lactose ', 'LAIT', ' - Emulsifiant : lécithine de SOJA - Antioxydant : extrait riche en tocophérols - Vitamines ', 'A', 'D3', 'E', 'C', 'B1', 'B2', 'PP', 'B6', 'B9', 'B12', 'B8', 'B5', 'K1', ' - Minéraux ', 'citrate de sodium', 'diphosphate ferrique', 'phosphate de calcium', 'sulfates de zinc et de cuivre', 'carbonate de calcium', 'bicarbonate de sodium', 'iodure de potassium', ' SANS GLUTEN']","['E14XX - Amidons modifiés', 'E322i - Lécithine', 'E306 - Extrait riche en tocophérols']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,361,-72%,?,,361 kj(86 kcal),-66%,"2,7",-77%,"1,4",-60%,"13,5",-57%,"4,8",-73%,"1,9",-63%,"0,097",-48%,"0,039",-48%,,,,,71.8%,1.0%,10.1%,9.4%,6.0%,1.7%,94,"['Lait', 'Soja']",['France'],,,"['FR 59.580.030 CE', 'Steenvoorde (Nord, France)']",['Huile de palme'],,
1531,Tube Tartines & Desserts Confiture de Lait Touche de Spéculoos - Régilait - 300g,3043936010719,,,300g,"['Plastique', 'Tube']",['Régilait'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits à tartiner sucrés', 'Pâtes à tartiner']","['Point Vert', 'Fabriqué en France', ""Saveurs de l'Année"", ""Saveurs de l'Année 2018"", 'en:lait-francais-french-milk']",http://www.regilait.com/produit/tube-confiture-lait-touche-speculoos/,"['Carrefour', 'Intermarché']",['France'],"['Lait entier frais ', 'origine France', ' 53 %', 'sucre', 'pâte de spéculoos 12 % [', 'spéculoos 57 % ', 'farine de blé', 'sucre candi', 'margarine', 'sucre de canne', 'farine de soja', 'sucre inverti', 'poudre à lever ', 'carbonate acide de sodium', 'cannelle', 'muscade', 'huile végétales ', 'palme', 'colza', 'coco', 'sucre', 'émulsifiant ', 'lécithine de colza', ']', 'lait écrémé en poudre 7 %', 'sirop de glucose']","['E500ii - Carbonate acide de sodium', 'E322i - Lécithine']","['Huile de palme', 'Non végétalien']",4,7.3 g,en quantité modérée,2.7 g,en quantité modérée,58 g,en quantité élevée,0.31 g,en quantité modérée,1426,-34%,?,,1426 kj(341 kcal),-35%,"7,3",-77%,"2,7",-67%,62,+23%,58,+33%,6,-4%,"0,31",+70%,"0,124",+70%,17,-17%,D,-17%,,,,,,,,"['Gluten', 'Lait', 'Soja']",['France'],['France'],,"['FR 71.448.001 CE', 'Saint-Martin-Belle-Roche (Saône-et-Loire, France)']",,,
1532,Lait concentré non sucré demi-écrémé - Régilait - 200g (186ml),3043937010329,D,,200 g (186 ml),"['Pot', 'Carton', 'Plastique']",['Régilait'],"['Produits laitiers', 'Laits', 'Laits concentrés', 'Laits demi-écrémés', 'Laits concentrés non sucrés']","['Point Vert', 'Fabriqué en Allemagne']",,['Magasins U'],['France'],"['Lait demi-écrémé ', 'origine U', 'E', 'stabilisants : phosphates de sodium', 'carraghénanes']","['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,4 g,en quantité modérée,2.7 g,en quantité modérée,12 g,en quantité modérée,0.28 g,en faible quantité,469,-47%,?,,469 kj(112 kcal),-49%,4,-45%,"2,7",-42%,12,-61%,12,-61%,"6,9",-0%,"0,28",+11%,"0,112",+11%,2,-82%,B,-82%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Lait'],['Allemagne'],['Union européenne'],,['DE NW 402 EG'],,,
1533,Aprikosen Konfitüre - Bonne Maman - 370g,3045320090048,C,,370 g,['Glas'],['Bonne Maman'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Marmelades']",['Végétarien'],,,"['France', 'Allemagne']","['Aprikosen', 'Zucker', 'brauner Rohrzucker', 'Zitronensaftkonzentrat', 'Geliermittel: Pektin ', 'Citrus']",['E440 - Pectines'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,59 g,en quantité élevée,0 g,en faible quantité,?,,241,+1%,1008 kj(241 kcal),+1%,0,-100%,0,-100%,59,+1%,59,+5%,1,+181%,0,-100%,0,-100%,11,-8%,D,-8%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1534,Excellence - Chocolat noir extra-fin 78% cacao - Lindt - 100g,3046920010061,E,,100 g,"['Carton', 'métal']","['Lindt', 'Lindt & Sprüngli']","['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs']",['Point Vert'],http://www.lindt.fr/shop/excellence-noir-78,['Super U'],['France'],"['Pâte de cacao', 'beurre de cacao', 'sucre', 'cacao maigre', 'beurre laitier concentré', ' \rCacao: 78% minimum']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,46 g,en quantité élevée,29 g,en quantité élevée,17 g,en quantité élevée,0.05 g,en faible quantité,?,,576,+4%,2410 kj(576 kcal),+4%,46,+17%,29,+26%,24,-38%,17,-46%,10,+31%,"0,05",+7%,"0,02",+7%,20,-6%,E,-6%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,['Lait'],,,,,,,
1535,Les saucisses aux haricots - william  saurin - 840g,3049580545072,,,840 g,"['Conserve', 'Conserve']",['william  saurin'],"['Conserves', 'Plats préparés', 'Plats préparés en conserve']","['Sans colorants', 'en:palm-oil-free']",,,['France'],"['Sauce : eau', 'farine de blé', 'concentré de tomate', 'saindoux', 'arôme ', 'dont lait', 'céleri', 'moutarde', 'arôme de fumée', 'sel', '\rHaricots blancs précuits 40%', '\rSaucisses fumées 18% : viande de porc', 'eau', 'viand de dinde', 'gras de porc', 'farine de blé', 'couenne de porc', 'protéines de soja', 'sel', 'gélifiant : E407a', 'stabilisants : E450', 'E452', 'arômes', 'coriandre', 'conservateurs : E250', 'E316', 'protéines de lait', '\rContient : blé', 'lait', 'soja', 'céleri', 'moutarde']","['E407a - Algues euchema transformées', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,5 g,en quantité modérée,1.9 g,en quantité modérée,1 g,en faible quantité,0.9 g,en quantité modérée,499,+14%,119,+11%,499 kj(119 kcal),+12%,5,+7%,"1,9",+28%,"9,2",+18%,1,-37%,7,+14%,"0,9",-0%,"0,36",-0%,1,-12%,B,-12%,,,,,,,,"['Céleri', 'Gluten', 'Lait', 'Moutarde', 'Soja']",,,,,,,
1536,Emmental rapé - Vert Bosquet - 200g,3060921349111,D,Fromage à pâte pressée cuite,200 g,"['Sachet', 'Plastique']",['Vert Bosquet'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",,,['Auchan'],['France'],"['Emmental 98% ', 'lait', 'sel', 'ferments lactiques', 'enzyme coagulante', 'anti-agglomérant ', '2%', ' : fécule de pomme de terre,']",,"['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",3,30 g,en quantité élevée,21 g,en quantité élevée,0.5 g,en faible quantité,0.6 g,en quantité modérée,?,,388,+4%,1623 kj(388 kcal),+4%,30,+4%,21,+7%,"2,5",+176%,"0,5",+24%,27,-1%,"0,6",-21%,"0,24",-21%,11,-8%,D,-8%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Lait'],,,,"['FR 62.907.030 CE', 'Libercourt (Pas-de-Calais, France)', 'FR 73.171.001 CE', 'Montmélian (Savoie, France)', 'FR 52.248.001 CE', 'Is-en-Bassigny (Haute-Marne, France)', 'FR 25.427.001 CE', 'Noironte (Doubs, France)']",,,
1537,Jus d'orange a base de concentré - GUSTO DE BRIO - 1L,3061435001328,D,,1 L,['Brique'],['GUSTO DE BRIO'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', ""Jus d'orange"", ""Jus d'orange à base de concentré""]",,,,['France'],"[""Jus d'orange à base de concentré"", 'vitamine C']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,8 g,en quantité élevée,0 g,en faible quantité,?,,45,+5%,188 kj(45 kcal),+3%,0,-100%,0,-100%,11,+14%,8,-12%,"0,5",-20%,0,-100%,0,-100%,3,0%,C,0%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1538,"Fritelle, Goût Bacon - Bénénuts - 80g",3061994430003,B,Bâtonnets soufflés à base de maïs et de pomme de terre goût bacon,80 g,"['Sachet plastique à jeter', 'Sous atmosphère protectrice']","['Bénénuts', 'PepsiCo', 'Bénénuts Fritelle']","['Snacks', 'Snacks salés', 'Apéritif', 'Biscuits apéritifs', 'Biscuits apéritifs soufflés', 'Biscuits apéritifs soufflés à base de maïs', 'Biscuits apéritif soufflés au bacon']",['Info-Tri Point Vert'],http://www.benenuts.fr/biscuits-souffles/fritelle-gout-bacon.html,"['Cora', 'Magasins U']",['France'],"['Semoule de maïs', 'poudre de pomme de terre ', '28%', ' ', 'dont sulfites', 'huile de colza', 'base aromatisante bacon [dextrose ', 'de blé', 'amidon de pomme de terre', 'exhausteurs de goût ', 'glutamate monosodique', '5’-ribonucléotide disodique', 'arômes ', 'blé', 'extrait de levure', 'arômes de fumée', 'colorant ', 'extrait de paprika', ""correcteur d'acidité "", 'acide citrique', ""farine d'orge maltée]"", 'sel']","['E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', ""E635 - 5'-ribonucléotide disodique"", 'E160c - Extrait de paprika', 'E330 - Acide citrique']",[],4,15 g,en quantité modérée,1.2 g,en faible quantité,2.5 g,en faible quantité,1.9 g,en quantité élevée,?,,448,-9%,1874 kj(448 kcal),-9%,15,-38%,"1,2",-45%,70,+18%,"2,5",-12%,"7,5",+10%,"1,9",-31%,"0,76",-31%,12,-21%,D,-21%,60.4%,21.2%,8.3%,6.3%,3.8%,0.0%,82,"['Gluten', 'Anhydride sulfureux et sulfites']",,,,,,,
1539,Magret de Canard du Sud-Ouest fumé au bois de hêtre - Delpeyrat - 90g,3067163623894,E,Magret de canard,90 g,['Sous-vide'],['Delpeyrat'],"['Viandes', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Volailles', 'Plats à la volaille', 'Plats au canard', 'Canards', 'Magrets de canard', 'Magrets de canard fumés']","['IGP', 'Origine certifiée Sud-Ouest']",http://www.delpeyrat.fr,['AUCHAN'],['France'],"['Magret de canard du Sud-Ouest', 'Sel', 'Ferments lactiques', 'Nitrite de sodium', 'Ascorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",[],3,29.7 g,en quantité élevée,10.5 g,en quantité élevée,0.6 g,en faible quantité,3.7 g,en quantité élevée,?,,349,-1%,1460 kj(349 kcal),-1%,"29,7",-0%,"10,5",+1%,"0,7",-40%,"0,6",-18%,"19,7",0%,"3,7",+23%,"1,48",+23%,24,+3%,E,+3%,78.4%,9.2%,2.0%,2.1%,1.0%,7.2%,27,['Lait'],,"['Chalosse', 'Gascogne', 'Gers', 'Landes', 'Périgord', 'Quercy', 'Sud-Ouest']",,"['FR 40.020.002 CE', 'Aurice (Landes, France)']",,,
1540,SAUCISSE COURBE TRADE COCHONOU - 0.25kg,3071507889006,C,Saucisse sèche qualité supérieure,0.25 kg,['Film en plastique'],['Cochonou'],"['Viandes', 'Charcuteries', 'Saucissons', 'Saucisses sèches']",,,['Magasins U'],['France'],"['Viande de porc origine France', 'sel', 'LACTOSE', 'dextrose', 'épices', 'sucre', 'conservateur : nitrate de potassium', 'ferments', 'Boyau naturel de porc', '155g de viande utilisés pour la préparation de 100 g de produit fini', 'Présence possible de fruits à coques']","['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,37 g,en quantité élevée,15 g,en quantité élevée,3.2 g,en faible quantité,4.1 g,en quantité élevée,1857,+8%,448,+9%,1857 kj(448 kcal),+8%,37,+15%,15,+19%,"3,7",+66%,"3,2",+116%,25,-13%,"4,1",-11%,"1,64",-11%,25,+4%,E,+4%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,['Lait'],,,,,,,
1541,Erstein cassonade etui 1kg - gamme speciaux - 1000g,3071900001555,B,Sucre en poudre pure canne non raffine,1000 g,"['Carton', 'boite']",['Erstein'],"['Édulcorants', 'Sucres', 'Sucres roux', 'Sucres de canne', 'Cassonades']",,,['Magasins U'],['France'],['100% sucre en poudre pure canne non raffiné'],,[],,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,1700,,400,+1%,1700 kj(400 kcal),+2%,0,-100%,0,-100%,100,+1%,100,+2%,0,-100%,0,-100%,0,-100%,15,+7%,D,+7%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,
1542,Mini-Babybel x10 - 220g,3073781088717,D,Fromage au lait pasteurisé,220 g,,"['Babybel', 'Mini babybel']","['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages industriels', 'FROMAGES DÉGUSTATIONS']",,,['Magasins U'],['France'],"['LAIT ', '98%', 'sel', 'ferments LACTIQUES', 'coagulant']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,23 g,en quantité élevée,15.5 g,en quantité élevée,0.5 g,en faible quantité,1.7 g,en quantité élevée,1225,+8%,295,+6%,1225 kj(295 kcal),+7%,23,+4%,"15,5",+5%,"0,5",-87%,"0,5",-86%,22,+57%,"1,7",-8%,"0,68",-8%,15,-10%,D,-10%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,['Lait'],,,,,,,Fromageries Bel
1543,Apéricube Classic's de l'Apéro 48C - 250g,3073781098068,B,Spécialité fromagère fondue,250 g,"['Frais et Hors frais', 'Film en plastique', 'Barquette en carton']",['Apéricube'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte fondue', 'Fromages apéritif', 'Cubic-appetizer-cheese', 'FROMAGES DÉGUSTATIONS']",,https://www.ribambel.com/apericube/produits,['Magasins U'],['France'],"['Du LAIT écrémé réhydraté ', 'origine : France', 'des FROMAGES ', ""dont 7% d'emmental dans les cubes Emmental Gratiné"", 'du BEURRE', 'des protéines de LAIT', 'des sels de fonte ', 'polyphosphates', 'citrates de sodium et acide citrique', 'indispensables pour lier les ingrédients et obtenir une texture onctueuse', '6% de mix tomate ', 'concentré de tomate 50%', 'eau', 'sucre', 'sel', 'oignon', 'arôme naturel', 'ail', ' dans les cubes Tomate', '0', '55% de persil et de ciboulette dans les cubes Fines Herbes', 'des arômes naturels dans les cubes Jambon', 'un arôme dans les cubes Emmental Gratiné', 'du sel dans les cubes Tomate', 'Jambon et Emmental Gratiné']","['E452 - Polyphosphates', '', 'Risque élevé de sur-exposition', 'E331 - Citrates de sodium', 'E330 - Acide citrique']",['Non végétalien'],4,19.5 g,en quantité modérée,13 g,en quantité élevée,5 g,en quantité modérée,2.1 g,en quantité élevée,1011,-11%,244,-12%,1011 kj(244 kcal),-12%,"19,5",-12%,13,-12%,5,+30%,5,+35%,12,-14%,"2,1",+14%,"0,84",+14%,17,+2%,D,+2%,78.1%,12.8%,3.1%,3.8%,1.7%,0.5%,52,"['Poisson', 'Lait', 'Gélatine de poisson', 'Lactique laitier']",['Jura France'],['France'],,"['FR.39.300.001', 'Lons-le-Saunier (Jura, France)', 'FR39.198.001', 'Dole (Jura, France)', 'FR 39.300.001 CE', 'Lons-le-Saunier (Jura, France)', 'FR 39.198.001 CE', 'Dole (Jura, France)']",,,Fromageries Bel
1544,Leerdammer Original - 450g,3073781101454,D,,450 g,,['Leerdammer'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages en tranches']",,,,['France'],[],,[],,27.5 g,en quantité élevée,18.5 g,en quantité élevée,0.1 g,en faible quantité,1.5 g,en quantité modérée,?,,352,+4%,1473 kj(352 kcal),+4%,"27,5",+2%,"18,5",+2%,"0,1",-90%,"0,1",-85%,26,+13%,"1,5",-12%,"0,6",-12%,15,-4%,D,-4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,
1545,Bigarreaux - St Mamet - 425g,3080920100063,,Bigarreaux avec noyaux préparés,425 g,['Conserve'],['St Mamet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Cerises au sirop']","['Végétarien', 'Sans gluten', 'Végétalien', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Non-bio', 'Nutriscore', 'Nutriscore A']",,['Pays-Bas'],['France'],"['Bigarreaux entiers', 'eau', 'sucre', 'jus concentré de carotte pourpre', 'arôme naturel']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,0 g,en faible quantité,0 g,en faible quantité,13 g,en quantité élevée,0 g,en faible quantité,280,,66.9,-52%,280 kj(66 kcal),-49%,0,-100%,0,-100%,15,-31%,13,-34%,"0,7",+75%,0,-100%,0,-100%,-3,,A,,,,,,,,,['Aucun'],['France'],['France'],,,,,
1546,Poires Williams - St Mamet - 425g,3080920983550,A,Poires demi fruits préservées,425 g,"['Boîte en métal', 'Couvercle en métal']",['St Mamet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Poires au sirop']","['Végétarien', 'Sans gluten', 'Végétalien', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Non-bio', 'Nutriscore', 'Nutriscore A', 'Agri-Confiance']",,['Magasins U'],['France'],"['Poires Williams demi fruits', 'eau', 'sucre', 'acidifiant : acide citrique']",['E330 - Acide citrique'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,252,-6%,60.2,-15%,252 kj(60 kcal),-7%,0,-100%,0,-100%,14,-5%,14,+10%,0,-100%,0,-100%,0,-100%,-3,,A,,31.2%,35.3%,16.8%,8.7%,8.0%,0.0%,95,['Aucun'],['France'],,,,,,
1547,Pêches avec jus naturel - St Mamet - 850g,3080920983635,B,Pêches demi fruits préservées avec leur jus d'origine naturelle,850 g,"['Conserve', 'Métal']",['St Mamet'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Desserts', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Fruits et produits dérivés', 'Fruits en conserve', 'Fruits au sirop', 'Pêches au sirop']","['Végétarien', 'Sans gluten', 'Végétalien', 'Fabriqué en France', 'Sans colorants', 'Sans huile de palme', 'Sans conservateurs', 'Non-bio', 'Nutriscore', 'Nutriscore A', 'Agri-Confiance']",,['Magasins U'],['France'],"['Oreillons de pêches Pavie ', ""avec leur jus d'origine naturelle 1%*"", 'eau', 'sucre', 'acidifiant : acide citrique', ' *Sur une base de 100% de pêches']",['E330 - Acide citrique'],"['Végétalien', 'Végétarien']",3,0 g,en faible quantité,0 g,en faible quantité,12 g,en quantité modérée,0 g,en faible quantité,260,-6%,62.1,-9%,260 kj(62 kcal),-5%,0,-100%,0,-100%,14,-7%,12,-12%,"0,52",+28%,0,-100%,0,-100%,-4,,A,,67.0%,17.7%,7.3%,4.5%,3.5%,0.0%,77,['Aucun'],['France'],,,,,,
