,name,bar_code,eco_score,brand,categories,ingredients_origins,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,labels,markets,allergens,traceability_code,palm_ingredients,manufacturing,generic_name,link,brand_owner
732,Huile de noix - EARL de Saint Corps - 1l,3700623400078,D,['EARL de Saint Corps'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,1 l,,,,,,,,,,
733,Calendrier de l'avant - Belledonne,3700531211537,,['Belledonne'],"['Aliments et boissons de Noël', ""Calendriers de l'avent""]",,['France'],[],,[],,19 g,en quantité modérée,12 g,en quantité élevée,17 g,en quantité élevée,0.09 g,en faible quantité,?,,274,-46%,1146 kj(274 kcal),-47%,19,-35%,12,-31%,21,-63%,17,-67%,"2,9",-51%,"0,09",-53%,"0,036",-53%,16,-36%,D,-36%,,,,,,,,,,,,,,,,,,
734,Flavdrops - MyProtein,5056185744463,,['MyProtein'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Ciboulette,3661498008885,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Ciboulette']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Borsari Panettone Classico Alto GR. 750,8003781379664,C,,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",,['France'],[],,[],,13 g,en quantité modérée,8.3 g,en quantité élevée,27 g,en quantité élevée,0.62 g,en quantité modérée,?,,361,-3%,1510 kj(361 kcal),-3%,13,-13%,"8,3",-8%,53,+3%,27,+4%,"7,1",+4%,"0,62",+41%,"0,248",+41%,19,+2%,E,+2%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,,,,,,,,,,,
737,sagardo ozpina,8420504451238,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,Ground Dark Chocolate for drinks,5410522518412,,,,,['France'],[],,[],,,,,,,,,,?,,500,,2092 kj(500 kcal),,27,,17,,51,,48,,6,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,
739,1/2 palette demi sel,2600185048026,,,,,['France'],[],,[],,,,,,,,,,?,,124,,519 kj(124 kcal),,"6,1",,"2,5",,"1,1",,"0,7",,"16,2",,"3,2",,"1,28",,,,,,,,,,,,,,,,,,,,,,,
740,Delamaris Skusina Solata - 125g,9248289568410,,,,,"['France', 'Italie']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,125 g,,,,,,,,,,
741,Cacao 65%,3760118880549,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,17410177,17410177,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,Le saumon - Delpeyrat,3067163637341,,['Delpeyrat'],,,['France'],[],,[],,,,,,,,,,?,,200,,837 kj(200 kcal),,12,,"2,71",,"0,51",,"0,44",,"22,4",,"2,54",,"1,016",,,,,,,,,,,,,,,,,,,,,,,
744,la banane montagne - banane  Guadeloupe Martinique - 1kg,2800331015876,,['banane  Guadeloupe Martinique'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,1kg,['Antilles Françaises'],,,,,,,,,
745,Sirop de glucose déshydraté - Patrelle,3215470517959,,['Patrelle'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Roses - Cadbury,7622210838636,,['Cadbury'],,,['France'],[],,[],,,,,,,,,,?,,492,,2059 kj(492 kcal),,24,,13,,64,,56,,"4,2",,"0,37",,"0,148",,,,,,,,,,,,,,,,,,,,,,,
747,Chromiun,5060332535750,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Le Comptoir D'herboristerie Badiane Bio Fruit 40G,3481899001298,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
749,Jambon à l'ancienne,2619028012063,E,,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', ""Jambons cuits à l'ancienne""]",,['France'],[],,[],,3.1 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2 g,en quantité élevée,?,,123,-19%,515 kj(123 kcal),-19%,"3,1",-50%,"1,4",-42%,"0,5",+1%,"0,5",+3%,23,+3%,2,+3%,"0,8",+3%,5,-49%,C,-49%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,
750,Poulet fermier bio - Carrefour - 462kg,2435126094004,,['Carrefour'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,462 kg,,['Bio'],['Carrefour'],,"['FR 03.236.001 CE', 'Saint-Germain-des-Fossés (Allier, France)']",,,,,
751,Vanilla Protein Powder,07361975,,,,,['France'],[],,[],,,,,,,,,,?,,373,,1561 kj(373 kcal),,"4,3",,"2,7",,19,,18,,65,,"1,7",,"0,68",,,,,,,,,,,,,,,,,,,,,,,
752,Haricots rouges - Tersol - 1kg,3513085000225,,['Tersol'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,1 kg,,,,,,,,,,
753,Poulet fermier blanc,2674506072090,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Roti de porc chorizo/merguez,0203028117426,,,,,['France'],[],,[],,,,,,,,,,?,,185,,774 kj(185 kcal),,12,,"5,5",,0,,0,,19,,"0,84",,"0,336",,,,,,,,,,,,,,,,,,,,,,,
755,Rosé,3040072448451,,,,,['France'],[],,[],,,,,,,,,,?,,2,,8 kj(2 kcal),,1,,1,,3,,2,,5,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
756,Saucisse cocktail blanche,2327152002828,E,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses cocktail']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.6%,6.5%,1.9%,1.1%,0.6%,2.4%,22,,,,,,,,,,,
757,Pomme d'amour,3602826452857,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Rochers Amandes assortis,3760059924227,,,,,['France'],[],,[],,,,,,,,,,?,,573,,2397 kj(573 kcal),,43,,17,,39,,35,,11,,"0,18",,"0,072",,,,,,,,,,,,,,,,,,,,,,,
759,Haricots blancs,3389153100056,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Haricots', 'Haricots blancs']",,['France'],[],,[],,0.5 g,en faible quantité,0 g,en faible quantité,0.3 g,en faible quantité,1.01 g,en quantité modérée,?,,94,-35%,393 kj(94 kcal),-34%,"0,5",-51%,0,-100%,12,-31%,"0,3",-75%,"7,3",-19%,"1,01",+68%,"0,404",+68%,1,,B,,,,,,,,,,,,,,,,,,,
760,Ananas deshydrates en cube,0227295019481,,,,,['France'],[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"0,8",,0,,85,,74,,0,,"0,67",,"0,268",,,,,,,,,,,,,,,,,,,,,,,
761,Fronton de canard,3760074800292,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,Natur'sec,1234500004100,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,Grattons de canard,3462648000021,,,"['Viandes', 'Charcuteries', 'Charcuteries diverses', 'Grattons', 'Grattons de canard']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,Foie de volaille,2265020018307,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
765,Kohlrouladen 3 Stk. . Hagen - 600g,4016826404256,,,,,"['France', 'Allemagne']",[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,600 g,,,,,,,,,,
766,Garniture pour salade périgourdine,3416954404752,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Decoupe de poulet fermier BIO,0213044037004,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,
768,Rillettes de bison nature - Bison du Poitou,3760227280131,,['Bison du Poitou'],"['Viandes', 'Produits à tartiner', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Plats préparés au poisson', 'Rillettes de viande']",,['France'],"['viande de bison 65%', 'graisse de canard', 'oignon', 'sel', 'poivre', 'thym']",,"['Non végétalien', 'Non végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Verre'],,,,,,,,,
769,Choconutty,6271002404033,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,Petit pois aux carottes,3276350268460,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Aliments à base de fruits et de légumes', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve', 'Légumineuses en conserve', 'Petits pois et carottes en conserve']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,26.6%,34.8%,16.3%,8.2%,7.5%,6.7%,88,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,
771,Tagliolini aux epinard,15030631,,,,,['France'],[],,[],,,,,,,,,,?,,293,,1226 kj(293 kcal),,"1,9",,"0,5",,57,,"1,5",,10,,"0,68",,"0,272",,,,,,,,,,,,,,,,,,,,,,,
772,Terrine La MORILLE,3760267057021,,,,,['France'],[],,[],,,,,,,,,,?,,302,,1264 kj(302 kcal),,"26,1",,"9,6",,"3,6",,"1,4",,"14,6",,"1,68",,"0,672",,,,,,,,,,,,,,,,,,,,,,,
773,Collerettes,3460861027665,,,,,['France'],[],,[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"1,9",,"0,3",,70,,6,,13,,"0,02",,"0,008",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,
774,Bloc de foie gras de canard,3460080000074,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
775,Chocolat - Comptoir du Cacao,3760078999480,,['Comptoir du Cacao'],,,['France'],[],,[],,,,,,,,,,?,,552,,2310 kj(552 kcal),,36,,17,,47,,39,,8,,"0,27",,"0,108",,,,,,,,,,,,,,,,,,,,,,,
776,Crevette grise cuites,0277859020279,,,,,['France'],[],,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,1,,"0,3",,"0,5",,0,,20,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,,,
777,Rasberry confiture (hand made),3903655080892,,,,,['France'],[],,[],,,,,,,,,,?,,100,,418 kj(100 kcal),,"0,7",,0,,22,,0,,"0,9",,0,,0,,,,,,,,,,,,,,,,,,,,,,,
778,Bloc de foie gras de canard du Sud-Ouest avec morceaux - Larnaudie - 300g,3113010144316,B,['Larnaudie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Bloc de foie gras', 'Bloc de foie gras avec morceaux', 'Foies gras mi-cuits']",,['France'],"['Foie gras de canard', 'morceaux de foie gras de canard:30%', 'eau', 'sel', 'Armagnac', 'poivre', 'sucre', 'antioxydant: acide ascorbique ', 'E300', 'conservateur: nitrite de sodium ', 'E250']","['E300 - Acide ascorbique', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,54.1 g,en quantité élevée,24.4 g,en quantité élevée,1.8 g,en faible quantité,1.05 g,en quantité modérée,?,,518,+5%,2167 kj(518 kcal),+6%,"54,1",+6%,"24,4",+11%,"2,2",-1%,"1,8",+43%,"5,8",-9%,"1,05",-16%,"0,42",-16%,20,-2%,E,-2%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,300 g,,,,,,,,,,
779,Green of london - Palais des Thés - 122g,2700809001229,,['Palais des Thés'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,122 g,,,,,,,,,,
780,Jambon sec savoyard - Montagne Noire,3485250041855,E,['Montagne Noire'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons crus', 'Jambons secs']",,['France'],[],,[],,15 g,en quantité modérée,5.7 g,en quantité élevée,0.5 g,en faible quantité,5.6 g,en quantité élevée,?,,247,+6%,1033 kj(247 kcal),+5%,15,+17%,"5,7",+17%,1,+70%,"0,5",+33%,27,-7%,"5,6",+12%,"2,24",+12%,18,+8%,D,+8%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,"['FR 11.262.047 CE', 'Narbonne (Aude, France)', 'EMB 11262N', 'Narbonne (Aude, France)']",,,,,
781,"Andouille de Vire - 0,298kg",2693510023553,,,,,['France'],[],,[],,,,,,,,,,?,,222,,929 kj(222 kcal),,17,,9,,2,,0,,16,,2,,"0,8",,,,,,,,,,,,,"0,298 kg",,,,,"['FR 44.041.003 CE', 'Chevrolière (Loire-Atlantique, France)']",,,,,
782,Pur jus de poire - Le Nouveau Verger - 75cl,3760018150049,D,['Le Nouveau Verger'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de poire']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,75cl,,['Sans sucre ajouté'],,,,,,,,
783,Jenibre - Dani,8410721424931,,['Dani'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,CroustiSalad,5413612410122,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'BE-BIO-01']",,,,,,,,
785,Sauce aux cèpes - Le Lozérien - 70g,3760027710234,B,['Le Lozérien'],"['Epicerie', 'Sauces', 'Sauces aux champignons']",,['France'],"['Cèpes séchés', 'sachet pour assaisonnement ', 'sel', 'poivre', 'épices', 'fécule de pomme de terre']",,[],3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,48.9%,25.3%,10.1%,8.4%,4.3%,3.0%,88,70 g,['Plastique'],,,,,,"['France', 'Lozère']",Kit de préparation rapide,,
786,Pain aux olives,,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,Morbier grans age,2402497016331,D,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Morbiers']",,['France'],[],,[],,29 g,en quantité élevée,20 g,en quantité élevée,1 g,en faible quantité,1.3 g,en quantité modérée,?,,357,+1%,1494 kj(357 kcal),+1%,29,+1%,20,+3%,1,+29%,1,+141%,23,+2%,"1,3",-9%,"0,52",-9%,14,-6%,D,-6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,,,,,,,,
788,Mélange forestier - Le Lozérien - 40g,3760027710081,,['Le Lozérien'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Produits déshydratés', 'Champignons et produits dérivés', 'Aliments à base de plantes séchées', 'Champignons séchés', 'Mélanges de champignons secs']",,['France'],"['Chanterelles', 'bolets', 'girolles', 'trompettes']",,[],1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,40 g,"['Sachet', 'Plastique']",,,,,,"['Lozère', 'France']",,,
789,3467231430773,3467231430773,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,Perrier et juice drink,0074780333917,,['Perrier'],,,['France'],[],,[],,,,,,,,,,?,,60,,251 kj(60 kcal),,0,,0,,13,,12,,0,,5,,2,,,,,,,,,,,,,,,,,,,,,,,
791,Piments grecs,5200311702906,,,,,['France'],[],,[],,,,,,,,,,?,,26,,109 kj(26 kcal),,"0,1",,"0,1",,"2,4",,"0,1",,"0,6",,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,
792,Petit CASSE-DENTS,3300810209103,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,les Truffes - Galler,5412038384680,,['Galler'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Truffes en chocolat']",,['France'],[],,[],,33.6 g,en quantité élevée,21.1 g,en quantité élevée,30.8 g,en quantité élevée,0 g,en faible quantité,?,,480,-18%,2008 kj(480 kcal),-18%,"33,6",-23%,"21,1",-35%,"35,1",-13%,"30,8",-16%,"5,3",+12%,0,-100%,0,-100%,21,-12%,E,-12%,,,,,,,,,,,,,,,,,,
794,Crousti Moelleux nature,3029170003526,,,,,['France'],[],,[],,,,,,,,,,?,,272,,1138 kj(272 kcal),,"4,5",,"0,4",,48,,"8,7",,"8,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,
795,White vanilla doony's,5413476955302,B,,"['Biscuits et gâteaux', 'Gâteaux', 'Donuts']",,['France'],[],,[],,20 g,en quantité modérée,9.4 g,en quantité élevée,25 g,en quantité élevée,0.9 g,en quantité modérée,?,,399,-2%,1669 kj(399 kcal),-2%,20,-12%,"9,4",-11%,48,+7%,25,+49%,"5,8",-2%,"0,9",-5%,"0,36",-5%,21,+8%,E,+8%,65.3%,17.3%,8.4%,4.6%,4.4%,0.0%,87,,,,,,,,,,,
796,Mini Encore,0025675300286,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,Plend'Or - Lutti - 1,3116740030836,,['Lutti'],,,['France'],[],,[],,,,,,,,,,?,,19,,79 kj(19 kcal),,10,,1,,42,,4,,0,,1,,"0,4",,,,,,,,,,,,,1,,,,,,,,,,
798,Moutarde à l'estragon,3770000506426,B,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,['Bio'],,,,,,,,
799,Préparation Cake Au Caramel - 1KG - Funcakes - 1kg,8718274810592,,,,,['France'],[],,[],,,,,,,,,,?,,385,,1611 kj(385 kcal),,"3,1",,"1,4",,"82,9",,"48,8",,"4,9",,"1,3",,"0,52",,,,,,,,,,,,,1 kg,,,,,,,,,,
800,Queues de crevettes devortiquées,2869864056947,D,,"['Produits de la mer', 'Crustacés', 'Crevettes', 'Queues de crevettes']",,['France'],[],,[],,0.5 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,2.1 g,en quantité élevée,?,,95,-3%,397 kj(95 kcal),-3%,"0,5",-71%,"0,5",+19%,"0,5",-3%,0,-100%,22,+16%,"2,1",+42%,"0,84",+42%,5,+122%,C,+122%,78.1%,0.0%,4.9%,11.3%,2.5%,3.2%,38,,,['Sans colorants'],,,,,,,,
801,Prince Vladimir - Kusmi Tea,3585810048895,,['Kusmi Tea'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,Hypocras des Vieilles Terres - 75cl,3760048980050,C,,"['Boissons', 'Boissons alcoolisées', 'Snacks', 'Snacks salés', 'Vins', 'Apéritif', 'Vins français']",['France'],['France'],"['vin', 'épices', 'miel', 'sucre ', 'eau de rose', 'orange']",,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",3,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,75 cl,,,,,,,,,,
803,"Cabillaud, crème d'écrevisses, riz au pavot - Fleury Michon - 270g",3302749799021,,['Fleury Michon'],"['Plats préparés', 'Plats préparés au poisson', 'Plats à base de riz', 'Plats au cabillaud']",,['France'],"['Riz 38% ', 'eau', 'riz', 'cabillaud ', 'cabillaud 31%', 'eau', 'huile de colza', 'sel', 'gélatine de poisson', ""piment d'Espelette"", 'jus de cuisson', 'crème fraiche 8,7%', 'fumet de crabe ', 'eau', 'crabe', 'vin blanc', 'Cognac', 'sel', 'huile de colza', 'carottes', 'oignons', 'céleri', 'thym', 'laurier', 'badiane', 'écrevisses de Louisiane 1,2%', 'concentré de tomates', 'huile de colza', 'sel', 'amidon de riz', 'Cognac 0,2% ', 'graines de pavot bleu 0,1%', 'gélatine de poisson', 'colorant: extrait de paprika', 'poivre', 'piment']","['E428 - Gélatine', 'E160c - Extrait de paprika']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.3 g,en quantité modérée,1.7 g,en quantité modérée,0.5 g,en faible quantité,0.76 g,en quantité modérée,?,,121,+8%,506 kj(121 kcal),+8%,"4,3",-7%,"1,7",+3%,12,+17%,"0,5",-67%,"8,6",+27%,"0,76",+16%,"0,304",+16%,0,-100%,B,-100%,,,,,,,,270 g,,"['Sans exhausteur de goût', 'Nutriscore', 'Sans matière grasse hydrogénée', 'Sans conservateurs', 'Nutriscore B', 'en:palm-oil-free', 'Poisson sauvage']",['Carrefour'],"['Céleri', 'Crustacés', 'Poisson', 'Lait']","['FR 85.154.002 CE', 'Mouilleron-en-Pareds (Vendée, France)']",,['Mouilleron-Saint-Germain'],,,
804,Bûche glace caramel  beurre salé - Maison de la Glace,3760124192292,,['Maison de la Glace'],,,['France'],[],,[],,,,,,,,,,?,,226,,946 kj(226 kcal),,10,,"6,3",,30,,24,,"2,6",,"0,04",,"0,016",,,,,,,,,,,,,,,,,,,,,,,
805,Bouchée langoustine crevette - Sapresti,3287390079633,,['Sapresti'],,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,sardine Parmentier duo mer et terre jambon cru fumé Italien - 135g,01948479,,['Parmentier'],,,['France'],"['Sardines,huile dive vierge extra', 'jambon cru fume Italien ', 'viande de porc', 'sel épices', 'plantes ascorbate de sodium', 'aromatiques', 'antioxydant conservateur : nitrite de sodium', ' ', '3,7%', 'sel', ' Valeurs Qutritionnelles moyennes pour 100 g de produit égoutté Energie:815 k ']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,135 g,,['en:produced-in-bretagne'],,['Poisson'],,,,,,
807,Rillettes de canette,3760190010100,,,,,['France'],[],,[],,,,,,,,,,?,,420,,1757 kj(420 kcal),,44,,"15,1",,"0,4",,0,,"5,4",,"0,75",,"0,3",,,,,,,,,,,,,,,"['Sans additifs', 'Sans colorants', 'Sans conservateurs']",,,,,,,,
808,Oignons Doux Des Cévennes 500grs - 500g,3245390160607,,,,,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,,,,,,,,,,
809,"Filets de poulet jaune fermier sud-ouest - Carrefour - 0,206kg",0287458020532,D,['Carrefour'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,['France'],[],,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,"0,206 kg",,['Label Rouge'],['Carrefour'],,"['FR 24.547.003 CE', 'Terrasson-Lavilledieu (Dordogne, France)']",,,,,
810,Foie gras de canard entier du sud-ouest,3263858314614,B,,"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,['France'],[],,[],,50.6 g,en quantité élevée,21.5 g,en quantité élevée,2.1 g,en faible quantité,1.51 g,en quantité élevée,?,,501,-5%,2096 kj(501 kcal),-5%,"50,6",-7%,"21,5",-7%,"3,3",+39%,"2,1",+59%,8,+6%,"1,51",+26%,"0,604",+26%,22,+6%,E,+6%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,
811,Bumbu Rendang (beef Stew Seasoning) - 1.2oz,8992735210057,,,,,['France'],[],,[],,,,,,,,,,?,,25,,105 kj(25 kcal),,"1,5",,0,,1,,1,,1,,"0,59",,"0,236",,,,,,,,,,,,,,,,,,,,,,,
812,Graisse de noel,0202532025326,,,,,['France'],[],,[],,,,,,,,,,?,,350,,1464 kj(350 kcal),,20,,20,,"1,5",,0,,25,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,
813,Dolfin Polaretti Fruit 10er,8002267002270,,,,,['France'],[],,[],,,,,,,,,,?,,83,,347 kj(83 kcal),,0,,0,,21,,19,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
