,name,bar_code,quantity,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,brand,categories,additives,allergens,nova_score,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,packaging,ingredients_origins,manufacturing,traceability_code,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,palm_ingredients,generic_name,link,brand_owner
1769,Saveur de la Méditerranée - Sud de France - 735g,3274643130081,735g,,['France'],[],[],?,208,"4,9",36,"2,9","0,11","0,044",,['Sud de France'],['Biscuits aromatisée'],,,,,,,,,,,,,,,,870 kj(208 kcal),"1,6",22,,,,,,4.9 g,en quantité modérée,1.6 g,en quantité modérée,22 g,en quantité élevée,0.11 g,en faible quantité,,,,,,6,,C,,,,,
1770,Sauce vinaigrette agrumes - Delouis,3258831007850,,['Bio'],['France'],[],[],?,466,50,"0,6","0,3","2,8","1,12",D,['Delouis'],"['Epicerie', 'Sauces', 'Sauces salades', 'Vinaigrettes']",,,,,+29%,+36%,-87%,-49%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,1950 kj(466 kcal),"7,6","0,3",,,,,,50 g,en quantité élevée,7.6 g,en quantité élevée,0.3 g,en faible quantité,2.8 g,en quantité élevée,+30%,+102%,-91%,+46%,+46%,22,+48%,E,+48%,,,,
1771,Sardine a la sauce tomate,6111242802759,,,['France'],[],[],?,190,"11,9","1,6",19,"0,5","0,2",,,,,,,,,,,,,,,,,,,795 kj(190 kcal),0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Pop corn movies,3760018854060,,,['France'],[],[],?,405,"4,4",89,3,"0,1","0,04",,,,,,,,,,,,,,,,,,,1695 kj(405 kcal),"0,5",59,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Yaourt Narure - 125g,3770004406197,125 g,,['France'],[],[],?,?,?,?,?,,,,,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Kids chewy chocolate chip granola bars,0602652206009,,,"['France', 'États-Unis']","['Oats', 'tapioca syrup', 'semi-sweet chocolate ', 'unsweetened chocolate', 'cane sugar', 'cocoa butter', 'vanilla extract', 'honey', 'canola oil', 'brown rice', 'brown rice flour', 'cane', 'sugar', 'sorghum', 'sea salt', 'quinoa', 'vanilla extract', 'vitamin e ', 'tocopherols to maintain freshness']",['Non végétalien'],?,391,"13,04","69,57","4,35","0,708","0,283",,,['Snacks'],,['Avoine'],3,,-13%,-38%,+24%,-31%,,,,,,,,1636 kj(391 kcal),"2,17","21,74",,,,,,13 g,en quantité modérée,2.17 g,en quantité modérée,21.7 g,en quantité élevée,0.708 g,en quantité modérée,-13%,-76%,-28%,+35%,+35%,9,-50%,C,-50%,,,,KIND KIDS
1775,Td Trader Joe's Chicken Fried Rice,00332514,,,['France'],[],[],?,140.82840236686,"1,775","24,852","4,734","1,05","0,42",,"[""Trader Joe's""]",,,,,,,,,,,,,,,,,589 kj(140 kcal),"0,296","2,367",,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Mederano Tinto Lieblich - 750ml,8410384004631,750 ml,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins']",,,,,,,,,,,,,,,,,,,['Flasche'],,,,,,,,,,,,,,,,,,,,,,,,,
1777,Miel de Lavande de Provence Bio -  - 500g,3770012710064,500 g,"['Bio', 'Bio européen']",['France'],[],[],?,?,?,?,?,0,0,B,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de lavande']",,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,0 g,en faible quantité,,,,-100%,-100%,,,,,,,,
1778,Mederano Rosado fruchtig - 750g,8410384004761,750 g,,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,"['Produkt', 'Flasche']",,,,,,,,,,,,,,,,,,,,,,,,,
1779,Olio Extra,8007150901500,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Pruneaux d'agen denoyautes gros,3297680421011,,"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,241,0,54,2,0,0,E,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Fruits', 'Aliments à base de plantes séchées', 'Fruits secs', 'Fruits français', 'Pruneaux', ""Pruneaux d'Agen""]",,,,,0%,-100%,+1%,+7%,73.8%,22.6%,1.7%,0.7%,1.2%,0.0%,24,1008 kj(241 kcal),0,35,,,,,,0 g,en faible quantité,0 g,en faible quantité,35 g,en quantité élevée,0 g,en faible quantité,-0%,-100%,-4%,-100%,-100%,4,+83%,C,+83%,,,,
1781,Confiture à l'ancienne de Fraise,3760143165109,,,['France'],[],[],?,238,"0,1",58,"0,4",0,0,D,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de fraises']",,,,,+10%,-59%,+9%,-10%,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,996 kj(238 kcal),0,58,,,,,,0.1 g,en faible quantité,0 g,en faible quantité,58 g,en quantité élevée,0 g,en faible quantité,+9%,-100%,+14%,-100%,-100%,7,-20%,C,-20%,,,,
1782,Krem banana - Evropa - 595g,5310002151682,595 g,['en:gluten-free'],['France'],[],[],?,430,10,82,2,"0,3","0,12",,['Evropa'],,,,,,,,,,,,,,,,,1799 kj(430 kcal),6,65,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,Mesir macunu - 400g,8697415555755,400 g,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Vinaigre balsamique de Modène - Le Bio pour Tous,3760295170266,,['Bio'],['France'],[],[],?,0,?,?,?,0,0,B,['Le Bio pour Tous'],"['Vinaigres', 'Vinaigres balsamiques', 'Vinaigres balsamiques de Modène']",,,,,-100%,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,0 kj(0 kcal),,,,['Italie'],,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,,,,
1785,litchis denoyautés au sirop léger - Racines Bio,3700019516123,,['Bio'],['France'],[],[],?,62,"0,5","15,5","0,4","2,3","0,92",,"['Racines Bio', 'Racines']",,,,,,,,,,,,,,,,,259 kj(62 kcal),"0,1","15,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1786,Butifarra negra - 160g,8410783321292,160 g,['en:gluten-free'],['France'],[],[],?,252,19,"1,3",19,"1,4","0,56",,,,,,,,,,,,,,,,,,,1054 kj(252 kcal),"6,9","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Mini potée - Aldi - 1kg,2450745045503,1kg,"['Viande Française', 'Viande Porcine Française']",['France'],"['Jarret avant de porc demi-sel 50% ', 'jarret avant de porc 47,6%', 'sel', 'dextrose', 'conservateur : E250', ""morceau d'épaule de porc sans os demi-sel 32% "", 'épaule de porc 29,9%', 'sel', 'dextrose', 'conservateur : E250', 'saucisses fumées au bois de hêtre 18% [viande de porc 16,7%', 'sel', 'sucre', 'arômes', 'conservateur : E250', 'boyau de porc coloré ', 'boyau de porc', 'colorant : E160b', ']', ' Traces éventuelles de gluten', 'lait', 'ceufs et moutarde', "" QATC Pour plus d'informations sur l'origine du produit"", ""vous pouvez scanner le QR-code ci-dessous à l'aide de votre smartphone ou saisir le code ATC à l'adresse suivante: http://tracabilite"", 'aldi', 'fr', ' Code ATC: COO581350 Çonseils de']","['Non végétalien', 'Non végétarien']",?,?,?,?,?,,,,['Aldi'],['Produits à la viande'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E160b - Rocou']",,4,,,,,,,,,,,,,,,,"['Barquette en plastique', 'Film en plastique']",,,"['EMB 22093', ""Lamballe (Côtes-d'Armor, France)"", 'FR 67.445.001 CE', 'Scherwiller (Bas-Rhin, France)']",,,,,,,,,,,,,,,,,,,,,,
1788,Miel de romarin - Mellidor,3503740235307,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",['France'],[],[],?,?,?,?,?,0,0,,['Mellidor'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,Citron,8400001245158,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,Baies de GOJI DU TIBET,0701197960015,,,['France'],[],[],?,347,"3,7","63,3","11,1","1,4","0,56",,,,,,,,,,,,,,,,,,,1452 kj(347 kcal),"0,8","52,6",,,,,,,,,,,,,,,,,,,,,,,,,,
1791,Les laitiers responsables Brassé nature - Yoplait,3329770072176,,,['France'],[],[],?,67,"3,4","4,1","4,1","0,15","0,06",,['Yoplait'],,,,,,,,,,,,,,,,,280 kj(67 kcal),"2,3","4,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1792,Carottes au curry - Sains et Saufs,3770009733274,,"['Bio', 'Sans colorants', 'Sans conservateurs', 'Nutriscore', 'Nutriscore A']",['France'],[],[],?,63,"4,5","3,9","0,8","0,4","0,16",,['Sains et Saufs'],,,,,,,,,,,,,,,,,264 kj(63 kcal),"0,5","2,4","['Bocal en verre', 'Capsule en métal']",,,,,,,,,,,,,,,,,,,,,,,,,
1793,Purée de fruits sans sucres ajoutés pomme poite - Leader Price - 400g,3263851995216,400 g,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,59,"0,5",12,"0,5","0,01","0,004",,['Leader Price'],,,,,,,,,,,,,,,,,247 kj(59 kcal),"0,1","10,2",,,,,['Leader Price'],,,,,,,,,,,,,,,,,,,,,
1794,Pad thai seasoning mae pranom,8850487056111,,,['France'],[],[],?,265,"0,1",66,0,"4,6","1,84",,,,,,,,,,,,,,,,,,,1109 kj(265 kcal),0,45,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,Pain complet,,,,['France'],[],[],?,241,"1,4",45,"9,1","1,4","0,56",,,,,,,,,,,,,,,,,,,1008 kj(241 kcal),"0,4","0,9",,,,,,,,,,,,,,,,,,,,,,,,,,
1796,Yaourt à la vanille au lait entier de Normandie - Monoprix Bio,3350033700932,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-01']",['France'],[],[],?,91,"3,6",11,"3,7","0,16","0,064",,['Monoprix Bio'],,,,,,,,,,,,,,,,,381 kj(91 kcal),"2,3",11,,,,,['Monoprix'],,,,,,,,,,,,,,,,,,,,,
1797,Pain feuilletée aux raisins - Sicard - 85g,3608734749508,85 g,['Fabriqué en France'],['France'],[],[],?,332,12,49,"7,8","0,7","0,28",,['Sicard'],,,,,,,,,,,,,,,,,1389 kj(332 kcal),"7,6",20,,,,"['EMB 85233A', 'Saint-Jean-de-Beugné (Vendée, France)']",,,,,,,,,,,,,,,,,,,,,,
1798,Guimauve moelleuse,3418011283393,,['Fabriqué en France'],['France'],[],[],?,100,9,68,0,0,0,,,,,,,,,,,,,,,,,,,418 kj(100 kcal),5,59,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,Helva,0660989751142,,,['France'],[],[],?,549,"36,4","38,8","14,1","0,2","0,08",,,,,,,,,,,,,,,,,,,2297 kj(549 kcal),"10,9","38,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1800,Taboule vert,3334320011789,,,['France'],[],[],?,?,?,?,?,,,B,,"['Plats préparés', 'Taboulés']",,,,,,,,,63.1%,7.6%,11.4%,10.7%,5.7%,1.6%,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Fromage Blanc Nature 4X125G,3473150000034,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1802,Lait facile à digérer,3250391363810,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1803,Milka,62236379,,,['France'],[],[],?,?,?,?,?,,,,['Milka'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1804,Fitness bio avoine chocolat noir,3020120040257,,['Bio'],['France'],[],[],?,411,"8,1",72,"9,4","0,8","0,32",,,,,,,,,,,,,,,,,,,1720 kj(411 kcal),"3,7",17,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Vidal Creepy Jelly 6er,8413178275156,,,['France'],[],[],?,50,10,2,0,6,"2,4",,['Vidal'],,,,,,,,,,,,,,,,,209 kj(50 kcal),4,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1806,Omelette aux Fines herbes,3760049851113,,,['France'],[],[],?,402,"11,5","3,5",70,"5,6","2,24",,,,,,,,,,,,,,,,,,,1682 kj(402 kcal),"3,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1807,Chocman - Costa,7802215303401,,,['France'],[],[],?,427,"17,2",65,"3,2","0,238","0,095",,['Costa'],,,,,,,,,,,,,,,,,1787 kj(427 kcal),"12,1","49,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1808,Pastitsio n°2,5201193101016,,,['France'],[],[],?,354,"1,5","72,1",12,"0,025","0,01",,,,,,,,,,,,,,,,,,,1481 kj(354 kcal),"0,3","3,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1809,Confiture d'abricots - Breizh Konfitur,3500547591230,,,['France'],[],[],?,166,"< 0,2","42,1","0,8","0,025","0,01",B,['Breizh Konfitur'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'abricot""]",,,,,-24%,-12%,-21%,+59%,38.5%,19.4%,25.9%,11.0%,4.2%,1.1%,87,695 kj(166 kcal),0,"41,4",,,,,,0.2 g,en faible quantité,0 g,en faible quantité,41.4 g,en quantité élevée,0.025 g,en faible quantité,-24%,-100%,-18%,+14%,+14%,9,+0%,C,+0%,,,,
1810,Dessert de pommes,8713442539428,,,['France'],[],[],?,77,"0,1","18,6","0,3",0,0,,,,,,,,,,,,,,,,,,,322 kj(77 kcal),0,17,,,,,,,,,,,,,,,,,,,,,,,,,,
1811,Bio tomate cerise allongée bicolore,3250392814830,,"['Bio', 'Bio européen', 'ES-ECO-001-AN']",['France'],[],[],?,0,?,?,?,0,0,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Tomates et dérivés', 'Tomates', 'Tomates cerise']",,,,,-100%,,,,59.5%,0.0%,0.0%,17.7%,17.2%,5.6%,98,0 kj(0 kcal),,,,,,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,,,,
1812,Bourbon whiskey,24015554,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1813,Les Fruits Pressés Multi Vitaminé,3248340057958,,,['France'],[],[],?,47,"0,5",11,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,197 kj(47 kcal),"0,1",11,,,,,,,,,,,,,,,,,,,,,,,,,,
1814,Haricots verts extras fins,3112940025634,,,['France'],[],[],?,26,"0,2",3,"1,6","0,75","0,3",,,,,,,,,,,,,,,,,,,109 kj(26 kcal),0,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1815,Oeuf - Auchan,3596710479078,,"['Nutriscore', 'Nutriscore A']",['France'],[],[],?,?,?,?,?,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,['Auchan'],,,,,,,,,,,,,,,,,,,,,
1816,Olives dénoyautées,5053990130245,,,['France'],[],[],?,132,"13,2","0,2","1,2","2,7","1,08",,,,,,,,,,,,,,,,,,,552 kj(132 kcal),"1,7","0,2",,,,,,,,,,,,,,,,,,,,,,,,,,
1817,Sauté de porc - Lidl,4056489139058,,"['Viande Française', 'Viande Porcine Française']",['France'],[],[],?,131,"4,8",0,22,"0,12","0,048",,['Lidl'],"['Viandes', 'Porc']",,,,,-32%,-57%,-100%,+11%,,,,,,,,548 kj(131 kcal),2,0,,,,"['FR 45.147.004 CE', 'Fleury-les-Aubrais (Loiret, France)', 'FR 42.305.004 CE', 'Talaudière (Loire, France)']",,4.8 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,0.12 g,en faible quantité,-31%,-53%,-100%,-94%,-94%,-3,-127%,A,-127%,,,,
1818,Bonbons aromatisés myrtille framboise,3389090014171,,['Fabriqué en France'],['France'],[],[],?,396,"0,5",97,"0,5","0,01","0,004",,,,,,,,,,,,,,,,,,,1657 kj(396 kcal),"0,1",65,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Gomme Sans Sucre Excel (menthe Polaire),0064900407482,,,['France'],[],[],?,178.57142857143,0,"71,429",0,0,0,,,,,,,,,,,,,,,,,,,747 kj(178 kcal),0,"71,429",,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Saguaro,11591313,,['Source St Michel de Mourcairol'],['France'],[],[],?,?,?,?,?,,,,['Saguaro'],"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux gazeuses', 'Eaux minérales naturelles', 'Eau minérale naturelle gazéifiée']",,,,,,,,,,,,,,,,,,,['1.25 l'],,['34600 LES AIRES'],,['Lidl'],,,,,,,,,,,,,,0,-100%,A,-100%,,,,
1821,Pomme de terre - D'Aucy - 400g,3017800194973,400 g,,['France'],[],[],?,53,"0,1",11,"1,2","0,17","0,068",,"[""D'Aucy""]",,,,,,,,,,,,,,,,,222 kj(53 kcal),0,"0,9",,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Muffins à la myrtille - 360g,0260616022302,360 g,['Fabriqué en France'],['France'],[],[],?,367,"17,8",47,"4,1","0,71","0,284",,,,,,,,,,,,,,,,,,,1536 kj(367 kcal),"2,4","29,9",,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Flamm'kit - Schneider - 180g,3052420331520,180 g,,['France'],[],[],?,194,"5,4",28,"7,4",1,"0,4",,['Schneider'],,,,,,,,,,,,,,,,,812 kj(194 kcal),"1,9","4,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Beignets nutella,0205722013783,,,['France'],[],[],?,385,18,47,"0,5","0,71","0,284",,,,,,,,,,,,,,,,,,,1611 kj(385 kcal),2,19,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Nuss-Nougat-Creme - Suntat,8690804357015,,,['France'],[],[],?,541,"31,6","62,2","2,4",0,0,,['Suntat'],,,,,,,,,,,,,,,,,2264 kj(541 kcal),"7,2",48,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Yeos Chilli & garlic Sauce,6091014000210,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827,Cafe Molido Organico 283GR Juan Valdez - 283g,7707280886029,283 g,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828,L'Authentique Sauce n12 Coco-Curry,3302768200089,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Sans colorants']",['France'],[],[],?,206,16,14,"1,4","1,1","0,44",,,,,,,,,,,,,,,,,,,862 kj(206 kcal),"8,6",12,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Esprit nature,3270871039363,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Dürüm blé,8718226586131,,,['France'],[],[],?,298,"7,6","49,7","7,3","1,8","0,72",,,,,,,,,,,,,,,,,,,1247 kj(298 kcal),2,"2,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Ketchup Curry - Auchan - 340g,3596710474936,340 g,"['Nutriscore', 'Nutriscore C']",['France'],[],[],?,110,"0,5",25,"1,5","1,2","0,48",B,['Auchan'],"['Epicerie', 'Sauces', 'Sauces tomate', 'Ketchup']",,,,,+4%,+105%,+10%,+15%,37.2%,25.2%,17.2%,12.9%,5.9%,1.6%,94,460 kj(110 kcal),"0,1",23,,,,,['Auchan'],0.5 g,en faible quantité,0.1 g,en faible quantité,23 g,en quantité élevée,1.2 g,en quantité modérée,+5%,+57%,+17%,-40%,-40%,11,-9%,D,-9%,,,,
1832,Tri Omega 1000 (100caps) Addict,5398593403465,,,['France'],[],[],?,0,?,?,?,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Milka tender roll au lait x2,7622210676344,,,['France'],[],[],?,424,20,55,"5,9","0,58","0,232",,['Milka'],,,,,,,,,,,,,,,,,1774 kj(424 kcal),13,38,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Sauce caesar,3480888072332,,,['France'],[],[],?,238,21,11,"0,7","1,9","0,76",,,,,,,,,,,,,,,,,,,996 kj(238 kcal),"1,9","7,9",,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Cris peas,8646200009126,,,['France'],[],[],?,422,12,56,19,2,"0,8",,,,,,,,,,,,,,,,,,,1766 kj(422 kcal),"1,9","2,8",,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Riettes royales de confit de canard - Valette,3598960001993,,,['France'],[],[],?,441,"42,2","0,1","14,3","1,6","0,64",,['Valette'],,,,,,,,,,,,,,,,,1845 kj(441 kcal),"15,1","0,1",,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Adez,40343150,,"['Végétarien', 'Végétalien', 'Sans sucre ajouté', 'Sans lactose']",['France'],[],"['Végétalien', 'Végétarien']",?,35,2,1,"2,9","0,12","0,048",,,,,,,,,,,,,,,,,,,146 kj(35 kcal),"0,3","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Oméga 3,2100020700459,,,['France'],[],[],?,?,?,?,?,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Yaourt pomme-miel-gingembre - COOP NATURAPLAN - 150g,7613413509232,150 g,"['Bio', 'Bio Suisse']","['France', 'Suisse']","['lait entier ', 'homogénéisé', 'pasteurisé [Suisse]', 'sucre de canne brut 7,9%', 'pommes 6% ', 'Suisse', 'eau', 'protéines lactiques', 'miel 3% ', 'Bulgarie', 'fécule de manioc', 'concentré de jus de citron', 'gingembre ', 'Inde', 'Sri Lanka']",['Non végétalien'],441,105,"3,2",15,4,"0,18","0,072",,['COOP NATURAPLAN'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts']",,['Lait'],4,+20%,+14%,-2%,+36%,+6%,,,,,,,,441 kj(105 kcal),"1,9",15,['Pot'],,,,['Coop'],3.2 g,en quantité modérée,1.9 g,en quantité modérée,15 g,en quantité élevée,0.18 g,en faible quantité,+15%,-7%,+49%,+57%,+57%,3,-2%,C,-2%,,,,
1840,Fruits seches,8422193000230,,,['France'],[],[],?,523,25,67,2,"0,01","0,004",,,,,,,,,,,,,,,,,,,2188 kj(523 kcal),23,19,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Cake mix - Pillsbury,0051500554975,,,['France'],[],[],?,37.21,"4,65","81,4","4,65","1,89","0,756",,['Pillsbury'],"['Biscuits et gâteaux', 'Gâteaux']",,,,,-91%,-76%,+64%,-15%,,,,,,,,156 kj(37 kcal),"1,163","39,53",,,,,,4.65 g,en quantité modérée,1.16 g,en faible quantité,39.5 g,en quantité élevée,1.89 g,en quantité élevée,-91%,-85%,+42%,+211%,+211%,17,-5%,D,-5%,,,,
1842,Tarte fine poire x 2,3276550678540,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Paris brest -  - 140g,3276550577515,140 g,,['France'],"['crème pâtissière ', 'LAIT demi-écrémé', 'sucre', 'jaunes d’œufs', 'amidon de mais', 'colorant: bêta-carotène', 'arôme: éthylvanilline', 'pâte à choux ', 'KEUFS', 'eau', 'farine de BLÉ', 'BEURRE', 'sel', 'BEURRE', 'pâte de noisettes et AMANDES ', 'sucre', 'AMANDES', 'NOISETTES', 'stabilisant: sorbitol', 'émulsifiant: Lécithine de SOJA', ' Décor: AMANDES', 'sucre décor ', 'sucre', 'amidon de BLÉ', 'graisses végétales ', 'palme', 'arôme vanilline', 'ŒUFS']","['Huile de palme', 'Non végétalien']",?,?,?,?,?,,,D,,"['Biscuits et gâteaux', 'Pâtisseries', 'Paris-Brest']","['E160ai - Bêta-carotène', 'E420 - Sorbitol', 'E322i - Lécithine']","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",4,,,,,,74.4%,15.8%,4.4%,3.1%,2.3%,0.0%,60,,,,['Plastique'],,,,,,,,,,,,,,,,,,,,,,,,,
1844,Toscana agua mineral natural,8000815485261,,,['France'],[],[],?,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0 kj(0 kcal),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Saucisses blanches de volaille - Oriental Viandes,3436598135065,,['Halal'],['France'],[],[],?,200,15,4,12,2,"0,8",,['Oriental Viandes'],"['Viandes', 'Charcuteries', 'Saucisses']",,,,,-22%,-28%,+180%,-21%,,,,,,,,837 kj(200 kcal),5,1,"['Barquette en plastique', 'Film en plastique']",,,,,15 g,en quantité modérée,5 g,en quantité modérée,1 g,en faible quantité,2 g,en quantité élevée,-22%,-37%,+33%,+2%,+2%,14,-20%,D,-20%,,,,
1846,Green tea morning - PLANTASIA - 27g,3554740200154,27 g,"['Bio', 'Bio européen', 'Commerce équitable', 'AB Agriculture Biologique', 'Fairtrade International', 'Max Havelaar', 'Triman']",['France'],"['Thé vert Bio Inde 60%', 'Gingembre Bio 25%', 'extrait de citron Bio 8%', 'écorce de citron Bio 6%', 'écorce de citron vert Bio 1%', '\rIngrédients conformes aux standards du commerce équitable Fairtrade / Max Havelaar : thé vert Inde Bio', 'Gingembre Bio ', '85% du poids total']",[],?,?,?,?,?,,,,['PLANTASIA'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
