,name,bar_code,eco_score,quantity,packaging,brand,categories,ingredients_origins,markets,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,labels,manufacturing,traceability_code,nova_score,additives,allergens,palm_ingredients,generic_name,origin_detail,producer_info,link,brand_owner
929,2 Quiches Lorraines - Netto,3250392062705,C,,"['Frais', 'Plastique']",['Netto'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Réfrigérés', 'Quiches', 'Plats préparés réfrigérés', 'Quiches lorraines']","['France', 'Union européenne', 'Hors Union Européenne']",['Netto'],['France'],[],[],18.3 g,en quantité modérée,11.3 g,en quantité élevée,1.7 g,en faible quantité,0.78 g,en quantité modérée,?,,286,+8%,1197 kj(286 kcal),+9%,"18,3",+12%,"11,3",+30%,"20,4",+6%,"1,7",-26%,9,-3%,"0,78",-25%,"0,312",-25%,16,+13%,D,+13%,75.2%,13.0%,2.5%,2.6%,1.4%,5.3%,45,"['Point Vert', 'Fabriqué en France', 'Pur beurre', 'Aux œufs frais']",['France'],,,,,,2 Quiches Lorraines,,,,
930,Galette Blé Noir Lardons Chèvre - Monique Ranou,3250392062736,,,,['Monique Ranou'],"['Plats préparés', 'Crêpes et galettes', 'Galettes fourrées', 'Galettes fourrées salées', 'Galettes', 'Galettes au chèvre et aux lardons']",,['Intermarché'],['France'],"['Galette de blé noir 37% ', 'eau', 'farine de blé noir 16% ', 'UE', 'sel', 'lardons cuits fumés ', 'poitrine de porc 20% ', 'origine : France', 'eau', 'sel', 'dextrose de blé et de maïs', 'conservateurs : érythorbate de sodium', 'nitrite de sodium', 'eau', 'fromage* de chèvre affiné décongelé ', 'UE', 'emmental* 6% ', 'France', 'préparation poursauce type béchamel ', 'lactose*', 'farine de blé', 'amidon de blé et de tapioca', 'amidon modifié de pommes de terre', 'protéines de lait', 'crème*', 'sel', 'poivre', 'crème fraîche* ', 'stabilisant : carraghénanes', 'arôme de fumée', '*dont tait', ' Pourcentages exprimés sur le total de la recette', ' Traces éventuelles de : oeufs', 'crustacés', 'poissons', 'soja', 'céleri', 'moutarde', 'mollusques', 'sulfites', ' Fabrioué ta ']","['Non végétalien', 'Non végétarien']",13.8 g,en quantité modérée,6.15 g,en quantité élevée,1.03 g,en faible quantité,0 g,en faible quantité,?,,221,+3%,925 kj(221 kcal),+2%,"13,85",+17%,"6,15",+3%,"12,82",-22%,"1,03",-21%,"9,74",+9%,0,-100%,0,-100%,1,-92%,B,-92%,,,,,,,,,,,4,"['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",,,,,,
931,les irresistibles - Bouton d'Or - 135g,3250392065454,,135 g,,"[""Bouton d'Or""]",,,['intermarchés'],['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,Mélange japonais - Paquito,3250392066574,,,,['Paquito'],['Mélanges de biscuits soufflés'],,['Intermarché'],['France'],"['amidon de maïs 37%', 'cacahuètes 21%', 'farine de maïs 16%', 'farine de blé', 'sucre', 'sauce soja ', 'soja', 'blé', 'koji', 'eau', 'sel', 'graines de sésame', 'amidon modifié de tapioca', 'amidon de pomme de terre', 'dextrine', 'colorants : E150c-E160c-E140i', 'poudres a lever : ES03ii-E500ii', 'glucose', 'poivre', 'sel', ""sirop d'amidon de maïs"", 'algues séchées', 'oignon', 'ail', 'extrait de piment rouge', "" Traces éventuelleç de fruits à coque et d'anhydride sulfureux""]",[],10.3 g,en quantité modérée,2.2 g,en quantité modérée,10.2 g,en quantité modérée,0.9 g,en quantité modérée,?,,423,+5%,1770 kj(423 kcal),+5%,"10,3",+35%,"2,2",+40%,"69,8",-3%,"10,2",+78%,"10,4",+3%,"0,9",-1%,"0,36",-1%,12,+110%,D,+110%,,,,,,,,,,,4,"['E14XX - Amidons modifiés', 'E1400 - Dextrines', 'E150c - Caramel ammoniacal', '', 'Risque modéré de sur-exposition', 'E160c - Extrait de paprika', 'E140i - Chlorophylles', 'E500ii - Carbonate acide de sodium']","['Gluten', 'Arachides', 'Graines de sésame', 'Soja']",,,,,,
933,Mélange de graines et biscuits Apéritifs Mix goût barbecue le paquet de 120 g - Bouton D'or,3250392071264,,,,"[""Bouton D'or""]",,,,['France'],[],[],,,,,,,,,?,,529,,2213 kj(529 kcal),,?,,"32,1",,?,,"2,8",,"15,9",,"1,66",,"0,664",,,,,,,,,,,,,,,,,,,,,,,,
934,Panda Croc - Chabrior - 120g,3250392073787,C,120 g,"['Carton', 'boîte', 'Plastique']","['Chabrior', 'Intermarché']","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat']","['France', 'Hors France', 'Hors Union Européenne']",['Intermarché'],"['France', 'États-Unis']","['Farine de blé 43 %', 'sucre', 'beurre concentré ', 'dont lait', 'amidons de blé et de riz', 'œufs entiers', 'poudre de cacao maigre 1,5 % ', 'provenance non UE', 'poudre de lait écrémé', 'poudre de cacao 0,5 %', 'arôme naturel de vanille', 'sel']",['Non végétalien'],19.8 g,en quantité modérée,13.2 g,en quantité élevée,25.5 g,en quantité élevée,0.35 g,en quantité modérée,?,,481,-2%,2013 kj(481 kcal),-2%,"19,8",-15%,"13,2",+12%,"68,3",+10%,"25,5",-22%,"6,2",-5%,"0,35",-37%,"0,14",-37%,22,+3%,E,+3%,84.4%,9.1%,2.7%,2.2%,1.6%,0.0%,46,"['Labels de distributeurs', 'Point Vert', 'Blé français', 'Sélection Intermarché']",['France'],,4,,"['Œufs', 'Gluten', 'Lait']",,8 biscuits au cacao et cacao maigre.,,,,
935,Poulet Basquaise - Itinéraire des Saveurs,3250392075484,D,,,['Itinéraire des Saveurs'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Poulets basquaise']",,['Intermarché'],['France'],"['Cuisses de poulet assaisonnées avec os 50,7% ', 'cuisses de poulet origine France', 'sel', 'ail déshydraté', 'tomates concassées 19,4% ', 'tomates pelées concassées', 'jus de tomates', 'tomates entières pelées origine France 10,9%', 'poivrons verts et rouges origine Espagne 7,2%', 'oignons origine Espagne 5,4%', 'amidon transformé de pomme de terre', 'sucre', 'huile d’olive vierge extra origine Italie 1,1%', 'purée de tomates double concentrée', 'sel', 'ail déshydraté', 'persil', 'thym', 'piment d’Espelette AOC origine France en poudre 0,01%']",[],7.4 g,en quantité modérée,2.1 g,en quantité modérée,3 g,en faible quantité,1.28 g,en quantité modérée,?,,126,+9%,527 kj(126 kcal),+9%,"7,4",+97%,"2,1",+138%,"3,5",-69%,3,+69%,"10,3",+37%,"1,28",+49%,"0,512",+49%,3,+426%,C,+426%,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,,4,['E14XX - Amidons modifiés'],,,,,,,
936,Little Italy bacon chèvre - 220g,3250392076368,,220 g,,,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
937,Ivoria Bte Feerie De Noel402g,3250392078164,,,,['Ivoria'],,,,['France'],"['sucre', 'pâte de cacao', 'beurre de cacao', 'poudre de lait entier', 'caramel ', 'sirop de glucose', 'graisse végétale ', 'palme', 'lait entier', ' concentré sucré', 'sucre', 'dextrose', 'beurre*', ""émulsifiants Aécithine - mono et diglycérides d'acides gras"", 'sel', 'arôme', 'graisse végétale ', 'palme', 'palmiste', 'pâte de noisettes', 'lactose*', 'matière grasse de lait anhydre', ""cerises à l'alcool "", 'cerises', 'eau', 'alcool', '} noisettes entières', 'poudre de lait écrémé', 'cacao maigre en poudreAuile végétale ', 'tournesol', ""pâte d'amandes"", 'lactosérum en poudre*', 'préparation café ', 'café', 'beurre de cacao', 'émulsifiant rlécithine& tournesol', 'cacao en poudre', 'émulsifiant tlécithine detoumesol', 'alcool', 'sirop de glucose', 'alcoolat de cerise ', 'alcool', 'Kirscht arôme', ' céréales croustillantes ', 'farine de riz', 'farine de blé', ""sucre} extrait de malt d'orge"", 'sel', 'arômes', 'enzyme rinvertaset acidifiant : acide citrique', ' * Dont lait', ' Traces éventuelles dlœufet autres fruits à coque', ' INFORMATIONS :']","['Huile de palme', 'Non végétalien']",,,,,,,,,?,,539,,2255 kj(539 kcal),,33,,18,,53,,51,,"5,2",,"0,19",,"0,076",,,,,,,,,,,,,,,"['EMB 59020', 'Ascq (Nord, France)']",4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique']","['Gluten', 'Lait']",['Huile de palme'],,,,,
938,Jambon Mon Gourmand au Torchon,3250392082567,,,,,,,,['France'],[],[],,,,,,,,,?,,113,,473 kj(113 kcal),,"2,3",,"0,8",,"0,6",,"0,5",,"22,3",,"1,32",,"0,528",,,,,,,,,,,,,"['Viande Française', 'Viande Porcine Française']",,,,,,,,,,,
939,Menthe ciselée 50 g - Saint Eloi,3250392084172,,,,['Saint Eloi'],,,,['France'],[],[],,,,,,,,,?,,38,,159 kj(38 kcal),,"0,5",,"0,2",,"2,4",,"0,5",,"2,9",,"0,07",,"0,028",,,,,,,,,,,,,,,,,,,,,,,,
940,Jean Rozé Le Tendre 15% MG 4 400 g,3250392087333,,,,['Jean Rozé'],,,['Intermarché'],['France'],[],[],,,,,,,,,?,,202,,845 kj(202 kcal),,"14,2",,"6,5",,"0,9",,"0,5",,"17,5",,"0,75",,"0,3",,,,,,,,,,,,,,,,,,,,,,,,
941,Pâte feuilletée à dérouler (lot de 3) - Netto - 690g (3x230g),3250392087609,D,690g (3x230g),['Plastique'],['Netto'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes à tarte', 'Pâtes feuilletées']","['Union européenne', 'Hors Union Européenne']",['Netto'],['France'],"['Farine de blé ', 'UE / non UE', 'eau', 'graisses et huiles végétales non hydrogénées ', 'palme', 'tournesol', 'alcool éthylique', 'sel', 'jus de citron concentré', 'agent de traitement de la farine : L-cystéine']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",17.5 g,en quantité modérée,6.9 g,en quantité élevée,2.5 g,en faible quantité,1 g,en quantité modérée,?,,376,-1%,1573 kj(376 kcal),-1%,"17,5",-19%,"6,9",-39%,44,+14%,"2,5",+66%,"6,5",+12%,1,-1%,"0,4",-1%,14,-15%,D,-15%,75.8%,9.6%,3.8%,2.8%,1.7%,6.3%,51,,['France'],,3,"['E1510 - Éthanol', 'E920 - L-Cystéine et ses chlorhydrates']",['Gluten'],['Huile de palme'],Pâte Feuilletée avec de la matière grasse végétale,,,,
942,Maxi Moelleuse Royale - Netto - 600g,32503920882200,C,600 g,"['Boite', 'Carton', 'Plastique', 'Blister', 'Atmosphère protectrice', 'Surgelé']",['Netto'],"['Surgelés', 'Plats préparés', 'Produits à la viande', 'Pizzas tartes salées et quiches', 'Plats préparés à la viande', 'Pizzas', 'Plats au porc', 'Pizzas au fromage', 'Pizzas et tartes surgelées', 'Pizzas au jambon', 'Pizza au jambon', 'Pizzas surgelées', 'Pizza jambon fromage']",['Porc : Origine France'],['Netto'],['France'],"['Garniture ', '51', '4%', ' : sauce tomate aromatisée ', 'concentré de tomate', 'eau', 'amidons modifiés de maïs', 'arôme naturel', 'sucre', 'origan', ' jambon cuit standard ', '21', '1%', ' ', 'jambon de porc ', 'France', 'eau', 'dextrose', 'plasma de porc', 'stabilisants :E450', 'E451', 'arôme', 'arôme de fumé', 'antioxydant : E316', 'conservateur : E250', 'mozzarella ', '11', '4%', 'edam ', '11', '4%', 'champignons de Paris ', '10', '7%', 'herbes aromatiques', 'Pourcentages exprimés sur la garniture mise en œuvre', ' Pâte ', '48', '6%', ' : farine de blé', 'eau', 'levure boulangère', 'sel', 'huile de colza', 'farine de blé malté toasté', 'levure chimique ', 'farine de blé', 'stabilisant : E450i', 'acidifiant : 500ii']","['Non végétalien', 'Non végétarien']",4 g,en quantité modérée,2.6 g,en quantité modérée,2.7 g,en faible quantité,1.25 g,en quantité modérée,?,,199,-9%,833 kj(199 kcal),-9%,4,-44%,"2,6",-25%,"30,3",+16%,"2,7",+1%,"8,7",-17%,"1,25",-9%,"0,5",-9%,4,-40%,C,-40%,65.3%,14.8%,5.7%,4.3%,2.1%,7.8%,60,"['Viande-francaise', 'Viande Porcine Française', 'Point Vert']",,,4,"['E14XX - Amidons modifiés', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E450i - Pyrophosphate de sodium acide']","['Gluten', 'Lait']",,,,,,
943,40 mini feuilletes - Netto,3250392088385,,,,['Netto'],,,['Netto'],['France'],"['Mini-feuilleté saumon 32% : Pâte feuilletée 64% : farine de blé', 'margarine ', 'matière \rgrasse de palme', 'eau', 'huile de colza', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur \rd'acidité : acide citrique"", 'eau', 'sel', 'œufs entiers en poudre', ' Garniture saumon 36% : eau', 'saumon fumé ', 'Salmo salar', ' ', 'poisson', ' 15,6%** ', 'saumon', 'sel', 'préparation déshydratée pour sauce ', 'lactosérum*', '\ramidon modifié', 'poudre de lait entier', 'sel', 'épaississant : gomme xanthane', 'poivre noir', 'muscade', '\rmargarine ', 'matière grasse de palme', 'eau', 'huile de colza', 'sel', ""émulsifiant : mono - et diglycérides \rd'acides gras"", ""correcteur d'acidité: acide citrique"", 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', 'persil \r0,5%', 'sel', 'aneth', 'poivre noir', 'estragon', ' \r Mini-feuilleté tomate 25% Pâte feuilletée 62% : farine de blé', 'margarine ', 'matière grasse de palme', '\reau', 'huile de colza', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide \rcitrique"", 'eau', 'sel', 'oeufs entiers en poudre', ' Garniture pizza 38% : eau', 'préparation déshydratée pour \rsauce ', 'lactosérum*', 'amidon modifié', 'poudre de lait entier', 'sel', 'épaississant : gomme xanthane', 'poivre \rnoir', 'muscade', 'fromage emmental râpé""', 'poudre de tomate 5,5%**', 'oignons 1,8%**', 'chapelure ', 'farine \rde blé', 'eau', 'sel', 'levure', 'arôme naturel', ""blanc d'œufs en poudre "", ""blanc d'œufs"", ""correcteur d'acidité : \racide citrique"", 'agent moussant: citrate de triéthyle', 'ail', 'herbes de Provence ', 'sarriette', 'romarin', 'serpolet', '\rmarjolaine', 'origan', 'basilic', 'thym', 'sel', 'poivre noir', 'colorant : rouge de betterave', 'piment de Cayenne', ' \r Mini-feuilleté jambon 23% : Pâte feuilletée 65% : farine de blé', 'margarine ', 'matière grasse de palme', '\reau', 'huile de colza', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide \rcitrique"", 'eau', 'sel', 'oeufs entiers en poudre', ' Garniture jambon 35% : eau', 'jambon cuit choix 19,1%** \r', 'jambon de porc', 'eau', 'sel', 'dextrose', 'lactose*', 'sirop de glucose', 'arômes', 'stabilisants: triphosphates et \rdiphosphates', 'antioxydant : érythorbate de sodium', 'conservateur: nitrite de sodium', 'préparation \rdéshydratée pour sauce ', 'lactosérum*', 'amidon modifié', 'poudre de lait entier', 'sel', 'épaississant : gomme \rxanthane', 'poivre noir', 'muscade', 'margarine ', 'matière grasse de palme', 'eau', 'huile de colza', 'sel', ""\rémulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide citrique"", 'chapelure ', 'farine \rde blé', 'eau', 'sel', 'levure', 'arôme ', 'dont blé et lait', 'pavot', ""blanc d'œufs en poudre "", ""blanc d'œufs"", ""\rcorrecteur d'acidité : acide citrique"", 'agent moussant : citrate de triéthyle', ' ail', 'persil', 'poivre noir', '\rmuscade', ' \r Mini-feuilleté fromages 20% : Pâte feuilletée 58% : farine de blé', 'margarine ', 'matière grasse de palme', '\reau', 'huile de colza', 'sel', ""émulsifiant : mono - et diglycérides d'acides gras"", ""correcteur d'acidité : acide \rcitrique"", 'eau', 'sel', 'œufs entiers en poudre', ' Garniture fromages 42% : eau', 'préparation déshydratée pour \rsauce ', 'lactosérum*', 'amidon modifié', 'poudre de lait entier', 'sel', 'épaississant : gomme xanthane', 'poivre \rnoir', 'muscade', 'fromage emmental râpé* 15,7%**', ' préparation fromagère* arômatisée en poudre \r7,9%** ', 'poudre de lactosérum*', 'poudre de crème*', 'poudre de fromage*', 'sel', 'arômes naturels', 'fromage \rparmesan râpé* 2,5%**', 'chapelure ', 'farine de blé', 'eau', 'sel', 'levure', 'Roquefort fondu* 1,0%**', ""blanc \rd'œufs en poudre "", ""blanc d'œufs"", ""correcteur d'acidité : acide citrique"", 'agent moussant : citrate de \rtriéthyle', 'amidon modifié', ' \r * dont lait', ' \r** Pourcentages exprimés sur la garniture', ' \rTraces éventuelles de : crustacés', 'soja', 'fruits à coque', 'céléri', 'moutarde', 'graines de sésame', 'mollusques']","['Huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,?,,291,,1218 kj(291 kcal),,"16,6",,"9,1",,"29,4",,"2,5",,"5,1",,"1,79",,"0,716",,,,,,,,,,,,,,,,4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E415 - Gomme xanthane', 'E1505 - Citrate de triéthyle', 'E162 - Rouge de betterave', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Poisson', 'Gluten', 'Lait']",['Huile de palme'],,,,,
944,Tartiflette,3250392088507,,,,,,,,['France'],[],[],,,,,,,,,?,,136,,569 kj(136 kcal),,"7,3",,"3,5",,12,,"0,9",,"4,9",,"0,64",,"0,256",,,,,,,,,,,,,,,,,,,,,,,,
945,Poulet roti et pommes de terre - Netto,3250392089566,,,,['Netto'],,,,['France'],[],[],,,,,,,,,?,,123,,515 kj(123 kcal),,"4,2",,"0,5",,"14,5",,"1,8",,"5,4",,"0,85",,"0,34",,,,,,,,,,,,,,,,,,,,,,,,
946,Pommette Courgettes riz & veau touche de ciboulette,3250392092283,,,,['Pommette'],,,,['France'],[],[],,,,,,,,,?,,62,,259 kj(62 kcal),,"1,3",,"0,5",,"9,6",,"0,5",,"2,4",,"0,3",,"0,12",,,,,,,,,,,,,,,,,,,,,,,,
947,Chips Piquantes saveur Wasabi - Bouton d'Or - 135g,3250392099404,B,135 g,"['Sachet', 'Plastique']","[""Bouton d'Or"", 'Intermarché', 'Altho']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre aromatisées', ""Chips de pommes de terre à l'huile de tournesol""]",,['Intermarché'],['France'],"['Pommes de terre', 'huile de tournesol ', '34,6 %', 'base aromatisante wasabi ', 'arôme ', 'dont blé', ""correcteur d'acidité : diacétate de sodium"", 'acidifiant : acide citrique', 'oignon en poudre', 'colorant : complexes cuivriques de chlorophylles', 'poivre noir', 'sel']",[],34.6 g,en quantité élevée,2.8 g,en quantité modérée,1.4 g,en faible quantité,1.37 g,en quantité modérée,2289,+4%,?,,2289 kj(547 kcal),+4%,"34,6",+8%,"2,8",-5%,"52,6",+2%,"1,4",-40%,"4,6",-25%,"1,37",-4%,"0,548",-4%,14,+23%,D,+23%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,"[""À l'huile de tournesol""]",['France'],,4,"['E262ii - Diacétate de sodium', 'E330 - Acide citrique', 'E141i - Complexes cuivriques de chlorophylles']",['Gluten'],,,,,,
948,Mini saucissons secs nature - Intermarché - 120g,3250392108458,C,120 g,['Plastique'],"['Intermarché', 'Salaisons du Lignon']","['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",['France'],['Intermarché'],['France'],"['Viande de porc ', 'origine : France', 'sel', 'lactose', 'sucre', 'dextrose', 'épices', 'conservateurs : nitrate de potassium', 'nitrite de sodium', ' Ferments', ' Enveloppe : collagène', 'cellulose']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",43.6 g,en quantité élevée,16.9 g,en quantité élevée,2.5 g,en faible quantité,4.88 g,en quantité élevée,?,,516,+25%,2159 kj(516 kcal),+26%,"43,6",+34%,"16,9",+32%,"2,6",+12%,"2,5",+63%,"28,3",+4%,"4,88",+5%,"1,952",+5%,26,+7%,E,+7%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,"['Labels de distributeurs', 'Viande Française', 'Viande Porcine Française', 'Point Vert', 'Pur porc', 'Sélection Intermarché', 'en:Déconseillé aux enfants de moins de 4 ans']",['France'],"['EMB 43211B', 'Saint-Maurice-de-Lignon (Haute-Loire, France)', 'FR 43.211.009 CE', 'Saint-Maurice-de-Lignon (Haute-Loire, France)']",4,"['E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E460 - Cellulose']",['Lait'],,,,,,
949,"La viande hachée, barquette 600G",3250392108489,,,,,,,,['France'],[],[],,,,,,,,,?,,239,,1000 kj(239 kcal),,18,,"9,1",,"0,4",,"0,4",,18,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,,,,
950,La Délicieuse - Intermarché Les Créations,3250392109059,,,,['Intermarché Les Créations'],,,,['France'],"['PRÉPARATION DE FRUITS POIRE WILLIAMS À LA VANILLE ET POMME : Poires Williams 45%', 'sucre de canne 37%', 'pommes 15%', 'jus de citron concentré', 'gélifiant : pectines', 'extrait de vanille 0,03%', 'graines de vanille épuisées 0,01%', 'antioxydant : acide ascorbique', ' Préparée avec 60 g de fruits pour 100g de produit fini']",[],,,,,,,,,?,,179,,749 kj(179 kcal),,"0,5",,"0,1",,"44,3",,"40,9",,"0,3",,"0,02",,"0,008",,,,,,,,,,,,,,,,4,"['E440 - Pectines', 'E300 - Acide ascorbique']",,,,,,,
951,Edam Holland Les Tranchettes - Paturages - 300g,3250392113766,D,300 g,"['Frais', 'Plastique', 'Sous athmospère protectrice']",['Paturages'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte pressée non cuite', 'Fromages des Pays-Bas', 'Fromages pasteurisés', 'Fromages en tranches', 'Edam']",,['Intermarché'],['France'],"['lait de vache pasteurisé', 'sel', 'ferments lactiques', 'présure animale', 'colorant : E160a', 'conservateurs : E251', 'E235']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",24 g,en quantité élevée,17.1 g,en quantité élevée,0.5 g,en faible quantité,2.03 g,en quantité élevée,1305,+1%,?,,1305 kj(312 kcal),-2%,24,-0%,"17,1",+4%,"< 0,5",+121%,"< 0,5",+178%,"24,5",-3%,"2,03",-4%,"0,812",-4%,17,+1%,D,+1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['IGP'],"['Reeuwijk', 'Pays-Bas']",['NL Z 0507 EG'],4,"['E160a - Carotènes mélangés', 'E251 - Nitrate de sodium', '', 'Risque élevé de sur-exposition', 'E235 - Natamycine']",['Lait'],,Tranches d'Edam Holland IGP au lait pasteurisé,,,,
952,Beurre au Piment d'Espelette Demi-Sel - Pâturages - 100g,3250392117474,C,100 g,['Papier'],['Pâturages'],"['Produits laitiers', 'Matières grasses', 'Produits à tartiner', 'Matières grasses à tartiner', 'Matières grasses animales', 'Matière grasse laitière', 'Produits laitiers à tartiner', 'Beurres', 'Beurres demi-sel', 'Beurres pasteurisés']",['France'],['Intermarché'],['France'],"['Beurre ', 'crème pasteurisée', 'ferments lactiques', ""piment d'Espelette AOP "", '3,3 %', 'sel ', '1,5 %']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",80 g,en quantité élevée,55 g,en quantité élevée,0.5 g,en faible quantité,1.6 g,en quantité élevée,2989,-2%,?,,2989 kj(714 kcal),-2%,80,-2%,55,-1%,"1,1",+62%,"0,5",-19%,"0,6",-14%,"1,6",+117%,"0,64",+117%,25,+16%,E,+16%,91.5%,4.9%,1.3%,1.2%,0.8%,0.2%,27,['Crème Française'],['France'],"['FR 44.187.001 CE', 'Saint-Père-en-Retz (Loire-Atlantique, France)']",2,,['Lait'],,,,,,
