,name,bar_code,quantity,packaging,brand,categories,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,eco_score,generic_name,manufacturing,link,markets,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,palm_ingredients,traceability_code,ingredients_origins,brand_owner
1643,Higos secos con harina -,8420678000249,,"['Sachet', 'Plastique']",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Figues sèches']","['France', 'Espagne']",[],,,[],,1 g,en faible quantité,0.4 g,en faible quantité,41 g,en quantité élevée,0 g,en faible quantité,?,,292,+6%,1222 kj(292 kcal),+6%,1,-34%,"0,4",+41%,64,+11%,41,-13%,"3,2",-2%,0,-100%,0,-100%,6,+102%,C,+102%,,D,,,,['Carrefour'],69.5%,21.7%,2.7%,4.1%,1.9%,0.0%,38,,,,
1644,Migas con chorizo - valdeterra,8420878033665,,,['Valdeterra'],"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']","['France', 'Espagne']",[],,,[],,9.7 g,en quantité modérée,2 g,en quantité modérée,2.8 g,en faible quantité,2.1 g,en quantité élevée,?,,303,+89%,1268 kj(303 kcal),+92%,"9,7",+31%,2,-21%,45,+329%,"2,8",+78%,"7,6",-19%,"2,1",+122%,"0,84",+122%,13,+287%,D,+287%,,,,,,,,,,,,,,,,,
1645,Galletes Salées complètes - Galletes Rossellons,8421006000603,,,['Galletes Rossellons'],['es:Galletas-de-tipo-digestive'],"['France', 'Espagne']",[],,,[],,19.3 g,en quantité modérée,4.34 g,en quantité modérée,2.49 g,en faible quantité,1.87 g,en quantité élevée,?,,472,+0%,1975 kj(472 kcal),+0%,"19,3",-3%,"4,34",-36%,"65,1",+2%,"2,49",-87%,"8,65",+21%,"1,87",+109%,"0,748",+109%,17,+1%,D,+1%,,,,,,,,,,,,,,,,,
1646,Pâte d’arachides - Walima,8421088103155,,,['Walima'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Produits à tartiner', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de légumineuses', 'Beurres de cacahuètes']",['France'],"['Arachides grilles ', '90%', ',huile végétale hydrogène,sucre et sel']",,,[],3,10 g,en quantité modérée,10 g,en quantité élevée,5 g,en quantité modérée,5 g,en quantité élevée,?,,582,-3%,2435 kj(582 kcal),-3%,10,-79%,10,+20%,"48,2",+235%,5,-21%,"24,3",-1%,5,+838%,2,+838%,17,+55%,D,+55%,,C,,,,,74.9%,2.4%,8.8%,4.1%,6.0%,3.7%,57,,,,
1647,Saussisson -,8421395039987,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucissons', 'Saucisses françaises', 'Saucisses espagnoles', 'Saucissons secs', 'Fouets catalans']",['France'],[],,,[],,34 g,en quantité élevée,14 g,en quantité élevée,2.52 g,en faible quantité,4 g,en quantité élevée,?,,422,-4%,1766 kj(422 kcal),-4%,34,-4%,14,+7%,"3,2",-7%,"2,52",+10%,"25,8",-4%,4,-2%,"1,6",-2%,25,0%,E,0%,,D,Fuet Extra,['Espagne'],,,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,
1648,Bizcocho tradicional original - La Granja - 500g,8421660021105,500 g,"['Sachet', 'Plastique', 'Carton']",['La Granja'],"['Snacks', 'Desserts', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Génoise']",['France'],"['Farine de blé', 'sucre', 'huile de tournesol', 'œuf', 'eau', 'humectants ', 'glycérine', 'sorbitol', 'sirop de glucose et de fructose', 'protéines de lait', 'agent de levage ', 'carbonates de sodium', 'diphosphates', 'arôme avec le zeste de citron', 'gluten de blé', 'émulsifiant ', ""monoglycérides et diglycérides d'acides gras"", 'conservateurs ', 'propionate de sodium et acide sorbique', "" et correcteur d'acidité "", 'acide citrique']","['E422 - Glycérol', 'E420 - Sorbitol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E281 - Propionate de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique']","['Œufs', 'Gluten', 'Lait']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",4,23 g,en quantité élevée,2.9 g,en quantité modérée,23 g,en quantité élevée,0.88 g,en quantité modérée,?,,429,+12%,1795 kj(429 kcal),+11%,23,+109%,"2,9",-48%,49,-26%,23,-52%,"5,5",+44%,"0,88",+267%,"0,352",+267%,15,-14%,D,-14%,"['Point Vert', 'Fabriqué en Espagne']",,,['Espagne'],http://www.lagranjafoods.com/detalle_producto.php?id=3,,,,,,,,,,,,
1649,"Lentejas extra - Alipende - 560g (neto), 400g (escurrido), 580ml",8421691693111,"560 g (neto), 400 g (escurrido), 580 ml","['Tarro', 'Vidrio', 'En conserva']",['Alipende'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Conserves', 'Légumineuses', 'Aliments à base de plantes en conserve', 'Légumineuses en conserve', 'Lentilles en conserve']","['France', 'Espagne']","['Lenteja', 'agua', 'sal', 'antioxidante ', 'E-300', ' y secuestrante ', 'E-385']","['E300 - Acide ascorbique', 'E385 - Éthylène diamine tétra-acétate de calcium disodium']",,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,1 g,en faible quantité,0.7 g,en faible quantité,0.3 g,en faible quantité,1.2 g,en quantité modérée,?,,99,+16%,414 kj(99 kcal),+17%,1,+19%,"0,7",+206%,"13,2",+16%,"0,3",-52%,"6,4",+5%,"1,2",+71%,"0,48",+71%,-2,,A,,"['Bio', 'Végétarien', 'Sans gluten', 'Végétalien', 'Point Vert', 'Riche en fibres', 'Riche en protéines', 'Catégorie “Extra”']",B,Lentejas cocidas categoría extra,,,['Ahorramás'],18.0%,39.2%,18.8%,10.4%,5.3%,8.4%,93,,"['ES 40.07843/LO CE', 'COMPRE Y COMPARE S.A. (CONSERVAS CELORRIO)']",,
1650,Raisin rouge sans pépin - El Ciruelo - 500g,8421747011388,500 g,"['Plastique', 'boîte']",['El Ciruelo'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Raisins', 'Raisins frais']",['France'],"['Raisin', 'variété Crimson']",,,[],1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,['Catégorie I'],B,,,,,68.7%,0.0%,0.0%,15.2%,12.1%,4.0%,97,,,['Chili'],
1651,Réglisse Sawes,8421947000373,,,['Sawes'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons au réglisse']","['France', 'Espagne']","['Extrait de réglisse', 'fécule de maïs', 'stabilisateur: E-471', ' mentol', 'huiles essentiels de terpinol', 'eucalyptol et citron']","[""E471 - Mono- et diglycérides d'acides gras alimentaires""]",,"[""Pourrait contenir de l'huile de palme""]",4,5.3 g,en quantité modérée,5.1 g,en quantité élevée,10.6 g,en quantité modérée,0.175 g,en faible quantité,?,,335,+5%,1402 kj(335 kcal),+5%,"5,3",+562%,"5,1",+1185%,"75,2",+4%,"10,6",-74%,"1,6",-45%,"0,175",-56%,"0,07",-56%,11,-15%,D,-15%,"['Fabriqué en Espagne', 'Sans sucre ajouté']",E,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,
1652,Chorizo Doux,8422003001235,,,,,['France'],[],,,[],,,,,,,,,,?,,468,,1958 kj(468 kcal),,"39,2",,"15,9",,"0,6",,"0,4",,"25,5",,"3,4",,"1,36",,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
1653,Bizcochadas,8422153522437,,,,"['Snacks', 'Snacks sucrés', 'Confiseries']","['France', 'Espagne']",[],,,[],,4.56 g,en quantité modérée,2.82 g,en quantité modérée,38.1 g,en quantité élevée,0.2 g,en faible quantité,?,,358,-15%,1498 kj(358 kcal),-15%,"4,56",-69%,"2,82",-56%,"71,9",+8%,"38,1",-23%,"7,5",+78%,"0,2",+36%,"0,08",+36%,14,-23%,D,-23%,,,,,,,,,,,,,,,,,
1654,"La Bocateria Queso, Sandwich",8422241806425,,,,,['France'],[],,,[],,,,,,,,,,?,,357,,1494 kj(357 kcal),,29,,"18,9",,0,,0,,24,,"1,8",,"0,72",,,,,,['en:gluten-free'],,,,,,,,,,,,,,,,
1655,Ail aux herbes aromatiques - Luxeapers - 240g,8422243425396,240 g,['Bocal'],['Luxeapers'],,['France'],"['Ail', ""l'huile de grignons d'olive"", 'sel', 'herbes ', 'persil', 'origan', 'thym', 'romarin', 'cumin']",,,[],,,,,,,,,,?,,143,,598 kj(143 kcal),,"9,7",,"1,5",,11,,"4,6",,3,,"7,3",,"2,92",,,,,,,,,,,,,,,,,,,,,,
1656,Comas intégrales de avena - El Granero,8422584015089,,,"['El Granero', 'el Granero integral']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Flocons', 'Flocons de céréales', 'Flocons laminés', ""Flocons d'avoine""]","['France', 'Espagne']",[],,,[],,7.6 g,en quantité modérée,1.3 g,en faible quantité,1.1 g,en faible quantité,0.005 g,en faible quantité,?,,370,+0%,1548 kj(370 kcal),-0%,"7,6",+7%,"1,3",+4%,56,-6%,"1,1",-33%,14,+14%,"0,005",-84%,"0,002",-84%,0,,B,,,B,,,,,82.4%,1.1%,6.8%,7.0%,2.7%,0.0%,79,,,,
1657,Puigdellivol,8422723040040,,,,,['France'],[],,,[],,,,,,,,,,?,,631.72998046875,,2643 kj(631 kcal),,"50,61",,"6,21",,"17,73",,"7,02",,"26,33",,"0,77",,"0,308",,,,,,,,,,,,,,,,,,,,,,
1658,Judías verdes - Coviran - 660g,8422823021642,660g,,['Coviran'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de fruits et de légumes', 'Aliments à base de plantes en conserve', 'Légumes et dérivés', 'Légumes en conserve']","['France', 'Espagne']",[],,,[],,0.5 g,en faible quantité,0 g,en faible quantité,1.3 g,en faible quantité,0.6 g,en quantité modérée,?,,31,-33%,130 kj(31 kcal),-31%,"0,5",-5%,0,-100%,"4,2",-28%,"1,3",-47%,"1,3",-38%,"0,6",-23%,"0,24",-23%,-3,,A,,,,,,,,,,,,,,,,,,
1659,Bebida de Granada Punidox - Soria natural,8422947061111,,,['Soria natural'],['es:zumo'],"['France', 'Espagne']","['Eau', 'Panela*', 'Cassis* et Mangoustanier*', "" *Provenant d'Agriculture Biologique""]",,,[],,0 g,en faible quantité,0 g,en faible quantité,16 g,en quantité élevée,0.015 g,en faible quantité,?,,72,+80%,301 kj(72 kcal),+79%,0,-100%,0,-100%,18,+89%,16,+83%,"0,31",+7%,"0,015",-53%,"0,006",-53%,3,+133%,C,+133%,"['Bio', 'Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,
1660,Cabdells - 3 Unitats -,8423230000145,,,,['Laitues'],"['France', 'Espagne']",[],,,[],,0.08 g,en faible quantité,0.017 g,en faible quantité,0.3 g,en faible quantité,0.05 g,en faible quantité,?,,15,-32%,63 kj(15 kcal),-17%,"0,08",-80%,"0,017",-84%,"1,8",-2%,"0,3",-70%,"1,22",+22%,"0,05",-55%,"0,02",-55%,0,,B,,,B,,,,['La Vie Claire'],59.4%,0.0%,0.0%,13.2%,18.9%,8.4%,95,,,,
1661,Fibroki Galette - Naturhouse,8423263002000,,,['Naturhouse'],,['France'],"['Farine de blé', 'graisse végétale [huiles et graisses végétales de palme', 'de tournesol et de coco', 'eau', 'sel]', 'son de blé', 'sucre', 'cassonade', 'œufs frais', 'lait écrémé en poudre', 'amidon de blé', 'extrait de malt', 'sel', 'poudre à lever ', ""bicarbonate d'ammonium"", ""correcteur d'acidité "", 'tartrate monopotassique', ' et arômes', ' Fabriqué dans un atelier qui utilise du soja', 'du sesame et des fruits secs', ' Riche en fibre', ' Conserver dans un endroit frais et sec', ""à l'abri de la lumière"", ' A consommer de préférence avant ? Lot ', 'voir la base', ' 12 Rue Philippe Lebon 81000 Albi', 'France', "" Fabriqué dans I'U"", 'E']","[""E503ii - Carbonate acide d'ammonium"", 'E336i - Tartrate monopotassique']","['Œufs', 'Gluten']","['Huile de palme', 'Non végétalien']",4,,,,,,,,,?,,462,,1933 kj(462 kcal),,21,,"2,4",,54,,21,,"8,7",,"0,18",,"0,072",,,,,,"['Riche en fibres', 'Fabriqué en France']",,,,,,,,,,,,,['Huile de palme'],,,
1662,Inmunat,8423263100638,,,,,['France'],[],,,[],,,,,,,,,,?,,0,,0 kj(0 kcal),,0,,0,,0,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,
1663,Fluicir Drink - Housediet - 350ml,8423263101253,350 ml,['Plastique'],['Housediet'],"['Boissons', 'Boissons édulcorées']",['France'],"['Eau', 'concentré de fruits ', 'raisin noir', 'cassis et citron', ""correcteur d'acidité: acide citrique"", 'conservateurs : sorbote patonique et benzoate sodique', 'édulcorant : cyclamate sodique', 'saccharine sodique et néohespéridine', 'extrait de raisin riche en polyphénol', 'colorants : E150d et E129']","['E330 - Acide citrique', 'E952 - Acide cyclamique et ses sels', 'E954 - Saccharine et ses sels', ""E150d - Caramel au sulfite d'ammonium"", 'E129 - Rouge allura AC']",,[],4,0.05 g,en faible quantité,0.01 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,?,,2,-87%,8 kj(2 kcal),-86%,"0,05",-38%,"0,01",-61%,"0,4",-85%,"0,4",-83%,"0,1",-21%,0,-100%,0,-100%,2,-54%,C,-54%,"['Peu ou pas de sucre', 'Peu de sucre', 'Allégé en sucre']",,Boisson rafraichissante aux extraits,,,,,,,,,,,,,,
1664,Fibroki biscottes soja - Naturhouse,8423263101543,,,"['Naturhouse', 'Fibroki']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'en:zwieback']",['France'],"['Farine de blé', 'farine de seigle', 'farine Complète de blé ', '16%', 'soja en poudre ', '1096', 'SUcre', 'levure', 'sel', 'huile de tournesol riche en acide oléique', 'émulsifiant ', 'E-472e', 'antioxydant: acide ascorbique', ' Fabriqué dans une usine qui utilise lait', 'soja', 'sésame et fruits à coques', ' CONSERVATION: Conserver dans un lieu frais et sec', ' CONTENU: 34 biscottes', ' POIDS NET: 260 g']","[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras"", 'E300 - Acide ascorbique']",['Gluten'],"[""Pourrait contenir de l'huile de palme""]",4,6 g,en quantité modérée,1.7 g,en quantité modérée,6.7 g,en quantité modérée,1.5 g,en quantité modérée,?,,406,+3%,1699 kj(406 kcal),+3%,6,-10%,"1,7",-8%,"71,7",+5%,"6,7",+15%,"15,6",+32%,"1,5",+29%,"0,6",+29%,12,+92%,D,+92%,,B,,,,,48.2%,30.5%,12.1%,8.1%,1.1%,0.0%,95,,,,
1665,Vinaigre de cidre et prêle des champs - Naturhouse,8423263901105,,,['Naturhouse'],['Compléments alimentaires'],['France'],[],,,[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,,?,,0,-100%,0 kj(0 kcal),-100%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,,,,,,,,,,,,,,,,,,,,,,,,,
1666,Chorizo Fort - Casa Ramon - 200g,8423348401568,200 g,"['Sachet', 'Plastique']",['Casa Ramon'],"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",['France'],"['Viande de porc', 'paprika', 'sel', 'ail et boyau naturel de porc']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,42 g,en quantité élevée,17 g,en quantité élevée,0.1 g,en faible quantité,3.2 g,en quantité élevée,1975,+14%,?,,1975 kj(472 kcal),+15%,42,+24%,17,+32%,"0,2",-93%,"0,1",-94%,25,+9%,"3,2",-15%,"1,28",-15%,25,+5%,E,+5%,"['en:gluten-free', 'Sans colorants', 'Sans lactose', 'Sans conservateurs']",D,Chorizo naturel fort,['Espagne'],http://www.casaramon.fr/Produits-Fins/Produits-Secs/Autres/chorizo-naturel-extra-fort-13,['Franprix'],76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,['ES 10.07232/LO CE'],,
1667,Bebida de arroz - Monsoy,8423352200232,,,['Monsoy'],"['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de céréales', 'Boissons au riz']","['France', 'Espagne']",[],,,[],,1 g,en faible quantité,0.1 g,en faible quantité,5 g,en quantité modérée,0.1 g,en faible quantité,?,,54,-7%,226 kj(54 kcal),-7%,1,-18%,"0,1",-58%,"10,9",-2%,5,-12%,"0,3",-12%,"0,1",+6%,"0,04",+6%,1,+23%,B,+23%,,E,,,,,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,
1668,Epicerie / Boissons / Boissons Végétales - Monsoy,8423352200294,,,['Monsoy'],,['France'],[],,,[],,,,,,,,,,?,,54,,226 kj(54 kcal),,1,,"0,1",,"10,9",,5,,"0,3",,"0,07",,"0,028",,,,,,"['Bio', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,,,,,,
1669,Boissons Végétales Riz Noisettes - Monsoy,8423352204339,,,['Monsoy'],['Produits laitiers'],['France'],"['eau', 'riz', 'l', ' ', '16%', 'noisettes toastées', 'l', ' ', '3%', 'sel de mer', ' ', '1', ' agriculture biologique']",,,[],3,1.4 g,en faible quantité,0.1 g,en faible quantité,6.1 g,en quantité modérée,0.05 g,en faible quantité,?,,67,-73%,280 kj(67 kcal),-72%,"1,4",-92%,"0,1",-99%,"12,9",+162%,"6,1",+50%,"0,5",-96%,"0,05",-93%,"0,02",-93%,1,-90%,B,-90%,"['Bio', 'Sans sucre ajouté', 'Sans lactose']",,,,,,,,,,,,,,,,
1670,Pistachios,8423371000479,,,,,['France'],[],,,[],,,,,,,,,,?,,606,,2536 kj(606 kcal),,50,,"5,9",,12,,4,,22,,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,
1671,Viande de boeuf séchée Halal CECINA - ZAHRA RIF ANOUAL - 100g,8423759852522,100 g,['Plastique'],['ZAHRA RIF ANOUAL'],"['Viandes', 'Viandes séchées', 'Viande de bœuf séchée']",['France'],"['viande de bœuf', 'sel', 'dextrose', 'arômes naturels et conservateurs ', 'E-250 et E-252']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,6 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,4 g,en quantité élevée,?,,183,-31%,766 kj(183 kcal),-31%,6,+42%,"3,2",+113%,"0,5",-96%,0,-100%,"31,8",-19%,4,+9%,"1,6",+9%,15,+3%,D,+3%,['Halal'],,,,,,,,,,,,,,,,
1672,Traditional Babi Original Cup Cake - Mandul,8423915004345,,,['Mandul'],"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']","['France', 'Espagne']",[],,,[],,24 g,en quantité élevée,2.6 g,en quantité modérée,25.9 g,en quantité élevée,0.6 g,en quantité modérée,?,,442,+0%,1849 kj(442 kcal),+0%,24,+5%,"2,6",-62%,"53,3",+1%,"25,9",-6%,"5,9",+4%,"0,6",-26%,"0,24",-26%,14,-24%,D,-24%,,B,,,,,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,,,
1673,Tarte aux pommes -,8423915007094,,,,"['Tartes', 'Tartes sucrées', 'Tartes aux pommes']",['France'],[],,,[],,17.7 g,en quantité modérée,1.9 g,en quantité modérée,27.6 g,en quantité élevée,0.5 g,en quantité modérée,?,,351,+42%,1469 kj(351 kcal),+43%,"17,7",+89%,"1,9",-65%,"45,3",+25%,"27,6",+34%,"3,4",+40%,"0,5",+97%,"0,2",+97%,13,+18%,D,+18%,,B,,,,,67.5%,16.8%,7.5%,4.2%,4.0%,0.0%,84,,,,
1674,Tarte au chocolat - Mandul,8423915007117,,,['Mandul'],,['France'],"['farine de BLE huile de tournesol', 'OEUF entier pasteurisé', 'sucre', 'humectant ', 'E422', 'E420', ' sirop de glucose et fructose', 'poudre é lever ', 'E450i', 'E500ii', 'conservateur ', 'E200', 'acidifiant ', 'E270', 'sel', 'arôme', ' Crème de chocolat et noisettes ', '20%', ': sirop de gluccse et fructose', 'eau', 'glycérine', 'amidon modifié ', 'El 442', 'matière grasse végétale ', 'palma', 'poudre de cacao dégraissé', 'pâte de NOISETTE sucre', 'pâte de cacao', 'épaississants ', 'E4ò0', 'E466', 'beurre de cacao', 'arômes', 'acidifiant ', 'E334', 'conservateur ', 'E202', 'colorant ', 'El 71', 'émulsifiant ', 'E322', 'E476', ' Peut contenir des traces de FRUITS À COQUE', 'produits a base de LAIT et SOJA']","['E422 - Glycérol', 'E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E270 - Acide lactique', 'E14XX - Amidons modifiés', 'E466 - Carboxyméthylcellulose', 'E334 - Acide L-tartrique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E322 - Lécithines', ""E476 - Esters polyglycériques d'acides gras d'huile de ricin""]","['Œufs', 'Gluten', 'Lait', 'Fruits à coque', 'Soja']",['Non végétalien'],4,,,,,,,,,?,,386,,1615 kj(386 kcal),,"16,8",,"2,2",,"56,4",,"27,1",,"4,4",,"0,4",,"0,16",,,,,,,,,,,,,,,,,,,,,,
1675,Cake Natur 550G Mandul,8423915009647,,,['Mandul'],,['France'],"['Farine de e ', 'contient gluten', 'huile végétale de toumesol', 'oeuf entier pasteurisé', 'sucre', 'humectant ', 'glycérine', 'sorbitol', 'sirop de glucose et tructose', 'poudre a lever ', 'pyrophosphate acide de sodium', 'bicarbonate de sodium', 'dextrose', 'wnservjateur ', 'aude sorbique', 'acidifiant acide lactique', 'arôme', 'épaississant gomme xanthane', ' Peut contenir des ces de fruits à coque et produits â base de ces fruits', 'lait et produits à base de lait ', 'y wnpris le lactose', ' et soja']","['E422 - Glycérol', 'E420 - Sorbitol', 'E450i - Pyrophosphate de sodium acide', 'E500ii - Carbonate acide de sodium', 'E270 - Acide lactique', 'E415 - Gomme xanthane']",['Gluten'],['Non végétalien'],4,,,,,,,,,?,,420,,1757 kj(420 kcal),,20,,2,,11,,3,,"1,1",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,
1676,Calamars à la romaine,8424113903027,,,,,['France'],[],,,[],,,,,,,,,,?,,208,,870 kj(208 kcal),,9,,"1,2",,25,,"6,5",,"1,1",,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,
1677,Boloñesa de Chorizo - Hida,8424523060334,,,['Hida'],,"['France', 'Espagne']","['Tomate ', '120g para elaborar de producto 100g', 'chorizo ', '19%', ' ', 'magro y panceta de cerdo', 'pimentón y especias', ',aceite de oliva virgen extra ', '4,7%', ',azúcar', 'sal', 'almidón de maíz y acidulante: ácido cítrico']",['E330 - Acide citrique'],,"['Non végétalien', 'Non végétarien']",,,,,,,,,,550,,132,,550 kj(132 kcal),,"7,2",,"1,6",,"9,9",,"8,5",,"3,7",,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,,
1678,Bambino Sweets,8424621020216,,,,,['France'],[],,,[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,Fuet Sélection Extra - Caula,8424863000762,,,['Caula'],['ca:Fuet'],['France'],"['FIJET CATALAN Viande de porc ', '8800', 'Maltodextrine', 'Sel', 'Antioxydant E326* E301', 'Sucre', 'Poivre', 'Stabilisant E452,Conservateur E250 Intestin naturel de porcPeut contenir des traces de LAIT et SOJA Ongine de la viande-- UE 138g de viande pour 100g de produit fini produit sujet à dessiccation']","['E326 - Lactate de potassium', 'E452 - Polyphosphates', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait', 'Soja']",[],4,36.2 g,en quantité élevée,13.9 g,en quantité élevée,2.16 g,en faible quantité,3.55 g,en quantité élevée,?,,450,+1%,1883 kj(450 kcal),+1%,"36,23",+2%,"13,9",+6%,"2,71",-35%,"2,16",-7%,"27,19",+1%,"3,55",-11%,"1,42",-11%,25,+1%,E,+1%,,,,,,,,,,,,,,,,,
1680,Sauce tomate avec poivron - Pedro Luis,8425205012474,,,['Pedro Luis'],,['France'],[],,,[],,,,,,,,,,?,,71,,297 kj(71 kcal),,4,,1,,8,,3,,1,,1,,"0,4",,,,,,"['Bio', 'Bio européen', 'ES-ECO-025-NA']",,,,,,,,,,,,,,,,
1681,"Harina de Gofre - Max protein - 1,5kg",8425252000646,"1,5 kg",,['Max protein'],['Petit-déjeuners'],"['France', 'Espagne']",[],,,[],,5.8 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,?,,360,+13%,1506 kj(360 kcal),+13%,"5,8",+3%,"1,1",-27%,"60,4",+2%,"0,8",-98%,"13,23",+241%,0,-100%,0,-100%,0,-100%,B,-100%,,,,,,,,,,,,,,,,,
1682,"Good Morning Instant Oatmeal Gaufre chocolat blanc - Universal McGregor - 1,5kg",8425252000714,"1,5 kg","['Sachet', 'Plastique']",['Universal McGregor'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Céréales au chocolat']",['France'],"['Avoine ', 'Gluten', ' ', 'Avoine cultivée', ' 96 %', 'Arômes', 'Colorant : betterave rouge', 'E162', 'pH Regulator ', 'Extrait de prunes sèches calcium', 'citrate de sodium', 'citrate de magnésium', 'édulcorant : sucralose']","['E162 - Rouge de betterave', 'E331 - Citrates de sodium', 'E955 - Sucralose']","['Gluten', 'Avoine']",[],4,5.7 g,en quantité modérée,1.1 g,en faible quantité,0.7 g,en faible quantité,0 g,en faible quantité,?,,359,-14%,1502 kj(359 kcal),-15%,"5,7",-44%,"1,1",-66%,"60,7",-14%,"0,7",-97%,"10,1",+27%,0,-100%,0,-100%,0,-100%,B,-100%,,C,,,,,74.0%,13.1%,5.1%,5.5%,2.3%,0.0%,60,,,,
