,name,bar_code,eco_score,generic_name,quantity,brand,categories,labels,origin_detail,producer_info,manufacturing,traceability_code,markets,sales_countries,ingredients_list,additives,palm_ingredients,allergens,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,ingredients_origins,link,brand_owner
742,Tuborg - 24x33cl skoll pilier - 6.00 degre alcool - Skøll - 330ml,3080216037455,C,Bière aromatisée Vodka et agrumes,330 ml,"['Skøll', 'Tuborg', 'Kronenbourg']","['Boissons', 'Boissons alcoolisées', 'Bières', 'Bières aromatisées']","['Déconseillé à certaines catégories de personnes', 'Point Vert', 'Déconseillé aux enfants et aux femmes enceintes', 'Déconseillé aux femmes enceintes', 'Triman', '2340.fr', 'Tidyman wastebasket']",,,['France'],,"['iD Stock', 'Super U']",['France'],"['Eau', ""MALT D'ORGE"", 'BLÉ', 'sucre', 'sirop de glucose', 'arome', 'acidifiant : acide citrique', 'extrati de houblon', ""ecorce d'orange "", 'coriandre']",['E330 - Acide citrique'],,['Gluten'],[],4,,,,,,,,,249,+11%,60,+9%,249 kj(60 kcal),+10%,0,-100%,0,,"5,9",+10%,"2,3",+10%,"0,6",+129%,"0,01",+11%,"0,004",+11%,,,,,6.8%,25.7%,41.7%,16.7%,7.1%,2.0%,57,"['Bouteille', 'Verre', 'Bouteille en verre bleue', 'Capsule à dégoupiller']",,,
743,Légumes cuisinés à la thaï - Lait de coco et coriandre - Cassegrain - 375g,3083681049459,,,375 g,['Cassegrain'],"['Conserves', 'Plats préparés', 'Légumes préparés', 'Plats préparés en conserve']",,,,,,"['Monoprix', 'Magasins U']",['France'],"['Légumes 57% ', 'carottes', 'châtaignes d’eau', 'poivrons rouges', 'aubergines grillées', 'oignons', 'purée de tomates mi-réduite', 'eau', 'purée de potiron et potimarron', 'crème 4% ', 'épaississant: 5407', 'gingembre 1,4%', 'ail', 'coriandre 1%', 'jus concentré de citron', 'sel', 'lait de coco en poudre 0,8% ', 'maltodextrine', 'protéine de lait', 'sucre', 'arômes naturels', 'citronelle 0,5%', 'vinaigre de vin blanc', 'farine de blé', 'feuilles de citron émincées', 'piment vert', 'huile de  tournesol', 'oignon', 'combava', 'cumin', 'vinaigre d’alcool', 'épices']",,,"['Gluten', 'Lait']",['Non végétalien'],4,1.8 g,en faible quantité,1.4 g,en faible quantité,4.7 g,en faible quantité,0.95 g,en quantité modérée,?,,54,-50%,226 kj(54 kcal),-49%,"1,8",-61%,"1,4",-6%,"6,7",-14%,"4,7",+197%,"1,3",-79%,"0,95",+5%,"0,38",+5%,1,-12%,B,-12%,,,,,,,,"['Conserve', 'Emballage', 'boîte']",,,
744,Miel crémeux - Lune de Miel - 375g,3088540376295,A,,375 g,['Lune de Miel'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels crémeux']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01']",,,,,"['Auchan', 'Magasins U']",['France'],['Miel crémeux bio'],,,,"['Sans huile de palme', 'Non végétalien', 'Végétarien']",2,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,"['Verre', 'Bocal']",,,
745,Le Supérieur avec couenne bio - 2 tranches - Fleury Michon - 80g,3095759493019,D,,80 g,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Peu ou pas de sel', 'Peu de sel', 'Bio', 'Bio européen', 'Sans gluten', 'Agriculture non UE', 'Allégé en sel', 'Moins 25% de sel', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Point Vert', 'Nutriscore', 'Nutriscore C', 'Qualité supérieure', 'AB Agriculture Biologique']",,,,"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,['France'],"['Jambon de porc*', 'couenne de porc*', 'sel', 'bouillon\xa0 ', 'eau', 'plantes aromatiques*', 'épices*', ""jus concentrés d'acérola* et de céleri*"", 'sucre de canne*', 'maltodextrine*', 'ferments', "" *Ingrédients issus de l'agriculture biologique""]",,,['Céleri'],"['Non végétalien', 'Non végétarien']",3,6.2 g,en quantité modérée,2.2 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,598,+18%,?,,598 kj(143 kcal),+9%,"6,2",+29%,"2,2",+20%,"0,7",+5%,"0,7",+18%,21,-0%,"1,8",-4%,"0,72",-4%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,"['Barquette', 'Film', 'Plastique', 'Frais', 'Sous atmosphère protectrice', 'Barquette', 'Film en plastique']",['Union européenne'],,
746,Haribo Happy-cola,3103220009550,E,,,['Haribo'],"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,,,,,['Magasins U'],['France'],"['sirop de glucose', ' sucre', ' gélatine', ' dextrose', ' acidifiant: acide citrique', 'sirop de caramel', ' arôme', "" agents d'enrobage: cire d'abeille blanche et jaune"", 'cire de carnauba']","['E428 - Gélatine', 'E330 - Acide citrique', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,0.5 g,en faible quantité,0.1 g,en faible quantité,43 g,en quantité élevée,0.03 g,en faible quantité,?,,332,-3%,1389 kj(332 kcal),-4%,"0,5",+25%,"0,1",-40%,75,-7%,43,-25%,"6,6",+79%,"0,03",-74%,"0,012",-74%,13,-8%,D,-8%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['sachet plastique'],,,
747,Crème légère épaisse 15% Mat. Gr. - Bridélice - 10cl,3155250001714,C,Crème légère 15 % MG,10 cl,['Bridélice'],"['Produits laitiers', 'Produits fermentés', 'Crèmes', 'Produits laitiers fermentés', 'Crèmes épaisses', 'Crèmes légères']",,,,"['Normandie', 'France']","['FR 14.630.010 CE', 'Saint-Martin-des-Entrées (Calvados, France)']","['Franprix', 'Magasins U']",['France'],"['Crème légère ', '97 %', 'amidon modifié', 'épaississant : pectine', 'ferments lactiques,']","['E14XX - Amidons modifiés', 'E440 - Pectines']",,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,15 g,en quantité modérée,10 g,en quantité élevée,3.9 g,en faible quantité,0.11 g,en faible quantité,705,+8%,170,+6%,705 kj(170 kcal),+6%,15,+6%,10,+6%,6,+11%,"3,9",0%,"2,5",-9%,"0,11",+2%,"0,044",+2%,11,+12%,D,+12%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,"['Pot', 'Plastique', 'Frais']",,,
748,Poivre gris moulu - Ducros - 18g,3166290120020,B,Poivre gris moulu,18 g,['Ducros'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres moulus', 'Poivres gris']",,,,,,['Carrefour'],['France'],['Poivre gris moulu'],,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,"['Plastique', 'Flacon']",,,
749,Pâtes de fruits aromatisées - Saint Siffrein - 720g,3173284786025,C,,720 g,['Saint Siffrein'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Aliments à base de fruits et de légumes', 'Snacks sucrés', 'Confiseries', 'Fruits et produits dérivés', 'Pâtes de fruits']","['Sans colorants', 'Sans conservateurs']",,,,,['Magasins U'],['France'],"['Pulpes de fruits ', 'Abricot: pulpes de fruits 53% ', '40% pomme', '13% abricot', '""', 'Mare: pulpes de fruits 53% ', '40% pomme', '13% mûre', ' ', 'Fraise: pulpes de fruits 52,5 % ', '40% pomme', '12,5% fraise', '""', 'Poire: pulpes de fruits 52,5% ', '40% pomme', '12,5% poire', '""', 'A sucre', 'sirop de glucose', 'gélifiant: pectine de fruits', 'acidifiant : acide citrique', 'arômes naturels de fruits ', 'abricot', 'mure', 'fraise', 'poire', ' avec autres arômes naturels', ' *Pourcentages à la mise en ceuvre']","['E440 - Pectines', 'E330 - Acide citrique']",,,[],4,0.1 g,en faible quantité,0.05 g,en faible quantité,69 g,en quantité élevée,0.12 g,en faible quantité,?,,337,+7%,1410 kj(337 kcal),+7%,"0,1",-71%,"0,05",-58%,83,+9%,69,+4%,"0,1",-85%,"0,12",-0%,"0,048",-0%,9,+9%,C,+9%,82.2%,8.9%,4.6%,3.2%,1.0%,0.0%,58,,,,
750,Brioche tressée pur beurre et au levain - Maline Thomas - 500g e,3173310018960,C,,500 g e,['Maline Thomas'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches tressées', 'Brioches pur beurre', 'Brioches tranchées', 'Brioches tranchées pur beurre']","['Sans additifs', 'Sans colorants', 'Sans conservateurs', 'Pur beurre']",,,['France'],['85084B'],,['France'],"['Farine de blé ', 'gluten', 'œufs frais', 'beurre 15%', 'sucre', 'levain 3,5% ', 'farine de blé', 'eau', 'rhum', 'levure', 'sel']",,,"['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien']",4,16 g,en quantité modérée,11.5 g,en quantité élevée,15.2 g,en quantité élevée,0.8 g,en quantité modérée,?,,388,+8%,1623 kj(388 kcal),+7%,16,+20%,"11,5",+34%,"49,6",-3%,"15,2",+13%,"9,2",+13%,"0,8",-15%,"0,32",-15%,20,+16%,E,+16%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Plastique', 'Sachet']",,,
751,Pain grillé à la farine d'épeautre - Borsa,3174500000024,B,,,['Borsa'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés']","['Peu ou pas de sucre', 'Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Riche en fibres', 'Sans sucre ajouté', 'Sans huile de palme', 'AB Agriculture Biologique']",,,,,,['France'],"[""Farine d'épeautre* 92,9%"", 'huile de tournesol*', 'levure', 'gluten*', 'sel', 'agent de traitement de la farine : acide ascorbique', ""*Ingrédients issus de l'agriculture biologique,""]",['E300 - Acide ascorbique'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,5.2 g,en quantité modérée,0.5 g,en faible quantité,1.4 g,en faible quantité,1.1 g,en quantité modérée,?,,373,-4%,1561 kj(373 kcal),-5%,"5,2",-30%,"0,5",-68%,63,-4%,"1,4",-74%,14,+27%,"1,1",-11%,"0,44",-11%,-2,-136%,A,-136%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,,,,
752,Galette de riz complet nature - Céréal Bio - 130g,3175681118287,A,galette,130 g,"['Céréal Bio', 'Nutrition et Santé']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Galettes de céréales soufflées', 'Galettes de riz soufflé', 'Cereale-bio']","['Bio', 'Bio européen', 'FR-BIO-01', 'AB Agriculture Biologique']",,,"['France', 'Revel']",,"['Intermarche', 'Carrefour']",['France'],"['Riz complet de Camargue ', 'riz de Camargue IGP', '* ', '82', '7%', 'brisures de riz*', 'sel']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,2.7 g,en faible quantité,0.8 g,en faible quantité,0.7 g,en faible quantité,0.42 g,en quantité modérée,?,,384,-11%,1607 kj(384 kcal),-11%,"2,7",-77%,"0,8",-87%,81,+14%,"0,7",-94%,"7,3",-1%,"0,42",+131%,"0,168",+131%,-2,-124%,A,-124%,57.0%,19.3%,12.5%,10.4%,0.8%,0.0%,92,"['film plastique', 'Sachet']","['France', 'Camargue']",http://www.cerealbio.fr,
753,"Galettes céréales Quinoa, Tomates - Céréal bio - 2X 100g",3175681168350,,"Galettes de céréales : quinoa, boulgour et tomate",2 X 100g,['Céréal bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Steaks végétaux']","['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01', 'AB Agriculture Biologique']",,,['France'],,,['France'],[],,,,[],,13 g,en quantité modérée,1.3 g,en faible quantité,3.4 g,en faible quantité,1.2 g,en quantité modérée,?,,258,+26%,1079 kj(258 kcal),+27%,13,+46%,"1,3",-11%,27,+60%,"3,4",+44%,"5,7",-46%,"1,2",+14%,"0,48",+14%,1,+630%,B,+630%,,,,,,,,,,,
754,Rillettes du Mans porc fermier label rouge BAHIER,3180050148000,C,,,['Bahier'],"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes de viande rouge', 'Rillettes de porc']","['Viande Française', 'Viande Porcine Française', 'Sans conservateurs', 'Pur porc', 'Sans nitrite de sodium', 'Label Rouge']",,,,"['FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)']",['Magasins U'],['France'],"['Viande de porc', 'gras de porc', 'sel de Guérande', 'poivre']",,,,"[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",3,37 g,en quantité élevée,15 g,en quantité élevée,0.4 g,en faible quantité,1.1 g,en quantité modérée,?,,395,0%,1653 kj(395 kcal),+0%,37,+1%,15,+6%,"0,5",-1%,"0,4",+18%,15,-5%,"1,1",-14%,"0,44",-14%,18,-8%,D,-8%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,"['Frais', 'Pot', 'Plastique']",['France'],,
755,Filets d'anchois allongés à l'huile d'olive - Micéli - 50g.,3218370011114,B,Filets d'anchois allongés à l'huile d'olive,50 g.,['Micéli'],"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",,,,['Maroc'],,['Magasins U'],['France'],"[""Filets d'anchois salés "", 'anchois', 'sel', ' 64 %', ""huile d'olive 36 %""]",,,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,13.1 g,en quantité modérée,2.3 g,en quantité modérée,0.15 g,en faible quantité,13 g,en quantité élevée,920,-0%,220,+8%,920 kj(220 kcal),+6%,"13,1",+4%,"2,3",-5%,"1,3",-10%,"0,15",-43%,"24,3",+17%,13,+91%,"5,2",+91%,14,+12%,D,+12%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,"['boite métal', 'boite en aluminium']",,,
756,Lait demi-écrémé Stérilisé UHT - Casino - 1L,3222471131626,B,Lait demi-écrémé stérilisé UHT,1L,['Casino'],"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['Source de calcium'],,,['France'],"['FR 36.229.001 CE', 'Varennes-sur-Fouzon (Indre, France)', 'FR 45.273.001 CE', ""Saint-Denis-de-l'Hôtel (Loiret, France)"", 'EMB 45273', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]","['Casino', 'Spar']","['France', 'Sénégal']",['lait demi-écrémé'],,,['Lait'],"['Sans huile de palme', 'Non végétalien', 'Végétarien']",1,1.6 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.13 g,en faible quantité,195,-1%,?,,195 kj(47 kcal),-1%,"1,6",-5%,1,-3%,"4,8",0%,"4,8",+0%,"3,2",-1%,"0,13",+17%,"0,052",+17%,0,-100%,B,-100%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,"['Sachet', 'Opercule en métal', 'Bouteille en plastique']",['France'],,
757,Brioche tranchée aux oeufs frais - Casino - 500g,3222471981191,C,Brioche tranchée aux oeufs frais - 19 tranches,500 g,['Casino'],"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Brioches pur beurre', 'Brioches tranchées', 'Brioches aux oeufs']","['Empreinte carbone', 'en:palm-oil-free', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone', 'Empreinte carbone']",,,['France'],"['EMB 21054D', ""Beaune (Côte-d'Or, France)""]",['Casino'],['France'],"[""Farine de blé 51,5% - sucre - oeufs frais 12,5% - huile de colza - eau - beurre concentré - sel - émulsifiants: mono - et diglycérides d'acides gras"", 'stéaroyl-2-lactylate de sodium - levure - arômes naturels ', 'contient alcool', ' - gluten de blé - épaississant: gomme tara - antioxydant: acide ascorbique - colorant: caroténoïdes']","[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E481 - Stéaroyl-2-lactylate de sodium', '', 'Risque élevé de sur-exposition', 'E417 - Gomme tara', 'E300 - Acide ascorbique', 'E160 - Caroténoïdes']",,"['Œufs', 'Gluten', 'Lait']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,12 g,en quantité modérée,4 g,en quantité modérée,14 g,en quantité élevée,1.2 g,en quantité modérée,1486,+1%,353,+0%,1486 kj(353 kcal),+0%,12,-2%,4,-34%,53,+3%,14,+5%,"8,3",+4%,"1,2",+20%,"0,48",+20%,14,-6%,D,-6%,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,"['Sachet', 'Plastique']",,,
758,Nectar multifruits à base de jus et de purées de fruits concentrés. Teneur en Fruits : 50 % minimum. Source de 5 vitamines - Casino - 2l,3222472108870,C,"Nectar multifruits à base de jus concentrés et de purées de fruits partiellement concentrées enrichi en 5 vitamines A, B5, B9, C et E. Teneur en fruits 50 % minimum",2 l,['Casino'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Nectars de fruits', 'Nectars multifruits']",,,,,"['EMB 67434', 'Sarre-Union (Bas-Rhin, France)']",['Casino'],['France'],"['Eau - jus de pomme à base de concentré 24', ""3% - jus d'orange à base de concentré 19"", '6% - sucre - purée de banane 2', '5% - jus de raisin à base de concentré 1', ""5% - jus d'ananas à base de concentré 0"", ""7% - jus de citron à base de concentré - purée d'abricot à base de concentré - jus de fruit de la passion à base de concentré - purée de mangue à base de concentré - purée de goyave - jus de kiwi à base de concentré - vitamines: C"", 'E', 'acide pantothénique ', 'B5', 'acide folique ', 'B9', ' - provitamine A']",,,,"[""Pourrait contenir de l'huile de palme""]",3,0 g,en faible quantité,0 g,en faible quantité,10 g,en quantité élevée,0.02 g,en faible quantité,187,+4%,44,+5%,187 kj(44 kcal),+6%,0,-100%,0,-100%,11,+10%,10,+5%,0,-100%,"0,02",+107%,"0,008",+107%,12,+12%,E,+12%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Brique', 'Carton']",,,
759,100% Pur Jus Orange - Casino - 2l,3222472465355,C,Jus d'orange,2 l,['Casino'],"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus""]",,,,,"['EMB 67434', 'Sarre-Union (Bas-Rhin, France)']",['Casino'],['France'],"[""Jus d'orange""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0 g,en faible quantité,0 g,en faible quantité,9.5 g,en quantité élevée,0 g,en faible quantité,180,-2%,42,-2%,180 kj(42 kcal),-1%,0,-100%,0,-100%,10,+3%,"9,5",+4%,"0,6",-5%,0,-100%,0,-100%,3,+1%,C,+1%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,['Carton'],,,
760,Noir dégustation - 85% de cacao intense - Casino - 100g,3222472819370,E,Chocolat noir supérieur,100 g,['Casino'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Chocolats', 'Chocolats noirs', 'Cacao-intense', 'Chocolat-degustation', 'Chocolat-delicieux']",['Triman'],,,,"['EMB 42218J', 'Saint-Étienne (Loire, France)', 'EMB 61486A', 'Tinchebray (Orne, France)']","['Géant', 'Casino']","['France', 'La Réunion']","['Pâte de cacao - sucre - beurre de cacao - cacao maigre en poudre - arôme naturel de vanille', 'traces de fruits à coque', 'gluten et _lait', '_cacao: 85% minimum']",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,47 g,en quantité élevée,29 g,en quantité élevée,16 g,en quantité élevée,0.03 g,en faible quantité,2420,+6%,585,+5%,2420 kj(585 kcal),+4%,47,+19%,29,+26%,22,-43%,16,-50%,11,+44%,"0,03",-36%,"0,012",-36%,15,-29%,D,-29%,85.3%,9.9%,1.2%,3.2%,0.4%,0.0%,24,"['Papier Aluminium', 'Papier Cartonné']",,,
761,KROAST Blé Complet - recette suédoise - Casino - 400g,3222475224454,A,PETITS PAINS GRILLES AU BLE COMPLET,400 g,['Casino'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains grillés', 'Petits pains grillés']","['Point Vert', 'en:palm-oil-free', 'Indice environnemental 5\xa0%']",,,['France'],"['EMB 49246C', 'Ponts-de-Cé (Maine-et-Loire, France)']","['Géant', 'Casino']",['France'],"[""Farine de blé complet 45% - farine de blé - huile de colza - sucre - levure - farine de malt d'orge - sel - gluten de blé - agent de traitement de la farine : acide ascorbique"", ""Traces d'arachides"", 'de fruits à coque', 'de lait', ""d'oeufs"", 'de sésame et de soja']",['E300 - Acide ascorbique'],,['Gluten'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",4,10 g,en quantité modérée,0.9 g,en faible quantité,5 g,en quantité modérée,1 g,en quantité modérée,1712,+0%,407,+1%,1712 kj(407 kcal),+1%,10,+19%,"0,9",-44%,66,-2%,5,-14%,10,-5%,1,-13%,"0,4",-13%,0,-100%,B,-100%,64.1%,19.9%,9.0%,6.2%,0.8%,0.0%,91,['Sachet papier'],,,
762,100% Pur jus orange - Casino - 1l,3222475308567,C,Jus d'orange issu de l'agriculture biologique,1 l,"['Casino', 'Casino BIO']","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', ""Jus d'orange"", 'Jus de fruits pur jus', ""Jus d'orange pur jus"", 'Jus']","['Bio', 'Bio européen', 'en:FSC', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Pur jus', 'AB Agriculture Biologique']",,,"['Fruité (Groupe Britvic) - 389 Rue Ingénieur Sansoube - ZI Les Afforêts - 74800 La Roche-sur-Foron', 'Haute-Savoie', 'Auvergne-Rhône-Alpes', 'France']","['EMB 74224F', 'Roche-sur-Foron (Haute-Savoie, France)']","['Casino', 'Casino supermarché']",['France'],"[""Jus d'orange*"", ""*issu de l'agriculture Biologique""]",,,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,0.1 g,en faible quantité,0.1 g,en faible quantité,10 g,en quantité élevée,0 g,en faible quantité,197,,46,+7%,197 kj(46 kcal),+11%,"0,1",-35%,"0,1",+240%,11,+12%,10,+28%,"0,6",+99%,0,-100%,0,-100%,-1,-164%,B,-164%,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Brique', 'Carton', 'Bouchon', 'Plastique', 'Tetra Pak(R)']",['Agriculture UE/non UE'],,
763,Tartines croustillantes au seigle - Casino Bio - 200g,3222476418609,B,"pain spécial à la farine de seigle, issu de l'agriculture biologique",200 g,"['Casino Bio', 'Casino']","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Tartines craquantes']","['Bio', 'Bio européen', 'DE-ÖKO-001', 'AB Agriculture Biologique']",,,['Allemagne'],,['Casino'],['France'],"['Farine complète de seigle* 83% - farine de seigle 11%* - sel marin*', ""*ingrédient issu de l'agriculture biologique"", ""traces d''"", 'de lait', 'de fruits à coque et de graines de sésame']",,,['Gluten'],['Non végétalien'],3,1.8 g,en faible quantité,0 g,en faible quantité,1.8 g,en faible quantité,1.4 g,en quantité modérée,1479,-8%,350,-8%,1479 kj(350 kcal),-8%,"1,8",-61%,0,-100%,66,-7%,"1,8",-68%,10,+1%,"1,4",+58%,"0,56",+58%,0,-100%,B,-100%,65.1%,19.7%,8.5%,5.9%,0.7%,0.0%,90,,,,
