,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,quantity,categories,traceability_code,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,labels,allergens,nova_score,packaging,additives,ingredients_origins,manufacturing,markets,brand_owner,origin_detail,producer_info,link,generic_name,palm_ingredients
1799,Ricola 50g s/s cranberry offre éco,3174332016699,['France'],"['Ricota Cranborry contiont Ic fameux et délicioux mélango do 13 plantes des montagnos sulssos', ' Canneberpe Bonbons Suisses aux P antes sans sucres avec édulcorants : Somatt', ' acidifiant ', 'acide citrique', 'concentré de jus de gros fruits extrait ', '0,5 %', ' du mélange de 13 plan - coxentté de jus daronia noire édulcorants ', 'aspartame', 'acé - arònte naturel de canneberge avec autres arômes naturels', 'atomes naturels I ruttitionnelles pour 100 g']",[],?,235,983 kj(235 kcal),0,0,97,0,0,0,0,,,,,,,,,,,,,,,,,['Ricola'],,,,,,,,,,,,,,,,,,,,4,,"['E330 - Acide citrique', 'E951 - Aspartame']",,,,,,,,,
1800,La Perruche Pure Cane Rough Cut Cubes - Beghin say,3174660030213,['France'],"['cane sugar', 'caramelized cane sugar']",[],?,400,1674 kj(400 kcal),0,0,100,100,0,0,0,,,,,,,,,,,,,,,,,['Beghin say'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1801,Coca Cola sans caféine - 1.5l,3174780000981,['France'],"['eau gazéifiée ', ' sucre ', ' colorant : caramel E150d ', ' acidifiant: acide phosphorique ', ' arômes naturels dont extraits végétaux']",[],189,?,189 kj(45 kcal),0,0,"11,2","11,2",0,0,0,,1.5 l,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Sodas au cola', 'Sodas au cola sans caféine', 'Boissons avec sucre ajouté']",,+178%,,-100%,+135%,-100%,,,,,,,,['Coca Cola'],0 g,en faible quantité,0 g,en faible quantité,11.2 g,en quantité élevée,0 g,en faible quantité,+152%,-100%,+155%,-100%,-100%,15,+122%,E,+122%,['Fabriqué en France'],,4,"['Bouteille', 'Plastique']","[""E150d - Caramel au sulfite d'ammonium"", 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition']",,,['Carrefour Market'],,,,,Boisson rafraichissante aux extraits végétaux,
1802,Cookies con chips de chocolate sin gluten - Gerblé - 150g,3175681040960,"['France', 'Espagne']","['Azúcar', 'grasa vegetal no hidrogenada', 'harina de arroz', 'harina de maíz', 'harina de Teff', 'pepitas de chocolate: 8% ', 'cacao', 'azúcar', 'manteca de cacao', 'agua', 'jarabe de glucosa', 'almidón de arroz', 'aroma de vainilla', 'emulgente: lecitina', 'gasificante: carbonato amónico', 'espesante: goma xantana y sal']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']","2143,9",493,"2143,9 kj(493 kcal)",23,4,68,31,"3,7","0,14","0,056",C,150 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Cookies', 'Cookies au chocolat', 'Biscuits sans gluten']","['FABRICANTE Y ENVASADOR:', 'VALPIFORM S.A.S.', 'PERTENECIENTE A:', 'NUTRITION & SANTÉ S.A.S.', 'OTSUKA PHARMACEUTICAL CO. LTD.', 'OTSUKA HOLDINGS CO. LTD.', 'DISTRIBUIDOR EN ESPAÑA:', 'NUTRITION & SANTÉ IBERIA S.L.']",+19%,+6%,+16%,+5%,-27%,77.9%,13.1%,3.5%,3.4%,2.1%,0.0%,56,['Gerblé'],23 g,en quantité élevée,4 g,en quantité modérée,31 g,en quantité élevée,0.14 g,en faible quantité,+10%,-46%,+29%,-70%,-70%,11,-29%,D,-29%,['en:gluten-free'],,4,"['Bolsa de plástico', 'Caja de cartón']","['E322i - Lécithine', ""E503i - Carbonate d'ammonium""]",,"['Compiègne', 'Oise (departamento)', 'Picardía', 'Francia']",['Carrefour'],,,,,Cookies con chips de chocolate sin gluten,
1803,Vitaflor Sève De Bouleau 250ML,3175681068131,['France'],[],[],?,3,13 kj(3 kcal),"0,1",0,"0,7",0,"0,1",0,0,,,"['Boissons', 'Boissons sans sucre ajouté', 'Sèves de bouleau']",,,-40%,+29%,-36%,+241%,,,,,,,,['Vitaflor'],0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-41%,-100%,-100%,-100%,-100%,1,-17%,B,-17%,"['Bio', 'Sans additifs', 'Sans conservateurs']",,,,,,,,,,,,,
1804,Sandwich,3175681077287,['France'],[],[],?,423,1770 kj(423 kcal),14,"5,5",45,"6,5",27,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1805,Vitaflor Infusion Ventre Plat 18 Sachets De,3175681099074,['France'],"[""TISANE VENTRE PLAT LES PLANTES À BOIRE Les plantes utilisées dans les thés et tisanes VitaflorBlO font l'objet de contrôles réguliers pour garantir une qualité et une pureté optimales"", ' Afin de vous proposer le meilleur des plantes', 'seule la partie riche en principes actifs est sélectionnée', ' Offrez-vous une parenthèse plaisir avec les thés et tisanes VitaflorBlO', ' COMPOSITION POUR UN SACHET DE 1 5 Feuilles de verveine* ', 'Verbenae citriodoratae', 'feuilles de mélisse ', 'Melissa officinalis', 'graine de fenouil*', 'Foeniculum vulgare var', 'dulcis', 'huile essentielle diorange*', 'huile essentielle de mandarine*', ""racine d'angélique* "", 'Angelic archangelica', "" *Ingrédients agricoles issus de l'agriculture biologique""]",[],?,4,17 kj(4 kcal),1,1,1,1,1,0,0,,,['Boissons'],,,-93%,+188%,-91%,+102%,,,,,,,,['Vitaflor'],1 g,en faible quantité,1 g,en quantité modérée,1 g,en faible quantité,0 g,en faible quantité,-93%,+747%,-89%,-100%,-100%,1,-87%,B,-87%,['Bio'],,,,,,,,,,,,,
1806,Concentré énergétique Isostar Energy Booster An. ..,3175681141100,"['France', 'Espagne']","['EnERGY BOOSTE ÇlATRUSmouR ', ' @ With Vitamins E', 'BI & Caffeine @ Reclosable Refermable EXTRA ', ' LIQUID 2òér0fiiâdiii meitàbûism', ' BI to éne g#tique normal']",[],?,320,1339 kj(320 kcal),0,0,80,27,0,0,0,,,"['Snacks', 'Snacks sucrés', 'Barres']",,,-29%,-100%,+45%,-100%,,,,,,,,['Isostar'],0 g,en faible quantité,0 g,en faible quantité,27 g,en quantité élevée,0 g,en faible quantité,-29%,-100%,-21%,-100%,-100%,8,-53%,C,-53%,['Fabriqué en France'],,,,,,,,,,,,,
1807,Filets d'anchois marinés au citron confit -,3175690001235,['France'],[],[],?,135,565 kj(135 kcal),"4,5","0,9","3,2","2,1","20,4","2,1","0,84",B,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés au citron confit"", ""Filets d'anchois marinés à l'huile végétale""]",,,-33%,-64%,+122%,-2%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,4.5 g,en quantité modérée,0.9 g,en faible quantité,2.1 g,en faible quantité,2.1 g,en quantité élevée,-35%,-63%,+692%,-69%,-69%,5,-60%,C,-60%,,,,,,,,,,,,,,
1808,Filets d'anchois,3175690004298,['France'],[],[],?,850,3556 kj(850 kcal),"10,8","1,6",2,"0,9","24,5","9,7","3,88",B,,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois"", ""Filets d'anchois marinés"", ""Filets d'anchois marinés à l'huile végétale""]",,,+319%,-14%,+39%,+18%,57.5%,14.4%,6.7%,17.0%,3.4%,0.9%,81,,10.8 g,en quantité modérée,1.6 g,en quantité modérée,0.9 g,en faible quantité,9.7 g,en quantité élevée,+310%,-34%,+240%,+43%,+43%,21,+68%,E,+68%,,,,,,,,,,,,,,
1809,Filet d’anchois - Croisière - 80g,3175690031805,['France'],"[""Filets d'anchois salés "", 'anchois', 'sel', ' 60%', 'huile de tournesol 40%', ' Fabriqué au Maroc', ' agrément:1363', '-']","['Non végétalien', 'Non végétarien']",?,187,782 kj(187 kcal),"9,2","1,1","1,2",0,25,"14,9","5,96",B,80g,"['Produits de la mer', 'Poissons', 'Anchois', 'Filets de poissons', ""Filets d'anchois""]",,,-8%,-26%,-12%,+20%,64.2%,0.0%,6.1%,25.8%,3.1%,0.8%,78,['Croisière'],9.2 g,en quantité modérée,1.1 g,en faible quantité,0 g,en faible quantité,14.9 g,en quantité élevée,-10%,-54%,-100%,+123%,+123%,13,+5%,D,+5%,,['Poisson'],3,,,,,,,,,,,
1810,"La Belle Laitière, Brie - Netto",3176580020169,['France'],[],[],?,349,1460 kj(349 kcal),31,20,"0,5","0,4",17,"1,4","0,56",,,,,,,,,,,,,,,,,['Netto'],,,,,,,,,,,,,,,,,,,,,,,,,['Netto'],,,,,,
1811,Camembert - Ile de France - 250g,3176580111911,"['Canada', 'France', 'Maroc']","['Lait', 'Sel', 'Culture bactérienne', 'Chlorure de calcium', 'Enzyme microbienne']",['Non végétalien'],?,267,1120 kj(267 kcal),20,15,0,0,20,"1,52","0,61",B,250 g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages à pâte molle à croûte fleurie', 'Camemberts', 'Fromages pasteurisés', 'Camemberts pasteurisés']",,,-3%,-7%,-100%,+4%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,"['Ile de France', 'Savencia']",20 g,en quantité modérée,15 g,en quantité élevée,0 g,en faible quantité,1.52 g,en quantité élevée,-2%,-1%,-100%,+6%,+6%,14,0%,D,0%,,['Lait'],3,['Frais'],,"['France', 'en:Lait origine France']",,,,,,,Camembert au lait pasteurisé,
1812,Gratin De Poisson - Natali,3176800020108,['France'],"['toute fourh Ai O le contenue deda Réchauffez "" 3 176800 020108 ÎuTUREETALlMENTS']",[],?,112,469 kj(112 kcal),6,"3,4",8,1,6,"0,7","0,28",,,"['Plats préparés', 'Gratins', 'Gratins de poisson']",,,-7%,-4%,-6%,-14%,,,,,,,,['Natali'],6 g,en quantité modérée,3.4 g,en quantité modérée,1 g,en faible quantité,0.7 g,en quantité modérée,-7%,+31%,-36%,-5%,-5%,4,+137%,C,+137%,"['Bio', 'Bio européen', 'FR-BIO-01']",,,,,,,,,,,,,
1813,Bilan noisettes,3176800033245,['France'],[],[],?,424,1774 kj(424 kcal),8,"0,8",85,75,"2,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,
1814,Epicerie / Plats Et Produits Cuisinés / Préparations Desserts - Natali - 60g,3176800033436,['France'],"['Sucre roux de canne ', '52%', 'noix de coco râpée ', '25%', 'amidon de maïs', 'arôme naturel', 'gélifiant : carraghénanes']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,447,1870 kj(447 kcal),17,"0,05",71,52,"3,9","0,05","0,02",B,60 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Farines', 'Aides culinaires', 'Édulcorants', 'Sucres']",,,+15%,+19044%,-27%,+1840%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,['Natali'],17 g,en quantité modérée,0.05 g,en faible quantité,52 g,en quantité élevée,0.05 g,en faible quantité,+15%,+130%,-45%,+57%,+57%,15,+6%,D,+6%,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Biopartenaire']",,4,,"['E407 - Carraghénanes', '', 'Risque élevé de sur-exposition']",,,,,,,,,
1815,Biscuits moelleux Tronche de Cake au chocolat PROMO : 30% - St michel,3178530406436,['France'],"['farine de blé ', '26%', 'sucre', 'huile de colza non hydrogénée', 'oeufs de poules élevées en plein air', 'sirop de glucose-fructose', 'eau', 'pâte de cacao', 'beurre de cacao', 'noisette', 'sirop de sucre inverti', 'cacao maigre en poudre', 'stabilisants : glycérol et sorbitols', 'émulsifiants : lécithines ', 'soja', "" et mono - et diglycérides d'acides gros"", 'huile de noisette', ""poudre à lever : carbonates d'ammonium"", 'arômes', 'sel', ' A conserver à llabri de la chaleur et de Ilhumidité', "" Traces éventuelles de lait et d'autres fruits à coque"", ' Pour toute idée ou remorque', ""n'hésitez pas à nous écrire : St Michel Biscuits Service consommateur de 2 bvd - 41700 CONTRES - FRANCE 0 800 500 155 APPEL GRATUIT OEPUtS UN POSTE FIXE""]",['Non végétalien'],?,473,1979 kj(473 kcal),26,"5,2",53,31,"5,7","0,35","0,14",,,,,,,,,,,,,,,,,['St michel'],,,,,,,,,,,,,,,,,,"['Plein air', 'Œufs de poules élevées en plein air']","['Gluten', 'Fruits à coque', 'Soja']",4,,"['E422 - Glycérol', 'E420 - Sorbitol', 'E322i - Lécithine', ""E503 - Carbonates d'ammonium""]",,,,,,,,,
1816,Boite à cookie 400g bonne maman - 400g,3178530409017,['France'],[],[],?,516,2159 kj(516 kcal),27,16,60,31,"6,6","0,6","0,24",C,400 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits']",,,+9%,+30%,-6%,+2%,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,['Bonne Maman'],27 g,en quantité élevée,16 g,en quantité élevée,31 g,en quantité élevée,0.6 g,en quantité modérée,+8%,+58%,+5%,+2%,+2%,24,+21%,E,+21%,,,,,,,,,,,,,,
1817,Mini madeleines - St Michel,3178530412550,['France'],"['Farine de blé', 'sucre', 'huile de colza non hydrogénée', 'œufs de poules élevées en plein air ', '16 %', 'sirop de glucose-fructose', 'stabilisant : glycérol', 'pâte de cacao', 'lait frais demi-écrémé pasteurisé ', '2', '3 %', 'fécule', 'poudres à lever : diphosphates et carbonates de sodium', 'blé', 'lait entier en poudre', 'beurre de cacao', 'sel', 'arômes', 'cacao maigre en poudre', '_lactose', 'émulsifiant : lécithines ', 'soja']","['Sans huile de palme', 'Non végétalien', 'Peut-être végétarien']",?,452,1891 kj(452 kcal),22,"3,5",56,30,"5,5","0,75","0,3",D,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Madeleines', 'Madeleines au chocolat']",,,+1%,-6%,+7%,-4%,82.9%,10.9%,2.4%,2.5%,1.3%,0.0%,39,['St Michel'],22 g,en quantité élevée,3.5 g,en quantité modérée,30 g,en quantité élevée,0.75 g,en quantité modérée,+1%,-48%,+6%,-1%,-1%,16,-13%,D,-13%,"['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France', 'Sans colorants', 'Sans matière grasse hydrogénée', 'en:palm-oil-free']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,"['Sachet', 'Plastique']","['E422 - Glycérol', 'E450i - Pyrophosphate de sodium acide', 'E500 - Carbonates de sodium', 'E322 - Lécithines']",,['France'],,,,,,,
1818,Croustillants Chocolat - Bonne Maman,3178530412833,['France'],"['pépites de chocolat noir 29% ', 'sucre', 'pâte de cacao', 'beurre de cacao', 'cacao maigre en poudre', 'émulsifiant : lécithines ', 'soja', 'arôme naturel de vanille', 'sucre', ' farine de blé tendre', 'amidon de blé', 'beurre frais', 'œufs frais', 'poudres à lever ', 'diphosphates', 'carbonates de sodium', 'sel', 'lait écrémé en poudre', 'arôme naturel de vanille', ' Traces éventuelles de fruits à coque et de graines de sésame']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,495,2071 kj(495 kcal),22,15,68,41,"4,7","1,3","0,52",,,,,,,,,,,,,,,,,['Bonne Maman'],,,,,,,,,,,,,,,,,,,"['Œufs', 'Soja']",4,,"['E322i - Lécithine', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium']",,,,,,,,,
1819,Madeleine au beurre,3178530413137,['France'],[],[],?,472,1975 kj(472 kcal),27,19,50,32,"6,2","1,5","0,6",B,,"['Biscuits et gâteaux', 'Gâteaux', 'Madeleines']",,,+7%,+18%,-5%,+9%,73.9%,13.5%,6.0%,3.4%,3.2%,0.0%,75,,27 g,en quantité élevée,19 g,en quantité élevée,32 g,en quantité élevée,1.5 g,en quantité modérée,+7%,+174%,+16%,+85%,+85%,28,+52%,E,+52%,['Fabriqué en France'],,,,,,,,,,,,,
1820,Mini Brownie Caramel - St Michel - 240g (8 * 30g),3178530414356,['France'],"['Huile de colza non hydrogénée', 'sucre', 'œufs de poules élevées en plein air 18 %', 'farine de blé 18 %', 'caramel au beurre salé 11 % ', 'sirop de glucose-fructose', 'lait concentré sucré', 'beurre salé', 'sucre', 'sel', 'émulsifiant: lécithine de soja', 'eau', 'glycérol', 'sirop de glucose-fructose', 'lait entier en poudre', 'arôme naturel', 'sel']","['Sans huile de palme', 'Non végétalien']",1915,?,1915 kj(458 kcal),26,"4,1",53,31,"5,3","0,62","0,248",,240 g (8 * 30 g),"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux']",,+13%,,+33%,+7%,-3%,,,,,,,,['St Michel'],26 g,en quantité élevée,4.1 g,en quantité modérée,31 g,en quantité élevée,0.62 g,en quantité modérée,+14%,-46%,+11%,+2%,+2%,17,-5%,D,-5%,"['Plein air', 'Œufs de poules élevées en plein air', 'Point Vert', 'Fabriqué en France', 'Fait avec des œufs de poules élevées en plein air', 'en:palm-oil-free']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,"['Carton', 'Plastique']","['E322i - Lécithine', 'E422 - Glycérol']",,['France'],,,,,,Brownie au caramel - Mini Brownie Caramel,
1821,Tartelettes fraise - Bonne Maman,3178530415063,['France'],[],[],?,411,1720 kj(411 kcal),"11,5","6,5",73,50,3,"0,25","0,1",D,,"['Tartes', 'Tartelettes', 'Tartelettes aux fruits', 'Biscuit sec nappé aux fruits', 'Tartelettes à la fraise']",,,+24%,+3%,+28%,-22%,83.8%,8.2%,3.7%,2.3%,2.0%,0.0%,53,['Bonne Maman'],11.5 g,en quantité modérée,6.5 g,en quantité élevée,50 g,en quantité élevée,0.25 g,en faible quantité,+19%,+4%,+87%,-26%,-26%,22,+43%,E,+43%,,,,,,,,,,,,,,
1822,Petites galettes au bon beurre francais - saint Michel - 70gr,3178530415520,['France'],[],[],?,472,1975 kj(472 kcal),16,11,74,25,7,"0,9","0,36",,70 gr,,,,,,,,,,,,,,,['saint Michel'],,,,,,,,,,,,,,,,,,"['Plein air', 'Œufs de poules élevées en plein air', 'Fabriqué en France', 'Sans colorants', 'Sans conservateurs']",,,['sachet plastique'],,,,,,,,http://www.stmichel.fr,,
1823,"Arôme Naturel D'orange, 20 Millilitres, Marque Vahiné - 20ml",3179140203392,['France'],"['Huile de tournesol', ""huiles essentielles d'orange""]",['Sans huile de palme'],?,?,,?,,?,,?,,,,20 ml,"['Additifs alimentaires', 'Arômes', 'Arômes pâtisserie']",,,,,,,,,,,,,,['Vahine'],,,,,,,,,,,,,,,,,,,,3,"['Flacon', 'Plastique', 'Etui', 'Carton']",,,,['Magasins U'],,,,,,
1824,220G Rillettes Pur Porc - Les Délices de la Sarthe - 220g,3180050177000,['France'],"['Viande de porc', 'gras de porc', 'sel', 'poivre', ' ', 'Porc 97 %']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,446,1866 kj(446 kcal),44,17,"0,5","0,2",12,"1,3","0,52",D,220 g,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Frais', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes pur porc']","['FR 72.331.001 CE', 'Sceaux-sur-Huisne (Sarthe, France)']",,+9%,+17%,+18%,-23%,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,['Les Délices de la Sarthe'],44 g,en quantité élevée,17 g,en quantité élevée,0.2 g,en faible quantité,1.3 g,en quantité modérée,+10%,+17%,-36%,+4%,+4%,20,+2%,E,+2%,"['Pur porc', 'Info-Tri Point Vert']",,3,"['Frais', 'Barquette et film plastique à jeter', 'Barquette', 'Couvercle', 'Plastique 5']",,,"['Société des Rillettes Bahier (SDRB) - Route de Paris - D 323 - 72160 Sceaux-sur-Huisne', 'Sarthe', 'Pays de la Loire', 'France']",['Banque alimentaire'],,,,http://www.bahier.com/fr/rillettes.aspx,Rillettes pur porc,
1825,Sirop barbe a papa - Giffard,3180290038185,['France'],[],[],?,0,0 kj(0 kcal),0,0,80,80,0,0,0,,,,,,,,,,,,,,,,,['Giffard'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,Giffard Karamell Sirup Maxi - 1l,3180293500269,['France'],"['Sirop de sucre', 'arômes', 'eau', 'acidifiant E330', 'colorant caramel E150b', ' Contient des extraits de caramel']",[],?,342,1431 kj(342 kcal),2,0,85,82,0,0,0,,1 l,['Sirops'],,,+33%,+1823%,+30%,-100%,,,,,,,,['Giffard'],2 g,en faible quantité,0 g,en faible quantité,82 g,en quantité élevée,0 g,en faible quantité,+30%,-100%,+34%,-100%,-100%,14,+14%,D,+14%,['Point Vert'],,4,"['Bouteille', 'Verre']","['E330 - Acide citrique', 'E150b - Caramel de sulfite caustique']",,"['France', 'Avrillé']",,,,,,,
1827,1L Sirop Pamplemousse Rose Giffard,3180293501761,['France'],[],[],?,313,1310 kj(313 kcal),0,0,77,75,0,0,0,B,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de pamplemousse']",,,+19%,-100%,+17%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['Giffard'],,,,,,,,,+19%,-100%,+18%,-100%,-100%,,,,,,,,,,,,,,,,,,
1828,Giffard Himbeer (framboise) Sirup Maxi,3180297407410,['France'],"['Sucre', 'eau', 'arôme framboise', 'acidifiant E330', 'stabilisant gomme d’acacia', 'colorant E129']","['Sans huile de palme', 'Peut-être végétalien', 'Peut-être végétarien']",?,328,1372 kj(328 kcal),0,0,81,80,0,0,0,A,,"['Boissons', 'Sirops', 'Sirops aromatisés', 'Sirops de framboise', 'Boissons avec sucre ajouté', 'Boissons sans sucre ajouté']",,,+18%,-100%,+12%,-100%,58.3%,8.5%,16.3%,7.9%,7.3%,1.6%,100,['Giffard'],,,,,,,,,+16%,-100%,+14%,-100%,-100%,,,,,"['Point Vert', 'Fabriqué en France']",,4,['Bouteille'],"['E330 - Acide citrique', ""E414 - Gomme d'acacia"", 'E129 - Rouge allura AC']",,['France'],,,,,,Sirop framboise,
1829,1L Sirop Citron Blanc Giffard,3180298908916,['France'],[],[],?,262,1096 kj(262 kcal),0,0,64,63,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Cocktail de fruit de mer,3180730500197,['France'],[],[],?,0,0 kj(0 kcal),0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,Anneaux d'encornets - Cora,3180730800624,['France'],"['Anneaux de calmars*', 'mollusques', 'Lo/igo duvaucelipêchés en Océan Indien Ouest par chaluts,filets tournants et filets soulevés et lignes et hameçons', 'sel', ""correcteurs d'acidité: E330"", 'E331 Malgré toutes les précautions prises et nos contrôles stricts', ""il se peut qu'exceptionnellement des résidus de cartilage translucide "", 'appelé aussi ""plume"" ou ucoquille interne""', ' subsistent dans nos produits', ' Merci de bien vérifier les produits destinés aux enfants en bas âge', ' DIEPGEVROREN INKTVISRINGEN']","['Non végétalien', 'Non végétarien']",?,47,197 kj(47 kcal),"0,9","0,3","0,8","0,5","8,8","0,2","0,08",,,,,,,,,,,,,,,,,['Cora'],,,,,,,,,,,,,,,,,,,['Mollusques'],,,"['E330 - Acide citrique', 'E331 - Citrates de sodium']",,,['Cora'],,,,,,
1832,Mousse de Canard au Porto - Madrange - 180g,3180940079803,['France'],"['Mousse : Canard 30%* ', 'foie maigre et graisse de canard', 'gras de porc', 'foie de poulet', 'lait demi-écrémé', 'couenne de porc', 'Porto 1,7%*', 'crème', 'sel', 'eau', 'sucre', 'farine de blé', 'amidon de mais', 'arôme naturel', 'poivre', 'Armagnac', 'œufs', 'antioxydant : érythorbate de sodium', 'protéines de lait', 'conservateur : nitrite de sodium', ' Décor : Graisse de canard 7%*', 'saindoux', 'colorants : lutéine et extrait de paprika *Pourcentages exprimés sur le produit fini']","['Non végétalien', 'Non végétarien']",?,422,1766 kj(422 kcal),41,16,"3,9","2,1","9,1","1,6","0,64",D,180g,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Mousses salées', 'Mousses de canard', 'Mousses de canard au porto']","['FR 87.085.003 CE', 'Limoges (Haute-Vienne, France)']",,+6%,+8%,+35%,-8%,78.1%,15.2%,3.0%,2.3%,1.1%,0.3%,36,['Madrange'],41 g,en quantité élevée,16 g,en quantité élevée,2.1 g,en faible quantité,1.6 g,en quantité élevée,+7%,+11%,+26%,+10%,+10%,22,+8%,E,+8%,,"['Œufs', 'Gluten', 'Lait']",4,"['Barquette plastique', 'Frais']","['E316 - Érythorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E161b - Lutéine']",,,['Géant Casino'],,,,http://www.madrange.fr,Mousse de Canard de qualité supérieure (au porto),
1833,Terrine de Campagne - Madrange,3180940084524,['France'],"['Foie de porc grcsde porçgorge e porc', 'eau', 'couenne de porc', 'farine de blé', 'oignons', 'sel', 'eiJf5', 'crimes naturels', 'ail', 'poivre', 'sucre', 'ferments', 'colorant : caramel Contienf gluten', 'œufs', 'Peut contenir lait et dérivés', "" *L'action des ferments génère l'apparition de nitrites d'origine végétale pour préserver toutesles qualités duvoduit""]","['Non végétalien', 'Non végétarien']",?,329,1377 kj(329 kcal),29,11,"3,1","1,5",14,"1,575","0,63",,,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",,,+2%,+2%,+35%,0%,,,,,,,,['Madrange'],29 g,en quantité élevée,11 g,en quantité élevée,1.5 g,en faible quantité,1.57 g,en quantité élevée,+2%,+2%,+73%,-2%,-2%,20,+3%,E,+3%,,"['Œufs', 'Gluten']",4,,['E150 - Caramel'],,,,,,,,,
1834,La Knack - Stoeffler,3180950052308,['France'],[],[],?,299,1251 kj(299 kcal),27,10,"0,9","0,6",13,"1,8","0,72",,,,,,,,,,,,,,,,,['Stoeffler'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
