,name,bar_code,eco_score,quantity,categories,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,packaging,manufacturing,markets,additives,allergens,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,generic_name,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
1514,Fromage blanc - Cora - 500g,3257983743388,B,500 g,"['Produits laitiers', 'Desserts', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Desserts lactés', 'Fromages blancs']",['France'],"['Lait écrémé pasteurisé ', 'origine : France', 'crème pasteurisée ', 'lait origine : France', 'ferments lactiques']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,75,-18%,"3,2",-21%,"4,3",-34%,"7,2",+11%,68.4%,19.8%,4.5%,4.0%,2.6%,0.7%,70,['Cora'],"['Point Vert', 'en:lait-francais-french-milk']","['FR 29.179.090 CE', 'Ploudaniel (Finistère, France)']",314 kj(75 kcal),"2,1","4,3","0,13","0,052","['Frais', 'Pot', 'Plastique']",['France'],['Cora'],,['Lait'],3,3.2 g,en quantité modérée,2.1 g,en quantité modérée,4.3 g,en faible quantité,0.13 g,en faible quantité,-17%,-20%,-29%,+21%,+21%,-2,-797%,A,-797%,,,['France'],,,,
1515,Huiles 4 Graines - Cora - 1L,3257984355108,D,1 L,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', 'Huiles', ""Mélanges d'huiles""]",['France'],"['Huile de colza 60 %', 'huile de tournesol à haute teneur en acide oléique 20 % -  huile de tournesol 15 %', 'huile de lin 5 % -  vitamine D']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,900,+2%,100,+2%,0,,0,,85.4%,5.5%,3.9%,3.4%,1.7%,0.0%,50,['Cora'],,,3766 kj(900 kcal),60,0,0,0,"['Bouteille', 'Plastique']",,['Cora'],,,2,100 g,en quantité élevée,60 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+3%,+535%,,,,18,+83%,D,+83%,,,,,,,
1516,Mini Brownie - Belle France - 240g,3258561020129,D,240 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Gâteaux', 'Gâteaux au chocolat', 'Brownies']",['France'],"['Sucre', 'huile de colza', 'chocolat 16,2% dont 5% pépites ', 'sucre', 'pâte de cacao', 'cacao en poudre', 'beurre de cacao', 'sirop de glucose-fructose', 'cacao maigre en poudre', 'émulsifiant: lécithine de soja', 'arômes naturels', 'œufs', 'farine de blé', 'lait écrémé concentré sucré ', 'lait écrémé', 'sucre', 'sirop de glucose-fructose', 'farine de soja', 'stabilisant : glycérol', ""blancs d'oeufs"", 'cacao en poudre', 'eau', 'poudres à lever : diphosphates - carbonates de sodium', 'sel', 'émulsifiants : E471 lécithine de tournesol arômes', 'gélifiant : gomme xanthane', 'acidifiant : acide citrique', 'épaississant : E440', 'farine de blé malté', "" Peut contenir des traces d'arachide"", 'fruits à coque ', 'noisettes']",['Non végétalien'],1905,+0%,456,+0%,25,-2%,49,+2%,"6,9",+17%,84.5%,9.8%,2.3%,2.2%,1.2%,0.0%,37,['Belle France'],,,1905 kj(456 kcal),"4,6",36,"0,4","0,16",['Carton'],,,"['E322i - Lécithine', 'E422 - Glycérol', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E500 - Carbonates de sodium', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E415 - Gomme xanthane', 'E330 - Acide citrique', 'E440 - Pectines']","['Œufs', 'Gluten', 'Lait', 'Soja']",4,25 g,en quantité élevée,4.6 g,en quantité modérée,36 g,en quantité élevée,0.4 g,en quantité modérée,+0%,-44%,+5%,+5%,+5%,14,-27%,D,-27%,,,,,,,
1517,"Briquettes Jus Pommes Abc 6X20CL - Belle France - 1,2L (6 * 20cL)",3258561300313,C,"1,2 L (6 * 20 cL)","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits à base de concentré', 'Jus de pomme', 'Jus de pomme à base de concentré']",['France'],['jus de pomme à base de jus concentré'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,42,-5%,"0,2",+27%,10,-5%,"0,1",-56%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,['Belle France'],,"['EMB 67434B', 'Sarre-Union (Bas-Rhin, France)', 'EMB 45273D', ""Saint-Denis-de-l'Hôtel (Loiret, France)""]",176 kj(42 kcal),0,"9,7","0,03","0,012",,,,,,1,0.2 g,en faible quantité,0 g,en faible quantité,9.7 g,en quantité élevée,0.03 g,en faible quantité,-5%,-100%,-4%,+488%,+488%,3,-22%,C,-22%,,,,,,,
1518,Baguette precuite - Belle France - 300g,3258561400037,B,300 g,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",['France'],[],[],?,,249,-3%,"0,9",-62%,"52,1",+7%,"7,2",-13%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,['Belle France'],,,1042 kj(249 kcal),"0,2","3,7","1,5","0,6",,,['LIDL'],,,,0.9 g,en faible quantité,0.2 g,en faible quantité,3.7 g,en faible quantité,1.5 g,en quantité modérée,-4%,-55%,+64%,+23%,+23%,4,+31%,C,+31%,,,,,,,
1519,Lait demi-écrémé - Belle france - 1L,3258561419152,D,1L,"['Produits laitiers', 'Laits', 'Laits homogénéisés', 'Laits demi-écrémés', 'Laits UHT']",['France'],[],[],?,,46,-2%,"1,5",-11%,"4,8",+0%,"3,2",-1%,78.7%,1.1%,11.0%,6.0%,3.2%,0.0%,54,['Belle france'],['Fabriqué en France'],['FSC-C081801'],192 kj(46 kcal),1,"4,8","0,1","0,04",,,,,,,1.5 g,en faible quantité,1 g,en faible quantité,4.8 g,en faible quantité,0.1 g,en faible quantité,-3%,-3%,+0%,-10%,-10%,0,-100%,B,-100%,,,,,,,
1520,Moutarde De Dijon Au Citron - Delouis,3258831001100,A,,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['France'],[],[],?,,174,+9%,13,+13%,"5,1",+40%,"5,4",-25%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Delouis'],"['Bio', 'Bio européen', 'Agriculture non UE', 'Agriculture UE', 'Agriculture UE/Non UE', 'FR-BIO-01']",,728 kj(174 kcal),"0,9","2,8","6,1","2,44","['Bocal', 'Verre']",,,,,,13 g,en quantité modérée,0.9 g,en faible quantité,2.8 g,en faible quantité,6.1 g,en quantité élevée,+9%,+18%,+24%,+3%,+3%,8,-26%,C,-26%,,,,,,,
1521,"Orge, aubergine et soja - Soy - 250g",3259011178858,,250g,,['France'],"['Plat cuisiné complet biologique base mondé précuit 21,7%', 'aubergines* 21,7%', '18,4%', 'eau', ""textures de réhydratés huile d'olive*"", 'concentre de tomate*', 'farine deb de canne*', 'sel de mer', 'persil*', 'ait*', 'cumin*', "" *Ingrédients issus de l'agriculture biologique"", ' Soja bio sans OCM cultivé en France,']",[],?,,108,,"4,2",,11,,"3,5",,,,,,,,,['Soy'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,452 kj(108 kcal),"0,6","2,6","0,62","0,248",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,Galettes Bretonnes pur beurre - LE GUILLOU - 560g,3259426014000,C,560 g,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés']",['France'],"[""Farine de blé - Sucre - beurre pâtissier 18% - oeufs entiers - Sel - Poudre de lait écrémé - Poudres à lever: carbonates d'ammonium"", 'carbonates de sodium', 'diphosphates']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,,478,-2%,19,-18%,69,+10%,"7,2",+16%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,['LE GUILLOU'],['en:produced-in-bretagne'],,2000 kj(478 kcal),12,26,"0,91","0,364",,,,"[""E503 - Carbonates d'ammonium"", 'E500 - Carbonates de sodium', 'E450 - Diphosphates', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,19 g,en quantité modérée,12 g,en quantité élevée,26 g,en quantité élevée,0.91 g,en quantité modérée,-3%,-14%,+2%,+33%,+33%,24,+10%,E,+10%,,,,,,,
1523,Légumes cuisinés et boulettes au bœuf - William Saurin - 800g,3261055800909,,800 g,"['Conserves', 'Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Plats préparés en conserve']","['Belgique', 'France']","['Légumes : carottes ', '33%', 'pommes de terre ', '7%', ' ', 'conservateur : disulfites de sodium', 'oignons', '\rSauce : eau', 'vin rouge', 'concentré de tomate', 'sel', 'amidon transformé de maïs', 'farine de blé', 'arômes ', 'dont lait', 'sésame', 'céleri', 'arôme de fumée', 'persil', 'ail', ' Boulettes au bœuf ', '22,5%', ' : viande de bœuf ', '47,6%', 'protéines de soja réhydratées ', '30%', 'eau', 'gras de bœuf', 'chapelure ', 'farine de blé', 'sel', 'poudre de tomate', 'arômes', 'oignons', 'sel', '\rContient : blé', 'lait', 'soja', 'sésame', 'céleri', 'sulfites']","['Non végétalien', 'Non végétarien']",?,,65,-39%,"2,7",-42%,5,-36%,"4,3",-30%,,,,,,,,['William Saurin'],['Point Vert'],,272 kj(65 kcal),"1,2","1,7","0,7","0,28","['Métal', 'Conserve', 'Boîte']",,['Delhaize'],"['E223 - Disulfite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés']","['Céleri', 'Gluten', 'Lait', 'Graines de sésame', 'Soja', 'Anhydride sulfureux et sulfites']",4,2.7 g,en faible quantité,1.2 g,en faible quantité,1.7 g,en faible quantité,0.7 g,en quantité modérée,-39%,-19%,+8%,-22%,-22%,1,-12%,B,-12%,Légumes cuisinés et boulettes au boeuf (avec protéines végétales),,,,,,
1524,terrine de foie de poulet - Stephan,3261830102051,,,"['Terrines', 'en:Charcuteries', 'en:Conserves', 'en:Produits à la viande', 'en:Protide', 'en:Terrines de poulet', 'en:Viandes']",['France'],[],[],?,,357,+48%,33,+84%,"1,9",+48%,14,-12%,,,,,,,,['Stephan'],,,1494 kj(357 kcal),11,"0,9",15,6,,"['Guingamp', 'Bretagne']",['Restaurants du Coeur'],,,,33 g,en quantité élevée,11 g,en quantité élevée,0.9 g,en faible quantité,15 g,en quantité élevée,+48%,+76%,+10%,+468%,+468%,24,+67%,E,+67%,,,,,,,
1525,Terrine de volaille aux champignons - Stéphan - 200g e,3261830104079,,200 g e,"['Conserves', 'Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de volailles']",['France'],"['Foie de poulet', 'préparation de viande de poulet', 'graisse de poulet', 'eau', 'champignons sylvestre réhydratés ', '2 %', 'farine de blé', ""blanc d'œuf"", 'sel', 'arôme', 'épices et aromates', 'dextrose', 'conservateur : E250']","['Non végétalien', 'Non végétarien']",?,,263,-13%,22,-15%,"2,9",+63%,13,-9%,,,,,,,,['Stéphan'],,,1100 kj(263 kcal),"2,9",1,"1,6","0,64","['Conserve', 'métal']","['Guingamp', 'Bretagne']",['Restaurants du Coeur'],"['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten']",4,22 g,en quantité élevée,2.9 g,en quantité modérée,1 g,en faible quantité,1.6 g,en quantité élevée,-13%,-69%,+54%,+4%,+4%,12,-32%,D,-32%,,,,,,,
1526,Terrine de campagne pur porc - Stéphan - 180g,3261830214174,,180 g,"['Viandes', 'Charcuteries', 'Produits à la viande', 'Terrines', 'Terrines de campagne']",['France'],"['Gras de porc', 'foie de porc', 'gorge de porc', 'eau', 'cnuenne de porc', ' farine de blé oignons', 'sel', 'arome naturel', ""blanc d'œuf en poudre"", 'ail']","['Non végétalien', 'Non végétarien']",1480,+15%,?,,33,+17%,"3,2",+40%,12,-14%,,,,,,,,['Stéphan'],"['Viande Française', 'Viande Porcine Française', 'Sans colorants', 'Sans conservateurs', 'Sans colorants ou conservateurs']","['FR 22.225.001 CE', ""Ploumagoar (Côtes-d'Armor, France)""]",1480 kj(354 kcal),13,"0,6","1,6","0,64","['Bocal', 'Verre']","['Bretagne', 'France', 'Guingamp']",['Intermarché'],,"['Œufs', 'Gluten']",4,33 g,en quantité élevée,13 g,en quantité élevée,0.6 g,en faible quantité,1.6 g,en quantité élevée,+10%,+20%,-31%,0%,0%,21,+8%,E,+8%,,,['France'],,,,
1527,Saucisses aux lentilles - Relais Gourmand - 420g,3261831200244,,420 g,"['Conserves', 'Plats préparés', 'Plats préparés en conserve']",['France'],"['Eau', 'Ientilles réhydratées ', 'origine France', ' 28%', '2 saucisses fumées 20% [gras de porc ', 'Origine france', 'eau', 'viande de poulet origine France', 'maigre de tête de porc ', 'Origine France', 'viande de porc ', 'Origine France', 'bouillon de porc', 'farine de blé', 'sel', 'plasma de porc', 'fibre de blé', 'protéines de pois', 'épices', 'stabilisants : E450 et E451', 'épaississant : E407', 'lactose', 'arôme de fumée', 'arôme naturel de paprika', 'conservateur: E250]', 'carottes 3,6%', 'oignons 2,4%', 'saindoux', 'concentré de tomate', 'amidon modifié de pomme de terre', 'sel', 'arôme ', 'blé et lactose', ' et arôme de fumée', 'plantes aromatiqus', 'exhausteur de goût: E621', 'arômes naturels', 'arôme naturel de paprika']","['Non végétalien', 'Non végétarien']",?,,109,+2%,"5,8",+24%,"7,6",-2%,"6,6",+8%,,,,,,,,['Relais Gourmand'],,,456 kj(109 kcal),"2,3","0,8","0,8","0,32",,['Bretagne'],['Restaurants du cœur'],"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E451 - Triphosphates', '', 'Risque élevé de sur-exposition', 'E407 - Carraghénanes', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E14XX - Amidons modifiés', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition']","['Gluten', 'Lait']",4,5.8 g,en quantité modérée,2.3 g,en quantité modérée,0.8 g,en faible quantité,0.8 g,en quantité modérée,+2%,+54%,-49%,-11%,-11%,2,+77%,B,+77%,,,,,,,
1528,Emmental bio - Valmartin - 100g,3262470030193,C,100g,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de vache', 'Emmentals', 'Fromages râpés', 'Emmentals râpés']",['France'],"['Lait de vache 97,3%', 'antimottant : fécule', 'sel', 'ferments lactiques', ""enzyme coagulante d'origine microbienne""]",['Non végétalien'],1506,-3%,362,-3%,27,-7%,"2,3",+154%,27,-1%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,['Valmartin'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']","['FR 68.223.001 CE', 'Muhlbach-sur-Munster (Haut-Rhin, France)']",1506 kj(362 kcal),19,"0,1","0,83","0,332","['Frais', 'Sous atmosphère protectrice', 'Sachet en plastique']",,,,['Lait'],3,27 g,en quantité élevée,19 g,en quantité élevée,0.1 g,en faible quantité,0.83 g,en quantité modérée,-3%,-4%,-75%,+9%,+9%,12,+1%,D,+1%,,,,,,,
1529,SARDINES HUILE OLIVE CITRON - Connétable - 405g (306g égoutté),3263670124538,D,405 g (306 g égoutté),"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive"", ""Sardines à l'huile et au citron""]",['France'],"['Sardines', ""huile d'olive extra vierge"", 'citron 3 %', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,223,-9%,15,-13%,0,-100%,22,+8%,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,['Connétable'],"['Riche en Oméga-3', 'Omega-3']","['FR 29.046.532 CE', 'Douarnenez (Finistère, France)']",933 kj(223 kcal),"3,3",0,"0,975","0,39","['Conserve', 'Métal']","['Bretagne', 'France']",,,['Poisson'],3,15 g,en quantité modérée,3.3 g,en quantité modérée,0 g,en faible quantité,0.975 g,en quantité modérée,-9%,-12%,-100%,+13%,+13%,4,-22%,C,-22%,,,"['Océan Atlantique', 'Océan Atlantique Nord-Est']",,,,
1530,Foie de morue fumé - Connétable,3263670903713,E,,"['Produits de la mer', 'Poissons', 'Morues', 'Foies de poissons', 'Foies de morue']",['France'],[],[],?,,558,+26%,59,+21%,"1,9",-20%,"4,8",-20%,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,['Connétable'],"['Pêche durable', 'Pêche durable MSC']",['MSC-C-52196'],2335 kj(558 kcal),"9,2","0,6","0,6","0,24",['Conserve'],,,,,,59 g,en quantité élevée,9.2 g,en quantité élevée,0.6 g,en faible quantité,0.6 g,en quantité modérée,+26%,+10%,+404%,-30%,-30%,17,+5%,D,+5%,,,,,,,
1531,Chips allégées en matières grasses - Franprix,3263850581014,B,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips', 'Chips de pommes de terre', 'Chips de pommes de terre allégées', ""Chips de pommes de terre à l'huile de tournesol""]",['France'],[],[],?,,482,+0%,24,-1%,57,+2%,7,+6%,62.4%,19.7%,7.4%,7.2%,3.4%,0.0%,78,['Franprix'],"['Peu ou pas de matière grasse', 'Peu de matière grasse', 'Allégé en matière grasse', 'Moins 30% de matière grasse']",,2017 kj(482 kcal),"2,2","0,5",1,"0,4",,,['Franprix'],,,,24 g,en quantité élevée,2.2 g,en quantité modérée,0.5 g,en faible quantité,1 g,en quantité modérée,+0%,-4%,-32%,-5%,-5%,7,+14%,C,+14%,,,,,,,
1532,Lait de coco - Franprix - 200ml,3263850583612,B,200 ml,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Laits de coco']",['France'],['extrait de noix de coco 60% - eau - épaississant : gomme xanthane'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,,167,+6%,17,+9%,"2,2",-21%,"1,3",+2%,30.3%,10.4%,21.2%,23.2%,11.5%,3.4%,75,['Franprix'],,"['EMB 68115A', 'Guewenheim (Haut-Rhin, France)']",699 kj(167 kcal),16,"0,5","0,02","0,008",['Brique en carton'],['Indonésie'],['Franprix'],['E415 - Gomme xanthane'],,4,17 g,en quantité élevée,16 g,en quantité élevée,0.5 g,en faible quantité,0.02 g,en faible quantité,+7%,+18%,-70%,-73%,-73%,11,+16%,D,+16%,,,,,,,
1533,Sélection de nos Régions - Riz De Camargue - Leader Price - 1kg,3263850621918,C,1 kg,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",['France'],['Riz de Camargue long grain de qualité supérieure'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",1521,+4%,358,+7%,"0,3",-72%,81,+10%,"7,8",+7%,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,['Leader Price'],['IGP'],,1521 kj(358 kcal),"0,1",0,0,0,['sachet plastique'],,['Leader Price'],,,1,0.3 g,en faible quantité,0.1 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,+7%,-58%,-100%,-100%,-100%,0,,B,,RIZ,,,,,,
1534,Sauce Pommes Frites - Leader Price - 256g,3263850683015,,256 g,"['Epicerie', 'Sauces']",['France'],"['eau', 'huile de colza', 'sucre', ""vinaigre d'alcool"", 'moutarde ', 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'acidifiant ', 'E330', 'épice', 'amidon transformé de maïs', ""jaune d'oeuf"", 'sel', 'aromates', 'jus de citron concentré', 'conservateurs ', 'E202', 'E224', 'arômes', 'colorant ', 'E160a']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Peut-être végétarien']",1369,+55%,332,+39%,"30,2",+67%,"11,7",+18%,"0,7",-74%,,,,,,,,['Leader Price'],,['B-00736'],1369 kj(332 kcal),"2,6",8,2,"0,8","['Triman', 'Green dot', 'Pensez au tri!', 'Bouchon et opercule plastique à jeter', 'Flacon plastique à jeter']",,['Leader Price'],"['E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition', 'E160a - Carotènes mélangés']","['Œufs', 'Moutarde']",4,30.2 g,en quantité élevée,2.6 g,en quantité modérée,8 g,en quantité modérée,2 g,en quantité élevée,+39%,+20%,+24%,-17%,-17%,15,+29%,D,+29%,Sauce condimentaire,,,,,,
1535,Sauce samourai - leader price - 240g,3263850683497,D,240 g,"['Epicerie', 'Sauces', 'Sauces samouraï']",['France'],"['Huile de colza', 'eau', 'jaune d’œuf', ""vinaigre d'alcool - Sambal Oelek 3% "", 'piments 2,5%', 'sel', 'acidifiant : E260', 'conservateur : E202', 'moutarde ', 'eau', ""vinaigre d'alcool"", 'graines de moutarde', 'acidifiant : E330', 'épices', 'sucre', 'sel', 'poivron 1,2%', 'épices 0', '35%', 'amidon modifié de maïs', 'épaississants : E412', 'E415', 'colorants : E160c', 'E161b']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",2618,+9%,636,+12%,"68,2",+10%,"3,5",+8%,"1,3",+16%,80.2%,9.6%,5.0%,3.2%,1.6%,0.4%,49,['leader price'],,,2618 kj(636 kcal),"5,6","2,3","1,6","0,64",['Plastique'],,['Leader Price'],"['E260 - Acide acétique', 'E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition', 'E330 - Acide citrique', 'E14XX - Amidons modifiés', 'E412 - Gomme de guar', 'E415 - Gomme xanthane', 'E160c - Extrait de paprika', 'E161b - Lutéine']","['Œufs', 'Moutarde']",4,68.2 g,en quantité élevée,5.6 g,en quantité élevée,2.3 g,en faible quantité,1.6 g,en quantité élevée,+10%,+18%,+50%,-23%,-23%,19,-2%,E,-2%,,,,,,,
1536,Miettes De Thon à La Tomate - Leader Price,3263851280527,D,,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Miettes de thon', 'en:canned-drained-tuna-flaked-in-tomato-sauce']",['France'],"['thon', 'eau', 'concentré de tomate 7,5%', 'huile de tournesol', 'sel', 'sucre', ""vinaigre d'alcool"", 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",466,-44%,111,-43%,5,-60%,"2,5",+50%,14,-21%,86.9%,0.0%,2.5%,9.0%,1.2%,0.3%,41,['Leader Price'],,,466 kj(111 kcal),"0,6","2,5","1,2","0,48","['Conserve', 'Sous-vide']",,"['Leader Price', 'Franprix']",,['Poisson'],3,5 g,en quantité modérée,0.6 g,en faible quantité,2.5 g,en faible quantité,1.2 g,en quantité modérée,-43%,-64%,+116%,+14%,+14%,1,-56%,B,-56%,Miettes de thon à la tomate,,,https://www.franprix.fr/courses/p/miettes-de-thon-a-la-tomate-99022441,,,
1537,Morceaux de thon au naturel - LE PRIX GAGNANT ! - 400g,3263851282118,E,400 g,"['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Thons', 'Thons en conserve', 'Thons au naturel']",['France'],"['Thon', 'eau', 'sel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,,95,-17%,"0,8",-47%,0,-100%,22,-12%,68.8%,7.5%,16.1%,6.6%,0.5%,0.5%,28,['LE PRIX GAGNANT !'],,"['EMB 75101B', 'Paris 1er Arrondissement (Paris, France)']",397 kj(95 kcal),"0,3",0,"0,8","0,32",['Conserve'],['Ile Maurice'],['Leader Price'],,['Poisson'],3,0.8 g,en faible quantité,0.3 g,en faible quantité,0 g,en faible quantité,0.8 g,en quantité modérée,-17%,-36%,-100%,-23%,-23%,-1,-469%,A,-469%,,,['Ocean Indien'],,,,
