,name,bar_code,labels,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,ingredients_origins,nutriment_saturated-fat_tr_diff,quantity,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,traceability_code,generic_name,manufacturing,link,markets,additives,allergens,nova_score,brand_owner,palm_ingredients,producer_info
1928,"Le Supérieur Tradition - Fleury Michon - 187,5g",3095756627011,"['Qualité supérieure', ""Contrôlé par l'organisme Visalim""]",['France'],"['Jambon de porc', 'bouillon de légumes ', 'eau', 'carotte', 'céleri', 'oignon', 'poireau', 'fond de porc ', 'eau', 'os de porc', 'viande de porc', 'épices', 'sel', 'dextrose maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",482,?,3,"1,1","0,8",21,482 kj(115 kcal),"0,8","1,75","0,7",E,"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",-5%,,-38%,+20%,-0%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['Fleury Michon'],['Espagne pour la viande'],-40%,"187,5 g",3 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en faible quantité,1.75 g,en quantité élevée,-12%,+34%,-6%,-6%,4,-43%,C,-43%,"['Barquette', 'Film', 'Plastique', 'Sous atmosphère protectrice']",['EMB 1482201'],Jambon supérieur nature sans couenne,['E14482201'],,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Céleri'],4,,,
1929,Emincés Végétal curry - Fleury michon - 150g,3095758952012,['Végétarien'],['France'],"['Protéines végétales réhydratées [eau', 'protéines de soja I', 'P* 4', '8%', 'protéines de blé', 'protéines de pois', 'bouillon ', 'eau', 'herbes de Provence', 'amidon de blé]', 'huile de colza', 'eau', 'flocon de pomme de terre', 'protéines de soja I', 'P* 4%', ""poudre de blanc d'oeuf"", 'concentré de tomate', 'huile de tournesol', 'bouillon ', 'eau', 'plantes aromatiques', 'épices', 'sel', 'épices', 'curry 0', '7% ', 'épices', 'plantes aromatiques', 'sel', 'huile de tournesol', 'plantes aromatiques', 'sucre', 'persil 0', '5%', 'fécule de manioc', 'sirop de glucose', 'cardamome 0', '1%', 'jus concentré de citron']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",791,?,9,"0,7",9,19,791 kj(189 kcal),2,"1,5","0,6",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Substituts de viande', 'Protéine végétale texturée']",,,+14%,-18%,-44%,,,,,,,,['Fleury michon'],,-48%,150 g,9 g,en quantité modérée,0.7 g,en faible quantité,2 g,en faible quantité,1.5 g,en quantité modérée,-31%,-49%,+78%,+78%,1,+200%,B,+200%,"['Frais', 'Plastique']","['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']",,,,,,"['Œufs', 'Gluten', 'Soja']",4,,,
1930,Dés de Poulet - Halal - Fleury Michon - 200g,3095759147011,"['Halal', 'Nutriscore', 'Nutriscore C', 'en:Société Française de Contrôle de Viande Halal - Grande Mosquée de Paris']",['France'],"['Haut de cuisse de poulet 95%', 'acidifiant : lactate de potassium', 'sel', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",574,?,7,"2,6","0,5",19,574 kj(137 kcal),"0,5","1,8","0,72",D,"['Viandes', 'Volailles', 'Poulets']",-17%,,+20%,-75%,-7%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,['Fleury Michon'],,+73%,200 g,7 g,en quantité modérée,2.6 g,en quantité modérée,0.5 g,en faible quantité,1.8 g,en quantité élevée,-9%,+14%,+110%,+110%,5,+255%,C,+255%,"['Barquette', 'Film en plastique']","['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",,,,,"['E326 - Lactate de potassium', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,4,,,
1931,Saucisse grillée aux herbes BIO -25% de sel* - Fleury Michon - 180g,3095759658012,"['Bio', 'Bio européen', 'Sans conservateurs', 'Nutriscore', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Nutriscore D', 'AB Agriculture Biologique']",['France'],"['Viande de porc*', 'gras de porc*', 'sel', 'herbes de Provence* 1% ', 'basilic', 'romarin', 'thym', 'origan', 'persil* 1%', 'dextrose*', 'poivre* 0', '1%', 'antioxydants : extraits de romarin* - ascorbate de sodium', ""*Ingrédients issus de l'agriculture biologique""]","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1294,?,25,"8,9","0,7",21,1294 kj(309 kcal),"0,7","1,4","0,56",,"['Viandes', 'Charcuteries', 'Saucisses']",+21%,,+20%,-51%,+39%,,,,,,,,['Fleury Michon'],,+12%,180 g,25 g,en quantité élevée,8.9 g,en quantité élevée,0.7 g,en faible quantité,1.4 g,en quantité modérée,+21%,-7%,-29%,-29%,17,-3%,D,-3%,,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']",,,,,"['E392 - Extrait de romarin', 'E301 - Ascorbate de sodium']",,4,,,
1932,Sauce Suprême au bouillon de volaille maison - Giraudet - 250g,3100080000611,,['France'],"['LAIT FRAIS ÉCRÉMÉ', 'BOUILLON DE VOLAILLE MAISON : 25% ', 'EAU', 'VOLAILLE', 'OIGNONS', 'CAROTTES', '\r?E', 'LAURIER', 'CLOUS DE GIROFLE', 'CRÈME FRAÎCHE', 'BEURRE', 'FARINE DE BLÉ', 'AMIDON TRANSFORMÉ DE\r?', 'SEL']","['Non végétalien', 'Non végétarien']",402,96,"6,9","4,2","6,1","2,7",402 kj(96 kcal),"2,8","0,9","0,36",,"['Epicerie', 'Plats préparés', 'Sauces', 'Soupes', 'Veloutés']",+150%,+140%,+334%,+28%,+206%,,,,,,,,['Giraudet'],,+559%,250 g,6.9 g,en quantité modérée,4.2 g,en quantité modérée,2.8 g,en faible quantité,0.9 g,en quantité modérée,+141%,+54%,+40%,+40%,7,+460%,C,+460%,"['Pot', 'Verre']","['FR 01.053.006 CE', 'Bourg-en-Bresse (Ain, France)']",,,,,['E14XX - Amidons modifiés'],"['Gluten', 'Lait']",4,,,
1933,4 quenelles fraîches de volaille - Giraudet - 320g,3100080001328,,['France'],"['Œufs frais', 'semoule de blé dur', 'volaille fermière ', 'poulet fermier 13 %', 'beurre', 'eau', 'lait frais écrémé', 'sel']","['Non végétalien', 'Non végétarien']",?,218.69999694824,"13,8","7,7","14,6",10,915 kj(218 kcal),"0,5","1,3","0,52",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Quenelles', 'Quenelle de volaille', 'Quenelles de poulet']",,+18%,+17%,+24%,+59%,84.3%,9.6%,2.5%,2.3%,1.1%,0.3%,37,['Giraudet'],,+35%,320 g,13.8 g,en quantité modérée,7.7 g,en quantité élevée,0.5 g,en faible quantité,1.3 g,en quantité modérée,+21%,-20%,+23%,+23%,14,+44%,D,+44%,"['Frais', 'Plastique']",,,,http://www.giraudet.fr/decouvrir/quenelle/grande-distribution/volaille,,,"['Œufs', 'Gluten', 'Lait']",3,,,
1934,16 quenelles fraîches de volaille et jambon - Giraudet - 320g,3100080001359,,['France'],"['Oeufs frais', 'semoule de blé dur', 'volaille ', 'poulet 13%', 'beurre', 'eau', 'jambon 57% ', 'jambon de porc', 'sel', 'sirop de glucose', 'dextrose', 'arômes naturels', 'conservateur : E301', 'E250', 'lait frais écrémé', 'sel']","['Non végétalien', 'Non végétarien']","921,3",?,"13,8","7,7","14,4","10,5","921,3 kj(220 kcal)","0,5","1,5","0,6",D,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Quenelles', 'Quenelle de volaille', 'Quenelles de poulet']",+30%,,+17%,+22%,+67%,84.3%,9.6%,2.5%,2.3%,1.1%,0.3%,37,['Giraudet'],,+35%,320 g,13.8 g,en quantité modérée,7.7 g,en quantité élevée,0.5 g,en faible quantité,1.5 g,en quantité modérée,+22%,-20%,+42%,+42%,15,+54%,D,+54%,"['Plastique', 'Frais']",,,,,,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Œufs', 'Gluten', 'Lait']",4,,,
1935,QUENELLES NATURE BIO 16 X - Giraudet,3100080001397,"['Bio', 'Agriculture UE/Non UE']",['France'],"['ŒUFS ENTIERS*', 'SEMOULE DE BLÉ DUR* ', '24%', 'EAU', 'HUILE DE TOURNESOL*', 'SEL MARIN', "" *Ingrédient issu de l'agriculture biologique"", "" Peut contenir des traces d'allergènes toutes catégories "", ""pour plus d'informations : contact@giraudet"", 'fr']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",?,291.4,"21,5","3,1","18,5","7,1",1219 kj(291 kcal),"0,1","1,2","0,48",C,"['Plats préparés', 'Quenelles', 'Quenelles nature']",,+30%,+49%,+16%,+5%,76.7%,10.9%,5.4%,4.0%,2.4%,0.6%,65,['Giraudet'],,-27%,,21.5 g,en quantité élevée,3.1 g,en quantité modérée,0.1 g,en faible quantité,1.2 g,en quantité modérée,+31%,-88%,+14%,+14%,11,+40%,D,+40%,,,,,,,,"['Œufs', 'Gluten']",3,,,
1936,Andouillette pur porc,3100150009537,,['France'],[],[],?,226,17,"7,2","1,1",18,946 kj(226 kcal),"1,1","1,5","0,6",E,"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Andouillettes']",,-2%,-2%,+78%,-1%,82.4%,13.2%,3.1%,0.8%,0.4%,0.1%,11,,,-6%,,17 g,en quantité modérée,7.2 g,en quantité élevée,1.1 g,en faible quantité,1.5 g,en quantité modérée,-2%,+201%,-13%,-13%,15,-10%,D,-10%,,"['EMB 01405C', 'Servas (Ain, France)', 'FR 01.405.004 CE', 'Servas (Ain, France)']",,,,,,,,,,
1937,St-Yorre - Bassin de Vichy - 6 * 50cl,3100880269225,,['France'],['Eau minérale naturelle gazeuse'],"['Sans huile de palme', 'Végétalien', 'Végétarien']",?,?,?,,?,?,,,,,,"['Boissons', 'Boissons gazeuses', 'Eaux', 'Eaux de sources', 'Eaux minérales', 'Eaux gazeuses', 'Eaux minérales naturelles', 'Eaux minérales gazeuses', 'Boissons sans sucre ajouté']",,,,,,,,,,,,,"['Bassin de Vichy', 'Vichy']",,,6 * 50 cl,,,,,,,,,,,,,0,-100%,A,-100%,"['Bouteille', 'Plastique']",,Eau minérale naturelle naturellement gazeuse,,,"['Cora', 'Magasins U']",,,1,,,
1938,Huile D'olive Vierge Extra Ardente - Barral,3101150011384,,['France'],"[""Huile d'olive de catégorie supérieure obtenue directement des olives et uniquement par des procédés mécaniques""]","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,898,"99,8","13,8",0,0,3757 kj(898 kcal),0,"0,1","0,04",,['Matières grasses'],,+12%,+13%,-100%,-100%,,,,,,,,['Barral'],,-39%,,99.8 g,en quantité élevée,13.8 g,en quantité élevée,0 g,en faible quantité,0.1 g,en faible quantité,+12%,-100%,-49%,-49%,6,-47%,C,-47%,,,,,,,,,2,,,
1939,Calissons d'Aix du Roy René - Confiserie du Roy René - 500g,3102621005017,['Fabriqué en France'],['France'],"['Amandes', 'melons confits ', 'melons', 'sirop de glucose-fructose', 'sucre', 'sucre', 'sirop de glucose', 'fructose', ""blanc d'oeuf"", ""écorces d'oranges confites "", ""écorces d'oranges"", 'sirop de glucose-fructose', 'sucre', 'pain azyme ', 'fécule de pomme de terre', 'huile de tournesol', 'arôme naturel ', 'quinine']","['Sans huile de palme', 'Non végétalien']",1864,?,17,"1,7",63,8,1864 kj(446 kcal),47,"< 0,03","0,012",B,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Calissons', ""Calissons d'Aix""]",,,-5%,+2%,+5%,43.9%,29.6%,15.5%,7.5%,3.5%,0.0%,95,['Confiserie du Roy René'],,-2%,500 g,17 g,en quantité modérée,1.7 g,en quantité modérée,47 g,en quantité élevée,0.03 g,en faible quantité,-0%,-6%,-11%,-11%,13,-10%,D,-10%,"['Carton', 'Plastique']",,,"['Aix-en-Provence', 'France']",,['Carrefour'],,"['Œufs', 'Fruits à coque']",4,,,
1940,Citron poudre -,3102870000832,,['France'],[],[],?,?,?,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,Super Frites P!k - Haribo - 1197g,3103220028773,,['France'],"['sirop de glucose', ' sucre', ' gélatine dextrose', ' acidifiants', ""' acide citrique"", 'acide malique', "" agent d'enrobage: cire de carnauba"", "" correcteurs d'acidité"", ""' citrate tricalcique"", 'malate acide de sodium', ' arôme', ' concentrés de fruits et de plantes: citron', 'carthame', ' sirop de sucre inverti', ' colorants: bleu patenté V', 'carotènes végétaux', 'lutéine', 'anthocyanes', "" Tenir à l'abri de la chaleur et de l'humidité""]","[""Pourrait contenir de l'huile de palme""]",?,354,"0,5","0,1",81,6,1481 kj(354 kcal),51,"0,17","0,068",,,,,,,,,,,,,,,['Haribo'],,,1197g,,,,,,,,,,,,,,,,,,,,,,['Magasins U'],"['E428 - Gélatine', 'E296 - Acide malique', 'E903 - Cire de carnauba', 'E350ii - Malate acide de sodium', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E160aii - Carotènes végétaux', 'E161b - Lutéine', 'E163 - Anthocyanes']",,4,,,
1942,Chamallows Tremollows - Haribo - 1050g,3103220028933,,['France'],"['sucre', 'sirop de glucose', 'gélatine', 'stabilisant : sirop de sorbitol', 'maltodextrine', 'amidon', 'acidifiant : acide citrique', 'concentré de fruits et de plantes ', 'citron', 'carthame', 'sucre inverti', 'arômes', 'colorants : carmins', 'bleu patenté V', 'carotènes végétaux']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",1390,?,"< 0,5","< 0,1",80,"2,6",1390 kj(332 kcal),64,"< 0,01","0,004",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",-10%,,-73%,-4%,+23%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-91%,1050 g,0.5 g,en faible quantité,0.1 g,en faible quantité,64 g,en quantité élevée,0.01 g,en faible quantité,-7%,+10%,-92%,-92%,14,-3%,D,-3%,"['Boite', 'Plastique']",,Chamallows,,,,"['E428 - Gélatine', 'E420ii - Sirop de sorbitol', 'E330 - Acide citrique', 'E120 - Acide carminique', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E160aii - Carotènes végétaux']",,4,,,
1943,Rainbow Pik - Haribo,3103220035238,,['France'],"['sucre', ' sirop de glucose', ' amidon de maïs', ' humectants', ' sorbitol', 'sirop de sorbitol', ' farine de blé', ' dextrose', ' amidon de blé', ' graisse de palme', ' acidifiants: acide citrique', 'acide malique', "" correcteurs d'acidité: citrate tricalcique"", 'malate acide de sodium', 'Citrate trisodique', "" agent d'enrobage: cire de carnauba"", ' gélatine', "" émulsifiant: mono - et diglycérides d'acides gras"", ' arôme', ' concentrés de fruits et de plantes : patate douce', 'pomme', 'cassis', 'radis', 'colorants : curcumine', 'bleu patenté V', 'lutéine']","['Huile de palme', 'Non végétalien', 'Non végétarien']",?,371,"2,7","1,8",87,"1,1",1552 kj(371 kcal),63,"0,325","0,13",,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,"['E420 - Sorbitol', 'E420ii - Sirop de sorbitol', 'E330 - Acide citrique', 'E296 - Acide malique', 'E333iii - Citrate tricalcique', 'E350ii - Malate acide de sodium', 'E331iii - Citrate trisodique', 'E903 - Cire de carnauba', 'E428 - Gélatine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E161b - Lutéine']",['Gluten'],4,,['Huile de palme'],
1944,Oasis - Haribo - 100g,3103220036365,,['France'],"['Sirop de glucose', 'sucre', 'gélatine', 'dextrose', 'jus de fruits concentrés 2,2 % ', 'équivalent fruits 10 %', ' : raisin', 'pomme', 'poire', 'orange', 'citron ', ' acidifiant : acide citrique', 'concentré de fruits de plantes : carthame', 'spiruline', 'pomme', 'arômes naturels', 'colorants : carotènes végétaux', 'lutéine', 'anthocyanes', ""agents d'enrobage : cire d'abeille blanche et jaune"", 'cire de carnauba']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,340,"0,5","0,1",74,"5,9",1423 kj(340 kcal),46,"0,04","0,016",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,-1%,+25%,-8%,+60%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-40%,100 g,0.5 g,en faible quantité,0.1 g,en faible quantité,46 g,en quantité élevée,0.04 g,en faible quantité,-1%,-20%,-65%,-65%,14,-1%,D,-1%,"['Sachet', 'Plastique']",,,,,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E160aii - Carotènes végétaux', 'E161b - Lutéine', 'E163 - Anthocyanes', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,4,,,
1945,Happy'life - Haribo,3103220036471,,['France'],"['sirop de glucose', ' sucre', ' dextrose', ' gélatine', ' amidon', ' acidifiants: acide citrique', 'acide malique', ' arôme', ' jus de fruits concentrés: pomme', 'orange', 'citron', 'fraise', 'framboise', 'ananas', ' concentrés de fruits et de plantes: carthame', 'spiruline', 'pomme', 'kiwi', 'baie de sureau', 'orange', 'cassis', 'aronie', 'citron', 'raisin', 'mangue,fruit de la passion', ' extrait de baie de sureau', ' sirop de sucre inverti', ' sirop de caramel', "" correcteurs d'acidité: citrate monosodique"", 'malate acide de sodium', ' colorants: curcumine', 'bleu patenté V', 'charbon végétal', ' carotènes végétaux', 'lutéine', 'anthocyanes', "" agents d'enrobage: cire d'abeille blanche et jaune"", 'cire de carnauba']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien', 'Non végétarien']",?,348,"0,5","0,1",80,"5,4",1456 kj(348 kcal),52,"0,03","0,012",,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E296 - Acide malique', 'E331i - Citrate monosodique', 'E350ii - Malate acide de sodium', 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160aii - Carotènes végétaux', 'E161b - Lutéine', 'E163 - Anthocyanes', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,4,,,
1946,Miami Pik - Haribo - 150pièces,3103220037225,,['France'],"['Sucre', 'sirop de glucose-fructose', 'amidon de maïs', 'humectant : sirop de sorbitol', 'farine de blé', 'acidifiants : acide citrique', 'acide malique', ""agent d'enrobage : cire de carnauba"", ""émulsifiant : mono- et di-glycérides d'acides gras"", 'concentrés de fruits et de plantes ', 'cassis', 'baie de sureau', 'aronie', 'raisin', 'extrait de baie de sureau', 'colorants : curcumine', 'bleu patenté V', 'arômes']","[""Pourrait contenir de l'huile de palme"", 'Peut-être végétalien', 'Peut-être végétarien']",?,344,"0,9","0,9",79,0,1439 kj(344 kcal),54,"0,4","0,16",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,-3%,-52%,-5%,-100%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-15%,150 pièces,0.9 g,en faible quantité,0.9 g,en faible quantité,54 g,en quantité élevée,0.4 g,en quantité modérée,-4%,-7%,+231%,+231%,15,+4%,D,+4%,"['Boîte', 'Plastique']",,,,,,"['E420ii - Sirop de sorbitol', 'E330 - Acide citrique', 'E296 - Acide malique', 'E903 - Cire de carnauba', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition']",['Gluten'],4,,,
1947,Academy pik - Haribo,3103220038062,,['France'],[],[],?,354,"0,5","0,1",81,6,1481 kj(354 kcal),51,"0,2","0,08",,,,,,,,,,,,,,,['Haribo'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1948,Special Edition - Haribo - 220g,3103220039656,,['France'],"['Sirop de glucose', 'sucre', 'gélatine', 'dextrose', 'acidifiant: acide citrique', 'arôme', 'concentrés de fruits et de plantes : carthame', 'spiruline', 'pomme', 'sirop de sucre inverti', 'colorants : charbon végétal', 'lutéine', 'anthocyanes', ""agents d'enrobage : cire d'abeille blanche et jaune"", 'cire de carnauba']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",1462,?,"< 0,5","< 0,1",79,"5,9",1462 kj(349 kcal),48,"0,03","0,012",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",+1%,,+25%,-2%,+60%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-40%,220 g,0.5 g,en faible quantité,0.1 g,en faible quantité,48 g,en quantité élevée,0.03 g,en faible quantité,+2%,-17%,-74%,-74%,14,-1%,D,-1%,"['Sachet', 'Plastique']",,,['France'],,,"['E428 - Gélatine', 'E330 - Acide citrique', 'E153 - Charbon végétal médicinal', 'E161b - Lutéine', 'E163 - Anthocyanes', ""E901 - Cire d'abeille"", 'E903 - Cire de carnauba']",,4,,,
1949,Spécial edition - Haribo - 600g,3103220039663,['Fabriqué en France'],['France'],[],[],?,349,"0,5","0,1",79,"5,9",1460 kj(349 kcal),48,"0,03","0,012",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés']",,+1%,+25%,-2%,+60%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-40%,600 g,0.5 g,en faible quantité,0.1 g,en faible quantité,48 g,en quantité élevée,0.03 g,en faible quantité,+1%,-17%,-74%,-74%,14,-1%,D,-1%,"['boîte', 'Plastique']",,Confiserie gélifiée fantaisie,,,,,,,,,
1950,Haribo Dragimania Bleu 2KG,3103220039748,,['France'],[],[],?,375,"0,5","0,1",93,"0,5",1569 kj(375 kcal),59,"0,16","0,064",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,+5%,-73%,+12%,-76%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-91%,,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0.16 g,en faible quantité,+5%,+2%,+32%,+32%,14,-3%,D,-3%,,,,,,,,,,,,
1951,Dragibus Original P!k - Haribo - 30g,3103220040669,,['France'],"['Sirop de glucose', 'sucre', 'amidon', 'dextrose', 'acidifiants : acide citrique', 'acide malique', ""correcteurs d'acidité : citrate monosodique"", 'malate acide de sodium', 'arôme', 'colorants : curcumine', 'bleu patenté V', 'charbon végétal', 'carotènes végétaux', 'anthocyanes', ""agent d'enrobage : cire de carnauba""]","[""Pourrait contenir de l'huile de palme""]",1570,?,"< 0,5","< 0,1",90,"< 0,5",1570 kj(375 kcal),54,"0,58","0,232",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",+1%,,-73%,+8%,-76%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-91%,30 g,0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0.58 g,en quantité modérée,+5%,-7%,+379%,+379%,16,+11%,D,+11%,"['Sachet', 'Plastique']",,Confiserie dragéifiée,,,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331i - Citrate monosodique', 'E350ii - Malate acide de sodium', 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160aii - Carotènes végétaux', 'E163 - Anthocyanes', 'E903 - Cire de carnauba']",,4,,,
1952,Dragibus - Haribo,3103220081716,,['France'],"['sucre', ' sirop de glucose', ' amidon', ' acidifiants: acide citrique', 'acide malique', "" correcteurs d'acidité: citrate monosodique"", 'malate acide de sodium', ' arôme', ' colorants: curcumine', 'bleu patenté V', 'charbon végétal', 'carotènes végétaux', 'anthocyanes', "" agent d'enrobage: cire de carnauba""]","[""Pourrait contenir de l'huile de palme""]",?,375,"0,5","0,1",93,"0,5",1569 kj(375 kcal),59,"0,05","0,02",E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,+5%,-73%,+12%,-76%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,['Haribo'],,-91%,,0.5 g,en faible quantité,0.1 g,en faible quantité,59 g,en quantité élevée,0.05 g,en faible quantité,+5%,+2%,-59%,-59%,14,-3%,D,-3%,,,,,,,"['E330 - Acide citrique', 'E296 - Acide malique', 'E331i - Citrate monosodique', 'E350ii - Malate acide de sodium', 'E100 - Curcumine', 'E131 - Bleu patenté V', '', 'Risque modéré de sur-exposition', 'E153 - Charbon végétal médicinal', 'E160aii - Carotènes végétaux', 'E163 - Anthocyanes', 'E903 - Cire de carnauba']",,4,,,
1953,Tricolores 3 Chocolats - Réauté Chocolat - 100g,3103970000005,,['France'],"['TRICOLORES 3 CHOCOLATS Bonbons de chocolat prollné 37% ', 'sucre', 'nolseties', 'stoblllsant : sorbitol', 'émulslflont•', 'léclthlne de sucre', 'beurre de cacao', 'pote de cacao', 'poudre de Igli entler', 'Pâtlssler', 'émulslflont : léclthlne de naturel de vonllle Peut contenlr des traces dtarochldes', ""dicutres 'frults d coques"", 'de gluten et dioeufs Cacao : nlnlnun ', 'chocolat ou toit', 'mlnlncn ', 'chocolct nclrl Chocolzts de couverture IOC% pur beurre de']",[],?,591,"43,9","13,7","38,7","8,5",2473 kj(591 kcal),36,"0,1","0,04",,,,,,,,,,,,,,,['Réauté Chocolat'],,,100g,,,,,,,,,,,,,,,,,,,,,,,['E420 - Sorbitol'],,4,,,
1954,Mostaza de dijon - Temeraire,3104710019684,,['France'],[],[],?,149,"11,5","0,8","3,2","7,2",623 kj(149 kcal),"2,7","6,5","2,6",B,"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",,-6%,0%,-12%,+0%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,['Temeraire'],,+5%,,11.5 g,en quantité modérée,0.8 g,en faible quantité,2.7 g,en faible quantité,6.5 g,en quantité élevée,-6%,+20%,+10%,+10%,11,+2%,D,+2%,,,,,,,,,,,,
