,name,bar_code,brand,sales_countries,ingredients_list,additives,allergens,ingredients_analysis,nova_score,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_energy_tr,nutriment_fat_tr,nutriment_saturated-fat_tr,nutriment_carbohydrates_tr,nutriment_sugars_tr,nutriment_proteins_tr,nutriment_salt_tr,nutriment_sodium_tr,categories,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,labels,generic_name,quantity,packaging,markets,fats_lipids_quantity,fats_lipids_comment,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,traceability_code,palm_ingredients,ingredients_origins,link,brand_owner,producer_info,origin_detail
1592,Café qualité filtre 100% Arabica,8431610021567,,['France'],[],,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,Naranja - Granini,8431707067621,['Granini'],['France'],[],,,[],,?,130,544 kj(130 kcal),"0,5","0,5","6,2","0,5","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1594,Light pina - Granini,8431707113816,['Granini'],['France'],[],,,[],,?,36,151 kj(36 kcal),"0,5","0,1","8,1","8,1","0,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1595,Jambon serrano gran reserva,8431718004929,,['France'],[],,,[],,?,175,732 kj(175 kcal),"3,64","1,35",0,0,"33,6","6,37","2,548","['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",1.35 g,en faible quantité,0 g,en faible quantité,6.37 g,en quantité élevée,,-27%,-27%,-71%,-71%,-100%,-100%,+11%,+36%,+36%,,,,,,3.64 g,en quantité modérée,13,-21%,D,-21%,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,,,,,,,,
1596,Cintas nido espinaca - Carrefour - 500g,8431876046540,['Carrefour'],"['France', 'Espagne']","['Semoule de blé dur de qualité supérieure', 'épinard déshydraté 2%', "" Peut  contenir des traces d'œufs""]",,,"['Sans huile de palme', 'Végétalien', 'Végétarien']",1,1536,?,1536 kj(367 kcal),"2,5","0,5",70,"3,1",13,"0,06","0,024","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",0.5 g,en faible quantité,3.1 g,en faible quantité,0.06 g,en faible quantité,+11%,,+11%,-3%,-28%,+13%,+12%,+12%,-72%,-72%,,Pâtes alimentaires aromatisées aux épinards.,500 g,['Producto'],['Carrefour'],2.5 g,en faible quantité,-5,,A,,,,,,,,,,,,,,,,Fabriqué en Espagne par PATES ALIMENTAIRES ROMERO S.A.- RGSEAA 20.000108/Z pour Interdis.,
1597,Corazones de palmito - Carrefour - 410g 250g 450ml,8431876059366,['Carrefour'],"['France', 'Italie']","['agua', 'sal', 'acidulantel Corazones de']",['E330 - Acide citrique'],,"['Sans huile de palme', 'Végétalien', 'Végétarien']",3,114,27,114 kj(27 kcal),0,0,4,"1,5",2,"0,85","0,34","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Conserves', 'Aliments à base de plantes en conserve', 'Cœurs de palmier en conserve']",0 g,en faible quantité,1.5 g,en faible quantité,0.85 g,en quantité modérée,-2%,-4%,-5%,-100%,-100%,+27%,+68%,-11%,+7%,+7%,,Cuori di palma,410 g 250 g 450 ml,,['Carrefour'],0 g,en faible quantité,-4,,A,,C,64.1%,17.1%,7.8%,4.1%,4.6%,2.3%,59,,,,,,,Fabriqué au Costa Rica par DEMASA pour Interdis,Ce produit est fabriqué au Costa Rica à partir de cœurs de palmiers cultivés au Costa Rica.
1598,Moutarde de Bourgogne - Carrefour - 205g,8431876113754,['Carrefour'],"['France', 'Espagne']","['Eau', 'graines de moutarde de Bourgogne', 'vin blanc de Bourgogne Aligoté ', '16,3%', ' ', 'contient sulfites', 'sel', 'acidifiant : acide citrique', 'antioxydant : disulfite de potassium', 'curcuma']","['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']","['Moutarde', 'Anhydride sulfureux et sulfites']",[],3,650,157,650 kj(157 kcal),12,"0,8","3,7","2,5","7,1","6,5","2,6","['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes françaises', 'Moutarde de Bourgogne']",0.8 g,en faible quantité,2.5 g,en faible quantité,6.5 g,en quantité élevée,,-2%,-4%,+1%,-0%,-4%,+11%,-1%,+3%,+3%,,Moutarde de Bourgogne. Indication géographique protégée.,205 g,,['Carrefour'],12 g,en quantité modérée,9,-15%,C,-15%,B,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,,,,,,,
1599,Miel de bosque - Carrefour,8431876115581,['Carrefour'],"['France', 'Espagne']",[],,,[],,?,?,,?,,?,,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
1600,Miel de bosque - Carrefour,8431876115581,['Carrefour'],"['France', 'Espagne']",[],,,[],,?,?,,?,,?,,?,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,
1601,Confiture d orange - Carrefour,8431876121513,['Carrefour'],['France'],[],,,[],,?,202,845 kj(202 kcal),1,0,48,37,0,"0,03","0,012","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', ""Confitures d'agrumes"", ""Confitures d'orange""]",0 g,en faible quantité,37 g,en quantité élevée,0.03 g,en faible quantité,,-6%,-6%,+326%,-100%,-8%,-27%,-100%,+15%,+15%,"['Bio', 'Bio européen', 'ES-ECO-025-NA']",,,,['Carrefour'],1 g,en faible quantité,5,-47%,C,-47%,C,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,
1602,Colorant alimentaire - Carrefour - 350grs.,8431876129069,['Carrefour'],['France'],[],,,[],,?,991,4146 kj(991 kcal),1,"0,5",1,1,11,32,"12,8","['Additifs alimentaires', 'Colorants alimentaires']",0.5 g,en faible quantité,1 g,en faible quantité,32 g,en quantité élevée,,+1154%,+1156%,-73%,-80%,-92%,-80%,+1579%,+10091%,+10091%,,,350 grs.,,['Carrefour'],1 g,en faible quantité,,,,,,,,,,,,,,,,,,,,
1603,Limonada - Carrefour,8431876162769,['Carrefour'],"['France', 'Espagne']",[],,,[],,?,49,205 kj(49 kcal),0,0,12,11,0,0,0,"['Boissons', 'Boissons gazeuses', 'Sodas', 'Limonades']",0 g,en faible quantité,11 g,en quantité élevée,0 g,en faible quantité,,+58%,+63%,-100%,-100%,+60%,+51%,-100%,-100%,-100%,,,,,['Carrefour'],0 g,en faible quantité,15,+47%,E,+47%,,,,,,,,,,,,,,,,
1604,Miettes extra de morue salée - Carrefour - 250g,8431876232370,['Carrefour'],['France'],"['Morue ', 'Gadus morhua', ' sel']",,['Poisson'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,?,,?,,?,,?,,,"['Produits de la mer', 'Poissons', 'Morues']",,,,,,,,,,,,,,,,,,,250 g,"['Plastique', 'Frais']",['Carrefour'],,,,,,,E,93.2%,0.0%,0.9%,5.2%,0.5%,0.1%,14,,['ES 12.01401/SS CE'],,"['Islande', 'Atlantique Nord-Est', 'FAO 27']",,,,
1605,Salsa Alioli - Carrefour,8431876247329,['Carrefour'],['France'],[],,,[],,?,649,2715 kj(649 kcal),71,"8,6","1,9",1,"1,1","1,2","0,48",,,,,,,,,,,,,,,,,,,,,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,
1606,Brocoli - Carrefour,8431876251869,['Carrefour'],['France'],[],,,[],,?,20,84 kj(20 kcal),0,0,"1,6",0,"1,4","0,6","0,24","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Brocolis']",0 g,en faible quantité,0 g,en faible quantité,0.6 g,en quantité modérée,,-33%,-32%,-100%,-100%,-22%,-100%,-46%,+908%,+908%,,,,,['Carrefour'],0 g,en faible quantité,-3,,A,,B,67.2%,0.0%,0.0%,13.2%,18.9%,0.6%,98,,,,,,,,
1607,Galleta Extrachoc - Carrefour,8431876253764,['Carrefour'],"['France', 'Espagne']",[],,,[],,?,491,2054 kj(491 kcal),22,11,66,38,"5,4","0,4","0,16","['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits fourrés']",11 g,en quantité élevée,38 g,en quantité élevée,0.4 g,en quantité modérée,,+4%,+4%,+15%,+29%,-1%,+15%,-7%,-28%,-28%,,,,,['Carrefour'],22 g,en quantité élevée,25,+26%,E,+26%,C,80.3%,11.4%,3.7%,2.4%,2.2%,0.0%,58,,,,,,,,
1608,Chorizo dulce - Carrefour - 200g,8431876260038,['Carrefour'],"['France', 'Espagne']","['Carne de cerdo', 'pimentón', 'sal y ajo', ' Embutido en tripa natural de cerdo']",,['es:Ausencia'],"['Non végétalien', 'Non végétarien']",3,2255,545,2255 kj(545 kcal),49,19,3,"1,4",23,"3,5","1,4","['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",19 g,en quantité élevée,1.4 g,en faible quantité,3.5 g,en quantité élevée,+30%,+34%,+32%,+44%,+47%,+3%,-22%,+0%,-7%,-7%,,,200g,['Sachet'],['Carrefour'],49 g,en quantité élevée,26,+9%,E,+9%,D,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,['Espagne'],['ES 10.00680/LO CE'],,['Espagne'],,,,
1609,330g,8431876261134,,"['France', 'Espagne']",[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,330 g,,['Carrefour'],,,,,,,,,,,,,,,,,,,,,,
1610,Nectarine Jaune,8432117000253,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,Citrons - Sans Marque - 500g,8432117009140,['Sans Marque'],['France'],['Citrons jaunes catégorie calibre 4'],,,[],,?,40,167 kj(40 kcal),"0,7","0,7","3,1","0,7","0,84",,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Citrons', 'Citrons frais']",0.7 g,en faible quantité,0.7 g,en faible quantité,,,,+150%,+146%,+230%,+1567%,+53%,-50%,+45%,,,['Non traités après récolte.'],Citrons catégorie 1,500 g,"['Sachet', 'Plastique']",['Franprix'],0.7 g,en faible quantité,,,,,,,,,,,,,['Espagne'],,,['Espagne'],,,,
1612,Mandarine clemenvillla -,8432117249232,,['France'],"['Galettes de maïs nappées de chocolat au Ingrédients•', ' Chocolat au lait* 60% ', 'su canne*', 'beurre de cacao*', 'lait entier* etvpo dre', 'Eneri pâte de cacao*', 'émulsifiant: lécithines', ' mâis*400/ Matiè i - dor']",['E322 - Lécithines'],,['Non végétalien'],4,?,483,2021 kj(483 kcal),21,13,66,33,"6,1","0,1","0,04",,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,
1613,Poivrons Rouges Doux,8432117678124,,['France'],[],,,[],,?,15,63 kj(15 kcal),1,1,1,1,1,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'ES-ECO-003-AN']",,,,,,,,,,,,,,,,,,,,,,,,,,
1614,Concombre Bio - Sans marque - 1concombre,8432117678155,['Sans marque'],['France'],"[""Concombre pradera issu de l'agriculture biologique 100%""]",,,[],,?,?,,?,,?,,?,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Légumes et dérivés', 'Frais', 'Aliments à base de plantes frais', 'Légumes frais', 'Concombres', 'Concombre frais']",,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Catégorie II', 'ES-ECO-001-AN', 'Agriculture UE']",Concombre pradera issu de l'agriculture biologique,1 concombre,['Plastique'],,,,,,,,B,92.6%,0.0%,0.0%,3.4%,3.0%,1.0%,60,['Espagne'],,,['Espagne'],,,,
1615,Clementine - Bio U,8432117981712,['Bio U'],['France'],['MANDARINE BIO ORIGINÉ: ESPAGNE VARI t T 2: CLEMENVILLA CATEGORIÉ: 11 CALIBRE: 1-2'],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Clémentines', 'Mandarines fraîches']",0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,,-100%,-100%,-100%,,-100%,-100%,-100%,-100%,-100%,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,0 g,en faible quantité,-5,,A,,,,,,,,,,,,,,,,,
1616,Calamar,8432145004735,,['France'],[],,,[],,?,206,862 kj(206 kcal),"7,3",2,"27,3",2,"6,6","1,75","0,7","['Produits de la mer', 'Mollusques', 'Calamars']",2 g,en quantité modérée,2 g,en faible quantité,1.75 g,en quantité élevée,,+30%,+26%,-22%,+41%,+516%,+174%,-50%,+55%,+55%,,,,,,7.3 g,en quantité modérée,6,+128%,C,+128%,,,,,,,,,,,,,,,,
1617,Orofluido Elixir,8432225088785,,['France'],[],,,[],,?,0,0 kj(0 kcal),0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1618,Clementine oronules - Feria - 1000g,8432317121185,['Feria'],['France'],[],,,[],,?,0,0 kj(0 kcal),?,,?,,?,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Agrumes', 'Fruits frais', 'Mandarines', 'Clémentines', 'Mandarines fraîches']",,,,,0 g,en faible quantité,,-100%,-100%,,,,,,-100%,-100%,,,1000g,,,,,,,,,,,,,,,,,,,,,,,,
1619,Natillas sabor chocolate sin lactose - Kaiku,8432425099185,['Kaiku'],['France'],[],,,[],,?,117,490 kj(117 kcal),"2,8","1,8","19,5","15,4","3,5","0,1","0,04",,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,
1620,Aceite de oliva virgen extra ecológico D.O. Baena botella 500 ml - Nuñez de Prado,8432511000026,['Nuñez de Prado'],['France'],"['ACEITE DE OLIVA VIRC,EN EXTRA Aceite de Oliva de categoria superior obtenido directamente de aceitunas y mediante prcxedimientos mechnicos 500 ML CONT', ' NET: N', '• de Lote y corusumo preferente: ver etiqueta frontal 8 432511 000026']",,,[],,?,900,3766 kj(900 kcal),100,"18,88",0,0,0,0,0,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",18.9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,,+5%,+5%,+5%,+35%,,,,-100%,-100%,['Bio'],,,,,100 g,en quantité élevée,7,+14%,C,+14%,D,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,,,,,
1621,La Masia Sansa Olivenolie,8432580181053,,['France'],[],,,[],,?,824,3448 kj(824 kcal),92,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1622,Tortilla aux courgettes,8433308000229,,['France'],[],,,[],,?,147,615 kj(147 kcal),"10,8","2,7","2,1","0,5","9,7","0,4","0,16","['Plats préparés', 'Omelettes de pommes de terre']",2.7 g,en quantité modérée,0.5 g,en faible quantité,0.4 g,en quantité modérée,,-8%,-7%,+15%,+53%,-82%,-47%,+85%,-63%,-63%,,,,,,10.8 g,en quantité modérée,-1,-127%,A,-127%,B,70.9%,11.4%,6.8%,5.8%,3.0%,2.1%,76,,,,,,,,
1623,Goulash de boeuf hongroise - Nostrum,8433308310007,['Nostrum'],['France'],"['pomme de terre ', '4899Ad', 'nde de bœuf ', '39%', 'bouillon de viande ', 'eau', 'carcasse de pouleh', 'viande de veau', 'carotte', 'oignon', ' pornme de terre', ' céleri', 'poireau et os de jambon', 'oignon', 'vin rouge', 'huilé de tcumesot', 'farine de blé', 'ail', 'sucre', 'sel* doux et persil', "" Peut W'ftenir des traces de: soja"", ' custacés', 'oeuf', 'poisson', 'tait', 'moutarde', 'sulfites', 'fruits à coques et mollusque']",,"['Céleri', 'Gluten']","['Non végétalien', 'Non végétarien']",3,?,134,561 kj(134 kcal),"3,9","0,86","14,34",8,"7,8","0,5","0,2","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande']",0.86 g,en faible quantité,8 g,en quantité modérée,0.5 g,en quantité modérée,,-16%,-15%,-47%,-66%,+37%,+410%,-17%,-47%,-47%,,,,,,3.9 g,en quantité modérée,0,-100%,B,-100%,,,,,,,,,,,,,,,,
1624,Torta Turrón De Alicante - El Corte Ingles,8433329002363,['El Corte Ingles'],['France'],[],,,[],,?,559,2339 kj(559 kcal),36,4,41,33,16,"0,02","0,008","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",4 g,en quantité modérée,33 g,en quantité élevée,0.02 g,en faible quantité,,+4%,+4%,+8%,+41%,-4%,-12%,+16%,-44%,-44%,,,,,,36 g,en quantité élevée,16,+12%,D,+12%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
1625,Zumo de pomelo rosa exprimido - El Corte Inglés - 1l,8433329017855,['El Corte Inglés'],"['France', 'Espagne']",['Zumo de pomelo exprimido con 2% de pulpa'],,,"['Végétalien', 'Végétarien']",,?,33,138 kj(33 kcal),"0,5",0,"7,2","6,8","0,6",0,0,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de pamplemousse', 'Jus de fruits pur jus', 'Jus de pamplemousse pur jus']",0 g,en faible quantité,6.8 g,en quantité élevée,0 g,en faible quantité,,,-9%,+165%,-100%,-10%,-13%,+35%,-100%,-100%,"['Végétarien', 'Végétalien']",Zumo de pomelo rosa exprimido,1 l,"['Tetra Brik', 'Pasteurizado']","['Supercor Express', 'El Corte Inglés']",0.5 g,en faible quantité,0,-100%,B,-100%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,"['Murcia (comunidad autónoma)', 'España']","['NIF: B-73804098', 'ES 21.00330/MU CE', 'FABRICANTE Y ENVASADOR:', 'AMC JUICES S.L.', 'PERTENECIENTE A:', 'AMC GRUPO ALIMENTACIÓN FRESCO Y ZUMOS S.A.']",,,,,,
1626,zumo exprimido uva roja granada y grosella - El Corte Ingles,8433329035279,['El Corte Ingles'],"['France', 'Espagne']",[],,,[],,?,58,243 kj(58 kcal),"0,5",0,14,14,0,0,0,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits']",0 g,en faible quantité,14 g,en quantité élevée,0 g,en faible quantité,,+26%,+27%,+196%,-100%,+32%,+44%,-100%,-100%,-100%,,,,,,0.5 g,en faible quantité,9,+137%,D,+137%,D,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,
1627,Jus de granada - El Corte Ingles,8433329035286,['El Corte Ingles'],['France'],[],,,[],,?,53,222 kj(53 kcal),"0,5",0,13,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1628,Leche de Almendras - Special Line,8433329037600,['Special Line'],['France'],[],,,[],,?,45,188 kj(45 kcal),"1,9","0,4","4,1","4,1","0,8","0,13","0,052",,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,
1629,Tallarines - Aliada,8433329040426,['Aliada'],['France'],[],,,[],,?,350,1464 kj(350 kcal),"1,2","0,3",72,3,11,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1630,Macarron - Aliada,8433329040457,['Aliada'],['France'],[],,,[],,?,350,1464 kj(350 kcal),"1,2","0,3",72,3,11,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,Sardinas en aceite de oliva - El Corte Inglés - 125g,8433329055536,['El Corte Inglés'],"['France', 'Espagne']","['Sardinas ', 'Sardina pilchardus', 'aceite de oliva', 'sal']",,,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,?,243,1017 kj(243 kcal),17,4,0,0,21,"0,8","0,32","['Conserves', 'Produits de la mer', 'Poissons', 'Poissons en conserve', 'Sardines', 'Sardines en conserve', ""Sardines à l'huile"", ""Sardines à l'huile d'olive""]",4 g,en quantité modérée,0 g,en faible quantité,0.8 g,en quantité modérée,,-2%,-1%,-4%,+4%,-100%,-100%,-1%,-12%,-12%,,,125 g,['Lata'],['El Corte Inglés'],17 g,en quantité modérée,4,-29%,C,-29%,D,26.2%,30.3%,28.3%,13.4%,0.9%,0.9%,42,,,,,,,,
1632,Surtido de navidad - Aliada,8433329057035,['Aliada'],['France'],[],,,[],,?,492,2059 kj(492 kcal),"25,1","9,8","60,2","25,6","5,2","0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633,Muesli - El Corte Inglés,8433329069069,['El Corte Inglés'],['France'],[],,,[],,?,447,1870 kj(447 kcal),17,"9,6",61,26,"8,2","0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,Minimagdalenas artesanas con pepitas de chocolate sin lactosa - El Corte Ingles,8433329075749,['El Corte Ingles'],['France'],[],,,[],,?,441,1845 kj(441 kcal),24,"5,1",51,23,"5,4","0,55","0,22",,,,,,,,,,,,,,,,,,['Sans lactose'],,,,,,,,,,,,,,,,,,,,,,,,,,
1635,Apio - El Corte Inglés,8433329076951,['El Corte Inglés'],['France'],[],,,[],,?,30,126 kj(30 kcal),"0,5",0,"6,7","3,3",1,"1,3","0,52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1636,Turon de Alicante - El Corte Inglés,8433329077835,['El Corte Inglés'],"['France', 'Espagne']",[],,,[],,?,576,2410 kj(576 kcal),40,3,34,29,0,"0,05","0,02","['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron', 'Tourons aux amandes', 'Tourons croquants aux amandes']",3 g,en quantité modérée,29 g,en quantité élevée,0.05 g,en faible quantité,,+7%,+8%,+20%,+6%,-20%,-23%,-100%,+41%,+41%,,,,,,40 g,en quantité élevée,15,+5%,D,+5%,E,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,,,,,,,
1637,Bebida de almendras UHT - El Corte Inglés,8433329079921,['El Corte Inglés'],['France'],"['Water', 'almonds* ', '8%', 'raw cane sugar*', 'corn maltodextrin*', ' *Organically grown ingredients', ' Store in a cool and dry place', ' A varied and balanced diet and a healthy lifestyle are important', ' Store in the refrigerator after opening and use within 5 days', ' Puede contenertrazas de otrosfrutos de céscara', ' Pode conter vestigios de outros frutos de casca rija']",,['Fruits à coque'],[],,?,45,188 kj(45 kcal),"1,9","0,4","5,9","4,1","0,8","0,13","0,052","['Aliments et boissons à base de végétaux', 'Boissons', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons à base de végétaux', 'Substitut du lait', 'Boissons végétales', 'Boissons végétales de fruits à coque', ""Laits d'amande""]",0.4 g,en faible quantité,4.1 g,en quantité modérée,0.13 g,en faible quantité,,+18%,+18%,-11%,+61%,+59%,+49%,-7%,+48%,+48%,"['Bio', 'en:gluten-free', 'Sans lactose']",,,,,1.9 g,en quantité modérée,0,-100%,B,-100%,E,82.5%,2.9%,5.0%,5.8%,2.9%,0.8%,27,,,,,,,,
1638,Inovance Oligovance 14 Sachets,8433399976502,,['France'],[],,,[],,?,?,,?,,?,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1639,Jambon Serrano -  - 100g,8433635122663,,['France'],"['Jambon de porc ', '100g de jambon serrano proviennent de 145g de viande', 'sel antioxydant E301', ' et conservateurs ', 'E250', 'E252', ' Viande de porc ', 'Origine: Espagne']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition']",,"['Non végétalien', 'Non végétarien']",3,?,254,1063 kj(254 kcal),16,"5,7","0,5","0,5","2,7","3,2","1,28","['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']",5.7 g,en quantité élevée,0.5 g,en faible quantité,3.2 g,en quantité élevée,,+6%,+6%,+27%,+22%,-30%,+12%,-91%,-32%,-32%,"['en:gluten-free', 'Point Vert', 'Fabriqué en Espagne']",,100 g,"['Frais', 'Plastique']",,16 g,en quantité modérée,18,+10%,D,+10%,E,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['Espagne'],,,['Espagne'],,,,
1640,Salami Chiffonnade - Saveur & Passion,8433635144184,['Saveur & Passion'],['France'],[],,,[],,?,455,1904 kj(455 kcal),42,15,"3,2","2,6",16,"3,5","1,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
