,name,bar_code,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,packaging,ingredients_origins,markets,labels,manufacturing,traceability_code,link,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,nova_score,allergens,generic_name,brand_owner,palm_ingredients
1745,Grab & Go Peanut Butter,0040000513629,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'milkfat', 'lactose', 'peanuts', 'soy lecithin', 'salt', 'artificial flavors', 'peanut butter ', 'partially defatted peanuts', 'sugar', 'hydrogenated palm kernel oil', 'partially defatted peanut flour', 'cornstarch', 'dextrose', 'less than 1% - corn syrup', 'natural flavors', 'salt', 'dextrin', 'coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 2', 'blue 2 lake', 'propyl gallate to maintain freshness', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,524,"28,57","57,14","9,52",2192 kj(524 kcal),"16,67","47,62","0,535","0,214",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+25%,+94%,-14%,+126%,,,,,,,,,,,,,,,,28.6 g,en quantité élevée,16.7 g,en quantité élevée,47.6 g,en quantité élevée,0.535 g,en quantité modérée,+25%,+158%,-4%,+264%,+264%,26,+43%,E,+43%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1746,M &M Peanut Chocolate Candy,0040000514510,,['France'],[],[],?,250,13,25,5,1046 kj(250 kcal),5,25,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Blueberry Almond Dark Chocolate,0040000515593,,['France'],[],[],?,150,7,11,3,628 kj(150 kcal),"1,5",11,"0,4","0,16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Sealed Caramel M&M'S Milk Chocolate Candies Party Size 38 Oz,0040000518204,"[""M&M's""]","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'cocoa butter', 'skim milk', 'lactose', 'milkfat', 'soy lecithin', 'salt', 'artificial and natural flavors', 'sugar', 'corn syrup', 'hydrogenated palm kernel oil', 'milkfat', 'skim milk', 'cornstarch', 'less than 1% - lactose', 'dextrin', 'salt', 'mono and diglycerides', 'coloring ', 'includes blue 1 lake', 'yellow 6', 'red 40', 'yellow 5', 'blue 1', 'carnauba wax', 'chocolate', 'artificial flavor', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,464,"17,86","71,43","3,57",1941 kj(464 kcal),"12,5","64,29","0,402","0,161",,"['Snacks', 'Snacks sucrés', 'Confiseries']",,+10%,+21%,+7%,-15%,,,,,,,,,,,,['Pur beurre de cacao'],,,,17.9 g,en quantité modérée,12.5 g,en quantité élevée,64.3 g,en quantité élevée,0.403 g,en quantité modérée,+10%,+93%,+30%,+174%,+174%,26,+43%,E,+43%,"['E322i - Lécithine', 'E1400 - Dextrines', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E110 - Jaune orangé S', 'E129 - Rouge allura AC', 'E102 - Tartrazine', 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]",4,"['Lait', 'Soja']",,Mars Chocolate North America LLC,
1749,M &M'S Strawberry Nut,0040000520931,"[""M&M's""]","['France', 'États-Unis']",[],[],?,522,"28,26","60,87","10,87",2184 kj(522 kcal),"10,87","52,17","0,135","0,054",,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées']",,+0%,-7%,+14%,+77%,,,,,,,,,,,,['Contient des OGMs'],,,,28.3 g,en quantité élevée,10.9 g,en quantité élevée,52.2 g,en quantité élevée,0.135 g,en faible quantité,+0%,-34%,+11%,-31%,-31%,22,-9%,E,-9%,,,"['Lait', 'Arachides']",,Mars Chocolate North America LLC,
1750,M&Ms Peanut Butter -,0040000523567,,"['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'cocoa butter', 'chocolate', 'skim milk', 'milkfat', 'lactose', 'peanuts', 'soy lecithin', 'salt', 'artificial flavors', 'peanut butter ', 'partially defatted peanuts', 'sugar', 'hydrogenated palm kernel oil', 'partially defatted peanut flour', 'cornstarch', 'dextrose', 'less than 1% - corn syrup', 'natural flavors', 'salt', 'dextrin', 'coloring ', 'includes blue 1 lake', 'red 40', 'yellow 6', 'yellow 5', 'blue 1', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 2', 'blue 2 lake', 'propyl gallate to maintain freshness', 'gum acacia']","['Huile de palme', 'Non végétalien']",?,524,"28,57","57,14","9,52",2192 kj(524 kcal),"16,67","47,62","0,535","0,214",E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Fruits à coques enrobés de chocolat', 'Cacahuètes au chocolat']",,+3%,+12%,-3%,+8%,84.5%,11.4%,1.3%,2.4%,0.4%,0.0%,26,,,,,,,,,28.6 g,en quantité élevée,16.7 g,en quantité élevée,47.6 g,en quantité élevée,0.535 g,en quantité modérée,+3%,+53%,-11%,+293%,+293%,26,+3%,E,+3%,"['E322i - Lécithine', 'E1400 - Dextrines', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', ""E132 - Indigotine carmin d'indigo"", ""E414 - Gomme d'acacia""]",4,"['Lait', 'Arachides', 'Soja']",,Mars Chocolate North America LLC,
1751,Twix Dark,0040000527060,,['France'],[],[],?,250,12,23,0,1046 kj(250 kcal),7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,"M&M's Neapolitan - Mars Chocolat - 226,8g / 8Oz",0040000534297,"['Mars Chocolat', 'Mars']",['France'],[],[],?,140,7,18,1,586 kj(140 kcal),4,17,,,,"['Snacks', 'Snacks sucrés']",,-69%,-66%,-69%,-83%,,,,,,,,"226,8 g / 8 Oz","['Sachet', 'Plastique']",,,"['Kascher', 'Contient des OGMs', 'en:Orthodox Union Kosher', 'Arômes artificiels']",,,,7 g,en quantité modérée,4 g,en quantité modérée,17 g,en quantité élevée,,,-69%,-60%,-52%,,,,,,,,,,Flavored Candies Chocolate Vanilla Strawberry,,
1753,Olé nacho,0040032125623,,['France'],[],[],?,240,13,0,2,1004 kj(240 kcal),"3,5",0,"0,27","0,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1754,"Le chef patissier, chocolate chips brioche - Entertainment Production House Inc. - 400g",0040232235702,['Entertainment Production House Inc.'],"['France', 'États-Unis']","['Unbleached', 'unbromated wheat flour', 'chocolate chips ', 'sugar', 'cocoa liquor', 'cocoa butter', 'emulsifier: sunflower lecithin', 'natural vanilla flavor', 'eggs', 'water', 'sugar', 'butter', 'raising agent ', 'unbleached', 'unbromated wheat flour', 'water', 'salt', 'inverted sugar syrup', 'yeast', 'salt', 'emulsifier: mono and diglycerides of fatty acids', 'thickener: carboxymethylcellulose', 'antioxidant: ascorbic acid', 'natural vanilla flavor']","[""Pourrait contenir de l'huile de palme"", 'Non végétalien']",?,340,12,54,8,1423 kj(340 kcal),8,16,"0,85","0,34",C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Snacks', 'Céréales et pommes de terre', 'Snacks sucrés', 'Viennoiseries', 'Pains', 'Brioches', 'Brioches au chocolat']",,-5%,-10%,+7%,+4%,77.5%,13.5%,5.4%,3.2%,0.4%,0.0%,63,400 g,,,,,,,,12 g,en quantité modérée,8 g,en quantité élevée,16 g,en quantité élevée,0.85 g,en quantité modérée,-5%,+37%,-10%,-0%,-0%,15,0%,D,0%,"['E322i - Lécithine', ""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E466 - Carboxyméthylcellulose', 'E300 - Acide ascorbique']",4,"['Œufs', 'Lait']",,Entertainment Production House Inc.,
1755,Honey Peanut Butter - 510g,0040232772672,,['France'],[],[],?,170,12,12,6,711 kj(170 kcal),2,8,"1,5","0,6",,,,,,,,,,,,,,,510 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Caesar salad,0040232825187,,['France'],[],[],?,140,14,4,2,586 kj(140 kcal),1,2,"0,35","0,14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,Água Mineral Naturel - Água cristalina,0040232837531,['Água cristalina'],['France'],['Agua Mineral Fluoretada'],[],?,0,0,0,0,0 kj(0 kcal),0,0,0,0,,['Boissons'],,-100%,-100%,-100%,-100%,,,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-100%,-100%,-100%,-100%,-100%,0,-100%,B,-100%,,,,,,
1758,Dattes  - Color foods - 500gr,0040421438808,['Color foods'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,500 gr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Le biscuitier belge,0040908520019,,['France'],[],[],?,532,"29,1","61,3","5,2",2226 kj(532 kcal),"17,4","46,5","0,23","0,092",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Allumettes Lardons,0041000001116,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Sweetened iced tea mix - Lipton,0041000008450,"['Lipton', 'Unilever']","['France', 'États-Unis']","['Cane sugar', 'citric acid ', 'provides tartness', 'instant tea powder', 'carrot juice ', 'color', 'natural flavor']",[],?,389,0,100,0,1628 kj(389 kcal),0,"94,44",0,0,,"['Boissons', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Boissons lyophilisées', 'Thés glacés', 'Thés glacés saveur citron']",,+1591%,-100%,+1787%,-100%,,,,,,,,,,,,,,,,,,,,,,,,+1651%,-100%,+1843%,-100%,-100%,,,,,['E330 - Acide citrique'],4,,,Lipton,
1762,"Lipton, diet low calorie iced tea mix, lemon natural flavor",0041000008726,"['Lipton', 'Unilever']","['France', 'États-Unis']","['Maltodextrin', 'malic acid ', 'provides tartness', 'instant tea powder', 'aspartame* ', 'sweetener', 'acesulfame potassium ', 'non-nutritive sweetener', 'magnesium oxide ', 'prevents caking', 'natural flavor', ' sweetened with a nutritive sweetener and a non-nutritive sweetener']",[],?,250,0,50,0,1046 kj(250 kcal),0,0,0,0,,"['Boissons', 'Produits déshydratés', 'Boissons édulcorées', 'Produits lyophilisés à reconstituer', 'Boissons light', 'Boissons lyophilisées', 'Thés glacés']",,-15%,-100%,+14%,-100%,,,,,,,,,,,,,,,,,,,,,,,,-16%,-100%,-100%,-100%,-100%,,,,,"['E296 - Acide malique', 'E951 - Aspartame', 'E950 - Acésulfame K']",4,,,Lipton,
1763,Sweetened iced tea mix - Lipton,0041000119750,"['Lipton', 'Unilever']","['France', 'États-Unis']","['Cane sugar', 'citric acid ', 'provides tartness', 'instant tea powder', 'carrot juice ', 'color', 'natural flavor', 'peach juice solids']",[],?,421,0,100,0,1761 kj(421 kcal),0,"94,74",0,0,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Produits déshydratés', 'Produits lyophilisés à reconstituer', 'Boissons instantanées', 'Boissons lyophilisées', 'Thés glacés', 'Boissons avec sucre ajouté']",,+43%,-100%,+129%,-100%,,,,,,,,,,,,,,,,,,,,,,,,+41%,-100%,+159%,-100%,-100%,,,,,['E330 - Acide citrique'],4,,,Lipton,
1764,Sablés Pur Beurre Highlanders - Highland Pride Foods,0041036001449,"['Highland Pride Foods', 'Albert menes']",['France'],"['blé blé ', 'i:rrtt ', 'lait les y ccrçrs cèrì', 'clt% lu gluten', 'gras', "" & À er±cif e'""]",[],?,514,"26,3","61,7","5,2",2151 kj(514 kcal),"16,8","23,5","0,7","0,28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Salbei gerebelt - 10g,0041110000047,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,10 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Bazooka Candy Brands Ring Pop Candy,0041116023002,['Ring pop'],['France'],"['TOUTES LES SAVEURS CONTIENNENT : SUCRE', 'SIROP DE MAIS', 'ACIDE LACTIQUE', 'LACTATE DE SODIUM', "" JE PLUS: MELON D'EAU : ARÔME ARTIFICIEL"", 'COLORANT FRAMBOISE ARTIFICIEL', 'COLORANT', ' FRAISE : ARÔMES NATUREL ET ', 'OU', ' ARTIFICIEL COLORANT']",[],?,45,0,10,0,188 kj(45 kcal),0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['E270 - Acide lactique', 'E325 - Lactate de sodium']",4,,,,
1767,Chili sauce for vietnamienne Spring rolls -,0041142886718,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Sun.maid Natural Califonia Raisins,0041143021187,,['France'],[],[],?,316,"0,7","76,9",3,1322 kj(316 kcal),0,"71,4","0,02","0,008",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,0%,+21%,+6%,+6%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,,,0.7 g,en faible quantité,0 g,en faible quantité,71.4 g,en quantité élevée,0.02 g,en faible quantité,+0%,-100%,+14%,-63%,-63%,7,+24%,C,+24%,,,,,,
1769,Sun maid,0041143027929,['Sun-Maid'],['France'],[],[],?,316,"0,7","76,9",3,1322 kj(316 kcal),0,"71,4","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,Raisins Secs - Sun maid,0041143120033,['Sun maid'],['France'],"['REDIENTS: CALIFORNIA RAISINS / RAISINS SECS DE CALIFORNIE isins are mecbanically stemmed and may contain an occasional grape m or wood pjeçe', ' Les raisins secs ont été équeutés mécaniquement jeuvent contemr queloques tiges de raisins ou brisures de bois', ' BY/DISTRIBUÉ GROWERS OF CALIFORNIA', 'CA 93631 US', 'A', ' RADEMARK OF SUN-MAID GROWERS OF CALIFORNIA AND @ SUN-MAID GROWERS OF CALIFORNIJ']",[],?,270,0,79,0,1130 kj(270 kcal),0,63,"0,15","0,06",D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Raisins secs']",,-15%,-100%,+9%,-100%,37.4%,55.6%,3.3%,1.3%,2.3%,0.0%,44,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,63 g,en quantité élevée,0.15 g,en faible quantité,-14%,-100%,+1%,+177%,+177%,3,-47%,C,-47%,,,,,,
1771,Liberte Organic Whole Milk Yogurt Baja Strawberry,0041148473721,['Liberté'],"['France', 'États-Unis']","['Our crafted recipe: cultured pasteurized organic milk', 'cultured pasteurized organic cream', 'organic cane sugar', 'organic strawberries', 'natural flavor', 'fruit pectin', 'organic fruit juice ', 'for color', ' live and active cultures ', 'l', ' bulgaricus', 's', ' thermophilus', 'l', ' acidophilus', 'l', ' paracasei', 'bifidobacterium sp']",[],?,135,"7,1","15,48","3,23",565 kj(135 kcal),"4,52","13,55","0,12","0,048",,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts entiers']",,+48%,+99%,+42%,-8%,,,,,,,,,,,,['Bio'],,,,7.1 g,en quantité modérée,4.52 g,en quantité modérée,13.6 g,en quantité élevée,0.12 g,en faible quantité,+48%,+97%,+32%,+8%,+8%,6,+141%,C,+141%,['E440 - Pectines'],4,,,GENERAL MILLS SALES INC.,
1772,0041163426764,0041163426764,,['France'],[],[],?,?,?,?,?,,,,,,,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins américains', 'Vins californiens']",,,,,,,,,,,,,,"['Bouteille', 'Verre']",['en:Californie'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Mini Grillhaxen,0041169003891,,['France'],[],[],?,147,"6,8","0,9","20,5",615 kj(147 kcal),"1,9","0,2","1,5","0,6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Granola sans gluten Muesli fruits secs et sarrasin - Le Moulin D'Arche - 400g,0041169505036,"[""Le Moulin D'Arche""]",['France'],"['Fruits secs et graines“ 85% ', 'raisins secs”', 'canneberges""""‘', 'graines de tournesol”', 'graines de courge“', 'amandes“', 'noisettes”', 'baies de Goji“', 'flocons de sarrasin“', 'sarrasin soufflé”', '  ""ingrédients agricoles issus de l\'agriculture biologique']",[],?,466,"25,6","49,3","13,4",1950 kj(466 kcal),"3,53","24,7","0,002","0,001",A,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Petit-déjeuners', 'Céréales et dérivés', 'Céréales pour petit-déjeuner', 'Mueslis', 'Céréales aux fruits', 'Mueslis aux fruits']",,+17%,+142%,-20%,+40%,53.5%,25.9%,8.6%,6.8%,5.2%,0.0%,90,400 g,['Sachet'],,,"['Bio', 'Bio européen', 'en:gluten-free', 'Afdiag']",,,,25.6 g,en quantité élevée,3.53 g,en quantité modérée,24.7 g,en quantité élevée,0.0016 g,en faible quantité,+17%,+30%,+37%,-99%,-99%,13,+279%,D,+279%,,1,['Fruits à coque'],,,
1775,"Shoprite, pure cane light brown sugar",0041190016921,['Shoprite'],"['France', 'États-Unis']","['Sugar', 'molasses']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,375,0,100,0,1569 kj(375 kcal),0,100,0,0,B,"['Édulcorants', 'Sucres']",,-4%,-100%,+2%,-100%,65.2%,10.9%,13.4%,7.2%,3.3%,0.0%,94,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,100 g,en quantité élevée,0 g,en faible quantité,-4%,-100%,+6%,-100%,-100%,14,-1%,D,-1%,,2,,,Wakefern Food Corporation,
1776,"Shoprite, shredded sharp white cheddar cheese - 8oz",0041190458462,['Shoprite'],"['France', 'États-Unis']","['Pasteurized milk', 'cheese culture', 'salt and enzymes', ' potato starch', 'corn starch', 'and calcium sulfate added to prevent caking', ' natamycin ', 'a natural mold inhibitor']",['Non végétalien'],?,393,"32,14","3,57",25,1644 kj(393 kcal),"17,86",0,"1,608","0,643",D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages du Royaume-Uni', ""Fromages d'Angleterre"", 'Cheddars', 'Fromages râpés']",,-1%,-3%,+159%,+6%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,8 oz,,,,,,,,32.1 g,en quantité élevée,17.9 g,en quantité élevée,0 g,en faible quantité,1.61 g,en quantité élevée,-1%,-15%,-100%,-9%,-9%,16,-5%,D,-5%,['E235 - Natamycine'],3,,,Wakefern Food Corporation,
1777,Frischkäse,0041200001107,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,0041200001886,0041200001886,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Decadently european - Heb,0041220975792,['Heb'],['France'],"['frasa Pollinsat', ' 3', '5g: Grasa Co!esterol 50mg: Sodio 100mg', ' Carbchidratos Totales 30g', 'Carl', ' Disponibles 29g', 'del cual Azùcares 14g', ' Fibra Dietética <lg', ' Proteinas 30: Vitalillna C 1 ', '3nng: Calcio 20mg: Hjerro 0,4mg: contiene cantidades signif ', 'cativas de vitamina A']",[],?,270,15,14,3,1130 kj(270 kcal),"1,5",14,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,quinoa et boulgour - 8.8oz,0041220977307,,['France'],[],[],?,183,"3,9",27,"7,2",766 kj(183 kcal),"0,7",0,"0,69","0,276",,,,,,,,,,,,,,,8.8 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,Italian toasted pasta - Roland - 17.6oz,0041224727403,['Roland'],['France'],[],[],?,360,2,74,14,1506 kj(360 kcal),1,4,1,"0,4",,,,,,,,,,,,,,,17.6 oz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Martinelli's Gold Medal - S. Martinelli & Co. - 40Oz (4 * 10Oz),0041244641024,['S. Martinelli & Co.'],"['France', 'États-Unis']",['Jus de pommes pasteurisé 100 %'],[],?,61,0,"14,53","0,34",255 kj(61 kcal),0,"13,18",0,0,C,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de fruits pur jus', 'Jus de pomme', 'Jus de pommes pur jus']",,+33%,-100%,+32%,+55%,52.8%,9.4%,18.4%,14.0%,5.4%,0.0%,70,40 Oz (4 * 10 Oz),['Plastic'],['en:États-Unis'],,"['Kascher', 'Pur jus']",['États-Unis'],,,0 g,en faible quantité,0 g,en faible quantité,13.2 g,en quantité élevée,0 g,en faible quantité,+34%,-100%,+27%,-100%,-100%,8,+93%,D,+93%,,,,,S. Martinelli & Co.,
1783,"Gemelli pasta, enriched macaroni product - Meijer",0041250025955,['Meijer'],"['France', 'États-Unis']","['Semolina', 'niacin', 'ferrous sulfate ', 'iron', 'thiamin mononitrate', 'riboflavin', 'folic acid']",['Sans huile de palme'],?,357,"1,79","73,21","12,5",1494 kj(357 kcal),0,"3,57",0,0,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires']",,+8%,-31%,+18%,+8%,,,,,,,,,,,['Meijer'],,,,,1.79 g,en faible quantité,0 g,en faible quantité,3.57 g,en faible quantité,0 g,en faible quantité,+7%,-100%,+29%,-100%,-100%,-4,,A,,,1,,,"Meijer, Inc.",
1784,Unsweetened applesauce - Iga,0041270893817,['Iga'],"['France', 'États-Unis']","['Apples', 'water', 'ascorbic acid ', 'vitamin c', ' to maintain color']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,41,0,"10,66",0,172 kj(41 kcal),0,"6,56","0,02","0,008",,['Snacks'],,-91%,-100%,-81%,-100%,,,,,,,,,,,,,,,,0 g,en faible quantité,0 g,en faible quantité,6.56 g,en quantité modérée,0.02 g,en faible quantité,-91%,-100%,-78%,-96%,-96%,0,-100%,B,-100%,,1,,,"Iga, Inc.",
1785,Mixes up salt - Jane's - 113g,0041278000057,"[""Jane's"", ""Jane's Krazy""]","['France', 'États-Unis']","['Salt', 'herbs and spices', 'dehydrated onion', 'dehydrated garlic']","['Sans huile de palme', 'Végétalien', 'Végétarien']",?,0,0,0,0,0 kj(0 kcal),,,"84,375","33,75",,"['Epicerie', 'Condiments']",,-100%,-100%,-100%,-100%,,,,,,,,113g,,,,,,,,0 g,en faible quantité,,,,,84.4 g,en quantité élevée,-100%,,,+1409%,+1409%,,,,,,3,,,Flavor Delite Inc.,
1786,Raisin bran cereal - Essential Everyday - 530g,0041303052945,['Essential Everyday'],"['France', 'États-Unis']","['Whole grain wheat', 'raisins', 'wheat bran', 'sugar', 'brown sugar syrup', 'salt', 'malted barley syrup', 'potassium chloride', ' vitamins and minerals: reduced iron', 'niacinamide', 'zinc oxide', 'pyridoxine hydrochloride ', 'vitamin b6', 'vitamin a palmitate', 'riboflavin ', 'vitamin b2', 'thiamin mononitrate ', 'vitamin b1', 'folic acid', 'vitamin d', 'vitamin b12']",['Sans huile de palme'],?,339,"1,69","77,97","8,47",1418 kj(339 kcal),0,"27,12","0,89","0,356",,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés']",,-3%,-70%,+33%,-10%,,,,,,,,530 g,,,['Rainbow Foods'],,,,,1.69 g,en faible quantité,0 g,en faible quantité,27.1 g,en quantité élevée,0.89 g,en quantité modérée,-3%,-100%,+377%,+196%,+196%,8,+391%,C,+391%,,3,,,"Supervalu, Inc.",
1787,"Wish-bone, ranch dressing",0041321005701,"['Wish-Bone', 'Pinnacle Foods Group Llc']","['France', 'États-Unis']","['Water', 'soybean oil', 'sugar', 'buttermilk powder', 'contains 2% or less of: salt', 'distilled vinegar', 'modified cornstarch', 'xanthan gum', 'onion powder', 'garlic powder', 'phosphoric acid', 'monosodium glutamate', 'sorbic acid and calcium disodium edta ', 'to protect quality', 'polysorbate 60', 'spices', 'lemon juice concentrate', 'maltodextrin ', 'corn', 'propylene glycol alginate', 'natural flavor ', 'milk', ',disodium inosinate', 'disodium guanylate', 'soy lecithin']",['Non végétalien'],?,433,"43,33","6,67",0,1812 kj(433 kcal),"6,67","3,33","1,918","0,767",,"['Epicerie', 'Sauces']",,+82%,+139%,-33%,-100%,,,,,,,,,,,,,,,,43.3 g,en quantité élevée,6.67 g,en quantité élevée,3.33 g,en faible quantité,1.92 g,en quantité élevée,+84%,+209%,-48%,-21%,-21%,19,+64%,E,+64%,"['E415 - Gomme xanthane', 'E338 - Acide orthophosphorique', '', 'Risque élevé de sur-exposition', 'E621 - Glutamate monosodique', '', 'Risque élevé de sur-exposition', 'E200 - Acide sorbique', '', 'Risque élevé de sur-exposition', 'E385 - Éthylène diamine tétra-acétate de calcium disodium', 'E435 - Monostéarate de polyoxyéthylène sorbitane', '', 'Risque modéré de sur-exposition', 'E405 - Alginate de propane-1', 'E631 - Inosinate disodique', 'E627 - Guanylate disodique', 'E322i - Lécithine']",4,"['Lait', 'Soja']",,Pinnacle Foods Group LLC,
